Odiya,Bengali
ବିଶ୍ୱାସ,বিশ্বাস
ପାରେ ତଳେ |,নীচে নীচে
ବେଞ୍ଚ,এজলাস
ବେଞ୍ଚମାର୍କ |,মাপকাঠি
ଲାଭଦାୟକ |,উপকারী
ହିତାଧିକାରୀ,মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী
ଲାଭ,উপকার
ସନ୍ଦେହର ଲାଭ,দ্বিধার সুবিধা
ଦୟା ଦୃଷ୍ଟିଧତା,দানশীলতা
ଦୟାଳୁ ପାଣ୍ଠି |,দানশীল তহবিল
ବିକେଥ,উইল
ଉତ୍ତରାଧିକାରୀ |,উইল
ଶୋକ,শোক
ସର୍ବୋତ୍ତମ ପ୍ରୟାସ |,সেরা প্রচেষ্টা
ଉନ୍ନତି,উন্নততা
ପକ୍ଷ,পক্ষপাত
ପକ୍ଷପାତିତ ମତ,পক্ষপাতদুষ্ট মতামত
ବିବିଡୋ ରୋଗଗ୍ରାଫି |,গ্রন্থপঞ্জি
ବିଏନୋନିଆଲ୍,দ্বিবার্ষিক
ବିଫ୍ୟୁର୍େଟ୍ |,দ্বিখণ্ডিত
ବିଗାମି,বিগামি
ଦ୍ୱିପାକ୍ଷିକ |,দ্বিপক্ষীয়
ଦ୍ୱିଭାଷୀ,দ্বিভাষিক
ଦ୍ୱି -ameral,দ্বিখণ্ডিত
ବିଲ୍,বিল
ବିନିମୟ ବିଲ୍ |,বিনিময় বিল
ବିମୋନେଟ୍ ରିପୋର୍ଟ କରନ୍ତୁ |,দ্বিখণ্ডিত প্রতিবেদন
ବାଧ୍ୟତାମୂଳକ |,বাঁধাই
ବାୟୋଡା |,বায়োডাটা
ବିପୁଟିଟ୍,দ্বিপক্ষীয়
ବିପର୍ଡାଇଟ୍ ଚୁକ୍ତିନାମା |,দ্বিপক্ষীয় চুক্তি
ଜନ୍ମ ବାର୍ଷିକୀ |,জন্ম বার্ষিকী
ଜନ୍ମ ପ୍ରମାଣପତ୍ର,জন্ম সনদ
ଜନ୍ମ ନିୟନ୍ତ୍ରଣ,জন্ম নিয়ন্ত্রণ
ଜନ୍ମ ତାରିଖ,জন্ম তারিখ
ଜନ୍ମ ସ୍ଥାନ,জন্মের জায়গা
ଜନ୍ମ ହାର,জন্ম হার
ଦ୍ୱିଧ,দ্বিপক্ষীয়
କଳା ଅର୍ଥନୀତି,কালো অর্থনীতি
କଳା ତାଲିକା,কালো তালিকা
ବ୍ଲାକମେଲ୍ |,ব্ল্যাকমেল
କଳା ବଜାର,কালোবাজার
ଦୋଷ,দোষ
ଖାଲି ଚେକ୍ |,ফাঁকা চেক
କମ୍ବଳ ଡିଲ୍ |,কম্বল ডিল
କମ୍ବଳ କ୍ରମ |,কম্বল আদেশ
ବିସ୍ଫୋରଣ,বিস্ফোরণ
ମିଶ୍ରଣ,মিশ্রণ
ବ୍ଲକ,ব্লক
ଅବରୋଧ,অবরোধ
ଅବରୋଧିତ ପୁଞ୍ଜିବା |,অবরুদ্ধ মূলধন
ବ୍ଲକ ଚିଠି,ব্লক লেটার
ରକ୍ତ ଦାନ,রক্তদান
ରକ୍ତ ସମ୍ପର୍କ,রক্ত সম্পর্ক
ନୀଳ କଲର କାର୍ଯ୍ୟ |,নীল কলার কাজ
ବ୍ଲୁ ପ୍ରିଣ୍ଟ,ব্লুপ্রিন্ট
ବ୍ଲଫ୍ |,ব্লাফ
ବୋର୍ଡ,বোর্ড
ବୋର୍ଡିଂ ଏବଂ ରହଣି,বোর্ডিং এবং থাকার ব্যবস্থা
ନିର୍ଦ୍ଦେଶକ ବୋର୍ଡ,পরিচালনা পর্ষদ
ରାଜସ୍ୱ ବୋର୍ଡ |,রাজস্ব বোর্ড
ଶରୀର,দেহ
ଅଙ୍ଗରକ୍ଷୀ,দেহরক্ষী
ବୋଗସ୍ ଭାଉଚର |,বোগাস ভাউচার
ବୋନାହିକତା |,সদিচ্ছা
ବନ୍ଧନ,বন্ধন
ବନ୍ଧିତ ଶ୍ରମ,চুক্তিভুক্ত শ্রমিক
ବୋନସ୍,বোনাস
ବୁକିଂ କାର୍ଯ୍ୟାଳୟ,বুকিং অফিস
ବୁକ୍-ରକ୍ଷକ,বই-রক্ষক
ପୁସ୍ତକ-ରଖିବା,বই-রক্ষণাবেক্ষণ
ବୁକଲେଟ୍,পুস্তিকা
ରେଫରେନ୍ସ ବୁକ୍,রেফারেন্স বই
ପୁସ୍ତକ ମୂଲ୍ୟ,বই মান
ବୁଥ,বুথ
ବୁଥ କ୍ୟାପଚର |,বুথ ক্যাপচারিং
ସୀମା ଭତ୍ତା,সীমান্ত ভাতা
ସୀମା ରେଖା,বর্ডার লাইন
Orr ଣଗ୍ରହୀତା |,Or ণগ্রহীতা
ଶକ୍ତି owing ଣ,Orrow ণ ক্ষমতা
ମାଲିକ,বস
ବୋତଲ,বাধা
ବ୍ରାକେଟ୍,বন্ধনী
ସୀମା,সীমানা
ବଏକଟ୍,বয়কট
ପ୍ରତିଭା ପଳାୟନ,মেধা পাচার
ଶାଖା କାର୍ଯ୍ୟାଳୟ,শাখা কার্যালয়
ଭଙ୍ଗ କର,লঙ্ঘন
ଚୁକ୍ତିନାମା ଉଲ୍ଲଂଘନ |,চুক্তি লঙ্ঘন
ଆତ୍ମବିଶ୍ୱାସର ଉଲ୍ଲଂଘନ |,আত্মবিশ্বাস লঙ্ঘন
ଚୁକ୍ତିନାମା ଉଲ୍ଲଂଘନ |,চুক্তি লঙ্ঘন
ଅନୁଶାସନ ଉଲ୍ଲଂଘନ କରନ୍ତୁ |,শৃঙ্খলা লঙ্ঘন
ଆଇନର ଉଲ୍ଲଂଘନ କର,আইন লঙ্ঘন
ଶାନ୍ତିର ଉଲ୍ଲଂଘନ |,শান্তি লঙ্ঘন
ସ privilege ଭାଗ୍ୟ ଉଲ୍ଲଂଘନ |,অধিকার লঙ্ঘন
ପ୍ରତିଜ୍ଞା ଉଲ୍ଲଂଘନ କର |,প্রতিশ্রুতি লঙ্ঘন
ନିୟମ ଉଲ୍ଲଂଘନ |,নিয়ম লঙ্ঘন
ବିଶ୍ୱାସର ଉଲ୍ଲଂଘନ |,বিশ্বাস ভঙ্গ
ଭାଙ୍ଗିବା,বিরতি
ଭାଙ୍ଗନ୍ତୁ,ভাঙ্গা
ସେବାରେ ଭାଙ୍ଗନ୍ତୁ |,পরিষেবা বিরতি
ବିଚ୍ଛିନ୍ନ,বিচ্ছিন্ন
ପ୍ରଜାତି,প্রজনন
ଲାଞ୍ଚ,ঘুষ
ସଂକ୍ଷିପ୍ତ,সংক্ষিপ্ত
ସଂକ୍ଷିପ୍ତ,সারসংক্ষেপ
ସଂକ୍ଷିପ୍ତ ରିଜ୍ୟୁମ୍ |,সংক্ষিপ্ত পুনঃসূচনা
ଉଜ୍ଜ୍ୱଳ ରେକର୍ଡ |,উজ্জ্বল রেকর্ড
ନୋଟିସକୁ ଆଣ |,নোটিশ আনুন
ପ୍ରସାରଣ,সম্প্রচার
ବ୍ରଡସିଟ୍ |,ব্রডশিট
ବ୍ରୋସର,ব্রোশিওর
ଦାଗ,দালালি
ଆଗକୁ ଆଣିଲା (b / f),এগিয়ে আনা (বি/এফ)
ବଜେଟ୍ ଆବଣ୍ଟନ,বাজেট বরাদ্দ
ବୁଗେଟାରୀ ନିୟନ୍ତ୍ରଣ |,বুগেটারি নিয়ন্ত্রণ
ବଜେଟ୍ ଆକଳନ |,বাজেটের অনুমান
ବଜେଟ୍ ଯୋଗାଣ,বাজেট বিধান
ନିର୍ମାଣ,বিল্ডিং
ବହୁଳ |,স্তূপ
ବହୁଳ କ୍ରୟ,বাল্ক ক্রয়
ବୁଲେଟିନ୍,বুলেটিন
ବମ୍ପର ଫସଲ,বাম্পার ফসল
ଖାଲି ପଦବୀ ଗୁଣ୍ଡ |,শূন্যপদ গুচ্ছ
ବଙ୍ଗଳା |,বাংগল
ଅମଲାତନ୍ତ୍ର,আমলাতন্ত্র
ଅମଲାତନ୍ତ୍ର,আমলা
ବ୍ୟବସାୟିକ ଶ୍ରେଣୀ,ব্যবসায়িক শ্রেণী
ବ୍ୟବସାୟ ଘଣ୍ଟା (= ଘଣ୍ଟା ବ୍ୟବସାୟ),ব্যবসায়ের সময় (= ব্যবসায়ের ঘন্টা)
ବ୍ୟବସାୟୀ,ব্যবসায়ী
କିଣନ୍ତୁ-ବ୍ୟାକ୍ |,কিনুন
କ୍ରେତା,ক্রেতা
ବାଇ ନିର୍ବାଚନ (= ନିର୍ବାଚନ ଦ୍ୱାରା),বাই নির্বাচন (= নির্বাচনের মাধ্যমে)
ହାତରେ,হাতের দ্বারা
ପୋଷ୍ଟ ଦ୍ୱାରା,পোস্ট দ্বারা
କ୍ୟାବିନ ବ୍ୟାଗେଜ୍ |,কেবিন লাগেজ
କ୍ୟାବିନେଟ୍,মন্ত্রিসভা
Cadre,ক্যাডার
ବିପଦ,বিপর্যয়
ଗଣନା,গণনা
କ୍ୟାଲେଣ୍ଡର ବର୍ଷ |,ক্যালেন্ডার বছর
ଅଭିଯାନ |,প্রচার
କ୍ୟାମ୍ପସ୍,ক্যাম্পাস
କ୍ୟାମ୍ପସ୍ ସାକ୍ଷାତକାର |,ক্যাম্পাসের সাক্ষাত্কার
ବାତିଲ୍ କରନ୍ତୁ |,বাতিল
ବାତିଲ୍,বাতিল
ପ୍ରାର୍ଥୀ,প্রার্থী
ପ୍ରାର୍ଥୀ,প্রার্থিতা
କାନଭାସିଂ |,ক্যানভাসিং
ସାମର୍ଥ୍ୟ |,ক্ষমতা
ସକ୍ଷମ,সক্ষম
କ୍ଷମତା,ক্ষমতা
ପୁଞ୍ଜି,মূলধন
ପୁଞ୍ଜି ଖର୍ଚ୍ଚ,মূলধন ব্যয়
ମୁଖ୍ୟ ଦଣ୍ଡ,মৃত্যুদণ্ড
କ୍ୟାପିଟାଇଜେସନ୍ ଫି |,ক্যাপিটেশন ফি
ଧରିବା,ক্যাপচার
ଯତ୍ନ,যত্ন
ବୃତ୍ତି,ক্যারিয়ার
ବୃତ୍ତି ବିକାଶ,পেশার উন্নয়ন
କାରିଗର ସରକାର,তত্ত্বাবধায়ক সরকার
ଆଗକୁ ନିଆଗଲା (C / F),এগিয়ে নিয়ে যাওয়া (সি/এফ)
ଆଗକୁ ବ carry ଦିଅ,জের টানা
ମୂଲ୍ୟ ବହନ,পরিবহণ খরচ
ହସ୍ତାନ୍ତର,বহন করুন
କାର୍ଟେଜ୍ |,কার্টেজ
କେସ୍,কেস
ଅକ୍ଷର ଅଧ୍ୟୟନ |,কেস স্টাডি
ନଗଦ,নগদ
ନଗଦ ସନ୍ତୁଳନ |,নগদ ভারসাম্য
ନଗଦ ପୁସ୍ତକ,নগদ বই
ନଗଦ କାର୍ଡ,টাকার কার্ড
ନଗଦ ପ୍ରମାଣପତ୍ର,নগদ শংসাপত্র
ନଗଦ କାଉଣ୍ଟର |,টাকা প্রদান কেন্দ্র
ନଗଦ ଫସଲ,অর্থকরী ফসল
ନଗଦ ରିହାତି,নগদ ছাড়
ନଗଦ ତଳକୁ,নগদ ডাউন
ହାତରେ ନଗଦ,হাতে নগদ
ନଗଦ ମେମୋ |,নগদ মেমো
ନଗଦ ଦେୟ,নগদে টাকা প্রদান
ଜାତି,জাত
ଜାତି ପ୍ରମାଣପତ୍ର,বর্ণের শংসাপত্র
କାଷ୍ଟିଂ ଭୋଟ୍ |,দুই মেয়ে
କାଜୁଆଲ୍ |,নৈমিত্তিক
କାଜୁଆଲ୍ ଶ୍ରମ,নৈমিত্তিক শ্রম
କାଜୁଆଲ୍ ଛୁଟି |,নৈমিত্তিক ছুটি
ଆହତ,দুর্ঘটনা
କାଜୁଆଲ୍ ଖାଲିତା |,নৈমিত্তিক কর্মখালি
କାଟାଲଗ୍ |,ক্যাটালগ
ସୀମା,শ্রেণিবদ্ধ
ବର୍ଗ,বিভাগ
କ୍ୟାଟରିଂ ସେବା |,খাদ্য পরিবেশন সেবা
ସାବଧାନ,সতর্ক করা
ସାବଧାନ ଚିନ୍ତା,সতর্কতা টাকা
ନିଆଁକୁ ବନ୍ଦ କର |,আগুন বন্ধ
"ଛାତ (""ମୂଲ୍ୟ"" ପରି)","সিলিং (""দাম"" হিসাবে)"
ଉତ୍ସବ,উদযাপন
ମୋବାଇଲ୍ ଫୋନ୍,মুঠোফোন
ସେନ୍ସର,সেন্সর
ନିନ୍ଦା,সেন্সর
ସେନ୍ସର ଗତି,সেন্সর গতি
ଜନଗଣନା,জনগণনা
କେନ୍ଦ୍ରୀୟ ସେସ୍,কেন্দ্রীয় সেস
ସେଣ୍ଟ୍ରାଲ୍ ସିଭିଲ୍ ସେବା ନିୟମ |,কেন্দ্রীয় সিভিল সার্ভিস বিধি
କେନ୍ଦ୍ରୀୟ ଏକ୍ସାଇଜ୍ |,কেন্দ্রীয় আবগারি
କେନ୍ଦ୍ରୀୟ ସରକାର,কেন্দ্রীয় সরকার
ତେଜ,কেন্দ্রীয়করণ
କେନ୍ଦ୍ରୀଭୂତ ସେବା,কেন্দ্রীভূত পরিষেবা
କେନ୍ଦ୍ରୀୟ ଅନୁଦାନ ପ୍ରାପ୍ତ ସ୍କିମ୍ |,কেন্দ্রীয়ভাবে অর্থায়িত স্কিম
କେନ୍ଦ୍ରୀୟ ଭାବରେ ପ୍ରାୟୋଜିତ ସ୍କିମ୍ |,কেন্দ্রীয়ভাবে স্পনসর করা স্কিম
କେନ୍ଦ୍ରୀୟ କାର୍ଯ୍ୟାଳୟ,কেন্দ্রীয় কার্যালয়
କେନ୍ଦ୍ରୀୟ ରାଜସ୍ୱ,কেন্দ্রীয় রাজস্ব
କେନ୍ଦ୍ରୀୟ ବିକ୍ରୟ କର |,কেন্দ্রীয় বিক্রয় কর
କେନ୍ଦ୍ର,কেন্দ্র
ଶତାବ୍ଦୀ,সেঞ্চুরি
ଶସ୍ୟ,সিরিয়াল
ସିଆଲଷ୍ଟ,সিরিয়ালিস্ট
ଆନୁଷ୍ଠାନିକ ପ୍ୟାରେଡ୍ |,আনুষ্ঠানিক কুচকাওয়াজ
ସମାରୋହ,অনুষ্ঠান
ପ୍ରମାଣପତ୍ର,সনদপত্র
ଫିଟନେସ୍ ପ୍ରମାଣପତ୍ର,ফিটনেসের শংসাপত্র
ପୋଷ୍ଟିଂ ପ୍ରମାଣପତ୍ର |,পোস্টিং শংসাপত্র
ସେବା ପ୍ରମାଣପତ୍ର,পরিষেবার শংসাপত্র
ପ୍ରମାଣପତ୍ର,শংসাপত্র
ପ୍ରମାଣିତ କିକର,প্রত্যয়িত কপি
ପ୍ରମାଣପତ୍ର,প্রত্যয়িত
Cess,সেস
ନିରାଶା,অবসান
ଶୃଙ୍ଖଳା,চেইন
ଚେୟାରମ୍ୟାନ୍ / ଚେୟାରପର୍ସନ୍ |,চেয়ারম্যান/চেয়ারপারসন
ଚେଲାନ,চালান
ଆହ୍ .ାନ |,চ্যালেঞ্জ
ଚାମ୍ବର,চেম্বার
ଚାମ୍ବର ଅଫ୍ କମର୍ସ |,ব্যবসা মালিক সমিতি
ପରିବର୍ତ୍ତନ,পরিবর্তন
ବିଶୃଙ୍ଖଳା,বিশৃঙ্খলা
ଅଧ୍ୟାୟ |,অধ্যায়
ବର୍ଣ୍ଣ ଆସାସିଲେସନ୍,চরিত্র হত্যাকাণ্ড
ବର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର,চরিত্র শংসাপত্র
ଚାର୍ଜ,চার্জ
ସମ୍ପତ୍ତି ଉପରେ ଚାର୍ଜ କରନ୍ତୁ |,সম্পত্তি উপর চার্জ
ଚାର୍ଜ ସିଟ୍,অভিযোগ পত্র
ନିର୍ବାସିତ |,দাতব্য
ଦାନ,দানশীলতা
ଚାର୍ଟ,চার্ট
ଚାର୍ଟର୍,সনদ
ଅଧ୍ୟାୟ ସଂଖ୍ୟା |,চ্যাসিস নম্বর
ପ୍ରତାରଣା,প্রতারণা
ଯାଞ୍ଚ କରନ୍ତୁ |,পরীক্ষা করুন
ତାଲିକା ଯାଞ୍ଚ କରନ୍ତୁ |,তালিকা পরীক্ষা করুন
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,পোস্ট পরীক্ষা করুন
ରସାୟନ ବିଜ୍ଞାନୀ,রসায়নবিদ
ଯାଞ୍ଚ କରନ୍ତୁ |,পরীক্ষা করুন
ଯାଞ୍ଚ କରନ୍ତୁ |,চেক করুন
ମୁଖିଆ,প্রধান
ପିଲାମାନେ ଶିକ୍ଷା ଭତ୍ତା |,শিশুদের শিক্ষা ভাতা
ଶିଶୁ ଶୋଷଣ,শিশু শোষণ
ଶିଶୁ ଶ୍ରମିକ,শিশু শ্রম
ଶିଶୁ କଲ୍ୟାଣ |,শিশু কল্যাণ
କ୍ରନିକ୍,দীর্ঘস্থায়ী
କ୍ରମାନୁକ୍ରମିକ କ୍ରମ (= କ୍ରୋନୋଲୋଜିକାଲ୍ କ୍ରମ),কালানুক্রমিক ক্রম (= কালানুক্রমিক ক্রম)
ବୃତ୍ତ,বৃত্ত
ସର୍କିଟ ଘର,সার্কিট হাউস
ବୃତ୍ତାକାର (= ବୃତ୍ତାକାର ଚିଠି),বিজ্ঞপ্তি (= বৃত্তাকার অক্ষর)
ପ୍ରଚାର,প্রচলন
ପରିସ୍ଥିତି,পরিস্থিতি
ପରିସ୍ଥିତି ପ୍ରମାଣ |,অবস্থাগত প্রমাণ
ଉଦ୍ଧୃତ,উদ্ধৃতি
ନାଗରିକତା,নাগরিকত্ব
ସହର କ୍ଷତିପୂରଣ ଭତ୍ତା |,শহর ক্ষতিপূরণ ভাতা
ନାଗରିକ ସୁବିଧା,নাগরিক সুযোগসুবিধা
