Malayalam,Kannada
ബ്രേക്ക്ഡൗൺ ഡയോഡ്,ಸ್ಥಗಿತ ಡಯೋಡ್
ഒടിവ് പരിഹരിക്കൽ,ಮುರಿತದ ಸ್ಥಿರೀಕರಣ
ബ്രേക്കിംഗ് വോൾട്ടേജ്,ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್
പാലം,ಸೇತುವೆ
പാലം റക്റ്റിഫയർ,ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್
വിശാലമായ ബാൻഡ്,ವಿಶಾಲ ಬ್ಯಾಂಡ್
ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്,ಪ್ರಸಾರ ಬ್ಯಾಂಡ್
ആസ്ട്രൽ അറേ,ಆಸ್ಟ್ರಲ್ ಅರೇ
പ്രക്ഷേപണം,ಪ್ರಸಾರ
ബ്രോഡ്കാസ്റ്റ് ആന്റിന,ಪ್ರಸಾರ ಆಂಟೆನಾ
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ಪ್ರಸಾರ ರಿಸೀವರ್
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ബൂസ്റ്റർ ആന്റിന,ಬೂಸ್ಟರ್ ಆಂಟೆನಾ
ബസ് ആന്റിന,ಬಸ್ ಆಂಟೆನಾ
ബ്രഷ് നിമജ്ജനം,ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್
ബബ്ലിംഗും ഗേറ്റും,ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್
ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്,ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್
ബബ്ലി മെമ്മറി,ಬಬ್ಲಿ ನೆನಪು
വോൾട്ടേജ് നഷ്ടപരിഹാരം,ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್
ബഫർ,ಬಫರ್
ബഫർ ആംപ്ലിഫയർ,ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್
ബഫർ സർക്യൂട്ട്,ಬಫರ್ ಸರ್ಕ್ಯೂಟ್
ബഫർ ഓപ്പറേറ്റർ,ಬಫರ್ ಆಪರೇಟರ್
ബഫർ രജിസ്റ്റർ,ಬಫರ್ ರಿಜಿಸ್ಟರ್
ബൾബ്,ಬಲ್ಬ್
ജനസംഖ്യാ പ്രഭാവം,ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ
മാക്രോ അർദ്ധചാലക ഉപകരണം,ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ
കുല,ಗುಂಪನ್ನು
മുങ്ങിയ കൈമാറ്റം,ಮುಳುಗಿದ ವಿನಿಮಯ
മുങ്ങിയ പാളി,ಮುಳುಗಿದ ಪದರ
മുങ്ങിയ കോൺടാക്റ്റ്,ಮುಳುಗಿದ ಸಂಪರ್ಕ
സ്ഫോടന ആംപ്ലിഫയർ,ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್
സ്ഫോടന കവർ,ಬ್ಲಾಸ್ಟ್ ಕವರ್
സ്ഫോടനം വെടിവയ്പ്പ്,ಸ್ಫೋಟದ ಗುಂಡಿನ
സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ,ಸ್ಫೋಟ ಬಾಗಿಲು ಆಂಪ್ಲಿಫೈಯರ್
ബർസ്റ്റ് മോഡ്,ಬರ್ಸ್ಟ್ ಮೋಡ್
സ്ഫോടനം സെപ്പറേറ്റർ,ಸ್ಫೋಟ ವಿಭಜಕ
സ്ഫോടന സിഗ്നൽ,ಸ್ಫೋಟ ಸಂಕೇತ
ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്,ಬರ್ಸ್ಟ್ ದೋಷ ಸರಿಪಡಿಸುವ ಕೋಡ್
മതി,ಸಾಕು
ബസ് ബാർ,ಬಸ್ ಬಾರ್
ബസ് സംഘടന,ಬಸ್ ಸಂಘಟನೆ
ബസ് സ്റ്റാൻഡേർഡ്,ಬಸ್ ಗುಣಮಟ್ಟ
വെറും നൈമിഷികം,ಕೇವಲ ಕ್ಷಣಿಕ
വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ,ಬೆಣ್ಣೆ ಮೌಲ್ಯದ ಫಿಲ್ಟರ್
bnc വയർ,bnc ತಂತಿ
BNC ജോയിന്റർ,BNC ಜಾಯಿಂಟರ್
വഴിയിൽ,ದಾರಿಯಲ್ಲಿ
ബൈപാസ് കപ്പാസിറ്റർ,ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
ബൈറ്റ്,ಬೈಟ್
വി ബാൻഡ്,ವಿ ಬ್ಯಾಂಡ್
സി ബാൻഡ് ആന്റിന,ಸಿ ಬ್ಯಾಂಡ್ ಆಂಟೆನಾ
വയർ,ತಂತಿ
വയർ റൂട്ടിംഗ്,ತಂತಿ ರೂಟಿಂಗ್
ടെലിഗ്രാഫ് ടെലിവിഷൻ,ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ
കാഷെ മെമ്മറി,ಸಂಗ್ರಹ ಮೆಮೊರಿ
സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,ಸಿಸಿಮ್ ಫ್ರೀಕ್ವೆನ್ಸಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
കാൽക്കുലേറ്റർ,ಕ್ಯಾಲ್ಕುಲೇಟರ್
കാലിബ്രേഷൻ,ಮಾಪನಾಂಕ ನಿರ್ಣಯ
കോൾ വിലാസം,ಕರೆ ವಿಳಾಸ
കോൾപിറ്റ് ഓസിലേറ്റർ,ಕಾಲ್ಪಿಟ್ ಆಂದೋಲಕ
ക്യാം കോർഡറുകൾ,ಕ್ಯಾಮ್ ಕಾರ್ಡರ್ಗಳು
ക്യാമറ,ಕ್ಯಾಮೆರಾ
ക്യാമറ ഹോസ്,ಕ್ಯಾಮೆರಾ ಮೆದುಗೊಳವೆ
കാൻഡല,ಕ್ಯಾಂಡೆಲಾ
മെഴുകുതിരി ശക്തി,ಮೇಣದಬತ್ತಿಯ ಶಕ್ತಿ
കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്,ಕ್ಯಾಂಟಿಲಿವರ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
പിടിക്കുന്നു,ಹಿಡಿದು
കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ,ಧಾರಣ ರಕ್ತದೊತ್ತಡ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ,ಹಿಡುವಳಿ ವಿತರಕ
ഉടമ്പടി നിലനിർത്തൽ,ಒಪ್ಪಂದ ಹಿಡುವಳಿ
കപ്പാസിറ്റൻസ് ഗേജ്,ಕೆಪಾಸಿಟನ್ಸ್ ಗೇಜ್
പിടിക്കുന്ന കളക്ടർ,ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವ ಸಂಗ್ರಾಹಕ
കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം,ಕೆಪಾಸಿಟನ್ಸ್ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕತೆ
"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ","ಕೆಪ್ಯಾಸಿಟಿವ್ ಎನರ್ಜಿ ಪರಿವರ್ತಕ, ಸಂಜ್ಞಾಪರಿವರ್ತಕ"
കപ്പാസിറ്റർ,ಕೆಪಾಸಿಟರ್
കപ്പാസിറ്റർ ബാങ്ക്,ಕೆಪಾಸಿಟರ್ ಬ್ಯಾಂಕ್
കപ്പാസിറ്റർ ഫിൽട്ടർ,ಕೆಪಾಸಿಟರ್ ಫಿಲ್ಟರ್
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,ಕೆಪಾಸಿಟರ್ ಇನ್ಪುಟ್ ಫಿಲ್ಟರ್
വിഞ്ച് മോട്ടോർ,ವಿಂಚ್ ಮೋಟಾರ್
പുള്ളി സെർവോ ബോഡി,ಪುಲ್ಲಿ ಸರ್ವೋ ದೇಹ
ചാർക്കി,ಚಾರ್ಖಿ
പിടിക്കുക,ಸೆರೆಹಿಡಿಯಿರಿ
ക്യാപ്‌ചർ വിഭാഗം,ಕ್ಯಾಪ್ಚರ್ ಷರತ್ತು
ക്യാപ്‌ചർ പ്രഭാവം,ಪರಿಣಾಮವನ್ನು ಸೆರೆಹಿಡಿಯಿರಿ
കാരിയർ ശബ്ദ അനുപാതം,ವಾಹಕ ಶಬ್ದ ಅನುಪಾತ
കാർ റേഡിയോ,ಕಾರ್ ರೇಡಿಯೋ
കാർബൺ റെസിസ്റ്റർ,ಇಂಗಾಲದ ಪ್ರತಿರೋಧಕ
കാർഡ് റീഡർ,ಕಾರ್ಡ್ ರೀಡರ್
കാർഡിയോയിഡ് ഡയഗ്രം,ಕಾರ್ಡಿಯಾಯ್ಡ್ ರೇಖಾಚಿತ್ರ
വണ്ടി,ಗಾಡಿ
വണ്ടി മടക്കം,ಕ್ಯಾರೇಜ್ ರಿಟರ್ನ್
വാഹകൻ,ವಾಹಕ
കാരിയർ ആശയവിനിമയം,ವಾಹಕ ಸಂವಹನ
കാരിയർ ഏകാഗ്രത,ವಾಹಕ ಏಕಾಗ್ರತೆ
കാരിയർ ആവൃത്തി,ವಾಹಕ ಆವರ್ತನ
കാരിയർ പുനരുൽപാദനം,ವಾಹಕ ಸಂತಾನೋತ್ಪತ್ತಿ
കാരിയർ ലെവൽ,ವಾಹಕ ಮಟ್ಟ
കാരിയർ ജീവിതം,ವಾಹಕ ಜೀವನ
കാരിയർ മൊബിലിറ്റി,ವಾಹಕ ಚಲನಶೀಲತೆ
കാരിയർ ഗുണനം,ವಾಹಕ ಗುಣಾಕಾರ
കാരിയർ ശബ്ദ നില,ವಾಹಕ ಶಬ್ದ ಮಟ್ಟ
കാരിയർ ശ്രേണി,ವಾಹಕ ಶ್ರೇಣಿ
കാരിയർ വീണ്ടെടുക്കൽ സർക്യൂട്ട്,ವಾಹಕ ಚೇತರಿಕೆ ಸರ್ಕ್ಯೂಟ್
കാരിയർ വീണ്ടും ചേർക്കൽ,ವಾಹಕ ಮರುಸೇರ್ಪಡೆ
ചാലക വിസരണം,ವಾಹಕ ಸ್ಕ್ಯಾಟರಿಂಗ್
കാരിയർ അടിച്ചമർത്തൽ,ವಾಹಕ ನಿಗ್ರಹ
കാരിയർ കൂട്ടിൽ,ವಾಹಕ ಪಂಜರ
കാരിയർ വേഗത,ವಾಹಕ ವೇಗ
കൈ കട്ട്,ಕೈ ಬಿಟ್
പതാക നടത്തി,ಧ್ವಜ ಹಿಡಿದಿದ್ದರು
"കൈവശരേഖ, കൈവശാവകാശ രജിസ്റ്റർ","ಸ್ವಾಧೀನದ ನೋಂದಣಿ, ಸ್ವಾಧೀನದ ನೋಂದಣಿ"
പോർട്ടബിൾ ജനറേറ്റർ,ಪೋರ್ಟಬಲ್ ಜನರೇಟರ್
കാർസൺ നിയമം,ಕಾರ್ಸನ್ ಕಾನೂನು
കാട്രിഡ്ജ് ഫ്യൂസ്,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಫ್ಯೂಸ್
കാട്രിഡ്ജ് ടേപ്പ്,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಟೇಪ್
കാരി ഫോസ്റ്റർ പാലം,ಕ್ಯಾರಿ ಫಾಸ್ಟರ್ ಸೇತುವೆ
സ്റ്റെപ്പ് ആംപ്ലിഫയർ,ಹಂತದ ಆಂಪ್ಲಿಫಯರ್
ഗ്രേഡേഷൻ,ಪದವಿ
കാസ്കേഡ് ആംപ്ലിഫയർ,ಕ್ಯಾಸ್ಕೇಡ್ ಆಂಪ್ಲಿಫಯರ್
"കാസ്‌കോഡ് ആംപ്ലിഫയർ, സ്റ്റെപ്പ് ആംപ്ലിഫയർ","ಕ್ಯಾಸ್ಕೋಡ್ ಆಂಪ್ಲಿಫೈಯರ್, ಸ್ಟೆಪ್ ಆಂಪ್ಲಿಫೈಯರ್"
കാസറ്റ്,ಕ್ಯಾಸೆಟ್
പ്രേരണ,ಪ್ರೇರಣೆ
ക്യാപ്റ്റീവ് കോട്ടർ,ಬಂಧಿತ ಕೋಟರ್
കാഥോഡ്,ಕ್ಯಾಥೋಡ್
കാഥോഡ് ട്രെയിലിംഗ്,ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್
കാഥോഡ് ട്രെയിലിംഗ് ആംപ്ലിഫയർ,ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್ ಆಂಪ್ಲಿಫಯರ್
കാഥോഡ് ലുമിനൻസ്,ಕ್ಯಾಥೋಡ್ ಪ್ರಕಾಶಮಾನತೆ
കാഥോഡ് മെറ്റീരിയൽ,ಕ್ಯಾಥೋಡ್ ವಸ್ತು
കാഥോഡ് റേ ഓസിലോസ്കോപ്പ്,ಕ್ಯಾಥೋಡ್ ಕಿರಣ ಆಸಿಲ್ಲೋಸ್ಕೋಪ್
കാഥോഡ് റേ ട്യൂബ്,ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್
കാഥോഡ് കണിക നിക്ഷേപം,ಕ್ಯಾಥೋಡ್ ಕಣಗಳ ಶೇಖರಣೆ
കാഥോഡ് ലുമിനൻസ്,ಕ್ಯಾಥೋಡ್ ಪ್ರಕಾಶಮಾನತೆ
കയർ ഫിൽട്ടർ,ತೆಂಗಿನಕಾಯಿ ಫಿಲ್ಟರ್
കവർ ഫിൽട്ടർ,ಕವರ್ ಫಿಲ್ಟರ್
കോടോർ,ಕೋಟರ್
ആന്ട്രൽ റേഡിയേഷൻ,ಆಂಟ್ರಲ್ ವಿಕಿರಣ
cotter resonator,ಕೋಟರ್ ರೆಸೋನೇಟರ್
ഫാറ്റ് ചാർജ് കപ്പിൾഡ് ഉപകരണം (CCD),ಫ್ಯಾಟ್ ಚಾರ್ಜ್ ಕಪಲ್ಡ್ ಡಿವೈಸ್ (CCD)
സിഡി റോം,ಸಿಡಿ ರಾಮ್
സിഡി റോം ഡ്രൈവ്,ಸಿಡಿ ರೋಮ್ ಡ್ರೈವ್
സെൽ (ബാറ്ററി),ಕೋಶ (ಬ್ಯಾಟರಿ)
കേന്ദ്ര വിഭവ ഘടകം,ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಅಂಶ
കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്,ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಘಟಕ
സെൻട്രൽ പ്രൊസസർ,ಕೇಂದ್ರ ಪ್ರೊಸೆಸರ್
ശരാശരി സ്കെയിൽ,ಅರ್ಥ
മിഡ് ഫ്രീക്വൻസി,ಮಧ್ಯಮ ಆವರ್ತನ
മധ്യ എക്സ്ഹോസ്റ്റ് ട്രാൻസ്ഫോർമർ,ಮಧ್ಯಮ ನಿಷ್ಕಾಸ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
"സെറാമിക്, കളിമണ്ണ്","ಸೆರಾಮಿಕ್, ಮಣ್ಣಿನ"
സെറാമിക് ഫില്ലർ,ಸೆರಾಮಿಕ್ ಫಿಲ್ಲರ್
സെറാമിക് ഫിൽറ്റർ,ಸೆರಾಮಿಕ್ ಫಿಲ್ಟರ್
സെറാമിക് മെറ്റീരിയൽ,ಸೆರಾಮಿಕ್ ವಸ್ತು
സെറാമിക് റെസൊണേറ്റർ,ಸೆರಾಮಿಕ್ ಅನುರಣಕ
സെറാമിക് ശബ്ദ റിസീവർ,ಸೆರಾಮಿಕ್ ಧ್ವನಿ ರಿಸೀವರ್
cerenkov കാൽക്കുലേറ്റർ,ಸೆರೆಂಕೋವ್ ಕ್ಯಾಲ್ಕುಲೇಟರ್
സർമാറ്റ്,ಸರ್ಮತ್
ചാൽകോജെനൈഡ്,ಚಾಲ್ಕೊಜೆನೈಡ್
കാൽകോപൈറൈറ്റ്,ಕ್ಯಾಲ್ಕೋಪೈರೈಟ್
"ചാനൽ, ചാനൽ","ಚಾನಲ್, ಚಾನಲ್"
ചാനൽ ബാൻഡ് വിപുലീകരണം,ಚಾನಲ್ ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
ചാനൽ കോഡർ,ಚಾನಲ್ ಕೋಡರ್
ചാനൽ ആവൃത്തി,ಚಾನಲ್ ಆವರ್ತನ
ചാനൽ സ്വഭാവം,ಚಾನಲ್ ಪಾತ್ರ
ചാനൽ വേർതിരിക്കൽ,ಚಾನಲ್ ಪ್ರತ್ಯೇಕತೆ
ചാനൽ സിദ്ധാന്തം,ಚಾನಲ್ ಸಿದ್ಧಾಂತ
പ്രതീക ജനറേറ്റർ,ಅಕ್ಷರ ಜನರೇಟರ್
സ്വഭാവം തിരിച്ചറിയൽ,ಪಾತ್ರ ಗುರುತಿಸುವಿಕೆ
സ്വഭാവ പ്രതിരോധം,ವಿಶಿಷ್ಟ ಪ್ರತಿರೋಧ
ചാർജ് കാരിയർ,ಚಾರ್ಜ್ ಕ್ಯಾರಿಯರ್
ചാർജ് നിയന്ത്രണ പാരാമീറ്റർ,ಚಾರ್ಜ್ ನಿಯಂತ್ರಣ ನಿಯತಾಂಕ
ചാർജ്ജ് കപ്പിൾഡ് ഉപകരണം,ಚಾರ್ಜ್ ಕಪಲ್ಡ್ ಸಾಧನ
ചാർജ് കപ്പിൾഡ് റാൻഡം ആക്സസ് മെമ്മറി,ಚಾರ್ಜ್ ಕಪಲ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಮೆಮೊರಿ
ചാർജ് സാന്ദ്രത,ಚಾರ್ಜ್ ಸಾಂದ್ರತೆ
ചാർജ് ഇൻജക്ഷൻ ഉപകരണം,ಚಾರ್ಜ್ ಇಂಜೆಕ್ಷನ್ ಸಾಧನ
ചാർജ് നഷ്ടം,ಶುಲ್ಕ ನಷ್ಟ
ചാർജ് പമ്പിംഗ്,ಚಾರ್ಜ್ ಪಂಪ್
ചാർജ് സെൻസിംഗ് ആംപ്ലിഫയർ,ಚಾರ್ಜ್ ಸೆನ್ಸಿಂಗ್ ಆಂಪ್ಲಿಫಯರ್
ചാർജ് സംഭരണം,ಶುಲ್ಕ ಸಂಗ್ರಹಣೆ
ചാർജ്ജ് കണങ്ങൾ,ಚಾರ್ಜ್ಡ್ ಕಣಗಳು
വികാരാധീനമായ,ಭಾವೋದ್ರಿಕ್ತ
ഫ്രെയിം,ಚೌಕಟ್ಟು
robyshev ഫിൽട്ടർ,ರಾಬಿಶೇವ್ ಫಿಲ್ಟರ್
മൊത്തം പരിശോധിക്കുക,ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ
ആവൃത്തി പരിശോധിക്കുക,ಆವರ್ತನವನ್ನು ಪರಿಶೀಲಿಸಿ
കെമിക്കൽ ബോണ്ട്,ರಾಸಾಯನಿಕ ಬಂಧ
രാസ നീരാവി നിക്ഷേപം,ರಾಸಾಯನಿಕ ಆವಿ ಶೇಖರಣೆ
ചൈൽഡ് ലോക്ക് സൗകര്യം,ಮಕ್ಕಳ ಲಾಕ್ ಸೌಲಭ್ಯ
ബാലനിയമം,ಮಕ್ಕಳ ಕಾನೂನು
ചിപ്പ്,ಚಿಪ್
ചിപ്പ് സജീവമാക്കൽ,ಚಿಪ್ ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
വീര്പ്പുമുട്ടുക,ಉಸಿರುಗಟ್ಟಿಸು
ഇടയ്ക്കിടെ,ಮಧ್ಯಂತರ
ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ,ಮರುಕಳಿಸುವ ಆಂಪ್ಲಿಫಯರ್
ഇടയ്ക്കിടെയുള്ള ആംപ്ലിഫയർ,ಮರುಕಳಿಸುವ ಆಂಪ್ಲಿಫಯರ್
ഇടവിട്ടുള്ള മോഡ്,ಮಧ್ಯಂತರ ಮೋಡ್
ക്രോമ ആംപ്ലിഫയർ,ಕ್ರೋಮಾ ಆಂಪ್ಲಿಫಯರ್
സ്വഭാവ രേഖാചിത്രം,ಗುಣಲಕ್ಷಣ ರೇಖಾಚಿತ್ರ
പിഗ്മെന്റേഷൻ,ಪಿಗ್ಮೆಂಟೇಶನ್
സർക്കിൾ ഡയഗ്രം,ವೃತ್ತದ ರೇಖಾಚಿತ್ರ
സർക്യൂട്ട്,ಸರ್ಕ್ಯೂಟ್
സർക്യൂട്ട് വിശകലനം,ಸರ್ಕ್ಯೂಟ್ ವಿಶ್ಲೇಷಣೆ
സർക്യൂട്ട് ബ്രേക്കർ,ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್
സർക്യൂട്ട് ഡയഗ്രം,ಸರ್ಕ್ಯೂಟ್ ರೇಖಾಚಿತ್ರ
സർക്യൂട്ട് നൊട്ടേഷൻ,ಸರ್ಕ್ಯೂಟ್ ಸಂಕೇತ
സർക്യൂട്ട് സ്വിച്ചിംഗ്,ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್
വൃത്താകൃതിയിലുള്ള തരംഗ പാത,ವೃತ್ತಾಕಾರದ ತರಂಗ ಮಾರ್ಗ
രക്തചംക്രമണം മെമ്മറി,ಪರಿಚಲನೆ ಸ್ಮರಣೆ
ബോണ്ടിംഗ് സർക്യൂട്ട്,ಬಂಧದ ಸರ್ಕ್ಯೂಟ್
ക്ലാപ്പ് ഓസിലേറ്റർ,ಚಪ್ಪಾಳೆ ಆಂದೋಲಕ
ക്ലാസ് എ ആംപ്ലിഫയർ,ವರ್ಗ ಎ ಆಂಪ್ಲಿಫಯರ್
ക്ലാസ് എ] ബി] സി] ഡി പ്രവർത്തനങ്ങൾ,ವರ್ಗ A] B] C] D ಕಾರ್ಯಾಚರಣೆಗಳು
ക്ലാസ് ബി ആംപ്ലിഫയർ,ವರ್ಗ ಬಿ ಆಂಪ್ಲಿಫಯರ್
ക്ലാസ് സി ആംപ്ലിഫയർ,ವರ್ಗ ಸಿ ಆಂಪ್ಲಿಫಯರ್
ക്ലാസ് ഡി ആംപ്ലിഫയർ,ವರ್ಗ ಡಿ ಆಂಪ್ಲಿಫಯರ್
എസ് ക്ലാസ് ബോഡി,ಎಸ್ ವರ್ಗದ ದೇಹ
"പുറത്താക്കൽ, ശുദ്ധി","ಹೊರಹಾಕುವಿಕೆ, ಶುದ್ಧ"
കത്രിക,ಕತ್ತರಿಸುವುದು
ഷീറിംഗ് സർക്യൂട്ട്,ಕತ್ತರಿಸುವ ಸರ್ಕ್ಯೂಟ್
കാലാഡ്,ಕ್ಯಾಲಡ್
ക്ലോക്ക് ആവൃത്തി,ಗಡಿಯಾರದ ಆವರ್ತನ
ക്ലോക്ക് പൾസ് ജനറേറ്റർ,ಗಡಿಯಾರ ನಾಡಿ ಜನರೇಟರ್
കടൽ ആർഎസ് ഫ്ലിപ്പ് ഫ്ലോപ്പ്,ಕಡಲ್ ಆರ್ಎಸ್ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
അടച്ച സർക്യൂട്ട് ടെലിവിഷൻ,ಕ್ಲೋಸ್ಡ್ ಸರ್ಕ್ಯೂಟ್ ಟೆಲಿವಿಷನ್
അടച്ച ലൂപ്പ് പ്രവർത്തനം,ಮುಚ್ಚಿದ ಲೂಪ್ ಕಾರ್ಯಾಚರಣೆ
അടച്ച ലൂപ്പ് നേട്ടം,ಮುಚ್ಚಿದ ಲೂಪ್ ಲಾಭ
കോംപ്ലിമെന്ററി മെറ്റാലിക് സെമികണ്ടക്ടർ,ಕಾಂಪ್ಲಿಮೆಂಟರಿ ಮೆಟಾಲಿಕ್ ಸೆಮಿಕಂಡಕ್ಟರ್
