Hindi,Gujarati
स्तंभ समानीत सोपानक आव्यूह,સ્તંભાકાર અધિક્રમિક મેટ્રિક્સ
स्तंभ सदिश,કૉલમ વેક્ટર
स्तंभानुसार,કૉલમ મુજબ
संयुक्त समीकरण,સંયુક્ત સમીકરણ
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण","સામાન્ય કોણ, સામાન્ય કોણ"
सर्वनिष्ठ अक्ष,સામાન્ય અક્ષ
"सर्वनिष्ठ आधार, उभयनिष्ठ बेस","સામાન્ય આધાર, સામાન્ય આધાર"
सार्व हर,સાર્વત્રિક
सार्व अंतर,સામાન્ય તફાવત
" सार्वगुणन-खंड, समापवर्तक , सार्व उपादान","સામાન્ય પરિબળ, સામાન્ય પરિબળ, સામાન્ય પરિબળ"
"साधारण लघुगणक, साधारण लॉगेरिथ्म","સરળ લઘુગણક, સરળ લઘુગણક"
"सार्व गुणज, समापवर्त्य","સામાન્ય બહુવિધ, સામાન્ય"
सार्व अनुपात,સામાન્ય ગુણોત્તર
सर्वनिष्ठ परिच्छेद,આંતરછેદ કલમ
सर्वनिष्ठ भुजा,સામાન્ય હાથ
"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा","સામાન્ય સ્પર્શક, સામાન્ય સ્પર્શક"
सर्वनिष्ठ पद,સામાન્ય સ્થિતિ
क्रमविनिमेय नियम,પરિવર્તનીય નિયમ
क्रमविनिमेय गुणधर्म,વિનિમયાત્મક મિલકત
क्रमविनिमेय-नियम,પરિવર્તનીય નિયમ
योग का क्रमविनिमेय नियम,રકમનો વિનિમયાત્મક કાયદો
गुणन का क्रमविनिमेय नियम,ગુણાકારનો વિનિમયાત્મક નિયમ
क्रमविनिमेय संक्रिया,વિનિમયાત્મક કામગીરી
क्रमविनिमेयक समूह,પરિવર્તનીય જૂથ
आव्यूहों का क्रमविनिमेय,મેટ્રિસિસનું વિનિમયાત્મક
संहत समुच्चय,કોમ્પેક્ટ સેટ
"तुलनात्मकता, तुलनीयता","તુલનાત્મકતા, તુલનાત્મકતા"
माध्यों की तुलना,માધ્યમની સરખામણી
प्रतिशतता-तुलना,ટકાવારીની સરખામણી
तुलना परीक्षण,સરખામણી કસોટી
सुसंगत समीकरण,સુસંગત સમીકરણ
स्पर्धी खेल,સ્પર્ધાત્મક રમત
स्पर्धी स्थिति,સ્પર્ધાત્મક સ્થિતિ
स्पर्धी युक्ति,સ્પર્ધાત્મક વ્યૂહરચના
" अनुभाषक , संकलक","દુભાષિયા, કમ્પાઇલર"
पूरक,પૂરક
पूरक कोण,પૂરક કોણ
पूरक घटना,પૂરક ઘટના
पूरक कारक,પૂરક પરિબળ
पूरक फलन,પૂરક કાર્ય
पूरक अर्ध समष्टि,પૂરક અડધી વસ્તી
पूरक अंतराल,પૂરક અંતરાલ
पूरक समुच्चय,પૂરક સમૂહ
"पूरकीकरण, पूरक-निर्धारण","પૂરક, પૂરક"
पूरक समुच्चय,પૂરક સમૂહ
पूर्ण गणना,સંપૂર્ણ સ્કોર
पूर्ण सहसंबंध मैट्रिक्स,સંપૂર્ણ સહસંબંધ મેટ્રિક્સ
पूर्ण दरीक समष्टि,સંપૂર્ણ શ્રેણી વસ્તી
पूर्ण प्रसामान्यलांबिक समुच्चय,સંપૂર્ણ સામાન્ય ઓર્થોગોનલ સેટ
पूर्ण चतुष्कोण,સંપૂર્ણ ચતુષ્કોણ
पूर्ण भागफल,સંપૂર્ણ ગુણાંક
पूर्ण समुच्चय,સંપૂર્ણ સેટ
पूर्ण हल,સંપૂર્ણ ઉકેલ
पूर्णतया यादृच्छिकीकृत अभिकल्पना,સંપૂર્ણપણે રેન્ડમાઇઝ્ડ ડિઝાઇન
सम्मिश्र स्वतंत्र चर,જટિલ સ્વતંત્ર ચલ
सम्मिश्र संयुग्मी,જટિલ જોડાણ
सम्मिश्र अवकलन,જટિલ વિભેદક
सम्मिश्र फलन,જટિલ કાર્ય
सम्मिश्र समाकलन,જટિલ એકીકરણ
सम्मिश्र आव्यूह,જટિલ મેટ્રિક્સ
सम्मिश्र संख्या,જટિલ સંખ્યા
सम्मिश्र संख्या क्षेत्र,જટિલ સંખ્યા ક્ષેત્ર
सम्मिश्र लांबिक आव्यूह,જટિલ વર્ટિકલ મેટ્રિક્સ
सम्मिश्र समतल,સંયુક્ત વિમાન
सम्मिश्र राशि,જટિલ રકમ
सम्मिश्र व्युत्क्रम,જટિલ વ્યસ્ત
सम्मिश्र परिणामी,સંયુક્ત પરિણામ
सम्मिश्र समष्टि,જટિલ વસ્તી
सम्मिश्रमानी फलन,સંયુક્ત કાર્ય
