English,Marathi
Current controlled current source  (CCCS),वर्तमान नियंत्रित वर्तमान स्रोत (CCCS)
Current controlled voltage source  (CCVS),वर्तमान नियंत्रित व्होल्टेज स्रोत (CCVS)
Current feedback,प्रवाह रिचार्ज
Current hogging,वर्तमान लाभ
Current limit,वर्तमान मर्यादा
Current limiting resistor,सीमांत वर्तमान प्रतिरोधक
Current mirror,प्रवाह प्रतिबिंब
Current mode logic,प्रवाह मोड तर्कशास्त्र
Current sink,प्रवाह प्रवेश
Current source,प्रवाह स्रोत
Current to voltage converter,वर्तमान-व्होल्टेज कनवर्टर
Current transfer ratio,वर्तमान हस्तांतरण प्रमाण
Current transformer,वर्तमान ट्रान्सफॉर्मर
Currentrating,स्थिर प्रवाह
Cursor,"पॉइंटर, कर्सर"
Cut in voltage,कमी ड्रायव्हर व्होल्टेज
Cut off bias,"पूर्वाग्रह समाप्त करा, पूर्वाग्रह समाप्त करा"
Cut off frequency,शेवटची वारंवारता
Cut-off region,शेवटचा झोन
Curve traces,वक्र ट्रेस
Cycle,सायकल
Cycle stealing,चक्र चौर्य
Cylindrical lens,दंडगोलाकार लेन्स
Crystal display,क्रिस्टल डिस्प्ले
D to A converter,डिजिटल ते अॅनालॉग कनवर्टर
D.C. restorer circuit,डीसी रिस्टोर सर्किट
D/A converter,डिजिटल/एनालॉग कनवर्टर
DAC (digital analog converter),"डिजिटल अॅनालॉग कनवर्टर, DAC"
Damaged input,वाईट गुंतवणूक
Damped oscillation,ओलसर दोलन
Damped period,उदासीन वेळ
Damping,ओलसर
Damping eddy current,ओलसर भोवरा प्रवाह
Damping factor,ओलसर गुणांक
Dark current,गडद प्रवाह
Darlington amplifier,डार्लिंग्टन अॅम्प्लीफायर
Darlington circuit,डार्लिंग्टन सर्किट
Darlington pair,डार्लिंग्टन जोडी
Das,dos
Data,"डेटा, विश्वास"
Data acquisition system,कमावणाऱ्या शरीरावर विश्वास ठेवा
Data base,डेटा स्टोरेज
Data code,डेटा कोड
Data logger,डेटा लेखक
Data multiplexer,डेटा मल्टीप्लेक्सर
Data port,"डेटा पोर्ट, डेटा पोर्ट"
Data selector,डेटा पिकर
Data sheet,माहिती पत्रक
DB/octane,dB/ऑक्टो
Dc amplifier,डीसी अॅम्प्लीफायर
DC motor,डीसी मोटर
Dc offset,dc ऑफसेट
Dc power supply,डीसी. वीज पुरवठा
Dc restoration,डी.सी. पुनर्वसन
Dc restorer,डी.सी. पुनर्संचयित करणारा
Dc to ac converter,डीसी ते एसी कन्व्हर्टर
Dc volume control,डीसी. मोठा आवाज नियंत्रण
D-connector,Mh-कनेक्टर
DCTL (direct coupled transistor logic gate),डायरेक्ट कपल्ड ट्रान्झिस्टर लॉजिक गेट/DC T.L.
De compensated op-amp,डीसी. खराब झालेले ऑपरेशनल अॅम्प्लीफायर
De emphasis,मजबुतीकरण नसणे
De Morgan's law,डीमॉर्गनचा कायदा
De sauty bride,de sauti पूल
Dead time,इतर वेळ
Dead zone,विश्रांती क्षेत्र
Debugging,दोष क्लिअरन्स
Decade counter,दशक कॅल्क्युलेटर
Decibel,डेसिबल
Decimal counter,दशांश कॅल्क्युलेटर
Decimal to binary conversion,दशांश-बायनरी रूपांतरण
Decoding address,पत्ता डीकोडिंग
Decoder,डिकोडर
Decoupling,alleles
Dedicated application,समर्पित अर्ज
Dedicated controller,समर्पित नियंत्रक
De-emphasis circuit,डी.सी. पूर्व-मजबुतीकरण सर्किट
Deflect density,दोष घनता
Deflection coil,विक्षेपण कॉइल
Deflection plate,विक्षेपण प्लेट
Deflection unit,विक्षेपण युनिट
Defluxing,अपयश
Degaussing,(चुंबकीय) फैलाव
Degaussing coil,डी गॉसन कुंडली
Degaussing,de gosson
Delay circuit,विलंब सर्किट
Delay line,विलंब ओळ
Delay time,विलंब वेळ
Delayed (AGC) automatic gain controller,विलंबित स्वयंचलित लाभ नियंत्रक
Delayed AGC,विलंबित स्वयंचलित लाभ नियंत्रक
Delayed AVC,विलंबित स्वयंचलित लाउडनेस कंट्रोलर / विलंबित AVC
Delon mechanical rectifier,डेलॉन मेकॅनिकल रेक्टिफायर
Delta connection,डेल्टा कनेक्शन
Delta gun,डेल्टा तोफा
Delta gun tube,डेल्टा तोफा रबरी नळी
Delta modulation,डेल्टा मॉड्युलेशन
Delta-sigma ADC,डेल्टा-सिग्मा एनालॉग-अंकी कनवर्टर
Demagnetisation,विचुंबकीकरण
Demagnetization curve,विचुंबकीकरण वक्र
Demagnetizing factor,डिमॅग्नेटायझेशन गुणक
Demodulation,demodulation
Demodulator,डिमॉड्युलेटर
De-Morgan theorem,डी मार्गनचे प्रमेय
Demultiplexer,मल्टिप्लेक्सर
Denormalized number,सामान्यीकृत स्कोअर
