Punjabi,Marathi
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਫੈਲਾਓਡਰ,स्वयंचलित व्हॉल्यूम विस्तारक
ਆਟੋਮੈਟੇਸ਼ਨ,ऑटोमेशन
ਆਟੋਮੈਟੇਸ਼ਨ ਕੰਟਰੋਲ,ऑटोमेशन नियंत्रण
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਕੰਟਰੋਲਰ,ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर
ਸਹਾਇਕ,सहाय्यक
ਸਹਾਇਕ ਆਡੀਓ ਬੱਸ,सहाय्यक ऑडिओ बस
ਉਪਲਬਧ ਪਾਵਰ,उपलब्ध शक्ती
ਬਰਫਬਾਰੀ ਟੁੱਟਣਾ,हिमस्खलन ब्रेकडाउन
Life ਸਤਨ ਜ਼ਿੰਦਗੀ,सरासरी जीवन
Speptuse ਸਤਨ ਦਬਾਅ,सरासरी दबाव
Average ਸਤ ਗਤੀ,सरासरी वेग
ਸਪਿਨ ਦਾ ਧੁਰਾ,फिरकीची अक्ष
ਅਜ਼ੀਮੂਥ,अजीमुथ
ਅਜ਼ੀਮੂਥ ਐਂਗਲ,अजीमुथ कोन
ਅਜੀਮੂਥ ਗਲਤੀ,अजीमुथ त्रुटी
ਪਿਛਲੀ ਰੋਸ਼ਨੀ,मागे प्रकाश
ਬੈਕ ਪ੍ਰੋਜੈਕਸ਼ਨ,बॅक प्रोजेक्शन
ਵਾਪਸ ਵੋਲਟੇਜ (= ਰਿਵਰਸ ਵੋਲਟੇਜ),बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज)
ਬੈਕਫਾਇਰ (ਆਰਕ ਬੈਕ),बॅकफायर (आर्क बॅक)
ਪਿਛੋਕੜ ਦੀ ਰੋਸ਼ਨੀ,पार्श्वभूमी प्रकाश
ਪਿਛੋਕੜ ਦੇ ਸ਼ੋਰ,पार्श्वभूमी आवाज
ਪਿਛੋਕੜ ਦਾ ਅਨੁਮਾਨ,पार्श्वभूमी प्रोजेक्शन
ਬੈਕਅਪ,बॅकअप
ਬੇਫਲ,बफल
ਪਕਾਉਣਾ,बेकिंग
ਸੰਤੁਲਿਤ ਆਡੀਓ,संतुलित ऑडिओ
ਸੰਤੁਲਿਤ ਆਡੀਓ ਲਾਈਨ,संतुलित ऑडिओ लाइन
ਸੰਤੁਲਿਤ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,संतुलित ट्रान्समिशन लाइन
ਸੰਤੁਲਨ,संतुलन
ਗੈਲਸਟ,गिट्टी
ਗਲੇਸਟ ਫੈਕਟਰ,गिट्टी फॅक्टर
ਬਾਲੂਨ,बालुन
ਜਥਾ,बँड
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,बँड पास फिल्टर
ਬੈਂਡ ਚੋਣਕਾਰ,बँड निवडकर्ता
ਬੈਂਡ ਸਪਲਿਟਿੰਗ,बँड स्प्लिटिंग
ਬੈਂਡ ਸਟੌਪ ਫਿਲਟਰ,बँड स्टॉप फिल्टर
ਬੈਂਡ ਸਵਿਚ,बँड स्विच
ਬੈਂਡ ਟਿ ing ਨਿੰਗ,बँड ट्यूनिंग
ਬੈਂਡਵਿਡਥ,बँडविड्थ
ਬਾਰ,बार
ਬਾਰ ਕੋਡ,बार कोड
ਬਾਰ ਡਾਟਾ,बार डेटा
ਬੇਅਰ ਬੈਂਡ,बेअर बँड
ਬੇਅਰ ਲੈਂਪ,बेअर दिवा
ਬਾਰਨ ਡੋਰ,धान्याचे कोठार
ਅਧਾਰ ਬੈਂਡ,बेस बँड
ਬੇਸ ਬੈਂਡ ਸਿਗਨਲ,बेस बँड सिग्नल
ਬੇਸ ਬੈਂਡ ਸਿਸਟਮ,बेस बँड सिस्टम
ਅਧਾਰ ਬਰਾ browser ਜ਼ਰ,बेस ब्राउझर
ਬੇਸ ਕੁਲੈਕਟਰ ਜੰਕਸ਼ਨ,बेस कलेक्टर जंक्शन
ਅਧਾਰ ਇਨਸੂਲੇਟਰ,बेस इन्सुलेटर
ਬਾਸ,बास
ਬਾਸ ਮੁਆਵਜ਼ਾ,बास भरपाई
ਬਾਸ ਲਾਡਸਪੀਕਰ (ਵੂਫਾਨ),बास लाऊडस्पीकर (वूफर)
ਬੈਚ ਸਕੈਨਿੰਗ,बॅच स्कॅनिंग
ਬੈਟਰੀ ਚਾਰਜਿੰਗ,बॅटरी चार्जिंग
ਸ਼ਤੀਰ,तुळई
ਕੁੱਟਿਆ,बीट
ਬਾਰੰਬਾਰਤਾ c ਸਿਲੇਟਰ ਨੂੰ ਹਰਾਇਆ,बीट फ्रिक्वेन्सी ऑसीलेटर
ਬੇਲ,बेल
ਬਿਆਸ,पूर्वाग्रह
ਬਿਆਸ ਸਰਕਟ,बायस सर्किट
ਪੱਖਪਾਤ ਦੀ ਬਾਰੰਬਾਰਤਾ,पूर्वाग्रह वारंवारता
ਬਿਆਸ ਵੋਲਟੇਜ,बायस व्होल्टेज
ਅੱਗੇ ਦੀ ਦਿਸ਼ਾ ਵਿਚ ਪੱਖਪਾਤ,पुढील दिशेने पक्षपाती
ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,द्वि-दिशात्मक मायक्रोफोन
ਬਿਲ ਬੋਰਡ,बिलबोर्ड
ਬਿਲਬੋਰਡ ਐਪਲੀਕੇਸ਼ਨ,बिलबोर्ड अर्ज
ਦੋ-ਧਾਤੂ ਤੱਤ,द्वि-धातूचा घटक
ਬਾਈਨਰੀ,बायनरी
ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ,बायनरी कोडित दशांश
ਬਾਈਨਰੀ ਅੰਕ (ਬਿੱਟ),बायनरी अंक (बिट)
ਬਾਈਨਰੀ ਨੰਬਰ,बायनरी नंबर
ਹਾਇਨਲ ਸੁਣਵਾਈ,बिनौरल सुनावणी
ਦੂਰਬੀਨ,दुर्बिणी
ਬਾਇਓਮੈਟ੍ਰਿਕ,बायोमेट्रिक
ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਜ਼ਿਸਟਰ,द्विध्रुवीय ट्रान्झिस्टर
ਬਿੱਟ ਅਲਾਟਮੈਂਟ,बिट वाटप
ਬਿੱਟ ਰੇਟ,बिट रेट
ਕਾਲੀ ਅਤੇ ਚਿੱਟਾ ਟੀਵੀ,काळा आणि पांढरा टीव्ही
ਖਾਲੀ,रिक्त
ਅੰਤਰਾਲ,ब्लँकिंग मध्यांतर
ਖਾਲੀ ਪੱਧਰ,ब्लँकिंग लेव्हल
ਖੂਨ ਦੇ ਵਿਰੋਧ,ब्लेडर रेझिस्टन्स
ਝੁਲਸਿਆ ਕੈਮਰਾ,ब्लिम्पेड कॅमेरा
ਅੰਨ੍ਹਾ,आंधळे चकाकी
ਝਪਕਣਾ,डोळे मिचकावणे
ਝਪਕਣਾ,डोळे मिचकावणे
ਬਲਾਕ ਕੋਡ,ब्लॉक कोड
ਬਲਾਕ ਚਿੱਤਰ,ब्लॉक आकृती
ਬਲਾਕ ਇੰਟਰਲੇਵ,ब्लॉक इंटरलीव्ह
ਰੋਕਣਾ ਕੈਪਸਲੇਟਰ,कॅपेसिटर अवरोधित करणे
Cl ਕਲੇਟਰ ਨੂੰ ਰੋਕਣਾ,ऑसीलेटर अवरोधित करणे
ਖਿੜ,ब्लूम
ਵਾਂ ਦੀਵਾ,ब्लो दिवा
ਪਾਈਪ ਉਡਾ,ब्लो पाईप
ਉਡਾਉਣ ਵਾਲੇ,ब्लोअर
ਬਲਿ Bluetooth ਟੁੱਥ,ब्लूटूथ
ਬਾਡੀ ਕੈਪੀਟਲ,बॉडी कॅपेसिटन्स
ਬੁੱਕਮਾਰਕ,बुकमार्क
ਬੁਲੀਅਨ ਐਲਜਬਰਾ,बुलियन बीजगणित
ਬੂਮ,भरभराट
ਹੁਲਾਰਾ,चालना
ਬੂਸਟਰ,बूस्टर
ਬੂਸਟਰ ਰੋਸ਼ਨੀ,बूस्टर लाइट
ਹੁਲਾਰਾ,चालना
ਬੂਟਿੰਗ,बूटिंग
ਬੂਟਸਟਰੈਪ,बूटस्ट्रॅप
ਤਲ ਰੋਸ਼ਨੀ,तळाशी प्रकाश
ਜੰਚਕ ਰੋਸ਼ਨੀ,बाउन्स लाइट
ਟੁੱਟ ਜਾਣਾ,यंत्रातील बिघाड
ਵੋਲਟੇਜ ਨੂੰ ਤੋੜੋ,व्होल्टेज खाली करा
ਬ੍ਰਿਜ ਐਲੀਮੈਂਟ,पूल घटक
ਬ੍ਰਿਜ ਰੈਕਟਫਾਇਰ,ब्रिज रेक्टिफायर
ਬ੍ਰੀਡਡ 'ਟੀ' ਐਟਣਾਟਰ,ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर
ਬਰਧਾਰਿਤ ਬਣਤਰ,ब्रिज केलेली रचना
ਬ੍ਰਿਜਿੰਗ,ब्रिजिंग
ਬ੍ਰਿਜਿੰਗ ਐਂਪਲੀਫਾਇਰ,ब्रिजिंग एम्पलीफायर
ਬ੍ਰਿਜਿੰਗ ਦਾ ਨੁਕਸਾਨ,ब्रिजिंग लॉस
ਚਮਕ,चमक
ਚਮਕ ਨਿਯੰਤਰਣ,ब्राइटनेस कंट्रोल
ਭੁਰਭੁਰਾ,ठिसूळ
ਭੁਰਭੁਰਾ ਪਦਾਰਥ,ठिसूळ पदार्थ
ਬ੍ਰਾਡਬੈਂਡ,ब्रॉडबँड
ਬਰਾਡਬੈਂਡ ਐਂਪਲੀਫਾਇਰ,ब्रॉडबँड एम्पलीफायर
ਬ੍ਰਾਡਬੈਂਡ ਆਈਐਸਡੀਐਨ,ब्रॉडबँड आयएसडीएन
ਬ੍ਰਾਡਬੈਂਡ ਸਿਸਟਮ,ब्रॉडबँड सिस्टम
ਪ੍ਰਸਾਰਣ ਅਤੇ ਸੰਚਾਰ ਟੈਕਨੋਲੋਜੀ,प्रसारण आणि संप्रेषण तंत्रज्ञान
ਪ੍ਰਸਾਰਣ ਕਵਰੇਜ,प्रसारण कव्हरेज
ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,ब्रॉडकास्ट रिसीव्हर
ਪ੍ਰਸਾਰਣ ਸੇਵਾ ਯੋਜਨਾਬੰਦੀ,प्रसारण सेवा नियोजन
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,ब्रॉडकास्ट ट्रान्समीटर
ਪ੍ਰਸਾਰਕ,प्रसारक
ਪ੍ਰਸਾਰਣ,प्रसारण
ਪ੍ਰਸਾਰਣ ਸਟੇਸ਼ਨ,प्रसारण स्टेशन
ਟੁੱਟਿਆ,तुटलेली
ਬਰਾ ser ਜ਼ਰ,ब्राउझर
ਬ੍ਰਾ ing ਜ਼ਿੰਗ,ब्राउझिंग
ਬੁਲਬੁਲਾ,बबल
ਬਫਰ,बफर
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,बफर एम्पलीफायर
ਬਫਰ ਟਿ .ਬ,बफर ट्यूब
ਬੱਗ,किडा
ਅੰਦਰੂਨੀ ਤੌਰ ਤੇ ਐਂਟੀਨਾ,अंगभूत अँटेना
ਬਰਨਰ,बर्नर
ਜਲਣ,बर्निंग
ਬਰਸਟ ਗਲਤੀ,स्फोट त्रुटी
ਬਰਸਟ ਇਨਸਰਟ ਪਲਸ,स्फोट अंतर्भूत नाडी
ਬਰਸਟ ਪੜਾਅ,स्फोट टप्पा
ਬੱਸ,बस
ਕਾਰੋਬਾਰੀ ਬੁੱਧੀ,व्यवसाय बुद्धिमत्ता
ਬੁਜ਼ਰ,बजर
ਪਾਸ ਦੁਆਰਾ,पास द्वारे
ਪਾਸ ਕਰਕੇ,पास करून
ਬਾਈਪਾਸ ਕੰਡੈਂਸਰ,बायपास कंडेन्सर
ਸੀ,सी
ਸੀ + ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ,सी+प्रोग्रामिंग भाषा
ਕੈਬਨਿਟ,कपाट
ਕੇਬਲ,केबल
ਕੇਬਲ ਮਿਸ਼ਰਿਤ,केबल कंपाऊंड
ਕੇਬਲ ਬਰਾਬਰੀ,केबल समानता
ਕੇਬਲ ਦਾ ਨੁਕਸਾਨ,केबल तोटा
ਕੈਸ਼,कॅशे
ਕੈਚਿੰਗ,कॅशिंग
ਕੈਡਮੀਅਮ ਸੈੱਲ,कॅडमियम सेल
ਹਿਸਾਬ ਮਸ਼ੀਨ,गणना मशीन
ਗਣਨਾ,गणना
ਕੈਲਕੁਲੇਟਰ,कॅल्क्युलेटर
ਕੈਲੀਬਰੇਟ,कॅलिब्रेट
ਕੈਲੀਪਰਸ,कॅलिपर
ਕੈਲੋਰੀਮੀਟਰ,कॅलरीमीटर
ਕੈਮਕੋਰਡਰ,कॅमकॉर्डर
ਕੈਮਰਾ,कॅमेरा
ਕੈਮਰਾ ਅਨੁਕੂਲਤਾ,कॅमेरा संरेखन
ਕੈਮਰਾ ਅਪਰਚਰ,कॅमेरा छिद्र
ਕੈਮਰਾ ਕਵਰੇਜ,कॅमेरा कव्हरेज
ਕੈਮਰਾ ਲਾਈਨ-ਅਪ,कॅमेरा लाइन-अप
ਕੈਮਰਾ ਟਿ .ਬ,कॅमेरा ट्यूब
ਕੈਨੋਪੀ,छत
ਸਮਰੱਥਾ,क्षमता
ਕੈਪਸ-ਐਕਸ਼ਨਸ,कॅपेसिटन्स
ਸਮਰੱਥਾਪੂਰਣ ਭਾਰ,कॅपेसिटिव्ह लोड
ਕੈਪੇਸ਼ੀਆ,कॅपेसिटिव्ह रिएक्टन्स
ਕੈਪਸੀਟਰ,कॅपेसिटर
ਕੈਪਸੀਟਰ ਇਨਪੁਟ ਫਿਲਟਰ,कॅपेसिटर इनपुट फिल्टर
ਸਮਰੱਥਾ,क्षमता
ਕੈਪਸੂਲ,कॅप्सूल
ਸੁਰਖੀ,मथळा
ਕੈਪਚਰ ਪ੍ਰਭਾਵ,कॅप्चर इफेक्ट
ਕਾਰਡ,कार्ड
ਕਾਰਡੀਓਡ,कार्डिओइड
ਕਾਰਡੀਓਡ ਮਾਈਕ੍ਰੋਫੋਨ,कार्डिओइड मायक्रोफोन
ਕੈਰੀਅਰ,वाहक
ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,वाहक वारंवारता
ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ ਸ਼ਿਫਟ,कॅरियर फ्रिक्वेन्सी शिफ्ट
ਕੈਰੀਅਰ ਪਾਵਰ,वाहक शक्ती
ਕੈਰੀਅਰ ਦੀ ਭਾਵਨਾ ਦਾ ਸੰਕੇਤ,कॅरियर सेन्स सिग्नल
ਕੈਰੀਅਰ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,वाहक संवेदनशीलता
ਕੈਰੀਅਰ ਵਿਛੋੜਾ,वाहक वेगळे
ਕੈਰੀਅਰ ਸ਼ਿਫਟ,कॅरियर शिफ्ट
ਕੈਰੀਅਰ ਸਪੇਸਿੰਗ,कॅरियर स्पेसिंग
ਕੈਰੀਅਰ ਦਮਨ,वाहक दडपशाही
ਕੈਰੀਅਰ ਲਹਿਰ,कॅरियर वेव्ह
ਕਾਰਤੂਸ,काडतूस
Carving,कोरीव काम
ਕੈਸਕੇਡ,कॅसकेड
ਕੈਸਕੇਡ ਸਰਕਟ,कॅसकेड सर्किट
ਕੈਸੇਟ,कॅसेट
ਕੱਚਾ ਲੋਹਾ,ओतीव लोखंड
ਕਾਸਟਿੰਗ,कास्टिंग
ਕੈਟਾਲਾਗ,कॅटलॉग
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲ,आपत्तीजनक हस्तक्षेप
ਕੈਥੋਡ,कॅथोड
ਕੈਥੋਡ ਫਾਲੋਅਰ,कॅथोड अनुयायी
ਕੈਥੋਡ ਰੋਧਕ,कॅथोड रेझिस्टर
ਮੋਬਾਇਲ ਫੋਨ,सेलफोन
ਸੈਲੂਲਰ,सेल्युलर
ਕੇਂਦਰੀ ਨਿਯੰਤਰਣ,केंद्रीय नियंत्रण
ਕੇਂਦਰੀ ਬਾਰੰਬਾਰਤਾ,मध्यवर्ती वारंवारता
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ,सेंट्रल प्रोसेसिंग युनिट
ਕੇਂਦਰੀਕਰਨ ਡਾਟਾਬੇਸ,केंद्रीकृत डेटाबेस
ਕੇਂਦਰੀਕਰਨ,केंद्रीकृत प्रणाली
ਵਸਰਾਵਿਕ,सिरेमिक
ਚੈਂਬਰ,खोली
ਬਦਲੋ ਬਦਲੋ,चेंजओव्हर स्विच
ਚੈਨਲ,चॅनल
ਚੈਨਲ ਏਨਕੋਡਰ,चॅनेल एन्कोडर
ਚੈਨਲ ਵਿਛੋੜਾ,चॅनेल पृथक्करण
ਚੈਨਲ ਸਪੇਸਿੰਗ,चॅनेल स्पेसिंग
ਚੈਨਲ ਸਵਿਚਿੰਗ,चॅनेल स्विचिंग
ਗੁਣ ਭਰਮਾਉਣ,वैशिष्ट्यपूर्ण प्रतिबाधा
ਗੁਣ,वैशिष्ट्ये
ਚਾਰਜ ਕੈਰੀਅਰ,चार्ज कॅरियर
ਚਾਰਜ ਘਣਤਾ,शुल्क घनता
ਚਾਰਜ ਕੀਤਾ,शुल्क आकारले
ਚਾਰਜਰ,चार्जर
ਚਾਰਜਿੰਗ ਵੋਲਟੇਜ,चार्जिंग व्होल्टेज
ਚਾਰਟ,चार्ट
ਚਸੀਸ,Chasis
ਗੱਲਬਾਤ,गप्पा
ਚਿੱਪ,चिप
ਕੋਇਲ ਨੂੰ ਘਟਾਓ,चोक कॉइल
ਇੰਪੁੱਟ ਨੂੰ ਦਬਾਉ,चोक इनपुट
ਹੈਲੀਕਾਪਟਰ ਐਂਪਲੀਫਾਇਰ,हेलिकॉप्टर एम्पलीफायर
ਕ੍ਰੋਮਾ,क्रोमा
ਕ੍ਰੋਮਾ ਸੈਂਪਲਿੰਗ structure ਾਂਚਾ,क्रोमा सॅम्पलिंग स्ट्रक्चर
ਕ੍ਰੋਮਿਨੈਂਸ,क्रोमिनेन्स
ਸਿਨੇਮੇਟੋਗ੍ਰਾਫੀ,सिनेमॅटोग्राफी
ਸਰਕਟ,सर्किट
ਸਰਕਟ ਬੋਰਡ,सर्किट बोर्ड
ਸਰਕਟ ਬਰੇਕਰ,सर्किट ब्रेकर
ਸਰਕਟ ਤੱਤ,सर्किट घटक
ਸਰਕਟ ਸਵਿੱਚਿੰਗ,सर्किट स्विचिंग
ਸਰਕਟਰੀ,सर्किटरी
ਸਰਕੂਲਰ ਗਤੀ,परिपत्रक गती
ਸਰਕੂਲਰ ਧਰੁਵੀਕਰਨ,परिपत्रक ध्रुवीकरण
ਸਰਕੂਲਰ ਸੈਟੇਲਾਈਟ bit ਰਬਿਟ,परिपत्रक उपग्रह कक्षा
ਸਰਕੂਲਰ ਵੇਗ,परिपत्रक वेग
ਸਰਕੂਲਰ ilar ਲਟਾਈਜ਼ਡ ਐਂਟੀਨਾ,परिपत्रक ध्रुवीय अँटेना
ਸਰਕੂਲਰਲੀ ਧਰੁਵੀ ਟ੍ਰਾਂਸਮਿਸ਼ਨ,परिपत्रक ध्रुवीकरण ट्रान्समिशन
ਸਰਕੂਲੇਟਰ,फिरणारा
ਕਲੇਡਿੰਗ,क्लेडिंग
ਕਲੈਪ,क्लॅम्प
ਕਲੈਪਿੰਗ ਸਰਕਟ,क्लॅम्पिंग सर्किट
ਕਲਾਸ ਇੱਕ ਓਪਰੇਸ਼ਨ,वर्ग ए ऑपरेशन
ਕਲਾਸ ਸੀਯੂਯੂਡ ਐਂਪਲੀਫਾਇਰ,वर्ग सी ट्यून केलेले एम्पलीफायर
ਨਿਕਾਸ ਦੀ ਕਲਾਸ,उत्सर्जन वर्ग
ਕਲਾਸੀਕਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,शास्त्रीय भौतिकशास्त्र
ਵਰਗੀਕਰਣ,वर्गीकरण
ਸਫਾਈ ਏਜੰਟ,क्लीनिंग एजंट
ਸਾਫ,स्पष्ट
ਸਾਫ ਚੈਨਲ,साफ चॅनेल
ਕਲਿਕ ਕਰੋ,क्लिक करा
ਗਾਹਕ,ग्राहक
ਕਲਾਇੰਟ ਰਿਲੇਸ਼ਨਸ਼ਿਪ (ਸਰਵਰ ਸੰਬੰਧ),क्लायंट रिलेशनशिप (सर्व्हर संबंध)
ਕਲਿਫ ਪ੍ਰਭਾਵ,क्लिफ प्रभाव
ਕਲਿੱਪ ਬੋਰਡ,क्लिप बोर्ड
ਕਲਿੱਪਿੰਗ,क्लिपिंग
ਘੜੀ ਨਬਜ਼,घड्याळ नाडी
ਕਲਿੱਪ ਫਲਿੱਪ,क्लोक्ड फ्लिप फ्लॉप
ਘੁਰਕੀਡ ਮਾਈਕ,घड्याळाच्या बाजूने माइक
ਘੜੀ-ਬਾਰੰਬਾਰਤਾ,घड्याळ-वारंवारता
ਘੜੀ ਦੇ ਦੁਆਲੇ,घड्याळाच्या दिशेने
ਬੰਦ ਸਰਕਟ,बंद परिक्रमा
ਬੰਦ ਲੂਪ,बंद पळवाट
ਕਲੱਸਟਰ,क्लस्टर
ਕਲੱਸਟਰਿੰਗ,क्लस्टरिंग
ਗੜਬੜ,गोंधळ
ਗੜਬੜ ਦਾ ਨੁਕਸਾਨ,गोंधळ तोटा
ਕੋਟਿੰਗ,कोटिंग
ਕੋਐਕਸਿਅਲ ਕੇਬਲ,कोएक्सियल केबल
Coaxial ਲਾਈਨ,कोएक्सियल लाइन
ਕੋਜੀਸੀਅਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,कोएक्सियल ट्रान्समिशन लाइन
