Odiya,Tamil
"କାଲକୁଲସ୍, କାଲ୍କୁଲସ୍","கால்குலஸ், கால்குலஸ்"
ଭିନ୍ନତା ଗଣନା,மாறுபாடு கணக்கீடு
କ୍ୟାଲୋରୀ,கலோரிகள்
ପ୍ରତ୍ୟାହାର ନିୟମ |,ரத்து விதி
କାନୋନିକାଲ୍ ସମୀକରଣ |,நியமன சமன்பாடு
କାନୋନିକାଲ୍ ଫର୍ମ |,நியமன வடிவம்
"କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, କେ କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |","கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்"
କ୍ୟାଣ୍ଟର ସେଟ୍ |,கேண்டர் தொகுப்பு
କ୍ୟାଣ୍ଟର ତ୍ରିକୋଣୀୟ ସେଟ୍ |,கேண்டார் முக்கோண தொகுப்பு
ବାଧାପ୍ରାପ୍ତ ପରିବହନ ସମସ୍ୟା |,கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை
ଦକ୍ଷତା,திறன்
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,தந்துகி விசை
"ଗଣନା ସଂଖ୍ୟା, କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା |","எண்ணிக்கை எண், கார்டினல் எண்"
କାର୍ଟେସିଆନ୍ ଅକ୍ଷ |,கார்ட்டீசியன் அச்சு
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,கார்ட்டீசியன் தயாரிப்பு
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଗୁଣନ |,தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்
"କେସ୍ ଷ୍ଟଡି, କେସ୍ ଷ୍ଟଡି |","வழக்கு ஆய்வு, வழக்கு ஆய்வு"
ବିପର୍ଯ୍ୟସ୍ତ ବକ୍ତବ୍ୟ |,பேரழிவு பேச்சு
କ୍ୟାଟିନାରୀ,பூனைக்குரிய
କାଚି ବଣ୍ଟନ |,காச்சி விநியோகம்
କ ush ଶୀଙ୍କ ସୂତ୍ର |,கௌசியின் சூத்திரம்
କ ush ଶୀ-ଗୁରୁସା-ଥିଓରେମ୍ |,கௌசி-குர்சா-தேற்றம்
କ ush ସି-ରିମାନ୍-ବ୍ୟାନ୍ |,கௌஷி-ரீமான்-பான்
କାଚି କ୍ରମ |,கௌச்சி வரிசை
kaushi ଅବିଚ୍ଛେଦ୍ୟ |,கௌஷி ஒருங்கிணைந்த
କ ush ଶୀ ମୁଖ୍ୟ ମୂଲ୍ୟ |,கௌசி முக்கிய மதிப்பு
କାଚି ରିମାଇଣ୍ଡର୍ ଥିଓରେମ୍ |,கௌச்சி எஞ்சிய தேற்றம்
କାଲ୍-ହାମିଲଟନ୍-ଥିଓରେମ୍ |,கால்-ஹாமில்டன்-தேற்றம்
ସ୍ୱର୍ଗୀୟ ଶରୀର |,வானுலக
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ମାପ |,வானியல் அளவீடு
ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ,வான இயக்கவியல்
ସ୍ୱର୍ଗୀୟ ଶରୀର |,வானுலக
କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |,செல் அலைவரிசை
"ଜନଗଣନା, ଜନଗଣନା","மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு"
ଶତକଡା,சதவீதம்
ସେଣ୍ଟିମିଟର |,சென்டிமீட்டர்
ସେଣ୍ଟିମିଟର-ଗ୍ରାମ-ଦ୍ୱିତୀୟ ପଦ୍ଧତି |,சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை
"କେନ୍ଦ୍ରୀୟ, ଏକାଗ୍ର","மைய, மையமான"
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,மைய அச்சு
କେନ୍ଦ୍ରୀୟ ବ୍ୟବଧାନ |,மத்திய இடைவெளி
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |,மைய வேறுபாடு சூத்திரம்
କେନ୍ଦ୍ରୀୟ ଭିନ୍ନକ୍ଷମ ସାରଣୀ |,மைய வேறுபாடு அட்டவணை
କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |,மத்திய வரம்பு தேற்றம்
କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |,மைய தருணம்
କେନ୍ଦ୍ରୀୟ ଉତ୍ସ ଏକକ |,மத்திய வள அலகு
କେନ୍ଦ୍ରୀୟ ପ୍ରବୃତ୍ତି |,மைய உள்ளுணர்வு
କେନ୍ଦ୍ର *,மையம்*
ମାଧ୍ୟାକର୍ଷଣ କେନ୍ଦ୍ର |,ஈர்ப்பு மையம்
ଗୋଷ୍ଠୀ କେନ୍ଦ୍ର,குழு மையம்
ଜନ କେନ୍ଦ୍ର,வெகுஜன மையம்
ସମୃଦ୍ଧତାର କେନ୍ଦ୍ର |,சமச்சீர் மையம்
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |,மையவிலக்கு விசை
ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଫୋର୍ସ |,மையவிலக்கு விசை
"ସେଣ୍ଟ୍ରିପେଟାଲ୍ ମେରିଡିଆନ୍,",மையநோக்கு நடுக்கோடு
ନିଶ୍ଚିତତା,உறுதி
cgs ପଦ୍ଧତି |,cgs முறை
cgs ଏକକ,cgs அலகு
ଭିନ୍ନତାର ଶୃଙ୍ଖଳା ନିୟମ |,வேறுபாட்டின் சங்கிலி விதி
ସୁଯୋଗ ଦ୍ୱାରା,ஒருவேளை
ଅନିୟମିତ ପଦକ୍ଷେପ |,சீரற்ற நகர்வு
ଅକ୍ଷ ଶିଫ୍ଟ |,அச்சு மாற்றம்
"ଆଧାର ପରିବର୍ତ୍ତନ ପାୟାଦର-ପରିବର୍ତ୍ତନ,",அடிப்படை மாற்றம் பயதார்-மாற்றம்
ଅନୁମତି,வரிசைமாற்றம்
ବ character ଶିଷ୍ଟ୍ୟ ଗୁଣବତ୍ତା,பண்பு குணகம்
ଚରିତ୍ର ନିର୍ଣ୍ଣୟକାରୀ |,பண்பு நிர்ணயம்
ବ character ଶିଷ୍ଟ୍ୟ ସମୀକରଣ,சிறப்பியல்பு சமன்பாடு
"ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ, ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ |","பண்பு செயல்பாடு, பண்பு செயல்பாடு"
ଲୋଗାରିଦମର ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା,மடக்கையின் முழு எண்
"ଚରିତ୍ରିକ ବହୁଭୂତ,",பண்பு பல்லுறுப்புக்கோவை
ଚରିତ୍ରିକ ମୂଲ୍ୟ,பண்பு மதிப்பு
ଚରିତ୍ର ଭେକ୍ଟର୍ |,பண்பு திசையன்
ବର୍ଣ୍ଣ ସମ୍ପ୍ରଦାୟ,பாத்திர சமூகம்
"ଚାର୍ଟ, ଚାର୍ଟ,","விளக்கப்படங்கள், விளக்கப்படங்கள்"
ଚି-ବର୍ଗ ବଣ୍ଟନ |,சி-சதுர விநியோகம்
ଚି-ବର୍ଗ ସୂତ୍ର |,சி-சதுர சூத்திரம்
ଚି-ବର୍ଗ ପରୀକ୍ଷା |,சி-சதுர சோதனை
ଧ୍ୱନି *,நாண்*
କୋର୍ଡ୍ ବିଭାଜନ ପଦ୍ଧତି |,நாண் பிரிக்கும் முறை
ଲିଖିତ ବାର୍ତ୍ତା |,எழுதப்பட்ட செய்தி
"ଶୂନ, ସାଇଫର୍","பூஜ்யம், மறைக்குறியீடு"
ବୃତ୍ତ *,வட்டம்*
ସମ୍ମିଶ୍ରଣ ବୃତ୍ତ |,ஒன்றிணைப்பு வட்டம்
ସର୍କିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,சுற்று அணி
"ବୃତ୍ତାକାର, ବୃତ୍ତାକାର,","வட்ட, வட்ட"
ବୃତ୍ତ ଅସ୍ମପଟୋସ୍ |,வட்ட அறிகுறிகள்
ବୃତ୍ତାକାର କଣ୍ଡୁଲିନ୍ |,வட்ட குழாய்
ବୃତ୍ତାକାର ଗତି |,வட்ட இயக்கம்
ସୁନ୍ନତ,சுற்று மையம்
ଅବସର ପ୍ରାପ୍ତ*,ஓய்வு பெற்ற*
ବୁଲିବା ପାଇଁ |,"சுற்றி வர, சுற்றி வர"
ଅତୀତ,கடந்த
ସର୍କୁକ୍ରାଇଡ୍ |,சுற்றத்தார்
ବିଶିଷ୍ଟ କର୍ପୋରେଟ୍ |,புகழ்பெற்ற கார்ப்பரேட்
କ୍ଲାସିକ୍ ଗତିଶୀଳତା |,உன்னதமான இயக்கவியல்
କ୍ଲାସିକ୍ ଅପ୍ଟିମାଇଜେସନ୍ |,உன்னதமான தேர்வுமுறை
କ୍ରନିକ୍ ଆର୍ଥିକ ସମସ୍ୟା |,நாள்பட்ட நிதி பிரச்சனை
ଶାସ୍ତ୍ରୀୟ ପରିସଂଖ୍ୟାନ ଯାନ୍ତ୍ରିକ |,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
ତ୍ରୁଟିର ଶ୍ରେଣୀକରଣ,பிழைகளின் வகைப்பாடு
ଶ୍ରେଣୀ ବ୍ୟବଧାନ,வகுப்பு இடைவெளி
ଶ୍ରେଣୀ ବ୍ୟବଧାନ ଏକକ |,வகுப்பு இடைவெளி அலகு
ଶ୍ରେଣୀ ସୀମା,வகுப்பு வரம்பு
ଘଣ୍ଟା ବୁଲାଇ |,கடிகாரகடிகாரச்சுற்று
ବନ୍ଦ |,மூடப்பட்டது
"ବନ୍ଦ, ବନ୍ଦ","மூடப்பட்டது, மூடப்பட்டது"
ବନ୍ଦ ସ୍ତର ଆବରଣ |,மூடிய அடுக்கு கவர்
ବନ୍ଦ କ୍ୟୁବ୍ |,மூடிய கன சதுரம்
"ବନ୍ଦ ବକ୍ର, ବନ୍ଦ ବକ୍ର","மூடிய வளைவு, மூடிய வளைவு"
ବନ୍ଦ ପ୍ରଦେଶ |,மூடப்பட்ட மாகாணம்
ବନ୍ଦ ଆକୃତି |,மூடிய வடிவம்
ବନ୍ଦ ବ୍ୟବଧାନ |,மூடிய இடைவெளி
"ବନ୍ଦ ଅଞ୍ଚଳ, ବନ୍ଦ ଅଞ୍ଚଳ |","மூடப்பட்ட பகுதி, மூடப்பட்ட பகுதி"
ବନ୍ଦ ସେଟ୍ |,மூடிய தொகுப்பு
"ବନ୍ଦ ପୃଷ୍ଠା, ବନ୍ଦ ପୃଷ୍ଠା |","மூடிய பக்கம், மூடிய பக்கம்"
ନେମେସିସ୍,விரோதி
pronator,முன்மொழிபவர்
ଉନ୍ମୁକ୍ତ ବିନ୍ଦୁ |,குவிந்த புள்ளி
ବନ୍ଦୀ-ଗ୍ରହଣୀୟ |,சிறைப்பட்ட-ஏற்றுக்கொள்ளப்பட்ட
ବନ୍ଦୀ ସେଟ୍ |,சிறைப்பிடிக்கப்பட்ட தொகுப்பு
କ୍ଲଷ୍ଟର ବିନ୍ଦୁ |,கொத்து புள்ளி
କ୍ଲଷ୍ଟର ନମୁନା,கொத்து மாதிரி
କ୍ଲଷ୍ଟର ଏଗ୍ରିଗେଟ୍ |,கொத்து மொத்த
ସମବାୟ ବୃତ୍ତ |,கோஆக்சியல் வட்டம்
ସମବାୟ ପାରାବୋଲା |,கோஆக்சியல் பரவளையம்
ସମବାୟ ସମତଳ |,கோஆக்சியல் விமானம்
ସମବାୟ ତ୍ରିରଙ୍ଗା |,கோஆக்சியல் முக்கோணம்
କୋବ୍-ଡଗଲାସ୍ କାର୍ଯ୍ୟ |,கோப்-டக்ளஸ் செயல்பாடு
"ଏନକୋଡିଂ, କୋଡିଂ, ନୋଟେସନ୍ |","குறியாக்கம், குறியீட்டு முறை, குறியீடு"
ବାସ୍ତୁ ବିଜ୍ not ପ୍ତି |,பொருள் குறியீடு
ସହ-ପ୍ରଦେଶ,இணை மாகாணம்
କୋଏଫିସିଏଣ୍ଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,குணகம் அணி
ସଂଶୋଧନ ଗୁଣବତ୍ତା,தொடர்பு குணகம்
ନିର୍ଣ୍ଣୟ ଗୁଣବତ୍ତା,தீர்மான குணகம்
ଇଲାସ୍ଟିସିଟି କୋଏଫିସିଏଣ୍ଟ୍ |,நெகிழ்ச்சி குணகம்
ବିସ୍ତାର କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,பரவல் குணகம்
ଘର୍ଷଣ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,உராய்வு குணகம்
ଦ୍ରାଘିମା ବିସ୍ତାରର କୋଏଫିସିଏଣ୍ଟ୍ |,நீளமான விரிவாக்கத்தின் குணகம்
ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,பின்னடைவு குணகம்
ଭୂପୃଷ୍ଠ ଟେନସନ୍ ର କୋଏଫିସିଏଣ୍ଟ୍ |,மேற்பரப்பு பதற்றத்தின் குணகம்
ଭିନ୍ନତାର କୋଏଫିସିଏଣ୍ଟ୍ |,மாறுபாட்டின் குணகம்
"ସହ-କାରକ, ସହ-କାରକ, ସହ-କାରକ |","இணை காரணி, இணை காரணி, இணை காரணி"
ମୁଦ୍ରା ଟସ୍,நாணயத்தை சுண்டி எறி
ନମୁନା ସଂଗ୍ରହ,மாதிரி சேகரிப்பு
collinear,கோலினியர்
ଶ୍ରେଣୀବଦ୍ଧତା |,சீரமைப்பு
"ସ୍ତମ୍ଭ, ସ୍ତମ୍ଭ","நிரல், நிரல்"
ସ୍ତମ୍ଭ,நெடுவரிசை
ସ୍ତମ୍ଭ,நெடுவரிசை
ସ୍ତମ୍ଭ ମ୍ୟାଟ୍ରିକ୍ସ,நெடுவரிசை அணி
ସ୍ତମ୍ଭ ମ୍ୟାଟ୍ରିକ୍ସ,நிரல் அணி
ସ୍ତମ୍ଭ କ୍ରମ |,நெடுவரிசை ஒழுங்கு
ସ୍ତମ୍ଭ କ୍ରମିକ ମ୍ୟାଟ୍ରିକ୍ସ |,நெடுவரிசை படிநிலை அணி
ସ୍ତମ୍ଭ ଭେକ୍ଟର୍ |,நெடுவரிசை திசையன்
ସ୍ତମ୍ଭ ଜ୍ଞାନୀ |,பத்தி வாரியாக
ମିଳିତ ସମୀକରଣ |,கூட்டு சமன்பாடு
"ସାଧାରଣ କୋଣ, ସାଧାରଣ କୋଣ |","பொதுவான கோணம், பொதுவான கோணம்"
ସାଧାରଣ ଅକ୍ଷ,பொதுவான அச்சு
"ସାଧାରଣ ଆଧାର, ସାଧାରଣ ଆଧାର |","பொதுவான அடிப்படை, பொதுவான அடிப்படை"
ସର୍ବଭାରତୀୟ |,உலகளாவிய
ସାଧାରଣ ପାର୍ଥକ୍ୟ |,பொதுவான வேறுபாடு
