Gujarati,Bengali
ઉદ્ધતાઈ નિયંત્રણ,উজ্জ্বলতা নিয়ন্ত্রণ
બરડ,ভঙ্গুর
બરડ પદાર્થ,ভঙ্গুর পদার্থ
બ્રોડબેન્ડ,ব্রডব্যান্ড
બ્રોન્ડબેન્ડ એમ્પ્લીફાયર,ব্রডব্যান্ড পরিবর্ধক
બ્રોડબેન્ડ આઈએસડીએન,ব্রডব্যান্ড আইএসডিএন
વ્યાપક પદ્ધતિ,ব্রডব্যান্ড সিস্টেম
પ્રસારણ અને સંદેશાવ્યવહાર તકનીક,সম্প্রচার এবং যোগাযোগ প্রযুক্তি
પ્રસારણ કવર,সম্প্রচার কভারেজ
પ્રસારણ પ્રાપ્તકર્તા,সম্প্রচার গ্রহনকারী যন্ত্র
બ્રોડકાસ્ટ સેવા આયોજન,সম্প্রচার পরিষেবা পরিকল্পনা
પ્રસારણ ટ્રાન્સમીટર,সম্প্রচার ট্রান্সমিটার
પ્રસારણકર્તા,সম্প্রচারক
પ્રસારણ,সম্প্রচার
પ્રસારણ મથક,সম্প্রচার কেন্দ্র
તૂટેલું,ভাঙ্গা
બ્રાઉઝર,ব্রাউজার
બ્રાઉઝિંગ,ব্রাউজিং
બબલ,বুদ্বুদ
બફર,বাফার
બફર એમ્પ્લીફાયર,বাফার পরিবর্ধক
બફર ટ્યુબ,বাফার টিউব
કણ,বাগ
એન્ટેના,অন্তর্নির্মিত অ্যান্টেনা
બર્નર,বার্নার
સળગતું,জ্বলন্ত
વિસ્ફોટ ભૂલ,বিস্ফোরণ ত্রুটি
વિસ્ફોટની પલ્સ,ফেটে সন্নিবেশ ডাল
વિસ્ફોટનો તબક્કો,বিস্ফোরণ পর্ব
બસ,বাস
ધંધાકીય બુદ્ધિ,ব্যবসায়িক বুদ্ধি
બઝર,বুজার
બાયપાસ,পাস দ্বারা
પસાર કરીને,পাস করে
બાયપાસ કન્ડેન્સર,বাইপাস কনডেন্সার
કણ,গ
સી+પ્રોગ્રામિંગ ભાષા,সি+প্রোগ্রামিং ভাষা
મંત્રીમંડળ,মন্ত্রিসভা
કેબલ,কেবল
કેબલ કંપન,তারের যৌগ
કેબલ એકરૂપતા,তারের সমতা
કેબલનું નુકસાન,তারের ক্ষতি
કળશ,ক্যাশে
ઠીંગણું,ক্যাচিং
તંગ,ক্যাডমিয়াম সেল
ગણતરીનું યંત્ર,গননা যন্ত্র
ગણતરી,গণনা
ગણક,ক্যালকুলেটর
માધ્યમ્ચર કરવું,ক্যালিব্রেট
ખલાસી,ক্যালিপার্স
કેલરીમીટર,ক্যালোরিমিটার
પડકાર,ক্যামকর্ডার
કેમેરા,ক্যামেরা
કેમેરાની ગોઠવણી,ক্যামেরা প্রান্তিককরণ
ક cameraમેરા છિદ્ર,ক্যামেরা অ্যাপারচার
કેમેરામાં કવરેજ,ক্যামেরা কভারেজ
કેમેરાની રેખા,ক্যামেরা লাইন আপ
કેમેરાની નળી,ক্যামেরা টিউব
છત્ર,ক্যানোপি
ક્ષમતા,ক্ষমতা
અપશબ્દ,ক্যাপাসিট্যান্স
અપરિપક્વ ભાર,ক্যাপাসিটিভ লোড
અપશુકનિયાળ પ્રતિક્રિયા,ক্যাপাসিটিভ প্রতিক্রিয়া
બંદૂક,ক্যাপাসিটার
કેપેસિટર ઇનપુટ ફિલ્ટર,ক্যাপাসিটার ইনপুট ফিল্টার
શક્તિ,ক্ষমতা
ક capંગલ,ক্যাপসুল
ટોપી,ক্যাপশন
કબજે અસર,প্রভাব ক্যাপচার
પ cardપન,কার্ড
હ્રદયરોઇડ,কার্ডিওড
કાર્ડિયોઇડ માઇક્રોફોન,কার্ডিওড মাইক্রোফোন
માલવાહક,ক্যারিয়ার
વાહક આવર્તન,ক্যারিয়ার ফ্রিকোয়েন্সি
વાહક આવર્તન પાળી,ক্যারিয়ার ফ্রিকোয়েন্সি শিফট
વાહક,ক্যারিয়ার শক্তি
વાહક,ক্যারিয়ার ইন্দ্রিয় সংকেত
સંવેદનશીલતા,ক্যারিয়ার সংবেদনশীলতা
એકલતા,ক্যারিয়ার বিচ্ছেদ
પાળી,ক্যারিয়ার শিফট
અંતર,ক্যারিয়ার ব্যবধান
વાહક -દમન,ক্যারিয়ার দমন
વાહક,ক্যারিয়ার তরঙ্গ
કારતૂસ,কার্তুজ
કોતરણી,খোদাই
કાસ્કીડ,ক্যাসকেড
કાસ્કેડ સર્કિટ,ক্যাসকেড সার্কিট
કેસેટ,ক্যাসেট
લોખંડ,ঢালাই লোহা
કિલ્લો,ঢালাই
સૂચિ,ক্যাটালগ
આપત્તિજનક દખલ,বিপর্যয়মূলক হস্তক্ষেপ
Cathપજ,ক্যাথোড
ક od થોડ અનુયાયી,ক্যাথোড অনুসরণকারী
કેટોડ રેઝિસ્ટર,ক্যাথোড প্রতিরোধক
કોષો,মুঠোফোন
સેલ્યુલર,কোষ বিশিষ্ট
કેન્દ્રીય નિયંત્રણ,কেন্দ্রীয় নিয়ন্ত্রণ
કેન્દ્રીય આવર્તન,কেন্দ্রীয় ফ্রিকোয়েন্সি
કેન્દ્રીય પ્રક્રિયા એકમ,কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট
કેન્દ્રીયકૃત ડેટાબેઝ,কেন্দ্রীভূত ডাটাবেস
કેન્દ્રીયકૃત પદ્ધતિ,কেন্দ্রীভূত সিস্টেম
કોઇ,সিরামিক
ચેમ્બર,চেম্বার
ફેરફાર -સ્વીચ,পরিবর্তন স্যুইচ
માર્ગ,চ্যানেল
ચેનલ એન્કોડર,চ্যানেল এনকোডার
ચેનલનું વિભાજન,চ্যানেল বিচ্ছেদ
ચેનલ અંતર,চ্যানেল ব্যবধান
ચેનલ ફેરબદલ,চ্যানেল স্যুইচিং
લાક્ષણિક અવલંબન,বৈশিষ্ট্যযুক্ত প্রতিবন্ধকতা
લાક્ષણિકતાઓ,বৈশিষ্ট্য
હવાલા,চার্জ ক্যারিয়ার
ખર્ચની ઘનતા,চার্জ ঘনত্ব
ચધિયન,চার্জ করা
ચંચળ,চার্জার
ચાર્જિંગ વોલ્ટેજ,চার্জিং ভোল্টেজ
ચાર્ટ,চার্ট
ચેસિસ,চ্যাসিস
ગપસપ,চ্যাট
ક chંગું,চিপ
કોઇ,চোক কয়েল
ઇનપુટ,চোক ইনপুট
ચોકી,চপার পরিবর্ধক
ક્રોમા,ক্রোমা
ક્રોમા નમૂનાની રચના,ক্রোমা স্যাম্পলিং কাঠামো
ક્રોમન,ক্রোমিনেন্স
સિનેમેટનું,সিনেমাটোগ্রাফি
