Kannada,Telugu
ಸ್ವಯಂಚಾಲಿತ,ఆటోమేటిక్
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ,స్వయంచాలక నియంత్రణ
ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ,ఆటోమేటిక్ డిటెక్షన్
ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು,స్వయంచాలక పరికరాలు
ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ,ఆటోమేటిక్ ఫ్రీక్వెన్సీ కంట్రోల్
ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ,ఆటోమేటిక్ లిమిటర్
ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ,ఆటోమేటిక్ మెషిన్
ಸ್ವಯಂಚಾಲಿತ ಫಾಸೆ ನಿಯಂತ್ರಣ,ఆటోమేటిక్ ఫేసే నియంత్రణ
ಸ್ವಯಂಚಾಲಿತ ಚಿತ್ರ ಪ್ರಸರಣ,ఆటోమేటిక్ పిక్చర్ ట్రాన్స్మిషన్
ಸ್ವಯಂಚಾಲಿತ ಪ್ಲೇಬ್ಯಾಕ್,ఆటోమేటిక్ ప్లేబ్యాక్
ಸ್ವಯಂಚಾಲಿತ ವಿದ್ಯುತ್ ನಿಯಂತ್ರಣ,ఆటోమేటిక్ పవర్ కంట్రోల్
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ఆటోమేటిక్ ప్రోగ్రామింగ్
ಸ್ವಯಂಚಾಲಿತ ರೆಕಾರ್ಡಿಂಗ್,ఆటోమేటిక్ రికార్డింగ్
ಸ್ವಯಂಚಾಲಿತ ಮರುಹೊಂದಿಸಿ,ఆటోమేటిక్ రీసెట్
ಸ್ವಯಂಚಾಲಿತ ಶಟರ್,ఆటోమేటిక్ షట్టర్
ಸ್ವಯಂಚಾಲಿತ ವ್ಯವಸ್ಥೆ,ఆటోమేటిక్ సిస్టమ్
ಸ್ವಯಂಚಾಲಿತ ದೂರವಾಣಿ,ఆటోమేటిక్ టెలిఫోన్
ಸ್ವಯಂಚಾಲಿತ ತಾಪಮಾನ ನಿಯಂತ್ರಣ,స్వయంచాలక ఉష్ణోగ్రత నియంత్రణ
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ,ఆటోమేటిక్ వోల్టేజ్ రెగ్యులేటర్
ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ಸಂಕೋಚಕ,ఆటోమేటిక్ వాల్యూమ్ కంప్రెసర్
ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ನಿಯಂತ್ರಣ,ఆటోమేటిక్ వాల్యూమ్ కంట్రోల్
ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ವಿಸ್ತರಣೆ,ఆటోమేటిక్ వాల్యూమ్ ఎక్స్‌పాండర్
ಸ್ವಯಂಚಾಲಿತ,ఆటోమేషన్
ಆಟೊಮೇಷನ್ ನಿಯಂತ್ರಣ,ఆటోమేషన్ నియంత్రణ
ಆಟೊಮೇಷನ್ ಆವರ್ತನ ನಿಯಂತ್ರಕ,ఆటోమేషన్ ఫ్రీక్వెన్సీ కంట్రోలర్
ಸಹಾಯಕ,సహాయక
ಸಹಾಯಕ ಆಡಿಯೊ ಬಸ್,సహాయక ఆడియో బస్సు
ಲಭ್ಯವಿರುವ ಶಕ್ತಿ,అందుబాటులో ఉన్న శక్తి
ಹಿಮಪಾತ ಸ್ಥಗಿತ,హిమపాతం విచ్ఛిన్నం
ಸರಾಸರಿ ಜೀವನ,సగటు జీవితం
ಸರಾಸರಿ ಒತ್ತಡ,సగటు పీడనం
ಸರಾಸರಿ ವೇಗ,సగటు వేగం
ಸ್ಪಿನ್ ನ ಅಕ್ಷ,స్పిన్ యొక్క అక్షం
ಅಜಿಮತ್,అజిముత్
ಅಜಿಮತ್ ಕೋನ,అజిముత్ కోణం
ಅಜಿಮುತ್ ದೋಷ,అజిముత్ లోపం
ಬ್ಯಾಕ್ ಲೈಟ್,బ్యాక్ లైట్
ಬ್ಯಾಕ್ ಪ್ರೊಜೆಕ್ಷನ್,బ్యాక్ ప్రొజెక్షన్
ಹಿಂದಿನ ವೋಲ್ಟೇಜ್ (= ರಿವರ್ಸ್ ವೋಲ್ಟೇಜ್),వెనుక వోల్టేజ్ (= రివర్స్ వోల్టేజ్)
ಬ್ಯಾಕ್‌ಫೈರ್ (ಆರ್ಕ್ ಬ್ಯಾಕ್),బ్యాక్‌ఫైర్ (ఆర్క్ బ్యాక్)
ಹಿನ್ನೆಲೆ ಬೆಳಕು,నేపథ్య కాంతి
ಹಿನ್ನೆಲೆ ಶಬ್ದ,వెనుకవైపు శబ్ధం
ಹಿನ್ನೆಲೆ,నేపథ్య ప్రొజెక్షన్
ಬಾಗುತ್ತಾ ಹೋಗು,బ్యాకప్
ಅಡ್ಡಿ,అడ్డుపడే
ಕಪಾಟಿ,బేకింగ్
ಸಮತೋಲಿತ ಆಡಿಯೊ,సమతుల్య ఆడియో
ಸಮತೋಲಿತ ಆಡಿಯೊ ಮಾರ್ಗ,సమతుల్య ఆడియో లైన్
ಸಮತೋಲಿತ ಪ್ರಸರಣ ಮಾರ್ಗ,సమతుల్య ప్రసార రేఖ
ಸಮತೋಲನ,బ్యాలెన్సింగ్
ನಿಲುಗಡೆ,బ్యాలస్ట్
ನಿಲುಗಡೆ,బ్యాలస్ట్ కారకం
ಬಲೂನ,బలున్
ಬಂಡಿ,బ్యాండ్
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,బ్యాండ్ పాస్ ఫిల్టర్
ತಂಡದ ತಂಡ,బ్యాండ్ సెలెక్టర్
ಬ್ಯಾಂಡ್ ವಿಭಜನೆ,బ్యాండ్ విభజన
ಬ್ಯಾಂಡ್ ಸ್ಟಾಪ್ ಫಿಲ್ಟರ್,బ్యాండ్ స్టాప్ ఫిల్టర్
ಬ್ಯಾಂಡ್ ಸ್ವಿಚ್,బ్యాండ్ స్విచ్
ಬ್ಯಾಂಡ್ ಟ್ಯೂನಿಂಗ್,బ్యాండ్ ట్యూనింగ్
ಬಂಡಿಡಿ,బ్యాండ్‌విడ్త్
ಗಡಿ,బార్
ಪಾಂಡಿತ್ಯ,బార్ కోడ్
ಬಾರ್ -ಡೇಟಾ,బార్ డేటా
ಬರಿ ಬ್ಯಾಂಡ್,బేర్ బ్యాండ్
ಬರಿ ದೀಪ,బేర్ లాంప్
ಕೊಟ್ಟಿಗೆ ಬಾಗಿಲು,బార్న్ డోర్
ಬೇಸ್ ಬಂಡಿ,బేస్ బ్యాండ్
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಸಂಕೇತ,బేస్ బ్యాండ్ సిగ్నల్
ಬೇಸ್ ಬ್ಯಾಂಡ್ ವ್ಯವಸ್ಥೆ,బేస్ బ్యాండ్ వ్యవస్థ
ಬೇಸ್ ಬ್ರೌಸಿ,బేస్ బ్రౌజర్
ಬೇಸ್ ಕಲೆಕ್ಟರ್ ಜಂಕ್ಷನ್,బేస్ కలెక్టర్ జంక్షన్
ಬೇಸ್ ನಿರೋಧಕ,బేస్ ఇన్సులేటర్
ಬಾವಲಿ,బాస్
ಬಾಸ್ ಪರಿಹಾರ,బాస్ పరిహారం
ಬಾಸ್ ಧ್ವನಿವರ್ಧಕ (ವೂಫರ್),బాస్ లౌడ్‌స్పీకర్ (వూఫర్)
ಜರಡಿ ಸ್ಕ್ಯಾನಿಂಗ್,బ్యాచ్ స్కానింగ్
ಬ್ಯಾಟರಿ ಚಾರ್ಜಿಂಗ್,బ్యాటరీ ఛార్జింగ్
ಕಿರಣ,బీమ్
ಹೊಡೆ,బీట్
ಬೀಟ್ ಆವರ್ತನ ಆಂದೋಲಕ,బీట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
ಬೆಳ್ಳೆ,బెల్
ಪಕ್ಷಪಾತ,బయాస్
ಪಕ್ಷಪಾತ ಸರ್ಕ್ಯೂಟ್,బయాస్ సర్క్యూట్
ಪಕ್ಷಪಾತ ಆವರ್ತನ,బయాస్ ఫ్రీక్వెన్సీ
ಪಕ್ಷಪಾತ ವಾತಾವರಣ,బయాస్ వోల్టేజ్
ಫಾರ್ವರ್ಡ್ ದಿಕ್ಕಿನಲ್ಲಿ ಪಕ್ಷಪಾತ,ఫార్వర్డ్ దిశలో పక్షపాతం
ದ್ವಿ-ದಿಕ್ಕಿನ ಮೈಕ್ರೊಫೋನ್,ద్వి-దిశాత్మక మైక్రోఫోన్
ಬಿಡಿ ಹಲಗೆ,బిల్‌బోర్డ్
ಬಿಲ್ಬೋರ್ಡ್ ಅಪ್ಲಿಕೇಶನ್,బిల్‌బోర్డ్ అప్లికేషన్
ದ್ವಿ-ರೂಪಕ ಅಂಶ,ద్వి-మెటాలిక్ మూలకం
ಬೈನರಿ,బైనరీ
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,బైనరీ కోడెడ్ దశాంశం
ಬೈನರಿ ಅಂಕೆ (ಬಿಟ್),బైనరీ అంకెలు
ಬೈನರಿ ಸಂಖ್ಯೆ,బైనరీ సంఖ్య
ಬೈನೌರಲ್ ವಿಚಾರಣೆ,బైనరల్ హియరింగ్
ಜೈಲು ಪ್ರದೇಶದ,బైనాక్యులర్
ಬಯೋಕಾಲಕ,బయోమెట్రిక్
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,బైపోలార్ ట్రాన్సిస్టర్
ಬಿಟ್ ಹಂಚಿಕೆ,బిట్ కేటాయింపు
ಬಿಟ್ ದರ,బిట్ రేటు
ಕಪ್ಪು ಮತ್ತು ಬಿಳಿ ಟಿವಿ,బ్లాక్ & వైట్ టీవీ
ಖಾಲಿ,ఖాళీ
ಖಾಲಿ ಮಧ್ಯಂತರ,ఖాళీ విరామం
ಖಾಲಿ ಮಟ್ಟ,బ్లాంకింగ్ స్థాయి
ಬ್ಲೀಡರ್ ಪ್ರತಿರೋಧ,బ్లీడర్ రెసిస్టెన్స్
ಮಿನುಗಿದ ಕ್ಯಾಮೆರಾ,బ్లింపెడ్ కెమెరా
ಕುರುಡು ಪ್ರಜ್ವಲಿಸುವ,బ్లైండింగ్ గ్లేర్
ಮಿಟುಕಿಸು,బ్లింక్
ಮಿಟುಕಿಸುವ,బ్లింకింగ్
ಕವಣೆ,బ్లాక్ కోడ్
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,బ్లాక్ రేఖాచిత్రం
ಬ್ಲಾಕ್ ಇಂಟರ್ಲೀವ್,బ్లాక్ ఇంటర్‌లీవ్
ಕೆಪಾಸಿಟರ್ ಅನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ,కెపాసిటర్ నిరోధించడం
ಆಂದೋಲಕವನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ,ఓసిలేటర్‌ను నిరోధించడం
ಅರಳು,బ్లూమ్
ಬೀಸುವ ದೀಪ,బ్లో లాంప్
ಹೊಡೆತ,బ్లో పైప్
ಚೂರು,బ్లోవర్
ಕಾಲ್ಪನಿಕ,బ్లూటూత్
ದೇಹದ ಧಾರಾವಶನ,బాడీ కెపాసిటెన్స్
ಬುಕ್‌ ಲಕ್ಷಣ,బుక్‌మార్క్
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,బూలియన్ బీజగణితం
ಹೆಚ್ಚಿಸು,బూమ్
ಹೆಚ್ಚಿಸು,బూస్ట్
ಪ್ರೌoster,బూస్టర్
ಬೂಸ್ಟರ್ ಬೆಳಕು,బూస్టర్ లైట్
ವರ್ಧಕ,బూస్టింగ్
ಬೂಟಾಟಿಕೆ,బూటింగ్
ಬೂಟಾಟಿಕೆ,బూట్స్ట్రాప్
ಕೆಳಗಡೆ,దిగువ కాంతి
ಬೌನ್ಸ್ ಲೈಟ್,బౌన్స్ లైట్
ಒಡೆಯುವುದು,విచ్ఛిన్నం
ವೋಲ್ಟೇಜ್ ಅನ್ನು ಒಡೆಯಿರಿ,వోల్టేజ్ను విచ్ఛిన్నం చేయండి
ಸೇತುವೆ ಅಂಶ,వంతెన మూలకం
ಸೇತುವೆ ಸರಿಪಡಿಸುವಿಕೆ,బ్రిడ్జ్ రెక్టిఫైయర్
ಸೇತುವೆಯ ‘ಟಿ’ ಅಟೆನ್ಯುವೇಟರ್,వంతెన ‘టి’ అటెన్యూయేటర్
ಸೇತುವೆಯ ರಚನೆ,వంతెన నిర్మాణం
ಸೇತುವೆ,బ్రిడ్జింగ్
ಆಂಪ್ಲಿಫೈಯರ್,బ్రిడ్జింగ్ యాంప్లిఫైయర్
ಸೇತುವೆ ನಷ್ಟ,వంతెన నష్టం
ಹೊಳಪು,ప్రకాశం
ಹೊಳಪು ನಿಯಂತ್ರಣ,ప్రకాశం నియంత్రణ
ಸ್ಥಿರವಾದ,పెళుసు
ಸ್ಥಿರವಾದ ವಸ್ತು,పెళుసైన పదార్ధం
ಪ್ರಸಾರ,బ్రాడ్‌బ్యాండ్
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವರ್ಧಕ,బ్రాడ్‌బ్యాండ్ యాంప్లిఫైయర్
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ಐಎಸ್‌ಡಿಎನ್,బ్రాడ్‌బ్యాండ్ ISDN
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವ್ಯವಸ್ಥೆಯ,బ్రాడ్‌బ్యాండ్ వ్యవస్థ
ಪ್ರಸಾರ ಮತ್ತು ಸಂವಹನ ತಂತ್ರಜ್ಞಾನ,ప్రసార మరియు కమ్యూనికేషన్ టెక్నాలజీ
ಪ್ರಸಾರ ಪ್ರಸಾರ,ప్రసార కవరేజ్
ಪ್ರಸಾರ ರಿಸೀವರ್,ప్రసార రిసీవర్
ಪ್ರಸಾರ ಸೇವಾ ಯೋಜನೆ,ప్రసార సేవా ప్రణాళిక
ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್,ప్రసార ట్రాన్స్మిటర్
ಪ್ರಸಾರಕ,బ్రాడ్‌కాస్టర్
ಪ್ರಸಾರ,ప్రసారం
ಪ್ರಸಾರ ಕೇಂದ್ರ,బ్రాడ్కాస్టింగ్ స్టేషన్
ಒಡೆದ,విరిగింది
ಬ್ರೌಸರ್,బ్రౌజర్
ಉಜ್ಜುವುದು,బ్రౌజింగ్
ಗುಂಡು,బుడగ
ಬಫಲು,బఫర్
ಬಫರ್ ವರ್ಧಕ,బఫర్ యాంప్లిఫైయర్
ಬಫುರಿ,బఫర్ ట్యూబ్
ಬಗೆಗಿನ,బగ్
ಅಂತರ್ಗತ ಆಂಟೆನಾ,అంతర్నిర్మిత యాంటెన్నా
ಬರ್ದಿ,బర్నర్
ಸುಟ್ಟುಹೋಗುವುದು,బర్నింగ్
ಸ್ಫೋಟಕ ದೋಷ,పేలుడు లోపం
ಬರ್ಸ್ಟ್ ಒಳಸೇರಿಸುವಿಕೆಯ ನಾಡಿ,పేలుడు చొప్పించే పల్స్
ಬರ್ಸ್ಟ್ ಹಂತ,పేలుడు దశ
ಬೂಸು,బస్సు
ಉದ್ಯಮ ಚತುರತೆ,వ్యాపార నైపుణ్యం
ಬಜಣಸು,బజర్
ಬೈಪಾಸ್,పాస్ ద్వారా
ಹಾದುಹೋಗುವ ಮೂಲಕ,ఉత్తీర్ణత ద్వారా
ಬೈಪಾಸ್ ಕಂಡೆನ್ಸರ್,బైపాస్ కండెన్సర్
ಸಿ,సి
ಸಿ+ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಭಾಷೆ,సి+ప్రోగ్రామింగ్ భాష
ಸಂಚಾರಿ,క్యాబినెట్
ಕೇಬಲ್,కేబుల్
ಕೇಬಲ್ ಸಂಯುಕ್ತ,కేబుల్ సమ్మేళనం
ಕೇಬಲ್ ಸಮೀಕರಣ,కేబుల్ ఈక్వలైజేషన్
ಕೇಬಲ್ ನಷ್ಟ,కేబుల్ నష్టం
ಸಂಗ್ರಹ,కాష్
ಷಚ,కాషింగ్
ಕೋಶಕ ಕೋಶ,కాడ్మియం సెల్
ಲೆಕ್ಕಾಚಾರ ಮಾಡುವುದು ಯಂತ್ರ,మెషీన్ లెక్కిస్తోంది
ಲೆಕ್ಕಾಚಾರ,లెక్కింపు
ಕ್ಯಾಲ್ಕುಲೇಟರ್,కాలిక్యులేటర్
ಅಳಿಸು,క్రమాంకనం
ಚಕಮಕಿ,కాలిపర్స్
ಕ್ಯಾಲೋರಿಮೀಟರ್,కేలరీమీటర్
ಕ್ಯಾಮ್‌ಕಾರ್ಗೆ,క్యామ్‌కార్డర్
ಕ್ಯಾಮೆರಾ,కెమెరా
ಕ್ಯಾಮೆರಾ ಜೋಡಣೆ,కెమెరా అమరిక
ಕ್ಯಾಮೆರಾ ದ್ಯುತಿರಂಧ್ರ,కెమెరా ఎపర్చరు
ಕ್ಯಾಮೆರಾ ವ್ಯಾಪ್ತಿ,కెమెరా కవరేజ్
ಕ್ಯಾಮೆರಾ ಶ್ರೇಣಿ,కెమెరా లైనప్
ಕ್ಯಾಮೆರಾ ಟ್ಯೂಬ್,కెమెరా ట్యూబ్
ಮೇಲಾವರಣ,పందిరి
ಸಾಮರ್ಥ್ಯ,సామర్ధ్యం
ಧಾರ್ಮಿಕತೆ,కెపాసిటెన్స్
ಕೆಪರಿಟಿವ್ ಹೊರೆ,కెపాసిటివ్ లోడ్
ಕೆಪ್ಪೆಯುಳ್ಳ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕತೆ,కెపాసిటివ్ రియాక్టెన్స్
ಕಂದಕ,కెపాసిటర్
ಕೆಪಾಸಿಟರ್ ಇನ್ಪುಟ್ ಫಿಲ್ಟರ್,కెపాసిటర్ ఇన్పుట్ ఫిల్టర్
ಸಾಮರ್ಥ್ಯ,సామర్థ్యం
ಬಿರಡೆ,క్యాప్సూల్
ಶೀರ್ಷಿಕೆ,శీర్షిక
ಸೆರೆಹಿಡಿಯುವ ಪರಿಣಾಮ,సంగ్రహ ప్రభావం
ಚೀಟಿ,కార్డు
ಹೃದಯದ,కార్డియోయిడ్
ಹೃದಯಪ್ರಮೀತಿ,కార్డియోయిడ్ మైక్రోఫోన్
ವಾಹಕ,క్యారియర్
ವಾಹಕ ಆವರ್ತನ,క్యారియర్ ఫ్రీక్వెన్సీ
ವಾಹಕ ಆವರ್ತನ ಶಿಫ್ಟ್,క్యారియర్ ఫ్రీక్వెన్సీ షిఫ్ట్
ವಾಹಕ ಶಕ್ತಿ,క్యారియర్ శక్తి
ವಾಹಕ ಸೆನ್ಸ್ ಸಿಗ್ನಲ್,క్యారియర్ సెన్స్ సిగ్నల్
ವಾಹಕ ಸೂಕ್ಷ್ಮತೆ,క్యారియర్ సున్నితత్వం
ವಾಹಕ ಪ್ರತ್ಯೇಕತೆ,క్యారియర్ విభజన
ವಾಹಕ ಶಿಖರ,క్యారియర్ షిఫ్ట్
ವಾಹಕ ಅಂತರ,క్యారియర్ స్పేసింగ్
ವಾಹಕ ನಿಗ್ರಹ,క్యారియర్ అణచివేత
ವಾಹಕ ತರಂಗ,క్యారియర్ వేవ్
ಕಾರ್ಟ್ರಿಡ್ಜ್,గుళిక
ಕೆತ್ತನೆ,చెక్కడం
ಕಸಾಯಿಖಾನೆ,క్యాస్కేడ్
ಸರ್ಕ್ಯೂಟ್,క్యాస్కేడ్ సర్క్యూట్
ಕ್ಯಾಸೆಲೆ,క్యాసెట్
ಎರಕಹೊಯ್ದ ಕಬ್ಬಿಣದ,తారాగణం ఇనుము
ಬಿಂಚು,కాస్టింగ్
ಪಟ್ಟಿ,జాబితా
