Bengali,Assamese
সক্রিয় গ্রহণ,সক্ৰিয় গ্ৰহণ
কার্যকলাপ সহগ*,কাৰ্য্যকলাপ সহগ*
কার্যকলাপ সূচক,কাৰ্য্যকলাপ সূচকাংক
কার্যকলাপ অনুপাত,কাৰ্য্যকলাপৰ অনুপাত
কার্যকলাপ ভেক্টর,কাৰ্য্যকলাপ ভেক্টৰ
বাস্তব মনিটর,প্ৰকৃত মনিটৰ
প্রকৃত চাপ,প্ৰকৃত মানসিক চাপ
ট্রিগার করতে,ট্ৰিগাৰ কৰা
জন্মদাতা,উৎপত্তিকাৰী
জন্মদাতা,উৎপত্তিকাৰী
acuityometer,acuityometer
শ্রবণ তীক্ষ্ণতা,শ্ৰৱণ ক্ষমতা
ছবির তীক্ষ্ণতা মান,ফটো তীক্ষ্ণতা মূল্য
তীব্র কোণ,তীব্ৰ কোণ
ফিসফিস,ফুচফুচাই কোৱা
তীব্র ত্রিভুজ,তীব্ৰ ত্ৰিভুজ
অ্যাসাইক্লিক,অচক্ৰীয়
অপ্টিমাইজেশান অ্যাপ্লিকেশন,অনুকূলন প্ৰয়োগ
অপ্টিমাইজ করা অবস্থা,অনুকূলিত অৱস্থা
অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা,অভিযোজিত নিয়ন্ত্ৰণ ব্যৱস্থা
অ্যাডাপ্টোমিটার,এডাপ্টোমিটাৰ
অ্যাডকক অ্যান্টেনা,এডকক এন্টেনা
যোগফল,সামৰণিত
সংকলন সময়,সংকলনৰ সময়
সংকলন-বিয়োগের সময়,সংকলন-বিয়োগ সময়
যোগকারী,adder
"যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)","যোগফল, যোগ, যোগফল (ed.), যোগ (v.)"
যোগ ধ্রুবক,যোগ ধ্ৰুৱক
ত্বরণ-সমষ্টি নিয়ম,ত্বৰণ-যোগফল নিয়ম
দূরত্ব-সমষ্টি নিয়ম,দূৰত্ব-যোগফল নিয়ম
বেগ-সমষ্টি নিয়ম,বেগ-যোগফল নিয়ম
ভেক্টরের সমষ্টি,ভেক্টৰৰ যোগফল
সংগ্রহ প্রতিক্রিয়া,সংগ্ৰহ বিক্ৰিয়া
অতিরিক্ত মেঝে,অতিৰিক্ত মজিয়া
"সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)","সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)"
"additive, additive","যোগকৰণ, যোগকৰণ"
সংযোজন ব্যবস্থা,যোগকৰণ ব্যৱস্থা
যৌগিক অক্ষর,সংমিশ্ৰিত আখৰ
সামগ্রিক অক্ষর প্রক্রিয়া,সৰ্বমুঠ আখৰ প্ৰক্ৰিয়া
সংযোজন পরিপূরক রঙ,যোগকৰণৰ পৰিপূৰক ৰং
additive ধ্রুবক,যোগকৰণ ধ্ৰুৱক
সংযোজন ট্র্যাকশন,যোগকৰণ ট্ৰেকচন
সংযোজন প্রভাব,যোগকৰণ প্ৰভাৱ
সংযোজন ফ্যাক্টর,যোগকৰণ কাৰক
সংযোজন ফাংশন,যোগকৰণ কাৰ্য্য
সংযোজন মিশ্রণ,যোগকৰণৰ মিশ্ৰণ
সংযোজক মূল,যোগকৰণৰ মূল
সংযোজন প্রক্রিয়া,যোগকৰণ প্ৰক্ৰিয়া
যোগযোগ্যতা,যোগযোগ্যতা
সংযোজন কোয়ান্টাম সংখ্যা,যোগকৰণ কোৱাণ্টাম সংখ্যা
সংগ্রহ প্রতিক্রিয়া,সংগ্ৰহ বিক্ৰিয়া
যোগযোগ্যতা,যোগযোগ্যতা
aditron,aditron
জানি*,ঠিকনা*
ঠিকানা গণনা,ঠিকনা গণনা
ঠিকানা,ঠিকনা
ঠিকানা এনক্রিপশন,ঠিকনা এনক্ৰিপচন
ঠিকানা অভিব্যক্তি,ঠিকনা প্ৰকাশ
ঠিকানাযোগ্যতা,ঠিকনাযোগ্যতা
ঠিকানার অংশ,ঠিকনা বাৰ
ঠিকানা আলো,ঠিকনা পোহৰ
ঠিকানা পরিবর্তন,ঠিকনা সলনি কৰা
পতনশ,পতনশ
ঠিকানা রেজিস্টার,ঠিকনা পঞ্জীয়ন
ঠিকানা নির্বাচন সুইচ,ঠিকনা নিৰ্বাচন চুইচ
ঠিকানা সাজানোর টেবিল,ঠিকনা সজাই পৰাই তোলা টেবুল
সম্বোধন,সম্বোধন কৰা
adresograph,এড্রেছ&#39;গ্ৰাফ
ঠিকানা সিস্টেম,ঠিকনা ব্যৱস্থাপ্ৰণালী
আনুগত্য,আঠাযুক্ততা
আনুগত্য চাপ,আঠাযুক্ত চাপ
আঠালো শক্তি,আঠাযুক্ত শক্তি
আঠালো ব্লকিং,আঠাযুক্ত ব্লক কৰা
adiabat,আদিয়াবাট
adiabatic,adiabatic
adiabatic ত্বরণ,এডিয়াবেটিক ত্বৰণ
adiabatic অনুমান,এডিয়াবেটিক আনুমানিককৰণ
adiabatic ভলিউম সহগ,এডিয়াবেটিক আয়তন সহগ
adiabatic থার্মোমিটার,এডিয়াবেটিক থাৰ্মোমিটাৰ
adiabatic পরিবর্তন,এডিয়াবেটিক পৰিৱৰ্তন
"adiabatic চার্ট, adiabatic চার্ট","এডিয়াবেটিক চাৰ্ট, এডিয়াবেটিক চাৰ্ট"
adiabatic কম্প্রেসিবিলিটি,এডিয়াবেটিক সংকোচন ক্ষমতা
adiabatic কম্প্রেশন,এডিয়াবেটিক কম্প্ৰেছন
adiabatic গর্ভনিরোধক,এডিয়াবেটিক গৰ্ভনিৰোধক
adiabatic কুলিং সীমা,এডিয়াবেটিক শীতল সীমা
adiabatic বক্ররেখা,এডিয়াবেটিক বক্ৰ
adiabatic বিকৃতি,এডিয়াবেটিক বিকৃতি
adiabatic demagnetization,এডিয়াবেটিক বিচুম্বকীয়কৰণ
adiabatic রেজল্যুশন,এডিয়াবেটিক ৰিজ&#39;লিউচন
adiabatic স্থানচ্যুতি,এডিয়াবেটিক বিচ্যুতি
adiabatic প্রভাব,এডিয়াবেটিক ইফেক্ট
adiabatic স্থিতিস্থাপকতা,এডিয়াবেটিক ইলাষ্টিকতা
adiabatic ellipsoid,এডিয়াবেটিক এলিপছয়ড
adiabatic পূর্ণ-তাপ ক্ষতি,adiabatic পূৰ্ণ-তাপ ক্ষতি
adiabatic সমীকরণ,এডিয়াবেটিক সমীকৰণ
adiabatic রাষ্ট্র সমীকরণ,এডিয়াবেটিক অৱস্থা সমীকৰণ
adiabatic ভারসাম্য তাপমাত্রা,এডিয়াবেটিক ভাৰসাম্য উষ্ণতা
adiabatic ভারসাম্য,এডিয়াবেটিক ভাৰসাম্য
adiabatic স্প্রেড,adiabatic বিস্তাৰ
adiabatic শিখা তাপমাত্রা,এডিয়াবেটিক শিখাৰ উষ্ণতা
adiabatic প্রবাহ,এডিয়াবেটিক প্ৰবাহ
adiabatic উচ্চারণ,adiabatic উচ্চাৰণ
adiabatic গ্যাস সমীকরণ,এডিয়াবেটিক গেছ সমীকৰণ
adiabatic গ্রেডিয়েন্ট,এডিয়াবেটিক গ্ৰেডিয়েন্ট
adiabatic তাপ ক্ষতি,এডিয়াবেটিক তাপ ক্ষতি
adiabatic ionization সম্ভাব্যতা,এডিয়াবেটিক আয়নীয়কৰণ বিভৱ
adiabatic অবচয় হার,এডিয়াবেটিক মূল্য হ্ৰাসৰ হাৰ
adiabatic ভরবেগ চার্জ,এডিয়াবেটিক গতিবেগ আধান
adiabatic প্রক্রিয়া,এডিয়াবেটিক প্ৰক্ৰিয়া
adiabatic প্রতিক্রিয়া,এডিয়াবেটিক বিক্ৰিয়া
adiabatic নড়াচড়া,adiabatic খোজ
adiabatic বিকৃতি শক্তি,এডিয়াবেটিক বিকৃতি শক্তি
adiabatic শরীর,এডিয়াবেটিক বডি
adiabatic তাপ গ্রেডিয়েন্ট,এডিয়াবেটিক তাপ গ্ৰেডিয়েণ্ট
adiabatic abatement,&#39;এডিয়াবেটিক এবেটমেন্ট&#39;
adiabatic রূপান্তর,এডিয়াবেটিক ৰূপান্তৰ
"সালোকসংশ্লেষণ, বিকিরণ বিরোধী","সালোক সংশ্লেষণ, বিকিৰণ বিৰোধী"
তাপ অপর্যাপ্ততা,তাপৰ অপৰ্যাপ্ততা
তাপ নিরোধক,তাপ নিৰোধক
AIden,আইডেন
সংলগ্ন প্রভাব,সংলগ্নতা প্ৰভাৱ
"সংলগ্ন, সংলগ্ন, সংলগ্ন","কাষৰীয়া, কাষৰীয়া, কাষৰীয়া"
সংলগ্ন কোণ,কাষৰীয়া কোণ
