Punjabi,Bengali
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,অ্যাপ্লিকেশন ডেভেলপার
ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ,আবেদন স্তর
ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ,অ্যাপ্লিকেশন ভিত্তিক ভাষা
ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ,অ্যাপ্লিকেশন প্যাকেজ
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮ,এপ্লিকেশন প্রোগ্রাম
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,অ্যাপ্লিকেশন প্রোগ্রামিং
ਐਪਲੀਕੇਸ਼ਨ ਲੋੜੀਂਦੀ ਭਾਸ਼ਾ,অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,অ্যাপ্লিকেশন সফ্টওয়্যার
ਐਪਲੀਕ,অ্যাপ্লিক
ਲਗਭਗ ਸਿਧਾਂਤ,আনুমানিক তত্ত্ব
ਮਨਮਾਨੀ ਪਹੁੰਚ,স্বেচ্ছাসেবী অ্যাক্সেস
ਆਰਬਿਟਰੇਰੀ ਤਰਤੀਬ ਕੰਪਿ computer ਟਰ,স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার
ਆਰਬਿਟਰੇਸ਼ਨ,সালিশ
ਆਰਕੀਟੈਕਚਰ,আর্কিটেকচার
ਪੁਰਾਲੇਖ,সংরক্ষণাগার
ਖੇਤਰ ਕੋਡ,এরিয়া কোড
ਖੇਤਰ ਖੋਜ,অঞ্চল অনুসন্ধান
ਖੇਤਰ ਸੰਚਾਰ,অঞ্চল স্থানান্তর
ਖੇਤਰ ਵੇਰੀਏਬਲ,অঞ্চল পরিবর্তনশীল
ਦਲੀਲ,যুক্তি
ਆਰਗੁਮੈਂਟ ਪਤਾ,যুক্তি ঠিকানা
ਆਰਗੁਮੈਂਟ ਸੂਚੀ,যুক্তি তালিকা
ਹਿਸਾਬ ਦੀ ਹਦਾਇਤ,গাণিতিক নির্দেশ
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,গাণিতিক এবং যুক্তি ইউনিট
ਹਿਸਾਬ ਦੇ ਅਸਾਈਨਮੈਂਟ ਸਟੇਟਮੈਂਟ,গাণিতিক অ্যাসাইনমেন্ট বিবৃতি
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,গাণিতিক চেক
ਹਿਸਾਬ ਸਥਿਰ,পাটিগণিত ধ্রুবক
ਹਿਸਾਬ ਦਾ ਰੂਪਾਂਤਰਣ,গাণিতিক রূপান্তর
ਹਿਸਾਬ ਦਾ ਅੰਕੜਾ,গাণিতিক ডেটা
ਹਿਸਾਬ ਅਪਵਾਦ,পাটিগণিত ব্যতিক্রম
ਹਿਸਾਬ ਸਮੀਕਰਨ,গাণিতিক অভিব্যক্তি
ਹਿਸਾਬ ਨਿਰਧਾਰਤ ਬਿੰਦੂ,গাণিতিক স্থির পয়েন্ট
ਹਿਸਾਬ ਵਾਲੀ ਲੜੀ,পাটিগণিত শ্রেণিবিন্যাস
ਹਿਸਾਬ ਜੇ ਬਿਆਨ,বিবৃতি যদি গাণিতিক
ਹਿਸਾਬ ਦਾ ਤਰਕ,গাণিতিক যুক্তি
ਗਣਿਤ ਦੀ ਤਰਕ ਦੀ ਇਕਾਈ,গাণিতিক যুক্তি ইউনিট
ਗਣਿਤ ਦਾ ਕੰਮ,পাটিগণিত অপারেশন
ਗਣਿਤ ਦਾ ਆਪਰੇਟਰ,পাটিগণিত অপারেটর
ਹਿਸਾਬ ਓਵਰਫਲੋ,পাটিগণিত ওভারফ্লো
ਹਿਸਾਬ ਦੀ ਤਸਵੀਰ ਡਾਟਾ,গাণিতিক ছবির ডেটা
ਹਿਸਾਬ ਨਾਲ ਤਰਜੀਹ,গাণিতিক অগ্রাধিকার
ਹਿਸਾਬ ਪ੍ਰਾਇਮਰੀ ਪ੍ਰਾਇਮਰੀ,গাণিতিক প্রাথমিক
ਗਣਿਤ ਦਾ ਰਜਿਸਟਰ,গাণিতিক নিবন্ধ
ਗਣਿਤ ਦਾ ਸੰਬੰਧ,গাণিতিক সম্পর্ক
ਹਿਸਾਬ ਸਕੈਨ,গাণিতিক স্ক্যান
ਹਿਸਾਬ ਭਾਗ,গাণিতিক বিভাগ
ਹਿਸਾਬ ਦੀ ਸ਼ਿਫਟ,গাণিতিক শিফট
ਹਿਸਾਬ ਨਾਲ ਤਬਦੀਲ,গাণিতিক স্থানান্তর
ਗਣਿਤ ਦਾ ਬਿਆਨ,পাটিগণিত বিবৃতি
ਹਿਸਾਬ ਦੀ ਮਿਆਦ,গাণিতিক শব্দ
ਹਿਸਾਬ ਅੰਡਰਫਲੋ,পাটিগণিত আন্ডারফ্লো
ਹਿਸਾਬ ਇਕਾਈ,গাণিতিক ইউনিট
ਐਰੇ,অ্যারে
ਐਰੇ ਬੱਝ,অ্যারে বাউন্ড
ਐਰੇ ਕੰਪਿ computer ਟਰ,অ্যারে কম্পিউটার
ਐਰੇ ਦੀ ਪਹਿਲੂ,অ্যারে মাত্রা
ਐਰੇ ਐਲੀਮੈਂਟ,অ্যারে উপাদান
ਐਰੇ ਸਮੀਕਰਨ,অ্যারে এক্সপ্রেশন
ਐਰੇ ਦਾ ਨਾਮ,অ্যারের নাম
Structures ਾਂਚਿਆਂ ਦੀ ਐਰੇ,কাঠামোর অ্যারে
ਐਰੇ ਦੀ ਛਪਾਈ,অ্যারে প্রিন্টিং
ਐਰੇ ਪ੍ਰੋਸੈਸਿੰਗ,অ্যারে প্রসেসিং
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,অ্যারে প্রসেসর
ਕਲਾਤਮਕਤਾ ਬਿੰਦੂ,বক্তৃতা পয়েন্ট
ਨਕਲੀ ਬੋਧ,কৃত্রিম জ্ঞান
ਬਣਾਵਟੀ ਗਿਆਨ,কৃত্রিম বুদ্ধিমত্তা
ਨਕਲੀ ਭਾਸ਼ਾ,কৃত্রিম ভাষা
ਨਕਲੀ ਵੇਰੀਏਬਲ,কৃত্রিম পরিবর্তনশীল
ਆਰਟਸ ਐਪਲੀਕੇਸ਼ਨ ਡਾਟਾ ਬੈਂਕ,আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক
ਆਰਟਸ ਐਪਲੀਕੇਸ਼ਨ ਸੰਗੀਤ,আর্টস অ্যাপ্লিকেশন সংগীত
ਆਰਟਸ ਐਪਲੀਕੇਸ਼ਨ ਪੈਟਰਨ ਪੀੜ੍ਹੀ,আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন
ਚੜ੍ਹਨਾ,আরোহী
ਚੜ੍ਹਾਈ ਜਾ ਰਹੀ ਕ੍ਰਮਬੱਧ,আরোহী বাছাই
ਐਸਿਲ,Ascil
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,ASCII নিয়ন্ত্রণ চরিত্র
ASCII ਕੁੰਜੀ ਬੋਰਡ,ASCII কী বোর্ড
ਪਹਿਲੂ,দিক
ਪਹਿਲੂ ਅਤੇ,দিক এবং
ਇਕੱਠਾ ਕਰਨ ਯੋਗ,একত্রিত করা
ਇਕੱਤਰ ਕੀਤਾ ਮੂਲ,একত্রিত উত্স
ਸੰਜਮ ਦੀ ਮਿਆਦ,সময়কাল একত্রিত করুন
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,এসেম্বলার
ਅਸੁਵਿਧਾਨਕ ਨਿਰਦੇਸ਼,এসেম্বলার ডাইরেক্টিভ
ਅਸੈਂਬਲਰ ਸਹੂਲਤ,এসেম্বলার সুবিধা
ਇਕੱਠਾ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ,এসেম্বলার ভাষা
ਇਕੱਠ ਕਰਨਾ,একত্রিত
ਪੜਾਅ ਇਕੱਠਾ ਕਰਨਾ,সমাবেশ পর্ব
ਸਮਾਂ ਇਕੱਲਾ,সময় একত্রিত
ਅਸੈਂਬਲੀ,সমাবেশ
ਅਸੈਂਬਲੀ ਦੀ ਭਾਸ਼ਾ,এসেম্বলি
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ ਪ੍ਰੋਗਰਾਮਿੰਗ,অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ ਸਾਫਟਵੇਅਰ ਲਚਕਤਾ,সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা
ਅਸੈਂਬਲੀ ਦੀ ਸੂਚੀ,সমাবেশ তালিকা
ਵਿਧਾਨ ਸਭਾ ਪੜਾਅ,সমাবেশ পর্ব
ਅਸੈਂਬਲੀ ਰੁਟੀਨ,সমাবেশ রুটিন
ਅਸੈਂਬਲੀ ਦਾ ਸਮਾਂ,সমাবেশ সময়
ਅਸੈਂਬਲੀ ਯੂਨਿਟ,সমাবেশ ইউনিট
ਅਸਾਈਨਮੈਂਟ ਇੰਡੈਕਸਿੰਗ,অ্যাসাইনমেন্ট ইনডেক্সিং
ਅਸਾਈਨਮੈਂਟ ਓਪਰੇਸ਼ਨ,অ্যাসাইনমেন্ট অপারেশন
ਅਸਾਈਨਮੈਂਟ ਸਟੇਟਮੈਂਟ,নিয়োগ বিবৃতি
ਐਸੋਸੀਏਟਿਵ ਪਤਾ,সহযোগী ঠিকানা
ਐਸੋਸੀਏਟਿਵ ਐਰੇ ਰਜਿਸਟਰ,সহযোগী অ্যারে রেজিস্টার
ਐਸੋਸੀਏਟਿਵ ਕੁੰਜੀ,সহযোগী কী
ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ,সহযোগী ভাষা
ਐਸੋਸੀਏਟਿਵ ਮੈਮੋਰੀ,সহযোগী স্মৃতি
ਐਸੋਸੀਏਟਿਵ ਸਟੋਰੇਜ,সহযোগী স্টোরেজ
ਮੰਨਿਆ ਦਸ਼ਮਲਵ ਬਿੰਦੂ,দশমিক বিন্দু ধরে নেওয়া
ਅਸਮੈਟ੍ਰਿਕ ਉਪਕਰਣ,অসমমিত ডিভাইস
ਅਸਮੈਟ੍ਰਿਕ I / O,অসমমিত আই/ও
ਅਸਿੰਕਰੋਨਸ,অ্যাসিঙ্ক্রোনাস
ਅਸਿੰਕਰੋਨਸ ਕੰਪਿਟਰ,অ্যাসিঙ্ক্রোনাস কম্পিউটার
ਅਸਿੰਕਰੋਨਸ ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার
ਅਸਿੰਕਰੋਨਸ ਡੇਟਾ ਸੰਚਾਰ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন
ਅਸਿੰਕਰੋਨਸ ਉਪਕਰਣ,অ্যাসিঙ্ক্রোনাস ডিভাইস
ਅਸਿੰਕਰੋਨਸ ਓਪਰੇਸ਼ਨ,অ্যাসিঙ্ক্রোনাস অপারেশন
ਅਸਿੰਕਰੋਨਸ ਸਿਗਨਲਿੰਗ,অ্যাসিঙ্ক্রোনাস সিগন্যালিং
ਅਸਿੰਕਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ,অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং
ਅਸਿੰਕਰੋਨਸ ਸੰਚਾਰ,অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন
ਅਸਿੰਕਰੋਨਸ ਕੰਮ ਕਰਨਾ,অ্যাসিঙ্ক্রোনাস ওয়ার্কিং
ਅਟੁੱਟ ਪ੍ਰਕਿਰਿਆ,সংযুক্ত প্রক্রিয়াজাতকরণ
ਨੱਥੀ ਸੋਧੀ,সংযুক্ত প্রসেসর
ਜੁੜੇ ਸਹਾਇਤਾ ਪ੍ਰੋਸੈਸਰ,সংযুক্ত সমর্থন প্রসেসর
ਚਲਾਇਆ ਕਾਰਵਾਈ,অপারেশন উপস্থিত
ਟ੍ਰੇਲ ਪ੍ਰਿੰਟਰ ਪੜ੍ਹਿਆ,ট্রেল প্রিন্টারে অংশ নিয়েছেন
ਧਿਆਨ ਪਰਿਵਰਤਨ,মনোযোগ বাধা
ਧਿਆਨ ਕੁੰਜੀ,মনোযোগ কী
ਪਟੀਸ਼ਨ,মনোযোগ
ਅਟੁੱਟ ਨਿਰੰਤਰ,অবিচ্ছিন্ন ধ্রুবক
ਪਟੀਸ਼ਨ ਵਿਗਾੜ,মনোযোগ বিকৃতি
ਅਟਥਿਏਸ਼ਨ ਬਰਾਬਰੀ,মনোযোগ সমতুল্য
Attetuator,অ্যাটেনুয়েটর
ਗੁਣ,বৈশিষ্ট্য
ਆਡੀਅਲ ਅਲਾਰਮ,শ্রাবণ অ্যালার্ম
ਆਡੀਓ ਕੈਸੇਟ,অডিও ক্যাসেট
ਆਡੀਓ ਪੁੱਛਗਿੱਛ,অডিও তদন্ত
ਆਡੀਓ ਲਾਈਨ,অডিও লাইন
ਆਡੀਓ ਜਵਾਬ,অডিও প্রতিক্রিয়া
ਆਡੀਓ ਜਵਾਬ ਸੁਨੇਹਾ,অডিও প্রতিক্রিয়া বার্তা
ਆਡੀਓ ਜਵਾਬ ਇਕਾਈ,অডিও প্রতিক্রিয়া ইউনিট
ਆਡੀਓਟਾ ਸਟੋਰੇਜ ਯੂਨਿਟ,অডিওটেপ স্টোরেজ ইউনিট
"ਆਡੀਓ ਟੈਲੀਕਾਮ, ਲਾਈਨ",অডিও টেলিযোগাযোগ লাইন
ਆਡੀਓ ਟਰਮੀਨਲ,অডিও টার্মিনাল
ਆਡਿਟ ਕਮਾਂਡ ਭਾਸ਼ਾ,অডিট কমান্ড ভাষা
ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ,অডিট প্রোগ্রামিং
ਆਡਿਟ ਟ੍ਰੇਲ,নিরীক্ষা পথ
ਨਾਜਿਟ,অগেন্ড
ਵਧ,অগমেন্ট
Ug ਗਸਮੈਨਟਰ,অগমেন্টার
ਲੇਖਕ,লেখক
ਲੇਖਕ,অনুমোদন
ਲੇਖਕ,অনুমোদন ব্যবস্থা
ਅਧਿਕਾਰ,কর্তৃপক্ষ
ਅਧਿਕਾਰ ਕੋਡ,অনুমোদন কোড
ਅਧਿਕਾਰਤ ਲਾਇਬ੍ਰੇਰੀ,অনুমোদিত গ্রন্থাগার
ਅਧਿਕਾਰਤ ਪ੍ਰੋਗਰਾਮ,অনুমোদিত প্রোগ্রাম
ਅਧਿਕਾਰਤ ਪ੍ਰੋਗਰਾਮ ਦੀ ਸਹੂਲਤ,অনুমোদিত প্রোগ্রাম সুবিধা
ਆਟੋ ਐਬਸਟ੍ਰੈਕਟ,অটো অ্যাবস্ট্রাক্ট
ਆਟੈਨਸਵਰ,স্বয়ংক্রিয় উত্তর
ਆਟੋ ਬੂਟਿੰਗ,অটো বুটিং
ਆਟੋ ਬਾਈਪਾਸ,অটো বাইপাস
ਆਟੋ ਕਾਲ (= ਆਟੋਮੈਟਿਕ ਕਾਲਿੰਗ),অটো কল (= স্বয়ংক্রিয় কলিং)
ਆਟੋ ਕੋਡਰ,অটো কোডার
ਆਟੋ ਡਾਇਲ,স্বয়ংক্রিয় কল
ਆਟੋਫਲੋ,অটোফ্লো
ਆਟੋ ਇੰਡੈਕਸ,অটো সূচক
ਆਟੋ ਇੰਡੈਕਸਡ ਐਡਰੈੱਸ,অটো ইনডেক্সড অ্যাড্রেসিং
ਆਟੋਮੈਟਾ,অটোমেটা
ਆਟੋਮਟਾ ਸਿਧਾਂਤ,অটোমেটা তত্ত্ব
ਆਟੋਮੈਟਾ ਕਿਸਮ,অটোমেটা টাইপ
ਸਵੈਚਾਲਤ ਬਾਈਬਲੀਓਗ੍ਰਾਫੀ,স্বয়ংক্রিয় গ্রন্থপঞ্জি
ਆਟੋਮੈਟਿਕ ਡੇਟਾ ਮਾਧਿਅਮ,স্বয়ংক্রিয় ডেটা মিডিয়াম
ਆਟੋਮੈਟਿਕ ਡਿਕਸ਼ਨਰੀ,স্বয়ংক্রিয় অভিধান
ਸਵੈਚਾਲਿਤ ਸ਼ਬਦਾਵਲੀ,স্বয়ংক্রিয় শব্দকোষ
ਆਟੋਮੈਟਿਕ ਤਰਕ ਚਿੱਤਰ,স্বয়ংক্রিয় লজিক ডায়াগ্রাম
ਸਵੈਚਾਲਤ ਪ੍ਰਬੰਧਨ,স্বয়ংক্রিয় ব্যবস্থাপনা
ਸਵੈਚਾਲਤ ਉਤਪਾਦਨ ਪ੍ਰਬੰਧਨ,স্বয়ংক্রিয় উত্পাদন ব্যবস্থাপনা
ਆਟੋਮੈਟਿਕ ਸਟਾਕ ਕੰਟਰੋਲ,স্বয়ংক্রিয় স্টক নিয়ন্ত্রণ
ਆਟੋਮੈਟਿਕ ਐਬਸਟਰੈਕਟ,স্বয়ংক্রিয় বিমূর্ত
ਆਟੋਮੈਟਿਕ ਐਬਸਟਰੈਕਟਿੰਗ,স্বয়ংক্রিয় বিমূর্ততা
ਆਪਣੇ ਆਪ ਹੀ ਪ੍ਰੋਗਰਾਮ ਕੀਤੇ ਉਪਕਰਣ,স্বয়ংক্রিয়ভাবে প্রোগ্রাম করা সরঞ্জাম
ਆਟੋਮੈਟਿਕ ਜਵਾਬ,স্বয়ংক্রিয় উত্তর
ਆਟੋਮੈਟਿਕ ਕਾਲ ਵਿਤਰਕ,স্বয়ংক্রিয় কল বিতরণকারী
ਆਟੋਮੈਟਿਕ ਕਾਲਿੰਗ,স্বয়ংক্রিয় কলিং
ਆਟੋਮੈਟਿਕ ਚੈੱਕ,স্বয়ংক্রিয় চেক
ਆਟੋਮੈਟਿਕ ਕੋਡਿੰਗ,স্বয়ংক্রিয় কোডিং
ਆਟੋਮੈਟਿਕ ਕੰਪਿ uting ਟਿੰਗ,স্বয়ংক্রিয় কম্পিউটিং
ਆਟੋਮੈਟਿਕ ਕੰਪਿ uting ਟਿੰਗ ਇੰਜਣ,স্বয়ংক্রিয় কম্পিউটিং ইঞ্জিন
ਆਟੋਮੈਟਿਕ ਨਿਰੰਤਰ,স্বয়ংক্রিয় ধ্রুবক
ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ,স্বয়ংক্রিয় নিয়ন্ত্রণ ইঞ্জিনিয়ারিং
ਆਟੋਮੈਟਿਕ ਡੇਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,স্বয়ংক্রিয় ডেটা প্রসেসিং
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਸਿਸਟਮ,স্বয়ংক্রিয় ডেটা প্রসেসিং সিস্টেম
ਆਟੋਮੈਟਿਕ ਦਸ਼ਮਲਵ ਅਨੁਕੂਲਤਾ,স্বয়ংক্রিয় দশমিক প্রান্তিককরণ
ਆਟੋਮੈਟਿਕ ਡਾਇਲਿੰਗ ਯੂਨਿਟ,স্বয়ংক্রিয় ডায়ালিং ইউনিট
ਆਟੋਮੈਟਿਕ ਡਿਕਸ਼ਨਰੀ,স্বয়ংক্রিয় অভিধান
ਆਟੋਮੈਟਿਕ ਬਰਾਬਰੀ,স্বয়ংক্রিয় সমতা
ਆਟੋਮੈਟਿਕ ਐਰਰ ਸੁਧਾਰ,স্বয়ংক্রিয় ত্রুটি সংশোধন
ਆਟੋਮੈਟਿਕ ਫੀਡ ਪੰਚ,স্বয়ংক্রিয় ফিড পাঞ্চ
ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ,স্বয়ংক্রিয় ফাংশন
ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ,স্বয়ংক্রিয় সূচক
ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ,স্বয়ংক্রিয় গ্রন্থাগার কল
ਆਟੋਮੈਟਿਕ ਸੁਨੇਹਾ ਲੇਖਾ,স্বয়ংক্রিয় বার্তা অ্যাকাউন্টিং
ਆਟੋਮੈਟਿਕ ਨੰਬਰ ਪਛਾਣ,স্বয়ংক্রিয় সংখ্যা সনাক্তকরণ
ਆਟੋਮੈਟਿਕ ਪੇਜੇਸ਼ਨ,স্বয়ংক্রিয় পৃষ্ঠা
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,স্বয়ংক্রিয় প্রোগ্রামিং
ਆਟੋਮੈਟਿਕ ਪੰਚ,স্বয়ংক্রিয় পাঞ্চ
ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ,স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম
ਆਟੋਮੈਟਿਕ ਦੁਹਰਾਉਣ ਦੀ ਬੇਨਤੀ,স্বয়ংক্রিয় পুনরাবৃত্তি অনুরোধ
ਆਟੋਮੈਟਿਕ ਰੀਸਟਾਰਟ,স্বয়ংক্রিয় পুনঃসূচনা
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,স্বয়ংক্রিয় রুটিন
ਆਟੋਮੈਟਿਕ ਸਰਬੋਤਮ,স্বয়ংক্রিয় সিকোয়েন্সিং
ਆਟੋਮੈਟਿਕ ਕ੍ਰਮਵਾਰ ਕਾਰਵਾਈ,স্বয়ংক্রিয় ক্রমিক অপারেশন
ਆਟੋਮੈਟਿਕ ਸਟਾਪ,স্বয়ংক্রিয় স্টপ
