Kannada,Marathi
ಪ್ರತಿಕಾಯ,प्रतिपिंडे
ಪ್ರತಿಕಾಯ ದಂಪತಿಗಳು,अँटीबॉडी जोडपे
ಪ್ರತಿಕಾಯ ಮಧ್ಯಸ್ಥ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ,प्रतिपिंडे मध्यस्थ प्रतिकारशक्ती
ಪ್ರತಿಮೆಯಂಥ,अँटीकोआगुलंट
ಆಕ್ಟೊಡಾನ್ ಲೂಪ್,अँटीकोडॉन लूप
ಖಿನ್ನತೆ -ತತ್ವ,प्रतिरोधक
ಆಂಟಿಡಿಯುರೆಟಿಕ್ ಹಾರ್ಮೋನ್ (ಎಡಿಎಚ್),अँटीडियुरेटिक हार्मोन (एडीएच)
ಪ್ರತಿಜನಕ ಜೀನ್,अँटीजेन जनुक
ಪ್ರತಿಜನಕ,अँटीजेन-अँटीबॉडी कॉम्प्लेक्स
ಪ್ರತಿಜನಕ ನಿರ್ಣಾಯಕ,प्रतिजैविक निर्धारक
ಪ್ರತಿಷ್ಠಿತ ಅಂಶ,विरोधी घटक
ಆವರಣಕಾರ,अँटीऑक्सिडेंट
ಆವರಣ ನ್ಯೂಕ್ಲಿಯಸ್,अँटीपोडल न्यूक्लियस
ಎಂಟರ ಆರ್‌ಎನ್‌ಎ,अँटी-सेन्स आरएनए
ಆಂಟಿವೈರಲ್ ಪ್ರೋಟೀನ್,अँटीवायरल प्रथिने
ಕಸಾಯಿಖಾನೆ,अँट्रम
ನಿರ್ದಯ,Anucleate
ಗುದ,गुद्द्वार
"ಖಿನ್ನತೆ ಮನೋರೋಗ, ಆತಂಕ, ವ್ಯಾಕುಲತೆ",चिंता डिसऑर्डर
ಮಹಾಪಧಮನಿಯ ಕಮಾನು,महाधमनी कमान
ಮಹಾಪಧಮನಿಯ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,महाधमनी गँगलियन
ಮಹಾಪಧಮನಿಯ ಸೆಮಿಲುನಾರ್ ಕವಾಟ,महाधमनी सेमीलूनर वाल्व
ಮಹಾಪಧಮನಿಯ ಕವಾಟ,महाधमनी वाल्व्ह
ಎಪಿಸಿ (ಅನಾಫೇಸ್ ಪ್ರಚಾರ ಸಂಕೀರ್ಣ),एपीसी (अनाफेस प्रोत्साहन कॉम्प्लेक्स)
ಅಪೆಲಿಕ್ ಪೂರ್ವಜ,अपीलिक पूर्वज
ಮುನಸು,Ph फिड
ಅಚ್ಚುಬಾಲಿಗೆ,Ph फ्रोडाईट
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,एपिकल वर्चस्व
ಮೇಲ್ನೋಟದ,एपिकल पॅड
ಅಪಚಲುಮನೆ,एपिकल्चर
ಎಪಿಐಎಸ್,एपीआयएस इंडिका
ಒಂದು ದೊಡ್ಡ,अप्प्लानोस्पोर
ಅಡ್ಡಿ,अप्लिसिया
ಕಣ್ಣುಹಾಯ,अपोकार्पा
ತಟ್ಟುಕ,अपोकार्पस
ಅಪೋಕಾರ್ಪಸ್ ಅಂಡಾಶಯ,अपोकार्पस अंडाशय
ಅಪೊಕ್ರೈನ್ ಗ್ರಂಥಿ,अपोक्राइन ग्रंथी
ತಿಕ್ಕಲು,अपोएन्झाइम
ಮಂಕಾದ,Apomict
ತಿಕ್ಕಲು,अपोमिक्सिस
ಮಂಕಾದ,अपोप्लाझम
ಮಂಕುಗರ,अपोप्लास्टिक मार्ग
ಅಪಶೂನ್ಯತೆ,अ‍ॅपॉप्टोसिस
ಉಪಕರಣ,उपकरणे
ಅನುಬಂಧ ಅಸ್ಥಿಪಂಜರ,परिशिष्ट सांगाडा
ಸೀಕಮ್ನ ಅನುಬಂಧ,कॅकमचे परिशिष्ट
ಆಪಲ್ ಬಸವನ,Apple पल गोगलगाय
ಜಲಚರಕ,जलचर
ಅಕ್ವಾಪೊರಿನ್,एक्वापोरिन
ಜಲಚರಗಳ,जलचर उभयचर
ಜಲಸಂಪರ್ಕ ರೂಪ,जलीय फॉर्म
ಜಲವಾಸಿ ಆವಾಸ,जलचर निवासस्थान
ಜಲವಾಸಿ ಜೀವಿ,जलीय जीव
ಜಲವಾಸಿ ಸಸ್ಯ,जलचर वनस्पती
ಜಲವಾಸಿ ಉಸಿರಾಟ,जलीय श्वसन
ಜಲೀಯ ದ್ರವ,जलीय द्रव
ಜಲೀಯ ಹುಮೂರ್,जलीय ह्यूमर
ಜಲೀಯ ಇಂಟ್ರಾ-ಸೆಲ್ಯುಲಾರ್ ದ್ರವ,जलीय इंट्रा-सेल्युलर फ्लुइड
ಜಲೀಯ ಮಾದರಿ,जलीय नमुना
ಜಲೀಯ ಪರಿಹಾರ,जलीय समाधान
ಅಕ್ವಿಲ,एक्विला
ಕೀಲಿಗೆ,अरबीडोप्सिस
ಕಸ,अराच्नीडा
ಕುಂಬಳಕಾಯಿ,अराच्नॉइड
ಅರೇನಿಯಸ್,अरेनियस
ಗುಂಡಾದ,आर्बोरेंट
ಅರ್ಬೋರ್ಸೆಂಟ್ ಲೈಕೋಪೋಡ್,आर्बोरसेंट लाइकोपॉड
ಪುರಾತತ್ವ,आर्चीबॅक्टेरिया
ಕಮಾನು,आर्चेगोनियम
ದ್ವೀಪಸಂಬಂಧಿ,द्वीपसमूह
ಆರ್ಸಿಟಿಕ್,आर्क्टिक
ಆರ್ಕ್ಟಿಕ್ ಟೆರ್ನ್,आर्क्टिक टर्न
ಆರ್ಕ್ಟಿಕ್ ಟಂಡ್ರಾ,आर्क्टिक टुंड्रा
ಹಚ್ಚೆ,आर्दिया
ಐಸೊಲಾರ್ ಅಂಗಾಂಶ,आयरोलर टिश्यू
ಅರ್ಜೆಮೊನ್ (ಮುಳ್ಳು ಗಸಗಸೆ),अर्गेमोन (काटेकोर खसखस)
ಆರ್ಜೆಮೋನ್ ಮೆಕ್ಸಿಕಾನಾ,अर्गेमोन मेक्सिकाना
ಅರ್ಜಿನೈನ್,आर्जिनिन
ಶುಷ್ಕ ಪ್ರದೇಶ,शुष्क प्रदेश
ಅರಿಸ್ಟೊಲೋಚಿಯಾಸಿಯ,अरिस्टोलोचियासी
ತೋಳು ಆಹಾರ,आर्म फीडिंग
ಸೈನ್ಯದ ಹುಳು,आर्मी किडे
ಹಳ್ಳಿಗೋಳು,एआरआयडी
ಸುವಾಸನೆ,सुगंध
ಬಂಧಕ,अरेस्टर
ಆರ್ಟೆಮಿಸಿಯಾ,आर्टेमिसिया
ಅಪಧಮನಿಯ ಸಿಸ್ಟೊಲಿಕ್,धमनी सिस्टोलिक
ಅಪಧಮನಿಯ ಕರ್ಣೀಯ,आर्टेरिओस्क्लेरोटिक
ಸ್ರವಿಸುವ,आर्थ्रोपॉड
ಸಂಧಿವಾತ,संधिवात
ಸ್ರವಿಸುವ,आर्थ्रोपोडा
ಕೀಲಿನ ಕಾರ್ಟಿಲೆಜ್,आर्टिक्युलर कूर्चा
ಉಚ್ಚಾಟನೆ ಮಾಡುವ,अभिव्यक्ती
ನಿರೂಪಿಸಿದ,स्पष्ट
ಕೃತಕ ಪೇಸ್‌ಮೇಕರ್,कृत्रिम पेसमेकर
ಕೃತಕ ಆಯ್ಕೆ,कृत्रिम निवड
ಆರ್ಟೋಕಾರ್ಪಸ್ ಹೆಟೆರೊಫಿಲಸ್,आर्टोकार्पस हेटरोफिलस
ಕಲ್ನಾರು ನಾರು,एस्बेस्टोस फायबर
ಕಲ್ನಾರು,एस्बेस्टोसिस
ಸ ೦ ತಗುಲು,एस्केरिस
ಆರೋಹಣ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ,चढत्या क्रोमॅटोग्राफी
ಹಸುರು,Ascidia
ಚಂದಾದಾರಿ,एएससीआयडीयन
ತೂರೋಲನ,एस्कोकार्प
ಅಸ್ಕುಲಗಳು,एस्कॉमीसेट्स
ಆಸ್ಕೋರ್ಬಿಕ್ ಆಮ್ಲ,एस्कॉर्बिक acid सिड
ಆಸ್ಕೋಸ್ಪೋರ್,एस्कोपोर
ಸ ೦ ಗಳು,एस्कस
ಅಸೆನ್ನಣಗೀತೆ,सेपेटेट
ಅಲೈಂಗಿಕ ಸಂತಾನೋತ್ಪತ್ತಿ,अलौकिक पुनरुत्पादन
ಅಲೈತಿಕ ಬೀಜಕ,अलौकिक बीजाणू
ಶತಾವರಿ ಸಂಶ್ಲೇಷಣೆ,शतावरी सिंथेथेस
ಶತಾವರಿ,शतावरी
ಆಸ್ಪರ್ಟಿಕ್ ಆಮ್ಲ,एस्पार्टिक acid सिड
ಆಸ್ಪರ್ಜಿಲಸ್ ನೈಜರ್,एस्परगिलस नायजर
ಕಪಟ,एस्परगिलस
ಆಸ್ಫೋಡೆಲಸ್ ಟೆನುಫೋಲಿಯಸ್,एपोडेलस टेनुइफोलियस
ಆಸ್ಪಿರಿನ್,अ‍ॅस्पिरिन
ಪರಾಕ್ರಮ,परख
ಜೋಡಣೆ,असेंब्लीज
ಏಕೀಕರಣ ದಕ್ಷತೆ,आत्मसात करण्याची कार्यक्षमता
ಒಟ್ಟುಗೂಡಿಸುವ ಮೂಲ,आत्मसात करणारे मूळ
ನೆರವಿನ ಸಂತಾನೋತ್ಪತ್ತಿ ತಂತ್ರ,सहाय्यक पुनरुत्पादक तंत्र
ಸಂಘ ಪ್ರದೇಶ,असोसिएशन क्षेत्र
ಸಹಾಯಕ ಸಹಜೀವನ,असोसिएटिव्ह सहजीवन
ವಿಂಗಡಣೆ ಮತ್ತು ಮರುಸಂಯೋಜನೆ,वर्गीकरण आणि पुनर्संयोजन
ಅಂಶದ ವಿಂಗಡಣೆ,घटकांची वर्गीकरण
ಗಾಡಿ,अस्टाकस
ಕನ್ನಡಕ,Asteraceae
ಕನ್ನಡಕ,एस्टेरेल्स
ಕ್ಷುದ್ರಗ್ರಹ,लघुग्रह
ಉಬ್ಬಸ,दमा
ಅಬ್ಬರಕ,अ‍ॅस्ट्रॅगलस गमिफर
ಆಸ್ಟ್ರಲ್ ಸ್ಪಿಂಡಲ್ ಧ್ರುವ,सूक्ष्म स्पिंडल पोल
ಖಗೋಳ ವಿಜ್ಞಾನಿ,खगोलशास्त्रज्ञ
ಅಸಮ್ಮಿತ ಕ್ಯಾರಿಯೋಟೈಪ್,असममित कॅरिओटाइप
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,असममित
ಅಪಧಮನಿಕಾಠಕ,एथेरोमॅटस
ಅಪಧಮನಿಕಾಠಿಣ್ಯ,एथेरोस्क्लेरोसिस
ಅಪಧಮನಶಾಸ್ತ್ರದ ಫಲಕ,एथेरोस्क्लेरोटिक प्लेक
ಅಡ್ಡಿ,नकाशांचे पुस्तक
ಅಟ್ಲಾಸ್ ಕಶೇರು,Las टलस व्हर्टेब्रा
ವಾತಾವರಣ,वातावरण
ವಾತಾವರಣದ,वातावरणीय
ವಾತಾವರಣದ ಒಳಹರಿವು,वातावरणीय इनपुट
ಪರಮಾಣು ಬಲ ಸೂಕ್ಷ್ಮದರ್ಶಕ,अणु शक्ती मायक्रोस्कोप
ಪರಮಾಣು,अणू
ಎಟಿಪಿ ಎಎಸ್ಇ,एटीपी एएसई
ಹೃತ್ಕರ್ಣದ ಸಂಕೋಚನ,एट्रियल कॉन्ट्रॅक्शन
ಹೃತ್ಕರ್ಣದ,एट्रियल फायब्रिलेशन
ಹೃತ್ಕರ್ಣದ ನ್ಯಾಟ್ರಿಯುರೆಟಿಕ್ ಫ್ಯಾಕ್ಟರ್ (ಎಎನ್ಎಫ್),एट्रियल नॅट्युरेटिक फॅक्टर (एएनएफ)
ಹೃತ್ಕರ್ಣದ ಹೆರೋಡ್,एट्रियल नोड
ಹೃತ್ಕರ್ಣದ ಸಿಸ್ಟೋಲ್,एट्रियल सिस्टोल
ಅಟ್ರಿಯೊವೆಂಟ್ರಿಕ್ಯುಲರ್ ನೋಡ್,एट्रिओव्हेंट्रिक्युलर नोड
ಅಟ್ರಿಯೊವೆಂಟ್ರಿಕ್ಯುಲರ್ ಕವಾಟ,एट्रिओव्हेंट्रिक्युलर वाल्व
ಹೃತ್ಕರ್ಣ (ಪೀಟ್ರಿಯಾ),अट्रियम (पीटरिया)
ಹೃತ್ಕರ್ಣ (ಪೀಟ್ರಿಯಾ),अट्रियम (पीटरिया)
ಅಟ್ರೋಪಾ ಬೆಲ್ಲಡೋನಾ,अट्रोपा बेलॅडोना
ಕ್ಷೀಣತೆ,अ‍ॅट्रोफी
ಪತಂಗ,अ‍ॅट्रोपिन अल्कलॉइड
ಲಗತ್ತಿನ ತಟ್ಟೆ,संलग्नक प्लेट
ಶ್ರವಣೇಂದ್ರಿಯ ಕಾರ್ಟೆಕ್ಸ್,श्रवणविषयक कॉर्टेक्स
Aಲೋಹ,औलोसिरा
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),ऑरिकल (ऑरिकुला)
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),ऑरिकल (ऑरिकुला)
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),ऑरिकल (ऑरिकुला)
ಆರಿಕಲ್ (ಆರಿಕುಲಾ),ऑरिकल (ऑरिकुला)
ಆಸ್ಟ್ರೇಲಿಪಿಥೆಸಿನ್ಸ್,ऑस्ट्रेलोपीथिसिन
ಸ್ವಾಯತ್ತಶಾಸ್ತ್ರ,ऑटेकोलॉजी
ಸ್ವಯಂಚಾಲಿತ ಡಿಎನ್‌ಎ ಸೀಕ್ವೆನ್ಸರ್,स्वयंचलित डीएनए सिक्वेंसर
ಸ್ವಯಂಚಾಲನ ಫಲಕ,ऑटोपॉलिपॉइड
ಸ್ವಾಯತ್ತನ,ऑटोनॅलिझर
ಸ್ವಯಂಚಾಲಿತ,ऑटोगॅमी
ಸ್ವಯಂಚಾಲಿತ,ऑटोगॅमी
ಸ್ವಾರಸ್ಯ,ऑटोग्राफ्ट
ಸ್ವಯಂಚಾಲಿತ ಕಾಯಿಲೆ,स्वयंप्रतिरोधक रोग
ವಾಹನ ನಿಷ್ಕಾಸ,ऑटोमोबाईल एक्झॉस्ट
ಸ್ವನಿಯಂತ್ರಿತ (ಅನೈಚ್ ary ಿಕ) ನರಮಂಡಲ,स्वायत्त (अनैच्छिक) मज्जासंस्था
ಆಟೊಫ್ಯಾಜಿಕ್ ಲೈಸೋಸೋಮ್,ऑटोफॅजिक लायसोसोम
ಸ್ವಯಂಚಾಲನ,ऑटोप्लॉइड
ತಗಿಸುವ,ऑटोपोडियम
ಸ್ವಯಂಚಾಲನ ಫಲಕ,ऑटोपॉलिपॉइड
ಆಟೋಸೋಮಲ್ ಕ್ರೋಮೊರಮ್,ऑटोसोमल क्रोमोरोम
ಆಟೋಸೋಮಲ್ ಜೀನ್,ऑटोसोमल जनुक
ಆಟೊಸೋಮ್,ऑटोसोम
ಆಟೊಟೆಟ್ರಾಪ್ಲಾಯ್ಡ್,ऑटोटेट्रॅप्लॉइड
ಸ್ವಯಂಚಾಲನತೆ,ऑटोमी
ಆಟೊಟ್ರಿಪ್ಲಾಯ್ಡ್ ಪ್ರಭೇದ,ऑटोट्रिप्लॉइड विविधता
ಆಟೋಟ್ರೋಫ್,ऑटोट्रोफ
ಶರತ್ಕಾಲ ಮರ,शरद .तूतील लाकूड
ಏಕಸ್ವಾಮ್ಯ,ऑक्सानोग्राफ
ಸಮಾಚತರಣಕ,ऑक्सोनोमीटर
ಸಹಾಯಕ ಬೆಳವಣಿಗೆ,ऑक्सेटिक ग्रोथ
ತತ್ತ್ವ,ऑक्सिन
ಅರಣ್ಯ,ऑक्सोट्रोफ
ಎ ವಿ ಬಂಡಲ್,एक व्ही बंडल
ಅವೆಸ್,एवेज
ಅವಶೇಷ,एव्हिसेनिया
ಉಗುಳು,ओएन
ಅಕ್ಷೀಯ ಅಸ್ಥಿಪಂಜರ,अक्षीय सांगाडा
ದಳಪಲ್ಲ,अक्ष
ಅಕ್ಷೀಯ ಮೊಗ್ಗು,अक्षीय अंकुर
ಅಕ್ಷೀಯ,अक्षीय
ಅಕ್ಷದ ಕಶೇರು,अक्ष कशेरुका
ಕಣ್ಣುಹಾಯ,On क्सॉन
ಆಕ್ಸೋನಲ್ ಪೊರೆಯು,अक्षीय पडदा
ಸಂಧಿವಾತ,अक्षरी
ದಗಾ,On क्सोनिम
ಅಣಕೆಯ,अझोस्पिरिलम
ದನಕ,अझोटोबॅक्टर
ಅಜೈಗಸ್ ಧಾಟ,Azygous शिर
ಬ್ಯಾಸಿಲಸ್ ಆಂಥ್ರಾಸಿಸ್,बॅसिलस अँथ्रासिस
ಬ್ಯಾಸಿಲಸ್ ಥುರಿಂಜಿಯೆನ್ಸಿಸ್ (ಬಿಟಿ),बॅसिलस थुरिंगेनेसिस (बीटी)
ಗಾಡಿ,बॅसिलस
ಬ್ಯಾಕ್ಟೀರಿಯಾ,जिवाणू
ಬ್ಯಾಕ್ಟೀರಿಯಾದ,बॅक्टेरिया
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಕೃತಕ ವರ್ಣತಂತು (ಬಿಎಸಿ),बॅक्टेरियातील बॅक्टेरियातील गुणसूत्र (बीएसी)
ಬ್ಯಾಕ್ಟೀರದ ರೋಗಕಾರಕ,बॅक्टेरियातील रोगजनक
ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಪ್ಲಾಸ್ಮಾ ಪೊರೆಯ,बॅक्टेरियाचा प्लाझ्मा पडदा
ಬ್ಯಾಕ್ಟೀರದ ಒತ್ತಡ,बॅक्टेरियाचा ताण
ಬ್ಯಾಕ್ಟೀರಿಯದ,बॅक्टेरियोलॉजिकल
ಬ್ಯಾಕ್ಟೀರಿಯೊಲಾಜಿಕಲ್ ನಾಮಕರಣ,बॅक्टेरियोलॉजिकल नामांकन
ಜಿಗಿತ,बॅक्टेरियोफेज
ಜಿಗಿತ,बॅक्टेरियम
ಕಸಾಯಿಖಾನೆ,बॅकुलोव्हायरस
ಜರುಗಿಸುವುದು,बॅगिंग
ಬಾಲಿನೋಪ್ಟೆರಾ,बालेनोप्टेरा
ಸಮತೋಲಿತ ಬಹುರೂಪತೆ,संतुलित पॉलिमॉर्फिझम
ಸಮತೋಲನ ಆಯ್ಕೆ,संतुलन निवड
ಬಲಾನೊಗ್ಲೋಸಸ್,बालानोग्लोसस
ಒಂದು ತರದ ಬಿರುಗಾಳಿ,बालानस
ತಾರಾಗಳು,बलौस्टा
ಚೆಂಡು ಮತ್ತು ಸಾಕೆಟ್ ಜಂಟಿ,बॉल आणि सॉकेट संयुक्त
ಬಲೂನ್ ಕ್ಯಾಥರೈಸೇಶನ್,बलून कॅथरायझेशन
ಬಾಮ್ ಎಚ್ ಐ,बाम एच i
ಬಿದಿ,बांबू शूट
ಬ್ಯಾಂಡೆಡ್ ಆಂಟೀಟರ್,बॅंडेड अँटीटर
ಬ್ಯಾಂಡಿಂಗ್ ತಂತ್ರ,बँडिंग तंत्र
ಗಲಿಬಿಲಿತ್ಯ,बार्बिटेट
ಬರಿ ರಾಕ್,बेअर रॉक
ತಡೆಗೋಡೆ,अडथळा
ತೊಗಟೆ,साल
ಶೀತಲಕ,बॅंकॅकल
ತಳದ ದೇಹ,बेसल बॉडी
ತಳದ ಹೊದಿಕೆ,बेसल कव्हर
ತಳದ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,बेसल गॅंग्लियन
ತಳದ,बेसल पॅड
ಬೇನೆ,पाया
ಬೇಸ್ ಜೋಡಿ,बेस जोडी
ಬೇಸ್ಮೆಂಟ್ ಮೆಂಬರೇನ್,तळघर पडदा
ಹುಷೋಪಾರ್ಪ್,बासिडीओकार्प
