Kannada,Gujarati
"ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಬೌಂಡೆಡ್ ಟೇಬಲ್,","બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ"
"ಗಡಿ ಪ್ರದೇಶ ಗಡಿ ಪ್ರದೇಶ,",સીમિત પ્રદેશ સીમિત પ્રદેશ
"ಬೌಂಡೆಡ್ ಸೆಟ್ ಬೌಂಡೆಡ್ ಸೆಟ್,",બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ
ಬ್ರೌನಿ ಚಲನೆ,બ્રાઉની ગતિ
ಲೆಕ್ಕಾಚಾರ ಮಾಡಲು,ગણતરી કરવી
ಲೆಕ್ಕಾಚಾರ,ગણતરી
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್","કેલ્ક્યુલેટર, કેલ્ક્યુલેટર"
ಲೆಕ್ಕಾಚಾರ*,ગણતરી*
ಕಂಪ್ಯೂಟೇಶನಲ್ ಕ್ರಿಯೆಯ ವಿಧಾನ,કોમ્પ્યુટેશનલ એક્શન પદ્ધતિ
"ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಕ್ಯಾಲ್ಕುಲೇಟರ್","કેલ્ક્યુલેટર, કેલ્ક્યુલેટર"
"ಕಲನಶಾಸ್ತ್ರ, ಕಲನಶಾಸ್ತ್ರ","કલન, કલન"
ವ್ಯತ್ಯಾಸ ಕಲನಶಾಸ್ತ್ರ,વિભિન્ન કલન
ಕ್ಯಾಲೋರಿಗಳು,કેલરી
ನಿಯಮವನ್ನು ರದ್ದುಗೊಳಿಸಿ,નિયમ રદ કરો
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,પ્રામાણિક સમીકરણ
ಅಂಗೀಕೃತ ರೂಪ,પ્રમાણભૂત સ્વરૂપ
"ಕ್ಯಾನೋನಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕೆ ಕ್ಯಾನೋನಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್","કેનોનિકલ મેટ્રિક્સ, કેનોનિકલ મેટ્રિક્સ"
ಕ್ಯಾಂಟರ್ ಸೆಟ್,કેન્ટર સેટ
ಕ್ಯಾಂಟರ್ ತ್ರಿಕೋನ ಸೆಟ್,કેન્ટર ત્રિકોણાકાર સમૂહ
ನಿರ್ಬಂಧಿತ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,પ્રતિબંધિત પરિવહન સમસ્યા
ಸಾಮರ್ಥ್ಯ,ક્ષમતા
ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ,રુધિરકેશિકા બળ
"ಎಣಿಕೆ ಸಂಖ್ಯೆ, ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ","કાઉન્ટ નંબર, કાર્ડિનલ નંબર"
ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷ,કાર્ટેશિયન અક્ષ
ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು,કાર્ટેશિયન કોઓર્ડિનેટ્સ
ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,કાર્ટેશિયન ઉત્પાદન
ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಗುಣಾಕಾರ,સમૂહોનું કાર્ટેશિયન ગુણાકાર
"ಕೇಸ್ ಸ್ಟಡಿ, ಕೇಸ್ ಸ್ಟಡಿ","કેસ સ્ટડી, કેસ સ્ટડી"
ದುರಂತ ಭಾಷಣ,આપત્તિજનક ભાષણ
ಕ್ಯಾಟನರಿ,કેટિનરી
ಕೌಚಿ ವಿತರಣೆ,કોચી વિતરણ
ಕೌಶಿಯ ಸೂತ್ರ,કૌશીનું સૂત્ર
ಕೌಶಿ-ಗುರ್ಸಾ-ಪ್ರಮೇಯ,કૌશી-ગુર્સા-પ્રમેય
ಕೌಶಿ-ರೀಮನ್-ಬಾನ್,કૌશી-રીમેન-બાન
ಕೌಚಿ ಅನುಕ್ರಮ,કોચી ક્રમ
ಕೌಶಿ ಅವಿಭಾಜ್ಯ,કૌશી અભિન્ન
ಕೌಶಿ ಮುಖ್ಯ-ಮೌಲ್ಯ,કૌશી મુખ્ય-મૂલ્ય
ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ,કોચી શેષ પ્રમેય
ಕ್ಯಾಲೆ-ಹ್ಯಾಮಿಲ್ಟನ್-ಪ್ರಮೇಯ,કેલે-હેમિલ્ટન-પ્રમેય
ಆಕಾಶಕಾಯ,અવકાશી પદાર્થ
ಖಗೋಳ ಮಾಪನ,ખગોળશાસ્ત્રીય માપન
ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ,અવકાશી મિકેનિક્સ
ಆಕಾಶಕಾಯ,અવકાશી પદાર્થ
ಜೀವಕೋಶದ ಆವರ್ತನ,સેલ આવર્તન
"ಜನಗಣತಿ, ಜನಗಣತಿ","વસ્તી ગણતરી, વસ્તી ગણતરી"
ಶೇಕಡಾವಾರು,ટકાવારી
ಸೆಂಟಿಮೀಟರ್,સેન્ટીમીટર
ಸೆಂಟಿಮೀಟರ್-ಗ್ರಾಂ-ಎರಡನೆಯ ವಿಧಾನ,સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ
"ಕೇಂದ್ರ, ಕೇಂದ್ರೀಕೃತ","કેન્દ્રિય, કેન્દ્રિત"
ಕೇಂದ್ರ ಅಕ್ಷ,કેન્દ્રીય અક્ષ
ಕೇಂದ್ರ ಅಂತರ,કેન્દ્રીય અંતર
ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,કેન્દ્રીય તફાવત સૂત્ર
ಕೇಂದ್ರ ಭೇದಾತ್ಮಕ ಕೋಷ್ಟಕ,કેન્દ્રીય વિભેદક કોષ્ટક
ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ,કેન્દ્રીય મર્યાદા પ્રમેય
ಕೇಂದ್ರ ಕ್ಷಣ,કેન્દ્રીય ક્ષણ
ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಘಟಕ,કેન્દ્રીય સંસાધન એકમ
ಕೇಂದ್ರ ಪ್ರವೃತ್ತಿ,કેન્દ્રીય વૃત્તિ
ಕೇಂದ್ರ*,કેન્દ્ર*
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ,ગુરુત્વાકર્ષણ કેન્દ્ર
ಗುಂಪು ಕೇಂದ್ರ,જૂથ કેન્દ્ર
ಸಮೂಹ ಕೇಂದ್ರ,સમૂહ કેન્દ્ર
ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ,સમપ્રમાણતાનું કેન્દ્ર
ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ,કેન્દ્રત્યાગી બળ
ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ,કેન્દ્રબિંદુ બળ
"ಕೇಂದ್ರಾಭಿಮುಖ ಮೆರಿಡಿಯನ್,",કેન્દ્રિય મેરીડીયન
ಖಚಿತತೆ,નિશ્ચિતતા
cgs ವಿಧಾನ,cgs પદ્ધતિ
cgs ಘಟಕ,સીજીએસ એકમ
ವಿಭಿನ್ನತೆಯ ಸರಪಳಿ ನಿಯಮ,ભિન્નતાનો સાંકળ નિયમ
ಅಕಸ್ಮಾತ್ತಾಗಿ,તક દ્વારા
ಯಾದೃಚ್ಛಿಕ ಚಲನೆ,રેન્ડમ ચાલ
ಅಕ್ಷದ ಶಿಫ್ಟ್,અક્ષ શિફ્ટ
"ಬೇಸ್ ಬದಲಾವಣೆ ಪೇಯಾಧರ್-ಬದಲಾವಣೆ,",આધાર પરિવર્તન પાયધર-પરિવર્તન
ಕ್ರಮಪಲ್ಲಟನೆ,ક્રમચય
ವಿಶಿಷ್ಟ ಗುಣಾಂಕ,લાક્ષણિક ગુણાંક
ವಿಶಿಷ್ಟ ನಿರ್ಧಾರಕ,લાક્ષણિકતા નિર્ણાયક
ವಿಶಿಷ್ಟ ಸಮೀಕರಣ,લાક્ષણિક સમીકરણ
"ವಿಶಿಷ್ಟ ಕಾರ್ಯ, ವಿಶಿಷ್ಟ ಕಾರ್ಯ","લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય"
ಲಾಗರಿಥಮ್ನ ಪೂರ್ಣಾಂಕ,લઘુગણકનું પૂર્ણાંક
"ವಿಶಿಷ್ಟ ಬಹುಪದೋಕ್ತಿ,",લાક્ષણિક બહુપદી
ವಿಶಿಷ್ಟ ಮೌಲ್ಯ,લાક્ષણિક મૂલ્ય
ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್,લાક્ષણિક વેક્ટર
ಪಾತ್ರ ಸಮುದಾಯ,પાત્ર સમુદાય
"ಚಾರ್ಟ್‌ಗಳು, ಚಾರ್ಟ್‌ಗಳು,","ચાર્ટ, ચાર્ટ"
ಚಿ-ಚದರ ವಿತರಣೆ,ચી-સ્ક્વેર વિતરણ
ಚಿ-ಚದರ ಸೂತ್ರ,ચી-સ્ક્વેર ફોર્મ્યુલા
ಚಿ-ಚದರ ಪರೀಕ್ಷೆ,ચી-સ્ક્વેર ટેસ્ટ
ಸ್ವರಮೇಳ*,તાર*
ಸ್ವರಮೇಳ ವಿಭಜಿಸುವ ವಿಧಾನ,તાર વિભાજન પદ્ધતિ
ಲಿಖಿತ ಸಂದೇಶ,લેખિત સંદેશ
"ಶೂನ್ಯ, ಸೈಫರ್","શૂન્ય, સાઇફર"
ವೃತ್ತ*,વર્તુળ*
ಒಮ್ಮುಖ ವೃತ್ತ,કન્વર્જન્સ વર્તુળ
ಸರ್ಕ್ಯೂಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સર્કિટ મેટ્રિક્સ
"ವೃತ್ತಾಕಾರದ, ವೃತ್ತಾಕಾರದ,","પરિપત્ર, પરિપત્ર"
ವೃತ್ತದ ರೋಗಲಕ್ಷಣಗಳು,પરિપત્ર એસિમ્પ્ટોટ્સ
ವೃತ್ತಾಕಾರದ ನಾಳ,ગોળાકાર કોન્ડ્યુલાઇન
ವೃತ್ತಾಕಾರದ ಚಲನೆ,પરિપત્ર ગતિ
ಸುತ್ತಳತೆ,પરિઘ કેન્દ્ર
ನಿವೃತ್ತ*,નિવૃત્ત*
ಪ್ರದಕ್ಷಿಣೆ ಮಾಡಲು,"પ્રદક્ષિણા કરવી, આસપાસ દોરવું"
ಹಿಂದಿನ,ભૂતકાળ
ಸುತ್ತುವರಿದ,ઘેરાયેલું
ಪ್ರಖ್ಯಾತ ಕಾರ್ಪೊರೇಟ್,પ્રખ્યાત કોર્પોરેટ
ಕ್ಲಾಸಿಕ್ ಡೈನಾಮಿಕ್ಸ್,ક્લાસિક ગતિશીલતા
ಕ್ಲಾಸಿಕ್ ಆಪ್ಟಿಮೈಸೇಶನ್,ક્લાસિક ઓપ્ટિમાઇઝેશન
ದೀರ್ಘಕಾಲದ ಹಣಕಾಸಿನ ಸಮಸ್ಯೆ,ક્રોનિક નાણાકીય સમસ્યા
ಶಾಸ್ತ್ರೀಯ ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಯಂತ್ರಶಾಸ್ತ್ರ,શાસ્ત્રીય આંકડાકીય મિકેનિક્સ
ದೋಷಗಳ ವರ್ಗೀಕರಣ,ભૂલોનું વર્ગીકરણ
ವರ್ಗ ಮಧ್ಯಂತರ,વર્ગ અંતરાલ
ವರ್ಗ ಮಧ್ಯಂತರ ಘಟಕ,વર્ગ અંતરાલ એકમ
ವರ್ಗ ಮಿತಿ,વર્ગ મર્યાદા
ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,ઘડિયાળની દિશામાં
ಮುಚ್ಚಲಾಗಿದೆ,બંધ
"ಮುಚ್ಚಲಾಗಿದೆ, ಮುಚ್ಚಲಾಗಿದೆ","બંધ, બંધ"
ಮುಚ್ಚಿದ ಪದರದ ಕವರ್,બંધ સ્તર આવરણ
ಮುಚ್ಚಿದ ಘನ,બંધ સમઘન
"ಮುಚ್ಚಿದ ವಕ್ರರೇಖೆ, ಮುಚ್ಚಿದ ವಕ್ರರೇಖೆ","બંધ વળાંક, બંધ વળાંક"
ಮುಚ್ಚಿದ ಪ್ರಾಂತ್ಯ,બંધ પ્રાંત
ಮುಚ್ಚಿದ ಆಕಾರ,બંધ આકાર
ಮುಚ್ಚಿದ ಮಧ್ಯಂತರ,બંધ અંતરાલ
"ಮುಚ್ಚಿದ ಪ್ರದೇಶ, ಮುಚ್ಚಿದ ಪ್ರದೇಶ","બંધ પ્રદેશ, બંધ પ્રદેશ"
ಮುಚ್ಚಿದ ಸೆಟ್,બંધ સેટ
"ಮುಚ್ಚಿದ ಪುಟ, ಮುಚ್ಚಿದ ಪುಟ","બંધ પાનું, બંધ પાનું"
ನೆಮೆಸಿಸ್,નેમેસિસ
ಪ್ರತಿಪಾದಕ,pronator
ಪೀನ ಬಿಂದು,બહિર્મુખ બિંદુ
ಬಂಧಿತ-ಸ್ವೀಕರಿಸಲಾಗಿದೆ,કેપ્ટિવ-સ્વીકૃત
ಬಂಧಿತ ಸೆಟ್,કેપ્ટિવ સેટ
ಕ್ಲಸ್ಟರ್ ಪಾಯಿಂಟ್,ક્લસ્ટર પોઇન્ટ
ಕ್ಲಸ್ಟರ್ ಮಾದರಿ,ક્લસ્ટર નમૂના
ಕ್ಲಸ್ಟರ್ ಒಟ್ಟು,ક્લસ્ટર એકંદર
ಏಕಾಕ್ಷ ವೃತ್ತ,કોક્સિયલ વર્તુળ
ಏಕಾಕ್ಷ ಪ್ಯಾರಾಬೋಲಾ,કોક્સિયલ પેરાબોલા
ಏಕಾಕ್ಷ ಸಮತಲ,કોક્સિયલ પ્લેન
ಏಕಾಕ್ಷ ತ್ರಿಕೋನ,કોક્સિયલ ત્રિકોણ
ಕಾಬ್-ಡೌಗ್ಲಾಸ್ ಕಾರ್ಯ,કોબ-ડગ્લાસ કાર્ય
"ಎನ್ಕೋಡಿಂಗ್, ಕೋಡಿಂಗ್, ಸಂಕೇತ","એન્કોડિંગ, કોડિંગ, નોટેશન"
ವಸ್ತು ಸಂಕೇತ,સામગ્રી સંકેત
ಸಹ-ಪ್ರಾಂತ್ಯ,સહ-પ્રાંત
ಗುಣಾಂಕ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ગુણાંક મેટ્રિક્સ
ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,સહસંબંધ ગુણાંક
ನಿರ್ಣಯ ಗುಣಾಂಕ,નિર્ધારણ ગુણાંક
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಗುಣಾಂಕ,સ્થિતિસ્થાપકતા ગુણાંક
ಪ್ರಸರಣ ಗುಣಾಂಕ,પ્રસરણ ગુણાંક
ಘರ್ಷಣೆ ಗುಣಾಂಕ,ઘર્ષણ ગુણાંક
ರೇಖಾಂಶದ ವಿಸ್ತರಣೆಯ ಗುಣಾಂಕ,રેખાંશ વિસ્તરણનો ગુણાંક
ಹಿಂಜರಿತ ಗುಣಾಂಕ,રીગ્રેસન ગુણાંક
ಮೇಲ್ಮೈ ಒತ್ತಡದ ಗುಣಾಂಕ,સપાટીના તાણનો ગુણાંક
ವ್ಯತ್ಯಾಸದ ಗುಣಾಂಕ,વિચલનો ગુણાંક
"ಸಹ-ಫ್ಯಾಕ್ಟರ್, ಸಹ-ಫ್ಯಾಕ್ಟರ್, ಸಹ-ಫ್ಯಾಕ್ಟರ್","સહ-પરિબળ, સહ-પરિબળ, સહ-પરિબળ"
ನಾಣ್ಯ ಟಾಸ್,સિક્કો ટૉસ
ಮಾದರಿ ಸಂಗ್ರಹ,નમૂના સંગ્રહ
ಕೊಲಿನಿಯರ್,સમરેખા
ಜೋಡಣೆ,ગોઠવણી
"ಕಾಲಮ್, ಕಾಲಮ್","કૉલમ, કૉલમ"
ಅಂಕಣಾತ್ಮಕತೆ,સ્તંભત્વ
ಸ್ತಂಭಾಕಾರದ,સ્તંભાકાર
ಸ್ತಂಭಾಕಾರದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સ્તંભાકાર મેટ્રિક્સ
ಕಾಲಮ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,કૉલમ મેટ્રિક્સ
ಕಾಲಮ್ ಆದೇಶ,કૉલમ ક્રમ
ಸ್ತಂಭಾಕಾರದ ಕ್ರಮಾನುಗತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સ્તંભાકાર અધિક્રમિક મેટ્રિક્સ
ಕಾಲಮ್ ವೆಕ್ಟರ್,કૉલમ વેક્ટર
ಕಾಲಮ್ ಬುದ್ಧಿವಂತ,કૉલમ મુજબ
ಜಂಟಿ ಸಮೀಕರಣ,સંયુક્ત સમીકરણ
"ಸಾಮಾನ್ಯ ಕೋನ, ಸಾಮಾನ್ಯ ಕೋನ","સામાન્ય કોણ, સામાન્ય કોણ"
ಸಾಮಾನ್ಯ ಅಕ್ಷ,સામાન્ય અક્ષ
"ಸಾಮಾನ್ಯ ನೆಲೆ, ಸಾಮಾನ್ಯ ನೆಲೆ","સામાન્ય આધાર, સામાન્ય આધાર"
ಸಾರ್ವತ್ರಿಕ,સાર્વત્રિક
ಸಾಮಾನ್ಯ ವ್ಯತ್ಯಾಸ,સામાન્ય તફાવત
"ಸಾಮಾನ್ಯ ಅಂಶ, ಸಾಮಾನ್ಯ ಅಂಶ, ಸಾಮಾನ್ಯ ಅಂಶ","સામાન્ય પરિબળ, સામાન્ય પરિબળ, સામાન્ય પરિબળ"
"ಸರಳ ಲಾಗರಿಥಮ್, ಸರಳ ಲಾಗರಿಥಮ್","સરળ લઘુગણક, સરળ લઘુગણક"
"ಸಾಮಾನ್ಯ ಬಹು, ಸಾಮಾನ್ಯ","સામાન્ય બહુવિધ, સામાન્ય"
ಸಾಮಾನ್ಯ ಅನುಪಾತ,સામાન્ય ગુણોત્તર
ಛೇದನದ ಷರತ್ತು,આંતરછેદ કલમ
ಸಾಮಾನ್ಯ ತೋಳು,સામાન્ય હાથ
"ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ, ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ","સામાન્ય સ્પર્શક, સામાન્ય સ્પર્શક"
ಸಾಮಾನ್ಯ ಸ್ಥಾನ,સામાન્ય સ્થિતિ
ಪರಿವರ್ತಕ ನಿಯಮ,પરિવર્તનીય નિયમ
ಪರಿವರ್ತಕ ಆಸ್ತಿ,વિનિમયાત્મક મિલકત
ಪರಿವರ್ತಕ ನಿಯಮ,પરિવર્તનીય નિયમ
ಮೊತ್ತದ ಪರಿವರ್ತಕ ಕಾನೂನು,રકમનો વિનિમયાત્મક કાયદો
ಗುಣಾಕಾರದ ಪರಿವರ್ತಕ ನಿಯಮ,ગુણાકારનો વિનિમયાત્મક નિયમ
ಪರಿವರ್ತಕ ಕಾರ್ಯಾಚರಣೆ,વિનિમયાત્મક કામગીરી
ಪರಿವರ್ತಕ ಗುಂಪು,પરિવર્તનીય જૂથ
ಮಾತೃಕೆಗಳ ಪರಿವರ್ತಕ,મેટ્રિસિસનું વિનિમયાત્મક
ಕಾಂಪ್ಯಾಕ್ಟ್ ಸೆಟ್,કોમ્પેક્ટ સેટ
"ಹೋಲಿಕೆ, ಹೋಲಿಕೆ","તુલનાત્મકતા, તુલનાત્મકતા"
ಸಾಧನಗಳ ಹೋಲಿಕೆ,માધ્યમની સરખામણી
ಶೇಕಡಾವಾರು ಹೋಲಿಕೆ,ટકાવારીની સરખામણી
ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ,સરખામણી કસોટી
ಸುಸಂಬದ್ಧ ಸಮೀಕರಣ,સુસંગત સમીકરણ
ಸ್ಪರ್ಧಾತ್ಮಕ ಆಟ,સ્પર્ધાત્મક રમત
ಸ್ಪರ್ಧಾತ್ಮಕ ಸ್ಥಾನ,સ્પર્ધાત્મક સ્થિતિ
ಸ್ಪರ್ಧಾತ್ಮಕ ತಂತ್ರ,સ્પર્ધાત્મક વ્યૂહરચના
"ಇಂಟರ್ಪ್ರಿಟರ್, ಕಂಪೈಲರ್","દુભાષિયા, કમ્પાઇલર"
ಪೂರಕ,પૂરક
ಪೂರಕ ಕೋನ,પૂરક કોણ
ಪೂರಕ ಘಟನೆ,પૂરક ઘટના
ಪೂರಕ ಅಂಶ,પૂરક પરિબળ
ಪೂರಕ ಕಾರ್ಯ,પૂરક કાર્ય
ಪೂರಕ ಅರ್ಧ ಜನಸಂಖ್ಯೆ,પૂરક અડધી વસ્તી
ಪೂರಕ ಮಧ್ಯಂತರ,પૂરક અંતરાલ
ಪೂರಕ ಸೆಟ್,પૂરક સમૂહ
"ಪೂರಕ, ಪೂರಕ","પૂરક, પૂરક"
ಪೂರಕ ಸೆಟ್,પૂરક સમૂહ
ಪರಿಪೂರ್ಣ ಸ್ಕೋರ್,સંપૂર્ણ સ્કોર
ಪೂರ್ಣ ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સંપૂર્ણ સહસંબંધ મેટ્રિક્સ
ಪೂರ್ಣ ಶ್ರೇಣಿಯ ಜನಸಂಖ್ಯೆ,સંપૂર્ણ શ્રેણી વસ્તી
ಪರಿಪೂರ್ಣ ಸಾಮಾನ್ಯ ಆರ್ಥೋಗೋನಲ್ ಸೆಟ್,સંપૂર્ણ સામાન્ય ઓર્થોગોનલ સેટ
ಪರಿಪೂರ್ಣ ಚತುರ್ಭುಜ,સંપૂર્ણ ચતુષ્કોણ
ಪರಿಪೂರ್ಣ ಅಂಶ,સંપૂર્ણ ગુણાંક
ಸಂಪೂರ್ಣ ಸೆಟ್,સંપૂર્ણ સેટ
ಸಂಪೂರ್ಣ ಪರಿಹಾರ,સંપૂર્ણ ઉકેલ
ಸಂಪೂರ್ಣವಾಗಿ ಯಾದೃಚ್ಛಿಕ ವಿನ್ಯಾಸ,સંપૂર્ણપણે રેન્ડમાઇઝ્ડ ડિઝાઇન
ಸಂಕೀರ್ಣ ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್,જટિલ સ્વતંત્ર ચલ
