Marathi,Telugu
ऑडिओ प्रतिसाद,ఆడియో ప్రతిస్పందన
ऑडिओ प्रतिसाद संदेश,ఆడియో ప్రతిస్పందన సందేశం
ऑडिओ प्रतिसाद युनिट,ఆడియో ప్రతిస్పందన యూనిట్
ऑडिओटेप स्टोरेज युनिट,ఆడియోటేప్ స్టోరేజ్ యూనిట్
ऑडिओ टेलिकम्युनिकेशन लाइन,ఆడియో టెలికమ్యూనికేషన్ లైన్
ऑडिओ टर्मिनल,ఆడియో టెర్మినల్
ऑडिट कमांड भाषा,ఆడిట్ కమాండ్ లాంగ్వేజ్
ऑडिट प्रोग्रामिंग,ఆడిట్ ప్రోగ్రామింగ్
तपासणीचे सूत्र,తనిఖీ శోధన
ऑगेंड,ఆగెండ్
वाढवणे,ఆజ్మెంట్
ऑगमेंटर,ఆగ్మెంటర్
लेखक,రచయిత
लेखन,రచయిత
लेखन प्रणाली,రచయిత వ్యవస్థ
अधिकार,అధికారం
अधिकृतता कोड,అధికారిక కోడ్
अधिकृत लायब्ररी,అధీకృత లైబ్రరీ
अधिकृत कार्यक्रम,అధీకృత కార్యక్రమం
अधिकृत कार्यक्रम सुविधा,అధీకృత ప్రోగ్రామ్ సౌకర్యం
ऑटो अ‍ॅबस्ट्रॅक्ट,ఆటో వియుక్త
स्वयंचलित,ఆటో సమాధానం
ऑटो बूटिंग,ఆటో బూటింగ్
ऑटो बायपास,ఆటో బైపాస్
ऑटो कॉल (= स्वयंचलित कॉलिंग),ఆటో కాల్ (= ఆటోమేటిక్ కాలింగ్)
ऑटो कोडर,ఆటో కోడర్
ऑटो डायल,ఆటో డయల్
ऑटोफ्लो,ఆటోఫ్లో
ऑटो इंडेक्स,ఆటో సూచిక
ऑटो अनुक्रमित पत्ता,ఆటో ఇండెక్స్డ్ చిరునామా
ऑटोमाटा,ఆటోమాటా
ऑटोमाटा सिद्धांत,ఆటోమాటా సిద్ధాంతం
ऑटोमॅटा प्रकार,ఆటోమాటా రకం
स्वयंचलित ग्रंथसूची,స్వయంచాలక గ్రంథ పట్టిక
स्वयंचलित डेटा मध्यम,స్వయంచాలక డేటా మాధ్యమం
स्वयंचलित शब्दकोश,ఆటోమేటెడ్ డిక్షనరీ
स्वयंचलित शब्दकोष,ఆటోమేటెడ్ గ్లోసరీ
स्वयंचलित लॉजिक डायग्राम,ఆటోమేటెడ్ లాజిక్ రేఖాచిత్రం
स्वयंचलित व्यवस्थापन,స్వయంచాలక నిర్వహణ
स्वयंचलित उत्पादन व्यवस्थापन,ఆటోమేటెడ్ ప్రొడక్షన్ మేనేజ్‌మెంట్
स्वयंचलित स्टॉक नियंत्रण,ఆటోమేటెడ్ స్టాక్ కంట్రోల్
स्वयंचलित अमूर्त,స్వయంచాలక వియుక్త
स्वयंचलित अ‍ॅबस्ट्रॅक्टिंग,ఆటోమేటిక్ వియుక్త
स्वयंचलितपणे प्रोग्राम केलेली साधने,స్వయంచాలకంగా ప్రోగ్రామ్ చేయబడిన సాధనాలు
स्वयंचलित उत्तर,స్వయంచాలక సమాధానం
स्वयंचलित कॉल वितरक,ఆటోమేటిక్ కాల్ డిస్ట్రిబ్యూటర్
स्वयंचलित कॉलिंग,ఆటోమేటిక్ కాలింగ్
स्वयंचलित तपासणी,ఆటోమేటిక్ చెక్
स्वयंचलित कोडिंग,ఆటోమేటిక్ కోడింగ్
स्वयंचलित संगणन,ఆటోమేటిక్ కంప్యూటింగ్
स्वयंचलित संगणकीय इंजिन,ఆటోమేటిక్ కంప్యూటింగ్ ఇంజిన్
स्वयंचलित स्थिर,ఆటోమేటిక్ స్థిరాంకం
स्वयंचलित नियंत्रण अभियांत्रिकी,ఆటోమేటిక్ కంట్రోల్ ఇంజనీరింగ్
