English,Tamil
cyber café,கணணி மையம்
cyber cash,இணைய பணம்
cyber crime,சைபர்
cyber delics,சைபர் டேலெக்ஸ்
cyber law,இணைய சட்டம்
cyber sex,இணைய செக்ஸ்
cybernatics,"1. சைபர் சயின்ஸ், 2. சைபர்நெடிக்ஸ்"
cybernation,"1.சைபரைசேஷன், 2. இணையமயமாக்கல்"
cycle,மிதிவண்டி
cycle memory,"1.சக்ரா நினைவகம், 2.சக்கர நினைவகம்"
cycle steal,சுழற்சி இழப்பு
cycle time,சுழற்சி நேரம்
cyclic,சுழற்சி
daemon,டீமான்
daisy wheel,டெய்சி வட்டம்
data administrator,தரவு நிர்வாகி
data allocation,தரவு ஒதுக்கீடு
data area,"1.தரவு புலம், 2.தரவு புலம்"
data array,"1.தரவு வரிசை, 2. தரவு வரிசை"
data base,"1.தரவுத்தளம், 2.தரவுத்தளம்"
data break,தரவு துண்டு துண்டாக
data bus,"1. டேட்டா பஸ், 2. டேட்டா பஸ்"
data carrier,"1.டேட்டா கேரியர், 2.டேட்டா கேரியர்"
data cell,தரவு செல்
data channel,"1.டேட்டா சிஸ்டம், 2.டேட்டா சேனல்"
data communication,தரவு தொடர்பு
data compression,"1.தரவு சுருக்கம், 2.தரவு சுருக்கம்"
data field,தரவு புலம்
data file,தரவு கோப்பு
data flow,"1. தரவு ஓட்டம், 2. தரவு ஓட்டம்"
data flow Chart,"1.தரவு ஃப்ளோசார்ட், 2. விளக்கப்படம்"
data hierarchy,தரவு படிநிலை
data level,தரவு நிலை
data library,"1.தரவு சேகரிப்பு, 2.தரவு நூலகம்"
data link layer,தரவு இணைப்பு அடுக்கு
data link layer (DLL),தரவு இணைப்பு அடுக்கு (DLL)
data management,"1.தரவு மேலாண்மை, 2.தரவு மேலாண்மை"
data manipulation,"1.தரவு கணக்கீடு, 2.தரவு கணக்கீடு"
data manipulation language (DML),தரவு செயலாக்க மொழி (DML)
data modem,தரவு மோடம் தரவு மோடம்
data modification,"1.தரவு மாற்றம், 2.தரவு மாற்றம்"
data network,"1.டேட்டா நெட்வொர்க், 2.டேட்டா நெட்வொர்க்"
data operation,"1.டேட்டா ஆபரேஷன், 2.டேட்டா ஆபரேஷன்"
data organization,"1. தரவு நிறுவனங்கள், 2. தரவு அமைப்பு"
data output,"1. தரவு வெளியீடு, 2. தரவு வெளியீடு"
data path,"1.தரவு பாதை, 2.தரவு பாதை"
data prepration,"1.தரவு தயாரித்தல், 2. தரவு தயாரித்தல்"
data privacy,"1.தரவு தனியுரிமை, 2.தரவு தனியுரிமை"
data processor,"1. தரவுச் செயலி, 2. தரவுச் செயலி"
data protection,"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு"
data record,"1. தரவு பதிவு, 2. தரவு பதிவு"
data retrieval,"1. தரவு மீட்டெடுப்பு, 2. தரவு மீட்டெடுப்பு"
data routine,"1. தரவு வழக்கம், 2. தரவு வழக்கம்"
data security,"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு"
data set,"1.தரவு தொகுப்பு, 2. தரவு தொகுப்பு"
data signal,"1.தரவு சமிக்ஞை, 2.தரவு சமிக்ஞை"
data sink,"1. தரவு அணுகல், 2. தரவு அணுகல்"
data source,"1.தரவு ஆதாரம், 2.தரவு ஆதாரம்"
data specification,"1.தரவு விவரக்குறிப்பு, 2. தரவு விவரக்குறிப்பு"
data station,"1.தரவு மையம், 2.தரவு மையம்"
data storage,"1. தரவு சேமிப்பு, 2. தரவு சேமிப்பு"
data storage structure,தரவு சேமிப்பு அமைப்பு
data structure,"1. தரவுக் கட்டமைப்பு, 2. தரவுக் கட்டமைப்பு"
data switch,"1.டேட்டா ஸ்விட்ச், 2.டேட்டா ஸ்விட்ச்"
data table,"1.தரவு அட்டவணை, 2.தரவு அட்டவணை"
data terminal,"1.தரவு முடிவு, 2. தரவு முடிவு"
data transcription,"1. டேட்டா டிரான்ஸ்கிரிப்ஷன், 2. டேட்டா டிரான்ஸ்கிரிப்ஷன்"
data transfer,"1.தரவு பரிமாற்றம், 2. தரவு பரிமாற்ற"
data transmission,"1. தரவு பரிமாற்றம், 2. தரவு பரிமாற்றம்"
