Odiya,Kannada
ସୁଯୋଗ ସମକକ୍ଷ |,ಕಾಕತಾಳೀಯ
ଆକସ୍ମିକ ସଂଶୋଧନ |,ಆಕಸ್ಮಿಕ ತಿದ್ದುಪಡಿ
ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |,ಆಕಸ್ಮಿಕ ಜೈವಿಕ ಉತ್ಪತ್ತಿ
ଆକସ୍ମିକ ବିଭ୍ରାଟ |,ಆಕಸ್ಮಿಕ ತಿರುವು
ପରିଦର୍ଶକ ତ୍ରୁଟି |,ಸಂದರ್ಶಕರ ದೋಷ
"ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |","ಹಠಾತ್ ನಿಲುಗಡೆ, ಹಠಾತ್ ಕ್ಲ್ಯಾಂಪ್"
ଆକସ୍ମିକ ସଂକ୍ରମଣ,ಆಕಸ್ಮಿಕ ಪ್ರಸರಣ
ଅନିୟମିତ ଭିନ୍ନତା |,ಯಾದೃಚ್ಛಿಕ ವ್ಯತ್ಯಾಸ
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,ಹೊಂದಾಣಿಕೆ
ସ୍ଥିତ,ನೆಲೆಗೊಂಡಿದೆ
ସଂଗୃହିତ ତ୍ରୁଟି |,ಸಂಚಿತ ದೋಷ
"ଜମା, ଜମା","ಶೇಖರಣೆ, ಶೇಖರಣೆ"
ଶକ୍ତି ସଂରକ୍ଷଣ,ಶಕ್ತಿ ಸಂಗ್ರಹಣೆ
ଜମାକାରୀ *,ಸಂಚಯಕ*
ସଠିକତା,ನಿಖರತೆ
ବାସ୍ତବତା,ರಿಯಾಲಿಟಿ
ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |,ನಿಜವಾದ ಉಪಕರಣ ವೀಕ್ಷಣೆ
ସଠିକ୍ ପରିସର ମାର୍କର |,ನಿಖರ ಶ್ರೇಣಿಯ ಮಾರ್ಕರ್
ସଠିକତା ସ୍କାନିଂ |,ನಿಖರವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
ଅଭ୍ୟାସ କର |,ಅಭ್ಯಾಸ
ତ୍ୱରକ କକ୍ଷ *,ವೇಗವರ್ಧಕ ಕೋಶ*
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,ವರ್ಣರಹಿತ ಮಸೂರ*
ଆକ୍ରୋମାଟିକ୍ *,ವರ್ಣರಹಿತ*
ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |,ವರ್ಣರಹಿತ ವಿಶ್ಲೇಷಕ
ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |,ಆವರ್ತನ ತಟಸ್ಥ ಆಂಟೆನಾ
ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |,ವರ್ಣರಹಿತ ಆಕಾರ
ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |,ವರ್ಣರಹಿತ ಫ್ರಿಂಜ್
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,ವರ್ಣರಹಿತ ಮಸೂರ*
ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |,ವರ್ಣರಹಿತ ಬಿಂದು ಮಾರ್ಗ
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |,ವರ್ಣರಹಿತ ಮಸೂರ
ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |,ವರ್ಣರಹಿತ ಪ್ರಿಸ್ಮ್
ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |,ವರ್ಣರಹಿತ ದೂರದರ್ಶಕ
ଆକ୍ରୋମାଟିଟି *,ವರ್ಣರಹಿತತೆ*
ଆକ୍ରୋମାଟାଇଜେସନ୍ *,ವರ್ಣಮಯಗೊಳಿಸುವಿಕೆ*
ଆକ୍ରୋମାଟିଟି *,ವರ್ಣರಹಿತತೆ*
"ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ವಕ್ರೀಕಾರಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ"
"ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |","ಆಕ್ರಾನ್ ಹೋಸ್, ಬಂಜು ಹೋಸ್"
କ୍ଷୁଦ୍ର ଭଲଭ୍ |,ಚಿಕಣಿ ಕವಾಟ
ଇକୋଫୋନି |,ಅಕೋಫೋನಿ
ଶବ୍ଦ,ಅಕೌಸ್ಟಿಕ್
ଆକାଶବାଣୀ ଅବଶୋଷଣ |,ಅಕೌಸ್ಟಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ಅಕೌಸ್ಟಿಕ್ ಅಟೆನ್ಯೂಯೇಶನ್ ಗುಣಾಂಕ
ଆକାଶବାଣୀ,ಅಕೌಸ್ಟಿಕ್ ಕ್ಷೀಣತೆ
ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |,ಅಕೌಸ್ಟಿಕ್ ಕಳ್ಳ ಎಚ್ಚರಿಕೆ
ଆକାଶବାଣୀ କ୍ଷମତା |,ಅಕೌಸ್ಟಿಕ್ ಕೆಪಾಸಿಟನ್ಸ್
ଶ୍ରବଣ କେନ୍ଦ୍ର,ಶ್ರವಣ ಕೇಂದ್ರ
ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା,ಅಕೌಸ್ಟಿಕ್ ವಿವರಣೆ
ଶବ୍ଦ କଭର |,ಅಕೌಸ್ಟಿಕ್ ಕವರ್
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ଆକାଶବାଣୀ ଉପାଦାନ |,ಅಕೌಸ್ಟಿಕ್ ಘಟಕ
ଆକାଶବାଣୀ,ಅಕೌಸ್ಟಿಕ್ ವಾಹಕತೆ
ଆକାଶବାଣୀ ଡମ୍ପିଂ |,ಅಕೌಸ್ಟಿಕ್ ಡ್ಯಾಂಪಿಂಗ್
ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ
ସାଉଣ୍ଡ ହ୍ୟାକର୍ |,ಧ್ವನಿ ಹ್ಯಾಕರ್
ଶବ୍ଦ ଶକ୍ତି *,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ*
ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |,ಅಕೌಸ್ಟಿಕ್ ಶಕ್ತಿ ಸಮೀಕರಣ
ଆକାଶବାଣୀ ସମୀକରଣ |,ಅಕೌಸ್ಟಿಕ್ ಸಮೀಕರಣ
ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |,ಅಕೌಸ್ಟಿಕ್ ಮರುಸ್ಥಾಪನೆ
କ୍ଲାଡନି ଆକୃତି |,ಕ್ಲಾಡ್ನಿ ಆಕಾರಗಳು
ଶବ୍ଦ ଫିଲ୍ଟର୍ |,ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್
ଶବ୍ଦ ଜେନେରେଟର,ಧ್ವನಿ ಜನರೇಟರ್
ଆକାଶବାଣୀ,ಅಕೌಸ್ಟಿಕ್ ಗ್ರ್ಯಾಟಿಂಗ್
ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*
ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |,ಅಕೌಸ್ಟಿಕ್ ಜಡತ್ವ
ଶବ୍ଦ ତୀବ୍ରତା |,ಅಕೌಸ್ಟಿಕ್ ತೀವ್ರತೆ
ଆକାଶବାଣୀ ବାଧା ମିଟର |,ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಮೀಟರ್
ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |,ಅಕೌಸ್ಟಿಕ್ ಹಸ್ತಕ್ಷೇಪ ಪತ್ತೆಕಾರಕ
ଶବ୍ଦ ଲେନ୍ସ |,ಅಕೌಸ್ಟಿಕ್ ಲೆನ್ಸ್
ଧ୍ୱନି ରେଖା |,ಧ್ವನಿ ಸಾಲು
ଆକାଶବାଣୀ,ಅಕೌಸ್ಟಿಕ್ ದ್ರವ್ಯರಾಶಿ
ଶବ୍ଦ ପଦାର୍ଥ |,ಅಕೌಸ್ಟಿಕ್ ವಸ್ತು
ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |,ಅಕೌಸ್ಟಿಕ್ ಎಂದರೆ ಮುಕ್ತ ಮಾರ್ಗ
ଆକାଶବାଣୀ ମୋଡ୍ |,ಅಕೌಸ್ಟಿಕ್ ಮೋಡ್
ଶବ୍ଦ ଶବ୍ଦ,ಅಕೌಸ್ಟಿಕ್ ಶಬ್ದ
ଆକାଶବାଣୀ ଓମ୍ *,ಅಕೌಸ್ಟಿಕ್ ಓಮ್*
"ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |","ಅಕೌಸ್ಟಿಕ್ ಪ್ಯಾನಲ್, ಅಕೌಸ್ಟಿಕ್ ಬೋರ್ಡ್"
ଶବ୍ଦ ଚରଣ ସ୍ଥିର |,ಅಕೌಸ್ಟಿಕ್ ಹಂತದ ಸ್ಥಿರ
ଆକାଶବାଣୀ,ಅಕೌಸ್ಟಿಕ್ ರಿಸೀವರ್
ଶବ୍ଦ ଚାପ,ಅಕೌಸ್ಟಿಕ್ ಒತ್ತಡ
ଶବ୍ଦର ସମୃଦ୍ଧ ନିୟମ |,ಧ್ವನಿಯ ಸಮ್ಮಿತಿ ನಿಯಮ
ଶବ୍ଦ ସଂକ୍ରମଣ,ಅಕೌಸ್ಟಿಕ್ ಪ್ರಸರಣ
ଶବ୍ଦ ଗୁଣ,ಅಕೌಸ್ಟಿಕ್ ಗುಣಲಕ್ಷಣಗಳು
ଆକାଶବାଣୀ ଚତୁର୍ଭୁଜ |,ಅಕೌಸ್ಟಿಕ್ ಕ್ವಾಡ್ರುಪೋಲ್
ଆକାଶବାଣୀ ବିକିରଣ ଉପାଦାନ |,ಅಕೌಸ್ಟಿಕ್ ವಿಕಿರಣ ಅಂಶ
ଆକାଶବାଣୀ ବିକିରଣ |,ಅಕೌಸ್ಟಿಕ್ ವಿಕಿರಣ
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,ಧ್ವನಿ ನಿರೋಧಕ
ଆକାଶବାଣୀ ରେଡିଓମିଟର |,ಅಕೌಸ್ಟಿಕ್ ರೇಡಿಯೊಮೀಟರ್
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା ଥିଓରେମ୍ |,ಅಕೌಸ್ಟಿಕ್ ರೆಸಿಪ್ರೊಸಿಟಿ ಪ್ರಮೇಯ
ଶବ୍ଦ ହ୍ରାସ କାରକ |,ಅಕೌಸ್ಟಿಕ್ ಕಡಿತದ ಅಂಶ
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಫಲನ ಗುಣಾಂಕ
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |,ಅಕೌಸ್ಟಿಕ್ ವಕ್ರೀಭವನ
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ଆକାଶବାଣୀ ବିଛାଇବା |,ಅಕೌಸ್ಟಿಕ್ ಸ್ಕ್ಯಾಟರಿಂಗ್
ଶ୍ରବଣ ବିନ୍ଦୁ |,ಶ್ರವಣ ಬಿಂದು
ଶବ୍ଦର ଦୃ id ତା |,ಅಕೌಸ್ಟಿಕ್ ಬಿಗಿತ
ଶବ୍ଦ ପ୍ରଣାଳୀ |,ಅಕೌಸ್ಟಿಕ್ ವ್ಯವಸ್ಥೆ
ଆକାଶବାଣୀ ଥର୍ମୋମିଟର |,ಅಕೌಸ್ಟಿಕ್ ಥರ್ಮಾಮೀಟರ್
ଆକାଶବିକ ବେଗ |,ಅಕೌಸ್ಟಿಕ್ ವೇಗ
ଶବ୍ଦ ତରଙ୍ଗ,ಧ್ವನಿ ತರಂಗ
ଶବ୍ଦ,ಅಕೌಸ್ಟಿಕ್
ଶବ୍ଦ ଅବଶୋଷଣ କୋଏଫିସିଏଣ୍ଟ୍ |,ಧ್ವನಿ ಹೀರಿಕೊಳ್ಳುವ ಗುಣಾಂಕ
ଶବ୍ଦ ଅବଶୋଷଣ ଉପାଦାନ |,ಧ್ವನಿ ಹೀರಿಕೊಳ್ಳುವ ಘಟಕ
ଆକାଶବାଣୀ ସର୍କିଟ |,ಅಕೌಸ್ಟಿಕ್ ಸರ್ಕ್ಯೂಟ್
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ
ଶବ୍ଦ ବିଳମ୍ବ ରେଖା |,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
ଶବ୍ଦ ବିକୃତି |,ಅಕೌಸ್ಟಿಕ್ ಅಸ್ಪಷ್ಟತೆ
ଆକାଶବାଣୀ ଆକାଶବାଣୀ |,ಅಕೌಸ್ಟಿಕ್ ಅಕೌಸ್ಟಿಕ್ಸ್
ଶବ୍ଦ ଫିଲ୍ଟର୍ |,ಅಕೌಸ್ಟಿಕ್ ಫಿಲ್ಟರ್
ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ*
ଫୋନୋଗ୍ରାଫ୍,ಫೋನೋಗ್ರಾಫ್
ଆକାଶବାଣୀ ଓମ୍ *,ಅಕೌಸ್ಟಿಕ್ ಓಮ್*
ଶବ୍ଦ ସ୍ଥିର |,ಅಕೌಸ್ಟಿಕ್ ಸ್ಥಿರ
ଆକାଶବାଣୀ ଫୋନନ୍ |,ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್
ଆକାଶବାଣୀ ସଂକ୍ରମଣ ସ୍ଥିର |,ಅಕೌಸ್ಟಿಕ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಸ್ಥಿರ
ଶବ୍ଦ ରୂପାନ୍ତର କୋଏଫିସିଏଣ୍ଟ୍ |,ಧ್ವನಿ ಪರಿವರ್ತನೆ ಗುಣಾಂಕ
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,ಅಕೌಸ್ಟಿಕ್ ಪ್ರತಿರೋಧ
ଶବ୍ଦର ଦୃ id ତା |,ಅಕೌಸ್ಟಿಕ್ ಬಿಗಿತ
ଧ୍ୱନି ଏକକ |,ಧ್ವನಿ ಘಟಕ
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,ಧ್ವನಿ ನಿರೋಧಕ
ଆକାଶବାଣୀ ପାର୍ଶ୍ୱ ରେଖା |,ಅಕೌಸ್ಟಿಕ್ ಸೈಡ್ ಲೈನ್
"ଆକାଶବାଣୀ, ଆକାଶବାଣୀ |","ಅಕೌಸ್ಟಿಕ್ಸ್, ಅಕೌಸ್ಟಿಕ್ಸ್"
ଧ୍ୱନି ମିଟର |,ಧ್ವನಿ ಮೀಟರ್
ଶବ୍ଦ ଚାପ,ಧ್ವನಿ ಒತ್ತಡ
ଅଧିଗ୍ରହଣ ରାଡାର |,ಸ್ವಾಧೀನ ರೇಡಾರ್
ଫଟୋସନ୍ଥେଟିକ୍ ବିକିରଣ |,ದ್ಯುತಿಸಂಶ್ಲೇಷಕ ವಿಕಿರಣ
ଆକ୍ଟିନିୟମ୍ ନିର୍ଗମନ |,ಆಕ್ಟಿನಿಯಮ್ ಹೊರಸೂಸುವಿಕೆ
ଆକ୍ଟିନୋ-ୟୁରାନିୟମ୍ |,ಆಕ್ಟಿನೊ-ಯುರೇನಿಯಂ
ଆକ୍ଟିନୋ-ୟୁରାନିୟମ୍ ସିରିଜ୍ |,ಆಕ್ಟಿನೊ-ಯುರೇನಿಯಂ ಸರಣಿ
ରେଡିଓଲେକ୍ଟ୍ରିକ୍ |,ರೇಡಿಯೊಎಲೆಕ್ಟ್ರಿಕ್
"ଆକ୍ଟିନୋମିଟର, ଫୋଟୋମିକ୍ରୋମିଟର |","ಆಕ್ಟಿನೋಮೀಟರ್, ಫೋಟೋಮೈಕ್ರೋಮೀಟರ್"
"କାର୍ଯ୍ୟ, କାର୍ଯ୍ୟ","ಕ್ರಿಯೆ, ಕಾರ್ಯ"
କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା,ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ
କାର୍ଯ୍ୟ ସ୍ଥିର |,ಕ್ರಮ ಸ್ಥಿರ
ପ୍ରଭାବ କ୍ଷେତ୍ର,ಪ್ರಭಾವದ ಗೋಳ
"ସକ୍ରିୟ, ସକ୍ରିୟ","ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ, ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ"
ସକ୍ରିୟ ବିସ୍ତାର,ಸಕ್ರಿಯ ಪ್ರಸರಣ
"ସକ୍ରିୟ ଫାଇବର, ସକ୍ରିୟ ଫାଇବର |","ಸಕ್ರಿಯ ಫೈಬರ್, ಸಕ್ರಿಯ ಫೈಬರ್"
ସକ୍ରିୟ ପ୍ରଭାବ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಪರಿಣಾಮ
ସକ୍ରିୟ ପ୍ରଭାବ,ಸಕ್ರಿಯಗೊಳಿಸುವ ಪರಿಣಾಮ
ସକ୍ରିୟ ବିଶ୍ଳେଷଣ |,ಸಕ್ರಿಯಗೊಳಿಸುವ ವಿಶ್ಲೇಷಣೆ
କାର୍ଯ୍ୟକଳାପ କେନ୍ଦ୍ର,ಚಟುವಟಿಕೆ ಕೇಂದ್ರ
ସକ୍ରିୟ ପରୀକ୍ଷଣକାରୀ |,ಸಕ್ರಿಯಗೊಳಿಸುವ ಪರೀಕ್ಷಕ
ସକ୍ରିୟ ଶକ୍ତି,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
ଆକ୍ଟିଭେସନ୍ ଏଣ୍ଟ୍ରପି |,ಸಕ್ರಿಯಗೊಳಿಸುವ ಎಂಟ್ರೊಪಿ
ଆକ୍ଟିଭେସନ୍ ଓଭରଭୋଲଟେଜ୍ |,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ ಓವರ್ವೋಲ್ಟೇಜ್
ସକ୍ରିୟତା ହାର,ಸಕ್ರಿಯಗೊಳಿಸುವ ದರ
"ସକ୍ରିୟକାରୀ, ସକ୍ରିୟକାରୀ |","ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್"
ସକ୍ରିୟକାରୀ ପରମାଣୁ |,ಆಕ್ಟಿವೇಟರ್ ಪರಮಾಣು
ତ୍ୱରକ,ವೇಗವರ್ಧಕ
ସକ୍ରିୟ ଅବଶୋଷଣ |,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ସକ୍ରିୟ ଏରିଏଲ୍ |,ಸಕ್ರಿಯ ವೈಮಾನಿಕ
ବିକିରଣ ବିପଦ ମଣ୍ଡଳ |,ವಿಕಿರಣ ಅಪಾಯದ ವಲಯ
ସକ୍ରିୟ ଉପକରଣ,ಸಕ್ರಿಯ ಸಾಧನ
ସକ୍ରିୟ ଟାର୍ଗେଟ୍ |,ಸಕ್ರಿಯ ಗುರಿ
ସକ୍ରିୟ ହାଇଡ୍ରୋଜେନ *,ಸಕ್ರಿಯ ಹೈಡ್ರೋಜನ್*
ସକ୍ରିୟ ଜାଲ |,ಸಕ್ರಿಯ ಜಾಲರಿ
ସକ୍ରିୟ ରେଖା ସକ୍ରିୟ ରେଖା |,ಸಕ್ರಿಯ ಲೈನ್ ಸಕ್ರಿಯ ಲೈನ್
ସକ୍ରିୟ ଲୁପ୍ |,ಸಕ್ರಿಯ ಲೂಪ್
ସକ୍ରିୟ କୋଡ୍ *,ಸಕ್ರಿಯ ಕೋಡ್*
ସକ୍ରିୟ ଉପାଦାନ |,ಸಕ್ರಿಯ ಪದಾರ್ಥಗಳು
ସକ୍ରିୟ ଅଣୁ,ಸಕ್ರಿಯ ಅಣು
ସକ୍ରିୟ ଜାଲ |,ಸಕ್ರಿಯ ಜಾಲರಿ
ସକ୍ରିୟ ପୁନ ab ସର୍ପଣ |,ಸಕ್ರಿಯ ಮರುಹೀರಿಕೆ
ସକ୍ରିୟ କ୍ଷେତ୍ର |,ಸಕ್ರಿಯ ಪ್ರದೇಶ
ସକ୍ରିୟ ନିୟମ,ಸಕ್ರಿಯ ನಿಯಂತ್ರಣ
ସକ୍ରିୟ ଉପଗ୍ରହ |,ಸಕ್ರಿಯ ಉಪಗ್ರಹ
ସକ୍ରିୟ ଫିସିଲ୍ ସ ar ର ଅଗ୍ନି |,ಸಕ್ರಿಯ ವಿದಳನ ಸೌರ ಜ್ವಾಲೆ
ସକ୍ରିୟ ମାଇକ୍ରୋନ୍ୟୁଟ୍ରିଏଣ୍ଟସ୍ |,ಸಕ್ರಿಯ ಸೂಕ್ಷ್ಮ ಪೋಷಕಾಂಶಗಳು
ସକ୍ରିୟ ଟ୍ରାକିଂ ସିଷ୍ଟମ୍ |,ಸಕ್ರಿಯ ಟ್ರ್ಯಾಕಿಂಗ್ ವ್ಯವಸ್ಥೆ
ସକ୍ରିୟ ଟ୍ରାନ୍ସଡ୍ୟୁସର |,ಸಕ್ರಿಯ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
ସକ୍ରିୟ ଗ୍ରହଣ,ಸಕ್ರಿಯ ಸೇವನೆ
କାର୍ଯ୍ୟକଳାପ ଗୁଣବତ୍ତା *,ಚಟುವಟಿಕೆ ಗುಣಾಂಕ*
କାର୍ଯ୍ୟକଳାପ ସୂଚକାଙ୍କ,ಚಟುವಟಿಕೆ ಸೂಚ್ಯಂಕ
କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ,ಚಟುವಟಿಕೆಯ ಅನುಪಾತ
କାର୍ଯ୍ୟକଳାପ ଭେକ୍ଟର |,ಚಟುವಟಿಕೆ ವೆಕ್ಟರ್
ପ୍ରକୃତ ମନିଟର |,ನಿಜವಾದ ಮಾನಿಟರ್
ପ୍ରକୃତ ଚାପ,ನಿಜವಾದ ಒತ್ತಡ
ଟ୍ରିଗର କରିବାକୁ,ಹುರಿದುಂಬಿಸು
ଉତ୍ପାଦକ,ಹುಟ್ಟುಗಾರ
ଉତ୍ପାଦକ,ಹುಟ್ಟುಗಾರ
ଆକ୍ୟୁଟିଓମିଟର,ಅಕ್ಯುಟಿಯೋಮೀಟರ್
ଶ୍ରବଣ ଶକ୍ତି,ಶ್ರವಣ ತೀಕ್ಷ್ಣತೆ
ଫଟୋ ଆକ୍ୟୁଟି ମୂଲ୍ୟ,ಫೋಟೋ ತೀಕ್ಷ್ಣತೆಯ ಮೌಲ್ಯ
ତୀବ୍ର କୋଣ,ತೀವ್ರ ಕೋನ
ଫୁସ୍ଫୁସ୍,ಗುಸುಗುಸು
ତୀବ୍ର ତ୍ରିରଙ୍ଗା |,ತೀವ್ರ ತ್ರಿಕೋನ
acyclic,ಅಸೈಕ್ಲಿಕ್
ଅପ୍ଟିମାଇଜେସନ୍ ପ୍ରୟୋଗ |,ಆಪ್ಟಿಮೈಸೇಶನ್ ಅಪ್ಲಿಕೇಶನ್
ଅପ୍ଟିମାଇଜ୍ ସ୍ଥିତି |,ಆಪ್ಟಿಮೈಸ್ಡ್ ಸ್ಥಿತಿ
ଆଡାପ୍ଟିଭ୍ କଣ୍ଟ୍ରୋଲ୍ ସିଷ୍ଟମ୍ |,ಹೊಂದಾಣಿಕೆಯ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
ଆଡାପ୍ଟୋମିଟର |,ಅಡಾಪ್ಟೋಮೀಟರ್
ଆଡକକ୍ ଆଣ୍ଟେନା |,ಅಡ್ಕಾಕ್ ಆಂಟೆನಾ
ସଂକ୍ଷେପରେ,ಒಟ್ಟುಗೂಡಿಸಲು
ସଂକଳନ ସମୟ,ಸಂಕಲನ ಸಮಯ
ସଂକଳନ-ବିତରଣ ସମୟ |,ಸಂಕಲನ-ವ್ಯವಕಲನ ಸಮಯ
ଆଡର୍,ಸೇರಿಸುವವನು
"ରାଶି, ଯୋଗ, ସମୀକରଣ (ଏଡି।), ଯୋଗୀ (v।)","ಮೊತ್ತ, ಸಂಕಲನ, ಸಂಕಲನ (ed.), ಸಂಯೋಜಕ (v.)"
ଯୋଗ ସ୍ଥିର |,ಸೇರ್ಪಡೆ ಸ್ಥಿರ
ତ୍ୱରଣ-ରାଶି ନିୟମ |,ವೇಗವರ್ಧನೆ-ಮೊತ್ತ ನಿಯಮ
ଦୂରତା-ନିୟମ |,ದೂರ-ಮೊತ್ತದ ನಿಯಮ
ବେଗ-ରାଶି ନିୟମ |,ವೇಗ-ಮೊತ್ತ ನಿಯಮ
ଭେକ୍ଟରର ରାଶି,ವಾಹಕಗಳ ಮೊತ್ತ
ସଂଗ୍ରହ ପ୍ରତିକ୍ରିୟା,ಸಂಗ್ರಹಣೆಯ ಪ್ರತಿಕ್ರಿಯೆ
ଅତିରିକ୍ତ ଚଟାଣ |,ಹೆಚ್ಚುವರಿ ಮಹಡಿ
"ସଂଯୋଜକ ସ୍ୱର, ଅତିରିକ୍ତ ସ୍ୱର (ସ୍ୱର)","ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)"
"ଯୋଗୀ, ଯୋଗୀ |","ಸಂಯೋಜಕ, ಸಂಯೋಜಕ"
ଯୋଗୀ ପ୍ରଣାଳୀ |,ಸಂಯೋಜಕ ವ್ಯವಸ್ಥೆ
ମିଶ୍ରିତ ବର୍ଣ୍ଣ,ಸಂಯೋಜಿತ ಪಾತ್ರಗಳು
ସମୁଦାୟ ଅକ୍ଷର ପ୍ରକ୍ରିୟା |,ಒಟ್ಟು ಅಕ್ಷರ ಪ್ರಕ್ರಿಯೆ
ଯୋଗୀ ସଂପନ୍ନ ରଙ୍ଗ |,ಸಂಯೋಜಕ ಪೂರಕ ಬಣ್ಣ
ଯୋଗୀ ସ୍ଥିର |,ಸಂಯೋಜಕ ಸ್ಥಿರ
ଯୋଗୀ ଟ୍ରାକ୍ସନ୍ |,ಸಂಯೋಜಕ ಎಳೆತ
ଯୋଗୀ ପ୍ରଭାବ,ಸಂಯೋಜಕ ಪರಿಣಾಮ
ଯୋଗୀ କାରକ |,ಸಂಯೋಜಕ ಅಂಶ
ଯୋଗୀ କାର୍ଯ୍ୟ,ಸಂಯೋಜಕ ಕಾರ್ಯ
ଯୋଗୀ ମିଶ୍ରଣ |,ಸಂಯೋಜಕ ಮಿಶ್ರಣ
ଯୋଗୀ ମୂଳ |,ಸಂಯೋಜಕ ಮೂಲ
