English,Marathi
convolution theorem (= faltung theorem),कॉम्प्रेशन प्रमेय
coordinate,"समन्वय, समन्वय, समन्वय"
coordinate axis,दिग्दर्शक अक्ष
coordinate geometry,समन्वय भूमिती
coordinate plane,समन्वय विमान
coordinates,समन्वय
coordinate system,"समन्वय प्रणाली, सूचना प्रणाली"
Copernican system,copernicus-शरीर
Coplanar,प्लॅनर
coplanar forces,coplanar force
coplanarity,सपाटपणा
coprime numbers,मुळसंख्या
correction factor,"सुधारणा गुणक, सुधार गुणक"
correct solution,योग्य उपाय
correlation,सह - संबंध
correlation coefficient,सहसंबंध गुणांक
correlation diagram,सहसंबंध आकृती
correlation function,सहसंबंध कार्य
correlation matrix,"सहसंबंध मॅट्रिक्स, सहसंबंध मॅट्रिक्स"
correlation ratio,सहसंबंध गुणोत्तर
correlogram,सहसंबंध आकृती
correlogram analysis,सहसंबंध-चित्र विश्लेषण
correspond,"पत्रव्यवहार करणे, पत्रव्यवहार करणे"
correspondence principle,असोसिएशनचे नियम
corresponding angle,संबंधित कोन
corresponding side,सुसंगत बाजू
coset,सेट
cosine,"cosine, cotizya"
cosine law,कोसाइन नियम
cost analysis,खर्च विश्लेषण
cost maximization,जास्तीत जास्त खर्च
countability axiom,गणनाक्षमता स्वयंसिद्ध
countable,मोजण्यायोग्य
countable additivity,मोजण्यायोग्य जोडणी
countable base,मोजण्यायोग्य आधार
countable basis,मोजण्यायोग्य आधार
countable set,मोजण्यायोग्य संच
countably infinite,मोजण्यायोग्य असीम
counter,"कॅल्क्युलेटर, पॅनेल, काउंटर"
counter clockwise,घड्याळाच्या उलट दिशेने अपव्यय
counter example,प्रति उदाहरण
covariance,सहप्रसरण
covariance law,सहप्रसरण नियम
covariance matrix,सहप्रसरण मॅट्रिक्स
covariance method,सहप्रवाह पद्धत
covariance technique,सहप्रवाह पद्धत
