Marathi,Assamese
केंद्रीकृत प्रणाली,কেন্দ্ৰীভূত ব্যৱস্থা
प्रमाणित टेप,প্ৰমাণীকৃত টেপ
साखळी,শিকলি
"1.मालिका डेटा, 2.मालिका सामग्री","1.series ডাটা, 2.series বিষয়বস্তু"
साखळी दुवा,শৃংখল সংযোগ
चेनिंग,চেইনিং
"1.चॅनेल, 2.चॅनेल","১.চেনেল, ২.চেনেল"
"1.चॅनेल व्यस्त टोन, 2.चॅनेल व्यस्त टोन","1.চেনেল ব্যস্ত টোন, 2.চেনেল ব্যস্ত টোন"
"1.चॅनेल क्षमता, 2.चॅनेल क्षमता","1.চেনেল ক্ষমতা, 2.চেনেল ক্ষমতা"
"1.चॅनेल कंट्रोलर, 2.चॅनेल कंट्रोलर","1.চেনেল নিয়ন্ত্ৰক, 2.চেনেল নিয়ন্ত্ৰক"
"1. चॅनल एरर, 2.चॅनल एरर","1. চেনেল ত্ৰুটি, 2.চেনেল ত্ৰুটি"
"1.चॅनेल प्रोग्राम, 2.चॅनेल प्रोग्राम","১.চেনেল প্ৰগ্ৰেম, ২.চেনেল প্ৰগ্ৰেম"
"1.चॅनेल विश्वसनीयता, 2.चॅनेल विश्वसनीयता","1.চেনেল নিৰ্ভৰযোগ্যতা, 2.চেনেল নিৰ্ভৰযোগ্যতা"
"1.चॅनेल सेट, 2.चॅनेल सेट","1.চেনেল ছেট, 2.চেনেল ছেট"
प्रतीक,প্ৰতীক
"1. कॅरेक्टर कोड, 2. वर्ण कोड","১.আখৰৰ ক&#39;ড, ২. আখৰৰ ক&#39;ড"
वर्ण की,আখৰৰ চাবি
वर्ण वाचक,চৰিত্ৰ পাঠক
"1. प्रतीक आकार, 2. प्रतीक आकार","১.প্ৰতীকৰ আকাৰ, ২.প্ৰতীকৰ আকাৰ"
सचित्र,চিত্ৰকল্প
"1.चेसिस, 2.चेसिस","১.চেছিছ, ২.চেছিছ"
बिट तपासा,বিট পৰীক্ষা কৰক
चेक पॉइंट्स,চেক পইণ্ট
बेरीज तपासा,মুঠ পৰীক্ষা কৰক
शब्द तपासा,শব্দ পৰীক্ষা কৰক
चिप,চিপ
चिप संच,চিপ চেট
"1.निवडा, 2.निवडा","1.বাছি লোৱা, 2.বাছি লোৱা"
वर्णक्रमानुसार,বৰ্ণানুক্ৰমে
"1.सफर, 2. शून्य, 3. नाविक","১.ছাফাৰ, ২. শূন্য, ৩. নাৱিক"
सर्किट,বৰ্তনী
मंडळ यादी,বৃত্ত তালিকা
सेरेस,চেৰেছ
उल्लेख,উল্লেখ
"1.श्रेणी, 2.श्रेणी","1.শ্ৰেণী, 2.শ্ৰেণী"
वर्ग व्हेरिएबल,ক্লাছ ভেৰিয়েবল
वर्गीकरण,শ্ৰেণীবিভাজন
सफाई,স্ক্যাভেঞ্জিং
साफ केलेले क्षेत्र,ক্লিয়াৰ কৰা অঞ্চল
"1. सिस्टम साफ करा, 2. चॅनेल साफ करा","1. চিস্টেম পৰিষ্কাৰ কৰক, 2. চেনেল পৰিষ্কাৰ কৰক"
दाबा,টিপক
"1. ग्राहक, 2. ग्राहक","১.গ্ৰাহক, ২. গ্ৰাহক"
"1.क्लायंट सर्व्हर, 2.क्लायंट सर्व्हर","1.ক্লায়েন্ট চাৰ্ভাৰ, 2.ক্লায়েন্ট চাৰ্ভাৰ"
ग्राहक स्टब,গ্ৰাহকৰ ষ্টাব
कातरणे,শ্বিয়াৰিং আৰ্ট
कातरणे कला लायब्ररी,শ্বিয়াৰিং আৰ্ট লাইব্ৰেৰী
क्लिप बोर्ड,ক্লিপ বৰ্ড
क्लिपर,ক্লিপাৰ
क्लिपर चिप,ক্লিপাৰ চিপ
दुफळी,ফৈদ
"1.वॉच, 2. कॅलड","1.ৱাচ, ২. calad"
घड्याळ चक्र,ঘড়ীৰ চক্ৰ
घड्याळ वारंवारता,ঘড়ীৰ কম্পাঙ্ক
कलाड हार्डवेअर,কালাদ হাৰ্ডৱেৰ
कलाड स्पंद,কালাদ স্পেণ্ড
घड्याळाचा वेग,ঘড়ীৰ গতি
वेळ सिंक्रोनाइझेशन,সময় সমন্বয়
घड्याळाची टिक,ঘড়ীৰ টিক
क्लोन,ক্ল&#39;ন
बंद,বন্ধ কৰা
क्लोज्ड सर्किट टीव्ही (सीसीटीव्ही),বন্ধ চাৰ্কিট টিভি (চিচিটিভি)
वर्णन,বিৱৰণ
"1.क्लाउड संगणन, 2.क्लाउड संगणन","১.ক্লাউড কম্পিউটিং, ২.ক্লাউড কম্পিউটিং"
घड,মুঠি
"1.कव्हर केलेले कार्ड, 2. लेपित पत्रक","১.আবৃত কাৰ্ড, ২. আৱৰণযুক্ত শ্বীট"
लेपित कागद,আৱৰণযুক্ত কাগজ
समाक्षीय,সমাক্ষীয়
समाक्षीय केबल,সমাক্ষীয় কেবল
कोडासिल,কোডাচিল
"1.कोड, 2.कोड","১.কোড, ২.কোড"
"1. कोड जनरेटर, 2. कोड जनरेटर","1. ক&#39;ড জেনেৰেটৰ, 2. ক&#39;ড জেনেৰেটৰ"
कोड पृष्ठ,ক&#39;ড পৃষ্ঠা
"1.कोड शब्द, 2.कोड शब्द","১.কোড শব্দ, ২.কোড শব্দ"
"1.कोडर, 2.कोडर","১.কোডাৰ, ২.কোডাৰ"
"1. एन्कोडिंग चाचणी, 2. कोडिंग चाचणी","1. এনকোডিং পৰীক্ষা, 2. ক&#39;ডিং পৰীক্ষা"
एन्कोडिंग फॉर्म,এনকোডিং ফৰ্ম
"1. एन्कोडिंग शीट, 2. कोडिंग शीट","1. এনকোডিং শ্বীট, 2. ক&#39;ডিং শ্বীট"
गुणांक,সহগ
एकसंधता,সংহতি
"1.कोल्ड बूट, 2.कोल्ड स्टार्ट","1.কল্ড বুট, 2.কল্ড ষ্টাৰ্ট"
थंड सुरुवात,ঠাণ্ডা আৰম্ভণি
मदत,সহযোগ
कोसळणे,পতন হোৱা
"1.समावेश, 2.कॉन्केटनेट","১.সংলগ্নকৰণ, ২.সংযুক্ত কৰা"
"1.अनुक्रमित टेप,2. कॉलेट टेप","1.সূচীভুক্ত টেপ, 2. callet টেপ"
टक्कर,সংঘৰ্ষ
कोलन,বৃহদান্ত্ৰ
"1.वर्ण, 2.रंग","১.আখৰ, ২.ৰং"
रंग संपृक्तता,ৰঙৰ পৰিপূৰকতা
रंग टेबल,ৰঙৰ টেবুল
स्तंभ,স্তম্ভ
संयोजन,সংমিশ্ৰণ
संमिश्र बॉक्स,কম্পোজিট বাকচ
"1.command, 2.command","১.আদেশ, ২.আদেশ"
कमांड बटण,কমাণ্ড বুটাম
आदेश यादी,কমাণ্ড তালিকা
टिप्पणी,টোকা
"1. वचनबद्धता, 2. वचनबद्धता","১/ প্ৰতিশ্ৰুতি, ২/ প্ৰতিশ্ৰুতি"
गोष्ट,বস্তু
कॉमन बिझनेस ओरिएंटेड लँग्वेज (COBOL),সাধাৰণ ব্যৱসায়মুখী ভাষা (COBOL)
सामान्य त्रुटी,সাধাৰণ ভুল
सामान्य भाषा,সাধাৰণ ভাষা
"1.सामान्य नाव, 2. सामान्य दिनचर्या","১.সাধাৰণ নাম, ২. স্বাভাৱিক ৰুটিন"
कम्युनिकेशन्स,যোগাযোগ
संप्रेषण लाइन,যোগাযোগ লাইন
संप्रेषण मोड,যোগাযোগ ধৰণ
"1. कम्युनिकेशन नेटवर्क, 2. कम्युनिकेशन नेटवर्क","1. যোগাযোগ নেটৱৰ্ক, 2. যোগাযোগ নেটৱৰ্ক"
संप्रेषण पॅरामीटर,যোগাযোগ প্ৰাচল
संप्रेषण प्रणाली,যোগাযোগ ব্যৱস্থা
कॉम्पॅक्शन,সংকোচন
कंप्रेसर,কম্প্ৰেছাৰ
कॉम्प्रेशन ट्रान्समिशन,কম্প্ৰেছন ট্ৰেন্সমিছন
कंपनी नेटवर्क,কোম্পানী নেটৱৰ্ক
तुलना चाचणी,তুলনামূলক পৰীক্ষা
"1. सुसंगतता, 2. सुसंगतता","১.সামঞ্জস্যতা, ২.সামঞ্জস্যতা"
सुसंगत,উপযুক্ত
संकलन,সংকলন
संकलन आणि अंमलबजावणी,সংকলন আৰু নিষ্পাদন
"1.कंपाइलर, 2.प्रोग्राम ट्रान्सफर","1.কম্পাইলাৰ, 2.প্ৰগ্ৰেম ট্ৰেন্সফাৰ"
कंपाइलर भाषा,কম্পাইলাৰ ভাষা
