Tamil,Hindi
புத்தகம் மதிப்பு,"खाता मूल्य, अंकित मूल्य"
பூத்,"बूथ, कोष्‍ठ, मतदान कोष्‍ठ"
பூத் கைப்பற்றுதல்,"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना"
எல்லை கொடுப்பனவு,सीमा भत्‍ता
பார்டர் லைன்,"सीमारेखा, सीमावर्ती (वि.)"
கடன் வாங்குபவர்,उधारकर्ता
கடன் வாங்கும் சக்தி,"उधार लेने की शक्‍ति, ऋणादान शक्‍ति"
பாஸ்,बॉस
சிக்கல்,गत्यवरोध
அடைப்புக்குறி,कोष्‍ठक
எல்லை,सीमा
புறக்கணிப்பு,"बहिष्कार, बॉयकाट"
மூளை வடிகால்,प्रतिभा पलायन
கிளை அலுவலகம்,शाखा कार्यालय
மீறல்,"भंग, तोड़ना"
ஒப்பந்தத்தை மீறுதல்,क़रार-भंग
நம்பிக்கையை மீறுதல்,विश्‍वास भंग
ஒப்பந்த மீறல்,संविदा भंग
ஒழுக்கத்தை மீறுதல்,अनुशासन भंग
சட்ட மீறல்,"विधिभंग, क़ानून तोड़ना"
சமாதான மீறல்,शांति भंग
சலுகை மீறல்,विशेषाधिकार भंग
வாக்குறுதியை மீறுதல்,वचन भंग
விதியை மீறுதல்,नियम भंग
நம்பிக்கை துரோகம்,"विश्‍वास भंग, अमानत में खयानत"
உடைப்பு,"टूट-फूट, टूट-फूट प्रभार"
உடைக்கவும்,ठप
சேவையில் இடைவெளி,सेवा में व्यवधान
முறிவு,ब्योरा
இனம்,नस्ल
கையூட்டு,"घूस, रिश्‍वत"
சுருக்கமான,"संक्षिप्त, पक्षसार, ब्रीफ़"
மாநாடு,"सार बताना, पक्षसार बताना"
சுருக்கமான விண்ணப்பம்,संक्षिप्त वृत्‍त
புத்திசாலித்தனமான பதிவு,"शानदार कीर्तिमान, शानदार रिकार्ड"
கவனத்திற்கு கொண்டு வாருங்கள்,ध्यान में लाना
ஒளிபரப்பு,प्रसारण
பிராட்ஷீட்,बड़ा चिट्ठा
சிற்றேடு,विवरणिका
தரகு,दलाली
