Hindi,Punjabi
प्रतिपोषक कारक,ਐਂਟੀਨੂਪਸ਼ਨਲ ਫੈਕਟਰ
प्रतिऑक्सीकारक,ਐਂਟੀਆਕਸੀਡੈਂਟ
प्रतिव्यासांत केंद्रक,ਐਂਟੀਪੰਡੀਲ ਨਿ le ਕਲੀਅਸ
प्रति-अर्थक आर.एन.ए.,ਤਣਾਅ ਵਿਰੋਧੀ ਆਰ ਐਨ ਏ
प्रतिविषाणुक प्रोटीन,ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਟੀਨ
गह्वर,ਗੜਬੜ
अकेंद्रकी,Ul ਿੱਲ
गुदा,ਗੁਦਾ
दुश्चिंता विकार,ਚਿੰਤਾ ਵਿਕਾਰ
महाधमनी चाप,ਏਓਰਟਿਕ ਆਰਕ
कर्ण गुच्छिका,ਏਓਰਟਿਕ ਗੈਂਗਲੀਅਨ
महाधमनी अर्धचंद्र कपाट,ਅੌਰਥਿਕ ਸੇਮਿਲਿ un ਨਰ ਵਾਲਵ
महाधमनी कपाट,ਏਓਰਟਿਕ ਵਾਲਵ
पश्चावस्था वर्धक संमिश्र,ਏਪੀਸੀ (ਐਨਾਫਸੇਸ ਕੰਪਲੈਕਸ ਨੂੰ ਉਤਸ਼ਾਹਤ ਕਰਨਾ)
कपि-सम पूर्वज,ਏਪ ਵਰਗੀ ਯੂਨੀਅਨ
ऐफिड,Aphid
ऐफ्रोडाइट,ਐਫਰੋਡਾਈਟ
शीर्ष प्रभाविता,ਏਪਿਕਲ ਦਬਦਬਾ
शीर्ष तल्प,Apical Pad
मधुमक्खीपालन,Apsiculturuse
ऐपिस इंडिका,ਏਪਿਸ ਇੰਡੀਕਾ
अचलबीजाणु,ਏਪਲਾਨੋਸਪੌਰ
ऐप्लीसिया,ਅਫਲਸੀਆ
ऐपोकार्पी,ਅਪਰੋਕਾਰ ਪੀਫਾ
वियुक्तांडपी,ਅਪੋਕੌਰਪਸ
वियुक्तांडपी अंडाशय,ਅਪੋਕੌਰਪਸ ਅੰਡਾਸ਼ਯ
अपस्रावी ग्रंथि,ਅਪਕ੍ਰਾਈਨ ਗਲੈਂਡ
एपोएंजाइम,ਅਪੋਜੀਮ
असंगजनिक,ਅਪਮਾਨਜਨਕ
असंगजनन,ਅਪੋਮਿਕਸ
ऐपोप्लाज्म,ਅਪੋਪਲਾਸਮ
सुप्रवाही पथक्रम,Apoplasict ਬਿਸ਼ਵੇ
एपोप्टोसिस,ਅਪੋਪੋਟੋਸਿਸ
उपकरण,ਉਪਕਰਣ
उपांगी कंकाल,ਹੈਂਡੀਕੀਲ ਪਿੰਜਰ
अंधनाल की परिशेषिका,ਕਲੇਕਮ ਦਾ ਅੰਤਿਕਾ
ऐपल घोंघा,ਐਪਲ ਸਨੈਲ
जलकृषि,ਐਕਵਾਇਲਚਰ
ऐक्वापॉरिन,ਐਕੁਆਪੋਰਿਨ
जलीय ऐम्फिबियन,ਐਕੁਆਟਿਕ ਐਂਪੀਬੀਅਨ
जलीय रूप,ਜਲ
जलीय पर्यावास,ਜਲ-ਰਹਿਤ ਰਿਹਾਇਸ਼
जलीय जीव,ਜਲਮਿਆਵ
जलीय पादप,ਜਲ
जलीय श्वसन,ਐਕੁਆਟਿਕ ਸਾਹ
जलीय तरल,ਜਲੂੜ ਤਰਲ
"नेत्रोद, ऐक्विअस ह्यूमर",Quice ਹੰਸ਼
जलीय अंतःकोशिका तरल,ਜਲਮਈ ਅੰਗੂਰ-ਸੈਲੂਲਰ ਤਰਲ
जलीय नमूना,ਜਲਮਈ ਨਮੂਨਾ
जलीय विलयन,ਜਲੂਣ ਦਾ ਹੱਲ
एक्विला,ਅਕੂਲਾ
ऐरेबिडॉप्सिस,ਅਰੇਮੀਡੋਪਿਸ
एरेक्निडा,ਅਰਾਚਨੀਡਾ
एरेक्नॉइड (लूताजालाभ),ਅਰਾਚਨੋਇਡ
अरेनियस,ਅਰਨੀਅਸ
वृक्षवत्,ਆਰਬੋਰਸੈਂਟ
वृक्षवत् लाइकोपॉड,ਆਰਬੋਰਸੈਂਟ ਲਾਇਕੋਪਡ
आद्य जीवाणु,ਪੁਰਾਤੱਤਬੀਟਰੀਆ
स्त्रीधानी,ਆਰਚੀਗੋਨੀਅਮ
द्वीपसमूह,ਆਰਚੀਪਲੇਗੋ
"उत्तरध्रुवीय, आर्कटिक",ਆਰਕਟਿਕ
आर्कटिक टर्न,ਆਰਕਟਿਕ ਟੇਰ
"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा",ਆਰਕਟਿਕ ਟੁੰਡਰਾ
आर्डिया,ਅਰਦੀਸ
एरियोली ऊतक,ਅਬੀਲਰ ਟਿਸ਼ੂ
"आर्जिमनी, पीली कंटीली",ਐਜਮੋਨ (ਪੱਕੇ ਭੁੱਕੀ)
आर्जिमनी मेक्सिकाना,ਐਜਮੋਨ ਮੈਕਸੀਕਾ
आर्जिनीन,ਅਰਜੀਨਾਈਨ
शुष्क प्रक्षेत्र,ਸੁੱਕੇ ਖੇਤਰ
ऐरिस्टोलोकिएसी,ਅਰਸਤੋਲੋਕੀਸੀ
भुजाकृत अशन,ਬਾਂਦਰ ਖਾਣਾ
सैनिक शलभ (चने की सूंडी),ਫੌਜ ਦੇ ਕੀੜੇ
ऐरॉयड,ਅਰਾਦ
ऐरोमा,ਖੁਸ਼ਬੂ
प्रग्राही,ਅਰੈਸਟਰ
आर्टिमिजिया,ਅਰਤਿਮਿਸੀਆ
धमनी प्रकुंचनी,ਧਮਾਕਾ ਕਰੋ ਸਿੰਸਟੋਲਿਕ
धमनीकाठिन्यकारी,ਆਰਟੀਰੀਓਸਕਲੇਰੋਟਿਕ
संधिपाद,ਆਰਥਰੋਪੋਡ
संधिशोथ,ਗਠੀਏ
"संधिपाद संघ, आथ्रोपोडा",ਆਰਥਰੋਪੋਡਾ
संधायक उपास्थि,ਆਰਟਿਕਲ ਕਾਰਟਿਲੇਜ
संधिल,ਬਿਆਨ
संधित,ਬਿਆਨ
कृत्रिम गतिचालक,ਨਕਲੀ ਪੇਸਮੇਕਰ
कृत्रिम वरण,ਨਕਲੀ ਚੋਣ
आर्टोकार्पस हेटेरोफिलस (कटहल),ਆਰਕਕ੍ਰਿਪਸ ਹੈਟਰੋਫਾਈਲਸ
ऐस्बेस्टॉस रेशा,ਐਸਬੈਸਟਸ ਫਾਈਬਰ
"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति",Sesbestosis
ऐस्केरिस,ਐਸਕਾਰਿਸ
आरोही वर्णलेखन,ਚੱਲੀ ਚੱਲੀ ਕ੍ਰੋਮਾਮੋਗ੍ਰਾਫੀ
ऐसिडिआ,ਐਸਸੀਡੀਆ
ऐसिडियन,ਐਸਸੀਡਿਅਨ
ऐस्कोकार्प,Ascocarp
ऐस्कोमाइसिटीज,Ascomycesetes
ऐस्कॉर्बिक अम्ल,ਐਸਕੋਰਬਿਕ ਐਸਿਡ
"ऐस्कस बीजाणु, ऐस्कोस्पोर",ਐਸਕੋਸਪੋਰ
ऐस्कस,ਅਸ੍ਸਕਸ
पटहीन,Sseptate
अलैंगिक जनन,ਅਸ਼ਜਿਆ ਪ੍ਰਜਨਨ
अलैंगिक बीजाणु,ਅਸਪਸ਼ਟ ਸਪੋਰ
ऐस्पेराजीन सिन्थेटेस,Asparagine ਸਿੰਥੇਟੇਸ
"ऐस्पैरागस, शतावरी",ਐਸਪੈਰਾਗਸ
ऐस्पार्टिक अम्ल,ਐਸਪਾਰਟਿਕ ਐਸਿਡ
ऐस्पर्जिलस नाइजर,ASPREGLLUS ਨਾਈਜਰ
ऐस्पर्जिलस,ਅਸਪਰਗੇਲਸ
ऐस्फोडेलस टेनुईफोलियस,Assphoodelus tinguleifios
ऐस्पिरिन,ਐਸਪਰੀਨ
"आमापन, ऐसे",ਅਨੀ
समुच्चय,ਅਸੈਂਬਲੀ
स्वांगीकरण दक्षता,ਅਸਮੁਸ਼ੀ ਕੁਸ਼ਲਤਾ
स्वांगीकारी जड़,ਅਸਮਿਲੈਲੀਅਲ ਰੂਟ
सहायित जननिक तकनीक,ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੀ ਤਕਨੀਕ
"साहचर्य क्षेत्र, सहभागिता क्षेत्र",ਐਸੋਸੀਏਸ਼ਨ ਖੇਤਰ
सहचारी सहजीविता,ਐਸੋਸੀਏਟਿਵ ਚਿੰਨ੍ਹ
अपव्यूहन और पुनर्योजन,ਉਲਟਾ ਅਤੇ ਲੈਸਸ਼ਨ
कारक का अपव्यूहन,ਕਾਰਕ ਦੀ ਉਲੰਘਣਾ
ऐस्टाकस,ਐਸਟੈਕਸ
ऐस्टेरेसी,ਅਸਤੇਰੇਸੀ
ऐस्टरेलीज,Aseterales
"क्षुद्र ग्रह, ग्रहिका",ਅਸਾਧਾਰਣ
दमा,ਦਮਾ
ऐस्ट्रागेलस गुमीफर,ਅਸਟ੍ਰੌਲਸ ਗਮਮੀਫਾਇਰ
तारक तर्कु ध्रुव,ਸੂਟ੍ਰਲ ਸਪਿੰਡਲ ਖੰਭੇ
खगोलज्ञ,ਖਗੋਲ ਵਿਗਿਆਨੀ
असममित गुणसूत्रप्ररूप,ਅਸਮੈਟ੍ਰਿਕ ਕੈਰੀਓਟਾਈਪ
असममित,ਅਸਮੈਟ੍ਰਿਕਲ
धमनीवसाकठिन्यमय,ਐਥਰੋਮੋਮੋਟਸ
"धमनीवसाकाठिन्य, ऐथिरोस्कलेरोसिस",ਐਥੀਰੋਸਕਲੇਰੋਟਿਕ
धमनीवसाकठिन्यकारी लवांक,ਐਥੀਰੋਸਕਲੇਰੋਟਿਕ ਪਲੇਕ
"शीर्षधर, ऐटलस",ਐਟਲਸ
"शीर्षधर कशेरुक, ऐटलस कशेरुक",ਐਟਲਸ ਵਰਟੀਬਰਾ
वायुमंडल,ਵਾਤਾਵਰਣ
वायुमंडलीय,ਵਾਯੂਮੰਡਲ
वायुमंडलीय निवेश,ਵਾਯੂਮੰਡਲ ਦੇ ਉਪਕਰਣ
परमाणु बल सूक्ष्मदर्शी,ਪਰਮਾਣੂ ਤਾਕਤ ਮਾਈਕਰੋਸਕੋਪ
परमाणु,ਐਟਮ
ए. टी. पी. ऐज,Atp ase
अलिंद संकुचन,ਐਟਰੀਅਲ ਸੁੰਗੜਨ
परिकोष्ठी रेशकीयन,ਐਟਰੀਅਲ ਫਾਈਬ੍ਰਿਲੇਸ਼ਨ
परिकोष्ठी नैट्रीयूरेटिक कारक,ਐਟਲਿਕ ਨਟ੍ਰਿ su ਫ ਫੈਕਟਰ (ਏ ਐਨ ਐਫ)
अलिंद ग्रंथिक,ਐਟਰੀਅਲ ਨੋਡ
अलिंद प्रकुंचन,ਐਟਿਅਲ ਈਸਟੋਲ
अलिंद-निलय ग्रंथिक,ਐਟਰੀਓਵੈਂਟ੍ਰਿਕੂਲਰ ਨੋਡ
अलिंद-निलय कपाट,ਐਟਰੀਓਵੈਂਟ੍ਰਿਕੂਲਰ ਵਾਲਵ
अलिंद,ਐਟ੍ਰੀਅਮ (ਮੋਟੀਰੀਆ)
परिकोष्ठ,ਐਟ੍ਰੀਅਮ (ਮੋਟੀਰੀਆ)
ऐट्रोपा बेलाडोना,ਐਟੋਰੋਸਾ ਬੇਲਾਡੋਨਾ
क्षीणता,ਸ਼ੋਸ਼ਣ
ऐट्रोपीन ऐल्केलॉइड,ਐਟ੍ਰੋਪਾਈਨ ਐਲਕਾਲਾਇਡ
संलग्नी पट्ट,ਅਟੈਚਮੈਂਟ ਪਲੇਟ
श्रवण वल्कुट,ਆਡਿਟਟਰੀ ਕੋਰਟੇਕਸ
ऑलोसाइरा,Uloseira
पालि,ਅੌਰਲਿਕ (ਅੰਨਿਕੁਲਾ)
अलिंद,ਅੌਰਲਿਕ (ਅੰਨਿਕੁਲਾ)
परिकोष्ठ,ਅੌਰਲਿਕ (ਅੰਨਿਕੁਲਾ)
कर्णपल्लव,ਅੌਰਲਿਕ (ਅੰਨਿਕੁਲਾ)
ऑस्ट्रेलोपिथेसिनीस,ਆਸਟਰੇਲਿਓਪੀਟੀਕੇਨਸ
स्वपारिस्थितिकी,ਅਨਾਜ
स्वचालित डी. एन. ए. अनुक्रमक,ਸਵੈਚਾਲਿਤ ਡੀ ਐਨ ਏ ਸੀਕੁਇੰਸਰ
स्वबहुगुणित,ਆਟੋਪਲਿਪਲਾਈਡ
स्वविश्लेषित्र,ਆਟੋਮੈਟੇਲਸਰ
स्वयुग्मन,ਆਟੋਗ੍ਰਾਮ
स्वनिषेचन,ਆਟੋਗ੍ਰਾਮ
स्वनिरोप,ਆਟੋਗ੍ਰਾਫਟ
स्वप्रतिरक्षा रोग,ਸਵੈ-ਇਮਿਜਨ ਬਿਮਾਰੀ
ऑटोमोबाइल निष्कासित पदार्थ,ਆਟੋਮੋਬਾਈਲ ਐਗਜ਼ਸਟ
स्वायत्त (अनैच्छिक) तंत्रिका-तंत्र,ਆਟੋਨੋਮਿਕ (ਅਣਇੱਛਤ) ਦਿਮਾਗੀ ਪ੍ਰਣਾਲੀ
स्वभोजी लयनकाय,ਆਟੋਫਿਕ ਲਾਇਸੋਸੋਮ
स्वगुणित,ਆਟੋਪਲੋਇਡ
"प्रचलपाद, ऑटोपोडियम",ਆਟੋਪੋਡਿਅਮ
स्वबहुगुणित,ਆਟੋਪਲਿਪਲਾਈਡ
अलिंगी गुणसूत्र,ਆਟੋਸੋਮਲ ਕ੍ਰੋਮੋਰੋਮ
अलिंगसूत्री जीन,ਆਟੋਸੋਮਲ ਜੀਨ
अलिंगसूत्र,ਆਟੋਸੋਮ
स्वचतुर्गुणित,ਆਟੋਟੇਟਰਪਲੋਇਡ
स्वांगोच्छेदन,ਆਟੋਟਮੀ
स्वत्रिगुणित किस्म,ਆਟੋਟ੍ਰਿਪਲਾਈਡ ਕਿਸਮਾਂ
"स्वपोषी, स्वपोषित",ਆਟੋਟ੍ਰੋਫ
"शरद काष्ठ, बसंत काष्ठ",ਪਤਝੜ ਦੀ ਲੱਕੜ
वृद्धि आलेख,ਏਯੂਕਸਨੋਗ੍ਰਾਫ
वृद्धिमापी,Auxanometer
आयतनी वृद्धि,Auxtic ਵਾਧਾ
ऑक्सिन,Auxin
विपोषी,Auxotrof
अलिंद निलय बंडल,ਇੱਕ ਵੀ ਬੰਡਲ
एवीज,Aves
एविसेनिया,ਐਵੀਸਨੀਆ
शूक,Awn
अक्षीय कंकाल,ਐਕਸਿਅਲ ਸਕੈਲਟਨ
अक्षीय,ਧੁਰਾ
कक्षीय कलिका,Axillary ਮੁਕੁਲ
कक्षीय,ਐਕਸੀਲਰੀ
अक्ष-कशेरूक,ਐਕਸਿਸ ਵਰਟੀਬਰਾ
तंत्रिकाक्ष,ਐਕਸਨ
तंत्रिकाक्ष कला,ਐਕਸੋਨਲ ਝਿੱਲੀ
तंत्रिकाक्षतः,ਧੁਨੀ
"अक्षसूत्र, एक्सोनीम",ਐਕਸੋਨਮ
ऐजोस्पिरिलम,ਅਜ਼ੀਸਪਿਰਿਲਮ
ऐजोटोबैक्टर,ਅਜ਼ੋਟੋਬੈਟਰ
अयुग्म शिरा,ਅਜ਼ੀਘਰ ਨਾੜੀ
बैसिलस ऐन्थ्रेसिस,ਬੇਸਿਲਸ ਐਂਥਰੇਸਿਸ
बैसिलस थुरिंजिएन्सिस,ਬੈਡੀਸ ਥਿਨੀਨਸਿਸ (ਬੀਟੀ)
"दंडाणु, बैसिलस",ਬੈਸੀਲਸ
जीवाणु,ਬੈਕਟੀਰੀਆ
"जीवाण्विक, जीवाणुक, जीवाणु",ਬੈਕਟੀਰੀਆ
जीवाणुक कृतक गुणसूत्र,ਬੈਕਟਰੀਆ ਨਕਲੀ ਕ੍ਰੋਮੋਸੋਮ (ਬੈਕ)
जीवाण्विक रोगाणु,ਬੈਕਟਰੀਆ ਜਰਾਸੀਮ
जीवाण्विक प्लाज्मा झिल्ली,ਬੈਕਟਰੀਆ ਪਲਾਜ਼ਾ ਝਿੱਲੀ
जीवाणुक प्रभेद,ਬੈਕਟਰੀਆ ਦੇ ਦਬਾਅ
"जीवाण्वीय, जीवाणु",ਬੈਕਟੀਰੀਆ ਸੰਬੰਧੀ
जीवाणु नामपद्धति,ਬੈਕਟੀਰੀਅਲ ਨਾਮਕਰਨ
जीवाणुभोजी,ਬੈਕਟੀਰਿਓਫੇਜ
जीवाणु,ਬੈਕਟੀਰੀਆ
बैक्युलोविषाणु,ਬੈਕੂਲੋਵਾਇਰਸ
परिच्छादन,ਬੈਗਿੰਗ
बैलीनोप्टेरा,ਬਾਲੋਪ੍ਰਟਾ
संतुलित बहुरूपता,ਸੰਤੁਲਿਤ ਪੌਲੀਮੋਰਫਿਜ਼ਮ
संतोलक वरण,ਸੰਤੁਲਨ ਚੋਣ
बैलेनोग्लोसस,ਬਾਲਨੋੋਗਲੋਸਸ
बैलानस,ਬਾਲਨੁਸ
बैलौस्टा,ਬਾਲੋਤਾ
कंदुक खल्लिका संधि,ਬਾਲ ਅਤੇ ਸਾਕਟ ਜੋੜ
बैलून कैथीकरण,ਗੁਬਾਰਾ ਕੈਥਰੀਟਾਈਕੂ
बाम एच I,ਬਾਮ ਐਚ ਆਈ
बाँस प्ररोह,ਬਾਂਸ-ਸ਼ੂਟ
पट्टित चींटीखोर,ਬੈਂਡਡ ਐਂਟੀਟਰ
पट्टन तकनीक,ਬੈਂਡਿੰਗ ਤਕਨੀਕ
बार्बिट्युरेट,ਬਾਰਬੰਦ
नग्न शैल,ਨੰਗੇ ਚੱਟਾਨ
"रोध, रोधिका",ਬੈਰੀਅਰ
"वल्क, छाल",ਸੱਕ
"खंडावर, बार्नेकल",ਰੁਕਾਵਟ
आधार पिंड,ਬੇਸਲ ਬਾਡੀ
आधार आवरण,ਬੇਸਲ ਕਵਰ
आधारी गुच्छिका,ਬੇਸਲ ਗੈਂਗਲੀਅਨ
आधारी तल्प,ਬੇਸਲ ਪੈਡ
आधार,ਅਧਾਰ
क्षारक युग्म,ਅਧਾਰ ਜੋੜਾ
आधार-कला,ਬੇਸਮੈਂਟ ਝਿੱਲੀ
बेसिडियोकार्प,ਬੇਸਿਡਿਓਕਾਰੈਪ
बेसिडियोमाइसिटीज,ਬੇਸਿਡਿਓਮਾਈਸਾਈਟਸ
बेसिडियमबीजाणु,ਬੇਸਿਡੀਓਸਪੋਰ
बेसिडियम,ਬੇਸਿਡਿਅਮ
अधःबद्ध,ਬੇਸਿਫਿਕਸਡ
आधार झिल्ली,ਬਾਸਲਰ ਵਾਬਲ
तलाभिसारी पर्व क्रम,ਬਾਸਿਪਟਲ ਇੰਟਰਨੋਡ ਆਰਡਰ
"क्षारकरागी, बेसोफिल",ਬਾਸੋਫਿਲ
क्षारकरागी,ਬਾਸੋਫਿਲਿਕ
बेटसी अनुहरण,ਹਿਸਟੀਅਨ ਨਕਲ
बाथ स्पंज,ਇਸ਼ਨਾਨ ਸਪੰਜ
नहाने का स्पंज,ਇਸ਼ਨਾਨ ਸਪੰਜ
बौहिनिया,Bauhinia
विस्पंद,ਕੁੱਟਿਆ
"मधुमक्खी पेटिका, मधुमक्खी छत्ताधानी",ਮਧੂ ਮੱਖੀ
मधुमोम,ਮਧੂ
बिगोनिआ,ਬੇਗੋਨਿਆ
व्यवहारात्मक अनुकूलन,ਵਿਵਹਾਰ ਅਨੁਕੂਲਤਾ
बेल,ਬੇਲ
बेलाडोना,ਬੇਲਾਡੋਨਾ
सुदम अर्बुद,ਸੁਹਜ ਟਿ or ਮਰ
नितलस्थ,ਬਰਥਿਕ
बेंजीन हेक्साक्लोराइड (बी.एच.सी.),ਬੈਂਜਾਨ ਹੇਕਸਾਥੋਰਾਈਡ (ਬੀਐਚਸੀ)
बेंजीन,ਬੈਂਜਿਨ
बेरेनिल,Berenil
"सरस फल, बेरी",ਬੇਰੀ
बीटा विविधता,ਬੀਟਾ ਵਿਭਿੰਨਤਾ
बेटूला,Betula
b-ग्लोबिन,ਬੀ-ਗ੍ਰੇਬਿਨ
भांग,ਭੰਗ
भेटकी,ਬਥੇਕਿਕੀ
बी-संस्तर,ਬੀ-ਦੂਰੀ
बाइकार्बोनेट,ਬਾਈਕਾਰਬੋਨੇਟ
द्विअंडपी,ਬਿਕਰਚਾਈ
बाइकार्पलेटी,ਬਾਇਆਪੈਲਟਾ
"द्विशिरस्क, बाइसेप्स",ਬਾਈਸੈਪਸ
उभयावतल,ਬਿਕੋਨੇਕੈਵ
उभयोत्तल,ਬਿਕੋਨਵੈਕਸ
उभयोत्तल गोलाकार लेन्स,ਬਾਈਕੋਨਵੈਕਸ-ਗੋਲਾਕਾਰ ਲੈਂਜ਼
