Malayalam,Hindi
അഭ്യർത്ഥിക്കുക,आह्वान
പേര് വിളി,नाम आह्वान
റഫറൻസ് കോൾ,संदर्भ आह्वान
ബഹുമാന കോൾ,मान आह्वान
വേരിയബിൾ കോൾ,चर आह्वान
അഭ്യർത്ഥന കവാടം,आहवान गेट
"1. റദ്ദാക്കുക, 2. റദ്ദാക്കുക","1.निरस्त करना, 2.रद्द करना"
അസാധുവാക്കൽ ബട്ടൺ,निरसन बटन
"1. നിർദേശിക്കപ്പെട്ടത്, 2. കാനോനിക്കൽ","1.विहित, 2. कैनॉनिकल"
കാനോനിക്കൽ രൂപം,विहित रूप
കഴിവ്,क्षमता
ശേഷി പട്ടിക,क्षमता सूची
"1. കഴിവ്, 2. പിടിക്കുന്നു","1.क्षमता, 2. धारिता"
ക്യാപ്സ് ലോക്ക് കീ,कैप्स लॉक कुंजी
"1.കാർഡ്, 2. ഷീറ്റ്","1.कार्ड, 2. पत्रक"
കാർഡ് റീഡർ,कार्ड पाठक
പ്രാധാന്യം,प्रमुखता
വാഹകൻ,वाहक
കാരിയർ ബാൻഡ്,वाहक बैंड
കാരിയർ ലോഡ്,वाहक भार
കാരിയർ സിഗ്നൽ,वाहक संकेत
കാരിയർ തരംഗം,वाहक तरंग
നേടിയത്,हासिल
സ്കോർ നേടി,हासिल अंक
പതാക നേടി,हासिल ध्वज
"1.കാട്രിഡ്ജ് ഡിസ്ക്, 2.കാട്രിഡ്ജ് ഡിസ്ക്","1.काट्रिज डिस्क, 2.काट्रिज चक्रिका"
"1. കാസ്കേഡ്, 2. കാസ്കേഡ്","1.कास्केड, 2.सोपानी"
കേസ്,केस
കാഥോഡ്-റേ-ട്യൂബ് (CRT),कैथोड-रे-टयूब (सी आर टी)
കാഥോഡ് റേ ട്യൂബ് (CRT) കാഥോഡ് റേ ട്യൂബ്,कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब
സിഡി റോം ഡിസ്ക് ഡ്രൈവ്,सी डी रॉम डिस्क ड्रािव
സെൽ,सेल
സെൽ ആനിമേഷൻ,सेल एनीमेशन
സെല്ലുലാർ ഫോൺ,सेल्युलर फोन
"1. സെൻട്രൽ മെമ്മറി, 2. കേന്ദ്ര മെമ്മറി","1.केंद्रीय स्मृति, 2. केंद्रीय मेमोरी"
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),केद्रीय प्रक्रमण एकक (सी पी यू)
കേന്ദ്രീകൃത സംവിധാനം,केंद्रीकृत तंत्र
ആധികാരികതയുള്ള ടേപ്പ്,प्रमाणीकृत टेप
ചങ്ങല,श्रृंखला
"1.സീരീസ് ഡാറ്റ, 2.സീരീസ് ഉള്ളടക്കം","1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री"
ചെയിൻ ലിങ്ക്,श्रृंखला कड़ी
ചങ്ങല,श्रृंखलन
"1.ചാനൽ, 2.ചാനൽ","1.प्रणाल, 2.चैनल"
"1.ചാനൽ തിരക്കുള്ള ടോൺ, 2.ചാനൽ തിരക്കുള്ള ടോൺ","1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन"
"1.ചാനൽ കപ്പാസിറ്റി, 2.ചാനൽ കപ്പാസിറ്റി","1.प्रणाल क्षमता, 2.चैनल क्षमता"
"1.ചാനൽ കൺട്രോളർ, 2.ചാനൽ കൺട്രോളർ","1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक"
"1. ചാനൽ പിശക്, 2.ചാനൽ പിശക്","1.प्रणाल त्रुटि, 2.चैनल त्रुटि"
"1.ചാനൽ പ്രോഗ്രാം, 2.ചാനൽ പ്രോഗ്രാം","1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम"
"1.ചാനൽ വിശ്വാസ്യത, 2.ചാനൽ വിശ്വാസ്യത","1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता"
"1.ചാനൽ സെറ്റ്, 2.ചാനൽ സെറ്റ്","1.प्रणाल समुच्चय, 2.चैनल समुच्चय"
ചിഹ്നം,संप्रतीक
"1. പ്രതീക കോഡ്, 2. പ്രതീക കോഡ്","1.संप्रतीक कूट, 2. संप्रतीक कोड"
പ്രതീക കീ,संप्रतीक कुंजी
പ്രതീക വായനക്കാരൻ,संप्रतीक पाठक
"1. എംബ്ലം സൈസ്, 2. എംബ്ലം സൈസ്","1.संप्रतीक सािज, 2.संप्रतीक आमाप"
ചിത്രപരമായ,संचित्र
"1. ചേസിസ്, 2. ചേസിസ്","1.न्याधार, 2.चैसिस"
ചെക്ക് ബിറ്റ്,जाँच बिट
ചെക്ക് പോയിന്റുകൾ,जाँच अंक
മൊത്തം പരിശോധിക്കുക,जाँच योग
ചെക്ക് വാക്ക്,जाँच शब्द
ചിപ്പ്,चिप
ചിപ്പ് സെറ്റ്,चिप सेट
"1.തിരഞ്ഞെടുക്കുക, 2.തിരഞ്ഞെടുക്കുക","1.चुनना, 2.चयन"
അക്ഷരമാലാക്രമത്തിൽ,वर्णिक रूप से
"1.സഫർ, 2. പൂജ്യം, 3. നാവികൻ","1.सािफर, 2. शून्य, 3. सीफर"
സർക്യൂട്ട്,परिपथ
സർക്കിൾ ലിസ്റ്റ്,वर्तुल सूची
സെറസ്,सायरस
പരാമർശിക്കുക,उल्लेख
"1.വിഭാഗം, 2.വിഭാഗം","1.श्रेणी, 2.वर्ग"
ക്ലാസ് വേരിയബിൾ,वर्ग चर
വർഗ്ഗീകരണം,वर्गीकरण
തോട്ടിപ്പണി,अपमार्जन
വൃത്തിയാക്കിയ പ്രദേശം,अपमार्जित क्षेत्र
"1. ക്ലീൻ അപ്പ് സിസ്റ്റം, 2. ചാനൽ മായ്‌ക്കുക","1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल"
അമർത്തുക,दबाना
"1. ഉപഭോക്താവ്, 2. കക്ഷി","1.ग्राहक, 2. क्लाइट"
"1. ക്ലയന്റ് സെർവർ, 2. ക്ലയന്റ് സെർവർ","1.ग्राहक परिसेवक, 2.ग्राहक सर्वर"
ഉപഭോക്തൃ അപൂർണ്ണം,ग्राहक स्टब
ഷയറിംഗ് ആർട്ട്,कर्तन कला
ഷീറിംഗ് ആർട്ട് ലൈബ്രറി,कर्तन कला पुस्तकालय
ക്ലിപ്പ് ബോർഡ്,क्लिप बोर्ड
ക്ലിപ്പർ,क्लिपर
ക്ലിപ്പർ ചിപ്പ്,क्लिपर चिप
വിഭാഗം,गुट
"1. വാച്ച്, 2. കാലാഡ്","1.घड़ी, 2. कालद"
ക്ലോക്ക് സൈക്കിൾ,कालद चक्र
ക്ലോക്ക് ആവൃത്തി,कालद आवृत्ति
കാലാഡ് ഹാർഡ്‌വെയർ,कालद हार्डवेयर
കലാഡ് സ്പാൻഡ്,कालद स्पंद
ക്ലോക്ക് വേഗത,कालद गति
സമയ സമന്വയം,कालद तुल्यकालन
ക്ലോക്ക് ടിക്ക്,कालद टिक
ക്ലോൺ,क्लोन
ഓഫ്,बंद
ക്ലോസ്ഡ് സർക്യൂട്ട് ടിവി (സിസിടിവി),संवृत परिपथ टी.वी. (सी.सी.टी.वी.)
വിവരണം,संवरण
"1.ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്, 2.ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്","1.मेघाभिकलन, 2.क्लाुड कंप्यूटिंग"
കുല,गुच्छ
"1. കവർഡ് കാർഡ്, 2. പൊതിഞ്ഞ ഷീറ്റ്","1.विलेपित कार्ड, 2. विलेपित पत्रक"
പൊതിഞ്ഞ പേപ്പർ,लेपित कागज
ഏകപക്ഷീയമായ,समाक्षीय
ഏകോപന കേബിൾ,समाक्ष केबल
കോഡാസിൽ,कोडासिल
"1.കോഡ്, 2.കോഡ്","1.कूट, 2.कोड"
"1. കോഡ് ജനറേറ്റർ, 2. കോഡ് ജനറേറ്റര്","1.कूट जनक, 2. कोड जनक"
കോഡ് പേജ്,कूट पृष्ठ
"1.കോഡ് വേഡ്, 2.കോഡ് വേഡ്","1.कूट शब्द, 2.कोड शब्द"
"1.കോഡർ, 2.കോഡർ","1.कोडर, 2.कूटक"
"1. എൻകോഡിംഗ് ടെസ്റ്റ്, 2. കോഡിംഗ് ടെസ്റ്റ്","1.कूट लेखन जाँच, 2. कोडन जाँच"
എൻകോഡിംഗ് ഫോം,कूट लेखन रूप
"1. എൻകോഡിംഗ് ഷീറ്റ്, 2. കോഡിംഗ് ഷീറ്റ്","1.कूटलेखन पत्र, 2. कोडन शीट"
ഗുണകം,गुणांक
കെട്ടുറപ്പ്,ससंजन
"1.കോൾഡ് ബൂട്ട്, 2.കോൾഡ് സ്റ്റാർട്ട്","1.शीत बूट, 2.शीत प्रारंभ"
തണുത്ത തുടക്കം,शीत प्रारंभ
സഹായം,सहयोग
തകർച്ച,निपात
"1. ഉൾപ്പെടുത്തൽ, 2. സംയോജിപ്പിക്കുക","1.परिमिलन, 2.समानुक्रमित करना"
"1.ഇൻഡക്സ്ഡ് ടേപ്പ്,2. കോളറ്റ് ടേപ്പ്","1.समानुक्रमित टेप, 2. कालेट टेप"
കൂട്ടിയിടി,टक्कर
കോളൻ,कोलन
"1. കഥാപാത്രങ്ങൾ, 2. നിറങ്ങൾ","1.वर्ण, 2.रंग"
