Gujarati,Punjabi
"1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા","1. ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ, 2. ਗਰੁੱਪ ਪ੍ਰੋਸੈਸਿੰਗ"
"1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ","1. ਬੈਚ ਸਿਸਟਮ, 2. catapult ਸਿਸਟਮ"
બાઉડ,ਬੌਡ
બાઉડ દર,ਬੌਡ ਦਰ
બીમ બીમ,ਬੀਮ ਬੀਮ
"1. માર્ગદર્શિકા, 2. બેચ માર્ક","1. ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, 2. ਬੈਚ ਮਾਰਕ"
દ્વિદિશ સંચાર,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
સીધી લિંક,ਸਿੱਧਾ ਲਿੰਕ
દ્વિસંગી કોડ,ਬਾਈਨਰੀ ਕੋਡ
દ્વિસંગી અંકો,ਬਾਈਨਰੀ ਅੰਕ
બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS),ਬਾਈਨਰੀ ਨਿਵੇਸ਼ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
દ્વિસંગી સંખ્યા,ਬਾਈਨਰੀ ਨੰਬਰ
બાઈનરી ઓપરેટર,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
દ્વિસંગી સંબંધ,ਬਾਈਨਰੀ ਸਬੰਧ
દ્વિસંગી શોધ,ਬਾਈਨਰੀ ਖੋਜ
બાઈનરી એક્સપ્લોરેશન ટ્રી (BST),ਬਾਈਨਰੀ ਐਕਸਪਲੋਰੇਸ਼ਨ ਟ੍ਰੀ (BST)
"1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર","1. ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ ਟ੍ਰੀ, 2. ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ"
દ્વિસંગી વૃક્ષ,ਬਾਈਨਰੀ ਰੁੱਖ
"1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી","1. ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ, 2. ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ"
"1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ","1. ਜਨਮ ਅਤੇ ਮੌਤ ਦਾ ਮਾਡਲ, 2. ਜਨਮ ਮੌਤ ਮਾਡਲ"
જન્મ મૃત્યુ પ્રક્રિયા,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
"1. ડ્યુક, 2. બીટ","1. ਡੁਏਕ, 2. ਬਿੱਟ"
થોડી ખામી,ਬਿੱਟ ਨੁਕਸ
બીટ નકશો,ਬਿੱਟ ਨਕਸ਼ਾ
"1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)","1. ਬਿੱਟ, 2. ਨਕਸ਼ਾ, 3. ਪਿਕਸਲ (BMP)"
"1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ","1. ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ, 2. ਬਿੱਟ ਟੇਬਲ"
બીટ પેટર્ન,ਬਿੱਟ ਪੈਟਰਨ
બીટ સ્થિતિ,ਬਿੱਟ ਸਥਿਤੀ
"1. બીટ રેટ, 2. બીટ દર","1. ਬਿੱਟ ਰੇਟ, 2. ਬਿੱਟ ਰੇਟ"
આંખ પર પટ્ટી પરીક્ષણ,ਅੰਨ੍ਹੇਵਾਹ ਟੈਸਟ
ઝબૂકવું,ਚਮਕਣਾ
બ્લોક,ਬਲਾਕ
"1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી","1. ਬਲਾਕ ਕੈਸ਼, 2. ਬਲਾਕ ਕੈਸ਼/ਚੰਕ ਮੈਮੋਰੀ"
બ્લોક ચકાસણી,ਬਲਾਕ ਪੜਤਾਲ
વોલ્યુમ નકલ,ਵਾਲੀਅਮ ਕਾਪੀ
રેખાક્રુતિ,ਬਲਾਕ ਚਿੱਤਰ
"1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક","1. ਬਲੌਕ ਕੀਤਾ ਨੈੱਟਵਰਕ, 2. ਬਲੌਕ ਕੀਤਾ ਨੈੱਟਵਰਕ"
પાટીયું,ਫੱਟੀ
પૃષ્ઠ મેમરી,ਪੰਨਾ ਮੈਮੋਰੀ
બુલિયન બીજગણિત,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
બુલિયન સંબંધ,ਬੂਲੀਅਨ ਸਬੰਧ
બુટ પાર્ટીશન,ਬੂਟ ਭਾਗ
બુટ strapping,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
1.બૂટસ્ટ્રેપ લોડર,1. ਬੂਟਸਟਰੈਪ ਲੋਡਰ
"1.બ્રિજ, 2.બ્રિજ","1.ਬ੍ਰਿਜ, 2.ਬ੍ਰਿਜ"
બ્રોડબેન્ડ નેટવર્ક,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕ
પ્રસારણ,ਪ੍ਰਸਾਰਣ
પ્રસારણ રેડિયો,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
(ચોખ્ખી) ભિન્નતા,(ਨੈੱਟ) ਪਰਿਵਰਤਨ
(ચોખ્ખી) વિકાર,(ਜਾਲ) ਵਿਕਾਰ
બી-ટ્રુ,ਬੀ-ਟ੍ਰੂ
"1.બબલ મેમરી, 2.બબલ મેમરી","1.ਬਬਲ ਮੈਮੋਰੀ, 2.ਬਬਲ ਮੈਮੋਰੀ"
બબલ સૉર્ટ,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
"1.ડોલ, 2.ડોલ","1. ਬਾਲਟੀ, 2. ਬਾਲਟੀ"
"1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા","1.ਭਾਈਚਾਰਾ ਸਿਸਟਮ, 2.ਵੱਡਾ ਸਿਸਟਮ"
અસરકારક બજેટ નિયંત્રણ,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
બફર,ਬਫਰ
ખામી,ਕਮੀ
પૂરતૂ,ਕਾਫ਼ੀ
"1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)","1. ਅਸ਼ਟ ਵਿਅੰਕ, 2. ਬਿੱਟ (ਅੱਠ ਬਿੱਟ)"
બાઈટ કોડ,ਬਾਈਟ ਕੋਡ
સી (કોમ્પ્યુટર ભાષા),ਸੀ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
"1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)","1.C ਪਲੱਸ ਪਲੱਸ, 2.C++ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)"
"1.રોકડ, 2. ઝડપી","1. ਨਕਦੀ, 2. ਤੇਜ਼"
"1.કેશ બફર, 2.મેમરી બફર","1.ਕੈਸ਼ ਬਫਰ, 2.ਮੈਮੋਰੀ ਬਫਰ"
"1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી","1.ਕੈਸ਼ ਮੈਮੋਰੀ, 2.ਕੈਸ਼ ਮੈਮੋਰੀ, 3.ਫਾਸਟ ਮੈਮੋਰੀ"
ગણતરી,ਗਣਨਾ
"1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર","1. ਕੈਲਕੁਲੇਟਰ, 2. ਕੈਲਕੁਲੇਟਰ"
"1.કેલ્ક્યુલેટર ચિપ,2. કેલ્ક્યુલેટર ચિપ","1. ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ, 2. ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ"
આહવાન કરો,ਬੁਲਾਓ
નામ કૉલ,ਨਾਮ ਕਾਲ
સંદર્ભ કૉલ,ਹਵਾਲਾ ਕਾਲ
સન્માન કૉલ,ਸਨਮਾਨ ਕਾਲ
ચલ કોલ,ਵੇਰੀਏਬਲ ਕਾਲ
આમંત્રણ દ્વાર,ਸੱਦਾ ਗੇਟ
"1. રદ કરો, 2. રદ કરો","1. ਰੱਦ ਕਰੋ, 2. ਰੱਦ ਕਰੋ"
રદબાતલ બટન,ਰੱਦ ਕਰਨ ਦਾ ਬਟਨ
"1. નિર્ધારિત, 2. કેનોનિકલ","1. ਨਿਰਧਾਰਤ, 2. ਕੈਨੋਨੀਕਲ"
પ્રમાણભૂત સ્વરૂપ,ਕੈਨੋਨੀਕਲ ਰੂਪ
ક્ષમતા,ਯੋਗਤਾ
ક્ષમતા યાદી,ਸਮਰੱਥਾ ਸੂਚੀ
"1. ક્ષમતા, 2. હોલ્ડિંગ","1. ਸਮਰੱਥਾ, 2. ਹੋਲਡ"
કેપ્સ લોક કી,ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ
"1.કાર્ડ, 2. શીટ","1.ਕਾਰਡ, 2. ਸ਼ੀਟ"
કાર્ડ રીડર,ਕਾਰਡ ਰੀਡਰ
પ્રાધાન્ય,ਪ੍ਰਮੁੱਖਤਾ
વાહક,ਕੈਰੀਅਰ
વાહક બેન્ડ,ਕੈਰੀਅਰ ਬੈਂਡ
વાહક લોડ,ਕੈਰੀਅਰ ਲੋਡ
વાહક સંકેત,ਕੈਰੀਅਰ ਸਿਗਨਲ
વાહક તરંગ,ਕੈਰੀਅਰ ਲਹਿਰ
હાંસલ કર્યું,ਪ੍ਰਾਪਤ ਕੀਤਾ
સ્કોર હાંસલ કર્યો,ਸਕੋਰ ਪ੍ਰਾਪਤ ਕੀਤਾ
ધ્વજ હાંસલ કર્યો,ਝੰਡਾ ਪ੍ਰਾਪਤ ਕੀਤਾ
"1.કાર્ટિજ ડિસ્ક, 2.કાર્ટ્રિજ ડિસ્ક","1.ਕਾਰਟ੍ਰੀਜ ਡਿਸਕ, 2.ਕਾਰਟ੍ਰੀਜ ਡਿਸਕ"
"1. કાસ્કેડ, 2. કાસ્કેડ","1. ਕੈਸਕੇਡ, 2. ਕੈਸਕੇਡ"
કેસ,ਕੇਸ
કેથોડ-રે-ટ્યુબ (CRT),ਕੈਥੋਡ-ਰੇ-ਟਿਊਬ (ਸੀਆਰਟੀ)
કેથોડ રે ટ્યુબ (સીઆરટી) કેથોડ રે ટ્યુબ,ਕੈਥੋਡ ਰੇ ਟਿਊਬ (CRT) ਕੈਥੋਡ ਰੇ ਟਿਊਬ
સીડી રોમ ડિસ્ક ડ્રાઇવ,ਸੀਡੀ ਰੋਮ ਡਿਸਕ ਡਰਾਈਵ
કોષ,ਸੈੱਲ
સેલ એનિમેશન,ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ
સેલ્યુલર ફોન,ਸੈਲੂਲਰ ਫ਼ੋਨ
"1. સેન્ટ્રલ મેમરી, 2. કેન્દ્રીય મેમરી","1. ਕੇਂਦਰੀ ਮੈਮੋਰੀ, 2. ਕੇਂਦਰੀ ਮੈਮੋਰੀ"
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU)
કેન્દ્રીયકૃત સિસ્ટમ,ਕੇਂਦਰੀ ਸਿਸਟਮ
પ્રમાણિત ટેપ,ਪ੍ਰਮਾਣਿਤ ਟੇਪ
સાંકળ,ਚੇਨ
"1. શ્રેણી ડેટા, 2. શ્રેણી સામગ્રી","1. ਸੀਰੀਜ਼ ਡਾਟਾ, 2. ਸੀਰੀਜ਼ ਸਮੱਗਰੀ"
સાંકળ કડી,ਚੇਨ ਲਿੰਕ
સાંકળ,ਚੇਨਿੰਗ
"1.ચેનલ, 2.ચેનલ","1.ਚੈਨਲ, 2.ਚੈਨਲ"
"1.ચેનલ વ્યસ્ત ટોન, 2.ચેનલ વ્યસ્ત ટોન","1.ਚੈਨਲ ਬਿਜ਼ੀ ਟੋਨ, 2.ਚੈਨਲ ਬਿਜ਼ੀ ਟੋਨ"
"1.ચેનલ ક્ષમતા, 2.ચેનલ ક્ષમતા","1.ਚੈਨਲ ਸਮਰੱਥਾ, 2.ਚੈਨਲ ਸਮਰੱਥਾ"
"1.ચેનલ કંટ્રોલર, 2.ચેનલ કંટ્રોલર","1.ਚੈਨਲ ਕੰਟਰੋਲਰ, 2.ਚੈਨਲ ਕੰਟਰੋਲਰ"
"1. ચેનલ ભૂલ, 2.ચેનલ ભૂલ","1.ਚੈਨਲ ਗਲਤੀ, 2.ਚੈਨਲ ਗਲਤੀ"
"1.ચેનલ પ્રોગ્રામ, 2.ચેનલ પ્રોગ્રામ","1.ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ, 2.ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ"
"1.ચેનલ વિશ્વસનીયતા, 2.ચેનલ વિશ્વસનીયતા","1.ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ, 2.ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ"
"1.ચેનલ સેટ, 2.ચેનલ સેટ","1.ਚੈਨਲ ਸੈੱਟ, 2.ਚੈਨਲ ਸੈੱਟ"
પ્રતીક,ਪ੍ਰਤੀਕ
"1.કેરેક્ટર કોડ, 2. અક્ષર કોડ","1. ਅੱਖਰ ਕੋਡ, 2. ਅੱਖਰ ਕੋਡ"
અક્ષર કી,ਅੱਖਰ ਕੁੰਜੀ
પાત્ર વાચક,ਅੱਖਰ ਪਾਠਕ
"1. પ્રતીકનું કદ, 2. પ્રતીકનું કદ","1. ਚਿੰਨ੍ਹ ਦਾ ਆਕਾਰ, 2. ਚਿੰਨ੍ਹ ਦਾ ਆਕਾਰ"
ચિત્રાત્મક,ਚਿੱਤਰਕਾਰੀ
"1.ચેસીસ, 2.ચેસીસ","1.ਚੈਸਿਸ, 2.ਚੈਸਿਸ"
બીટ તપાસો,ਚੈੱਕ ਬਿੱਟ
ચેક પોઈન્ટ,ਚੈੱਕ ਪੁਆਇੰਟ
કુલ તપાસો,ਕੁੱਲ ਚੈੱਕ ਕਰੋ
શબ્દ તપાસો,ਚੈੱਕ ਸ਼ਬਦ
ચિપ,ਚਿੱਪ
ચિપ સેટ,ਚਿੱਪ ਸੈੱਟ
"1.પસંદ કરો, 2.પસંદ કરો","1. ਚੁਣੋ, 2. ਚੁਣੋ"
મૂળાક્ષરો પ્રમાણે,ਵਰਣਮਾਲਾ ਅਨੁਸਾਰ
"1.સફર, 2. શૂન્ય, 3. નાવિક","1.ਸਫਰ, 2. ਜ਼ੀਰੋ, 3. ਸਮੁੰਦਰੀ ਜਹਾਜ਼"
સર્કિટ,ਸਰਕਟ
વર્તુળ યાદી,ਚੱਕਰ ਸੂਚੀ
સેરેસ,ਸੇਰੇਸ
ઉલ્લેખ,ਜ਼ਿਕਰ
"1.શ્રેણી, 2.વર્ગ","1.ਸ਼੍ਰੇਣੀ, 2.ਸ਼੍ਰੇਣੀ"
વર્ગ ચલ,ਕਲਾਸ ਵੇਰੀਏਬਲ
વર્ગીકરણ,ਵਰਗੀਕਰਨ
સફાઈ,ਸਫ਼ਾਈ
સાફ કરેલ વિસ્તાર,ਸਾਫ਼ ਕੀਤਾ ਖੇਤਰ
"1. સિસ્ટમ સાફ કરો, 2. ચેનલ સાફ કરો","1. ਸਿਸਟਮ ਸਾਫ਼ ਕਰੋ, 2. ਚੈਨਲ ਸਾਫ਼ ਕਰੋ"
દબાવો,ਪ੍ਰੈਸ
"1. ગ્રાહક, 2. ગ્રાહક","1. ਗਾਹਕ, 2. ਗਾਹਕ"
"1.ક્લાયન્ટ સર્વર, 2.ક્લાયન્ટ સર્વર","1. ਕਲਾਇੰਟ ਸਰਵਰ, 2. ਕਲਾਇੰਟ ਸਰਵਰ"
ગ્રાહક સ્ટબ,ਗਾਹਕ ਸਟੱਬ
કાપવાની કળા,ਕਟਾਈ
ઉતારવાની કલા પુસ્તકાલય,ਸ਼ੀਅਰਿੰਗ ਆਰਟ ਲਾਇਬ੍ਰੇਰੀ
ક્લિપ બોર્ડ,ਕਲਿੱਪ ਬੋਰਡ
ક્લિપર,ਕਲਿੱਪਰ
ક્લિપર ચિપ,ਕਲਿਪਰ ਚਿੱਪ
જૂથ,ਧੜੇ
"1.ઘડિયાળ, 2. કેલાડ","1. ਵਾਚ, 2. ਕੈਲਾਡ"
ઘડિયાળ ચક્ર,ਘੜੀ ਚੱਕਰ
ઘડિયાળની આવર્તન,ਘੜੀ ਦੀ ਬਾਰੰਬਾਰਤਾ
કલાદ હાર્ડવેર,ਕਲਾਡ ਹਾਰਡਵੇਅਰ
કલાદ સ્પાન્ડ,ਕਲਾਡ ਸਪੈਂਡ
ઘડિયાળની ઝડપ,ਘੜੀ ਦੀ ਗਤੀ
સમય સુમેળ,ਸਮਾਂ ਸਮਕਾਲੀਕਰਨ
ઘડિયાળની ટીક,ਘੜੀ ਦੀ ਟਿੱਕ
ક્લોન,ਕਲੋਨ
બંધ,ਬੰਦ
ક્લોઝ્ડ સર્કિટ ટીવી (CCTV),ਬੰਦ ਸਰਕਟ ਟੀ.ਵੀ (ਸੀ.ਸੀ.ਟੀ.ਵੀ.)
વર્ણન,ਵਰਣਨ
"1.ક્લાઉડ કમ્પ્યુટિંગ, 2.ક્લાઉડ કમ્પ્યુટિંગ","1. ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ, 2. ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ"
ટોળું,ਝੁੰਡ
"1.કવર્ડ કાર્ડ, 2. કોટેડ શીટ","1. ਕਵਰਡ ਕਾਰਡ, 2. ਕੋਟੇਡ ਸ਼ੀਟ"
કોટેડ કાગળ,ਕੋਟੇਡ ਕਾਗਜ਼
કોક્સિયલ,coaxial
કો - એક્ષેલ કેબલ,coaxial ਕੇਬਲ
કોડાસિલ,ਕੋਡਾਸਿਲ
"1.કોડ, 2.કોડ","1. ਕੋਡ, 2. ਕੋਡ"
"1. કોડ જનરેટર, 2. કોડ જનરેટર","1. ਕੋਡ ਜਨਰੇਟਰ, 2. ਕੋਡ ਜਨਰੇਟਰ"
કોડ પેજ,ਕੋਡ ਪੰਨਾ
"1.કોડ શબ્દ, 2.કોડ શબ્દ","1. ਕੋਡ ਸ਼ਬਦ, 2. ਕੋਡ ਸ਼ਬਦ"
"1.કોડર, 2.કોડર","1.ਕੋਡਰ, 2.ਕੋਡਰ"
"1. એન્કોડિંગ ટેસ્ટ, 2. કોડિંગ ટેસ્ટ","1. ਏਨਕੋਡਿੰਗ ਟੈਸਟ, 2. ਕੋਡਿੰਗ ਟੈਸਟ"
એન્કોડિંગ ફોર્મ,ਏਨਕੋਡਿੰਗ ਫਾਰਮ
"1. એન્કોડિંગ શીટ, 2. કોડિંગ શીટ","1. ਏਨਕੋਡਿੰਗ ਸ਼ੀਟ, 2. ਕੋਡਿੰਗ ਸ਼ੀਟ"
ગુણાંક,ਗੁਣਾਂਕ
સંયોગ,ਤਾਲਮੇਲ
"1.કોલ્ડ બૂટ, 2.કોલ્ડ સ્ટાર્ટ","1.ਕੋਲਡ ਬੂਟ, 2.ਕੋਲਡ ਸਟਾਰਟ"
ઠંડી શરૂઆત,ਠੰਡੀ ਸ਼ੁਰੂਆਤ
મદદ,ਮਦਦ ਕਰੋ
પતન,ਢਹਿ
"1.ઇન્કોર્પોરેશન, 2.કોન્કેટનેટ","1.ਇਨਕਾਰਪੋਰੇਸ਼ਨ, 2.ਕੰਕਟੇਨੇਟ"
"1.અનુક્રમિત ટેપ,2. કૉલેટ ટેપ","1. ਇੰਡੈਕਸਡ ਟੇਪ, 2. callet ਟੇਪ"
અથડામણ,ਟੱਕਰ
કોલોન,ਕੋਲਨ
"1.અક્ષરો, 2.રંગો","1.ਅੱਖਰ, 2.ਰੰਗ"
રંગ સંતૃપ્તિ,ਰੰਗ ਸੰਤ੍ਰਿਪਤਾ
રંગ ટેબલ,ਰੰਗ ਸਾਰਣੀ
આધારસ્તંભ,ਥੰਮ੍ਹ
સંયોજન,ਸੁਮੇਲ
સંયુક્ત બોક્સ,ਮਿਸ਼ਰਿਤ ਬਾਕਸ
"1.command, 2.command","1.command, 2.command"
આદેશ બટન,ਕਮਾਂਡ ਬਟਨ
આદેશ યાદી,ਹੁਕਮ ਸੂਚੀ
ટિપ્પણી,ਟਿੱਪਣੀ
"1. પ્રતિબદ્ધતા, 2. પ્રતિબદ્ધતા","1. ਵਚਨਬੱਧਤਾ, 2. ਵਚਨਬੱਧਤਾ"
વસ્તુ,ਗੱਲ
કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (COBOL),ਕਾਮਨ ਬਿਜ਼ਨਸ ਓਰੀਐਂਟਿਡ ਲੈਂਗੂਏਜ (COBOL)
સામાન્ય ભૂલ,ਆਮ ਗਲਤੀ
સામાન્ય ભાષા,ਆਮ ਭਾਸ਼ਾ
"1.સામાન્ય નામ, 2. સામાન્ય દિનચર્યા","1. ਆਮ ਨਾਮ, 2. ਆਮ ਰੁਟੀਨ"
કોમ્યુનિકેશન્સ,ਸੰਚਾਰ
સંચાર લાઇન,ਸੰਚਾਰ ਲਾਈਨ
સંચાર મોડ,ਸੰਚਾਰ ਮੋਡ
"1. કોમ્યુનિકેશન નેટવર્ક, 2. કોમ્યુનિકેશન નેટવર્ક","1. ਸੰਚਾਰ ਨੈੱਟਵਰਕ, 2. ਸੰਚਾਰ ਨੈੱਟਵਰਕ"
સંચાર પરિમાણ,ਸੰਚਾਰ ਪੈਰਾਮੀਟਰ
સંચાર વ્યવસ્થા,ਸੰਚਾਰ ਸਿਸਟਮ
કોમ્પેક્શન,ਸੰਕੁਚਿਤ
કોમ્પ્રેસર,ਕੰਪ੍ਰੈਸਰ
કમ્પ્રેશન ટ્રાન્સમિશન,ਸੰਕੁਚਨ ਸੰਚਾਰ
કંપની નેટવર્ક,ਕੰਪਨੀ ਨੈੱਟਵਰਕ
સરખામણી કસોટી,ਤੁਲਨਾ ਟੈਸਟ
"1. સુસંગતતા, 2. સુસંગતતા","1. ਇਕਸਾਰਤਾ, 2. ਅਨੁਕੂਲਤਾ"
સુસંગત,ਅਨੁਕੂਲ
સંકલન,ਸੰਕਲਨ
સંકલન અને અમલ,ਸੰਕਲਨ ਅਤੇ ਐਗਜ਼ੀਕਿਊਸ਼ਨ
"1.કમ્પાઇલર, 2.પ્રોગ્રામ ટ્રાન્સફર","1.ਕੰਪਾਈਲਰ, 2.ਪ੍ਰੋਗਰਾਮ ਟ੍ਰਾਂਸਫਰਰ"
કમ્પાઇલર ભાષા,ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ
પૂરક,ਪੂਰਕ
દસનું પૂરક,ਦਸ ਦਾ ਪੂਰਕ
પૂરક,ਪੂਰਕ
"1. સંપૂર્ણ હસ્તગત, 2. સંપૂર્ણ રીતે હસ્તગત","1. ਪੂਰੀ ਤਰ੍ਹਾਂ ਗ੍ਰਹਿਣ ਕੀਤਾ, 2. ਪੂਰੀ ਤਰ੍ਹਾਂ ਹਾਸਲ ਕੀਤਾ"
સંયુક્ત,ਮਿਸ਼ਰਿਤ
જટિલ સંખ્યા,ਕੰਪਲੈਕਸ ਨੰਬਰ
ઘટક,ਸੰਵਿਧਾਨਕ
કોમ,com
સંયુક્ત,ਸੰਯੁਕਤ
સંયોજન,ਸੁਮੇਲ
"1.કમ્પ્યુટેબલ, 2.કોમ્પ્યુટેબલ","1.ਕੰਪਿਊਟੇਬਲ, 2.ਕੰਪਿਊਟੇਬਲ"
કમ્પ્યુટર,ਕੰਪਿਊਟਰ
કમ્પ્યુટર કેન્દ્ર,ਕੰਪਿਊਟਰ ਸੈਂਟਰ
કમ્પ્યુટર નિષ્ણાત,ਕੰਪਿਊਟਰ ਮਾਹਰ
કમ્પ્યુટર ગ્રાફિક્સ,ਕੰਪਿਊਟਰ ਗਰਾਫਿਕਸ
કમ્પ્યુટર સૂચના,ਕੰਪਿਊਟਰ ਦੀ ਹਦਾਇਤ
"1.કોમ્પ્યુટર ભાષા, 2.કોમ્પ્યુટર ભાષા","1.ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ, 2.ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ"
"1.કોમ્પ્યુટર નેટવર્ક, 2.કોમ્પ્યુટર નેટવર્ક","1. ਕੰਪਿਊਟਰ ਨੈੱਟਵਰਕ, 2. ਕੰਪਿਊਟਰ ਨੈੱਟਵਰਕ"
કમ્પ્યુટર વિજ્ઞાન,ਕੰਪਿਊਟਰ ਵਿਗਿਆਨ
કમ્પ્યુટર સુરક્ષા,ਕੰਪਿਊਟਰ ਸੁਰੱਖਿਆ
કમ્પ્યુટર સિમ્યુલેશન,ਕੰਪਿਊਟਰ ਸਿਮੂਲੇਸ਼ਨ
કમ્પ્યુટર નિષ્ણાત,ਕੰਪਿਊਟਰ ਮਾਹਰ
કોમ્પ્યુટરાઇઝેશન,ਕੰਪਿਊਟਰੀਕਰਨ
કમ્પ્યુટરિસ્ટ,ਕੰਪਿਊਟਰਿਸਟ
કોમ્પ્યુટરાઇઝેશન,ਕੰਪਿਊਟਰੀਕਰਨ
"1. ગણતરી, 2. ગણતરી","1.ਗਣਨਾ, 2. ਗਣਨਾ"
ખ્યાલ,ਸੰਕਲਪ
"1.સપ્રમાણતા, 2.સુસંગતતા, 3.સંગતતા","1. ਸਮਰੂਪਤਾ, 2. ਇਕਸਾਰਤਾ, 3. ਇਕਸਾਰਤਾ"
"સમવર્તી, સમાન","ਸਮਕਾਲੀ, ਸਮਾਨ"
પ્રતિબંધ ચલ,ਪਾਬੰਦੀ ਵੇਰੀਏਬਲ
પ્રતિબંધિત ઓપરેટર,ਪ੍ਰਤਿਬੰਧਿਤ ਓਪਰੇਟਰ
પ્રતિબંધિત નિવેદન,ਪ੍ਰਤੀਬੰਧਿਤ ਬਿਆਨ
ડ્રાઈવર,ਡਰਾਈਵਰ
"1.દૂર પરિષદ, 2.કોન્ફરન્સ","1. ਦੂਰ ਦੀ ਕਾਨਫਰੰਸ, 2. ਕਾਨਫਰੰਸ"
ગોપનીયતા,ਗੋਪਨੀਯਤਾ
"1.રૂપરેખાંકન, 2.રૂપરેખાંકન","1. ਸੰਰਚਨਾ, 2. ਸੰਰਚਨਾ"
ભીડ,ਭੀੜ
સંયોજન,ਸੁਮੇਲ
કનેક્શન ઝડપ,ਕੁਨੈਕਸ਼ਨ ਦੀ ਗਤੀ
