English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
administratively simpler,प्रशासनिक रूप से सरलतर,પ્રશાસનિક રૂપ સે સરલતર,प्रशासनिक रूप से सरलतर,ਪ੍ਰਸ਼ਾਸਨਿਕ ਰੂਪ ਸੇ ਸਰਲਤਰ,প্রশাসনিক রূপ সে সরলতর,प्रशासनिक रूप से सरलतर,ಪ್ರಶಾಸನಿಕ ರೂಪ ಸೇ ಸರಲತರ,പ്രശാസനിക രൂപ സേ സരലതര,ப்ரசாஸநிக ரூப ஸே ஸரலதர,ప్రశాసనిక రూప సే సరలతర,پرشاسنک روپ سے سرلتر,প্রশাসনিক রূপ স সরলতর,ପ୍ରଶାସନିକ ରୂପ ସେ ସରଲତର,प्रशासनिक रूप से सरलतर
adopted standard,अपनाया गया मानक,અપનાયા ગયા માનક,अपनाया गया मानक,ਅਪਨਾਯਾ ਗਯਾ ਮਾਨਕ,অপনাযা গযা মানক,अपनाया गया मानक,ಅಪನಾಯಾ ಗಯಾ ಮಾನಕ,അപനായാ ഗയാ മാനക,அபநாயா கயா மாநக,అపనాయా గయా మానక,اپنایا گیا مانک,অপনাযা গযা মানক,ଅପନାଯା ଗଯା ମାନକ,अपनाया गया मानक
adoption,"अपनाना, अंगीकरण","દત્તક વિધાન, દત્તક લેવું તે","दत्तकग्रहण, दत्तविधान, स्वीकृती, अंगीकार","ਅੰਗੀਕਰਨ, ਗ੍ਰਹਿਣ ਕਰਨਾ, ਗੋਦ ਲੈਣਾ","দত্তকগ্রহণ,অবলম্বন","1. अंगीकरण,स्वीकारप 2. दत्तक-ग्रहण 3. पोसकें घेवप","ದತ್ತು ಸ್ವೀಕಾರ, ಅಂಗೀಕರಿಸು, ಸ್ವೀಕಾರ","സ്വീകാരം, ദത്ത്","1. ஏற்பு, தெரிவு 2. தத்து எடுத்தல், தனதாக்குதல் 3. மேற்கொள்ளுதல்","దత్తు,ఎంపిక,అనుక్రమ దత్తత స్వీకారం",اختیار ۔ گودلینا,1.গ্রহণ 2. দত্তক গ্রহণ 3. আলম,"ପୋଷ୍ୟ ଗହଣ, ପରିଗ୍ରହ, ଅଙ୍ଗୀକାର, ଅବଲମ୍ବନ",1. अङ्गीकार गर्नु 2. दत्‍तक-ग्रहण
advance sampling technique,उन्नत प्रतिचयन तकनीक,ઉન્નત પ્રતિચયન તકનીક,उन्नत प्रतिचयन तकनीक,ਉਨ੍ਨਤ ਪ੍ਰਤਿਚਯਨ ਤਕਨੀਕ,উন্নত প্রতিচযন তকনীক,उन्नत प्रतिचयन तकनीक,ಉನ್ನತ ಪ್ರತಿಚಯನ ತಕನೀಕ,ഉന്നത പ്രതിചയന തകനീക,உந்நத ப்ரதிசயந தகநீக,ఉన్నత ప్రతిచయన తకనీక,انت پرتچین تکنیک,উন্নত প্রতিচযন তকনীক,ଉନ୍ନତ ପ୍ରତିଚଯନ ତକନୀକ,उन्नत प्रतिचयन तकनीक
advisable,उपयुक्त,ઉપયુક્ત,उपयुक्त,ਉਪਯੁਕ੍ਤ,উপযুক্ত,उपयुक्त,ಉಪಯುಕ್ತ,ഉപയുക്ത,உபயுக்த,ఉపయుక్త,اپیکت,উপযুক্ত,ଉପଯୁକ୍ତ,उपयुक्त
aggregate of items,वस्तु समुच्चय,વસ્તુ સમુચ્ચય,वस्तु समुच्चय,ਵਸ੍ਤੁ ਸਮੁਚ੍ਚਯ,বস্তু সমুচ্চয,वस्तु समुच्चय,ವಸ್ತು ಸಮುಚ್ಚಯ,വസ്തു സമുച്ചയ,வஸ்து ஸமுச்சய,వస్తు సముచ్చయ,وستو سمچیہ,স্তু সমুচ্চয,ବସ୍ତୁ ସମୁଚ୍ଚଯ,वस्तु समुच्चय
aggregation,समुच्चयन,"સમૂહ, સમુચ્યય, કુલ, એકંદર","एकूण समूह, समुच्चय","ਸਮੁੱਚ, ਸਮੂਹ",সমষ্টিকরণ,"एकठावणी,जमोवणी",ಒಟ್ಟುಗೂಡುವಿಕೆ,സമാഹാരം,சேருதல்,"రాశి చేయడం,మొత్తం చేయడం",اجتماع,1.সমূহ 2. পুঞ্জীভূতকৰণ,ସମୁଚ୍ଚୟନ,"समष्टीकरण, सङ्कलन"
agreement,सहमति,"કરાર, કબૂલાત, સહમતિ","संमति, एक-वाक्यता, मेळ, करार","ਕਰਾਰ, ਕਰਾਰਨਾਮਾ, ਸਹਮਤੀ, ਰਜਾਮੰਦੀ","চুক্তি,স্বীকার,সম্মতি,মতৈক্য","सहमती,करार,कबलात","ಒಪ್ಪಂದ, ಒಡಂಬಡಿಕೆ",ഇണക്കം,"இணக்கம், உடன்படிக்கை","ఒప్పందం,ఒప్పంద పత్రం కరారు,కరారునామా,ఏకీభావం",سمجھوتہ۔ اقرار نامہ,1. চুক্তি 2. মনৰ মিল,"ରାଜିନାମା, ସମ୍ମତି","1. सम्झौता, करार, अनुबन्ध 2. सहमति, सम्मति"
alignment,संरेखण,સંરેખણ,संरेखण,ਸਂਰੇਖਣ,সংরেখণ,संरेखण,ಪಠ್ಯಹೊಂದಿಕೆ,സംരേഖണ,ஸங்ரேகண,సంరేఖణ,صف بندی,সংরখণ,"ସମରେଖୀକରଣ, ସମଶ୍ରେଣୀକରଣ",संरेखण
alternative basis,वैकल्पिक आधार,વૈકલ્પિક આધાર,वैकल्पिक आधार,ਵੈਕਲ੍ਪਿਕ ਆਧਾਰ,বৈকল্পিক আধার,वैकल्पिक आधार,ವೈಕಲ್ಪಿಕ ಆಧಾರ,വൈകല്പിക ആധാര,வைகல்பிக ஆதார,వైకల్పిక ఆధార,ویکلپک آدھار,ৈকল্পিক আধার,ବୈକଲ୍ପିକ ଆଧାର,वैकल्पिक आधार
alternative hypothesis,वैकल्पिक परिकल्पना,વૈકલ્પિક પરિકલ્પના,वैकल्पिक परिकल्पना,ਵੈਕਲ੍ਪਿਕ ਪਰਿਕਲ੍ਪਨਾ,বৈকল্পিক পরিকল্পনা,वैकल्पिक परिकल्पना,ವೈಕಲ್ಪಿಕ ಪರಿಕಲ್ಪನಾ,വൈകല്പിക പരികല്പനാ,வைகல்பிக பரிகல்பநா,వైకల్పిక పరికల్పనా,ویکلپک پرکلپنا,ৈকল্পিক পরিকল্পনা,ବିକଳ୍ପ ଉପକଳ୍ପନା,वैकल्पिक परिकल्पना
alternative method,वैकल्पिक विधि,વૈકલ્પિક વિધિ,वैकल्पिक विधि,ਵੈਕਲ੍ਪਿਕ ਵਿਧਿ,বৈকল্পিক বিধি,वैकल्पिक विधि,ವೈಕಲ್ಪಿಕ ವಿಧಿ,വൈകല്പിക വിധി,வைகல்பிக விதி,వైకల్పిక విధి,ویکلپک ودھی,ৈকল্পিক িধি,ବୈକଲ୍ପିକ ବିଧି,वैकल्पिक विधि
alternatively,विकल्पतः,વિકલ્પતઃ,विकल्पतः,ਵਿਕਲ੍ਪਤਃ,বিকল্পতঃ,विकल्पतः,ವಿಕಲ್ಪತಃ,വികല്പതഃ,விகல்பதஃ,వికల్పతః,وکلپتّ,িকল্পতঃ,ବିକଲ୍ପତଃ,विकल्पतः
amount of information,सूचना परिमाण,સૂચના પરિમાણ,सूचना परिमाण,ਸੂਚਨਾ ਪਰਿਮਾਣ,সূচনা পরিমাণ,सूचना परिमाण,ಸೂಚನಾ ಪರಿಮಾಣ,സൂചനാ പരിമാണ,ஸூசநா பரிமாண,సూచనా పరిమాణ,سوچنا پرمان,সূচনা পরিমাণ,ସୂଚନା ପରିମାଣ,सूचना परिमाण
analysis,विश्लेषण,વિશ્લેષણ,"पृथक्करण, विश्‍लेषण",ਵਿਸ਼ਲੇਸ਼ਣ,বিশ্লেষণ,विश्‍लेशण,ವಿಶ್ಲೇಷಣೆ,"അപഗ്രഥനം, വിശ്ലേഷണം, വിശകലനം",பகுப்பு,"విశ్లేషణ,వింగడింపు,పరిశీలన",تجزیہ کار,বিশ্লেষণ,ବିଶ୍ଳେଷଣ,विश्‍लेषण
analysis of experimental data,प्रयोगिक आँकड़ों का विश्लेषण,પ્રયોગિક આઁકડ઼ોં કા વિશ્લેષણ,प्रयोगिक आँकड़ों का विश्लेषण,ਪ੍ਰਯੋਗਿਕ ਆੰਕਡ਼ੋਂ ਕਾ ਵਿਸ਼੍ਲੇ਷ਣ,প্রযোগিক আঁকড়োং কা বিশ্লেষণ,प्रयोगिक आँकड़ों का विश्लेषण,ಪ್ರಯೋಗಿಕ ಆಂಕಡ಼ೋಂ ಕಾ ವಿಶ್ಲೇಷಣ,പ്രയോഗിക ആംകഡോം കാ വിശ്ലേഷണ,ப்ரயோகிக ஆங்கடோங் கா விச்லேஷண,ప్రయోగిక ఆంకడోం కా విశ్లేషణ,پریوگک آنکڑوں کا وشلیشن,প্রযগিক আঁকড়ং কা িশ্লষণ,ପ୍ରଯୋଗିକ ଆଁକଡ଼ୋଂ କା ବିଶ୍ଲେଷଣ,प्रयोगिक आँकड़ों का विश्लेषण
analysis of past data,पहले के आँकड़ों का विश्लेषण,પહલે કે આઁકડ઼ોં કા વિશ્લેષણ,पहले के आँकड़ों का विश्लेषण,ਪਹਲੇ ਕੇ ਆੰਕਡ਼ੋਂ ਕਾ ਵਿਸ਼੍ਲੇ਷ਣ,পহলে কে আঁকড়োং কা বিশ্লেষণ,पहले के आँकड़ों का विश्लेषण,ಪಹಲೇ ಕೇ ಆಂಕಡ಼ೋಂ ಕಾ ವಿಶ್ಲೇಷಣ,പഹലേ കേ ആംകഡോം കാ വിശ്ലേഷണ,பஹலே கே ஆங்கடோங் கா விச்லேஷண,పహలే కే ఆంకడోం కా విశ్లేషణ,پہلے کے آنکڑوں کا وشلیشن,পহল ক আঁকড়ং কা িশ্লষণ,ପହଲେ କେ ଆଁକଡ଼ୋଂ କା ବିଶ୍ଲେଷଣ,पहले के आँकड़ों का विश्लेषण
analysis of preliminary data,प्रारंभिक आँकड़ों का विश्लेषण,પ્રારંભિક આઁકડ઼ોં કા વિશ્લેષણ,प्रारंभिक आँकड़ों का विश्लेषण,ਪ੍ਰਾਰਂਭਿਕ ਆੰਕਡ਼ੋਂ ਕਾ ਵਿਸ਼੍ਲੇ਷ਣ,প্রারংভিক আঁকড়োং কা বিশ্লেষণ,प्रारंभिक आँकड़ों का विश्लेषण,ಪ್ರಾರಂಭಿಕ ಆಂಕಡ಼ೋಂ ಕಾ ವಿಶ್ಲೇಷಣ,പ്രാരംഭിക ആംകഡോം കാ വിശ്ലേഷണ,ப்ராரங்பிக ஆங்கடோங் கா விச்லேஷண,ప్రారంభిక ఆంకడోం కా విశ్లేషణ,پرارمبھک آنکڑوں کا وشلیشن,প্রারংভিক আঁকড়ং কা িশ্লষণ,ପ୍ରାରଂଭିକ ଆଁକଡ଼ୋଂ କା ବିଶ୍ଲେଷଣ,प्रारंभिक आँकड़ों का विश्लेषण
analysis of variance,प्रसरण-विश्लेषण,પ્રસરણ-વિશ્લેષણ,प्रसरण-विश्लेषण,ਪ੍ਰਸਰਣ-ਵਿਸ਼੍ਲੇ਷ਣ,প্রসরণ-বিশ্লেষণ,प्रसरण-विश्लेषण,ಪ್ರಸರಣ-ವಿಶ್ಲೇಷಣ,പ്രസരണ-വിശ്ലേഷണ,ப்ரஸரண-விச்லேஷண,ప్రసరణ-విశ్లేషణ,پرسرن-وشلیشن,প্রসরণ-িশ্লষণ,ପ୍ରସରଣ ବିଶ୍ଳେଷଣ,प्रसरण-विश्लेषण
analytical procedure,वैश्लेषिक क्रियाविधि,વૈશ્લેષિક ક્રિયાવિધિ,वैश्लेषिक क्रियाविधि,ਵੈਸ਼੍ਲੇ਷ਿਕ ਕ੍ਰਿਯਾਵਿਧਿ,বৈশ্লেষিক ক্রিযাবিধি,वैश्लेषिक क्रियाविधि,ವೈಶ್ಲೇಷಿಕ ಕ್ರಿಯಾವಿಧಿ,വൈശ്ലേഷിക ക്രിയാവിധി,வைச்லேஷிக க்ரியாவிதி,వైశ్లేషిక క్రియావిధి,ویشلیشک کریاودھی,ৈশ্লষিক ক্রিযািধি,ବୈଶ୍ଲେଷିକ କ୍ରିଯାବିଧି,वैश्लेषिक क्रियाविधि
