Malayalam,Bengali
ബയോ-സാവാർട്ട് നിയമം,বায়ো-সাভার্ট নিয়ম
ബൈഫാസിക് കറന്റ്,biphasic বর্তমান
ദ്വിധ്രുവം,ডাইপোল
"ബിപ്രിസം, ബൈപ്രിസം","biprism, biprism"
"biquartz, biquartz","biquartz, biquartz"
ദ്വിമുഖ സ്വഭാവം,biphasic চরিত্র
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,দুই-পর্যায়ের মাল্টিভাইব্রেটর
"ഡ്വയങ്ക്* (ബൈനറി സംഖ്യ), ബർമീസ്, ആനി, തുക്","দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক"
"കറുപ്പ്, കൃഷ്ണ","কালো, কৃষ্ণ"
കറുത്ത ശരീരം,কালো শরীর
അദൃശ്യ വെളിച്ചം,অদৃশ্য আলো
തിമിരയൻ റേഡിയോ തിമിരയൻ,timirayan রেডিও timirayan
എജക്ഷൻ പൾസ്,ইজেকশন পালস
അവസാന പക്ഷപാതം,পক্ষপাত শেষ
കറുത്ത വികിരണം,কালো বিকিরণ
"പൂർത്തിയാകാത്ത, ശൂന്യമായ","অসম্পূর্ণ, ফাঁকা"
മൂടുക,আবরণ
അസാധുവാക്കൽ,বাতিল
"സ്ഫോടനം, സ്ഫോടനം, ആഘാതം","বিস্ফোরণ, বিস্ফোরণ, দমকা"
"സാവിക, ബ്ലീഡർ, സവി","savika, bleeder, savi"
"വേഷംമാറി, അന്ധൻ","ছদ্মবেশী, অন্ধ"
ബ്ലോച്ചിന്റെ സിദ്ധാന്തം,ব্লোচের উপপাদ্য
"തടയുക, തടയുക, തടയുക","ব্লক, ব্লক, ব্লক"
"ഊതുക, അടിക്കുക","ঘা, ঘা, ঘা"
നീല പ്രിന്റ്,নীল প্রিন্ট
അവ്യക്തത വൃത്തം,অস্পষ্টতা বৃত্ত
അവ്യക്തമായ,অস্পষ্ট
"പന്ത്, ഗോളം, പെൻഡന്റ്","বল, গোলক, দুল"
"ശരീരം, വസ്തു","শরীর, বস্তু"
ശാരീരിക ശേഷി,শারীরিক ক্ষমতা
കേന്ദ്രീകരിച്ചു,কেন্দ্রীভূত
"ശരീരം-ഡയഗണൽ, അവസാനം-ഡയഗണൽ","দেহ-তির্যক, শেষ-তির্যক"
"ബോഗി, അജ്ഞാത കണ്ടെത്തൽ (റഡാർ)","বগি, অজানা সনাক্তকরণ (রাডার)"
ബോർ പ്രഭാവം,বোর প্রভাব
ബോർ മാഗ്നെറ്റൺ,বোর ম্যাগনেটন
"ബോയിലർ, ബോയിലർ","বয়লার, বয়লার"
"തിളയ്ക്കുന്ന, തിളയ്ക്കുന്ന","ফুটন্ত, ফুটন্ত"
ബോൾട്ട്സ്മാൻ സമവാക്യം,বোল্টসম্যান সমীকরণ
ബോംബർ ഇലക്ട്രോൺ,বোমারু ইলেকট্রন
"ട്രോമാറ്റിക് ഊർജ്ജം, ബോംബിംഗ് ഊർജ്ജം","আঘাতমূলক শক্তি, বোমা শক্তি"
ജാമ്യം,বন্ধক
"ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട, ബന്ധിക്കപ്പെട്ട","bonded, bonded, bonded"
എൻഹാൻസർ,বর্ধক
ബോറോൺ,বোরন
ബോസ്-കണിക,বোস-কণা
ബോസോൺ,বোসন
"ഞെട്ടൽ, ചാടുക","লাফ, লাফ"
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,আবদ্ধ
"പരിധി, പരിധി (എഡി.), മാർജിനൽ (വി.)","সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)"
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,আবদ্ধ
ധനു മുറ്റം,ধনু গজ
കപ്പലോട്ട തിരമാല,পালতোলা তরঙ্গ
ബോയിലർ ചൂടാക്കൽ,বয়লার গরম করা
ബോയ്ലിന്റെ നിയമം,বয়েলের আইন
ബോയിലർ ചൂടാക്കൽ,বয়লার গরম করা
ബ്രാക്കറ്റ്-ക്ലാസ്,বন্ধনী-শ্রেণী
ബാഗ് നിയമം,ব্যাগ নিয়ম
ഇഴചേർന്ന വയർ,জড়িত তার
ബ്രേക്ക് ക്ലാസ്,ব্রেক ক্লাস
ബ്രാമ കംപ്രസർ,ব্রামা কম্প্রেসার
ശാഖകൾ,শাখা
"ബ്രേവ് ലാറ്റിസ്, ബ്രേവ് ലാറ്റിസ്","সাহসী জালি, সাহসী জালি"
പിച്ചള ബ്രേസിംഗ്,ব্রাস ব্রেজিং
വേർപിരിയൽ,বিচ্ছেদ
ബ്രേക്ക് കണക്റ്റർ,সংযোগকারী বিরতি
"ഫ്രാക്ചർ ഡയോഡ്, സെനർ ഡയോഡ്","ফ্র্যাকচার ডায়োড, জেনার ডায়োড"
ഒടിവ്,ফ্র্যাকচার
"ബ്രീഡർ റിയാക്ടർ, ബ്രീഡർ ന്യൂക്ലിയർ ഫർണസ്, ബ്രീഡർ ഫർണസ്","ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস"
പുനരുൽപാദനം,প্রজনন
"റിട്ടാർഡന്റ് റേഡിയേഷൻ, ബ്രാസ്ട്രലുങ്","retardant বিকিরণ, brastralung"
ബ്രൂസ്റ്റർ ആംഗിൾ,brewster-কোণ
ബ്രൂസ്റ്റർ ഫ്രിഡ്ജ്,ব্রুস্টার ফ্রিজ
പാലം,সেতু
പാലം ബോണ്ട്,সেতু বন্ধন
"ശോഭയുള്ള, തിളക്കമുള്ള, മിന്നുന്ന","উজ্জ্বল, উজ্জ্বল, ঝলমলে"
പ്രകാശകൻ,আলোক
റേഡിയൻസ്,তেজ
"ദ്യുതി, പ്രഭ","দ্যুতি, প্রভা"
ബ്രിലുവൻ പ്രദേശം,ব্রিলুওয়ান এলাকা
ബ്രിട്ടീഷ് സ്റ്റാൻഡേർഡ് മെഴുകുതിരി,ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি
പൊട്ടുന്ന,ভঙ্গুর
പൊട്ടൽ,ভঙ্গুরতা
പ്രക്ഷേപണം,সম্প্রচার
വിശദമായ,বিশদ
പിന്തിരിപ്പൻ,বিপরীতমুখী
ബ്രോഗ്ലി ഫോർമുല,ব্রগলি সূত্র
വിഘടിച്ചു,খণ্ডিত
ബ്രൗണി ചലനം,ব্রাউনি গতি
"കുച്ചി, ബുരുഷ്, കുർച്ച്, ഗുൽം","কুচি, বুরুশ, কুর্চ, গুলম"
"കുമിള, ബബിൾ (എഡി.), മംബിൾ (വി.)","বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)"
ജ്വലനം,উদ্দীপনা
പ്രതിരോധ നടപടികൾ,পাল্টা ব্যবস্থা
സങ്കോചം,সংকোচন
"amp-resistance, buffer","amp-প্রতিরোধ, বাফার"
ശബ്ദശാസ്ത്രം,ধ্বনিবিদ্যা
ബർധൻ,বর্ধন
ബൾബ്,বাল্ব
ഉദിക്കുക,আবির্ভূত
"വോള്യം, ബൾക്ക്, പിണ്ഡം, പിണ്ഡം, വോള്യം","আয়তন, বাল্ক, ভর, ভর, আয়তন"
വോളിയം ഇലാസ്തികത ഗുണകം,ভলিউম স্থিতিস্থাপকতা সহগ
ജനസംഖ്യ സ്വത്ത്,জনসংখ্যা সম্পত্তি
പരമാവധി താപനില,সর্বোচ্চ তাপমাত্রা
വീർപ്പുമുട്ടൽ,স্ফীতি
"കുല, കൂട്ടം (n.), കൂട്ടമായിരിക്കുക (ver.)","গুচ্ছ, গুচ্ছ (n.), to be clustered (ver.)"
കുല,গুচ্ছ
ബൺസെൻ സെൽ,বুনসেন সেল
ഉന്മേഷം,উচ্ছ্বাস
"ബൂയൻസി, ബൂയൻസി","buoyancy, booyancy"
ബർഗർ സർക്യൂട്ട്,বার্গার সার্কিট
കള്ളൻ മണി,চোরের ঘণ্টা
"ബർണർ, ഇഗ്നിറ്റർ","বার্নার, ইগনিটার"
പൂർണ്ണ ജ്വലനം,সম্পূর্ণ ইগনিশন
"സ്ഫോടനം, പൊട്ടിത്തെറി, വിള്ളൽ","বিস্ফোরণ, বিস্ফোরণ, ফাটল"
ലൈൻ തിരക്കിലാണ്,লাইন ব্যস্ত
തിരക്കുള്ള ടോൺ,ব্যস্ত টোন
ബസർ,গুঞ্জন
ബൈപാസ്,বাইপাস
സർക്യൂട്ട്,সার্কিট
"കടൽ വയർ, കേബിൾ","সমুদ্রের তার, তার"
കാഡ്മിയം,ক্যাডমিয়াম
സീസിയം-കോശം,সিজিয়াম-কোষ
പഞ്ചാർ ദ്വിധ്രുവം,পাঞ্জর ডাইপোল
പഞ്ചാർ പ്രഭാവം,পাঞ্জার প্রভাব
കണക്കാക്കാൻ,হিসাব করতে
കാൽക്കുലേറ്റർ,ক্যালকুলেটর
കലണ്ടർ,ক্যালেন্ডার
"കാലിബ്രേഷൻ, കാലിബ്രേഷൻ, റിവിഷൻ","ক্রমাঙ্কন, ক্রমাঙ্কন, সংশোধন"
"കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ, കാലിബ്രേഷൻ മൾട്ടിപ്ലയർ","ক্রমাঙ্কন গুণক, ক্রমাঙ্কন গুণক"
കാലിപ്പറുകൾ,ক্যালিপার
"കോൾ കാൽക്കുലേറ്റർ, ടോക്ക് കാൽക്കുലേറ്റർ","কল ক্যালকুলেটর, টক ক্যালকুলেটর"
"ചൂട് (വി.), കലോറിക് (എഡി.)","তাপ (v.), ক্যালোরি (ed.)"
