Assamese,English
সাধাৰণ এমিটাৰ এম্প্লিফায়াৰ,Common emitter amplifier
সাধাৰণ গেট এম্প্লিফায়াৰ,Common gate amplifier
ভূতাত্ত্বিক,Common ground
সাধাৰণ ধৰণ সংকেত,Common mode signal
গণ ৰিটাৰ্ণ,Common return
সাধাৰণ উৎস পৰিবৰ্ধক,Common source amplifier
সাধাৰণ এমিটাৰ সংৰূপ,Common-emitter configuration
বাইকনভাৰ্টাৰ,Commulator
যোগাযোগ উপগ্ৰহ,Communication satellite
যোগাযোগ ব্যৱস্থা,Communication system
সম্প্ৰদায়ৰ এন্টেনা ব্যৱস্থা,Community antenna system
কম্পেক্ট শ্বাচ ৰম (CD ROM),Compact disc ROM (cROM)
সংকোচন ভ্যাৰিয়েন্স,Companding
"কম্প্ৰেছাৰ, কম্পেণ্ডাৰ",Comparador
"তুলনাকাৰী, তুলনাকাৰী",Comparator
তুলনাকাৰী ডাইঅ&#39;ড,Comparator diode
সামঞ্জস্যতা,Compatibility
ক্ষতিপূৰণমূলক ক্ষীণকৰ্তা,Compensated attenuator
ক্ষতিপূৰণমূলক পক্ষপাতিত্ব,Compensation bias
ক্ষতিপূৰণমূলক বোজা,Compensation load
প্ৰতিশোধমূলক অনুশোচনা,Compensation log
ক্ষতিপূৰণমূলক অনুসন্ধান,Compensation probe
কম্পাইলাৰ,Compiler
কম্পাইলাৰ ডিজাইন,Compiler design
পৰিপূৰক,Complement
পৰিপূৰক ডেলিভাৰী,Complementary distribution
পৰিপূৰক ভুল,Complementary error
পৰিপূৰক প্ৰতিসমতা আউটপুট,Complementary symmetry output
সম্পূৰ্ণ এম্প্লিফায়াৰ,Complete amplifier
কম্পোজিট ফ্ৰিকুৱেন্সি,Complex frequency
সংমিশ্ৰিত শক্তি,Complex power
খতিয়ান লোৱা,Compliance
পৰিপূৰক ভুল ফলন,Complementary error function
পৰিপূৰক লজিক বৰ্তনী,Complementary logic circuit
সমষ্টিবাসী,Component
মিশ্ৰণ ভিডিঅ&#39; সংকেত,Composite signal
মিশ্ৰিত ৰেজিষ্টৰ,Composition resistor
সংমিশ্ৰিত অৰ্ধপৰিবাহী,Compound semiconductor
সংকোচন,Compression
সংকোচন কম্পাঙ্ক,Compression frequency
"কম্প্ৰেছাৰ, কম্প্ৰেছাৰ, কম্প্ৰেছাৰ",Compressor
কম্পিউটাৰ সহায়ক ডিজাইন,Computer aided design
কম্পিউটাৰ সহায়ক উৎপাদন,Computer aided manufacture (CAM)
কম্পিউটাৰ গ্ৰাফ,Computer graphics
কম্পিউটাৰ ভাষা,Computer languages
কম্পিউটাৰৰ মেমৰি,Computer memory
কম্পিউটাৰ নেটৱৰ্ক,Computer network
কম্পিউটাৰ প্ৰগ্ৰেম,Computer program
কম্পিউটাৰ ভাইৰাছ,Computer viruses
কম্পিউটাৰ ভাইৰাছ,Computer virus
"কনচেন্ট্ৰেটৰ, কনচেন্ট্ৰেটৰ",Concentrator
নিষিদ্ধ শাখা,Conditional branching
নিষিদ্ধ জাম্প,Conditional jump
নিষিদ্ধ স্থায়িত্ব,Conditional stability
ড্ৰাইভাৰ গ্লাছ,Conducting glass
ড্ৰাইভাৰ প্লাষ্টিক,Conducting plastic
ড্ৰাইভাৰ পলিমাৰ,Conducting polymer
পৰিবাহী কোণ,Conduction angle
পৰিবাহী বেণ্ড,Conduction band
পৰিবাহী প্ৰসাৰণ,Conduction diffusion
পৰিবাহীতা,Conductivity
শঙ্কু এন্টেনা,Cone antenna
শংকু আকৃতিৰ শিং,Conical horn
কনজুগেট ইম্পিডেন্স,Conjugate impedance
ফিক্সড বেগ ৰেকৰ্ডাৰ,Connection diagram
সংৰক্ষণৰ নিয়ম,Conservation law
কনছ&#39;ল,Console
স্থিৰ বিদ্যুৎ প্ৰবাহৰ উৎস,Constant current source
ফিক্সড কে-ফিল্টাৰ,Constant K-filter
ফিক্সড ভল্টেজ ট্ৰেন্সফৰ্মাৰ,Constant voltage transformer
গ্ৰাহক ইলেক্ট্ৰনিকছ,Consumer electronic
যোগাযোগ কৰক,Contact
যোগাযোগ জাম্প,Contact bounce
সংস্পৰ্শ বিভৱ,Contact potential
যোগাযোগ বসন্ত,Contact spring
ধাৰাবাহিকতা,Continuity
কন্টিনিউম ফাংচন,Continuous function
অবিৰত বৰ্ণালী,Continuous spectrum
অবিৰত তৰংগ দোলক,Continuous wave oscillator
বিষমতা,Contrast (TV)
কনট্ৰাষ্ট ৰেচিঅ&#39;,Contrast ratio (TV)
নিয়ন্ত্ৰক বাছ,Control bus
নিয়ন্ত্ৰক গ্ৰীড,Control grid
নিয়ন্ত্ৰণ কি&#39;,Control key
নিয়ন্ত্ৰণ পেনেল,Control panel
নিয়ন্ত্ৰণ কক্ষ,Control room
নিয়ন্ত্ৰণ পথ,Control track
নিয়ন্ত্ৰণ একক,Control unit
অভিসৰণ,Convergence
ৰূপান্তৰ দক্ষতা,Conversion efficiency
ৰূপান্তৰ সময়,Conversion time
জাৰণ,Corrosion
কপি কৰক,Copiers (photocopiers)
"তাম, তাম",Copper
তামৰ ক্ষতি,Copper loss
তামৰ তাঁৰ,Copper wire
কোপ্ৰচেছৰ,Coprocessor
মুখ্য,Core
মূল লোকচান,Core loss
মূল উপাদান,Core- materials
বৃত্ত বিসৰ্জন,Corona discharge
কোষ্টা-লুপ,Costa's loop
গণিতৰ কম্পাঙ্ক,Counter frequency
গণনাৰ হাৰ গেজ,Counting rate meter
কম্পৱেল দলং,Campbell bridge
সংযুক্ত বৰ্তনী,Coupled circuit
কাপলিং কেপাচিটৰ,Coupling capacitor
যোৰ কৰা পদ্ধতি,Coupling methods
সসঙ্কেত বন্ধন,Covalent bond
উৎপত্তি বুটাম,Cradle switch
খুন্দা মৰা,Crash
শৃংগ,Crest
শৃংগ,Crest factor
অস্থিৰতা,Crimpling
জটিল কোণ,Critical angle
ক্ৰিটিকেল কাপলিং,Critical coupling
সংকটজনকভাৱে হতাশগ্ৰস্ত,Critical damped
জটিল কম্পাঙ্ক,Critical frequency
সমালোচনাত্মক প্ৰেৰণা,Critical inductance
জটিল জাতি,Critical race
জটিল প্ৰতিৰোধ ক্ষমতা,Critical resistance
ক্ৰছ এছেম্বলাৰ,Cross assembler
ক্ৰছ কাপলিং,Cross coupling
উলম্ব ছবি,Cross hatch pattern
পৰিৱৰ্তন বিকৃতি,Cross over distortion
ট্ৰেঞ্জিচন মডুলেচন,Crossover modulation
অপ্রাসংগিক সংকেত,Crosstalk
ক্ৰছবাৰ এক্সচেঞ্জ,Crossbar exchange
ট্ৰেন্সভাৰ্ছ ফিল্ড এম্প্লিফায়াৰ,Cross-field amplifier
ক্ৰছঅভাৰ ডিটেক্টৰ,Crossover detector
ট্ৰেঞ্জিচন চাৰ্কিট,Crossover network
স্ফটিক মাইক্ৰ&#39;ফোন,Crystal microphone
স্ফটিক দোলক,Crystal oscillator
curie পইন্ট,Curei point (temperature)
ষ্ট্ৰিম এম্প্লিফায়াৰ,Current amplifier
বিদ্যুৎ প্ৰবাহ নিয়ন্ত্ৰিত বিদ্যুৎ প্ৰবাহৰ উৎস (CCCS),"Current controlled current source
 (CCCS)"
কাৰেণ্ট নিয়ন্ত্ৰিত ভল্টেজ উৎস (CCVS),"Current controlled voltage source
 (CCVS)"
ষ্ট্ৰিম ৰিচাৰ্জ,Current feedback
বৰ্তমানৰ লিভাৰেজ,Current hogging
বৰ্তমানৰ সীমা,Current limit
প্ৰান্তীয় কাৰেণ্ট ৰেজিষ্টৰ,Current limiting resistor
ধাৰা প্ৰতিফলন,Current mirror
ষ্ট্ৰিম মোড লজিক,Current mode logic
ষ্ট্ৰিম অভিগম,Current sink
ষ্ট্ৰিম উৎস,Current source
কাৰেণ্ট-ভোল্টেজ কনভাৰ্টাৰ,Current to voltage converter
বৰ্তমান স্থানান্তৰ অনুপাত,Current transfer ratio
কাৰেণ্ট ট্ৰেন্সফৰ্মাৰ,Current transformer
ফিক্সড কাৰেণ্ট,Currentrating
"পইণ্টাৰ, কাৰ্চাৰ",Cursor
কম ড্ৰাইভাৰ ভল্টেজ,Cut in voltage
"end bias, শেষ পক্ষপাতিত্ব",Cut off bias
শেষ কম্পাঙ্ক,Cut off frequency
শেষৰ মণ্ডল,Cut-off region
বক্ৰ ট্ৰেচ,Curve traces
চক্ৰ,Cycle
চক্ৰ চৌৰ্য,Cycle stealing
নলাকাৰ লেন্স,Cylindrical lens
স্ফটিক প্ৰদৰ্শন,Crystal display
ডিজিটেল টু এনালগ কনভাৰ্টাৰ,D to A converter
ডিচি পুনৰুদ্ধাৰ চাৰ্কিট,D.C. restorer circuit
ডিজিটেল/এনালগ কনভাৰ্টাৰ,D/A converter
"ডিজিটেল এনালগ কনভাৰ্টাৰ, DAC",DAC (digital analog converter)
বেয়া বিনিয়োগ,Damaged input
ডেম্পড দোলন,Damped oscillation
হতাশগ্ৰস্ত সময়,Damped period
ডেম্পিং,Damping
ডেম্পিং ঘূৰ্ণীবতাহ কাৰেণ্ট,Damping eddy current
ডেম্পিং সহগ,Damping factor
ডাৰ্ক কাৰেণ্ট,Dark current
ডাৰ্লিংটন এম্প্লিফায়াৰ,Darlington amplifier
ডাৰ্লিংটন চাৰ্কিট,Darlington circuit
ডাৰ্লিংটন যোৰ,Darlington pair
dos,Das
"ডাটা, বিশ্বাস",Data
বিশ্বাস উপাৰ্জনকাৰী শৰীৰ,Data acquisition system
ডাটা সংৰক্ষণ,Data base
ডাটা ক&#39;ড,Data code
ডাটা ৰাইটাৰ,Data logger
ডাটা মাল্টিপ্লেক্সাৰ,Data multiplexer
"ডাটা পৰ্ট, ডাটা পৰ্ট",Data port
ডাটা পিকাৰ,Data selector
ডাটা শ্বীট,Data sheet
dB/অক্টোবৰ,DB/octane
dc এম্প্লিফায়াৰ,Dc amplifier
ডিচি মটৰ,DC motor
dc অফছেট,Dc offset
ডি চি। শক্তি যোগান,Dc power supply
ডি চি। পুনৰ সংস্থাপন,Dc restoration
ডি চি। পুনৰুদ্ধাৰকাৰী,Dc restorer
dc ৰ পৰা ac লৈ ৰূপান্তৰক,Dc to ac converter
ডি চি। উচ্চতা নিয়ন্ত্ৰণ,Dc volume control
Mh-সংযোগকাৰী,D-connector
ডাইৰেক্ট কাপল্ড ট্ৰেঞ্জিষ্টৰ লজিক গেট/ডিচি টি.এল.,DCTL (direct coupled transistor logic gate)
ডি চি। ক্ষতিগ্ৰস্ত অপাৰেচনেল এম্প্লিফায়াৰ,De compensated op-amp
অশক্তিশালীকৰণ,De emphasis
ডিমৰ্গানৰ আইন,De Morgan's law
দে সৌতি দলং,De sauty bride
জিৰণিৰ সময়,Dead time
জিৰণিৰ অঞ্চল,Dead zone
দোষ নিষ্কাশন,Debugging
দশক কেলকুলেটৰ,Decade counter
ডেচিবেল,Decibel
দশমিক কেলকুলেটৰ,Decimal counter
দশমিক-বাইনাৰী ৰূপান্তৰ,Decimal to binary conversion
ঠিকনা ডিকোডিং,Decoding address
ডিকোডাৰ,Decoder
এলিল,Decoupling
ডেডিকেটেড এপ্লিকেচন,Dedicated application
নিবেদিত নিয়ন্ত্ৰক,Dedicated controller
ডি চি। প্ৰি-ৰিইনফৰ্চমেণ্ট চাৰ্কিট,De-emphasis circuit
দোষ ঘনত্ব,Deflect density
ডিফ্লেকচন কইল,Deflection coil
