Hindi,Bengali
कंप्यूटरित शब्द-संग्रह,স্বয়ংক্রিয় শব্দকোষ
स्वचालित तर्क आरेख,স্বয়ংক্রিয় লজিক ডায়াগ্রাম
स्वचालित प्रबंध,স্বয়ংক্রিয় ব্যবস্থাপনা
स्वचालित उत्पादन प्रबंध,স্বয়ংক্রিয় উত্পাদন ব্যবস্থাপনা
स्वचालित स्टॉक नियंत्रण,স্বয়ংক্রিয় স্টক নিয়ন্ত্রণ
स्वतः सार,স্বয়ংক্রিয় বিমূর্ত
स्वतः साराहरण,স্বয়ংক্রিয় বিমূর্ততা
स्वतः क्रमादेशित साधन,স্বয়ংক্রিয়ভাবে প্রোগ্রাম করা সরঞ্জাম
स्वतः उत्तर देना,স্বয়ংক্রিয় উত্তর
स्वतः आह्वान वितरक,স্বয়ংক্রিয় কল বিতরণকারী
स्वतः आह्वान,স্বয়ংক্রিয় কলিং
स्वतः जाँच,স্বয়ংক্রিয় চেক
स्वतः कूटलेखन,স্বয়ংক্রিয় কোডিং
स्वतः अभिकलन,স্বয়ংক্রিয় কম্পিউটিং
स्वतः अभिकलन इंजन,স্বয়ংক্রিয় কম্পিউটিং ইঞ্জিন
स्वतः अचर,স্বয়ংক্রিয় ধ্রুবক
स्वतः नियंत्र इंजीनियरी,স্বয়ংক্রিয় নিয়ন্ত্রণ ইঞ্জিনিয়ারিং
स्वतः आँकडा संसाधन,স্বয়ংক্রিয় ডেটা প্রসেসিং
स्वतः आँकड़ा संसाधन तंत्र,স্বয়ংক্রিয় ডেটা প্রসেসিং সিস্টেম
स्वतः दशमलव संरेखण,স্বয়ংক্রিয় দশমিক প্রান্তিককরণ
स्वतः डायलन एकक,স্বয়ংক্রিয় ডায়ালিং ইউনিট
स्वतः कोश,স্বয়ংক্রিয় অভিধান
स्वतः तुल्यकरण,স্বয়ংক্রিয় সমতা
स्वतः ऋटि संशोधन,স্বয়ংক্রিয় ত্রুটি সংশোধন
स्वतः भरण छिद्रित्र,স্বয়ংক্রিয় ফিড পাঞ্চ
स्वतः कार्य,স্বয়ংক্রিয় ফাংশন
स्वतः सूचकीकरण,স্বয়ংক্রিয় সূচক
स्वतः क्रमोदेश संग्रह आह्वान,স্বয়ংক্রিয় গ্রন্থাগার কল
स्वतः संदेश लेखा कार्य,স্বয়ংক্রিয় বার্তা অ্যাকাউন্টিং
स्वतः संख्या अभिज्ञान,স্বয়ংক্রিয় সংখ্যা সনাক্তকরণ
