Odiya,Telugu
ପୋଟାସିୟମ୍ ଫିକ୍ସେସନ୍ |,పొటాషియం స్థిరీకరణ
ସମ୍ଭାବ୍ୟ ଅମ୍ଳତା |,సంభావ్య ఆమ్లత్వం
ସମ୍ଭାବ୍ୟ ଫସଲ ଅମଳ |,సంభావ్య పంట దిగుబడి
ସମ୍ଭାବ୍ୟ ବାଷ୍ପୀକରଣ |,సంభావ్య బాష్పీభవనం
ସମ୍ଭାବ୍ୟ ବାଷ୍ପୀକରଣ |,సంభావ్య బాష్పీభవనం
କୁକୁଡ଼ା ଚାଷ,పౌల్ట్రీ వ్యవసాయం
ପ୍ରିରି,ప్రైరీ
ପୂର୍ବ-ପ୍ରସବ ଅବଧି |,ముందస్తు మోసే కాలం
ବିବାଦ,అవపాతం
ସଠିକତା ଚାଷ,ఖచ్చితమైన వ్యవసాయం
ସଠିକତା କୃଷି,ఖచ్చితమైన వ్యవసాయం
ପ୍ରିଣ୍ଟେଟର,ప్రెడేటర్
ପୂର୍ବ-ଜରୁରୀକାଳୀନ |,పూర్వ-ఆవిర్భావం
ପୂର୍ବ-ଜରୁରୀକାଳୀନ ଚିକିତ୍ସା |,పూర్వ-ఆవిర్భావ చికిత్స
ପୂର୍ବ ଚିକିତ୍ସା,చికిత్స చికిత్స
ପ୍ରେସମଦ,ప్రెస్‌మడ్
ଚାପ ଗ୍ରେଡିଏଣ୍ଟ୍ |,పీడన ప్రవణత
ମୂଲ୍ୟ ଇଲାସୀ,ధర స్థితిస్థాపకత
ମୂଲ୍ୟ ସୂଚକାଙ୍କ |,ధర సూచిక
ପ୍ରାଥମିକ ସଂସ୍କୃତି,ప్రాథమిక సంస్కృతి
ପ୍ରାଥମିକ ଅଭିବୃଦ୍ଧି |,ప్రాధమిక పెరుగుదల
ପ୍ରାଥମିକ ଟିଲଗ୍ |,ప్రాథమిక పంట
ପ୍ରାଥମିକ,ప్రైమర్
ପ୍ରାଥମିକତା (ତମାଖୁ),రెండు
ପ୍ରାଥମିକ ପର୍ଯ୍ୟାୟ |,ఆదిమ దశ
ସୁନ୍,ప్రియాన్
ସମ୍ଭାବନା,సంభావ్యత
ପ୍ରମାଣ କର |,పరిశోధన
ସମସ୍ୟା ମୃତ୍ତିକା |,సమస్య నేల
ପ୍ରକ୍ରିୟାକରଣ,ప్రాసెసింగ్
ଉତ୍ପାଦନ କାର୍ଯ୍ୟ,ఉత్పత్తి ఫంక్షన్
ଉତ୍ପାଦକତା,ఉత్పాదకత
ଲାଭ,లాభం
Promeny-testing,సంతానం-పరీక్ష
ପ୍ରଗତିଶୀଳ କୃଷକ |,ప్రగతిశీల రైతు
ପ୍ରକଳ୍ପ ମୂଲ୍ୟାଙ୍କନ,ప్రాజెక్ట్ మూల్యాంకనం
ପ୍ରୋକାରିଓଟ୍ |,ప్రోకారియోట్
ପ୍ରମୋଟର,ప్రమోటర్
ପ୍ରୋଫାଇଲାକ୍ଟିକ୍ ସ୍ପ୍ରେ |,రోగనిరోధక స్ప్రే
ମାଲିକାନା ଚାଷ |,యాజమాన్య సాగు
ଭେର ମଦ୍ଦାରେ,ప్రోటాండ్రస్
ପ୍ରୋଟିନ୍ |,ప్రోటీన్
ପ୍ରୋଟିନ୍ ଇଞ୍ଜିନିୟରିଂ,ప్రోటీన్ ఇంజనీరింగ్
ପ୍ରୋଟିନ୍ ସେକନ୍ସିଂ |,ప్రోటీన్ సీక్వెన్సింగ్
ପ୍ରୋଟିନ୍ ସିନ୍ଥେସିସ୍ |,ప్రోటీన్ సంశ్లేషణ
ତ୍ରୁଟିପୂର୍ଣ୍ଣ |,ప్రోటీమిక్స్
ପ୍ରୋଟୋଗିନି,ప్రోటోజిని
ପ୍ରୋଟପ୍ଲାସମ୍,ప్రోటోప్లాజం
ପ୍ରୋଟୋଟ୍ରୋଫ,ప్రోటోట్రోఫ్
ପ୍ରୁସିକ୍ ଏସିଡ୍ (HCN / ଧୁରିନ୍),ప్రసిక్ ఆమ్లం
ଛଉଡିଓଲେଲେଲ୍ |,సూడోఅల్లెలే
ଛଉଡିଧର୍ମାଫ୍ରୋଡାଇଟ୍ |,సూడోహెర్మాఫ్రోడైట్
ସାଇକ୍ରୋମିଟର |,సైకోమీటర్
କଦଳୀ,గుమ్మడికాయ
ପୁଡଡ୍ ମାଟି |,పుడ్డ్ మట్టి
ପୁଡିଙ୍ଗ୍ |,పుడ్లింగ్
ପତନ,పల్పింగ్
ପଲ୍ସ ବିହନ |,పల్స్ విత్తనం
ପୁଲଭରାଇଜେସନ୍ |,పల్వరైజేషన్
ପଲଭରାଇଜେସନ୍ (ମାଟି),మట్టి
ପୁଷ୍ମ,పంగెంట్
ଶୁଦ୍ଧ ସଂସ୍କୃତି,స్వచ్ఛమైన సంస్కృతి
ଶୁଦ୍ଧ ରେଖା,స్వచ్ఛమైన లైన్
ଶୁଦ୍ଧ ଧାଡି ଚୟନ |,స్వచ్ఛమైన లైన్ ఎంపిక
ଶୁଦ୍ଧ,ప్రక్షాళన
ଶୁଦ୍ଧତା,శుద్దీకరణ
ଶୁଦ୍ଧତା ପରୀକ୍ଷା,స్వచ్ఛత పరీక్ష
Pyranation,పైరనోమీటర్
Pyreegormentter,పైరెజీమీటర్
Pymliistomer,పైరెహెలియోమీటర్
ପ୍ୟାଡି,వరి
ପାଲମାରୋସା,పాల్మరోసా
ପାଲମ୍ରା ଖଜୁରୀ |,పామిరా పామ్
ପାଣ୍ଡନସ୍ |,పాండనస్
ଭଡା,బొప్పాయి
ପାରା ଘାସ |,పారా గడ్డి
ଭୃସଙ୍ଗ ପତ୍ର |,పార్స్లీ
"ଅଂଶୀଦାର, (କଂଗ୍ରେସ ଘାସ)","పార్థేనియం, (కాంగ్రెస్ గడ్డి)"
ପାଚୁଲିଲି,ప్యాచౌలి
ପିଚ,పీచ్
"ମୟୂର ଫୁଲ, ସ୍ୱର୍ଗୀୟ ଫୁଲ |","నెమలి పువ్వు, స్వర్గం పువ్వు"
ମୋତି,పియర్
ମୋତି ମିଲେଟ୍ |,పెర్ల్ మిల్లెట్
ମଟର,బటానీలు
ପେକାନ୍ ବାଦାମ |,పెకాన్ గింజ
ପେନେଲ୍ |,పెన్నెల్
ପେପିନୋ |,పెపినో
ହଳଦୀ,మిరియాలు
ପର୍ଲାଲା |,పెరిల్లె
Periwinkle,పెరివింకిల్
ମନସାଇବନ୍ |,పెర్సిమోన్
ଫାଲସା,ఫల్సా
କପୋତପିତା |,పావురం
ପିମ୍ପର୍ନେଲ୍ (ଆନାଗଲିଙ୍ଗ୍),అతిశీతలమైన
କଦଳୀ,పైన్
ଧନିଆ ପତ୍ର |,అనాస పండు
"ପିସ୍ତା, ସବୁଜ ବାଦାମ |","పిస్తా, గ్రీన్ బాదం"
ଘିଅ |,ప్లం
ସୂଚିତ ଗୁପ୍ତ,కోణాల పొట్లకాయ
ଡାଳିମ୍ବ,దానిమ్మ
ପାଉଙ୍ଗାମ,పొంగ్
ପପଲର୍ |,పోప్లర్
ପପି,గసగసాలు
ପୋର୍ଟୁଲାକା |,పోర్చులాకా
ଆଳୁ,బంగాళాదుంప
କଦଳୀ ପପି |,ప్రిక్లీ గసగసాల
"ଭାରତର ଗର୍ବ, ଚାଇନା ଗଛର ଗର୍ବ |","ప్రైడ్ ఆఫ్ ఇండియా, చైనా ట్రీ"
ପ୍ରୋସୋ ମିଲି |,ప్రోసో మిల్లెట్
ମାନସିକିୟମ,సైలియం
ପୁଲସାନାନ୍ |,పులాసాన్
ପୁମକିନ୍ |,పుమ్కిన్
ପମ୍ମେଲୋ |,పమ్మెలో
ଚିତ୍ରିତ ତ୍ରୁଟି |,పెయింట్ బగ్
ପାରା,చిలుక
ମୟୂର,నెమలి
ପୋଡ୍ ବୋରର୍,పాడ్ బోరర్
ପୋଡ୍ ଫ୍ଲାଏ |,పాడ్ ఫ్లై
ପଲ୍ସ ପୋକ,పల్స్ బీటిల్
ପାଇର୍ଲା,పిరిల్లా
ପାଥୋଲୋଜିଷ୍ଟ,పాథాలజిస్ట్
ମିଥ୍ୟାବାଦୀ,పెడోస్ట్
ଉଦ୍ଭିଦ ପ୍ରାଣୀ,మొక్కల పెంపకందారుడు
ପ୍ଲାଥୋଲୋଜିଷ୍ଟ,మొక్కల పాథాలజిస్ట్
Plicliifologist,మొక్కల ఫిజియాలజిస్ట్
ପୋଲୋଲୋଜିଷ୍ଟ,పోమోస్ట్
ପ୍ର 10,Q 10
QTL (ପରିମାଣିକ ଗୁଣ ଚିହ୍ନ),QTL (పరిమాణ లక్షణాలు
ଉଡାଟ୍ରାଟସ୍ |,క్వాడ్రాట్
ଚତୁର୍ଥାଂଶ ପ୍ରତିକ୍ରିୟା |,చతురస్రాకార ప్రతిస్పందన
ଚତୁର୍ଦ୍ଦଶ କ୍ରପ୍ |,నాలుగు రెట్లు పంట
ଗୁଣା ଉତ୍ତରାଧିକାରୀ,గుణాత్మక వారసత్వం
ଗୁଣାତ୍ମକ ବିହନ,నాణ్యమైన విత్తనం
ପରିମାଣିକ ଜେନେଟିକ୍ସ |,పరిమాణాత్మక జన్యుశాస్త్రం
ପରିମାଣିକ ଉତ୍ତରାଧିକାରୀ |,పరిమాణాత్మక వారసత్వం
କ୍ୱାଣ୍ଟମ୍ ବିହନ,క్వాంటం విత్తనం
କ୍ୱାଣ୍ଟିନ,రోగ అనుమానితులను విడిగా ఉంచడం
କ୍ୱାଣ୍ଟାଇନ୍ ପୋକ |,దిగ్బంధం పెస్ట్
ଚତୁର୍ଥାଂଶ,క్వార్ట్జ్
ଶୀଘ୍ର ପରୀକ୍ଷା,శీఘ్ర పరీక్ష
Questence,QUISCENCE
କ୍ୱିସେଣ୍ଟ ସେଣ୍ଟର |,క్విసెంట్ సెంటర్
ନିନ୍ଦା,పిట్ట
ରାଣୀ ମହୁମାଛି,రాణి ఈగ
R ମୂଲ୍ୟ,R విలువ
ରବି (ଶୀତ) ଫସଲ |,రబీ (శీతాకాలపు) పంట
Rastem,రేసెమ్
ବିକିରଣ,రేడియేషన్
ରେଡ଼ିଓ,రాడికల్
ରେଡିଓ ଆକ୍ଟସ୍,రేడియోధార్మికత
ରେଡିଓବାଇଲୋଜି |,రేడియోబయాలజీ
ରେଡିଓମୁନୋ ଆକାଂସେ |,రేడియోమ్యూమో అస్సే
ରେଡିଓସୋଟୋପ୍,రేడియో ఐసోటోప్
ବର୍ଷା ଜଳ ଅମଳ,వర్షపు నీటి పెంపకం
ଇନ୍ଦ୍ରଧନୁ ବିପ୍ଳବ |,రెయిన్బో విప్లవం
ବର୍ଷା,వర్షపాతం
ବର୍ଷା,వర్షపు ఫెడ్
ବର୍ଷା-ଗେଜ୍ |,వర్షం-గేజ్
ବର୍ଷା ason ତୁ,వర్షాకాలం
ଶଯ୍ୟା,పెరిగిన మంచం
ରାଗିଂ,గడ్డిబీడు
ରାକ୍ଷୀତା,రాన్సిడిటీ
ଅନିୟମିତ ଆମ୍ପ୍ଲାଇଡ୍ ପଲେମୋରଫିକ୍ |,యాదృచ్ఛిక విస్తరించిన పాలిమార్ఫిక్
ଅନିୟମିତ ନମୁନା |,యాదృచ్ఛిక నమూనా
ରାଣ୍ଡମାଇଜେସନ୍,రాండమైజేషన్
ରାଣ୍ଡୋମାଇଜଡ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |,రాండమైజ్డ్ బ్లాక్ డిజైన్
ପରିସର (ପରିସଂଖ୍ୟାନ),పరిధి (గణాంకాలు)
ପରିସର ମଧ୍ୟରେ |,రేంజ్ల్యాండ్
ପରିସର ପରିଚାଳନା,పరిధి నిర్వహణ
ରାପିଡ୍ ଗ୍ରାମୀଣ ମୂଲ୍ୟାଙ୍କନ (RRA),రాపిడ్ గ్రామీణ ప్రాంతము
ରାସନ,రేషన్
ରେଟୋନ୍ |,రాటూన్
ରାଟୋନ୍ କ୍ରପ୍ |,రాటూన్ పంట
ଅମଳକାରୀ,రీపర్
ପୁନ al ବିଚାର ବିହନ |,పునరావృత విత్తనం
ରିସେସ୍ ଫାର୍ମିଂ |,మాంద్యం వ్యవసాయం
ବିମୁଦ୍ରାକରଣ ପର୍ଯ୍ୟାୟ |,మాంద్యం దశ
ବେବେସିଭ୍ |,తిరోగమనం
ରିଚାର୍ଜ କର |,రీఛార్జ్
ପାରସ୍ପରିକ ଜିନ୍,పరస్పర జన్యువులు
ମନୋରମ ଜମି |,తిరిగి పొందిన భూమి
Relmbinant,పున omb సంయోగం
Relmbinant DNA ଟେକ୍ନୋଲୋଜି |,పున omb సంయోగం DNA సాంకేతికత
ରେଖମ,పున omb సంయోగం
ରେକନ୍ |,రీకన్
ପୁନ on ନିର୍ମାଣକାରୀ ସର୍ଭେ |,నిఘా సర్వే
ବାରମ୍ବାର ପିତାମାତା |,పునరావృత తల్లిదండ్రులు
ପୁନ yc ବ୍ୟବହାର ଯୋଗ୍ୟ ବର୍ଜ୍ୟବସ୍ତୁ |,పునర్వినియోగపరచదగిన వ్యర్థాలు
ନାଲି ଆଲଗା |,ఎరుపు ఆల్గే
ରେଡ୍ ଡାଟା ବୁକ୍ |,ఎరుపు డేటా పుస్తకం
ଲାଲ୍ ମୃତ୍ତିକା |,ఎర్ర నేలలు
ରେଡକ୍ସ ସମ୍ଭାବନା |,రెడాక్స్ సంభావ్యత
ହ୍ରାସ ହୋଇଥିବା ନମୁନା |,తగ్గిన నమూనా
ହ୍ରାସ ହୋଇଥିବା ଟିଲାଗ୍ |,తగ్గిన పంట
ଚିନି ହ୍ରାସ କରିବା |,చక్కెర తగ్గించడం
ହ୍ରାସ,తగ్గింపు
ସନ୍ଦର୍ଭ ଫସଲ,రిఫరెన్స్ పంట
ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |,ప్రతిబింబం గుణకం
ପ୍ରତିଫଳନ,ప్రతిబింబం
ପ୍ରତିଫଳିତ ଷ୍ଟାମେନ୍ |,రిఫ్లెక్స్డ్ స్టమెన్
ପ୍ରତିକ୍ରିୟାଶୀଳ ସୂଚକାଙ୍କ |,వక్రీభవన సూచిక
FefracTomer |,రిఫ్రాక్టోమీటర్
ପୁନ el ନିର୍ମାଣ,పునరుత్పత్తి
ପଞ୍ଜିକରଣ ବିହନ |,రిజిస్టర్డ్ సీడ్
ରେଗ୍ନିଥ୍ |,రెగోలిత్
ରଗ୍ରେସନ୍,రిగ్రెషన్
ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,రిగ్రెషన్ గుణకం
ନିୟାମକ ଜିନ୍,రెగ్యులేటర్ జన్యువు
ଆପେକ୍ଷିକ ଫସଲ-ତୀବ୍ରତା ସୂଚକାଙ୍କ |,సాపేక్ష పంట-తీవ్రత సూచిక
ଆପେକ୍ଷିକ ଜନଗହଳିପୂର୍ଣ୍ଣ କୋଏଫିସିଏଣ୍ଟ୍ (k),సాపేక్ష రద్దీ గుణకం (కె)
ଆପେକ୍ଷିକ ଅଭିବୃଦ୍ଧି ହାର (rgr),సాపేక్ష వృద్ధి రేటు (RGR)
ଆପେକ୍ଷିକ ଆର୍ଦ୍ରତା (RH),సాపేక్ష ఆర్ద్రత (RH)
ଆପେକ୍ଷୀ ବିସ୍ତାର ସୂଚକାଙ୍କ |,సాపేక్ష స్ప్రెడ్ ఇండెక్స్
ଆପେକ୍ଷିକ ଜଳ ବିଷୟବସ୍ତୁ |,సాపేక్ష నీటి కంటెంట్
ଆପେକ୍ଷିକ ତୃଣ,సాపేక్ష కలుపు
ଆପେକ୍ଷୀ ଅମୂନ୍ସ ଇଣ୍ଡେକ୍ସ |,సాపేక్ష దిగుబడి సూచిక
ଉଦ୍ୟୋଗୀ ଅମଳ ସମୁଦାୟ |,సాపేక్ష దిగుబడి మొత్తం
ରିଲେ କ୍ରପ୍ କରନ୍ତୁ |,రిలే క్రాపింగ్
ରିଲିଫ୍,ఉపశమనం
ସୁଦୂର ସେଟିଙ୍ଗ୍ |,దూరం నుంచి నిర్ధారణ
ଶକ୍ତିର ନବୀକରଣ ଯୋଗ୍ୟ ଉତ୍ସ |,పునరుత్పాదక శక్తి వనరులు
ନବୀକରଣ,పునరుద్ధరణ
ଘୃଣ୍ୟ,వికర్షకం
ନକଲ ଫଙ୍କ୍ |,ప్రతిరూపణ ఫోర్క్
ନକଲ,ప్రతిరూపణ
ସାମ୍ବାଦିକ ଜିନ୍,రిపోర్టర్ జన్యువు
ସାରର ଅବଶିଷ୍ଟ ପ୍ରଭାବ |,ఎత్తి చూపగల ఎండు మందు
ଖଣିର ଅବଶିଷ୍ଟ ପ୍ରଭାବ |,ఎరువు
ଅବଶିଷ୍ଟ ସୋଡିୟମ୍ କାର୍ବନେଟ୍ |,అవశేష సోడియం కార్బోనేట్
ଅବଶିଷ୍ଟ ମାଟି ଉର୍ବରତା |,అవశేష నేల సంతానోత్పత్తి
ଅବଶିଷ୍ଟାଂଶ,అవశేషాలు
ସ୍ଥିରତା (ଫସଲ),స్థితిస్థాపకత (పంట)
ଉତ୍ସ-ବ୍ୟବହାର ସୂଚକାଙ୍କ (RUI),వనరుల వినియోగ సూచికలు (RUI)
ଶ୍ iration ାସକ୍ରିୟା,రెస్పిరేషన్ క్వియోటెంట్
ଶ୍ୱାସକ୍ରିୟା ପିଗମେଣ୍ଟ |,శ్వాసకోశ వర్ణద్రవ్యం
ଶ୍ ir ାସକ୍ରିୟା,శ్వాసకోశ కోటీన్
ପ୍ରତିକ୍ରିୟା ବକ୍ର,ప్రతిస్పందన వక్రత
ପ୍ରତିକ୍ରିୟା,ప్రతిస్పందన
ପୁନ it ଉଦ୍ଧାର ନ୍ୟୁକ୍ଲିୟସ୍ |,పున itution స్థాపన కేంద్రకం
ପୁନରୁଦ୍ଧାର ରେଖା |,పునరుద్ధరణ లైన్
ପ୍ରତିବନ୍ଧକ ଏନଜାଇମ୍ |,పరిమితి ఎంజైమ్
ପ୍ରତିବନ୍ଧକ ଖଣ୍ଡ |,పరిమితి భాగం
ଫଳାଫଳ ପ୍ରଦର୍ଶନ,ఫలిత ప్రదర్శన
ଖୁବ୍,రిటైలింగ్
ଅବସର,రిటార్డర్
ରେଟ୍ରୋଭିରସ୍ |,రెట్రోవైరస్
ଆଉଟ,రీటింగ్
ରାଜସ୍ୱ,ఆదాయం
ଓଲଟା ଜେନେଟିକ୍ସ |,రివర్స్ జెనెటిక్స్
ଓଲଟା ପରିବର୍ତ୍ତନ,రివర్స్ మ్యుటేషన్
Rhizobacteria (Pgpr),రైజోబాక్టీరియా
RhizDopention,రైజోడెపోజిషన్
Rhizଏଦ,రైజాయిడ్
ରାଇଜୋମ୍ |,రైజోమ్
Rhizsoperre,రైజోస్పియర్
Ribooseome,రైబోజోమ్
ଜୀବମାନଙ୍କ ପରି ରିକେଟସିଆ |,రికెట్సియా జీవుల వంటిది
ରିଜ୍ ପୂର୍ବ (ମୁକ୍ତି),రిడ్జ్ మాజీ (రిడ్జర్)
ରିଜ୍ ପ୍ଲାଙ୍ଗ୍ |,రిడ్జ్ నాటడం
ରିଜ୍ ଟେରାସ୍ |,రిడ్జ్ టెర్రేస్
ପରାଜିତ,రిడ్జ్ టిల్
ରିଲ୍ କ୍ଷୟ |,రిల్ ఎరోషన్
ବିପଦ,ప్రమాదం
Rna ସିଡ଼ି,RNA నిచ్చెన
ପଥର,రాక్
ଦୁର୍ବଣାର,రోగ్
ରୋଜେୟିଙ୍ଗ୍,Proguing
ମୂଳ ଫସଲ,రూట్ పంట
ମୂଳ ସୂକ୍ଷ୍ମ ଅଟେ |,రూట్ ఎక్సూడేట్స్
ମୂଳ ଗଲ୍ ନେମାଟୋଡ୍ |,రూట్ పిత్తాశయం నెమటోడ్
ମୂଳ ପ୍ରବର୍ତ୍ତିତ ପ୍ଲସ୍ମେଡ୍ |,రూట్ ప్రేరేపించే ప్లాస్మిడ్
ମୂଳ କ NO ଣସି ଜିନିଷ |,రూట్ నోడ్యూల్స్
RootsTock,వేరు కాండం
ରୋଷ୍ଟେଟେ ରୋଗ |,రోసెట్ వ్యాధి
ରୋଜେଟ ପଲିମେକ୍ |,రోసెట్ పాలిఎంబ్రియోనీ
ରୋଜେଟ୍ ଭାଇରସ୍ |,రోసెట్ వైరస్
ଘୂର୍ଣ୍ଣିନ ଟିଲଗେଜ୍ |,రోటరీ పండించడం
ଘୂର୍ଣ୍ଣନ ଚରିବା |,భ్రమణ మేత
ରଗେଜ୍ |,రౌగేజ్
ଧାଡି ଫସଲ |,వరుస పంటలు
ଧାଡି ଇଣ୍ଟରକ୍ରପ୍ |,వరుస ఇంటర్‌క్రాపింగ్
RTS ପାନୀୟ,RTS పానీయం
ରନର୍,రన్నర్
ଚାଷ,రన్-ఆఫ్ వ్యవసాయం
ରନ୍-ଅଫ୍ |,రన్-ఆఫ్
ଗ୍ରାମୀଣ ଆଞ୍ଚଳିକ ବ୍ୟାଙ୍କ |,గ్రామీణ ప్రాంతీయ బ్యాంక్
ମୂଳା,ముల్లంగి
ବର୍ଷା ଗଛ,రెయిన్ ట్రీ
କିସମିସ୍,రైసిన్
ରାମ୍ବୁଟାନ୍ |,రాంబుటాన్
ରଙ୍ଗୁନ୍ କ୍ରପର୍ |,రంగూన్ లత
ବଳାତ୍କାର,రాప్సీడ్
ରସଗୋଲା |,రాస్ప్బెర్రీ
ମୂଷା-ଲାଞ୍ଜ ମୂଳା |,ఎలుక-తోక ముల్లంగి
ରତନ,రట్టన్
ଲାଲ୍ କେଦାର (ଟୋନା),ఎర్రటి దేవదారు
ନାଲି କ୍ଲୋଭର |,ఎరుపు క్లోవర్
ଲାଲ୍ ରେଶମ ଗଛ |,ఎరుపు పట్టు చెట్టు
ବାଡ଼ି ଘାସ |,రీడ్ గడ్డి
ରୋଡସ୍ ଘାସ |,రోడ్స్ గడ్డి
ରଡୋଡନ୍ |,రోడోడెండ్రాన్
Rhus,రుస్
ଚାଉଳ |,బియ్యం
ଚାଳିତ ଗୋର୍ଟେଡ୍ |,రిడ్జ్డ్ పొట్లకాయ
ଗୋଲାପ,గులాబీ
ରୋସ୍ ବେରୀ |,రోజ్ బెర్రీ
ରୋଜଗର,రోజ్మేరీ
ଗୋଲାକାର ଗୁଣ୍ଡ |,రౌండ్ పొట్లకాయ
ରବର,రబ్బరు
ମୂଷା,ఎలుక
ନାଲି ଖଜୁରୀ ବୁଣା,రెడ్ పామ్ వీవిల్
ରେଡ୍ କଖାରୁ ବିଟଲ୍ |,ఎరుపు గుమ్మడికాయ బీటిల్
Rhincorsro Beetle,ఖడ్గమృగం బీటిల్
ଚାଉଳ ବୁଣାକାର |,బియ్యం వీవిల్
ସାଲାଇନ୍ ଆଲକାଲି ମାଟି |,సెలైన్ ఆల్కలీ మట్టి
ସାଲାଇନ୍ ମାଟି |,సెలైన్ నేల
ଲୁଣିଆନାମା,సాలినైజేషన్
ସାଲଭାରୀ ଗ୍ରନ୍ଥି କ୍ରୋମୋଜୋମ୍ |,లాలాజల గ్రంథి క్రోమోజోమ్
ଲୁଣ,ఉ ప్పు
ଲୁଣ ପ୍ରଭାବିତ ମାଟି |,ఉప్పు ప్రభావిత నేల
ଲୁଣ ସୂଚକାଙ୍କ |,ఉప్పు సూచిక
ଲୁଣ ଚାପ,ఉప్పు ఒత్తిడి
ଲୁଣ ସହନଶୀଳତା |,ఉప్పు సహనం
ନମୁନା,నమూనా
ନମୁନା ଦେବ |,నమూనా లోపం
ନମୁନା ୟୁନିଟ୍ |,నమూనా యూనిట్
ନମୁନା,నమూనా
ବାଲି,ఇసుక
ବାଲୁକା ମାଟି |,ఇసుక మట్టి
ବାଲୁକା ଲାମ,శాండీ లోవామ్
ବାଲୁକା ମାଟି |,ఇసుక నేల
ସପ୍,సాప్
ସାହସ,మొక్క
ସାପନଫିକେସନ୍ ମୂଲ୍ୟ |,సాపోనిఫికేషన్ విలువ
ଉପଗ୍ରହ DNA,ఉపగ్రహ DNA
ସାଟେଲାଇଟ୍ ତୃଣକ |,ఉపగ్రహ కలుపు
ପରିପୂର୍ଣ୍ଣ ବାଷ୍ପ ଚାପ |,సంతృప్త ఆవిరి పీడనం
ସାଭାନା,సవన్నా
ସ୍କାଫୋଲ୍ଡ ପ୍ରୋଟିନ୍ |,స్కాఫోల్డ్ ప్రోటీన్
ଶ୍ୟାପ୍,స్కేప్
ଜଳୀୟ,స్కార్ఫికేషన్
ଚମ୍ପନ୍,సియోన్
ସ୍କିଫାଇଟସ୍ |,సైనోఫైట్స్
ମ al ସୁମୀ ଚକ୍ର,కాలానుగుణ చక్రం
ମ al ସୁମୀ ମରୁଡ଼ି,కాలానుగుణ కరువు
ମ al ସୁମୀ ଉଦ୍ଭିଦ,కాలానుగుణ మొక్క
ମାଧ୍ୟମିକ ଅଭିବୃଦ୍ଧି,ద్వితీయ పెరుగుదల
ମାଧ୍ୟମିକ ଉଦ୍ଭିଦ ପୁଷ୍ଟିକର |,ద్వితీయ మొక్కల పోషకాలు
ମାଧ୍ୟମିକ ଉତ୍ପାଦକତା |,ద్వితీయ ఉత్పాదకత
ମାଧ୍ୟମିକ ଟିଲଗେଜ୍ |,ద్వితీయ పండించడం
ସେଜ୍,సెడ్జ్
ବିହନ ପୋଷଣ କବକ |,విత్తనం పుట్టిన ఫంగస్
ମଞ୍ଜି ପ୍ରମାଣପତ୍ର,విత్తన ధృవీకరణ
ବିହନ କଠିନ କରିବା |,విత్తన గట్టిపడటం
ବିହନ ଚିକିତ୍ସା,విత్తన చికిత్స
ବିହନ-ସିଟ୍-ସାର ଡ୍ରିଲ୍ |,సీడ్-కమ్-ఫెర్టిలైజర్ డ్రిల్
ବିହନ,విత్తనాలు
ସନ୍ଧାନକାରୀ |,సీపేజ్
ପୃଥକତା,వేరు చేయుట
ସିଲେକ୍ଟଯୋଗ୍ୟ ମାର୍କର |,ఎంచుకోదగిన మార్కర్
ଚୟନ ଶ୍ରେଣୀ,ఎంపిక ఒత్తిడి
ହର୍ବାଇଟିଡ୍ ଚୟନ କରନ୍ତୁ |,సెలెక్టివ్ హెర్బిసైడ్
ଚୟନକାରୀ ସୂଚକାଙ୍କ,సెలెక్టివిటీ ఇండెక్స్
ସେଲ୍ଫ ଫର୍ଟିଲାଇଜେସନ୍,స్వీయ ఫలదీకరణం
ଆତ୍ମ ପର୍ଯ୍ୟାୟ |,స్వీయ సమృద్ధి
ଆତ୍ମ ପତଳା କ୍ଷମତା |,స్వీయ సన్నబడటం సామర్థ్యం
ଆତ୍ମ-ଫଳପ୍ରଦ,స్వీయ-ఫ్రూట్‌ఫుల్
ଆତ୍ମନିର୍ଭରଶୀଳତା |,స్వీయ-అపవాదు
ସ୍ୱାର୍ଥପର DNA,స్వార్థ DNA
ସେମି-ଶୁଷ୍କ |,సెమీ శుష్క
ସମ୍ବେଦନଶୀଳ ମୂଲ୍ୟାଙ୍କନ |,ఇంద్రియ మూల్యాంకనం
ସପାଲ |,సెపాల్
କ୍ରମାଗତ ଟ୍ରାକିଂ |,సీక్వెన్షియల్ క్రాపింగ్
କ୍ରମିକ ଦୁ y ଖ,సీరియల్ పలుచన
କ ifor ଣସିତା,సెరికల్చర్
ପୃଥିବୀ ବେସୋଲୋଜି |,సెరోలజీ
ସେରମ୍,సీరం
ସେକ୍ସ-ନିଷ୍ଠା |,సెక్స్-నిర్ణయం
ସେକ୍ସ-ଲିଙ୍କ୍ |,సెక్స్-లింకేజ్
ଯ sexual ନ ପ୍ରଚାର,లైంగిక ప్రచారం
ସିଟ୍ କ୍ଷୟ |,షీట్ కోత
ହେେଲିଂ,షెల్లింగ్
ଆଶ୍ରୟସ୍ଥଳ,షెల్టర్ బెల్ట్
ସ୍ୱଳ୍ପ ଦିନିଆ ଉଦ୍ଭିଦ |,స్వల్ప-రోజు మొక్క
