Marathi,Malayalam
घटक ऑब्जेक्ट मॉडेल (COM),ഘടകം ഒബ്ജക്റ്റ് മോഡൽ (COM)
संमिश्र,സംയുക്തം
रचना,രചന
संगणकीय,കമ്പ്യൂട്ടേഷണൽ
संगणक,കമ്പ്യൂട്ടർ
संगणक केंद्र,കമ്പ്യൂട്ടർ കേന്ദ്രം
संगणक तज्ञ,കമ്പ്യൂട്ടർ വിദഗ്ധൻ
संगणक ग्राफिक्स,കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്
संगणक सूचना,കമ്പ്യൂട്ടർ നിർദ്ദേശം
संगणक भाषा,കമ്പ്യൂട്ടർ ഭാഷ
संगणक नेटवर्क,കമ്പ്യൂട്ടർ ശൃംഖല
संगणक शास्त्र,കമ്പ്യൂട്ടർ സയൻസ്
संगणक सुरक्षा,കമ്പ്യൂട്ടർ സുരക്ഷ
संगणक सिम्युलेटन,കമ്പ്യൂട്ടർ സിമുലേറ്റൺ
संगणक तज्ञ,കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്
संगणकीकरण,കമ്പ്യൂട്ടർവൽക്കരണം
संगणकतज्ज्ञ,കമ്പ്യൂട്ടറിസ്റ്റ്
संगणकीकरण,കമ്പ്യൂട്ടറൈസ് ചെയ്യുക
संगणन,കമ്പ്യൂട്ടിംഗ്
संकल्पना,ആശയം
एकरूपता,സമവായം
समवर्ती,ഒരേസമയം
कंडिशन व्हेरिएबल,അവസ്ഥ വേരിയബിൾ
सशर्त ऑपरेटर,സോപാധിക ഓപ്പറേറ്റർ
सशर्त विधान,സോപാധിക പ്രസ്താവന
कंडक्टर,കണ്ടക്ടർ
कॉन्फरन्सिंग,കോൺഫറൻസിങ്
गोपनीयता,രഹസ്യാത്മകത
कॉन्फिगरेशन,കോൺഫിഗറേഷൻ
गर्दी,തിരക്ക്
संयोग,സംയോജനം
गती कनेक्ट करा,കണക്ട് വേഗത
कनेक्शन,കണക്ഷൻ
कनेक्शन कमी संप्रेषण,കണക്ഷൻ കുറവ് ആശയവിനിമയം
कनेक्शन प्रकाशन,കണക്ഷൻ റിലീസ്
कनेक्टिव्हिटी,കണക്റ്റിവിറ്റി
कनेक्टर,കണക്റ്റർ
सलग,തുടർച്ചയായി
परिणामी,അനന്തരഫലം
कन्सोल,കൺസോൾ
एकत्रीकरण,ഏകീകരണം
स्थिर,സ്ഥിരമായ
सतत सूचना,നിരന്തരമായ നിർദ്ദേശം
मर्यादा,പരിമിതി
बांधकाम करणारा,കൺസ്ട്രക്റ്റർ
कंटेनर,കണ്ടെയ്നർ
सामग्री,ഉള്ളടക്കം
संदर्भ,സന്ദർഭം
संदर्भ मुक्त व्याकरण (CFG),സന്ദർഭ രഹിത വ്യാകരണം (CFG)
संदर्भ स्विच,സന്ദർഭ സ്വിച്ച്
आकस्मिकता,ആകസ്മികത
आकुंचन,സങ്കോചം
कॉन्ट्रास्ट,വൈരുദ്ധ്യം
नियंत्रण,നിയന്ത്രണം
नियंत्रण क्षेत्र,നിയന്ത്രണ മേഖല
नियंत्रण बिट,നിയന്ത്രണ ബിറ്റ്
नियंत्रण बस,നിയന്ത്രണ ബസ്
नियंत्रण कार्ड,നിയന്ത്രണ കാർഡ്
नियंत्रण सर्किट,നിയന്ത്രണ സർക്യൂട്ട്
नियंत्रण चक्र,നിയന്ത്രണ ചക്രം
नियंत्रण अभियांत्रिकी,നിയന്ത്രണ എഞ്ചിനീയറിംഗ്
नियंत्रण की,നിയന്ത്രണ കീ
नियंत्रण तर्क,നിയന്ത്രണ യുക്തി
नियंत्रण लूप,നിയന്ത്രണ ലൂപ്പ്
नियंत्रण चिन्ह,നിയന്ത്രണ അടയാളം
नियंत्रण ऑपरेशन,നിയന്ത്രണ പ്രവർത്തനം
नियंत्रण पॅनेल,നിയന്ത്രണ പാനൽ
नियंत्रण सिग्नल,നിയന്ത്രണ സിഗ്നൽ
नियंत्रण स्विच,നിയന്ത്രണ സ്വിച്ച്
नियंत्रण टेप,നിയന്ത്രണ ടേപ്പ്
नियंत्रण टर्मिनल,നിയന്ത്രണ ടെർമിനൽ
कंट्रोल युनिट (CU),നിയന്ത്രണ യൂണിറ്റ് (CU)
अभिसरण,ഒത്തുചേരൽ
संभाषण,സംഭാഷണം
संवादात्मक वेळ सामायिकरण,സംഭാഷണ സമയം പങ്കിടൽ
रूपांतरण,പരിവർത്തനം
कनवर्टर,കൺവെർട്ടർ
कुकचे प्रमेय,കുക്കിന്റെ സിദ്ധാന്തം
सह-प्रोसेसर,സഹ-പ്രൊസസർ
कॉपी,പകർത്തുക
कॉपीराइट,പകർപ്പവകാശം
दोरखंड,ചരട്
कॉर्डलेस टेलिफोन,കോർഡ്ലെസ്സ് ടെലിഫോൺ
परिणाम,അനന്തരഫലം
दुरुस्ती,തിരുത്തൽ
भ्रष्ट,ദുഷിച്ചു
मोजणे,എണ്ണുക
काउंटर,കൗണ്ടർ
राष्ट्र संकेतांक,രാജ്യത്തിന്റെ കോഡ്
सहप्रसरण,സഹവർത്തിത്വം
कव्हरेज,കവറേജ്
आपटी,തകര്ച്ച
गंभीर मार्ग,നിർണായക പാത
गंभीर मार्ग पद्धत (CPM),ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM)
फेर पडताळणी,ക്രോസ് ചെക്ക്
क्रॉस कंपाइलर,ക്രോസ് കംപൈലർ
क्रॉस फायर,തീ കടക്കുക
क्रॉस चर्चा,ക്രോസ് ടോക്ക്
क्रिप्टोग्राफिक,ക്രിപ്റ്റോഗ്രാഫിക്
क्रिप्टोग्राफी,ക്രിപ്റ്റോഗ്രഫി
चलन चिन्ह,കറൻസി ചിഹ്നം
वर्तमान निर्देशिका,നിലവിലെ ഡയറക്ടറി
वर्तमान विंडो,നിലവിലെ വിൻഡോ
कर्सर,കഴ്സർ
वक्र,വളവ്
कट आणि पेस्ट करा,വെട്ടി ഒട്ടിക്കുക്ക
कट पद्धत,കട്ട് രീതി
सायबर,സൈബർ
सायबर कॅफे,സൈബർ കഫേ
सायबर रोख,സൈബർ പണം
सायबर गुन्हे,സൈബർ കുറ്റകൃത്യം
सायबर डेलिक,സൈബർ ഡെലിക്കുകൾ
सायबर कायदा,സൈബർ നിയമം
सायबर सेक्स,സൈബർ സെക്‌സ്
सायबरनेटिक्स,സൈബർനാറ്റിക്സ്
सायबरनेशन,സൈബർനേഷൻ
सायकल,ചക്രം
सायकल मेमरी,സൈക്കിൾ മെമ്മറി
सायकल चोरी,സൈക്കിൾ മോഷ്ടിക്കുന്നു
सायकल वेळ,സൈക്കിൾ സമയം
चक्रीय,ചാക്രികമായ
डिमन,പിശാച്
डेझी व्हील,ഡെയ്സി ചക്രം
डेटा प्रशासक,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
डेटा वाटप,ഡാറ്റ അലോക്കേഷൻ
डेटा क्षेत्र,ഡാറ്റ ഏരിയ
डेटा अॅरे,ഡാറ്റ അറേ
डेटा बेस,ഡാറ്റാ ബേസ്
डेटा ब्रेक,ഡാറ്റ ബ്രേക്ക്
डेटा बस,ഡാറ്റ ബസ്
डेटा वाहक,ഡാറ്റ കാരിയർ
डेटा सेल,ഡാറ്റ സെൽ
डेटा चॅनेल,ഡാറ്റ ചാനൽ
डेटा संप्रेषण,ഡാറ്റ ആശയവിനിമയം
डेटा कॉम्प्रेशन,ഡാറ്റ കംപ്രഷൻ
डेटा फील्ड,ഡാറ്റ ഫീൽഡ്
डेटा फाइल,ഡാറ്റ ഫയൽ
माहितीचा प्रवाह,ഡാറ്റ ഫ്ലോ
डेटा प्रवाह चार्ट,ഡാറ്റ ഫ്ലോ ചാർട്ട്
डेटा पदानुक्रम,ഡാറ്റ ശ്രേണി
डेटा पातळी,ഡാറ്റ ലെവൽ
डेटा लायब्ररी,ഡാറ്റ ലൈബ്രറി
डेटा लिंक स्तर,ഡാറ്റ ലിങ്ക് ലെയർ
डेटा लिंक लेयर (DLL),ഡാറ്റ ലിങ്ക് ലെയർ (DLL)
माहिती व्यवस्थापन,ഡാറ്റ മാനേജ്മെന്റ്
डेटा हाताळणी,ഡാറ്റ കൃത്രിമത്വം
डेटा हाताळणी भाषा (DML),ഡാറ്റ കൃത്രിമ ഭാഷ (DML)
