Marathi,English
बायोसिंथेटिक फेज,Biosynthetic phase
बायोवेपॉन एजंट,Bioweapon agent
बायोसे,Bioassay
बायोकेमिकल,Biochemical
बायोकेमिकल ऑटोनॅलिझर,Biochemical autoanalyser
बायोकेमिकल वैशिष्ट्य,Biochemical characterization
बायोकेमिकल ऑक्सिजन मागणी (बीओडी),Biochemical oxygen demand (BOD)
बायोकेमिकल मार्ग,Biochemical pathway
बायोकेमिकल वर्गीकरण,Biochemical taxonomy
बायोकेमिकल तंत्र,Biochemical technique
बायोकेमिस्ट्री,Biochemistry
बायोसाइड,Biocide
बायोसाइड अवशेष,Biocide residue
बायोडिग्रेडेबल कीटकनाशक,Biodegradable insecticide
बायोडिग्रेडेबल सेंद्रिय कचरा,Biodegradable organic waste
बायोडिग्रेडेबल कीटकनाशक,Biodegradable pesticide
जैवविविधता,Biodiversity
बायोएथिक्स,Bioethics
बायोफर्टिलायझर,Biofertilizer
बायोफोर्टिफिकेशन,Biofortification
बायोजेनेसिस,Biogenesis
जैविक कायदा,Biogenetic law
बायोजिओकेमिकल सायकल,Biogeochemical cycle
जीवशास्त्रविषयक प्रदेश,Biogeographical region
जीवशास्त्र,Biogeography
बायोइन्फॉरमॅटिक्स,Bioinformatics
बायोलिस्टिक गन (जीन गन),Biolistic gun (gene gun)
बायोलिस्टिक्स,Biolistics
जैविक आणि शारीरिक अडथळा,Biological and physical barrier
जैविक अस्तित्व,Biological being
जैविक रसायनशास्त्र,Biological chemistry
जैविक वर्गीकरण,Biological classification
जैविक समुदाय,Biological community
जैविक नियंत्रण,Biological control
जैविक विविधता,Biological diversity
जैविक उत्क्रांती,Biological evolution
जैविक शेती,Biological farming
जैविक वारसा,Biological legacy
जैविक वाढ,Biological magnification
जैविक नायट्रोजन फिक्सेशन,Biological nitrogen fixation
जैविक रंगद्रव्य,Biological pigment
जैविक प्रजाती संकल्पना,Biological species concept
जैविक प्रणाली,Biological system
जैविक युद्ध (बायो-युद्ध),Biological war (bio-war)
जैविक शस्त्र (बायो-शस्त्रे),Biological weapon (bio-weapon)
बायोलॉजिकल,Biologicals
जीवशास्त्रज्ञ,Biologist
जीवशास्त्र,Biology
बायोल्यूमिनेसेन्स,Bioluminescence
बायोमास,Biomass
बायोमास इंधन,Biomass fuel
बायोम,Biome
बायोमेडिकल अभियांत्रिकी,Biomedical engineering
बायोमेडिकल तंत्रज्ञान,Biomedical technology
बायोमोलिक्यूल,Biomolecule
बायोपेटेंट,Biopatent
बायोफार्मास्युटिकल,Biopharmaceutical
बायोफिजिकल,Biophysical
बायोफिजिक्स,Biophysics
बायोपायरेसी,Biopiracy
बायोपोटेन्शियल एम्पलीफायर,Biopotential amplifier
बायोरिएक्टर,Bioreactor
बायोमेडिएशन,Bioremediation
बायोसोलिड,Biosolid
जीवशास्त्र संसाधने,Biosphere resources
जीवशास्त्र,Biosphere
बायोसिंथेटिक मार्ग,Biosynthetic pathway
बायोसिंथेटिक फेज,Biosynthetic phase
बायोसिस्टमॅटिक्स,Biosystematics
बायोटेक्नॉलॉजी,Biotechnology
बायोटेरॉरिझम,Bioterrorism
बायोटिक,Biotic
बायोटिक समुदाय,Biotic community
बायोटिक फॅक्टर,Biotic factor
बायोवर,Biowar
बायोवेपॉन एजंट,Bioweapon agent
द्विपक्षीय,Biparous
बायफॉस्फोग्लिसरेट,Biphosphoglycerate
द्विपक्षीय,Bipinnate
द्विध्रुवीय तंत्रिका सेल,Bipolar nerve cell
द्विध्रुवीय न्यूरॉन,Bipolar neuron
पक्षी,Bird
बर्ड फ्लू विषाणू,Bird flu virus
उभयलिंगी,Bisexual
उभयलिंगी फूल,Bisexual flower
चावणे आणि चघळण्याचे प्रकार,Biting and chewing type
बायव्हॅलेंट,Bivalent
विचित्र वर्तन,Bizarre behavior
ब्लॅक बेरी,Black berry
ब्लॅक फूट रोग,Black foot disease
क्रूसीफरचा ब्लॅक रॉट,Black rot of crucifer
मूत्राशय वर्ट,Bladder wort
मूत्राशय,Bladder
मूत्राशय,Bladderwort
मूत्राशय,Bladderworm
ब्लास्टोकोल,Blastocole
ब्लास्टोसिस्ट,Blastocyst
ब्लास्टोमेर,Blastomere
ब्लास्टुला,Blastula
मिश्रित,Blended
आंधळे थैली,Blind sac
अंधुक बिंदू,Blind spot
रक्त गठ्ठा घटक,Blood clotting factor
रक्तवाहिन्या,Blood corpuscle
रक्त प्रवाह,Blood flow
रक्त गट,Blood group
रक्त सीरम,Blood serum
रक्त वाहिनी,Blood vessel
ब्लडस्ट्रीम,Bloodstream
ब्लॉटिंग,Blotting
ब्लू बेबी सिंड्रोम,Blue baby syndrome
निळा बेरी,Blue berry
निळा हिरवा एकपेशीय वनस्पती,Blue green algae
निळा क्रांती,Blue revolution
निळा देवमासा,Blue whale
निळा अंत बंधन,Blue end ligation
दृष्टी अस्पष्ट,Blurring of vision
बॉबकॅट,Bobcat
शरीर,Body
शरीर (सोमाटिक) सेल,Body (somatic) cell
शरीरातील द्रव,Body fluid
बोअरहाविया,Boerhaavia
बोग,Bog
बोल वर्म,Boll worm
बोलस,Bolus
बॉम्ब कॅलरीओमीटर,Bomb caloriometer
बॉम्बे बदक,Bombay duck
बॉम्बेक्स,Bombyx
अस्थिमज्जा,Bone marrow
बोनलिया,Bonellia
हाडांचा चक्रव्यूह,Bony labyrinth
हाडांची रचना,Bony structure
बुक गिल,Book gill
सीमा खड्डा,Bordered pit
वनस्पतिशास्त्र,Botanical
वनस्पति उद्यान,Botanical garden
वनस्पति नामांकन,Botanical nomenclature
वनस्पतिशास्त्रज्ञ,Botanist
वनस्पतिशास्त्र,Botany
अडथळा प्रभाव,Bottleneck effect
तळाशी रहिवासी,Bottom dweller
तळाशी निवासी,Bottom dwelling
बोगेनविले,Bougainvillea
बोमन कॅप्सूल,Bowman capsule
बोमनची ग्रंथी,Bowman's gland
ब्रॅकेट बुरशी,Bracket fungi
Cract,Bract
ब्रॅकेट,Bracteate
ब्रॅक्टिओट,Bracteolate
ब्रॅक्टिओल,Bracteole
मेंदू,Brain
ब्रेन बॉक्स,Brain box
ब्रेन डेड,Brain dead
ब्रेन गँगलियन,Brain ganglion
ब्रेन स्टेम,Brain stem
शाखा,Branching
ब्रांचिओस्टोमा,Branchiostoma
ब्राझिन,Brazzein
ब्रेड मोल्ड,Bread mould
आईचे दूध,Breast milk
ब्रीडर,Breeder
प्रजनन जीवशास्त्र,Breeding biology
मद्य उत्पादक बुरशी,Brewer's yeast
पूल,Bridge
चमकदार फील्ड मायक्रोस्कोप,Bright field microscope
ठिसूळ तारा,Brittle star
ब्रॉड बीन,Broad bean
ब्रोकोली,Broccoli
ब्रॉन्किओल,Bronchiole
ब्राँकायटिस,Bronchitis
ब्रॉन्कोडायलेटर औषध,Bronchodilator drug
ब्रूड,Brood
ब्रूड,Brood
ब्रूड परजीवी,Brood parasitism
ब्रूड पाउच,Brood pouch
मटनाचा रस्सा,Broth
तपकिरी अस्वल,Brown bear
तपकिरी गंज,Brown rust
ब्राउझर,Browser
ब्रश-बॉर्डर सिलेटेड एपिथेलियम,Brush-border ciliated epithelium
ब्रुसेल्स स्प्राउट,Brussels sprout
ब्रायोफिलम,Bryophyllum
ब्रायोफिटा,Bryophyta
ब्रायोफाइट,Bryophyte
ब्रायोप्सिडा,Bryopsida
बुबो,Bubo
बकल पोकळी,Buccal cavity
बुक्को-फॅरेन्जियल पोकळी,Bucco-pharyngeal cavity
नवोदित,Budding
बफर बायकार्बोनेट,Buffer bicarbonate
बफर,Buffer
मोकळी जागा,Buffer zone
बफरिंग Action क्शन,Buffering action
बुफो,Bufo
बल्ब,Bulb
