Punjabi,Marathi
ਸਰਕਟ,सर्किट
ਸਰਕੂਲਰ ਸੂਚੀ,परिपत्रक यादी
cirus,सायरस
ਹਵਾਲਾ,उद्धरण
ਕਲਾਸ,वर्ग
ਕਲਾਸ ਵੇਰੀਏਬਲ,वर्ग व्हेरिएबल
ਵਰਗੀਕਰਨ,वर्गीकरण
ਸਾਫ਼,स्पष्ट
ਸਾਫ਼ ਖੇਤਰ,स्पष्ट क्षेत्र
ਸਾਫ਼ ਚੈਨਲ,साफ चॅनेल
ਕਲਿੱਕ ਕਰੋ,क्लिक करा
ਗਾਹਕ,ग्राहक
ਗਾਹਕ ਸਰਵਰ,क्लायंट सर्व्हर
ਗਾਹਕ ਸਟੱਬ,क्लायंट स्टब
ਕਲਿੱਪ ਆਰਟ,क्लिप आर्ट
ਕਲਿੱਪ ਆਰਟ ਲਾਇਬ੍ਰੇਰੀ,क्लिप आर्ट लायब्ररी
ਕਲਿੱਪ ਬੋਰਡ,क्लिप बोर्ड
ਕਲਿੱਪਰ,क्लिपर
ਕਲਿਪਰ ਚਿੱਪ,क्लिपर चिप
ਸਮੂਹ,गट
ਘੜੀ,घड्याळ
ਘੜੀ ਚੱਕਰ,घड्याळ चक्र
ਘੜੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,घड्याळ वारंवारता
ਘੜੀ ਹਾਰਡਵੇਅਰ,घड्याळ हार्डवेअर
ਘੜੀ ਦੀ ਨਬਜ਼,घड्याळाची नाडी
ਘੜੀ ਦੀ ਗਤੀ,घड्याळाचा वेग
ਘੜੀ ਸਮਕਾਲੀਕਰਨ,घड्याळ सिंक्रोनाइझेशन
ਘੜੀ ਦੀ ਟਿੱਕ,घड्याळाची टिक
ਕਲੋਨ,क्लोन
ਬੰਦ ਕਰੋ,बंद
ਕਲੋਜ਼ ਸਰਕਟ ਟੀਵੀ (ਸੀਸੀਟੀਵੀ),क्लोज सर्किट टीव्ही (सीसीटीव्ही)
ਬੰਦ,बंद
ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ,क्लाउड संगणन
ਕਲੱਸਟਰ,क्लस्टर
ਕੋਟੇਡ ਕਾਰਡ,लेपित कार्ड
ਕੋਟੇਡ ਕਾਗਜ਼,लेपित कागद
coaxial,समाक्षीय
coaxial ਕੇਬਲ,समाक्षीय केबल
ਕੋਡਾਸਿਲ,कोडासिल
ਕੋਡ,कोड
ਕੋਡ ਜਨਰੇਟਰ,कोड जनरेटर
ਕੋਡ ਪੰਨਾ,कोड पृष्ठ
ਕੋਡ ਸ਼ਬਦ,कोड शब्द
ਕੋਡਰ,कोडर
ਕੋਡਿੰਗ ਜਾਂਚ,कोडिंग तपासणी
ਕੋਡਿੰਗ ਫਾਰਮ,कोडिंग फॉर्म
ਕੋਡਿੰਗ ਸ਼ੀਟ,कोडिंग शीट
ਗੁਣਾਂਕ,गुणांक
ਤਾਲਮੇਲ,सुसंगतता
ਠੰਡੇ ਬੂਟ,थंड बूट
ਠੰਡੀ ਸ਼ੁਰੂਆਤ,थंड सुरुवात
ਸਹਿਯੋਗ,सहयोग
ਢਹਿ,कोसळणे
ਕੋਲੇਟ,कोलेट
ਕੋਲੇਟ ਟੇਪ,कोलेट टेप
ਟੱਕਰ,टक्कर
ਕੋਲਨ,कोलन
ਰੰਗ (ਰੰਗ),रंग (रंग)
ਰੰਗ ਸੰਤ੍ਰਿਪਤਾ,रंग संपृक्तता
ਰੰਗ ਸਾਰਣੀ,रंग टेबल
ਕਾਲਮ,स्तंभ
ਸੁਮੇਲ,संयोजन
ਕੰਬੋ ਬਾਕਸ,कॉम्बो बॉक्स
ਹੁਕਮ,आज्ञा
ਕਮਾਂਡ ਬਟਨ,कमांड बटण
ਹੁਕਮ ਸੂਚੀ,आदेश यादी
ਟਿੱਪਣੀ,टिप्पणी
ਵਚਨਬੱਧਤਾ,वचनबद्धता
ਵਸਤੂ,वस्तू
ਕਾਮਨ ਬਿਜ਼ਨਸ ਓਰੀਐਂਟਿਡ ਲੈਂਗੂਏਜ (ਕੋਬੋਲ),कॉमन बिझनेस ओरिएंटेड लँग्वेज (कोबोल)
ਆਮ ਗਲਤੀ,सामान्य त्रुटी
ਆਮ ਭਾਸ਼ਾ,सामान्य भाषा
ਆਮ ਰੁਟੀਨ,सामान्य दिनचर्या
ਸੰਚਾਰ,संवाद
ਸੰਚਾਰ ਲਾਈਨ,संप्रेषण लाइन
ਸੰਚਾਰ ਮੋਡ,संप्रेषण मोड
ਸੰਚਾਰ ਨੈੱਟਵਰਕ,संप्रेषण नेटवर्क
ਸੰਚਾਰ ਪੈਰਾਮੀਟਰ,संप्रेषण पॅरामीटर
ਸੰਚਾਰ ਸਿਸਟਮ,संप्रेषण प्रणाली
ਸੰਕੁਚਿਤ,कॉम्पॅक्शन
ਸਾਥੀ,साथीदार
ਕੰਪੈਂਡਿੰਗ,companding
ਕੰਪਨੀ ਨੈੱਟਵਰਕ,कंपनी नेटवर्क
ਤੁਲਨਾ ਟੈਸਟ,तुलना चाचणी
ਅਨੁਕੂਲਤਾ,सुसंगतता
ਅਨੁਕੂਲ,सुसंगत
ਸੰਕਲਨ,संकलन
ਕੰਪਾਇਲ ਅਤੇ ਜਾਓ,संकलित करा आणि जा
ਕੰਪਾਈਲਰ,संकलक
ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ,कंपाइलर भाषा
ਪੂਰਕ,पूरक
ਦਸ &#39;ਤੇ ਪੂਰਕ,दहावर पूरक
ਪੂਰਕ,पूरक
ਪੂਰੀ ਕੈਰੀ,पूर्ण वाहून
ਕੰਪਲੈਕਸ,जटिल
ਕੰਪਲੈਕਸ ਨੰਬਰ,जटिल संख्या
ਕੰਪੋਨੈਂਟ,घटक
ਕੰਪੋਨੈਂਟ ਆਬਜੈਕਟ ਮਾਡਲ (COM),घटक ऑब्जेक्ट मॉडेल (COM)
ਮਿਸ਼ਰਿਤ,संमिश्र
ਰਚਨਾ,रचना
ਕੰਪਿਊਟੇਸ਼ਨਲ,संगणकीय
ਕੰਪਿਊਟਰ,संगणक
ਕੰਪਿਊਟਰ ਸੈਂਟਰ,संगणक केंद्र
ਕੰਪਿਊਟਰ ਮਾਹਰ,संगणक तज्ञ
ਕੰਪਿਊਟਰ ਗਰਾਫਿਕਸ,संगणक ग्राफिक्स
ਕੰਪਿਊਟਰ ਦੀ ਹਦਾਇਤ,संगणक सूचना
ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ,संगणक भाषा
ਕੰਪਿਊਟਰ ਨੈੱਟਵਰਕ,संगणक नेटवर्क
ਕੰਪਿਊਟਰ ਵਿਗਿਆਨ,संगणक शास्त्र
ਕੰਪਿਊਟਰ ਸੁਰੱਖਿਆ,संगणक सुरक्षा
ਕੰਪਿਊਟਰ ਸਿਮੂਲੇਟਨ,संगणक सिम्युलेटन
ਕੰਪਿਊਟਰ ਮਾਹਰ,संगणक तज्ञ
ਕੰਪਿਊਟਰੀਕਰਨ,संगणकीकरण
ਕੰਪਿਊਟਰਿਸਟ,संगणकतज्ज्ञ
ਕੰਪਿਊਟਰੀਕਰਨ,संगणकीकरण
ਕੰਪਿਊਟਿੰਗ,संगणन
ਸੰਕਲਪ,संकल्पना
ਸਮਰੂਪਤਾ,एकरूपता
ਸਮਕਾਲੀ,समवर्ती
ਸਥਿਤੀ ਵੇਰੀਏਬਲ,कंडिशन व्हेरिएबल
ਸ਼ਰਤੀਆ ਆਪਰੇਟਰ,सशर्त ऑपरेटर
ਸ਼ਰਤੀਆ ਬਿਆਨ,सशर्त विधान
ਕੰਡਕਟਰ,कंडक्टर
ਕਾਨਫਰੰਸਿੰਗ,कॉन्फरन्सिंग
ਗੁਪਤਤਾ,गोपनीयता
ਸੰਰਚਨਾ,कॉन्फिगरेशन
ਭੀੜ,गर्दी
ਜੋੜ,संयोग
ਗਤੀ ਨਾਲ ਜੁੜਨ,गती कनेक्ट करा
ਕੁਨੈਕਸ਼ਨ,कनेक्शन
ਕੁਨੈਕਸ਼ਨ ਘੱਟ ਸੰਚਾਰ,कनेक्शन कमी संप्रेषण
ਕੁਨੈਕਸ਼ਨ ਰੀਲੀਜ਼,कनेक्शन प्रकाशन
ਕਨੈਕਟੀਵਿਟੀ,कनेक्टिव्हिटी
ਕਨੈਕਟਰ,कनेक्टर
ਲਗਾਤਾਰ,सलग
ਨਤੀਜੇ ਵਜੋਂ,परिणामी
ਕੰਸੋਲ,कन्सोल
ਏਕੀਕਰਨ,एकत्रीकरण
ਸਥਿਰ,स्थिर
ਲਗਾਤਾਰ ਹਦਾਇਤ,सतत सूचना
ਪਾਬੰਦੀ,मर्यादा
ਕੰਸਟਰਕਟਰ,बांधकाम करणारा
ਕੰਟੇਨਰ,कंटेनर
ਸਮੱਗਰੀ,सामग्री
ਸੰਦਰਭ,संदर्भ
ਸੰਦਰਭ ਮੁਕਤ ਵਿਆਕਰਣ (CFG),संदर्भ मुक्त व्याकरण (CFG)
ਸੰਦਰਭ ਸਵਿੱਚ,संदर्भ स्विच
ਅਚਨਚੇਤ,आकस्मिकता
ਸੰਕੁਚਨ,आकुंचन
ਉਲਟ,कॉन्ट्रास्ट
ਕੰਟਰੋਲ,नियंत्रण
ਕੰਟਰੋਲ ਖੇਤਰ,नियंत्रण क्षेत्र
ਕੰਟਰੋਲ ਬਿੱਟ,नियंत्रण बिट
ਕੰਟਰੋਲ ਬੱਸ,नियंत्रण बस
ਕੰਟਰੋਲ ਕਾਰਡ,नियंत्रण कार्ड
ਕੰਟਰੋਲ ਸਰਕਟ,नियंत्रण सर्किट
ਕੰਟਰੋਲ ਚੱਕਰ,नियंत्रण चक्र
ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ,नियंत्रण अभियांत्रिकी
ਕੰਟਰੋਲ ਕੁੰਜੀ,नियंत्रण की
ਨਿਯੰਤਰਣ ਤਰਕ,नियंत्रण तर्क
ਕੰਟਰੋਲ ਲੂਪ,नियंत्रण लूप
ਕੰਟਰੋਲ ਨਿਸ਼ਾਨ,नियंत्रण चिन्ह
ਕੰਟਰੋਲ ਕਾਰਵਾਈ,नियंत्रण ऑपरेशन
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,नियंत्रण पॅनेल
ਕੰਟਰੋਲ ਸਿਗਨਲ,नियंत्रण सिग्नल
ਕੰਟਰੋਲ ਸਵਿੱਚ,नियंत्रण स्विच
ਕੰਟਰੋਲ ਟੇਪ,नियंत्रण टेप
ਕੰਟਰੋਲ ਟਰਮੀਨਲ,नियंत्रण टर्मिनल
ਕੰਟਰੋਲ ਯੂਨਿਟ (CU),कंट्रोल युनिट (CU)
ਕਨਵਰਜੈਂਸ,अभिसरण
ਗੱਲਬਾਤ,संभाषण
ਗੱਲਬਾਤ ਦਾ ਸਮਾਂ ਸਾਂਝਾ ਕਰਨਾ,संवादात्मक वेळ सामायिकरण
ਤਬਦੀਲੀ,रूपांतरण
ਪਰਿਵਰਤਕ,कनवर्टर
ਕੁੱਕ ਦਾ ਸਿਧਾਂਤ,कुकचे प्रमेय
ਸਹਿ-ਪ੍ਰੋਸੈਸਰ,सह-प्रोसेसर
ਕਾਪੀ,कॉपी
ਕਾਪੀਰਾਈਟ,कॉपीराइट
ਰੱਸੀ,दोरखंड
ਤਾਰ ਰਹਿਤ ਟੈਲੀਫੋਨ,कॉर्डलेस टेलिफोन
ਸਿੱਟਾ,परिणाम
ਸੁਧਾਰ,दुरुस्ती
ਖਰਾਬ,भ्रष्ट
ਗਿਣਤੀ,मोजणे
ਵਿਰੋਧੀ,काउंटर
ਦੇਸ਼ ਦਾ ਕੋਡ,राष्ट्र संकेतांक
ਸਹਿਵਿਹਾਰ,सहप्रसरण
ਕਵਰੇਜ,कव्हरेज
ਕਰੈਸ਼,आपटी
ਨਾਜ਼ੁਕ ਮਾਰਗ,गंभीर मार्ग
ਨਾਜ਼ੁਕ ਮਾਰਗ ਵਿਧੀ (CPM),गंभीर मार्ग पद्धत (CPM)
ਕਰਾਸ ਚੈੱਕ,फेर पडताळणी
ਕਰਾਸ ਕੰਪਾਈਲਰ,क्रॉस कंपाइलर
ਕਰਾਸ ਫਾਇਰ,क्रॉस फायर
ਅੰਤਰ ਗੱਲਬਾਤ,क्रॉस चर्चा
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫਿਕ,क्रिप्टोग्राफिक
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,क्रिप्टोग्राफी
ਮੁਦਰਾ ਪ੍ਰਤੀਕ,चलन चिन्ह
ਮੌਜੂਦਾ ਡਾਇਰੈਕਟਰੀ,वर्तमान निर्देशिका
ਮੌਜੂਦਾ ਵਿੰਡੋ,वर्तमान विंडो
ਕਰਸਰ,कर्सर
ਕਰਵ,वक्र
ਕੱਟ ਅਤੇ ਪੇਸਟ,कट आणि पेस्ट करा
ਕੱਟ ਵਿਧੀ,कट पद्धत
ਸਾਈਬਰ,सायबर
ਸਾਈਬਰ ਕੈਫੇ,सायबर कॅफे
ਸਾਈਬਰ ਨਕਦ,सायबर रोख
ਸਾਈਬਰ ਅਪਰਾਧ,सायबर गुन्हे
ਸਾਈਬਰ ਵਿਅੰਜਨ,सायबर डेलिक
ਸਾਈਬਰ ਕਾਨੂੰਨ,सायबर कायदा
ਸਾਈਬਰ ਸੈਕਸ,सायबर सेक्स
ਸਾਈਬਰਨੈਟਿਕਸ,सायबरनेटिक्स
ਸਾਈਬਰਨੇਸ਼ਨ,सायबरनेशन
ਚੱਕਰ,सायकल
ਚੱਕਰ ਮੈਮੋਰੀ,सायकल मेमरी
ਸਾਈਕਲ ਚੋਰੀ,सायकल चोरी
ਚੱਕਰ ਵਾਰ,सायकल वेळ
ਚੱਕਰੀ,चक्रीय
ਡੈਮਨ,डिमन
ਡੇਜ਼ੀ ਵ੍ਹੀਲ,डेझी व्हील
ਡਾਟਾ ਪ੍ਰਬੰਧਕ,डेटा प्रशासक
ਡਾਟਾ ਵੰਡ,डेटा वाटप
ਡਾਟਾ ਖੇਤਰ,डेटा क्षेत्र
ਡਾਟਾ ਐਰੇ,डेटा अॅरे
ਡਾਟਾ ਬੇਸ,डेटा बेस
ਡਾਟਾ ਬਰੇਕ,डेटा ब्रेक
ਡਾਟਾ ਬੱਸ,डेटा बस
ਡਾਟਾ ਕੈਰੀਅਰ,डेटा वाहक
ਡਾਟਾ ਸੈੱਲ,डेटा सेल
ਡਾਟਾ ਚੈਨਲ,डेटा चॅनेल
ਡਾਟਾ ਸੰਚਾਰ,डेटा संप्रेषण
ਡਾਟਾ ਕੰਪਰੈਸ਼ਨ,डेटा कॉम्प्रेशन
ਡਾਟਾ ਖੇਤਰ,डेटा फील्ड
ਡਾਟਾ ਫਾਇਲ,डेटा फाइल
ਡਾਟਾ ਵਹਾਅ,माहितीचा प्रवाह
ਡਾਟਾ ਵਹਾਅ ਚਾਰਟ,डेटा प्रवाह चार्ट
ਡਾਟਾ ਲੜੀ,डेटा पदानुक्रम
ਡਾਟਾ ਪੱਧਰ,डेटा पातळी
ਡਾਟਾ ਲਾਇਬ੍ਰੇਰੀ,डेटा लायब्ररी
ਡਾਟਾ ਲਿੰਕ ਪਰਤ,डेटा लिंक स्तर
ਡਾਟਾ ਲਿੰਕ ਲੇਅਰ (DLL),डेटा लिंक लेयर (DLL)
ਡਾਟਾ ਪ੍ਰਬੰਧਨ,माहिती व्यवस्थापन
ਡਾਟਾ ਹੇਰਾਫੇਰੀ,डेटा हाताळणी
ਡਾਟਾ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ (DML),डेटा हाताळणी भाषा (DML)
ਡਾਟਾ ਮਾਡਮ,डेटा मोडेम
ਡਾਟਾ ਸੋਧ,डेटा बदल
ਡਾਟਾ ਨੈੱਟਵਰਕ,डेटा नेटवर्क
ਡਾਟਾ ਕਾਰਵਾਈ,डेटा ऑपरेशन
ਡਾਟਾ ਸੰਗਠਨ,डेटा संस्था
ਡਾਟਾ ਆਉਟਪੁੱਟ,डेटा आउटपुट
ਡਾਟਾ ਮਾਰਗ,डेटा मार्ग
ਡਾਟਾ ਦੀ ਤਿਆਰੀ,डेटा तयार करणे
ਡਾਟਾ ਗੋਪਨੀਯਤਾ,डेटा गोपनीयता
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,डेटा प्रोसेसर
ਡਾਟਾ ਸੁਰੱਖਿਆ,माहिती संरक्षण
ਡਾਟਾ ਰਿਕਾਰਡ,डेटा रेकॉर्ड
ਡਾਟਾ ਪ੍ਰਾਪਤੀ,डेटा पुनर्प्राप्ती
ਡਾਟਾ ਰੁਟੀਨ,डेटा दिनचर्या
ਡਾਟਾ ਸੁਰੱਖਿਆ,डेटा सुरक्षा
ਡਾਟਾ ਸੈੱਟ,डेटा सेट
ਡਾਟਾ ਸਿਗਨਲ,डेटा सिग्नल
ਡਾਟਾ ਸਿੰਕ,डेटा सिंक
ਡਾਟਾ ਸਰੋਤ,माहितीचा स्रोत
ਡਾਟਾ ਨਿਰਧਾਰਨ,डेटा तपशील
ਡਾਟਾ ਸਟੇਸ਼ਨ,डेटा स्टेशन
ਡਾਟਾ ਸਟੋਰੇਜ਼,डेटा स्टोरेज
ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ,डेटा स्टोरेज संरचना
ਡਾਟਾ ਬਣਤਰ,डेटा संरचना
ਡਾਟਾ ਸਵਿੱਚ,डेटा स्विच
ਡਾਟਾ ਸਾਰਣੀ,डेटा टेबल
ਡਾਟਾ ਟਰਮੀਨਲ,डेटा टर्मिनल
ਡਾਟਾ ਪ੍ਰਤੀਲਿਪੀ,डेटा ट्रान्सक्रिप्शन
ਡਾਟਾ ਸੰਚਾਰ,डेटा ट्रान्सफर
ਡਾਟਾ ਸੰਚਾਰ,डेटा ट्रान्समिशन
ਡਾਟਾ ਸੰਚਾਰ ਚੈਨਲ,डेटा ट्रान्समिशन चॅनेल
ਡਾਟਾ ਕਿਸਮ,डेटा प्रकार
ਡਾਟਾ ਯੂਨਿਟ,डेटा युनिट
ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ,माहितीचे वैधीकरण
ਡਾਟਾਬੇਸ,डेटाबेस
ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ,डेटाबेस प्रशासन
ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ,डेटाबेस डिझाइन
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ,डेटाबेस व्यवस्थापन प्रणाली
datagrav,datagrav
ਡਾਟਾ,माहिती
ਡੈੱਡ ਜ਼ੋਨ,मृत क्षेत्र
ਡੈੱਡਲਾਕ,गतिरोध
ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ,गतिरोध प्रतिबंध
ਡੀਬੱਗ,डीबग
ਫੈਸਲਾ ਬਾਕਸ,निर्णय बॉक्स
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,निर्णयप्रक्रिया
ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ,निर्णय समर्थन प्रणाली
ਫੈਸਲੇ ਦਾ ਰੁੱਖ,निर्णयाचे झाड
ਡੀਕੋਡਰ,डिकोडर
ਸੜਨ ਦਾ ਸਿਧਾਂਤ,विघटन तत्त्व
ਡਿਕ੍ਰਿਪਸ਼ਨ,डिक्रिप्शन
ਸਮਰਪਿਤ ਚੈਨਲ,समर्पित चॅनेल
ਸਮਰਪਿਤ ਪੋਰਟ,समर्पित बंदर
ਰੱਖਿਆ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN),संरक्षण डेटा नेटवर्क (DDN)
ਰੱਖਿਆ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,संरक्षण माहिती प्रणाली
ਡੀਫ੍ਰੈਗਮੈਂਟੇਸ਼ਨ,डीफ्रॅगमेंटेशन
ਦੇਰੀ,विलंब
ਦੇਰੀ ਕਾਊਂਟਰ,विलंब काउंटर
ਦੇਰੀ ਦਾ ਸਮਾਂ,विलंब वेळ
ਮਿਟਾਓ,हटवा
ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ,हटवणे रेकॉर्ड
ਡੀਲੀਮੀਟਰ,परिसीमक
ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ,डेल्टा मॉड्युलेशन
ਮੰਗ ਪੇਜਿੰਗ,मागणी पेजिंग
ਡੈਮੋ,डेमो
demodulation,demodulation
demultiplexer,demultiplexer
ਅਸਧਾਰਨਕਰਨ,विकृतीकरण
ਘਣਤਾ,घनता
ਨਿਰਭਰਤਾ,अवलंबित्व
ਨਿਰਭਰ ਇਕਾਈ,अवलंबून युनिट
ਡੀਕਿਊ,पंक्ती
ਸੰਦਰਭ,संदर्भ देणे
ਵਿਉਤਪੰਨ ਰੁੱਖ,व्युत्पन्न झाड
ਪ੍ਰਾਪਤ ਖੇਤਰ,व्युत्पन्न फील्ड
ਘਟਦੀ ਲੜੀ,उतरत्या क्रमवारी
ਡਿਜ਼ਾਈਨ,डिझाइन
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,डेस्क कॅल्क्युलेटर
ਡੈਸਕ ਟਾਪ ਕੰਪਿਊਟਰ,डेस्कटॉप संगणक
ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ,डेस्कटॉप सादरीकरण
ਡੈਸਕਟਾਪ ਪਬਲਿਸ਼ਿੰਗ (DTP),डेस्कटॉप प्रकाशन (DTP)
ਡੈਸਕਟਾਪ ਵੀਡੀਓ,डेस्कटॉप व्हिडिओ
ਮੰਜ਼ਿਲ ਪਤਾ,गंतव्य पत्ता
ਵਿਨਾਸ਼ਕਾਰੀ,विनाशक
ਨਿਰਧਾਰਕ ਆਟੋਮੈਟਿਕ,निर्धारक ऑटोमॅट्स
ਵਿਕਾਸਕਾਰ,विकसक
ਵਿਕਾਸ ਸਿਸਟਮ,विकास प्रणाली
