Tamil,Hindi
சிக்கலான எண்,सम्मिश्र संख्या
கூறு,घटक
கூறு பொருள் மாதிரி (COM),कॉम
கூட்டு,संयुक्त
கலவை,संयोजन
கணக்கீட்டு,"1.अभिकलनीय, 2.अभिकल्पनात्मक"
கணினி,कंप्यूटर
கணினி மையம்,कंप्यूटर केन्द्र
கணினி நிபுணர்,कंप्यूटर विशेषज्ञ
கணினி வரைகலை,कंप्यूटर ग्राफिक्स
கணினி அறிவுறுத்தல்,कंप्यूटर अनुदेश
கணினி மொழி,"1.कंप्यूटर भाषा, 2.अभिकलक भाषा"
கணினி வலையமைப்பு,"1.कंप्यूटर नेटवर्क, 2.कंप्यूटर जालक्रम"
கணினி அறிவியல்,कंप्यूटर विज्ञान
கணினி பாதுகாப்பு,कंप्यूटर सुरक्षा
கணினி உருவகப்படுத்துதல்,कंप्यूटर अनुकरण
கணினி நிபுணர்,कंप्यूटर विशेषज्ञ
கணினிமயமாக்கல்,कंप्यूटरीकरण
கணினி நிபுணர்,कंप्यूटरविद्
கணினிமயமாக்கு,कंप्यूटरीकरण
கம்ப்யூட்டிங்,"1.अभिकलन,2. कंप्यूटन"
கருத்து,संकल्पना
ஒத்திசைவு,"1.समरूपता, 2.सहसंगता, 3.संगमन"
ஒரே நேரத்தில்,"संगामी, समरूपी"
நிலை மாறி,प्रतिबंध चर
நிபந்தனை ஆபரேட்டர்,प्रतिबंधित संकारक
நிபந்தனை அறிக்கை,प्रतिबंधित कथन
நடத்துனர்,चालक
மாநாடு,"1.दूर सम्मेलन, 2.सम्मेलन"
இரகசியத்தன்மை,गोपनीयता
கட்டமைப்பு,"1.संविन्यास, 2.संरूपण"
நெரிசல்,संकुलन
இணைப்பு,संयोजन
இணைப்பு வேகம்,संबंधन गति
இணைப்பு,संबंधन
இணைப்பு குறைவான தொடர்பு,संबंधन रहित संचार
இணைப்பு வெளியீடு,संबधन मुक्ति
இணைப்பு,संयोजकता
இணைப்பான்,"1.संबंधक, 2.संयोजक"
தொடர்ச்சியாக,क्रमागत
அதன் விளைவாக,अनुवर्ती
பணியகம்,कन्सोल
ஒருங்கிணைப்பு,समेकन
நிலையான,"1.नियतांक,2. स्थिरांक"
நிலையான அறிவுறுத்தல்,अचर अनुदेश
கட்டுப்பாடு,प्रतिबंधित
கட்டமைப்பாளர்,संरचक
கொள்கலன்,पात्र
உள்ளடக்கம்,"1.अन्तर्वस्तु, 2.अंश"
சூழல்,सन्दर्भ
சூழல் இலவச இலக்கணம் (CFG),सन्दर्भ मुक्त व्याकरण (सी एफ जी)
சூழல் சுவிட்ச்,सन्दर्भ स्विच
தற்செயல்,"1.आकस्मिक, 2.आकस्मिकता"
சுருக்கம்,विसंगति
மாறுபாடு,विपर्यास
கட்டுப்பாடு,नियंत्रण
கட்டுப்பாட்டு பகுதி,नियंत्रण क्षेत्र
கட்டுப்பாட்டு பிட்,नियंत्रण बिट
கட்டுப்பாட்டு பேருந்து,नियंत्रक बस
