Hindi,Kannada
"वास्तुकला, स्थापत्यकला",ವಾಸ್ತುಶಿಲ್ಪಿ
पुराभंडारण,ದಬಡೆ
क्षेत्र कूट,ಪ್ರದೇಶ ಸಂಹಿತೆ
क्षेत्र खोज,ಪ್ರದೇಶ ಹುಡುಕಾಟ
क्षेत्र स्थानांतरण,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
क्षेत्र चर,ಪ್ರದೇಶ ವೇರಿಯಬಲ್
स्वतंत्र चर,ವಾದ
स्वतंत्र चर पता,ವಾದದ ವಿಳಾಸ
स्वतंत्र चर सूची,ವಾದದ ಪಟ್ಟಿ
अंकगणितीय अनुदेश,ಅಂಕಗಣಿತ
अंक गणितीय एंव तर्क एकक,ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
अंकगणितीय नियतन कथन,ಅಂಕಗಣಿತದ ನಿಯೋಜನೆ ಹೇಳಿಕೆ
अंकगणितीय जाँच,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
अंकगणितीय अचर,ಅಂಕಗಣಿತದ
अंकगणितीय रूपांतर,ಅಂಕಗಣಿತ ಪರಿವರ್ತನೆ
अंकगणितीय आँकड़े,ಅಂಕಗಣಿತದ ದತ್ತ
अंकगणितीय अपवाद,ಅಂಕಗಣಿತದ ಅಪವಾದ
अंकगणितीय व्यंजक,ಅಂಕಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
अंकगणितीय नियत बिन्दु,ಅಂಕಗಣಿತದ ಸ್ಥಿರ ಬಿಂದು
अंकगणितीय पदानुक्रम,ಅಂಕಗಣಿತದ ಶ್ರೇಣಿ
अंकगणितीय 'यदि' कथन,ಹೇಳಿಕೆಯಿದ್ದರೆ ಅಂಕಗಣಿತ
अंकगणितीय तर्क,ಅಂಕಗಣಿತದ ತರ್ಕ
अंकगणितीय तर्क एकक,ಅಂಕಗಣಿತದ ತರ್ಕ ಘಟಕ
अंकगणितीय संक्रिया,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
अंकगणितीय संकारक,ಅಂಕಗಣಿತದ ನಿರ್ವಾಹಕ
अंकगणितीय अधिप्रवाह,ಅಂಕಗಣಿತದ ಉಕ್ಕಿ
अंकगणितीय चित्र आँकड़े,ಅಂಕಗಣಿತದ ಚಿತ್ರ ಡೇಟಾ
अंकगणितीय पूर्वता,ಅಂಕಗಣಿತದ ಆದ್ಯತೆ
अंकगणितीय प्राथमिक अवयव,ಅಂಕಗಣಿತದ ಪ್ರಾಥಮಿಕ
अंकगणितीय पंजी,ಅಂಕಗಣಿತ
अंकगणितीय संबंध,ಅಂಕಗಣಿತದ ಸಂಬಂಧ
अंकगणितीय क्रमवीक्षण,ಅಂಕಗಣಿತ
अंकीय अनुभाग,ಅಂಕಗಣಿತದ ವಿಭಾಗ
अंकगणितीय विस्थापन,ಅಂಕಗಣಿತದ ಶಿಫ್ಟ್
अंकगणितीय विस्थापन,ಅಂಕಗಣಿತದ ಸ್ಥಳಾಂತರ
अंकगणितीय कथन,ಅಂಕಗಣಿತದ ಹೇಳಿಕೆ
अंकगणितीय पद,ಅಂಕಗಣಿತದ ಪದ
अंकगणितीय अधोप्रवाह,ಅಂಕಗಣಿತದ ಕೆಳವರ್ಗ
अंकीय एकक,ಅಂಕಗಣಿತದ ಘಟಕ
सरणी,ರಂಗ
सरणी परिबंध,ಸರಿದೂಗಿಸು
सरणी अभिकलित्र,ಅರೌಂಡ್ ಕಂಪ್ಯೂಟರ್
सरणी विमा,ದಾಟಲು
सरणी अवयव,ರಚನೆ ಅಂಶ
सरणी व्यंजक,ರಚನೆ ಅಭಿವ್ಯಕ್ತಿ
सरणी नाम,ರಾಸಾಯನಿಕ
संरचना सरणी,ರಚನೆಗಳ ಶ್ರೇಣಿ
सरणी मुद्रण,ಸ ೦ ಗೀತ ಮುದ್ರಣ
सरणी संसाधन,ರಚನೆ ಸಂಸ್ಕರಣೆ
सरणी संसाधित्र,ರಚನೆ ಸಂಸ್ಕಾರಕ
संधि बिन्दु,ಉಚ್ಚಾರಣಾ ಬಿಂದು
कृत्रिम बोध,ಕೃತಕ ಅರಿವು
कृत्रिम बुद्धि,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
कृत्रिम भाषा,ಕೃತಕ ಭಾಷೆ
कृत्रिम चर,ಕೃತಕ ವೇರಿಯಬಲ್
कला अनुप्रयोग आकड़ा बैंक,ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಡೇಟಾ ಬ್ಯಾಂಕ್
कला अनुप्रयोग संगीत,ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಸಂಗೀತ
कला अनुप्रयोग प्रतिरूप जनन,ಕಲೆಗಳ ಅಪ್ಲಿಕೇಶನ್ ಮಾದರಿ ಉತ್ಪಾದನೆ
आरोहक,ತುತ್ತಾಗುವವನು
आरोही छँटाई,ಆರೋಹಣ ರೀತಿಯ
आस्की,ಮನ್ನಣೆ
आस्की नियंत्रण संप्रतीक,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
आस्की कुंजी पटल,ಎಎಸ್ಸಿಐಐ ಕೀ ಬೋರ್ಡ್
अभिमुखता,ಆಕಾರ
अभिमुखता पत्रक,ಆಕಾರ ಮತ್ತು
कोड़ांतरण,ಜೋಡಿಸು
कोड़ांतरित उद्गम,ಜೋಡಿಸಲಾದ ಮೂಲ
कोडांतरण अवधि,ಅವಧಿಯನ್ನು ಜೋಡಿಸಿ
कोडांतरक,ಷೋಬರೆ
कोडांतरक निर्देश,ಅಸೆಂಬ್ಲರ್ ನಿರ್ದೇಶನ
कोडांतरक सुविधा,ಅಸೆಂಬ್ಲರ್ ಸೌಲಭ್ಯ
कोडांतरण भाषा,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
कोडांतरण,ಜೋಡಣೆ
कोडांतरण प्रावस्था,ಜೋಡಣೆ ಹಂತ
कोडांतरण काल,ಜೋಡಣೆ ಸಮಯ
कोडांतरण,ಸಭೆ
कोडांतरण भाषा,ಜೋಡಣೆ ಭಾಷೆ
कोडांतरण भाषा क्रमादेशन,ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಪ್ರೋಗ್ರಾಮಿಂಗ್
कोडांतरण भाषा प्रक्रियासामग्री नम्यता,ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಸಾಫ್ಟ್‌ವೇರ್ ನಮ್ಯತೆ
कोडांतरण सूचीकरण,ಅಸೆಂಬ್ಲಿ ಪಟ್ಟಿ
कोडांतरण प्रावस्था,ಅಸೆಂಬ್ಲಿ ಹಂತ
कोडांतरण नेमका,ಜೋಡಣೆ ದಿನಚರಿ
कोडांतरण काल,ಜೋಡಣೆ ಸಮಯ
कोडांतरण एकक,ಅಸೆಂಬ್ಲಿ ಘಟಕ
नियतन सूचीकरण,ನಿಯೋಜನೆ ಸೂಚ್ಯಂಕ
नियतन संक्रिया,ನಿಯೋಜನೆ
नियतन कथन,ನಿಯೋಜನೆ ಹೇಳಿಕೆ
साहचर्य पता,ಸಹಾಯಕ ವಿಳಾಸ
साहचर्य सरणी पंजी,ಸಹಾಯಕ ಅರೇ ರಿಜಿಸ್ಟರ್
साहचर्य कुंजी,ಸಹಾಯಕ ಕೀಲಿಯ
साहचर्य भाषा,ಸಹಾಯಕ ಭಾಷೆ
साहचर्य स्मृति,ಸಹಾಯಕ ಸ್ಮರಣೆ
साहचर्य भंडारण,ಸಹಾಯಕ ಸಂಗ್ರಹ
कल्पित दशमलव बिन्दु,ದಶಮಾಂಶ ಬಿಂದುವನ್ನು med ಹಿಸಲಾಗಿದೆ
असममित युक्ति,ಅಸಾಧಾರಣವಲ್ಲದ ಸಾಧನ
असममित नि/नि.,ಅಸಮಪಾರ್ಶ್ವದ I/O
अतुल्यकालिक; अतुल्यकाली,ಅಸಮಕಾಲಿಕ
अतुल्यकालिक अभिकलित्र,ಅಸಮಕಾಲಿಕ ಕಂಪ್ಯೂಟರ್
अतुल्यकालिक आँकड़ा अंतरण,ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ವರ್ಗಾವಣೆ
अतुल्यकालिक आँकड़ा प्रेषण,ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ಪ್ರಸರಣ
अतुल्यकालिक युक्ति,ಅಸಮಕಾಲಿಕ ಸಾಧನಗಳು
"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया",ಅಸಮಕಾಲಿಕ ಕಾರ್ಯಾಚರಣೆ
अतुल्यकालिक संकेतन,ಅಸಮಕಾಲಿಕ ಸಂಕೇತ
अतुल्यकालिक समय विभाजन बहुसंकेतन,ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್
अतुल्यकालिक संचरण,ಅಸಮಕಾಲಿಕ ಪ್ರಸರಣ
अतुल्यकालिक निष्पादन,ಅಸಮಕಾಲಿಕ ಕೆಲಸ
संलग्न संसाधन,ಲಗತ್ತಿಸಲಾದ ಸಂಸ್ಕರಣೆ
संलग्न संसाधित्र,ಲಗತ್ತಿಸಲಾದ ಪ್ರೊಸೆಸರ್
संलग्न आलंब संसाधित्र,ಲಗತ್ತಿಸಲಾದ ಬೆಂಬಲ ಪ್ರೊಸೆಸರ್
उपस्थितसापेक्ष प्रचालन,ಕಾರ್ಯಾಚರಣೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದರು
उपस्थिति लीक मुद्रित्र,ಟ್ರಯಲ್ ಪ್ರಿಂಟರ್‌ಗೆ ಹಾಜರಾದರು
ध्यान अंतरायन,ಅಡಚಣೆ
ध्यान कुंजी,ಗಮನ
क्षीणन,ಗಮನ
क्षीणनांक,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ
क्षीणन विरूपण,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಅಸ್ಪಷ್ಟತೆ
क्षीणन तुल्यकारक,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಈಕ್ವಲೈಜರ್
क्षीणकारी,ಕೈಗೆಟುಕುವವನು
गुण,ಗುಣಲಕ್ಷಣ
श्रव्य सचेतक,ಶ್ರವ್ಯ ಎಚ್ಚರಿಕೆ
श्रव्य कैसट,ಆಡಿಯೊ ಕ್ಯಾಸೆಟ್
श्रव्य जाँच,ಆಡಿಯೊ ವಿಚಾರಣೆ
श्रव्य लाइन,ಆಡಿಯೊ ಮಾರ್ಗ
श्रव्य अनुक्रिया,ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ
श्रव्य अनुक्रिया संदेश,ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಸಂದೇಶ
श्रव्य अनुक्रिया एकक,ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಘಟಕ
श्रव्य टेप भंडारण एकक,ಆಡಿಯೊಟೇಪ್ ಶೇಖರಣಾ ಘಟಕ
श्रव्य दूरसंचार लाइन,ಆಡಿಯೊ ದೂರಸಂಪರ್ಕ ಮಾರ್ಗ
श्रव्य अंतक,ಆಡಿಯೊ ಟರ್ಮಿನಲ್
लेखापरीक्षा समादेश भाषा,ಲೆಕ್ಕಪರಿಶೋಧನೆ ಆಜ್ಞಾ ಭಾಷೆ
लेखापरीक्षा क्रमादेशन,ಲೆಕ್ಕಪರಿಶೋಧನೆ ಪ್ರೋಗ್ರಾಮಿಂಗ್
लेखा सत्यापन,ಲೆಕ್ಕಪರಿಶೋಧನೆ
योजक,ವಾತಾವರಣ
संवर्थ,ಹೆಚ್ಚಿಸು
संवर्धक,ವೃದ್ಧಕ
संलेखक,ಲೇಖಕ
संलेखन,ಲೇಖಕ
संलेखन प्रणाली,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
प्राधिकार,ಅಧಿಕಾರ
प्राधिकरण कूट,ದೃ code
प्राधिकृत क्रमादेश संग्रह,ಅಧಿಕೃತ ಗ್ರಂಥಾಲಯ
प्राधिकृत क्रमादेश,ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ
प्राधिकृत क्रमादेश सुविधा,ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ ಸೌಲಭ್ಯ
स्व-साराहरण,ಸ್ವಯಂ ಅಮೂರ್ತ
स्वतः उत्तरित्र,ಆಟೀರಿಯಾನ್ಸ್ವರ್
स्वतः उत्थानी,ಆಟೋ ಬೂಟಿಂಗ್
स्व उपमार्ग,ಆಟೋ ಬೈಪಾಸ್
स्वतः आह्वान,ಸ್ವಯಂ ಕರೆ (= ಸ್ವಯಂಚಾಲಿತ ಕರೆ)
स्वकूटलेखक,ಸ್ವಯಂ ಕೋಡರ್
स्वतः डायलन,ಸ್ವಯಂ ಡಯಲ್
स्वतः प्रवाह,ಸ್ವೇಚ್l
स्वतः सूचक,ಆಟೋ ಸೂಚ್ಯಂಕ
स्वतः सूचकित पताभिगमन,ಸ್ವಯಂ ಸೂಚ್ಯಂಕ ವಿಳಾಸ
स्वचल प्ररूप,ಆಟೊಮಾಟಾ
स्वचल प्ररूप सिद्धांत,ಆಟೊಮ್ಯಾಟಾ ಸಿದ್ಧಾಂತ
स्वचल प्ररूप प्रकार,ಆಟೊಮ್ಯಾಟಾ ಪ್ರಕಾರ
कंप्यूटरित ग्रंथ सूची,ಸ್ವಯಂಚಾಲಿತ ಗ್ರಂಥಸೂಚಿ
कंप्यूटरित आँकड़ा माध्यम,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಮಾಧ್ಯಮ
कंप्यूटरित कोश,ಸ್ವಯಂಚಾಲಿತ ನಿಘಂಟು
कंप्यूटरित शब्द-संग्रह,ಸ್ವಯಂಚಾಲಿತ ಗ್ಲಾಸರಿ
स्वचालित तर्क आरेख,ಸ್ವಯಂಚಾಲಿತ ತರ್ಕ ರೇಖಾಚಿತ್ರ
स्वचालित प्रबंध,ಸ್ವಯಂಚಾಲಿತ ನಿರ್ವಹಣೆ
स्वचालित उत्पादन प्रबंध,ಸ್ವಯಂಚಾಲಿತ ಉತ್ಪಾದನಾ ನಿರ್ವಹಣೆ
स्वचालित स्टॉक नियंत्रण,ಸ್ವಯಂಚಾಲಿತ ಸ್ಟಾಕ್ ನಿಯಂತ್ರಣ
स्वतः सार,ಸ್ವಯಂಚಾಲಿತ ಅಮೂರ್ತ
स्वतः साराहरण,ಸ್ವಯಂಚಾಲಿತ ಅಮೂರ್ತ
स्वतः क्रमादेशित साधन,ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಪ್ರೋಗ್ರಾಮ್ ಮಾಡಲಾದ ಪರಿಕರಗಳು
स्वतः उत्तर देना,ಸ್ವಯಂಚಾಲಿತ ಉತ್ತರ
स्वतः आह्वान वितरक,ಸ್ವಯಂಚಾಲಿತ ಕರೆ ವಿತರಕ
स्वतः आह्वान,ಸ್ವಯಂಚಾಲಿತ ಕರೆ
स्वतः जाँच,ಸ್ವಯಂಚಾಲಿತ ಪರಿಶೀಲನೆ
स्वतः कूटलेखन,ಸ್ವಯಂಚಾಲಿತ ಕೋಡಿಂಗ್
स्वतः अभिकलन,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
स्वतः अभिकलन इंजन,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್ ಎಂಜಿನ್
स्वतः अचर,ಸ್ವಯಂಚಾಲಿತ
स्वतः नियंत्र इंजीनियरी,ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್
स्वतः आँकडा संसाधन,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
स्वतः आँकड़ा संसाधन तंत्र,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣಾ ವ್ಯವಸ್ಥೆ
स्वतः दशमलव संरेखण,ಸ್ವಯಂಚಾಲಿತ ದಶಮಾಂಶ ಜೋಡಣೆ
स्वतः डायलन एकक,ಸ್ವಯಂಚಾಲಿತ ಡಯಲಿಂಗ್ ಘಟಕ
स्वतः कोश,ಸ್ವಯಂಚಾಲಿತ ನಿಘಂಟು
स्वतः तुल्यकरण,ಸ್ವಯಂಚಾಲಿತ ಸಮೀಕರಣ
स्वतः ऋटि संशोधन,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
स्वतः भरण छिद्रित्र,ಸ್ವಯಂಚಾಲಿತ ಫೀಡ್ ಪಂಚ್
स्वतः कार्य,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
स्वतः सूचकीकरण,ಸ್ವಯಂಚಾಲಿತ ಸೂಚಿಕೆ
स्वतः क्रमोदेश संग्रह आह्वान,ಸ್ವಯಂಚಾಲಿತ ಗ್ರಂಥಾಲಯ ಕರೆ
स्वतः संदेश लेखा कार्य,ಸ್ವಯಂಚಾಲಿತ ಸಂದೇಶ ಲೆಕ್ಕಪತ್ರ ನಿರ್ವಹಣೆ
स्वतः संख्या अभिज्ञान,ಸ್ವಯಂಚಾಲಿತ ಸಂಖ್ಯೆ ಗುರುತಿಸುವಿಕೆ
स्वतः पृष्ठन,ಸ್ವಯಂಚಾಲಿತ ಹೊಣೆಗಾರಿಕೆ
स्वतः क्रमादेशन,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
स्वतः छिद्रण,ಸ್ವಯಂಚಾಲಿತ ಪಂಚ್
स्वतः पुनः प्राप्ति क्रमादेश,ಸ್ವಯಂಚಾಲಿತ ಮರುಪಡೆಯುವಿಕೆ ಕಾರ್ಯಕ್ರಮ
स्वतः पुनरावर्तन निवेशन,ಸ್ವಯಂಚಾಲಿತ ಪುನರಾವರ್ತಿತ ವಿನಂತಿ
स्वतः पुनरारंभन,ಸ್ವಯಂಚಾಲಿತ ಮರುಪ್ರಾರಂಭ
स्वतः नेमका,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
स्वतः अनुक्रमण,ಸ್ವಯಂಚಾಲಿತ ಅನುಕ್ರಮ
स्वतः अनुक्रमी संक्रिया,ಸ್ವಯಂಚಾಲಿತ ಅನುಕ್ರಮ ಕಾರ್ಯಾಚರಣೆ
