Marathi,Odiya
पुलासान,ପୁଲସାନାନ୍ |
पमकिन,ପୁମକିନ୍ |
पम्मेलो,ପମ୍ମେଲୋ |
पेंट केलेले बग,ଚିତ୍ରିତ ତ୍ରୁଟି |
पोपट,ପାରା
मोर,ମୟୂର
पॉड बोरर,ପୋଡ୍ ବୋରର୍
पॉड फ्लाय,ପୋଡ୍ ଫ୍ଲାଏ |
नाडी बीटल,ପଲ୍ସ ପୋକ
पायरिल्ला,ପାଇର୍ଲା
पॅथॉलॉजिस्ट,ପାଥୋଲୋଜିଷ୍ଟ
पेडोलॉजिस्ट,ମିଥ୍ୟାବାଦୀ
वनस्पती ब्रीडर,ଉଦ୍ଭିଦ ପ୍ରାଣୀ
वनस्पती पॅथॉलॉजिस्ट,ପ୍ଲାଥୋଲୋଜିଷ୍ଟ
वनस्पती फिजिओलॉजिस्ट,Plicliifologist
पोमोलॉजिस्ट,ପୋଲୋଲୋଜିଷ୍ଟ
प्रश्न 10,ପ୍ର 10
क्यूटीएल (परिमाणात्मक वैशिष्ट्ये लोकी),QTL (ପରିମାଣିକ ଗୁଣ ଚିହ୍ନ)
चतुष्पाद,ଉଡାଟ୍ରାଟସ୍ |
चतुर्भुज प्रतिसाद,ଚତୁର୍ଥାଂଶ ପ୍ରତିକ୍ରିୟା |
चौपट पीक,ଚତୁର୍ଦ୍ଦଶ କ୍ରପ୍ |
गुणात्मक वारसा,ଗୁଣା ଉତ୍ତରାଧିକାରୀ
गुणवत्ता बियाणे,ଗୁଣାତ୍ମକ ବିହନ
परिमाणवाचक अनुवंशशास्त्र,ପରିମାଣିକ ଜେନେଟିକ୍ସ |
परिमाणवाचक वारसा,ପରିମାଣିକ ଉତ୍ତରାଧିକାରୀ |
क्वांटम बियाणे,କ୍ୱାଣ୍ଟମ୍ ବିହନ
विलग्नवास,କ୍ୱାଣ୍ଟିନ
अलग ठेवणे कीटक,କ୍ୱାଣ୍ଟାଇନ୍ ପୋକ |
क्वार्ट्ज,ଚତୁର୍ଥାଂଶ
द्रुत चाचणी,ଶୀଘ୍ର ପରୀକ୍ଷା
शांतता,Questence
क्विसेन्ट सेंटर,କ୍ୱିସେଣ୍ଟ ସେଣ୍ଟର |
लहान पक्षी,ନିନ୍ଦା
राणी माशी,ରାଣୀ ମହୁମାଛି
आर मूल्य,R ମୂଲ୍ୟ
रबी (हिवाळा) पीक,ରବି (ଶୀତ) ଫସଲ |
रेसिम,Rastem
रेडिएशन,ବିକିରଣ
रेडिकल,ରେଡ଼ିଓ
रेडिओएक्टिव्हिटी,ରେଡିଓ ଆକ୍ଟସ୍
रेडिओबायोलॉजी,ରେଡିଓବାଇଲୋଜି |
रेडिओमुनो परख,ରେଡିଓମୁନୋ ଆକାଂସେ |
रेडिओसोटोप,ରେଡିଓସୋଟୋପ୍
पावसाचे पाणी कापणी,ବର୍ଷା ଜଳ ଅମଳ
इंद्रधनुष्य क्रांती,ଇନ୍ଦ୍ରଧନୁ ବିପ୍ଳବ |
पाऊस,ବର୍ଷା
रेनफेड,ବର୍ଷା
पर्जन्यामापक,ବର୍ଷା-ଗେଜ୍ |
पावसाळ्याचा हंगाम,ବର୍ଷା ason ତୁ
बेड उंच,ଶଯ୍ୟା
रॅन्चिंग,ରାଗିଂ
खवटपणा,ରାକ୍ଷୀତା
यादृच्छिक एम्प्लिफाइड पॉलिमॉर्फिक,ଅନିୟମିତ ଆମ୍ପ୍ଲାଇଡ୍ ପଲେମୋରଫିକ୍ |
यादृच्छिक नमुना,ଅନିୟମିତ ନମୁନା |
यादृच्छिकरण,ରାଣ୍ଡମାଇଜେସନ୍
यादृच्छिक ब्लॉक डिझाइन,ରାଣ୍ଡୋମାଇଜଡ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |
श्रेणी (आकडेवारी),ପରିସର (ପରିସଂଖ୍ୟାନ)
रेंजलँड,ପରିସର ମଧ୍ୟରେ |
श्रेणी व्यवस्थापन,ପରିସର ପରିଚାଳନା
वेगवान ग्रामीण मूल्यांकन (आरआरए),ରାପିଡ୍ ଗ୍ରାମୀଣ ମୂଲ୍ୟାଙ୍କନ (RRA)
रेशन,ରାସନ
रेटून,ରେଟୋନ୍ |
रॅटून पीक,ରାଟୋନ୍ କ୍ରପ୍ |
रेपर,ଅମଳକାରୀ
Recalcitrant बियाणे,ପୁନ al ବିଚାର ବିହନ |
मंदी शेती,ରିସେସ୍ ଫାର୍ମିଂ |
मंदीचा टप्पा,ବିମୁଦ୍ରାକରଣ ପର୍ଯ୍ୟାୟ |
Recasive,ବେବେସିଭ୍ |
रिचार्ज,ରିଚାର୍ଜ କର |
परस्पर जीन्स,ପାରସ୍ପରିକ ଜିନ୍
पुन्हा हक्क सांगितलेली जमीन,ମନୋରମ ଜମି |
रिकॉम्बिनेंट,Relmbinant
रिकॉम्बिनेंट डीएनए तंत्रज्ञान,Relmbinant DNA ଟେକ୍ନୋଲୋଜି |
पुनर्संचय,ରେଖମ
Recon,ରେକନ୍ |
जादू सर्वेक्षण,ପୁନ on ନିର୍ମାଣକାରୀ ସର୍ଭେ |
वारंवार पालक,ବାରମ୍ବାର ପିତାମାତା |
पुनर्वापरयोग्य कचरा,ପୁନ yc ବ୍ୟବହାର ଯୋଗ୍ୟ ବର୍ଜ୍ୟବସ୍ତୁ |
लाल एकपेशीय वनस्पती,ନାଲି ଆଲଗା |
लाल डेटा बुक,ରେଡ୍ ଡାଟା ବୁକ୍ |
लाल माती,ଲାଲ୍ ମୃତ୍ତିକା |
रेडॉक्स संभाव्यता,ରେଡକ୍ସ ସମ୍ଭାବନା |
नमुना कमी केला,ହ୍ରାସ ହୋଇଥିବା ନମୁନା |
नांगरलेली जमीन कमी केली,ହ୍ରାସ ହୋଇଥିବା ଟିଲାଗ୍ |
साखर कमी करणे,ଚିନି ହ୍ରାସ କରିବା |
कपात,ହ୍ରାସ
संदर्भ पीक,ସନ୍ଦର୍ଭ ଫସଲ
प्रतिबिंब गुणांक,ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |
प्रतिबिंब,ପ୍ରତିଫଳନ
प्रतिक्षिप्त पुंकेसर,ପ୍ରତିଫଳିତ ଷ୍ଟାମେନ୍ |
अपवर्तक सूचकांक,ପ୍ରତିକ୍ରିୟାଶୀଳ ସୂଚକାଙ୍କ |
रेफ्रेक्टोमीटर,FefracTomer |
पुनर्जन्म,ପୁନ el ନିର୍ମାଣ
नोंदणीकृत बियाणे,ପଞ୍ଜିକରଣ ବିହନ |
रेगोलिथ,ରେଗ୍ନିଥ୍ |
रीग्रेशन,ରଗ୍ରେସନ୍
रीग्रेशन गुणांक,ରିଗ୍ରେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
नियामक जनुक,ନିୟାମକ ଜିନ୍
सापेक्ष पीक-तीव्रता निर्देशांक,ଆପେକ୍ଷିକ ଫସଲ-ତୀବ୍ରତା ସୂଚକାଙ୍କ |
सापेक्ष गर्दी गुणांक (के),ଆପେକ୍ଷିକ ଜନଗହଳିପୂର୍ଣ୍ଣ କୋଏଫିସିଏଣ୍ଟ୍ (k)
सापेक्ष वाढीचा दर (आरजीआर),ଆପେକ୍ଷିକ ଅଭିବୃଦ୍ଧି ହାର (rgr)
सापेक्ष आर्द्रता (आरएच),ଆପେକ୍ଷିକ ଆର୍ଦ୍ରତା (RH)
सापेक्ष प्रसार निर्देशांक,ଆପେକ୍ଷୀ ବିସ୍ତାର ସୂଚକାଙ୍କ |
सापेक्ष पाण्याचे प्रमाण,ଆପେକ୍ଷିକ ଜଳ ବିଷୟବସ୍ତୁ |
सापेक्ष तण,ଆପେକ୍ଷିକ ତୃଣ
सापेक्ष उत्पन्न निर्देशांक,ଆପେକ୍ଷୀ ଅମୂନ୍ସ ଇଣ୍ଡେକ୍ସ |
सापेक्ष उत्पन्न एकूण,ଉଦ୍ୟୋଗୀ ଅମଳ ସମୁଦାୟ |
रिले पीक,ରିଲେ କ୍ରପ୍ କରନ୍ତୁ |
मदत,ରିଲିଫ୍
रिमोट सेन्सिंग,ସୁଦୂର ସେଟିଙ୍ଗ୍ |
उर्जेचे नूतनीकरणयोग्य स्त्रोत,ଶକ୍ତିର ନବୀକରଣ ଯୋଗ୍ୟ ଉତ୍ସ |
नूतनीकरण,ନବୀକରଣ
रीफेलेंट,ଘୃଣ୍ୟ
प्रतिकृती काटा,ନକଲ ଫଙ୍କ୍ |
प्रतिकृती,ନକଲ
रिपोर्टर जनुक,ସାମ୍ବାଦିକ ଜିନ୍
खताचा अवशिष्ट प्रभाव,ସାରର ଅବଶିଷ୍ଟ ପ୍ରଭାବ |
खताचा अवशिष्ट प्रभाव,ଖଣିର ଅବଶିଷ୍ଟ ପ୍ରଭାବ |
अवशिष्ट सोडियम कार्बोनेट,ଅବଶିଷ୍ଟ ସୋଡିୟମ୍ କାର୍ବନେଟ୍ |
अवशिष्ट मातीची सुपीकता,ଅବଶିଷ୍ଟ ମାଟି ଉର୍ବରତା |
अवशेष,ଅବଶିଷ୍ଟାଂଶ
लवचिकता (पीक),ସ୍ଥିରତା (ଫସଲ)
संसाधनाचा वापर निर्देशांक (आरयूआय),ଉତ୍ସ-ବ୍ୟବହାର ସୂଚକାଙ୍କ (RUI)
श्वसन शांत,ଶ୍ iration ାସକ୍ରିୟା
श्वसन रंगद्रव्य,ଶ୍ୱାସକ୍ରିୟା ପିଗମେଣ୍ଟ |
श्वसन भाग,ଶ୍ ir ାସକ୍ରିୟା
प्रतिसाद वक्र,ପ୍ରତିକ୍ରିୟା ବକ୍ର
प्रतिसाद,ପ୍ରତିକ୍ରିୟା
पुनर्वसन केंद्रक,ପୁନ it ଉଦ୍ଧାର ନ୍ୟୁକ୍ଲିୟସ୍ |
पुनर्संचयित ओळ,ପୁନରୁଦ୍ଧାର ରେଖା |
निर्बंध सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य,ପ୍ରତିବନ୍ଧକ ଏନଜାଇମ୍ |
निर्बंध तुकडा,ପ୍ରତିବନ୍ଧକ ଖଣ୍ଡ |
परिणाम प्रात्यक्षिक,ଫଳାଫଳ ପ୍ରଦର୍ଶନ
किरकोळ विक्री,ଖୁବ୍
Retarder,ଅବସର
रेट्रोव्हायरस,ରେଟ୍ରୋଭିରସ୍ |
रीटिंग,ଆଉଟ
महसूल,ରାଜସ୍ୱ
उलट अनुवंशशास्त्र,ଓଲଟା ଜେନେଟିକ୍ସ |
उलट उत्परिवर्तन,ଓଲଟା ପରିବର୍ତ୍ତନ
राइझोबॅक्टेरिया (पीजीपीआर),Rhizobacteria (Pgpr)
Rhizodeposition,RhizDopention
Rhizoid,Rhizଏଦ
Rhizome,ରାଇଜୋମ୍ |
Rhizosphere,Rhizsoperre
राइबोसोम,Ribooseome
सजीवांसारखे रिकेट्सिया,ଜୀବମାନଙ୍କ ପରି ରିକେଟସିଆ |
रिज माजी (रिडर),ରିଜ୍ ପୂର୍ବ (ମୁକ୍ତି)
रिज लागवड,ରିଜ୍ ପ୍ଲାଙ୍ଗ୍ |
रिज टेरेस,ରିଜ୍ ଟେରାସ୍ |
रिज पर्यंत,ପରାଜିତ
रिल इरोशन,ରିଲ୍ କ୍ଷୟ |
जोखीम,ବିପଦ
आरएनए शिडी,Rna ସିଡ଼ି
रॉक,ପଥର
नकली,ଦୁର୍ବଣାର
Roguing,ରୋଜେୟିଙ୍ଗ୍
मूळ पीक,ମୂଳ ଫସଲ
रूट एक्स्युडेट्स,ମୂଳ ସୂକ୍ଷ୍ମ ଅଟେ |
रूट पित्त नेमाटोड,ମୂଳ ଗଲ୍ ନେମାଟୋଡ୍ |
रूट इंड्यूकिंग प्लाझमिड,ମୂଳ ପ୍ରବର୍ତ୍ତିତ ପ୍ଲସ୍ମେଡ୍ |
रूट नोड्यूल,ମୂଳ କ NO ଣସି ଜିନିଷ |
रूटस्टॉक,RootsTock
रोसेट रोग,ରୋଷ୍ଟେଟେ ରୋଗ |
रोसेट पॉलीमब्रोनी,ରୋଜେଟ ପଲିମେକ୍ |
रोसेट व्हायरस,ରୋଜେଟ୍ ଭାଇରସ୍ |
रोटरी नांगरलेली जमीन,ଘୂର୍ଣ୍ଣିନ ଟିଲଗେଜ୍ |
रोटेशनल चरणे,ଘୂର୍ଣ୍ଣନ ଚରିବା |
रगेज,ରଗେଜ୍ |
पंक्ती पिके,ଧାଡି ଫସଲ |
पंक्ती आंतरपीक,ଧାଡି ଇଣ୍ଟରକ୍ରପ୍ |
आरटीएस पेय,RTS ପାନୀୟ
धावपटू,ରନର୍
धावपळीची शेती,ଚାଷ
धावपळ,ରନ୍-ଅଫ୍ |
ग्रामीण प्रादेशिक बँक,ଗ୍ରାମୀଣ ଆଞ୍ଚଳିକ ବ୍ୟାଙ୍କ |
मुळा,ମୂଳା
पावसाचे झाड,ବର୍ଷା ଗଛ
मनुका,କିସମିସ୍
रामबुटन,ରାମ୍ବୁଟାନ୍ |
रंगून लता,ରଙ୍ଗୁନ୍ କ୍ରପର୍ |
बलात्कार,ବଳାତ୍କାର
रास्पबेरी,ରସଗୋଲା |
उंदीर-शेपटी मुळा,ମୂଷା-ଲାଞ୍ଜ ମୂଳା |
रतन,ରତନ
लाल देवदार (टूना),ଲାଲ୍ କେଦାର (ଟୋନା)
लाल क्लोव्हर,ନାଲି କ୍ଲୋଭର |
लाल रेशीम झाड,ଲାଲ୍ ରେଶମ ଗଛ |
रीड गवत,ବାଡ଼ି ଘାସ |
रोड्स गवत,ରୋଡସ୍ ଘାସ |
रोडोडेंड्रॉन,ରଡୋଡନ୍ |
रुस,Rhus
तांदूळ,ଚାଉଳ |
Ridged gurd,ଚାଳିତ ଗୋର୍ଟେଡ୍ |
गुलाब,ଗୋଲାପ
गुलाब बेरी,ରୋସ୍ ବେରୀ |
रोझमेरी,ରୋଜଗର
गोल घोळ,ଗୋଲାକାର ଗୁଣ୍ଡ |
रबर,ରବର
उंदीर,ମୂଷା
लाल पाम भुंगा,ନାଲି ଖଜୁରୀ ବୁଣା
लाल भोपळा बीटल,ରେଡ୍ କଖାରୁ ବିଟଲ୍ |
गेंडा बीटल,Rhincorsro Beetle
तांदूळ भुंगा,ଚାଉଳ ବୁଣାକାର |
खारट क्षार माती,ସାଲାଇନ୍ ଆଲକାଲି ମାଟି |
खारट माती,ସାଲାଇନ୍ ମାଟି |
खारटपणा,ଲୁଣିଆନାମା
लाळ ग्रंथी गुणसूत्र,ସାଲଭାରୀ ଗ୍ରନ୍ଥି କ୍ରୋମୋଜୋମ୍ |
मीठ,ଲୁଣ
मीठ-प्रभावित माती,ଲୁଣ ପ୍ରଭାବିତ ମାଟି |
मीठ निर्देशांक,ଲୁଣ ସୂଚକାଙ୍କ |
मीठ तणाव,ଲୁଣ ଚାପ
मीठ सहिष्णुता,ଲୁଣ ସହନଶୀଳତା |
नमुना,ନମୁନା
नमुना त्रुटी,ନମୁନା ଦେବ |
सॅम्पलिंग युनिट,ନମୁନା ୟୁନିଟ୍ |
नमुना,ନମୁନା
वाळू,ବାଲି
वालुकामय चिकणमाती,ବାଲୁକା ମାଟି |
वालुकामय चिकणमाती,ବାଲୁକା ଲାମ
वालुकामय माती,ବାଲୁକା ମାଟି |
एसएपी,ସପ୍
रोपट्या,ସାହସ
Saponification मूल्य,ସାପନଫିକେସନ୍ ମୂଲ୍ୟ |
उपग्रह डीएनए,ଉପଗ୍ରହ DNA
उपग्रह तण,ସାଟେଲାଇଟ୍ ତୃଣକ |
संतृप्त वाष्प दाब,ପରିପୂର୍ଣ୍ଣ ବାଷ୍ପ ଚାପ |
सवाना,ସାଭାନା
स्कॅफोल्ड प्रोटीन,ସ୍କାଫୋଲ୍ଡ ପ୍ରୋଟିନ୍ |
बळी,ଶ୍ୟାପ୍
स्कारिफिकेशन,ଜଳୀୟ
स्किओन,ଚମ୍ପନ୍
सायोफाईट्स,ସ୍କିଫାଇଟସ୍ |
हंगामी चक्र,ମ al ସୁମୀ ଚକ୍ର
हंगामी दुष्काळ,ମ al ସୁମୀ ମରୁଡ଼ି
हंगामी वनस्पती,ମ al ସୁମୀ ଉଦ୍ଭିଦ
दुय्यम वाढ,ମାଧ୍ୟମିକ ଅଭିବୃଦ୍ଧି
दुय्यम वनस्पती पोषक,ମାଧ୍ୟମିକ ଉଦ୍ଭିଦ ପୁଷ୍ଟିକର |
दुय्यम उत्पादकता,ମାଧ୍ୟମିକ ଉତ୍ପାଦକତା |
दुय्यम नांगरलेली जमीन,ମାଧ୍ୟମିକ ଟିଲଗେଜ୍ |
Shedge,ସେଜ୍
बियाणे जन्मलेले बुरशीचे,ବିହନ ପୋଷଣ କବକ |
बियाणे प्रमाणपत्र,ମଞ୍ଜି ପ୍ରମାଣପତ୍ର
बियाणे कडक करणे,ବିହନ କଠିନ କରିବା |
बियाणे उपचार,ବିହନ ଚିକିତ୍ସା
बियाणे-कम-फर्टिलिझर ड्रिल,ବିହନ-ସିଟ୍-ସାର ଡ୍ରିଲ୍ |
बीपासून नुकतेच तयार झालेले रोप,ବିହନ
सीपेज,ସନ୍ଧାନକାରୀ |
विभाजन,ପୃଥକତା
निवडण्यायोग्य मार्कर,ସିଲେକ୍ଟଯୋଗ୍ୟ ମାର୍କର |
निवड दबाव,ଚୟନ ଶ୍ରେଣୀ
निवडक औषधी वनस्पती,ହର୍ବାଇଟିଡ୍ ଚୟନ କରନ୍ତୁ |
सिलेक्टिव्हिटी इंडेक्स,ଚୟନକାରୀ ସୂଚକାଙ୍କ
सेल्फ फर्टिलायझेशन,ସେଲ୍ଫ ଫର୍ଟିଲାଇଜେସନ୍
आत्मनिर्भरता,ଆତ୍ମ ପର୍ଯ୍ୟାୟ |
स्वत: ची पातळ क्षमता,ଆତ୍ମ ପତଳା କ୍ଷମତା |
स्वत: ची फळफळ,ଆତ୍ମ-ଫଳପ୍ରଦ
स्वत: ची विसंगतता,ଆତ୍ମନିର୍ଭରଶୀଳତା |
स्वार्थी डीएनए,ସ୍ୱାର୍ଥପର DNA
अर्ध-रखरखीत,ସେମି-ଶୁଷ୍କ |
संवेदी मूल्यांकन,ସମ୍ବେଦନଶୀଳ ମୂଲ୍ୟାଙ୍କନ |
सेपल,ସପାଲ |
अनुक्रमिक पीक,କ୍ରମାଗତ ଟ୍ରାକିଂ |
अनुक्रमांक,କ୍ରମିକ ଦୁ y ଖ
सेरिकल्चर,କ ifor ଣସିତା
सेरोलॉजी,ପୃଥିବୀ ବେସୋଲୋଜି |
सीरम,ସେରମ୍
लैंगिक निर्णय,ସେକ୍ସ-ନିଷ୍ଠା |
लैंगिक संबंध,ସେକ୍ସ-ଲିଙ୍କ୍ |
लैंगिक प्रसार,ଯ sexual ନ ପ୍ରଚାର
पत्रक इरोशन,ସିଟ୍ କ୍ଷୟ |
गोळीबार,ହେେଲିଂ
निवारा पट्टा,ଆଶ୍ରୟସ୍ଥଳ
शॉर्ट-डे प्लांट,ସ୍ୱଳ୍ପ ଦିନିଆ ଉଦ୍ଭିଦ |
शॉर्ट-वेव्ह रेडिएशन,ସ୍ୱଳ୍ପ ତରଙ୍ଗ ବିକିରଣ |
शटल वेक्टर,ଶଟଲ୍ ଭେକ୍ଟର |
भावंड,ଭାଇଭଉଣୀ |
सिकल सेल em नेमिया,ଅସୁସ୍ଥ ସେଲ୍ ଆନେମିଆ |
सिग्मॉइड वक्र,ସିଗମାଇଡ୍ ବକ୍ର |
सिग्नल गृहीतक,ସଙ୍କେତ ଅନୁମାନ |
महत्त्व चाचणी,ମହତ୍ତ୍ୱ ପରୀକ୍ଷା |
साईलेज,ସିଲେଜ୍
सिलो,ସିଲୋ
गाळ,ସିଲ୍ଟ
गाळ चिकणमाती,ସିଲ୍ଟ ଲୋମ୍ |
सिल्व्हिकल्चर,ସିଲଭିକ୍ୟୁଚର
बुडणे,ବୁଡ଼ିଯିବା |
सिंक क्षमता,ସିଙ୍କ କ୍ଷମତା |
बहीण क्रोमॅटिड,ଭଉଣୀ କ୍ରୋମାମାଏଡ୍ |
साइट-विशिष्ट पोषक व्यवस्थापन,ସାଇଟ୍ ନିର୍ଦ୍ଦିଷ୍ଟ ପୁଷ୍ଟିକର ପରିଚାଳନା |
Skewed वितरण,Skewd ବଣ୍ଟନ |
पंक्ती लावणी वगळा,ଧାଡି ରୋପଣକୁ ଛାଡିଦିଅ |
स्लाईम मोल्ड,ସ୍ଲିମ୍ ଛାଞ୍ଚ |
स्लो-रीलिझ खत,ଧୀର-ରିଲିଜ୍ ସାର |
गाळ,ସ୍ଲୋଜ୍ |
स्लरी,ସ୍ଲୁରି
पीक धूसर,ଧୂମପାନ ଫସଲ |
सामाजिक वनीकरण,ସାମାଜିକ ବନରରେ |
एसओडी संस्कृती,Sood ସଂସ୍କୃତି |
सोड,ଦୁର୍ଗ
सोडिक माती,ସୋଡିକ୍ ମାଟି |
सोडियम शोषण प्रमाण,ସୋଡିୟମ୍ ଅବଶୋଷକ ଅନୁପାତ |
सोडियम पंप,ସୋଡିୟମ୍ ପମ୍ପ |
मऊ-लाकूड कलम,ନରମ କାଠ ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |
मातीचे चिकट,ମାଟି ଆଡଫିସନ୍ |
माती वायुवीजन,ମାଟି ଆରେସନ |
माती एकत्रित,ମାଟି ଏଗ୍ରିଗେଟ୍ |
माती क्षारता,ମାଟି ଆଲକାଲିନିଟି |
माती दुरुस्ती,ମାଟି ସଂଶୋଧନ |
मातीचे विश्लेषण,ମାଟି ବିଶ୍ଳେଷଣ |
माती जैवविविधता,ମାଟି ଜ odi ବ ବିବିଧତା |
माती जीवशास्त्र,ମାଟି ଜୀବବିଜ୍ଞାନ |
मातीचे वर्गीकरण,ମାଟି ଶ୍ରେଣୀକରଣ |
माती कोलोइड,ମାଟି କୋଲଏଡ୍ |
मातीचे कॉम्पॅक्शन,ମାଟି ସଙ୍କୋଚନ
माती कंडिशनर,ମାଟି କଣ୍ଡିସନର |
माती संवर्धन,ମାଟି ସଂରକ୍ଷଣ |
मातीचे कवच,ମାଟି ଭୂତଳ |
मातीचे र्‍हास,ମାଟି ଡିଗାଡିସନ୍ |
माती इरोदिबिलिटी फॅक्टर,ମାଟି ପଳାୟନ କାରକ |
मातीची सुपीकता,ମାଟି ଉର୍ବରତା |
माती उत्पत्ति,ମାଟି ଆଦି |
मातीचे आरोग्य,ମାଟି ସ୍ୱାସ୍ଥ୍ୟ
मातीची क्षितिजे,ମାଟି ରାଶି |
मातीची मॅक्रोऑर्जेनिझम,ମାଟି ମାକ୍ରୋଗର୍ମିମ୍ |
माती व्यवस्थापन,ମାଟି ମ୍ୟାନେଜମେଣ୍ଟ |
माती सूक्ष्मजीवशास्त्र,ମାଟି ମାଇକ୍ରୋବିସିଓଲିଓଲୋଜି |
माती सूक्ष्मजीव,ମୃତ୍ତିକୀ ମାଇକ୍ରୋ ଅର୍ଗାନାଇଜ୍ |
माती ओलावा तूट,ମାଟି ଆର୍ଦ୍ରତା ନିଅଣ୍ଟ |
माती सेंद्रिय पदार्थ,ମାଟି ଜ organic ବ ପଦାର୍ଥ |
माती पोर्सिटी,ମାଟି ପୋରୋସିଂ |
मातीची उत्पादकता,ମୃତ୍ତିକା ଉତ୍ପାଦକତା |
मातीचे प्रोफाइल,ମାଟି ପ୍ରୋଫାଇଲ୍ |
मातीची गुणवत्ता,ମାଟି ଗୁଣ
मातीची प्रतिक्रिया,ମାଟି ପ୍ରତିକ୍ରିୟା
मातीचा प्रतिकार,ମୃତ୍ତିକା ପ୍ରତିରୋଧ
माती खारटपणा,ମାଟି ସାଲିଟିଙ୍ଗ୍ |
माती विज्ञान,ମାଟି ବିଜ୍ଞାନ ବିଜ୍ଞାନ |
माती आजारपण,ମାଟି ଅସୁସ୍ଥତା |
माती चाळणी,ମୃତ୍ତିକାର ଶିକାର
मातीचे समाधान,ମାଟି ସମାଧାନ |
माती निर्जंतुकीकरण,ମାଟି ନିର୍ଗତ କରେ |
मातीची रचना,ମାଟି ଗଠନ |
माती निलंबन,ମାଟି ନିଲମ୍ବନ |
मातीची चाचणी,ମାଟି ପରୀକ୍ଷା
मातीची पोत,ମାଟି ଗଠନ |
मातीची पाण्याची क्षमता,ମୃତ୍ତିକ ଜଳ ସମ୍ଭାବନା |
मातीचे पाणी,ମୃତ୍ତିକା ଜଳ
सौर स्थिर,ସ ar ର ନିରନ୍ତର |
सौर विकिरण,ସ ar ର ବିକିରଣ |
सौर स्पेक्ट्रम,ସୋଲାର୍ ସ୍ପେକ୍ଟ୍ରମ୍ |
सोलारायझेशन,ସୋଲାରାଇଜେସନ୍
एकमेव पीक,ଏକମାତ୍ର ଫସଲ |
विद्रव्य सोडियम टक्केवारी,ଦ୍ରବୀଭୂତ ସୋଡିୟମ୍ ପ୍ରତିଶତ |
सोमाटिक सेल,ସୋମାଟିକ୍ କକ୍ଷ |
सोमाटिक गर्भ,ସୋମାଟିକ୍ ଭ୍ରୁଣ |
सोमाटिक हायब्रीडायझेशन,ସୋମାଟିକ୍ ହାଇବ୍ରିଡାଇଜେସନ୍ |
ज्वारीची दुखापत,ସୋରଗମ୍ ଆଘାତ |
एसओएस जनुक,SOS ଜିନ୍ |
दक्षिणी ब्लॉटिंग,ସାଉଥ୍ ବ୍ଲୋଟିଂ |
अंतर (वनस्पती),ବ୍ୟବଧାନ (ଉଦ୍ଭିଦ)
स्पॅडिक्स,ସ୍ପିଲେକ୍ସ |
स्पॅथ,ସ୍ପାମା
विशेष व्यवस्था,ବିଶେଷ ବ୍ୟବସ୍ଥା |
विशेष पीक,ବିଶେଷ କ୍ରପ୍ |
विशेष शेती,ବିଶେଷ ଚାଷ
प्रजाती,ପ୍ରଜାତି
विशिष्ट पीक तीव्रता निर्देशांक,ନିର୍ଦ୍ଦିଷ୍ଟ ଫସଲ ତୀବ୍ରତା ସୂଚକାଙ୍କ |
विशिष्ट गुरुत्व,ନିର୍ଦ୍ଦିଷ୍ଟ ମାଧ୍ୟାକର୍ଷଣ |
विशिष्ट आर्द्रता,ନିର୍ଦ୍ଦିଷ୍ଟ ଆର୍ଦ୍ରତା |
विशिष्ट पानांचे क्षेत्र,ନିର୍ଦ୍ଦିଷ୍ଟ ପତ୍ର କ୍ଷେତ୍ର |
शुक्राणुजन्य रोग,SpermaTogenesisis
एस-फेज,S-hease
स्पाइक,ସ୍ପାଇକ୍
स्पाइकलेट,ସ୍ପିଲେଲେଟ୍ |
स्पिंडल बुश,ସ୍ପିଣ୍ଡଲ୍ ବୁଦା |
स्प्लॅश इरोशन,ସ୍ପ୍ଲାସ୍ କ୍ଷୟ |
स्प्लिंग,ସ୍ପ୍ଲୋର୍ସିଂ |
विभाजित अनुप्रयोग,ସ୍ପ୍ଲିଟ୍ ପ୍ରୟୋଗ |
स्प्लिट जीन्स,ଜିନ୍ ବିଭାଜିତ |
स्प्लिट प्लॉट डिझाइन,ସ୍ପ୍ଲିଟ୍ ପ୍ଲଟ୍ ଡିଜାଇନ୍ |
स्पंजयुक्त ऊतक,ସ୍ପଞ୍ଜୀ ଟିସୁ |
उत्स्फूर्त उत्परिवर्तन,ସ୍ୱତ aneous ପ୍ରବୃତ୍ତ ପରିବର୍ତ୍ତନ |
बीजाणू,ସ୍ପୋର
शिंपडा सिंचन,ସ୍ପ୍ରିଙ୍କଲର ଜଳସେଚନ |
स्पूडिंग,ଖରାପ
स्पर,ଉପରୁକୁ
स्पूर बेअरिंग,ବେଗ ବହନ କରିବା |
स्क्वॉल,ଚପଲ
स्थिर एजंट,ଏଜେଣ୍ଟକୁ ସ୍ଥିର କରିବା |
प्रमाणित विचलन,ମାନଦଣ୍ଡ ବିଚ୍ୟୁତି
मुख्य पीक,Stape ଫସଲ
कोडन प्रारंभ करा,କୋଡନ୍ ଆରମ୍ଭ କରନ୍ତୁ |
