Malayalam,Assamese
ക്ലസ്റ്റർ,গুচ্ছ
പൂശിയ കാർഡ്,আৱৰণযুক্ত কাৰ্ড
പൊതിഞ്ഞ പേപ്പർ,আৱৰণযুক্ত কাগজ
ഏകപക്ഷീയമായ,সমাক্ষীয়
ഏകോപന കേബിൾ,সমাক্ষীয় কেবল
കോഡാസിൽ,কোডাচাইল
കോഡ്,ক&#39;ড
കോഡ് ജനറേറ്റര്,ক&#39;ড জেনেৰেটৰ
കോഡ് പേജ്,ক&#39;ড পৃষ্ঠা
കോഡ് വാക്ക്,ক&#39;ড শব্দ
കോഡർ,ক&#39;ডাৰ
കോഡിംഗ് പരിശോധന,ক&#39;ডিং পৰীক্ষা
കോഡിംഗ് ഫോം,ক&#39;ডিং ফৰ্ম
കോഡിംഗ് ഷീറ്റ്,ক&#39;ডিং শ্বীট
ഗുണകം,সহগ
പരസ്പരബന്ധം,সংহতি
തണുത്ത ബൂട്ട്,ঠাণ্ডা বুট
തണുത്ത തുടക്കം,ঠাণ্ডা আৰম্ভণি
സഹകരണം,সহযোগিতা
തകർച്ച,পতন হোৱা
കൊളാറ്റ്,collate
കൊളേറ്റ് ടേപ്പ്,টেপ কোলেট কৰক
കൂട്ടിയിടി,সংঘৰ্ষ
കോളൻ,বৃহদান্ত্ৰ
നിറം (നിറം),ৰং (ৰং)
നിറം സാച്ചുറേഷൻ,ৰঙৰ পৰিপূৰকতা
വർണ്ണ പട്ടിക,ৰঙৰ টেবুল
കോളം,স্তম্ভ
സംയോജനം,সংমিশ্ৰণ
കോംബോ ബോക്സ്,কম্বো বক্স
കമാൻഡ്,আদেশ
കമാൻഡ് ബട്ടൺ,কমাণ্ড বুটাম
കമാൻഡ് ലിസ്റ്റ്,কমাণ্ড তালিকা
അഭിപ്രായം,মন্তব্য
പ്രതിബദ്ധത,অংগীকাৰ
ചരക്ക്,পণ্য
പൊതു ബിസിനസ് അധിഷ്ഠിത ഭാഷ (കോബോൾ),সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol)
സാധാരണ പിശക്,সাধাৰণ ভুল
പൊതു ഭാഷ,সাধাৰণ ভাষা
സാധാരണ പതിവ്,সাধাৰণ ৰুটিন
ആശയവിനിമയം,যোগাযোগ
ആശയവിനിമയ ലൈൻ,যোগাযোগ লাইন
ആശയവിനിമയ മോഡ്,যোগাযোগ ধৰণ
ആശയവിനിമയ ശൃംഖല,যোগাযোগ নেটৱৰ্ক
ആശയവിനിമയ പരാമീറ്റർ,যোগাযোগ প্ৰাচল
ആശയവിനിമയ സംവിധാനം,যোগাযোগ ব্যৱস্থা
കോംപാക്ഷൻ,সংকোচন
കമ്പാൻഡർ,কম্পাণ্ডাৰ
companding,companding
കമ്പനി ശൃംഖല,কোম্পানী নেটৱৰ্ক
താരതമ്യ പരിശോധന,তুলনামূলক পৰীক্ষা
അനുയോജ്യത,সামঞ্জস্যতা
അനുയോജ്യം,উপযুক্ত
സമാഹാരം,সংকলন
സമാഹരിച്ച് പോകുക,কম্পাইল কৰক আৰু যাওক
കമ്പൈലർ,কম্পাইলাৰ
കമ്പൈലർ ഭാഷ,কম্পাইলাৰ ভাষা
പരസ്പരപൂരകമായ,পৰিপূৰক
കോംപ്ലിമെന്റ്-ഓൺ-പത്ത്,দহজনৰ ওপৰত পৰিপূৰক
പൂരകൻ,পৰিপূৰক
പൂർണ്ണമായി കൊണ്ടുപോകുക,সম্পূৰ্ণ কঢ়িয়াই নিয়া
സങ്കീർണ്ണമായ,জটিল
സങ്കീർണ്ണ സംഖ്യ,জটিল সংখ্যা
ഘടകം,উপাদান
ഘടകം ഒബ്ജക്റ്റ് മോഡൽ (COM),উপাদান বস্তুৰ আৰ্হি (COM)
സംയുക്തം,কম্পোজিট
രചന,সুৰ-ৰচনা
കമ്പ്യൂട്ടേഷണൽ,গণনামূলক
കമ്പ്യൂട്ടർ,কম্পিউটাৰ
കമ്പ്യൂട്ടർ കേന്ദ്രം,কম্পিউটাৰ কেন্দ্ৰ
കമ്പ്യൂട്ടർ വിദഗ്ധൻ,কম্পিউটাৰ বিশেষজ্ঞ
കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്,কম্পিউটাৰ গ্ৰাফিক্স
കമ്പ്യൂട്ടർ നിർദ്ദേശം,কম্পিউটাৰৰ নিৰ্দেশনা
കമ്പ്യൂട്ടർ ഭാഷ,কম্পিউটাৰ ভাষা
കമ്പ്യൂട്ടർ ശൃംഖല,কম্পিউটাৰ নেটৱৰ্ক
കമ്പ്യൂട്ടർ സയൻസ്,কম্পিউটাৰ বিজ্ঞান
കമ്പ്യൂട്ടർ സുരക്ഷ,কম্পিউটাৰ সুৰক্ষা
കമ്പ്യൂട്ടർ സിമുലേറ്റൺ,কম্পিউটাৰ চিমুলেটন
കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്,কম্পিউটাৰ বিশেষজ্ঞ
കമ്പ്യൂട്ടർവൽക്കരണം,কম্পিউটাৰাইজেচন
കമ്പ്യൂട്ടറിസ്റ്റ്,কম্পিউটাৰিষ্ট
കമ്പ്യൂട്ടറൈസ് ചെയ്യുക,কম্পিউটাৰাইজ কৰা
കമ്പ്യൂട്ടിംഗ്,কম্পিউটিং
ആശയം,ধাৰণা
സമവായം,সমকালীনতা
ഒരേസമയം,সমকালীন
അവസ്ഥ വേരിയബിൾ,কণ্ডিচন ভেৰিয়েবল
സോപാധിക ഓപ്പറേറ്റർ,চৰ্তসাপেক্ষ অপাৰেটৰ
സോപാധിക പ്രസ്താവന,চৰ্তসাপেক্ষ বিবৃতি
കണ്ടക്ടർ,পৰিবাহী
കോൺഫറൻസിങ്,কনফাৰেন্সিং
രഹസ്യാത്മകത,গোপনীয়তা
കോൺഫിഗറേഷൻ,বিন্যাস
തിരക്ക്,ভিৰ
സംയോജനം,সংযোগ
കണക്ട് വേഗത,সংযোগ গতি
കണക്ഷൻ,সংযোগ
കണക്ഷൻ കുറവ് ആശയവിനിമയം,সংযোগ কম যোগাযোগ
കണക്ഷൻ റിലീസ്,সংযোগ মুক্তি
കണക്റ്റിവിറ്റി,সংযোগ
കണക്റ്റർ,সংযোগকাৰী
തുടർച്ചയായി,একেৰাহে
അനന്തരഫലം,ফলস্বৰূপ
കൺസോൾ,কনছ&#39;ল
ഏകീകരണം,একত্ৰীকৰণ
സ്ഥിരമായ,নেৰানেপেৰা
നിരന്തരമായ നിർദ്ദേശം,নিৰন্তৰ নিৰ্দেশনা
പരിമിതി,বাধা
കൺസ്ട്രക്റ്റർ,কনষ্ট্ৰাক্টৰ
കണ്ടെയ്നർ,পাত্ৰ
ഉള്ളടക്കം,বিষয়
സന്ദർഭം,সন্দৰ্ভ
സന്ദർഭ രഹിത വ്യാകരണം (CFG),প্ৰসংগ মুক্ত ব্যাকৰণ (CFG)
സന്ദർഭ സ്വിച്ച്,প্ৰসংগ চুইচ
ആകസ്മികത,আকস্মিকতা
സങ്കോചം,সংকোচন
വൈരുദ്ധ്യം,বিষমতা
നിയന്ത്രണം,নিয়ন্ত্ৰণ
നിയന്ത്രണ മേഖല,নিয়ন্ত্ৰণ এলেকা
നിയന്ത്രണ ബിറ്റ്,নিয়ন্ত্ৰণ বিট
നിയന്ത്രണ ബസ്,নিয়ন্ত্ৰণ বাছ
നിയന്ത്രണ കാർഡ്,নিয়ন্ত্ৰণ কাৰ্ড
നിയന്ത്രണ സർക്യൂട്ട്,নিয়ন্ত্ৰণ বৰ্তনী
നിയന്ത്രണ ചക്രം,নিয়ন্ত্ৰণ চক্ৰ
നിയന്ത്രണ എഞ്ചിനീയറിംഗ്,নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী
നിയന്ത്രണ കീ,নিয়ন্ত্ৰণ কি&#39;
നിയന്ത്രണ യുക്തി,নিয়ন্ত্ৰণ যুক্তি
നിയന്ത്രണ ലൂപ്പ്,নিয়ন্ত্ৰণ লুপ
നിയന്ത്രണ അടയാളം,নিয়ন্ত্ৰণ চিহ্ন
നിയന്ത്രണ പ്രവർത്തനം,নিয়ন্ত্ৰণ কাৰ্য্য
നിയന്ത്രണ പാനൽ,নিয়ন্ত্ৰণ পেনেল
നിയന്ത്രണ സിഗ്നൽ,নিয়ন্ত্ৰণ সংকেত
നിയന്ത്രണ സ്വിച്ച്,নিয়ন্ত্ৰণ চুইচ
നിയന്ത്രണ ടേപ്പ്,নিয়ন্ত্ৰণ টেপ
നിയന്ത്രണ ടെർമിനൽ,নিয়ন্ত্ৰণ টাৰ্মিনেল
നിയന്ത്രണ യൂണിറ്റ് (CU),নিয়ন্ত্ৰণ একক (CU)
ഒത്തുചേരൽ,অভিসৰণ
സംഭാഷണം,কথা-বাৰ্তা
സംഭാഷണ സമയം പങ്കിടൽ,কথোপকথনৰ সময় ভাগ-বতৰা কৰা
പരിവർത്തനം,ৰূপান্তৰ
കൺവെർട്ടർ,ৰূপান্তৰক
കുക്കിന്റെ സിദ്ധാന്തം,কুকৰ উপপাদ্য
സഹ-പ്രൊസസർ,সহ-প্ৰচেছৰ
പകർത്തുക,কপি কৰক
പകർപ്പവകാശം,কপিৰাইট
ചരട്,কৰ্ড
കോർഡ്ലെസ്സ് ടെലിഫോൺ,কৰ্ডলেছ টেলিফোন
അനന്തരഫലം,corollary
തിരുത്തൽ,সংশোধন
ദുഷിച്ചു,দুৰ্নীতিগ্ৰস্ত
എണ്ണുക,হিচাপ কৰা
കൗണ്ടർ,বিৰোধ
രാജ്യത്തിന്റെ കോഡ്,দেশৰ কোড
സഹവർത്തിത്വം,সহাৱস্থান
കവറേജ്,কভাৰেজ
തകര്ച്ച,খুন্দা মৰা
നിർണായക പാത,জটিল পথ
ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM),জটিল পথ পদ্ধতি (CPM)
ക്രോസ് ചെക്ക്,ক্ৰছ চেক
ക്രോസ് കംപൈലർ,ক্ৰছ কম্পাইলাৰ
തീ കടക്കുക,ক্ৰছ জুই
ക്രോസ് ടോക്ക്,ক্ৰছ টক
ക്രിപ്റ്റോഗ്രാഫിക്,ক্ৰিপ্টোগ্ৰাফিক
ക്രിപ്റ്റോഗ്രഫി,ক্ৰিপ্টোগ্ৰাফী
കറൻസി ചിഹ്നം,মুদ্ৰাৰ চিহ্ন
നിലവിലെ ഡയറക്ടറി,বৰ্তমান ডাইৰেকটৰি
നിലവിലെ വിൻഡോ,বৰ্তমান উইন্ডো
കഴ്സർ,কাৰ্চাৰ
വളവ്,বক্ৰ
വെട്ടി ഒട്ടിക്കുക്ക,কাটি পেষ্ট কৰক
കട്ട് രീതി,কাটিব পৰা পদ্ধতি
സൈബർ,চাইবাৰ
സൈബർ കഫേ,চাইবাৰ কেফে
സൈബർ പണം,চাইবাৰ নগদ ধন
സൈബർ കുറ്റകൃത്യം,চাইবাৰ অপৰাধ
സൈബർ ഡെലിക്കുകൾ,চাইবাৰ ডেলিক
സൈബർ നിയമം,চাইবাৰ আইন
സൈബർ സെക്‌സ്,চাইবাৰ যৌনতা
സൈബർനാറ്റിക്സ്,চাইবাৰনেটিক্স
സൈബർനേഷൻ,চাইবাৰনেচন
ചക്രം,চক্ৰ
സൈക്കിൾ മെമ്മറി,চক্ৰ স্মৃতিশক্তি
സൈക്കിൾ മോഷ്ടിക്കുന്നു,চক্ৰ চুৰি
സൈക്കിൾ സമയം,চক্ৰৰ সময়
ചാക്രികമായ,চক্ৰীয়
പിശാച്,ডেমন
ഡെയ്സി ചക്രം,ডেইজী চকা
ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ,ডাটা প্ৰশাসক
ഡാറ്റ അലോക്കേഷൻ,তথ্য আবণ্টন
ഡാറ്റ ഏരിയ,ডাটা এৰিয়া
ഡാറ്റ അറേ,ডাটা এৰে
ഡാറ്റാ ബേസ്,ডাটা বেচ
ഡാറ്റ ബ്രേക്ക്,ডাটা ব্ৰেক
ഡാറ്റ ബസ്,ডাটা বাছ
ഡാറ്റ കാരിയർ,ডাটা কেৰিয়াৰ
ഡാറ്റ സെൽ,ডাটা চেল
ഡാറ്റ ചാനൽ,ডাটা চেনেল
ഡാറ്റ ആശയവിനിമയം,ডাটা যোগাযোগ
