Bengali,Hindi
সামঞ্জস্য সমীকরণ,सुसंगत समीकरण
প্রতিযোগিতামূলক খেলা,स्पर्धी खेल
প্রতিযোগিতামূলক পরিস্থিতি,स्पर्धी स्थिति
প্রতিযোগিতামূলক কৌশল,स्पर्धी युक्ति
কম্পাইলার," अनुभाषक , संकलक"
পরিপূরক,पूरक
পরিপূরক কোণ,पूरक कोण
পরিপূরক ঘটনা,पूरक घटना
পরিপূরক ফ্যাক্টর,पूरक कारक
পরিপূরক ফাংশন,पूरक फलन
পরিপূরক অর্ধেক স্থান,पूरक अर्ध समष्टि
পরিপূরক ব্যবধান,पूरक अंतराल
পরিপূরক সেট,पूरक समुच्चय
পরিপূরক,"पूरकीकरण, पूरक-निर्धारण"
একটি সেটের পরিপূরক,पूरक समुच्चय
সম্পূর্ণ আদমশুমারি,पूर्ण गणना
সম্পূর্ণ পারস্পরিক সম্পর্ক ম্যাট্রিক্স,पूर्ण सहसंबंध मैट्रिक्स
সম্পূর্ণ মেট্রিক স্থান,पूर्ण दरीक समष्टि
সম্পূর্ণ অর্থনর্মাল সেট,पूर्ण प्रसामान्यलांबिक समुच्चय
সম্পূর্ণ চতুর্ভুজ,पूर्ण चतुष्कोण
সম্পূর্ণ ভাগফল,पूर्ण भागफल
সম্পূর্ণ সেট,पूर्ण समुच्चय
সম্পূর্ণ সমাধান,पूर्ण हल
সম্পূর্ণরূপে এলোমেলো নকশা,पूर्णतया यादृच्छिकीकृत अभिकल्पना
জটিল যুক্তি,सम्मिश्र स्वतंत्र चर
জটিল অনুবন্ধী,सम्मिश्र संयुग्मी
জটিল পার্থক্য,सम्मिश्र अवकलन
জটিল ফাংশন,सम्मिश्र फलन
জটিল একীকরণ,सम्मिश्र समाकलन
জটিল ম্যাট্রিক্স,सम्मिश्र आव्यूह
জটিল সংখ্যা,सम्मिश्र संख्या
জটিল সংখ্যা ক্ষেত্র,सम्मिश्र संख्या क्षेत्र
জটিল অর্থোগোনাল ম্যাট্রিক্স,सम्मिश्र लांबिक आव्यूह
জটিল সমতল,सम्मिश्र समतल
জটিল পরিমাণ,सम्मिश्र राशि
জটিল পারস্পরিক,सम्मिश्र व्युत्क्रम
জটিল ফলাফল,सम्मिश्र परिणामी
জটিল স্থান,सम्मिश्र समष्टि
জটিল মূল্যবান ফাংশন,सम्मिश्रमानी फलन
জটিল পরিবর্তনশীল,सम्मिश्र चर
componendo এবং divindendo,योगांतरानुपात
উপাদান," घटक , संबद्‌ध घटक"
উপাদান বিশ্লেষণ,घटक विश्लेषण
বৈচিত্র্যের উপাদান,प्रसरण-घटक
ভেক্টরের উপাদান,सदिश-घटक
যৌগিক ফাংশন,संयुक्त फलन
যৌগিক অনুমান,संयुक्त परिकल्पना
যৌগিক সংখ্যা,भाज्य संख्या
যৌগিক সিরিজ,संयुक्त श्रेणी
ভেক্টরের গঠন,सदिश-संयोजन
যৌগিক কোণ,मिश्र कोण
যৌগিক বিভাগ,मिश्र भाग
যৌগিক ভগ্নাংশ,मिश्र भिन्न
চক্রবৃদ্ধিহারে সুদ,चक्रवृद्‌धि ब्याज
