Hindi,Assamese
"1.वचन बद्धता, 2.प्रतिबद्धता",অংগীকাৰ
वस्तु,পণ্য
सामान्य व्यवसाय उन्मुखी भाषा (कोबोल),সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol)
सामान्य त्रुटि,সাধাৰণ ভুল
सामान्य भाषा,সাধাৰণ ভাষা
"1.सामान्य नेमक,2. सामान्य नित्यक्रम",সাধাৰণ ৰুটিন
संचार,যোগাযোগ
संचार रेखा,যোগাযোগ লাইন
संचार विधा,যোগাযোগ ধৰণ
"1. संचार नेटवर्क, 2. संचार जालक्रम",যোগাযোগ নেটৱৰ্ক
संचार प्राचल,যোগাযোগ প্ৰাচল
संचार तंत्र,যোগাযোগ ব্যৱস্থা
संहनन,সংকোচন
संपीडप्रसारित्र,কম্পাণ্ডাৰ
संपीडप्रसारण,companding
कंपनी नेटवर्क,কোম্পানী নেটৱৰ্ক
तुलना परीक्षण,তুলনামূলক পৰীক্ষা
"1.सुसंगति, 2.संगतता",সামঞ্জস্যতা
सुसंगत,উপযুক্ত
संकलन,সংকলন
संकलन तथा कार्यपालन,কম্পাইল কৰক আৰু যাওক
"1.संकलक, 2.क्रमादेश अंतरक",কম্পাইলাৰ
संकलक भाषा,কম্পাইলাৰ ভাষা
पूरक,পৰিপূৰক
दस-पूरक,দহজনৰ ওপৰত পৰিপূৰক
पूरक,পৰিপূৰক
"1.संपूर्ण हस्तगत, 2.संपूर्ण हासिल",সম্পূৰ্ণ কঢ়িয়াই নিয়া
सम्मिश्र,জটিল
सम्मिश्र संख्या,জটিল সংখ্যা
घटक,উপাদান
कॉम,উপাদান বস্তুৰ আৰ্হি (COM)
संयुक्त,কম্পোজিট
संयोजन,সুৰ-ৰচনা
"1.अभिकलनीय, 2.अभिकल्पनात्मक",গণনামূলক
कंप्यूटर,কম্পিউটাৰ
कंप्यूटर केन्द्र,কম্পিউটাৰ কেন্দ্ৰ
कंप्यूटर विशेषज्ञ,কম্পিউটাৰ বিশেষজ্ঞ
कंप्यूटर ग्राफिक्स,কম্পিউটাৰ গ্ৰাফিক্স
कंप्यूटर अनुदेश,কম্পিউটাৰৰ নিৰ্দেশনা
"1.कंप्यूटर भाषा, 2.अभिकलक भाषा",কম্পিউটাৰ ভাষা
"1.कंप्यूटर नेटवर्क, 2.कंप्यूटर जालक्रम",কম্পিউটাৰ নেটৱৰ্ক
कंप्यूटर विज्ञान,কম্পিউটাৰ বিজ্ঞান
कंप्यूटर सुरक्षा,কম্পিউটাৰ সুৰক্ষা
कंप्यूटर अनुकरण,কম্পিউটাৰ চিমুলেটন
कंप्यूटर विशेषज्ञ,কম্পিউটাৰ বিশেষজ্ঞ
कंप्यूटरीकरण,কম্পিউটাৰাইজেচন
कंप्यूटरविद्,কম্পিউটাৰিষ্ট
कंप्यूटरीकरण,কম্পিউটাৰাইজ কৰা
"1.अभिकलन,2. कंप्यूटन",কম্পিউটিং
संकल्पना,ধাৰণা
"1.समरूपता, 2.सहसंगता, 3.संगमन",সমকালীনতা
"संगामी, समरूपी",সমকালীন
प्रतिबंध चर,কণ্ডিচন ভেৰিয়েবল
प्रतिबंधित संकारक,চৰ্তসাপেক্ষ অপাৰেটৰ
प्रतिबंधित कथन,চৰ্তসাপেক্ষ বিবৃতি
चालक,পৰিবাহী
"1.दूर सम्मेलन, 2.सम्मेलन",কনফাৰেন্সিং
गोपनीयता,গোপনীয়তা
"1.संविन्यास, 2.संरूपण",বিন্যাস
संकुलन,ভিৰ
संयोजन,সংযোগ
संबंधन गति,সংযোগ গতি
संबंधन,সংযোগ
संबंधन रहित संचार,সংযোগ কম যোগাযোগ
संबधन मुक्ति,সংযোগ মুক্তি
संयोजकता,সংযোগ
"1.संबंधक, 2.संयोजक",সংযোগকাৰী
क्रमागत,একেৰাহে
अनुवर्ती,ফলস্বৰূপ
कन्सोल,কনছ&#39;ল
समेकन,একত্ৰীকৰণ
"1.नियतांक,2. स्थिरांक",নেৰানেপেৰা
अचर अनुदेश,নিৰন্তৰ নিৰ্দেশনা
प्रतिबंधित,বাধা
संरचक,কনষ্ট্ৰাক্টৰ
पात्र,পাত্ৰ
"1.अन्तर्वस्तु, 2.अंश",বিষয়
सन्दर्भ,সন্দৰ্ভ
सन्दर्भ मुक्त व्याकरण (सी एफ जी),প্ৰসংগ মুক্ত ব্যাকৰণ (CFG)
सन्दर्भ स्विच,প্ৰসংগ চুইচ
"1.आकस्मिक, 2.आकस्मिकता",আকস্মিকতা
विसंगति,সংকোচন
विपर्यास,বিষমতা
नियंत्रण,নিয়ন্ত্ৰণ
नियंत्रण क्षेत्र,নিয়ন্ত্ৰণ এলেকা
नियंत्रण बिट,নিয়ন্ত্ৰণ বিট
नियंत्रक बस,নিয়ন্ত্ৰণ বাছ
नियंत्रण कार्ड,নিয়ন্ত্ৰণ কাৰ্ড
नियंत्रण परिपथ,নিয়ন্ত্ৰণ বৰ্তনী
नियंत्रण चक्र,নিয়ন্ত্ৰণ চক্ৰ
"1.नियंत्रण अभियांत्रिकी, 2.नियंत्रण इंजीनियरी",নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী
नियंत्रण कुंजी,নিয়ন্ত্ৰণ কি&#39;
नियंत्रण तर्क,নিয়ন্ত্ৰণ যুক্তি
नियंत्रण पाश,নিয়ন্ত্ৰণ লুপ
नियंत्रण चिन्ह,নিয়ন্ত্ৰণ চিহ্ন
नियंत्रण संक्रिया,নিয়ন্ত্ৰণ কাৰ্য্য
नियंत्रण पैनल,নিয়ন্ত্ৰণ পেনেল
नियंत्रण संकेत,নিয়ন্ত্ৰণ সংকেত
नियंत्रण स्विच,নিয়ন্ত্ৰণ চুইচ
नियंत्रण टेप,নিয়ন্ত্ৰণ টেপ
"1.नियंत्रण टर्मिनल, 2.नियंत्रण अंतक",নিয়ন্ত্ৰণ টাৰ্মিনেল
"1.नियंत्रण एकक,2. नियंत्रण इकाई",নিয়ন্ত্ৰণ একক (CU)
अभिसरण,অভিসৰণ
संवाद,কথা-বাৰ্তা
संवादी काल भाजन,কথোপকথনৰ সময় ভাগ-বতৰা কৰা
रूपांतरण,ৰূপান্তৰ
परिवर्तक,ৰূপান্তৰক
कुक-प्रमेय,কুকৰ উপপাদ্য
सह प्रक्रमक,সহ-প্ৰচেছৰ
प्रतिलिपि,কপি কৰক
सर्वाधिकार,কপিৰাইট
कॉर्ड,কৰ্ড
"1.कॉर्डलेस टेलीफोन,2. तार रहित टेलीफोन, 3. तार रहित दूरभाष",কৰ্ডলেছ টেলিফোন
उपप्रमेय,corollary
संशोधन,সংশোধন
"1.अनुपयोगी, 2. विकृत",দুৰ্নীতিগ্ৰস্ত
गणना,হিচাপ কৰা
गणक,বিৰোধ
देश कूट,দেশৰ কোড
सहप्रसरण,সহাৱস্থান
