English,Marathi
Aerothermodynamics,वायुगतिकी
Afocal system,फोकस सिस्टम
After body,शेपटीचे शरीर
After burner,प्रज्वलित करणारा
After burning,परत प्रज्वलन
After glow,परत प्रकाश
After heat,परत उष्णता
After image,प्रतिमा
After treatment,उपचारानंतर
After-ripening stage,परिपक्वता नंतर
Afterflow,परत प्रवाह
Aftershock,आघात
Age,"वय, वय, वय, काळ, काळ (नाही, ) काळाने प्रभावित करणे, वेळ प्रभावित करणे (ver, )"
Aged,वेळ प्रभावित
Aged system,"कालातीत शरीर, कालातीत शरीर"
Ageing (aging),"वृद्धत्व, वृद्धत्व"
Aging (=ageing),वेळेचा प्रभाव
Aging tst,वेळ प्रभाव चाचणी
Agonic,खोडकर
Agonic line,शून्य जंक्शन लाइन
Agravic,गुरुत्वाकर्षणरहित
Aided tracing,उपयुक्त पाठपुरावा
Aileron,भागीदार
Aim,समेट
Aim bias,संलयन विचलन
Aiming circle,कंडेनसर
Aiming error,फिक्सेशन त्रुटी
Air absorption,हवा शोषण
Air bombing range,हवाई बॉम्बस्फोट श्रेणी
Air breather,हवा श्वसन यंत्र
Air breathing,वायु श्वसन
Air breathing vehicle,हवा श्वास वाहन
Air bubble,हवाई बुद्ध
Air capacitor,एअर कॅपेसिटर
Air chamber,alveoli
Air channel,हवा प्रणाली
Air chart,फ्लाइट चार्ट
Air compression,एअर कॉम्प्रेशन
Air compression refrigerating machine,एअर कॉम्प्रेशन रेफ्रिजरेटर
Air compressor,एअर कंप्रेसर
Air condenser,एअर कॅपेसिटर
Air conditioning,वातानुकुलीत
Air conduction,वायुवीजन
Air cooling,हवा थंड करणे
Air cored coil,वायुक्रोधी कुंडली
Air damper,"एअर डँपर, एअर डँपर"
Air damping system,हवा ओलसर प्रणाली
Air defence system,हवाई संरक्षण प्रणाली
Air deflector,एअर डिफ्लेक्टर
Air depolarised cell,हवा विध्रुवीकरण सेल
Air displacing piston,एअर रिप्लेसर पिस्टन
Air draft,वात प्रवत
Air equivalent,हवा समतुल्य
Air equivalent material,समतुल्य वायु पदार्थ
Air equivalent thickness,समतुल्य हवेची जाडी
Air expansion refrigerating machine,हवा परिसंचरण रेफ्रिजरेटर
Air friction,हवा घर्षण
Air fused quartz,एअर फ्यूज्ड क्वार्ट्ज
Air gap,हवेची पोकळी
Air lift,विमानवाहू गाडी
Air line,"(स्पेक्ट्रम) एअर स्पेक्ट्रम लाइन, एअरलाइन कंपनी, एअर लाइन"
Air lock,हवाई तालक
Air navigation radio aids,विमानचालन रेडिओ मदत
Air permeability,हवा पारगम्यता
Air photo,हवाई फोटो
Air photography,हवाई छायाचित्रण
Air pisition indicator,एअर पोझिशन संगणक
Air port,विमानतळ
Air preheating,एअर प्रीहिटिंग
Air pressure,हवेचा दाब
Air pressure system,हवेचा दाब प्रणाली
Air pump,हवा पंप
Air ratio,हवेचे प्रमाण
Air regulator,हवा नियंत्रक
Air scatter,हवा विखुरणे
Air screw,"एअर फॅन, एअरक्राफ्ट प्रोपेलर"
Air shower,हवेचा वर्षाव
Air space,"हवाई क्षेत्र, हवाई विश्रांती"
Air specific impulse,विशिष्ट थ्रस्ट आवेग
Air standard efficiency,हवा मानक कार्यक्षमता
Air start,हवाई प्रक्षेपण
Air thermoscope,एअर थर्मामीटर
Air thermostat,एअर थर्मोस्टॅट
Air to air communication,स्काय-स्काय रेडिओ ट्रान्समिशन
Air to ground radio communication,आकाश-भूमि रेडिओ प्रसारण
Air traffic control,हवाई वाहतूक नियंत्रण
Air trajectory,वायुमार्ग
Air wave,वाऱ्याची लाट
Air weapon,b शस्त्र
Air-break switch,एअर ब्रेक स्विच
Air-earth current,वायु-पृथ्वी प्रवाह
Air-navigation,पायलटिंग
Air-to-surface vessel = dumbo,सागरी लक्ष्य एअर रडार
Airborne,"हवेशीर, हवेशीर"
Airborne early warning radar,एअरबोर्न लवकर चेतावणी रडार
Airborne gun laying radar=air borne gun sight radar,एअरबोर्न गन डायरेक्टर रडार
Airborne interception,वायुमार्गात अडथळा
Airborne jamming transmitter,एरोस्पेस कनेक्टर ट्रान्समीटर
Airborne magnetometer,एअरबोर्न मॅग्नेटोमीटर
Airborne noise,हवेतील आवाज
Airborne profile recorder,एअरबोर्न प्रोफाइल रेकॉर्डर
Airborne radar,"हवाई रडार, हवाई रडार"
Airborne scintillation counter,हवा उडवणारा काउंटर
Airborne target,"हवाई लक्ष्य, हवाई लक्ष्य"
Airco process,ज्वाला कडक करण्याची प्रक्रिया
Aircomatic welding,अक्रिय गॅस शील्ड वेल्डिंग
Aircooler,वायू शीतक
Aircore transformer,एअर कॉर्ड ट्रान्सफॉर्मर
Aircraft,विमान
Aircraft aerial switch,विमान अँटेना स्विच
Aircraft camera,विमान कॅमेरा
Aircraft interception,विमान व्यत्यय
Aircraft tail warning radar,विमान शेपूट चेतावणी रडार
Airfield surface movement indicator,विमानतळ क्रियाकलाप ट्रॅकर
Airglow,वायुवीजन
Airground radio frequency,ग्राउंड प्लेन रेडिओ वारंवारता
Airone,एरोन
Airplane energy equation,वैमानिक ऊर्जा समीकरण
Airplane performance,वैमानिक कामगिरी
Airplane stability,विमानचालन स्थिरता
