Marathi,Odiya
जन्मदिनांक,ଜନ୍ମ ତାରିଖ
जन्म ठिकाण,ଜନ୍ମ ସ୍ଥାନ
जन्म दर,ଜନ୍ମ ହାର
द्विपक्षीय,ଦ୍ୱିଧ
काळा अर्थव्यवस्था,କଳା ଅର୍ଥନୀତି
काळा यादी,କଳା ତାଲିକା
ब्लॅकमेल,ବ୍ଲାକମେଲ୍ |
काळा बाजार,କଳା ବଜାର
दोष,ଦୋଷ
रिक्त तपासणी,ଖାଲି ଚେକ୍ |
ब्लँकेट डील,କମ୍ବଳ ଡିଲ୍ |
ब्लँकेट ऑर्डर,କମ୍ବଳ କ୍ରମ |
ब्लास्ट,ବିସ୍ଫୋରଣ
मिश्रण,ମିଶ୍ରଣ
ब्लॉक,ବ୍ଲକ
नाकेबंदी,ଅବରୋଧ
अवरोधित भांडवल,ଅବରୋଧିତ ପୁଞ୍ଜିବା |
ब्लॉक लेटर,ବ୍ଲକ ଚିଠି
रक्तदान,ରକ୍ତ ଦାନ
रक्त संबंध,ରକ୍ତ ସମ୍ପର୍କ
ब्लू कॉलर जॉब,ନୀଳ କଲର କାର୍ଯ୍ୟ |
ब्लूप्रिंट,ବ୍ଲୁ ପ୍ରିଣ୍ଟ
ब्लफ,ବ୍ଲଫ୍ |
बोर्ड,ବୋର୍ଡ
बोर्डिंग आणि लॉजिंग,ବୋର୍ଡିଂ ଏବଂ ରହଣି
संचालक मंडळ,ନିର୍ଦ୍ଦେଶକ ବୋର୍ଡ
महसूल मंडळ,ରାଜସ୍ୱ ବୋର୍ଡ |
शरीर,ଶରୀର
अंगरक्षक,ଅଙ୍ଗରକ୍ଷୀ
बोगस व्हाउचर,ବୋଗସ୍ ଭାଉଚର |
बोनाफाइड्स,ବୋନାହିକତା |
बाँड,ବନ୍ଧନ
बंधनकारक कामगार,ବନ୍ଧିତ ଶ୍ରମ
बोनस,ବୋନସ୍
बुकिंग कार्यालय,ବୁକିଂ କାର୍ଯ୍ୟାଳୟ
बुक-कीपर,ବୁକ୍-ରକ୍ଷକ
पुस्तक ठेवणे,ପୁସ୍ତକ-ରଖିବା
पुस्तिका,ବୁକଲେଟ୍
संदर्भ पुस्तक,ରେଫରେନ୍ସ ବୁକ୍
पुस्तक मूल्य,ପୁସ୍ତକ ମୂଲ୍ୟ
बूथ,ବୁଥ
बूथ कॅप्चरिंग,ବୁଥ କ୍ୟାପଚର |
सीमा भत्ता,ସୀମା ଭତ୍ତା
सीमारेषा,ସୀମା ରେଖା
कर्जदार,Orr ଣଗ୍ରହୀତା |
कर्ज घेण्याची शक्ती,ଶକ୍ତି owing ଣ
बॉस,ମାଲିକ
अडथळा,ବୋତଲ
कंस,ବ୍ରାକେଟ୍
सीमा,ସୀମା
बहिष्कार,ବଏକଟ୍
बुध्दीमानांची गळती,ପ୍ରତିଭା ପଳାୟନ
शाखा कार्यालय,ଶାଖା କାର୍ଯ୍ୟାଳୟ
उल्लंघन,ଭଙ୍ଗ କର
कराराचा भंग,ଚୁକ୍ତିନାମା ଉଲ୍ଲଂଘନ |
आत्मविश्वासाचा भंग,ଆତ୍ମବିଶ୍ୱାସର ଉଲ୍ଲଂଘନ |
करारभंग,ଚୁକ୍ତିନାମା ଉଲ୍ଲଂଘନ |
शिस्तीचा भंग,ଅନୁଶାସନ ଉଲ୍ଲଂଘନ କରନ୍ତୁ |
कायद्याचा भंग,ଆଇନର ଉଲ୍ଲଂଘନ କର
शांततेचा भंग,ଶାନ୍ତିର ଉଲ୍ଲଂଘନ |
विशेषाधिकार उल्लंघन,ସ privilege ଭାଗ୍ୟ ଉଲ୍ଲଂଘନ |
वचन उल्लंघन,ପ୍ରତିଜ୍ଞା ଉଲ୍ଲଂଘନ କର |
नियम उल्लंघन,ନିୟମ ଉଲ୍ଲଂଘନ |
विश्वास उल्लंघन,ବିଶ୍ୱାସର ଉଲ୍ଲଂଘନ |
ब्रेक,ଭାଙ୍ଗିବା
यंत्रातील बिघाड,ଭାଙ୍ଗନ୍ତୁ
सेवेत ब्रेक,ସେବାରେ ଭାଙ୍ଗନ୍ତୁ |
ब्रेक-अप,ବିଚ୍ଛିନ୍ନ
प्रजनन,ପ୍ରଜାତି
लाच,ଲାଞ୍ଚ
संक्षिप्त,ସଂକ୍ଷିପ୍ତ
संक्षिप्त,ସଂକ୍ଷିପ୍ତ
संक्षिप्त सारांश,ସଂକ୍ଷିପ୍ତ ରିଜ୍ୟୁମ୍ |
चमकदार रेकॉर्ड,ଉଜ୍ଜ୍ୱଳ ରେକର୍ଡ |
लक्षात घ्या,ନୋଟିସକୁ ଆଣ |
प्रसारण,ପ୍ରସାରଣ
ब्रॉडशीट,ବ୍ରଡସିଟ୍ |
माहितीपत्रक,ବ୍ରୋସର
दलाली,ଦାଗ
पुढे आणले (बी/एफ),ଆଗକୁ ଆଣିଲା (b / f)
अर्थसंकल्प वाटप,ବଜେଟ୍ ଆବଣ୍ଟନ
बगेटरी कंट्रोल,ବୁଗେଟାରୀ ନିୟନ୍ତ୍ରଣ |
अर्थसंकल्प अंदाज,ବଜେଟ୍ ଆକଳନ |
अर्थसंकल्प तरतूद,ବଜେଟ୍ ଯୋଗାଣ
इमारत,ନିର୍ମାଣ
बल्क,ବହୁଳ |
मोठ्या प्रमाणात खरेदी,ବହୁଳ କ୍ରୟ
बुलेटिन,ବୁଲେଟିନ୍
बम्पर पीक,ବମ୍ପର ଫସଲ
रिक्त जागा,ଖାଲି ପଦବୀ ଗୁଣ୍ଡ |
बंगळ,ବଙ୍ଗଳା |
नोकरशाही,ଅମଲାତନ୍ତ୍ର
नोकरशाही,ଅମଲାତନ୍ତ୍ର
व्यवसाय वर्ग,ବ୍ୟବସାୟିକ ଶ୍ରେଣୀ
व्यवसाय तास (= व्यवसायाचे तास),ବ୍ୟବସାୟ ଘଣ୍ଟା (= ଘଣ୍ଟା ବ୍ୟବସାୟ)
व्यापारी,ବ୍ୟବସାୟୀ
परत खरेदी,କିଣନ୍ତୁ-ବ୍ୟାକ୍ |
खरेदीदार,କ୍ରେତା
बाय निवडणूक (= निवडणुकीद्वारे),ବାଇ ନିର୍ବାଚନ (= ନିର୍ବାଚନ ଦ୍ୱାରା)
हाताने तयार केलेल्या,ହାତରେ
पोस्टाने,ପୋଷ୍ଟ ଦ୍ୱାରା
केबिन बॅगेज,କ୍ୟାବିନ ବ୍ୟାଗେଜ୍ |
कपाट,କ୍ୟାବିନେଟ୍
केडर,Cadre
आपत्ती,ବିପଦ
गणना,ଗଣନା
कॅलेंडर वर्ष,କ୍ୟାଲେଣ୍ଡର ବର୍ଷ |
मोहीम,ଅଭିଯାନ |
कॅम्पस,କ୍ୟାମ୍ପସ୍
कॅम्पस मुलाखत,କ୍ୟାମ୍ପସ୍ ସାକ୍ଷାତକାର |
रद्द करा,ବାତିଲ୍ କରନ୍ତୁ |
रद्द,ବାତିଲ୍
उमेदवार,ପ୍ରାର୍ଥୀ
उमेदवारी,ପ୍ରାର୍ଥୀ
कॅनव्हासिंग,କାନଭାସିଂ |
क्षमता,ସାମର୍ଥ୍ୟ |
सक्षम,ସକ୍ଷମ
क्षमता,କ୍ଷମତା
भांडवल,ପୁଞ୍ଜି
भांडवली खर्च,ପୁଞ୍ଜି ଖର୍ଚ୍ଚ
फाशीची शिक्षा,ମୁଖ୍ୟ ଦଣ୍ଡ
कॅपिटेशन फी,କ୍ୟାପିଟାଇଜେସନ୍ ଫି |
कॅप्चर,ଧରିବା
काळजी,ଯତ୍ନ
करिअर,ବୃତ୍ତି
करिअर विकास,ବୃତ୍ତି ବିକାଶ
काळजीवाहू सरकार,କାରିଗର ସରକାର
पुढे नेले (सी/एफ),ଆଗକୁ ନିଆଗଲା (C / F)
पुढे जा,ଆଗକୁ ବ carry ଦିଅ
वाहून नेणारा खर्च,ମୂଲ୍ୟ ବହନ
वर जा,ହସ୍ତାନ୍ତର
कार्टेज,କାର୍ଟେଜ୍ |
केस,କେସ୍
केस स्टडी,ଅକ୍ଷର ଅଧ୍ୟୟନ |
रोख,ନଗଦ
रोख शिल्लक,ନଗଦ ସନ୍ତୁଳନ |
रोख पुस्तक,ନଗଦ ପୁସ୍ତକ
रोख कार्ड,ନଗଦ କାର୍ଡ
रोख प्रमाणपत्र,ନଗଦ ପ୍ରମାଣପତ୍ର
रोख काउंटर,ନଗଦ କାଉଣ୍ଟର |
नगदी पिक,ନଗଦ ଫସଲ
रोख सूट,ନଗଦ ରିହାତି
कॅश डाउन,ନଗଦ ତଳକୁ
हातात रोख,ହାତରେ ନଗଦ
रोख मेमो,ନଗଦ ମେମୋ |
रोख देय,ନଗଦ ଦେୟ
जात,ଜାତି
जातीचे प्रमाणपत्र,ଜାତି ପ୍ରମାଣପତ୍ର
कास्टिंग मत,କାଷ୍ଟିଂ ଭୋଟ୍ |
प्रासंगिक,କାଜୁଆଲ୍ |
प्रासंगिक कामगार,କାଜୁଆଲ୍ ଶ୍ରମ
प्रासंगिक रजा,କାଜୁଆଲ୍ ଛୁଟି |
कॅज्युअल्टी,ଆହତ
प्रासंगिक रिक्त जागा,କାଜୁଆଲ୍ ଖାଲିତା |
कॅटलॉग,କାଟାଲଗ୍ |
वर्गीकरण,ସୀମା
वर्ग,ବର୍ଗ
केटरिंग सेवा,କ୍ୟାଟରିଂ ସେବା |
सावधगिरी,ସାବଧାନ
सावधगिरीचे पैसे,ସାବଧାନ ଚିନ୍ତା
आग बंद करा,ନିଆଁକୁ ବନ୍ଦ କର |
"कमाल मर्यादा (""किंमत"" म्हणून)","ଛାତ (""ମୂଲ୍ୟ"" ପରି)"
उत्सव,ଉତ୍ସବ
सेल फोन,ମୋବାଇଲ୍ ଫୋନ୍
सेन्सॉर,ସେନ୍ସର
सेन्सॉर,ନିନ୍ଦା
सेन्सॉर मोशन,ସେନ୍ସର ଗତି
जनगणना,ଜନଗଣନା
मध्यवर्ती उपकर,କେନ୍ଦ୍ରୀୟ ସେସ୍
केंद्रीय नागरी सेवा नियम,ସେଣ୍ଟ୍ରାଲ୍ ସିଭିଲ୍ ସେବା ନିୟମ |
केंद्रीय उत्पादन शुल्क,କେନ୍ଦ୍ରୀୟ ଏକ୍ସାଇଜ୍ |
केंद्र सरकार,କେନ୍ଦ୍ରୀୟ ସରକାର
केंद्रीकरण,ତେଜ
केंद्रीकृत सेवा,କେନ୍ଦ୍ରୀଭୂତ ସେବା
मध्यवर्ती अनुदानीत योजना,କେନ୍ଦ୍ରୀୟ ଅନୁଦାନ ପ୍ରାପ୍ତ ସ୍କିମ୍ |
मध्यवर्ती प्रायोजित योजना,କେନ୍ଦ୍ରୀୟ ଭାବରେ ପ୍ରାୟୋଜିତ ସ୍କିମ୍ |
मध्यवर्ती कार्यालय,କେନ୍ଦ୍ରୀୟ କାର୍ଯ୍ୟାଳୟ
मध्यवर्ती महसूल,କେନ୍ଦ୍ରୀୟ ରାଜସ୍ୱ
केंद्रीय विक्री कर,କେନ୍ଦ୍ରୀୟ ବିକ୍ରୟ କର |
मध्य,କେନ୍ଦ୍ର
शतक,ଶତାବ୍ଦୀ
अन्नधान्य,ଶସ୍ୟ
फेरेलिस्ट,ସିଆଲଷ୍ଟ
औपचारिक परेड,ଆନୁଷ୍ଠାନିକ ପ୍ୟାରେଡ୍ |
सोहळा,ସମାରୋହ
प्रमाणपत्र,ପ୍ରମାଣପତ୍ର
फिटनेसचे प्रमाणपत्र,ଫିଟନେସ୍ ପ୍ରମାଣପତ୍ର
पोस्टिंगचे प्रमाणपत्र,ପୋଷ୍ଟିଂ ପ୍ରମାଣପତ୍ର |
सेवेचे प्रमाणपत्र,ସେବା ପ୍ରମାଣପତ୍ର
प्रमाणपत्र,ପ୍ରମାଣପତ୍ର
प्रमाणित प्रत,ପ୍ରମାଣିତ କିକର
प्रमाणित करा,ପ୍ରମାଣପତ୍ର
सेस,Cess
विराम,ନିରାଶା
साखळी,ଶୃଙ୍ଖଳା
अध्यक्ष/अध्यक्ष,ଚେୟାରମ୍ୟାନ୍ / ଚେୟାରପର୍ସନ୍ |
चालान,ଚେଲାନ
आव्हान,ଆହ୍ .ାନ |
खोली,ଚାମ୍ବର
चेंबर ऑफ कॉमर्स,ଚାମ୍ବର ଅଫ୍ କମର୍ସ |
बदला,ପରିବର୍ତ୍ତନ
अनागोंदी,ବିଶୃଙ୍ଖଳା
धडा,ଅଧ୍ୟାୟ |
चारित्र्य हत्या,ବର୍ଣ୍ଣ ଆସାସିଲେସନ୍
वर्ण प्रमाणपत्र,ବର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର
शुल्क,ଚାର୍ଜ
मालमत्तेवर शुल्क आकार,ସମ୍ପତ୍ତି ଉପରେ ଚାର୍ଜ କରନ୍ତୁ |
शुल्क पत्रक,ଚାର୍ଜ ସିଟ୍
धर्मादाय,ନିର୍ବାସିତ |
धर्मादाय संस्था,ଦାନ
चार्ट,ଚାର୍ଟ
सनद,ଚାର୍ଟର୍
Chasis संख्या,ଅଧ୍ୟାୟ ସଂଖ୍ୟା |
फसवणूक,ପ୍ରତାରଣା
तपासा,ଯାଞ୍ଚ କରନ୍ତୁ |
यादी तपासा,ତାଲିକା ଯାଞ୍ଚ କରନ୍ତୁ |
पोस्ट तपासा,ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |
केमिस्ट,ରସାୟନ ବିଜ୍ଞାନୀ
धनादेश,ଯାଞ୍ଚ କରନ୍ତୁ |
LET तपासा,ଯାଞ୍ଚ କରନ୍ତୁ |
प्रमुख,ମୁଖିଆ
मुले शिक्षण भत्ता,ପିଲାମାନେ ଶିକ୍ଷା ଭତ୍ତା |
मुलाचे शोषण,ଶିଶୁ ଶୋଷଣ
बाल मजूर,ଶିଶୁ ଶ୍ରମିକ
बाल कल्याण,ଶିଶୁ କଲ୍ୟାଣ |
जुनाट,କ୍ରନିକ୍
कालक्रमानुसार ऑर्डर (= कालक्रमानुसार),କ୍ରମାନୁକ୍ରମିକ କ୍ରମ (= କ୍ରୋନୋଲୋଜିକାଲ୍ କ୍ରମ)
मंडळ,ବୃତ୍ତ
सर्किट हाऊस,ସର୍କିଟ ଘର
परिपत्रक (= परिपत्रक पत्र),ବୃତ୍ତାକାର (= ବୃତ୍ତାକାର ଚିଠି)
अभिसरण,ପ୍ରଚାର
परिस्थिती,ପରିସ୍ଥିତି
परिस्थितीजन्य पुरावा,ପରିସ୍ଥିତି ପ୍ରମାଣ |
उद्धरण,ଉଦ୍ଧୃତ
नागरिकत्व,ନାଗରିକତା
शहर भरपाई भत्ता,ସହର କ୍ଷତିପୂରଣ ଭତ୍ତା |
नागरी सुविधा,ନାଗରିକ ସୁବିଧା
दिवाणी,ନାଗର
नागरी संहिता,ସିଭିଲ୍ କୋଡ୍ |
नागरी सुरक्षा,ନାଗରିକ
दिवाणी यादी,ନାଗରିକ ତାଲିକା
नागरी विवाह,ନାଗରିକ ବିବାହ
नागरी प्रक्रिया कोड,ସିଭିଲ୍ ପ୍ରଣାଳୀ କୋଡ୍ |
नागरी सेवा,ନାଗରିକ ସେବା
दिवाणी खटला,ନାଗରିକ ସୁଟ୍
नागरी पुरवठा,ଗୃହପାଳିତ ପଶୁ ସାମଗ୍ରୀ |
नागरी युद्ध,ଗୃହଯୁଦ୍ଧ |
हक्क,ଦାବି
दावेकर्ता,ଦାବିଦାର |
हक्क फॉर्म,ଦାବି ଫର୍ମ
परताव्यासाठी हक्क,ଫେରସ୍ତ ପାଇଁ ଦାବି
स्पष्टीकरण,ସ୍ପଷ୍ଟୀକରଣ
वर्ग,ଶ୍ରେଣୀ
वर्गीकृत जाहिरात,ବର୍ଗୀକୃତ ବିଜ୍ଞାପନ |
वर्गीकृत कागदपत्रे,ବର୍ଗୀକୃତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
वर्गीकृत माहिती,ବର୍ଗୀକୃତ ସୂଚନା |
वर्गीकरण,ଶ୍ରେଣୀଭୁକ୍ତ କର
वर्गाच्या दिशेने,ଶାସ୍ତ୍ରୀୟ
कलम,ଧାରା
क्लीयरन्स,କ୍ଲିୟରାନ୍ସ
स्पष्ट रिक्तता,ଖାଲି ଖାଲି ଅଛି |
कारकुनी,କ୍ଲିରି ବି
कारकुनी संवर्ग,କ୍ଲିରିଫିକ୍ କ୍ୟାଡର
