Gujarati,Malayalam
રંગ સંતૃપ્તિ,നിറം സാച്ചുറേഷൻ
રંગ ટેબલ,വർണ്ണ പട്ടിക
કૉલમ,കോളം
સંયોજન,സംയോജനം
કૉમ્બો બૉક્સ,കോംബോ ബോക്സ്
આદેશ,കമാൻഡ്
આદેશ બટન,കമാൻഡ് ബട്ടൺ
આદેશ યાદી,കമാൻഡ് ലിസ്റ്റ്
ટિપ્પણી,അഭിപ്രായം
પ્રતિબદ્ધતા,പ്രതിബദ്ധത
કોમોડિટી,ചരക്ക്
કોમન બિઝનેસ ઓરિએન્ટેડ લેંગ્વેજ (કોબોલ),പൊതു ബിസിനസ് അധിഷ്ഠിത ഭാഷ (കോബോൾ)
સામાન્ય ભૂલ,സാധാരണ പിശക്
સામાન્ય ભાષા,പൊതു ഭാഷ
સામાન્ય દિનચર્યા,സാധാരണ പതിവ്
સંચાર,ആശയവിനിമയം
સંચાર લાઇન,ആശയവിനിമയ ലൈൻ
સંચાર મોડ,ആശയവിനിമയ മോഡ്
સંચાર નેટવર્ક,ആശയവിനിമയ ശൃംഖല
સંચાર પરિમાણ,ആശയവിനിമയ പരാമീറ്റർ
સંચાર વ્યવસ્થા,ആശയവിനിമയ സംവിധാനം
કોમ્પેક્શન,കോംപാക്ഷൻ
કમ્પેન્ડર,കമ്പാൻഡർ
સંયોજન,companding
કંપની નેટવર્ક,കമ്പനി ശൃംഖല
સરખામણી કસોટી,താരതമ്യ പരിശോധന
સુસંગતતા,അനുയോജ്യത
સુસંગત,അനുയോജ്യം
સંકલન,സമാഹാരം
કમ્પાઇલ કરો અને જાઓ,സമാഹരിച്ച് പോകുക
કમ્પાઇલર,കമ്പൈലർ
કમ્પાઇલર ભાષા,കമ്പൈലർ ഭാഷ
પૂરક,പരസ്പരപൂരകമായ
દસ પર પૂરક,കോംപ്ലിമെന്റ്-ഓൺ-പത്ത്
પૂરક,പൂരകൻ
સંપૂર્ણ વહન,പൂർണ്ണമായി കൊണ്ടുപോകുക
જટિલ,സങ്കീർണ്ണമായ
જટિલ સંખ્યા,സങ്കീർണ്ണ സംഖ്യ
ઘટક,ഘടകം
કમ્પોનન્ટ ઑબ્જેક્ટ મોડલ (COM),ഘടകം ഒബ്ജക്റ്റ് മോഡൽ (COM)
સંયુક્ત,സംയുക്തം
રચના,രചന
કોમ્પ્યુટેશનલ,കമ്പ്യൂട്ടേഷണൽ
કમ્પ્યુટર,കമ്പ്യൂട്ടർ
કમ્પ્યુટર કેન્દ્ર,കമ്പ്യൂട്ടർ കേന്ദ്രം
કમ્પ્યુટર નિષ્ણાત,കമ്പ്യൂട്ടർ വിദഗ്ധൻ
કમ્પ્યુટર ગ્રાફિક્સ,കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്
કમ્પ્યુટર સૂચના,കമ്പ്യൂട്ടർ നിർദ്ദേശം
કમ્પ્યુટર ભાષા,കമ്പ്യൂട്ടർ ഭാഷ
કમ્પ્યુટર નેટવર્ક,കമ്പ്യൂട്ടർ ശൃംഖല
કમ્પ્યુટર વિજ્ઞાન,കമ്പ്യൂട്ടർ സയൻസ്
કમ્પ્યુટર સુરક્ષા,കമ്പ്യൂട്ടർ സുരക്ഷ
કમ્પ્યુટર સિમ્યુલેટન,കമ്പ്യൂട്ടർ സിമുലേറ്റൺ
કમ્પ્યુટર નિષ્ણાત,കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്
કોમ્પ્યુટરાઇઝેશન,കമ്പ്യൂട്ടർവൽക്കരണം
કમ્પ્યુટરિસ્ટ,കമ്പ്യൂട്ടറിസ്റ്റ്
કમ્પ્યુટરાઇઝેશન,കമ്പ്യൂട്ടറൈസ് ചെയ്യുക
કમ્પ્યુટિંગ,കമ്പ്യൂട്ടിംഗ്
ખ્યાલ,ആശയം
સંમતિ,സമവായം
સમવર્તી,ഒരേസമയം
સ્થિતિ ચલ,അവസ്ഥ വേരിയബിൾ
શરતી ઓપરેટર,സോപാധിക ഓപ്പറേറ്റർ
શરતી નિવેદન,സോപാധിക പ്രസ്താവന
વાહક,കണ്ടക്ടർ
કોન્ફરન્સિંગ,കോൺഫറൻസിങ്
ગોપનીયતા,രഹസ്യാത്മകത
રૂપરેખાંકન,കോൺഫിഗറേഷൻ
ભીડ,തിരക്ക്
જોડાણમાં,സംയോജനം
કનેક્ટ ગતિ,കണക്ട് വേഗത
જોડાણ,കണക്ഷൻ
કનેક્શન ઓછું સંચાર,കണക്ഷൻ കുറവ് ആശയവിനിമയം
જોડાણ પ્રકાશન,കണക്ഷൻ റിലീസ്
કનેક્ટિવિટી,കണക്റ്റിവിറ്റി
કનેક્ટર,കണക്റ്റർ
સળંગ,തുടർച്ചയായി
પરિણામે,അനന്തരഫലം
કન્સોલ,കൺസോൾ
એકીકરણ,ഏകീകരണം
સતત,സ്ഥിരമായ
સતત સૂચના,നിരന്തരമായ നിർദ്ദേശം
અવરોધ,പരിമിതി
કન્સ્ટ્રક્ટર,കൺസ്ട്രക്റ്റർ
કન્ટેનર,കണ്ടെയ്നർ
સામગ્રી,ഉള്ളടക്കം
સંદર્ભ,സന്ദർഭം
સંદર્ભ મુક્ત વ્યાકરણ (CFG),സന്ദർഭ രഹിത വ്യാകരണം (CFG)
સંદર્ભ સ્વીચ,സന്ദർഭ സ്വിച്ച്
આકસ્મિક,ആകസ്മികത
સંકોચન,സങ്കോചം
વિપરીત,വൈരുദ്ധ്യം
નિયંત્રણ,നിയന്ത്രണം
નિયંત્રણ વિસ્તાર,നിയന്ത്രണ മേഖല
નિયંત્રણ બીટ,നിയന്ത്രണ ബിറ്റ്
નિયંત્રણ બસ,നിയന്ത്രണ ബസ്
નિયંત્રણ કાર્ડ,നിയന്ത്രണ കാർഡ്
નિયંત્રણ સર્કિટ,നിയന്ത്രണ സർക്യൂട്ട്
નિયંત્રણ ચક્ર,നിയന്ത്രണ ചക്രം
નિયંત્રણ એન્જિનિયરિંગ,നിയന്ത്രണ എഞ്ചിനീയറിംഗ്
નિયંત્રણ કી,നിയന്ത്രണ കീ
નિયંત્રણ તર્ક,നിയന്ത്രണ യുക്തി
નિયંત્રણ લૂપ,നിയന്ത്രണ ലൂപ്പ്
નિયંત્રણ ચિહ્ન,നിയന്ത്രണ അടയാളം
નિયંત્રણ કામગીરી,നിയന്ത്രണ പ്രവർത്തനം
કંટ્રોલ પેનલ,നിയന്ത്രണ പാനൽ
નિયંત્રણ સંકેત,നിയന്ത്രണ സിഗ്നൽ
નિયંત્રણ સ્વીચ,നിയന്ത്രണ സ്വിച്ച്
નિયંત્રણ ટેપ,നിയന്ത്രണ ടേപ്പ്
નિયંત્રણ ટર્મિનલ,നിയന്ത്രണ ടെർമിനൽ
કંટ્રોલ યુનિટ (CU),നിയന്ത്രണ യൂണിറ്റ് (CU)
કન્વર્જન્સ,ഒത്തുചേരൽ
વાતચીત,സംഭാഷണം
વાતચીત સમયની વહેંચણી,സംഭാഷണ സമയം പങ്കിടൽ
રૂપાંતર,പരിവർത്തനം
કન્વર્ટર,കൺവെർട്ടർ
કૂકનું પ્રમેય,കുക്കിന്റെ സിദ്ധാന്തം
સહ-પ્રોસેસર,സഹ-പ്രൊസസർ
નકલ,പകർത്തുക
કૉપિરાઇટ,പകർപ്പവകാശം
દોરી,ചരട്
કોર્ડલેસ ટેલિફોન,കോർഡ്ലെസ്സ് ടെലിഫോൺ
પરિણામ,അനന്തരഫലം
કરેક્શન,തിരുത്തൽ
દૂષિત,ദുഷിച്ചു
ગણતરી,എണ്ണുക
કાઉન્ટર,കൗണ്ടർ
દેશનો કોડ,രാജ്യത്തിന്റെ കോഡ്
સહપ્રવૃત્તિ,സഹവർത്തിത്വം
કવરેજ,കവറേജ്
ક્રેશ,തകര്ച്ച
મુશ્કેલ રસ્તો,നിർണായക പാത
જટિલ માર્ગ પદ્ધતિ (CPM),ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM)
ક્રોસ ચેક,ക്രോസ് ചെക്ക്
ક્રોસ કમ્પાઇલર,ക്രോസ് കംപൈലർ
ક્રોસ ફાયર,തീ കടക്കുക
ક્રોસ ટોક,ക്രോസ് ടോക്ക്
ક્રિપ્ટોગ્રાફિક,ക്രിപ്റ്റോഗ്രാഫിക്
સંકેતલિપી,ക്രിപ്റ്റോഗ്രഫി
ચલણ પ્રતીક,കറൻസി ചിഹ്നം
વર્તમાન ડિરેક્ટરી,നിലവിലെ ഡയറക്ടറി
વર્તમાન વિન્ડો,നിലവിലെ വിൻഡോ
કર્સર,കഴ്സർ
વળાંક,വളവ്
કાપો અને પેસ્ટ કરો,വെട്ടി ഒട്ടിക്കുക്ക
કાપવાની પદ્ધતિ,കട്ട് രീതി
સાયબર,സൈബർ
સાયબર કાફે,സൈബർ കഫേ
સાયબર રોકડ,സൈബർ പണം
સાયબર અપરાધ,സൈബർ കുറ്റകൃത്യം
સાયબર ડેલીક્સ,സൈബർ ഡെലിക്കുകൾ
સાયબર કાયદો,സൈബർ നിയമം
સાયબર સેક્સ,സൈബർ സെക്‌സ്
સાયબરનેટિક્સ,സൈബർനാറ്റിക്സ്
સાયબરનેશન,സൈബർനേഷൻ
ચક્ર,ചക്രം
ચક્ર મેમરી,സൈക്കിൾ മെമ്മറി
સાયકલ ચોરી,സൈക്കിൾ മോഷ്ടിക്കുന്നു
ચક્ર સમય,സൈക്കിൾ സമയം
ચક્રીય,ചാക്രികമായ
ડિમન,പിശാച്
ડેઝી વ્હીલ,ഡെയ്സി ചക്രം
ડેટા એડમિનિસ્ટ્રેટર,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
ડેટા ફાળવણી,ഡാറ്റ അലോക്കേഷൻ
ડેટા વિસ્તાર,ഡാറ്റ ഏരിയ
ડેટા એરે,ഡാറ്റ അറേ
ડેટા બેઝ,ഡാറ്റാ ബേസ്
ડેટા બ્રેક,ഡാറ്റ ബ്രേക്ക്
ડેટા બસ,ഡാറ്റ ബസ്
ડેટા વાહક,ഡാറ്റ കാരിയർ
ડેટા સેલ,ഡാറ്റ സെൽ
ડેટા ચેનલ,ഡാറ്റ ചാനൽ
ડેટા કમ્યુનિકેશન,ഡാറ്റ ആശയവിനിമയം
ડેટા કમ્પ્રેશન,ഡാറ്റ കംപ്രഷൻ
માહિતી ક્ષેત્ર,ഡാറ്റ ഫീൽഡ്
ડેટા ફાઇલ,ഡാറ്റ ഫയൽ
માહિતી પ્રવાહ,ഡാറ്റ ഫ്ലോ
ડેટા ફ્લો ચાર્ટ,ഡാറ്റ ഫ്ലോ ചാർട്ട്
ડેટા વંશવેલો,ഡാറ്റ ശ്രേണി
ડેટા સ્તર,ഡാറ്റ ലെവൽ
ડેટા લાઇબ્રેરી,ഡാറ്റ ലൈബ്രറി
ડેટા લિંક સ્તર,ഡാറ്റ ലിങ്ക് ലെയർ
ડેટા લિંક લેયર (DLL),ഡാറ്റ ലിങ്ക് ലെയർ (DLL)
માહિતી વ્યવસ્થાપન,ഡാറ്റ മാനേജ്മെന്റ്
ડેટા મેનીપ્યુલેશન,ഡാറ്റ കൃത്രിമത്വം
ડેટા મેનીપ્યુલેશન લેંગ્વેજ (DML),ഡാറ്റ കൃത്രിമ ഭാഷ (DML)
ડેટા મોડેમ,ഡാറ്റ മോഡം
ડેટા ફેરફાર,ഡാറ്റ പരിഷ്ക്കരണം
ડેટા નેટવર્ક,ഡാറ്റ നെറ്റ്വർക്ക്
માહિતી કામગીરી,ഡാറ്റ പ്രവർത്തനം
