Odiya,Tamil
ବର୍ଣ୍ଣ କୋଡ୍,எழுத்து குறியீடு
ବର୍ଣ୍ଣ ଚାବି,எழுத்து திறவுகோல்
ବର୍ଣ୍ଣ ପାଠକ,பாத்திர வாசகர்
ବର୍ଣ୍ଣ ଆକାର,எழுத்து அளவு
ଚାର୍ଟ,விளக்கப்படம்
ଖାସ୍,சேஸ்பீடம்
ବିଟ୍ ଯାଞ୍ଚ କରନ୍ତୁ |,சோதனை பிட்
ଅଙ୍କ ଯାଞ୍ଚ କରନ୍ତୁ |,எண்ணை சரிபார்க்க
ଯାଞ୍ଚ ରାଶି,காசோலை தொகை
ଶବ୍ଦ ଯାଞ୍ଚ କରନ୍ତୁ |,சரிபார்ப்பு வார்த்தை
ଚିପ୍,சிப்
ଚିପ୍ ସେଟ୍ |,சிப் தொகுப்பு
ବାଛନ୍ତୁ |,தேர்வு
କ୍ରୋମେଟିକ୍,வர்ண ரீதியாக
ସାଇଫର୍,மறைக்குறியீடு
ସର୍କିଟ,சுற்று
ବୃତ୍ତାକାର ତାଲିକା |,வட்ட பட்டியல்
ସାଇରସ୍,சிரஸ்
ଉଦ୍ଧୃତ,மேற்கோள்
ଶ୍ରେଣୀ,வர்க்கம்
କ୍ଲାସ୍ ଭେରିଏବଲ୍ |,வர்க்க மாறி
ବର୍ଗୀକରଣ,வகைப்பாடு
ସଫା,தெளிவானது
ପରିଷ୍କାର କ୍ଷେତ୍ର,தெளிவான பகுதி
ଚ୍ୟାନେଲ୍ ସଫା କରନ୍ତୁ |,தெளிவான சேனல்
କ୍ଲିକ୍ କରନ୍ତୁ |,கிளிக் செய்யவும்
କ୍ଲାଏଣ୍ଟ,வாடிக்கையாளர்
କ୍ଲାଏଣ୍ଟ ସର୍ଭର |,கிளையன்ட் சர்வர்
କ୍ଲାଏଣ୍ଟ ଷ୍ଟବ୍ |,கிளையன்ட் ஸ்டப்
କ୍ଲିପ୍ ଆର୍ଟ,சிறு படம்
କ୍ଲିପ୍ ଆର୍ଟ ଲାଇବ୍ରେରୀ |,கிளிப் ஆர்ட் நூலகம்
କ୍ଲିପ୍ ବୋର୍ଡ |,கிளிப் போர்டு
କ୍ଲିପର୍,கிளிப்பர்
କ୍ଲିପର୍ ଚିପ୍ |,கிளிப்பர் சிப்
କ୍ଲିକ୍,குழு
ଘଣ୍ଟା,கடிகாரம்
ଘଣ୍ଟା ଚକ୍ର |,கடிகார சுழற்சி
ଘଣ୍ଟା ଆବୃତ୍ତି,கடிகார அதிர்வெண்
ଘଣ୍ଟା ହାର୍ଡୱେର୍ |,கடிகார வன்பொருள்
ଘଣ୍ଟା ନାଡ |,கடிகார துடிப்பு
ଘଣ୍ଟା ଗତି,கடிகார வேகம்
ଘଣ୍ଟା ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |,கடிகார ஒத்திசைவு
ଘଣ୍ଟା ଟିକ୍ |,கடிகார டிக்
କ୍ଲୋନ୍ |,குளோன்
ବନ୍ଦ,நெருக்கமான
କ୍ଲୋଜ ସର୍କିଟ ଟିଭି (CCTV),க்ளோஸ் சர்க்யூட் டிவி (சிசிடிவி)
ବନ୍ଦ,மூடல்
କ୍ଲାଉଡ୍ ଗଣନା,கிளவுட் கம்ப்யூட்டிங்
କ୍ଲଷ୍ଟର,கொத்து
ଆଚ୍ଛାଦିତ କାର୍ଡ |,பூசிய அட்டை
ଆବୃତ କାଗଜ |,பூசிய காகித
ସମବାୟ,கோஆக்சியல்
ସମବାୟ କେବୁଲ୍ |,கோஆக்சியல் கேபிள்
କୋଡାସିଲ୍ |,கோடாசில்
କୋଡ୍,குறியீடு
କୋଡ୍ ଜେନେରେଟର,குறியீடு உற்பத்தியாளர்
କୋଡ୍ ପୃଷ୍ଠା |,குறியீடு பக்கம்
କୋଡ୍ ୱାର୍ଡ,குறியீட்டு வார்த்தை
କୋଡର୍,குறியீட்டாளர்
କୋଡିଂ ଯାଞ୍ଚ |,குறியீட்டு சோதனை
କୋଡିଂ ଫର୍ମ |,குறியீட்டு வடிவம்
କୋଡିଂ ସିଟ୍ |,குறியீட்டு தாள்
ଗୁଣବତ୍ତା,குணகம்
ସମନ୍ୱୟ,இணக்கத்தைப்
ଥଣ୍ଡା ବୁଟ,குளிர் துவக்க
ଥଣ୍ଡା ଆରମ୍ଭ,குளிர் ஆரம்பம்
ସହଯୋଗ,இணைந்து
ଭୁଶୁଡ଼ିବା |,சரிவு
ସଂଗ୍ରହ କରନ୍ତୁ |,இணை
କୋଲେଟ୍ ଟେପ୍ |,கோலேட் டேப்
ଧକ୍କା,மோதல்
କୋଲନ୍,பெருங்குடல்
ରଙ୍ଗ (ରଙ୍ଗ),நிறம் (நிறம்)
ରଙ୍ଗ ପରିପୃଷ୍ଠା |,வண்ண செறிவு
ରଙ୍ଗ ଟେବୁଲ୍ |,வண்ண அட்டவணை
ସ୍ତମ୍ଭ,நெடுவரிசை
ମିଶ୍ରଣ,சேர்க்கை
କମ୍ବୋ ବାକ୍ସ,சேர்க்கை பெட்டி
ନିର୍ଦ୍ଦେଶ,கட்டளை
ନିର୍ଦ୍ଦେଶ ବଟନ୍,கட்டளை பொத்தான்
ନିର୍ଦ୍ଦେଶ ତାଲିକା |,கட்டளை பட்டியல்
ମନ୍ତବ୍ୟ ଦିଅନ୍ତୁ |,கருத்து
ପ୍ରତିବଦ୍ଧତା,அர்ப்பணிப்பு
ଦ୍ରବ୍ୟ,பண்டம்
ସାଧାରଣ ବ୍ୟବସାୟ ଓରିଏଣ୍ଟେଡ୍ ଭାଷା (କୋବୋଲ୍),பொதுவான வணிகம் சார்ந்த மொழி (கோபோல்)
ସାଧାରଣ ତ୍ରୁଟି |,பொதுவான பிழை
ସାଧାରଣ ଭାଷା |,பொது மொழி
ସାଧାରଣ ରୁଟିନ୍ |,பொதுவான வழக்கம்
ଯୋଗାଯୋଗ |,தொடர்பு
ଯୋଗାଯୋଗ ରେଖା,தொடர்பு வரி
ଯୋଗାଯୋଗ ମୋଡ୍ |,தொடர்பு முறை
ଯୋଗାଯୋଗ ନେଟୱାର୍କ |,தொடர்பு நெட்வொர்க்
ଯୋଗାଯୋଗ ପାରାମିଟର,தொடர்பு அளவுரு
ଯୋଗାଯୋଗ ବ୍ୟବସ୍ଥା |,தொடர்பு அமைப்பு
ସଙ୍କୋଚନ,சுருக்கம்
କମ୍ପାଣ୍ଡର୍,தளபதி
କମ୍ପାଣ୍ଡିଂ,இணைத்தல்
କମ୍ପାନୀ ନେଟୱାର୍କ |,நிறுவனத்தின் நெட்வொர்க்
ତୁଳନା ପରୀକ୍ଷା,ஒப்பீட்டு சோதனை
ସୁସଙ୍ଗତତା,பொருந்தக்கூடிய தன்மை
ସୁସଙ୍ଗତ,இணக்கமான
ସଂକଳନ,தொகுத்தல்
ସଙ୍କଳନ କର ଏବଂ ଯାଅ |,தொகுத்து செல்ல
କମ୍ପାଇଲର୍,தொகுப்பி
ସଙ୍କଳନକାରୀ ଭାଷା |,தொகுக்கும் மொழி
ସଂପନ୍ନ,நிரப்பு
ସପ୍ଲିମେଣ୍ଟ-ଅନ-ଦଶ,நிரப்பு-பத்து
ସଂପନ୍ନକାରୀ |,பூர்த்தி செய்பவர்
ସମ୍ପୁର୍ଣ୍ଣ ବହନ,முழு சுமந்து
ଜଟିଳ,சிக்கலான
ଜଟିଳ ସଂଖ୍ୟା,சிக்கலான எண்
ଉପାଦାନ,கூறு
ଉପାଦାନ ବସ୍ତୁ ମଡେଲ (COM),கூறு பொருள் மாதிரி (COM)
ମିଶ୍ରିତ,கூட்டு
ରଚନା,கலவை
ଗଣନା,கணக்கீட்டு
କମ୍ପ୍ୟୁଟର,கணினி
କମ୍ପ୍ୟୁଟର କେନ୍ଦ୍ର,கணினி மையம்
କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |,கணினி நிபுணர்
କମ୍ପ୍ୟୁଟର ଗ୍ରାଫିକ୍ସ,கணினி வரைகலை
କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ,கணினி அறிவுறுத்தல்
କମ୍ପ୍ୟୁଟର ଭାଷା,கணினி மொழி
କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ,கணினி வலையமைப்பு
କମ୍ପ୍ୟୁଟର ବିଜ୍ଞାନ,கணினி அறிவியல்
କମ୍ପ୍ୟୁଟର ସୁରକ୍ଷା,கணினி பாதுகாப்பு
କମ୍ପ୍ୟୁଟର ସିମୁଲେଟନ୍ |,கணினி உருவகப்படுத்துதல்
କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |,கணினி நிபுணர்
କମ୍ପ୍ୟୁଟରୀକରଣ,கணினிமயமாக்கல்
କମ୍ପ୍ୟୁଟରବାଦୀ,கணினி நிபுணர்
କମ୍ପ୍ୟୁଟରୀକରଣ,கணினிமயமாக்கு
ଗଣନା,கம்ப்யூட்டிங்
ଧାରଣା,கருத்து
ସମନ୍ୱୟ,ஒத்திசைவு
ସମବାୟ,ஒரே நேரத்தில்
କଣ୍ଡିଶନ୍ ଭେରିଏବଲ୍,நிலை மாறி
ସର୍ତ୍ତମୂଳକ ଅପରେଟର୍ |,நிபந்தனை ஆபரேட்டர்
ସର୍ତ୍ତମୂଳକ ଷ୍ଟେଟମେଣ୍ଟ,நிபந்தனை அறிக்கை
କଣ୍ଡକ୍ଟର |,நடத்துனர்
ସମ୍ମିଳନୀ,மாநாடு
ଗୋପନୀୟତା,இரகசியத்தன்மை
ବିନ୍ୟାସ,கட்டமைப்பு
ଯାତାୟାତ,நெரிசல்
ସଂଯୋଗ,இணைப்பு
ସଂଯୋଗ ଗତି,இணைப்பு வேகம்
ସଂଯୋଗ,இணைப்பு
ସଂଯୋଗ କମ୍ ଯୋଗାଯୋଗ |,இணைப்பு குறைவான தொடர்பு
ସଂଯୋଗ ପ୍ରକାଶନ,இணைப்பு வெளியீடு
ସଂଯୋଗ,இணைப்பு
ସଂଯୋଜକ |,இணைப்பான்
ଲଗାତାର,தொடர்ச்சியாக
ପରିଣାମ,அதன் விளைவாக
କୋନସୋଲ,பணியகம்
ଏକୀକରଣ,ஒருங்கிணைப்பு
ସ୍ଥିର,நிலையான
ନିରନ୍ତର ନିର୍ଦ୍ଦେଶ,நிலையான அறிவுறுத்தல்
ପ୍ରତିବନ୍ଧକ,கட்டுப்பாடு
ନିର୍ମାଣକାରୀ,கட்டமைப்பாளர்
ପାତ୍ର,கொள்கலன்
ବିଷୟବସ୍ତୁ,உள்ளடக்கம்
ପ୍ରସଙ୍ଗ,சூழல்
ପ୍ରସଙ୍ଗ ମୁକ୍ତ ବ୍ୟାକରଣ (CFG),சூழல் இலவச இலக்கணம் (CFG)
ପ୍ରସଙ୍ଗ ସୁଇଚ୍ |,சூழல் சுவிட்ச்
ପରିସ୍ଥିତି,தற்செயல்
ସଂକୋଚନ,சுருக்கம்
ବିପରୀତ,மாறுபாடு
ନିୟନ୍ତ୍ରଣ,கட்டுப்பாடு
ନିୟନ୍ତ୍ରଣ କ୍ଷେତ୍ର,கட்டுப்பாட்டு பகுதி
ନିୟନ୍ତ୍ରଣ ବିଟ୍ |,கட்டுப்பாட்டு பிட்
ନିୟନ୍ତ୍ରଣ ବସ୍,கட்டுப்பாட்டு பேருந்து
କଣ୍ଟ୍ରୋଲ୍ କାର୍ଡ |,கட்டுப்பாட்டு அட்டை
କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |,கட்டுப்பாட்டு சுற்று
ନିୟନ୍ତ୍ରଣ ଚକ୍ର,கட்டுப்பாட்டு சுழற்சி
ନିୟନ୍ତ୍ରଣ ଇଞ୍ଜିନିୟରିଂ |,கட்டுப்பாட்டு பொறியியல்
ନିୟନ୍ତ୍ରଣ କି,கட்டுப்பாட்டு விசை
ତର୍କକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,கட்டுப்பாட்டு தர்க்கம்
କଣ୍ଟ୍ରୋଲ୍ ଲୁପ୍ |,கட்டுப்பாட்டு வளையம்
ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ,கட்டுப்பாட்டு குறி
ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ,கட்டுப்பாட்டு செயல்பாடு
କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |,கட்டுப்பாட்டு குழு
ନିୟନ୍ତ୍ରଣ ସଙ୍କେତ,கட்டுப்பாட்டு சமிக்ஞை
କଣ୍ଟ୍ରୋଲ୍ ସୁଇଚ୍ |,கட்டுப்பாட்டு சுவிட்ச்
କଣ୍ଟ୍ରୋଲ୍ ଟେପ୍ |,கட்டுப்பாட்டு நாடா
ନିୟନ୍ତ୍ରଣ ଟର୍ମିନାଲ୍ |,கட்டுப்பாட்டு முனையம்
କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍ (CU),கட்டுப்பாட்டு அலகு (CU)
ସମ୍ମିଶ୍ରଣ |,ஒன்றிணைதல்
ବାର୍ତ୍ତାଳାପ |,உரையாடல்
ବାର୍ତ୍ତାଳାପ ସମୟ ବାଣ୍ଟିବା |,உரையாடல் நேரப் பகிர்வு
ରୂପାନ୍ତର,மாற்றம்
ରୂପାନ୍ତରକାରୀ |,மாற்றி
କୁକର ଥିଓରେମ୍ |,குக் தேற்றம்
ସହ-ସଞ୍ଚାଳକ |,இணை செயலி
କପି କରନ୍ତୁ |,நகல்
କପିରାଇଟ୍,பதிப்புரிமை
କର୍ଡ,தண்டு
କର୍ଡଲେସ୍ ଟେଲିଫୋନ୍ |,கம்பியில்லா தொலைபேசி
କରୋଲାରୀ,தொடர்ச்சி
ସଂଶୋଧନ,திருத்தம்
ଦୁର୍ନୀତିଗ୍ରସ୍ତ,சிதைக்கப்பட்டது
ଗଣନା,எண்ணிக்கை
କାଉଣ୍ଟର,கவுண்டர்
ଦେଶ କୋଡ୍,நாட்டின் குறியீடு
କୋଭାରିଆନ୍ସ |,இணை மாறுபாடு
କଭରେଜ୍ |,கவரேஜ்
ଦୁର୍ଘଟଣା,விபத்து
ଜଟିଳ ପଥ,முக்கியமான பாதை
ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM),முக்கியமான பாதை முறை (CPM)
କ୍ରସ୍ ଚେକ୍ |,குறுக்கு சோதனை
କ୍ରସ୍ କମ୍ପାଇଲର୍,குறுக்கு கம்பைலர்
କ୍ରସ୍ ଅଗ୍ନି,குறுக்கு தீ
କ୍ରସ୍ ଟକ୍ |,குறுக்கு பேச்சு
କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍,குறியாக்கவியல்
କ୍ରିପ୍ଟୋଗ୍ରାଫି,குறியாக்கவியல்
ମୁଦ୍ରା ପ୍ରତୀକ,நாணய சின்னம்
ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |,தற்போதைய அடைவு
ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |,தற்போதைய சாளரம்
କର୍ସର୍,கர்சர்
ବକ୍ର,வளைவு
କାଟି ପେଷ୍ଟ କରନ୍ତୁ |,வெட்டி ஒட்டு
କଟ୍ ପଦ୍ଧତି |,வெட்டு முறை
ସାଇବର,சைபர்
ସାଇବର କାଫେ,கணணி மையம்
ସାଇବର ନଗଦ,இணைய பணம்
ସାଇବର ଅପରାଧ |,சைபர்
ସାଇବର ଡେଲିକ୍ସ |,சைபர் டெலிக்ஸ்
ସାଇବର ନିୟମ |,இணைய சட்டம்
ସାଇବର ସେକ୍ସ |,இணைய செக்ஸ்
ସାଇବରନାଟିକ୍ସ |,சைபர்னாடிக்ஸ்
ସାଇବରନେସନ୍ |,சைபர்னேஷன்
