Bengali,Kannada
বিস্ফোরণ বিভাজক,ಸ್ಫೋಟ ವಿಭಜಕ
বিস্ফোরণের সংকেত,ಸ್ಫೋಟ ಸಂಕೇತ
বিস্ফোরণ ত্রুটি সংশোধনকারী কোড,ಬರ್ಸ್ಟ್ ದೋಷ ಸರಿಪಡಿಸುವ ಕೋಡ್
যথেষ্ট,ಸಾಕು
বাস বার,ಬಸ್ ಬಾರ್
বাস সংগঠন,ಬಸ್ ಸಂಘಟನೆ
বাস স্ট্যান্ডার্ড,ಬಸ್ ಗುಣಮಟ್ಟ
শুধু ক্ষণস্থায়ী,ಕೇವಲ ಕ್ಷಣಿಕ
মাখন মূল্য ফিল্টার,ಬೆಣ್ಣೆ ಮೌಲ್ಯದ ಫಿಲ್ಟರ್
bnc তার,bnc ತಂತಿ
বিএনসি জয়েন্টার,BNC ಜಾಯಿಂಟರ್
উপায় দ্বারা,ದಾರಿಯಲ್ಲಿ
বাইপাস ক্যাপাসিটর,ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
বাইট,ಬೈಟ್
ভি ব্যান্ড,ವಿ ಬ್ಯಾಂಡ್
সি ব্যান্ড অ্যান্টেনা,ಸಿ ಬ್ಯಾಂಡ್ ಆಂಟೆನಾ
তার,ತಂತಿ
তারের রাউটিং,ತಂತಿ ರೂಟಿಂಗ್
টেলিগ্রাফ টেলিভিশন,ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ
ক্যাশ মেমরি,ಸಂಗ್ರಹ ಮೆಮೊರಿ
সিসিম ফ্রিকোয়েন্সি স্ট্যান্ডার্ড,ಸಿಸಿಮ್ ಫ್ರೀಕ್ವೆನ್ಸಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
ক্যালকুলেটর,ಕ್ಯಾಲ್ಕುಲೇಟರ್
ক্রমাঙ্কন,ಮಾಪನಾಂಕ ನಿರ್ಣಯ
কল ঠিকানা,ಕರೆ ವಿಳಾಸ
কলপিট অসিলেটর,ಕಾಲ್ಪಿಟ್ ಆಂದೋಲಕ
ক্যাম কর্ডার,ಕ್ಯಾಮ್ ಕಾರ್ಡರ್ಗಳು
ক্যামেরা,ಕ್ಯಾಮೆರಾ
ক্যামেরার পায়ের পাতার মোজাবিশেষ,ಕ್ಯಾಮೆರಾ ಮೆದುಗೊಳವೆ
candela,ಕ್ಯಾಂಡೆಲಾ
মোমবাতি শক্তি,ಮೇಣದಬತ್ತಿಯ ಶಕ್ತಿ
ক্যান্টিলিভার স্ট্রেন গেজ,ಕ್ಯಾಂಟಿಲಿವರ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್
ধারণ,ಹಿಡಿದು
ক্যাপাসিট্যান্স রক্তচাপ ট্রান্সডুসার,ಧಾರಣ ರಕ್ತದೊತ್ತಡ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
হোল্ডিং ডিস্ট্রিবিউটর,ಹಿಡುವಳಿ ವಿತರಕ
চুক্তি ধারণ,ಒಪ್ಪಂದ ಹಿಡುವಳಿ
ক্যাপাসিট্যান্স গেজ,ಕೆಪಾಸಿಟನ್ಸ್ ಗೇಜ್
সংগ্রাহক হোল্ডিং,ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವ ಸಂಗ್ರಾಹಕ
ক্যাপাসিট্যান্স বিক্রিয়া,ಕೆಪಾಸಿಟನ್ಸ್ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕತೆ
"ক্যাপাসিটিভ এনার্জি কনভার্টার, ট্রান্সডুসার","ಕೆಪ್ಯಾಸಿಟಿವ್ ಎನರ್ಜಿ ಪರಿವರ್ತಕ, ಸಂಜ್ಞಾಪರಿವರ್ತಕ"
ক্যাপাসিটর,ಕೆಪಾಸಿಟರ್
ক্যাপাসিটর ব্যাংক,ಕೆಪಾಸಿಟರ್ ಬ್ಯಾಂಕ್
ক্যাপাসিটর ফিল্টার,ಕೆಪಾಸಿಟರ್ ಫಿಲ್ಟರ್
ক্যাপাসিটর ইনপুট ফিল্টার,ಕೆಪಾಸಿಟರ್ ಇನ್ಪುಟ್ ಫಿಲ್ಟರ್
উইঞ্চ মোটর,ವಿಂಚ್ ಮೋಟಾರ್
পুলি সার্ভো বডি,ಪುಲ್ಲಿ ಸರ್ವೋ ದೇಹ
চরখী,ಚಾರ್ಖಿ
ক্যাপচার,ಸೆರೆಹಿಡಿಯಿರಿ
ক্যাপচার ধারা,ಕ್ಯಾಪ್ಚರ್ ಷರತ್ತು
ক্যাপচার প্রভাব,ಪರಿಣಾಮವನ್ನು ಸೆರೆಹಿಡಿಯಿರಿ
ক্যারিয়ারের শব্দ অনুপাত,ವಾಹಕ ಶಬ್ದ ಅನುಪಾತ
গাড়ির রেডিও,ಕಾರ್ ರೇಡಿಯೋ
কার্বন প্রতিরোধক,ಇಂಗಾಲದ ಪ್ರತಿರೋಧಕ
কার্ড পাঠক,ಕಾರ್ಡ್ ರೀಡರ್
কার্ডিওড ডায়াগ্রাম,ಕಾರ್ಡಿಯಾಯ್ಡ್ ರೇಖಾಚಿತ್ರ
বহন,ಗಾಡಿ
গাড়ি ফেরত,ಕ್ಯಾರೇಜ್ ರಿಟರ್ನ್
বাহক,ವಾಹಕ
ক্যারিয়ার যোগাযোগ,ವಾಹಕ ಸಂವಹನ
ক্যারিয়ারের ঘনত্ব,ವಾಹಕ ಏಕಾಗ್ರತೆ
ক্যারিয়ার ফ্রিকোয়েন্সি,ವಾಹಕ ಆವರ್ತನ
ক্যারিয়ার প্রজনন,ವಾಹಕ ಸಂತಾನೋತ್ಪತ್ತಿ
ক্যারিয়ার স্তর,ವಾಹಕ ಮಟ್ಟ
ক্যারিয়ার জীবন,ವಾಹಕ ಜೀವನ
ক্যারিয়ারের গতিশীলতা,ವಾಹಕ ಚಲನಶೀಲತೆ
বাহক গুণন,ವಾಹಕ ಗುಣಾಕಾರ
ক্যারিয়ারের শব্দ স্তর,ವಾಹಕ ಶಬ್ದ ಮಟ್ಟ
ক্যারিয়ার পরিসীমা,ವಾಹಕ ಶ್ರೇಣಿ
ক্যারিয়ার রিকভারি সার্কিট,ವಾಹಕ ಚೇತರಿಕೆ ಸರ್ಕ್ಯೂಟ್
ক্যারিয়ার পুনঃনিবেশ,ವಾಹಕ ಮರುಸೇರ್ಪಡೆ
পরিবাহী বিক্ষিপ্তকরণ,ವಾಹಕ ಸ್ಕ್ಯಾಟರಿಂಗ್
ক্যারিয়ার দমন,ವಾಹಕ ನಿಗ್ರಹ
বাহক খাঁচা,ವಾಹಕ ಪಂಜರ
ক্যারিয়ার বেগ,ವಾಹಕ ವೇಗ
হাত বিট,ಕೈ ಬಿಟ್
পতাকা রাখা,ಧ್ವಜ ಹಿಡಿದಿದ್ದರು
"দখলের রেজিস্টার, দখলের রেজিস্টার","ಸ್ವಾಧೀನದ ನೋಂದಣಿ, ಸ್ವಾಧೀನದ ನೋಂದಣಿ"
বহনযোগ্য জেনারেটর,ಪೋರ್ಟಬಲ್ ಜನರೇಟರ್
কার্সনের আইন,ಕಾರ್ಸನ್ ಕಾನೂನು
কার্তুজ ফিউজ,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಫ್ಯೂಸ್
কার্তুজ টেপ,ಕಾರ್ಟ್ರಿಡ್ಜ್ ಟೇಪ್
ক্যারি ফস্টার ব্রিজ,ಕ್ಯಾರಿ ಫಾಸ್ಟರ್ ಸೇತುವೆ
ধাপ পরিবর্ধক,ಹಂತದ ಆಂಪ್ಲಿಫಯರ್
গ্রেডেশন,ಪದವಿ
ক্যাসকেড পরিবর্ধক,ಕ್ಯಾಸ್ಕೇಡ್ ಆಂಪ್ಲಿಫಯರ್
"ক্যাসকোড অ্যামপ্লিফায়ার, স্টেপ অ্যামপ্লিফায়ার","ಕ್ಯಾಸ್ಕೋಡ್ ಆಂಪ್ಲಿಫೈಯರ್, ಸ್ಟೆಪ್ ಆಂಪ್ಲಿಫೈಯರ್"
ক্যাসেট,ಕ್ಯಾಸೆಟ್
প্ররোচনা,ಪ್ರೇರಣೆ
ক্যাপটিভ কোটার,ಬಂಧಿತ ಕೋಟರ್
ক্যাথোড,ಕ್ಯಾಥೋಡ್
ক্যাথোড ট্রেলিং,ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್
ক্যাথোড ট্রেলিং পরিবর্ধক,ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್ ಆಂಪ್ಲಿಫಯರ್
ক্যাথোড আলোকসজ্জা,ಕ್ಯಾಥೋಡ್ ಪ್ರಕಾಶಮಾನತೆ
ক্যাথোড উপাদান,ಕ್ಯಾಥೋಡ್ ವಸ್ತು
ক্যাথোড রে অসিলোস্কোপ,ಕ್ಯಾಥೋಡ್ ಕಿರಣ ಆಸಿಲ್ಲೋಸ್ಕೋಪ್
ক্যাথোড রশ্মি নল,ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್
ক্যাথোড কণা জমা,ಕ್ಯಾಥೋಡ್ ಕಣಗಳ ಶೇಖರಣೆ
ক্যাথোড আলোকসজ্জা,ಕ್ಯಾಥೋಡ್ ಪ್ರಕಾಶಮಾನತೆ
কয়ার ফিল্টার,ತೆಂಗಿನಕಾಯಿ ಫಿಲ್ಟರ್
kaver ফিল্টার,ಕವರ್ ಫಿಲ್ಟರ್
কোটর,ಕೋಟರ್
এন্ট্রাল বিকিরণ,ಆಂಟ್ರಲ್ ವಿಕಿರಣ
cotter অনুরণক,ಕೋಟರ್ ರೆಸೋನೇಟರ್
ফ্যাট চার্জ কাপলড ডিভাইস (CCD),ಫ್ಯಾಟ್ ಚಾರ್ಜ್ ಕಪಲ್ಡ್ ಡಿವೈಸ್ (CCD)
সিডি রম,ಸಿಡಿ ರಾಮ್
সিডি রম ড্রাইভ,ಸಿಡಿ ರೋಮ್ ಡ್ರೈವ್
সেল (ব্যাটারি),ಕೋಶ (ಬ್ಯಾಟರಿ)
কেন্দ্রীয় সম্পদ উপাদান,ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಅಂಶ
কেন্দ্রীয় সম্পদ ইউনিট,ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಘಟಕ
কেন্দ্রীয় প্রসেসর,ಕೇಂದ್ರ ಪ್ರೊಸೆಸರ್
গড় স্কেল,ಅರ್ಥ
মধ্য ফ্রিকোয়েন্সি,ಮಧ್ಯಮ ಆವರ್ತನ
মাঝারি নিষ্কাশন ট্রান্সফরমার,ಮಧ್ಯಮ ನಿಷ್ಕಾಸ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
"সিরামিক, কাদামাটি","ಸೆರಾಮಿಕ್, ಮಣ್ಣಿನ"
সিরামিক ফিলার,ಸೆರಾಮಿಕ್ ಫಿಲ್ಲರ್
সিরামিক ফিল্টার,ಸೆರಾಮಿಕ್ ಫಿಲ್ಟರ್
সিরামিক উপাদান,ಸೆರಾಮಿಕ್ ವಸ್ತು
সিরামিক রেজোনেটর,ಸೆರಾಮಿಕ್ ಅನುರಣಕ
সিরামিক শব্দ রিসিভার,ಸೆರಾಮಿಕ್ ಧ್ವನಿ ರಿಸೀವರ್
সেরেনকভ ক্যালকুলেটর,ಸೆರೆಂಕೋವ್ ಕ್ಯಾಲ್ಕುಲೇಟರ್
সরমাত,ಸರ್ಮತ್
চ্যালকোজেনাইড,ಚಾಲ್ಕೊಜೆನೈಡ್
ক্যালকোপিরাইট,ಕ್ಯಾಲ್ಕೋಪೈರೈಟ್
"চ্যানেল, চ্যানেল","ಚಾನಲ್, ಚಾನಲ್"
চ্যানেল ব্যান্ড সম্প্রসারণ,ಚಾನಲ್ ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
চ্যানেল কোডার,ಚಾನಲ್ ಕೋಡರ್
চ্যানেল ফ্রিকোয়েন্সি,ಚಾನಲ್ ಆವರ್ತನ
চ্যানেল চরিত্র,ಚಾನಲ್ ಪಾತ್ರ
চ্যানেল বিচ্ছেদ,ಚಾನಲ್ ಪ್ರತ್ಯೇಕತೆ
চ্যানেল তত্ত্ব,ಚಾನಲ್ ಸಿದ್ಧಾಂತ
চরিত্র জেনারেটর,ಅಕ್ಷರ ಜನರೇಟರ್
চরিত্রের স্বীকৃতি,ಪಾತ್ರ ಗುರುತಿಸುವಿಕೆ
বৈশিষ্ট্যগত প্রতিবন্ধকতা,ವಿಶಿಷ್ಟ ಪ್ರತಿರೋಧ
চার্জ ক্যারিয়ার,ಚಾರ್ಜ್ ಕ್ಯಾರಿಯರ್
চার্জ নিয়ন্ত্রণ পরামিতি,ಚಾರ್ಜ್ ನಿಯಂತ್ರಣ ನಿಯತಾಂಕ
মিলিত ডিভাইস চার্জ,ಚಾರ್ಜ್ ಕಪಲ್ಡ್ ಸಾಧನ
চার্জ যুগল র্যান্ডম অ্যাক্সেস মেমরি,ಚಾರ್ಜ್ ಕಪಲ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಮೆಮೊರಿ
চার্জ ঘনত্ব,ಚಾರ್ಜ್ ಸಾಂದ್ರತೆ
চার্জ ইনজেকশন ডিভাইস,ಚಾರ್ಜ್ ಇಂಜೆಕ್ಷನ್ ಸಾಧನ
চার্জ ক্ষতি,ಶುಲ್ಕ ನಷ್ಟ
চার্জ পাম্পিং,ಚಾರ್ಜ್ ಪಂಪ್
চার্জ সেন্সিং এমপ্লিফায়ার,ಚಾರ್ಜ್ ಸೆನ್ಸಿಂಗ್ ಆಂಪ್ಲಿಫಯರ್
চার্জ স্টোরেজ,ಶುಲ್ಕ ಸಂಗ್ರಹಣೆ
চার্জিত কণা,ಚಾರ್ಜ್ಡ್ ಕಣಗಳು
অনুরাগী,ಭಾವೋದ್ರಿಕ್ತ
ফ্রেম,ಚೌಕಟ್ಟು
robyshev ফিল্টার,ರಾಬಿಶೇವ್ ಫಿಲ್ಟರ್
মোট চেক,ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ
ফ্রিকোয়েন্সি পরীক্ষা করুন,ಆವರ್ತನವನ್ನು ಪರಿಶೀಲಿಸಿ
রাসায়নিক বন্ধন,ರಾಸಾಯನಿಕ ಬಂಧ
রাসায়নিক বাষ্প এজাহার,ರಾಸಾಯನಿಕ ಆವಿ ಶೇಖರಣೆ
চাইল্ড লক সুবিধা,ಮಕ್ಕಳ ಲಾಕ್ ಸೌಲಭ್ಯ
শিশুর আইন,ಮಕ್ಕಳ ಕಾನೂನು
চিপ,ಚಿಪ್
চিপ সক্রিয়করণ,ಚಿಪ್ ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
দম বন্ধ করা,ಉಸಿರುಗಟ್ಟಿಸು
বিরতিহীন,ಮಧ್ಯಂತರ
বিরতিহীন পরিবর্ধক,ಮರುಕಳಿಸುವ ಆಂಪ್ಲಿಫಯರ್
বিরতিহীন পরিবর্ধক,ಮರುಕಳಿಸುವ ಆಂಪ್ಲಿಫಯರ್
বিরতিহীন মোড,ಮಧ್ಯಂತರ ಮೋಡ್
ক্রোমা পরিবর্ধক,ಕ್ರೋಮಾ ಆಂಪ್ಲಿಫಯರ್
চরিত্রায়ন চিত্র,ಗುಣಲಕ್ಷಣ ರೇಖಾಚಿತ್ರ
পিগমেন্টেশন,ಪಿಗ್ಮೆಂಟೇಶನ್
বৃত্ত চিত্র,ವೃತ್ತದ ರೇಖಾಚಿತ್ರ
সার্কিট,ಸರ್ಕ್ಯೂಟ್
সার্কিট বিশ্লেষণ,ಸರ್ಕ್ಯೂಟ್ ವಿಶ್ಲೇಷಣೆ
সার্কিট ব্রেকার,ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್
বর্তনী চিত্র,ಸರ್ಕ್ಯೂಟ್ ರೇಖಾಚಿತ್ರ
সার্কিট স্বরলিপি,ಸರ್ಕ್ಯೂಟ್ ಸಂಕೇತ
সার্কিট বদল,ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್
বৃত্তাকার তরঙ্গ পথ,ವೃತ್ತಾಕಾರದ ತರಂಗ ಮಾರ್ಗ
সঞ্চালন স্মৃতি,ಪರಿಚಲನೆ ಸ್ಮರಣೆ
বন্ধন সার্কিট,ಬಂಧದ ಸರ್ಕ್ಯೂಟ್
ক্ল্যাপ অসিলেটর,ಚಪ್ಪಾಳೆ ಆಂದೋಲಕ
ক্লাস A পরিবর্ধক,ವರ್ಗ ಎ ಆಂಪ್ಲಿಫಯರ್
ক্লাস A] B] C] D অপারেশন,ವರ್ಗ A] B] C] D ಕಾರ್ಯಾಚರಣೆಗಳು
ক্লাস B পরিবর্ধক,ವರ್ಗ ಬಿ ಆಂಪ್ಲಿಫಯರ್
ক্লাস সি পরিবর্ধক,ವರ್ಗ ಸಿ ಆಂಪ್ಲಿಫಯರ್
ক্লাস ডি পরিবর্ধক,ವರ್ಗ ಡಿ ಆಂಪ್ಲಿಫಯರ್
এস ক্লাস বডি,ಎಸ್ ವರ್ಗದ ದೇಹ
"বহিষ্কার, পরিষ্কার","ಹೊರಹಾಕುವಿಕೆ, ಶುದ್ಧ"
কর্তন,ಕತ್ತರಿಸುವುದು
শিয়ারিং সার্কিট,ಕತ್ತರಿಸುವ ಸರ್ಕ್ಯೂಟ್
ক্যালাড,ಕ್ಯಾಲಡ್
ঘড়ি ফ্রিকোয়েন্সি,ಗಡಿಯಾರದ ಆವರ್ತನ
ঘড়ির পালস জেনারেটর,ಗಡಿಯಾರ ನಾಡಿ ಜನರೇಟರ್
কদল আরএস ফ্লিপ ফ্লপ,ಕಡಲ್ ಆರ್ಎಸ್ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
ক্লোজড সার্কিট টেলিভিশন,ಕ್ಲೋಸ್ಡ್ ಸರ್ಕ್ಯೂಟ್ ಟೆಲಿವಿಷನ್
বন্ধ লুপ অপারেশন,ಮುಚ್ಚಿದ ಲೂಪ್ ಕಾರ್ಯಾಚರಣೆ
বন্ধ লুপ লাভ,ಮುಚ್ಚಿದ ಲೂಪ್ ಲಾಭ
পরিপূরক ধাতব সেমিকন্ডাক্টর,ಕಾಂಪ್ಲಿಮೆಂಟರಿ ಮೆಟಾಲಿಕ್ ಸೆಮಿಕಂಡಕ್ಟರ್
CMOS ডিভাইস,CMOS ಸಾಧನ
সিএমআরআর (সাধারণ মোড নিরপেক্ষকরণ অনুপাত),CMRR (ಸಾಮಾನ್ಯ ಮೋಡ್ ನ್ಯೂಟ್ರಾಲೈಸೇಶನ್ ಅನುಪಾತ)
CO2 লেজার,CO2ಲೇಸರ್
সমাক্ষ তারের,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
সমাক্ষ কোটার,ಏಕಾಕ್ಷ ಕೋಟರ್
সমাক্ষ সংযোগকারী,ಏಕಾಕ್ಷ ಕನೆಕ್ಟರ್
"সমাক্ষ সংযোগকারী, সমাক্ষ সংযোগকারী","ಏಕಾಕ್ಷ ಕನೆಕ್ಟರ್, ಏಕಾಕ್ಷ ಕನೆಕ್ಟರ್"
সমাক্ষ রেখা,ಏಕಾಕ್ಷ ರೇಖೆ
সমাক্ষ রেখা,ಏಕಾಕ್ಷ ರೇಖೆ
সমাক্ষ তরঙ্গ পথ,ಏಕಾಕ್ಷ ತರಂಗ ಮಾರ್ಗ
কোড পরিবর্তন,ಕೋಡ್ ಬದಲಾವಣೆ
কোড পরিবর্তনকারী,ಕೋಡ್ ಬದಲಾಯಿಸುವವರು
"কোডেক, কোডার-ডিকোডার","ಕೊಡೆಕ್, ಕೋಡರ್-ಡಿಕೋಡರ್"
স্টেরিও কোডিং,ಸ್ಟೀರಿಯೋ ಕೋಡಿಂಗ್
কাপলিং সহগ,ಸಂಯೋಜಕ ಗುಣಾಂಕ
নিয়ন্ত্রক শক্তি,ನಿಗ್ರಹ ಶಕ್ತಿ
