Bengali,Malayalam
বিশৃঙ্খলা,അതിശയകരമായ
নকশা,ചിതണം
ডেসিসেটর,ഡെസേറ്റർ
গন্তব্য,നാശം
Desuckering,സമയപത്രി
Desynapsis,ദേശാനാപിസ്
ডেটাসেল,പോക്കറല്
ডিটাসেলিং,വഴിപാട്
নির্ধারক,നിശ്ചയദാർ
অবমূল্যায়ন,വിലകുറയ്ക്കല്
দেভেজেটেশন,ആവിഷ്കരണം
বিচ্যুতি,വതിചലനം
ডায়াড,നിയമാവലി
রোগ নির্ণয়,രോഗനിര്ണയനം
Dichogamy,ഡിച്ചോമാമി
দ্বৈতত্ত্ব,ദ്വൈകമി
ডিকোটাইলডন (বীজ),ഡികോട്ടിഡൺ (വിത്ത്)
ফিরে মারা (রোগ),മരിക്കുക (രോഗം)
বিচ্ছুরণ,അഭിവൃദ്ധി
হজমতা,ദഹിപ്പിക്കലിറ്റി
ডিহাইব্রিড,Dihybrid
ডাইক (ডাইক),ബൈക്ക് (ഡൈക്ക്)
পাতলা,നേര്മ്മയാക്കുക
ডাইওসিয়াস,ഡൈയോസിയസ്
ডিপ্লোড,ഡിപ്പോയിഡ്
ডিপ্লোড,ഡിപ്പോയിഡ്
ডিপ্লোনেমা,ഡിപ്ലോൺമ
অসন্তুষ্টি,കൈശീര്ത്തി
ডিস্কিং,വിശദീകരിക്കുന്നു
ছাড়,കിഴിവ്
নির্বীজন,അണുനാശിനി
বিচ্ছুরণ,പതിക്കല്
প্রচার,കീര്ത്തി
বৈচিত্রতা,വൈവിധ്യവീകരണം
বিবিধ কৃষিকাজ,വൈവിധ്യമാർന്ന കൃഷി
ডিএনএ মই,ഡിഎൻഎ ഗോവണി
ডিএনএ রিসেপ্টর,ഡിഎൻഎ റിസപ്റ്റർ
ডকেজ,ആവഞ്ചന
প্রভাবশালী,പബലമായ
সুপ্ততা,പ്രവർത്തനരഹിതമായ
ডোজ,ഡോസ്
ডাবল সিগময়েড বক্ররেখা,ഇരട്ട സിഗ്മോയ്ഡ് കർവ്
খসড়া (খসড়া),ഡ്രാഫ്റ്റ് (ഡ്രാഫ്റ്റ്)
ড্রেন,വറ്റിക്കുക
নিকাশী,ഡ്രെയിനേജ്
অঙ্কন,വര്ണിക്കുക
ভিজে যাওয়া,നനഞ്ഞ
ড্রেসিং (বীজ),ഡ്രസ്സിംഗ് (വിത്ത്)
ড্রিল (এন।),ഡ്രിൽ (n.)
ড্রিলিং (এজি। ইঞ্জিন),ഡ്രില്ലിംഗ് (എഞ്ചിന്)
ড্রিলিং (কৃষি),ഡ്രില്ലിംഗ് (അഗ്രോണമി)
ড্রিপ সেচ,ഡ്രിപ്പ് ഇറിഗേഷൻ
শুকনো কৃষিকাজ,ഡ്രൈവർഡ് കൃഷി
ধুলো,പൊടി
ডাস্টার,ദുണ്രന്മാര്
ধুলাবালি,പൊടിക്കുന്നു
বামন,കുള്ളൻ
বামন পিরামিড,കുള്ളൻ പിരമിഡ്
বামন,കുള്ളൻ
ডেইজি,ഡെയ്സി
তারিখ,തീയതി
ডে জেসমিন,ഡേ ജാസ്മിൻ
ডিল,ചതകുല
দিননাথ ঘাস,ദിനനാത്ത് പുല്ല്
ডড্ডার,ഡോഡീഡർ
"ডুব ঘাস, বারমুডা ঘাস","ഡൂബ് പുല്ല്, ബെർമുഡ പുല്ല്"
ড্রুস,തുല്കൂപ്പ്
শুকনো আদা,ഉണങ്ങിയ ഇഞ്ചി
ডিফোলিয়েটিং বিটল,വണ്ട് മലിനീകരണം
ড্রোন,നീരഞ്ഞെടുക്കുക
হাঁস,ഡക്ക്
বাস্তুশাস্ত্র,പരിസ്ഥിതിവിജ്ഞാനം
একনোমেট্রিক্স,സാമ്പത്തികസ്ഥരുടെ
অর্থনৈতিক দক্ষতা,സാമ്പത്തിക കാര്യക്ഷമത
ইকোটাইপ,ഇക്കോടൈപ്പ്
অ্যাক্টোট্রফিক,എക്ടോട്രോഫിക്
এড্যাফিক,ഷാഫിക്
এড্যাফোলজি,എഡാഫോളജി
এজিং,പതിക്കല്
ভোজ্য অংশ,ഭക്ഷ്യയോഗ്യമായ ഭാഗം
চাহিদার স্থিতিস্থাপকতা,ആവശ്യകതയുടെ ഇലാസ്തികത
উত্পাদন স্থিতিস্থাপকতা,ഉൽപാദനത്തിന്റെ ഇലാസ്തികത
বৈদ্যুতিন বিশ্লেষণ,വൈദ്യുതവിശ്ലനങ്ങൾ
ইলেক্ট্রোফোরসিস,ഇലക്ട്രോഫോറെസിസ്
এলিউভিয়েশন,പൊലീസേഷൻ
ইমাসকুলেটর,എക്യാസ്കറ്റർ
এম্ব্যাঙ্কিং,കായാൻസിംഗ്
ভ্রূণ,ഭൂണം
ভ্রূণতত্ত্ব,സ്മൈഫോളജി
উত্থান,ആവിർഭാവം
ইমুলিফায়ার,എമൽസിഫയർ
অন্তঃসত্ত্বা,എൻവയോജനസ്
এন্ডোমিটোসিস,എൻഡോമിറ്റോസിസ്
এন্ডোপারাসাইট,എൻഡോപരസൈറ്റ്
এন্ডোস্পার্ম,എൻഡോസ്പെർം
এন্টারপ্রাইজ,എന്റർപ്രൈസ്
এনটমোলজি,എന്രുമോളജി
পরিবেশ,പരിസ്ഥിതി
এনজাইম,എൻസൈം
এপিকোটাইল গ্রাফটিং,എപ്പികോട്ടിൽ ഒട്ടിക്കൽ
এপিফাইট,എപ്പിഫൈറ്റ്
ইক্যুইটি,ഇക്വിറ്റി
নির্মূল,ഉന്മൂലനം
অত্যাবশ্যক পুষ্টি,അവശ്യ പോഷകങ്ങൾ
অনুমান,കണക്കാക്കല്
Itiolation,എറ്റിയോലേഷൻ
ইউজেনিক,അപഹീന
মূল্যায়ন,മൂല്യനിർണ്ണയം
বাষ্পীভবন,ആവാൻവിറ്ററി
বাষ্পী-স্থানান্তর,ഇവാപോ-ട്രാൻസ്പിറേഷൻ
চিরসবুজ বিপ্লব,നിത്യഹരിത വിപ്ലവം
চিরসবুজ,നിത്യഹരിത
বিবর্তন,പരിണാമം
আবগারি,എക്സൂസ്
ক্লান্তি (উর্বরতা),ക്ഷീണം (ഫെർട്ടിലിറ്റി)
শোষণ,ചൂഷണം
অনুসন্ধান,സൂക്ഷ്മപരിശോധന
এক্সট্রুশন,എക്സ്ട്രാഷൻ
চোখ (সুগারকেন/আলু),കണ്ണ് (സുഗെയ്ൻ / ഉരുളക്കിഴങ്ങ്)
ভোজ্য পাইন,ഭക്ഷ്യ ഏൻ
"হাতি পা, ইয়াম","ആന അടി, യാം"
ইউক্যালিপটাস,യൂക്കാലിപ്റ്റസ്
কেঁচো,മണ്ണിര
এনটমোলজিস্ট,ഇനോമനോളജിസ്റ്റ്
পরিবেশবাদী,പരിസ്ഥിതി പ്രവർത്തകൻ
ফ্যাক্টর,ഘടകം
ফ্যাক্টর উত্পাদনশীলতা,ഘടക ഉൽപാദനക്ഷമത
ফ্যাক্টরেজ,തൊഴില്പരമായ
ফ্যাক্টরিয়াল ব্লক ডিজাইন,ഫാക്റിയൽ ബ്ലോക്ക് ഡിസൈൻ
ফ্যাক্টেটিভ,ഭസ്ഥാനി
পতন,വീഴുക
পরিবার,കുടുംബം
খামার মূল্যায়ন,കാർഷിക വിലയിരുത്തൽ
খামার বাজেট,കാർഷിക ബജറ്റിംഗ്
খামার ব্যবসা,കാർഷിക ബിസിനസ്സ്
খামার পরিকল্পনা,കാർഷിക ആസൂത്രണം
কৃষক,കൃഷിക്കാരന്
কৃষিকাজ,കൃഷി
ফ্যাসিয়েশন,ആസാധനം
ফেকান্ডেশন,ക്ഷീണം
গাঁজন,അഴുകൽ
উর্বরতা,ഫലഭൂയിഷ്ഠത
সার,വളം
সার ব্যবহারের দক্ষতা,രാസവളം കാര്യക്ഷമത ഉപയോഗിക്കുക
তন্তু,നാരുകളുള്ള
ক্ষেত্র,വയല്
ক্ষেত্রের ক্ষমতা,ഫീൽഡ് ശേഷി
ক্ষেত্র প্রদর্শন,ഫീൽഡ് പ്രകടനം
স্থিরকরণ,പരിഹാരം
বন্যা,വെള്ളപ്പൊക്കത്തിൽ
প্রবাহ চিত্র,ഫ്ലോ ഡയഗ്രം
খাদ্য মান,ഭക്ഷണ മൂല്യം
ঘাস (পশুর),തീറ്റപ്പുല്ല് (കാലിത്തീറ്റ)
পূর্বাভাস,പ്രവചിക്കുക
বন। জংগল,കാട്
বনাঞ্চল,വിരാമം
ফ্রন্ড,വഴുതിവീഴുന്ന
ফ্রস্ট প্রতিরোধী,ഫ്രോസ്റ്റുകൾ പ്രതിരോധം
ফ্রস্ট,ശൈതം
হিমায়িত (ফল ও উদ্ভিজ্জ),ഫ്രീസുചെയ്ത (പഴവും പച്ചക്കറിയും)
ফলস্বরূপ,ഉന്മേഷം
ফল ড্রপ,പഴൻ ഇടിവ്
ফল-সেট (ফল সেটিং),ഫ്രൂട്ട് സെറ്റ് (ഫ്രൂട്ട് ക്രമീകരണം)
ধোঁয়াশা,ഉപക്കുറി
ছত্রাকনাশক,കുമിൾനാശിനി
ছত্রাকজনিত,തന്ത്രശാലിയായ
ছত্রাক,കുമിള്സസം
ফুরো,ചാടോ
একীকরণ,സംയോജന
ফুজ,ഫസ്
অস্পষ্ট,അവ്യക്തമായ
"মৌরি, অ্যানিস","പെരുംജീരകം, ആശംസകൾ"
ফেনুগ্রেক,ഉലുവ
ডুমুর,അത്തിപ്പഴം
আঙুলের বাজরা,ഫിംഗർ മില്ലറ്റ്
ফায়ার-ফ্লেমে বুশ,തീ ഫാർമിക് ബുഷ്
