Punjabi,Kannada
ਵਾਯੂਮੰਡਲ ਰੇਡੀਓ-ਵੇਵ,ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ
ਵਾਯੂਮੰਡਲ,ವಾತಾವರಣದ
ਐਟਮ,ಪರಮಾಣು
ਪ੍ਰਮਾਣੂ ਬਣਤਰ,ಪರಮಾಣು ರಚನೆ
ਲਗਾਵ,ಬಾಂಧಾಣ
ਪਟੀਸ਼ਨ,ಗಮನ
ਅਟੁੱਟ ਨੁਕਸਾਨ,ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ
ਅਵਾਜ਼ ਦੀਆਂ ਲਹਿਰਾਂ ਦਾ ਧਿਆਨ,ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್
Attetuator,ಕೈಗೆಟುಕುವವನು
ਐਟੀਟਨਿਟਰ-ਪੈਡ,ಅಟೆಂಡು-ಪ್ಯಾಡ್
ਆਡੀਬਿਲਟੀ ਥ੍ਰੈਸ਼ੋਲਡ,ಶ್ರದ್ಧೆಯ ಮಿತಿ
ਸੁਣਨਯੋਗ,ಶ್ರವ್ಯ
ਆਡੀਅਲ ਬਾਰੰਬਾਰਤਾ,ಶ್ರವ್ಯ ಆವರ್ತನ
ਸੁਣਨਯੋਗ ਧੁਨ,ಶ್ರವ್ಯ ಸ್ವರ
ਸੁਣਨਯੋਗ-ਸਪੈਕਟ੍ਰਮ,ಸ್ವಸಾಧ್ಯ
ਹਾਜ਼ਰੀਨ,ಪ್ರೇಕ್ಷಕರು
ਆਡੀਓ,ಆವಿಷ್ಕಾರ
ਆਡੀਓ ਅਮਲੀਫਾਇਰ,ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್
ਆਡੀਓ ਵਿਸ਼ਲੇਸ਼ਕ,ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ
ਆਡੀਓ ਪ੍ਰਸਾਰਣ,ಆಡಿಯೊ ಪ್ರಸಾರ
ਆਡੀਓ ਕੇਬਲ,ಆಡಿಯೊ ಕೇಬಲ್
ਆਡੀਓ ਚੇਨ,ಆಡಿಯೊ ಸರಪಳಿ
ਆਡੀਓ ਕੋਡਕ,ಆಡಿಯೊ ಕೋಡೆಕ್
ਆਡੀਓ ਕੰਪ੍ਰੈਸਨ,ಆಡಿಯೊ ಸಂಕೋಚನ
ਆਡੀਓ ਕੰਪ੍ਰੈਸਰ,ಆಡಿಯೊ ಸಂಕೋಚಕ
ਆਡੀਓ ਕੰਸੋਲ,ಆಡಿಯೊ ಕನ್ಸೋಲ್
ਆਡੀਓ ਵਿਗਾੜ,ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ
ਆਡੀਓ ਡਾਇਨਾਮਿਕ ਰੇਂਜ,ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ
ਆਡੀਓ ਫਾਈਲ ਫਾਰਮੈਟ,ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ
ਆਡੀਓ ਫਰੇਮ ਫਾਰਮੈਟ,ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਰਨੇਟਰ,ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦੀ ਸੀਮਾ,ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
ਆਡੀਓ ਸੀਮਾ,ಆವಿಷ್ಕಾರದ ಮಿತಿ
ਆਡੀਓ ਲਾਈਨ,ಆಡಿಯೊ ಮಾರ್ಗ
ਆਡੀਓ ਮਿਕਸਰ,ಆಡಿಯೊ ಮಿಕ್ಸರ್
ਆਡੀਓ ਸੰਚਾਲਨ,ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್
ਆਡੀਓ c ਸਿਲੇਟਰ,ಆವಿಭರಣ
ਆਡੀਓ ਆਉਟਪੁੱਟ,ಆಡಿಯೊ ಉತ್ಪಾದನೆ
ਆਡੀਓ ਪਾਵਰ,ಆಡಿಯೊ ಶಕ್ತಿ
ਆਡੀਓ ਕੁਆਲਟੀ,ಆಡಿಯೊ ಗುಣಮಟ್ಟ
ਆਡੀਓ ਸਿਗਨਲ,ಆಡಿಯೊ ಸಂಕೇತ
ਆਡੀਓ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
ਆਡੀਓ ਸਪੈਕਟ੍ਰਮ,ಆಡಿಯೊ ವರ್ಣಪಟಲ
ਆਡੀਓ ਸਟੋਰੇਜ,ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ
ਆਡੀਓ ਸਬ-ਕੈਰੀਅਰ,ಆಡಿಯೊ ಉಪನಾಮ
ਆਡੀਓ ਟਰਾਂਸਫਾਰਮਰ,ಆಡಿಯೊ ಪರಿವರ್ತಕ
ਆਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ,ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ਆਡੀਓ / ਵੀਡੀਓ ਸੰਕੁਚਨ,ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ,ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ
ਆਡੀਓ-ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ
ਆਡੀਓਮੈਟਰੀ,ಆಲಿಕಲ್ಲು ಮಾಪನ
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਸਹਾਇਤਾ,ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ
ਆਡੀਟਰੀ ਧਾਰਨਾ,ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ
ਪ੍ਰਮਾਣਿਕਤਾ,ದೃentೀಕರಣ
ਅਧਿਕਾਰਤ ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ
ਆਟੋ ਕੈਡ,ಆಟೋ ಸಿಎಡಿ
ਆਟੋ ਨਿਦਾਨ,ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ
ਆਟੋਮੈਟਿਕ,ಸ್ವಯಂಚಾಲಿತ
ਆਟੋਮੈਟਿਕ ਕੰਟਰੋਲ,ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ
ਆਟੋਮੈਟਿਕ ਖੋਜ,ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ
ਆਟੋਮੈਟਿਕ ਉਪਕਰਣ,ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਨਿਯੰਤਰਣ,ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ
ਆਟੋਮੈਟਿਕ ਸੀਮਾ,ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ
ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ,ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ
ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ,ಸ್ವಯಂಚಾಲಿತ ಫಾಸೆ ನಿಯಂತ್ರಣ
ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ,ಸ್ವಯಂಚಾಲಿತ ಚಿತ್ರ ಪ್ರಸರಣ
ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ,ಸ್ವಯಂಚಾಲಿತ ಪ್ಲೇಬ್ಯಾಕ್
ਆਟੋਮੈਟਿਕ ਪਾਵਰ ਕੰਟਰੋਲ,ಸ್ವಯಂಚಾಲಿತ ವಿದ್ಯುತ್ ನಿಯಂತ್ರಣ
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਆਟੋਮੈਟਿਕ ਰਿਕਾਰਡਿੰਗ,ಸ್ವಯಂಚಾಲಿತ ರೆಕಾರ್ಡಿಂಗ್
ਆਟੋਮੈਟਿਕ ਰੀਸੈੱਟ,ಸ್ವಯಂಚಾಲಿತ ಮರುಹೊಂದಿಸಿ
ਆਟੋਮੈਟਿਕ ਸ਼ਟਰ,ಸ್ವಯಂಚಾಲಿತ ಶಟರ್
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ,ಸ್ವಯಂಚಾಲಿತ ವ್ಯವಸ್ಥೆ
ਆਟੋਮੈਟਿਕ ਟੈਲੀਫੋਨ,ಸ್ವಯಂಚಾಲಿತ ದೂರವಾಣಿ
ਆਟੋਮੈਟਿਕ ਤਾਪਮਾਨ ਨਿਯੰਤਰਣ,ಸ್ವಯಂಚಾಲಿತ ತಾಪಮಾನ ನಿಯಂತ್ರಣ
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਰੈਗੂਲੇਟਰ,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਕੰਪ੍ਰੈਸਰ,ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ಸಂಕೋಚಕ
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਨਿਯੰਤਰਣ,ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ನಿಯಂತ್ರಣ
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਫੈਲਾਓਡਰ,ಸ್ವಯಂಚಾಲಿತ ಪರಿಮಾಣ ವಿಸ್ತರಣೆ
ਆਟੋਮੈਟੇਸ਼ਨ,ಸ್ವಯಂಚಾಲಿತ
ਆਟੋਮੈਟੇਸ਼ਨ ਕੰਟਰੋਲ,ಆಟೊಮೇಷನ್ ನಿಯಂತ್ರಣ
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਕੰਟਰੋਲਰ,ಆಟೊಮೇಷನ್ ಆವರ್ತನ ನಿಯಂತ್ರಕ
ਸਹਾਇਕ,ಸಹಾಯಕ
ਸਹਾਇਕ ਆਡੀਓ ਬੱਸ,ಸಹಾಯಕ ಆಡಿಯೊ ಬಸ್
ਉਪਲਬਧ ਪਾਵਰ,ಲಭ್ಯವಿರುವ ಶಕ್ತಿ
ਬਰਫਬਾਰੀ ਟੁੱਟਣਾ,ಹಿಮಪಾತ ಸ್ಥಗಿತ
Life ਸਤਨ ਜ਼ਿੰਦਗੀ,ಸರಾಸರಿ ಜೀವನ
Speptuse ਸਤਨ ਦਬਾਅ,ಸರಾಸರಿ ಒತ್ತಡ
Average ਸਤ ਗਤੀ,ಸರಾಸರಿ ವೇಗ
ਸਪਿਨ ਦਾ ਧੁਰਾ,ಸ್ಪಿನ್ ನ ಅಕ್ಷ
ਅਜ਼ੀਮੂਥ,ಅಜಿಮತ್
ਅਜ਼ੀਮੂਥ ਐਂਗਲ,ಅಜಿಮತ್ ಕೋನ
ਅਜੀਮੂਥ ਗਲਤੀ,ಅಜಿಮುತ್ ದೋಷ
ਪਿਛਲੀ ਰੋਸ਼ਨੀ,ಬ್ಯಾಕ್ ಲೈಟ್
ਬੈਕ ਪ੍ਰੋਜੈਕਸ਼ਨ,ಬ್ಯಾಕ್ ಪ್ರೊಜೆಕ್ಷನ್
ਵਾਪਸ ਵੋਲਟੇਜ (= ਰਿਵਰਸ ਵੋਲਟੇਜ),ಹಿಂದಿನ ವೋಲ್ಟೇಜ್ (= ರಿವರ್ಸ್ ವೋಲ್ಟೇಜ್)
ਬੈਕਫਾਇਰ (ਆਰਕ ਬੈਕ),ಬ್ಯಾಕ್‌ಫೈರ್ (ಆರ್ಕ್ ಬ್ಯಾಕ್)
ਪਿਛੋਕੜ ਦੀ ਰੋਸ਼ਨੀ,ಹಿನ್ನೆಲೆ ಬೆಳಕು
ਪਿਛੋਕੜ ਦੇ ਸ਼ੋਰ,ಹಿನ್ನೆಲೆ ಶಬ್ದ
ਪਿਛੋਕੜ ਦਾ ਅਨੁਮਾਨ,ಹಿನ್ನೆಲೆ
ਬੈਕਅਪ,ಬಾಗುತ್ತಾ ಹೋಗು
ਬੇਫਲ,ಅಡ್ಡಿ
ਪਕਾਉਣਾ,ಕಪಾಟಿ
ਸੰਤੁਲਿਤ ਆਡੀਓ,ಸಮತೋಲಿತ ಆಡಿಯೊ
ਸੰਤੁਲਿਤ ਆਡੀਓ ਲਾਈਨ,ಸಮತೋಲಿತ ಆಡಿಯೊ ಮಾರ್ಗ
ਸੰਤੁਲਿਤ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,ಸಮತೋಲಿತ ಪ್ರಸರಣ ಮಾರ್ಗ
ਸੰਤੁਲਨ,ಸಮತೋಲನ
ਗੈਲਸਟ,ನಿಲುಗಡೆ
ਗਲੇਸਟ ਫੈਕਟਰ,ನಿಲುಗಡೆ
ਬਾਲੂਨ,ಬಲೂನ
ਜਥਾ,ಬಂಡಿ
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
ਬੈਂਡ ਚੋਣਕਾਰ,ತಂಡದ ತಂಡ
ਬੈਂਡ ਸਪਲਿਟਿੰਗ,ಬ್ಯಾಂಡ್ ವಿಭಜನೆ
ਬੈਂਡ ਸਟੌਪ ਫਿਲਟਰ,ಬ್ಯಾಂಡ್ ಸ್ಟಾಪ್ ಫಿಲ್ಟರ್
ਬੈਂਡ ਸਵਿਚ,ಬ್ಯಾಂಡ್ ಸ್ವಿಚ್
ਬੈਂਡ ਟਿ ing ਨਿੰਗ,ಬ್ಯಾಂಡ್ ಟ್ಯೂನಿಂಗ್
ਬੈਂਡਵਿਡਥ,ಬಂಡಿಡಿ
ਬਾਰ,ಗಡಿ
ਬਾਰ ਕੋਡ,ಪಾಂಡಿತ್ಯ
ਬਾਰ ਡਾਟਾ,ಬಾರ್ -ಡೇಟಾ
ਬੇਅਰ ਬੈਂਡ,ಬರಿ ಬ್ಯಾಂಡ್
ਬੇਅਰ ਲੈਂਪ,ಬರಿ ದೀಪ
ਬਾਰਨ ਡੋਰ,ಕೊಟ್ಟಿಗೆ ಬಾಗಿಲು
ਅਧਾਰ ਬੈਂਡ,ಬೇಸ್ ಬಂಡಿ
ਬੇਸ ਬੈਂਡ ਸਿਗਨਲ,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಸಂಕೇತ
ਬੇਸ ਬੈਂਡ ਸਿਸਟਮ,ಬೇಸ್ ಬ್ಯಾಂಡ್ ವ್ಯವಸ್ಥೆ
ਅਧਾਰ ਬਰਾ browser ਜ਼ਰ,ಬೇಸ್ ಬ್ರೌಸಿ
ਬੇਸ ਕੁਲੈਕਟਰ ਜੰਕਸ਼ਨ,ಬೇಸ್ ಕಲೆಕ್ಟರ್ ಜಂಕ್ಷನ್
ਅਧਾਰ ਇਨਸੂਲੇਟਰ,ಬೇಸ್ ನಿರೋಧಕ
ਬਾਸ,ಬಾವಲಿ
ਬਾਸ ਮੁਆਵਜ਼ਾ,ಬಾಸ್ ಪರಿಹಾರ
ਬਾਸ ਲਾਡਸਪੀਕਰ (ਵੂਫਾਨ),ಬಾಸ್ ಧ್ವನಿವರ್ಧಕ (ವೂಫರ್)
ਬੈਚ ਸਕੈਨਿੰਗ,ಜರಡಿ ಸ್ಕ್ಯಾನಿಂಗ್
ਬੈਟਰੀ ਚਾਰਜਿੰਗ,ಬ್ಯಾಟರಿ ಚಾರ್ಜಿಂಗ್
ਸ਼ਤੀਰ,ಕಿರಣ
ਕੁੱਟਿਆ,ಹೊಡೆ
ਬਾਰੰਬਾਰਤਾ c ਸਿਲੇਟਰ ਨੂੰ ਹਰਾਇਆ,ಬೀಟ್ ಆವರ್ತನ ಆಂದೋಲಕ
ਬੇਲ,ಬೆಳ್ಳೆ
ਬਿਆਸ,ಪಕ್ಷಪಾತ
ਬਿਆਸ ਸਰਕਟ,ಪಕ್ಷಪಾತ ಸರ್ಕ್ಯೂಟ್
ਪੱਖਪਾਤ ਦੀ ਬਾਰੰਬਾਰਤਾ,ಪಕ್ಷಪಾತ ಆವರ್ತನ
ਬਿਆਸ ਵੋਲਟੇਜ,ಪಕ್ಷಪಾತ ವಾತಾವರಣ
ਅੱਗੇ ਦੀ ਦਿਸ਼ਾ ਵਿਚ ਪੱਖਪਾਤ,ಫಾರ್ವರ್ಡ್ ದಿಕ್ಕಿನಲ್ಲಿ ಪಕ್ಷಪಾತ
ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,ದ್ವಿ-ದಿಕ್ಕಿನ ಮೈಕ್ರೊಫೋನ್
ਬਿਲ ਬੋਰਡ,ಬಿಡಿ ಹಲಗೆ
ਬਿਲਬੋਰਡ ਐਪਲੀਕੇਸ਼ਨ,ಬಿಲ್ಬೋರ್ಡ್ ಅಪ್ಲಿಕೇಶನ್
ਦੋ-ਧਾਤੂ ਤੱਤ,ದ್ವಿ-ರೂಪಕ ಅಂಶ
ਬਾਈਨਰੀ,ಬೈನರಿ
ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
ਬਾਈਨਰੀ ਅੰਕ (ਬਿੱਟ),ಬೈನರಿ ಅಂಕೆ (ಬಿಟ್)
ਬਾਈਨਰੀ ਨੰਬਰ,ಬೈನರಿ ಸಂಖ್ಯೆ
ਹਾਇਨਲ ਸੁਣਵਾਈ,ಬೈನೌರಲ್ ವಿಚಾರಣೆ
ਦੂਰਬੀਨ,ಜೈಲು ಪ್ರದೇಶದ
ਬਾਇਓਮੈਟ੍ਰਿਕ,ಬಯೋಕಾಲಕ
ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਜ਼ਿਸਟਰ,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ਬਿੱਟ ਅਲਾਟਮੈਂਟ,ಬಿಟ್ ಹಂಚಿಕೆ
ਬਿੱਟ ਰੇਟ,ಬಿಟ್ ದರ
ਕਾਲੀ ਅਤੇ ਚਿੱਟਾ ਟੀਵੀ,ಕಪ್ಪು ಮತ್ತು ಬಿಳಿ ಟಿವಿ
ਖਾਲੀ,ಖಾಲಿ
ਅੰਤਰਾਲ,ಖಾಲಿ ಮಧ್ಯಂತರ
ਖਾਲੀ ਪੱਧਰ,ಖಾಲಿ ಮಟ್ಟ
ਖੂਨ ਦੇ ਵਿਰੋਧ,ಬ್ಲೀಡರ್ ಪ್ರತಿರೋಧ
ਝੁਲਸਿਆ ਕੈਮਰਾ,ಮಿನುಗಿದ ಕ್ಯಾಮೆರಾ
ਅੰਨ੍ਹਾ,ಕುರುಡು ಪ್ರಜ್ವಲಿಸುವ
ਝਪਕਣਾ,ಮಿಟುಕಿಸು
ਝਪਕਣਾ,ಮಿಟುಕಿಸುವ
ਬਲਾਕ ਕੋਡ,ಕವಣೆ
ਬਲਾਕ ਚਿੱਤਰ,ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
ਬਲਾਕ ਇੰਟਰਲੇਵ,ಬ್ಲಾಕ್ ಇಂಟರ್ಲೀವ್
ਰੋਕਣਾ ਕੈਪਸਲੇਟਰ,ಕೆಪಾಸಿಟರ್ ಅನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ
Cl ਕਲੇਟਰ ਨੂੰ ਰੋਕਣਾ,ಆಂದೋಲಕವನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗುತ್ತಿದೆ
ਖਿੜ,ಅರಳು
ਵਾਂ ਦੀਵਾ,ಬೀಸುವ ದೀಪ
ਪਾਈਪ ਉਡਾ,ಹೊಡೆತ
ਉਡਾਉਣ ਵਾਲੇ,ಚೂರು
ਬਲਿ Bluetooth ਟੁੱਥ,ಕಾಲ್ಪನಿಕ
ਬਾਡੀ ਕੈਪੀਟਲ,ದೇಹದ ಧಾರಾವಶನ
ਬੁੱਕਮਾਰਕ,ಬುಕ್‌ ಲಕ್ಷಣ
ਬੁਲੀਅਨ ਐਲਜਬਰਾ,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
ਬੂਮ,ಹೆಚ್ಚಿಸು
ਹੁਲਾਰਾ,ಹೆಚ್ಚಿಸು
ਬੂਸਟਰ,ಪ್ರೌoster
ਬੂਸਟਰ ਰੋਸ਼ਨੀ,ಬೂಸ್ಟರ್ ಬೆಳಕು
ਹੁਲਾਰਾ,ವರ್ಧಕ
ਬੂਟਿੰਗ,ಬೂಟಾಟಿಕೆ
ਬੂਟਸਟਰੈਪ,ಬೂಟಾಟಿಕೆ
ਤਲ ਰੋਸ਼ਨੀ,ಕೆಳಗಡೆ
ਜੰਚਕ ਰੋਸ਼ਨੀ,ಬೌನ್ಸ್ ಲೈಟ್
ਟੁੱਟ ਜਾਣਾ,ಒಡೆಯುವುದು
ਵੋਲਟੇਜ ਨੂੰ ਤੋੜੋ,ವೋಲ್ಟೇಜ್ ಅನ್ನು ಒಡೆಯಿರಿ
ਬ੍ਰਿਜ ਐਲੀਮੈਂਟ,ಸೇತುವೆ ಅಂಶ
ਬ੍ਰਿਜ ਰੈਕਟਫਾਇਰ,ಸೇತುವೆ ಸರಿಪಡಿಸುವಿಕೆ
ਬ੍ਰੀਡਡ 'ਟੀ' ਐਟਣਾਟਰ,ಸೇತುವೆಯ ‘ಟಿ’ ಅಟೆನ್ಯುವೇಟರ್
ਬਰਧਾਰਿਤ ਬਣਤਰ,ಸೇತುವೆಯ ರಚನೆ
ਬ੍ਰਿਜਿੰਗ,ಸೇತುವೆ
ਬ੍ਰਿਜਿੰਗ ਐਂਪਲੀਫਾਇਰ,ಆಂಪ್ಲಿಫೈಯರ್
ਬ੍ਰਿਜਿੰਗ ਦਾ ਨੁਕਸਾਨ,ಸೇತುವೆ ನಷ್ಟ
ਚਮਕ,ಹೊಳಪು
ਚਮਕ ਨਿਯੰਤਰਣ,ಹೊಳಪು ನಿಯಂತ್ರಣ
ਭੁਰਭੁਰਾ,ಸ್ಥಿರವಾದ
ਭੁਰਭੁਰਾ ਪਦਾਰਥ,ಸ್ಥಿರವಾದ ವಸ್ತು
ਬ੍ਰਾਡਬੈਂਡ,ಪ್ರಸಾರ
ਬਰਾਡਬੈਂਡ ਐਂਪਲੀਫਾਇਰ,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವರ್ಧಕ
ਬ੍ਰਾਡਬੈਂਡ ਆਈਐਸਡੀਐਨ,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ಐಎಸ್‌ಡಿಎನ್
ਬ੍ਰਾਡਬੈਂਡ ਸਿਸਟਮ,ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ವ್ಯವಸ್ಥೆಯ
ਪ੍ਰਸਾਰਣ ਅਤੇ ਸੰਚਾਰ ਟੈਕਨੋਲੋਜੀ,ಪ್ರಸಾರ ಮತ್ತು ಸಂವಹನ ತಂತ್ರಜ್ಞಾನ
ਪ੍ਰਸਾਰਣ ਕਵਰੇਜ,ಪ್ರಸಾರ ಪ್ರಸಾರ
ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,ಪ್ರಸಾರ ರಿಸೀವರ್
ਪ੍ਰਸਾਰਣ ਸੇਵਾ ਯੋਜਨਾਬੰਦੀ,ಪ್ರಸಾರ ಸೇವಾ ಯೋಜನೆ
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ਪ੍ਰਸਾਰਕ,ಪ್ರಸಾರಕ
ਪ੍ਰਸਾਰਣ,ಪ್ರಸಾರ
ਪ੍ਰਸਾਰਣ ਸਟੇਸ਼ਨ,ಪ್ರಸಾರ ಕೇಂದ್ರ
ਟੁੱਟਿਆ,ಒಡೆದ
ਬਰਾ ser ਜ਼ਰ,ಬ್ರೌಸರ್
ਬ੍ਰਾ ing ਜ਼ਿੰਗ,ಉಜ್ಜುವುದು
ਬੁਲਬੁਲਾ,ಗುಂಡು
ਬਫਰ,ಬಫಲು
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,ಬಫರ್ ವರ್ಧಕ
ਬਫਰ ਟਿ .ਬ,ಬಫುರಿ
ਬੱਗ,ಬಗೆಗಿನ
ਅੰਦਰੂਨੀ ਤੌਰ ਤੇ ਐਂਟੀਨਾ,ಅಂತರ್ಗತ ಆಂಟೆನಾ
ਬਰਨਰ,ಬರ್ದಿ
ਜਲਣ,ಸುಟ್ಟುಹೋಗುವುದು
ਬਰਸਟ ਗਲਤੀ,ಸ್ಫೋಟಕ ದೋಷ
ਬਰਸਟ ਇਨਸਰਟ ਪਲਸ,ಬರ್ಸ್ಟ್ ಒಳಸೇರಿಸುವಿಕೆಯ ನಾಡಿ
ਬਰਸਟ ਪੜਾਅ,ಬರ್ಸ್ಟ್ ಹಂತ
ਬੱਸ,ಬೂಸು
ਕਾਰੋਬਾਰੀ ਬੁੱਧੀ,ಉದ್ಯಮ ಚತುರತೆ
ਬੁਜ਼ਰ,ಬಜಣಸು
ਪਾਸ ਦੁਆਰਾ,ಬೈಪಾಸ್
ਪਾਸ ਕਰਕੇ,ಹಾದುಹೋಗುವ ಮೂಲಕ
ਬਾਈਪਾਸ ਕੰਡੈਂਸਰ,ಬೈಪಾಸ್ ಕಂಡೆನ್ಸರ್
ਸੀ,ಸಿ
ਸੀ + ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ,ಸಿ+ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಭಾಷೆ
ਕੈਬਨਿਟ,ಸಂಚಾರಿ
ਕੇਬਲ,ಕೇಬಲ್
ਕੇਬਲ ਮਿਸ਼ਰਿਤ,ಕೇಬಲ್ ಸಂಯುಕ್ತ
ਕੇਬਲ ਬਰਾਬਰੀ,ಕೇಬಲ್ ಸಮೀಕರಣ
ਕੇਬਲ ਦਾ ਨੁਕਸਾਨ,ಕೇಬಲ್ ನಷ್ಟ
ਕੈਸ਼,ಸಂಗ್ರಹ
ਕੈਚਿੰਗ,ಷಚ
ਕੈਡਮੀਅਮ ਸੈੱਲ,ಕೋಶಕ ಕೋಶ
ਹਿਸਾਬ ਮਸ਼ੀਨ,ಲೆಕ್ಕಾಚಾರ ಮಾಡುವುದು ಯಂತ್ರ
ਗਣਨਾ,ಲೆಕ್ಕಾಚಾರ
ਕੈਲਕੁਲੇਟਰ,ಕ್ಯಾಲ್ಕುಲೇಟರ್
ਕੈਲੀਬਰੇਟ,ಅಳಿಸು
ਕੈਲੀਪਰਸ,ಚಕಮಕಿ
ਕੈਲੋਰੀਮੀਟਰ,ಕ್ಯಾಲೋರಿಮೀಟರ್
ਕੈਮਕੋਰਡਰ,ಕ್ಯಾಮ್‌ಕಾರ್ಗೆ
ਕੈਮਰਾ,ಕ್ಯಾಮೆರಾ
