English,Telugu
B-horizon,బి-హోరిజోన్
Bicarbonate,బైకార్బోనేట్
Bicarpellary,సైనిక్పెల్లరీ
Bicarpellatae,బైసార్పెల్లటే
Biceps,బైసెప్స్
Biconcave,బైకాన్‌కేవ్
Biconvex,Biconvex
Biconvex-spherical lens,బికాన్వెక్స్-గోళాకార లెన్స్
Bicuspid valve,బైకస్పిడ్ వాల్వ్
Bidder's canal,బిడ్డర్ కాలువ
Bidder's organ,బిడ్డర్ యొక్క అవయవం
Biennial,ద్వైవార్షిక
Big Bang theory,బిగ్ బ్యాంగ్ సిద్దాంతం
Bilabiate,బిలాబియేట్
Bilateral symmetry,ద్వైపాక్షిక సమరూపత
Bilateria,బిలాటేరియా
Bilayer,బిలేయర్
Bile,పిత్తం
Bile pigment,పిత్త వర్ణద్రవ్యం
Bile salt,పిత్త ఉప్పు
Binary fission,జంటను విడదీయుట
Binding fluorochrome,బైండింగ్ ఫ్లోరోక్రోమ్
Binding of substrate,ఉపరితలం యొక్క బంధం
Binocular,బైనాక్యులర్
Binocular head,బైనాక్యులర్ హెడ్
Binocular vision,బైనాక్యులర్ విజన్
Binomial,ద్విపద
Binomial nomenclature,ద్విపద నామకరణం
Binomial system,ద్విపద వ్యవస్థ
Binuleate,ద్విపద
Bioactive microbial product,బయోయాక్టివ్ సూక్ష్మజీవుల ఉత్పత్తి
Biochemical pathway,జీవరసాయన మార్గం
Biochemical reaction,జీవరసాయన ప్రతిచర్య
Biomedical engineering,బయోమెడికల్ ఇంజనీరింగ్
Biosynthetic phase,బయోసింథటిక్ దశ
Bioweapon agent,బయోవైపన్ ఏజెంట్
Bioassay,బయోస్సే
Biochemical,జీవరసాయన
Biochemical autoanalyser,బయోకెమికల్ ఆటోఅనలైజర్
Biochemical characterization,జీవరసాయన లక్షణం
Biochemical oxygen demand (BOD),జీవరసాయన ఆక్సిజన్ డిమాండ్
Biochemical pathway,జీవరసాయన మార్గం
Biochemical taxonomy,జీవరసాయన వర్గీకరణ
Biochemical technique,జీవరసాయన సాంకేతికత
Biochemistry,బయోకెమిస్ట్రీ
Biocide,బయోసైడ్
Biocide residue,బయోసైడ్ అవశేషాలు
Biodegradable insecticide,బయోడిగ్రేడబుల్ పురుగుమందు
Biodegradable organic waste,బయోడిగ్రేడబుల్ సేంద్రీయ వ్యర్థాలు
Biodegradable pesticide,బయోడిగ్రేడబుల్ పురుగుమందు
Biodiversity,జీవవైవిధ్యం
Bioethics,బయోఎథిక్స్
Biofertilizer,బయోఫెర్టిలైజర్
Biofortification,బయోఫోర్టిఫికేషన్
Biogenesis,బయోజెనిసిస్
Biogenetic law,బయోజెనెటిక్ చట్టం
Biogeochemical cycle,బయోజెకెమికల్ చక్రం
Biogeographical region,బయోజియోగ్రాఫికల్ ప్రాంతం
Biogeography,బయోగ్రఫీ
Bioinformatics,బయోఇన్ఫర్మేటిక్స్
Biolistic gun (gene gun),బయోలిస్టిక్ గన్
Biolistics,బయోలిస్టిక్స్
Biological and physical barrier,జీవసంబంధమైన
Biological being,జీవ జీవి
Biological chemistry,బయోలాజికల్ కెమిస్ట్రీ
Biological classification,జీవ వర్గీకరణ
Biological community,జీవసంబంధమైన సంఘం
Biological control,జీవ నియంత్రణ
Biological diversity,జీవ వైవిధ్యం
Biological evolution,జీవ పరిణామం
Biological farming,జీవ వ్యవసాయం
Biological legacy,జీవ వారసత్వం
Biological magnification,జీవ మాగ్నిఫికేషన్
Biological nitrogen fixation,జీవ నత్రజని స్థిరీకరణ
Biological pigment,జీవ వర్ణద్రవ్యం
Biological species concept,జీవ జాతుల భావన
Biological system,జీవ వ్యవస్థ
Biological war (bio-war),జీవసంబంధమైన యుద్ధం
Biological weapon (bio-weapon),జీవ ఆయుధం (బయో-ఆయుధం)
Biologicals,జీవశాస్త్రాలు
Biologist,జీవశాస్త్రవేత్త
Biology,జీవశాస్త్రం
Bioluminescence,బయోలుమినిసెన్స్
Biomass,బయోమాస్
Biomass fuel,బయోమాస్ ఇంధనం
Biome,బయోమ్
Biomedical engineering,బయోమెడికల్ ఇంజనీరింగ్
Biomedical technology,బయోమెడికల్ టెక్నాలజీ
Biomolecule,బయో అణువు
Biopatent,బయోపాటెంట్
Biopharmaceutical,బయోఫార్మాస్యూటికల్
Biophysical,బయోఫిజికల్
Biophysics,బయోఫిజిక్స్
Biopiracy,బయోపిరసీ
Biopotential amplifier,బయోపోటెన్షియల్ యాంప్లిఫైయర్
Bioreactor,బయోఇయాక్టర్
Bioremediation,బయోరిమిడియేషన్
Biosolid,బయోసోలిడ్
Biosphere resources,బయోస్పియర్ వనరులు
Biosphere,బయోస్పియర్
Biosynthetic pathway,బయోసింథటిక్ మార్గం
Biosynthetic phase,బయోసింథటిక్ దశ
Biosystematics,బయోసిస్టెమాటిక్స్
Biotechnology,బయోటెక్నాలజీ
Bioterrorism,బయోటెర్రరిజం
Biotic,బయోటిక్
Biotic community,బయోటిక్ కమ్యూనిటీ
Biotic factor,బయోటిక్ కారకం
Biowar,బయోవర్
Bioweapon agent,బయోవైపన్ ఏజెంట్
Biparous,ద్విపద
Biphosphoglycerate,బైఫాస్ఫోగ్లిసరేట్
Bipinnate,బైపిన్నేట్
Bipolar nerve cell,బైపోలార్ నరాల కణం
Bipolar neuron,బైపోలార్ న్యూరాన్
Bird,పక్షి
Bird flu virus,బర్డ్ ఫ్లూ వైరస్
Bisexual,ద్విలింగ
Bisexual flower,ద్విలింగ పువ్వు
Biting and chewing type,కొరికే మరియు చూయింగ్ రకం
Bivalent,బైవాలెంట్
Bizarre behavior,వికారమైన ప్రవర్తన
Black berry,నల్ల రేగు పండ్లు
Black foot disease,బ్లాక్ ఫుట్ డిసీజ్
Black rot of crucifer,క్రూసిఫెర్ యొక్క నల్ల తెగులు
Bladder wort,మూత్రాశయం వోర్ట్
Bladder,మూత్రాశయం
Bladderwort,మూత్రాశయం
Bladderworm,మూత్రాశయం
Blastocole,బ్లాస్టోకోల్
Blastocyst,బ్లాస్టోసిస్ట్
Blastomere,బ్లాస్టోమెర్
Blastula,బ్లాస్ట్యులా
Blended,బ్లెండెడ్
Blind sac,బ్లైండ్ సాక్
Blind spot,బ్లైండ్ స్పాట్
Blood clotting factor,రక్తం గడ్డకట్టే కారకం
Blood corpuscle,బ్లడ్ కార్పస్
Blood flow,రక్త ప్రసారం
Blood group,రక్తపు గ్రూపు
Blood serum,బ్లడ్ సీరం
Blood vessel,రక్త నాళం
Bloodstream,బ్లడ్ స్ట్రీమ్
Blotting,బ్లాటింగ్
Blue baby syndrome,బ్లూ బేబీ సిండ్రోమ్
Blue berry,బ్లూ బెర్రీ
Blue green algae,బ్లూ గ్రీన్ ఆల్గే
Blue revolution,నీలం విప్లవం
Blue whale,బ్లూ తిమింగలం
Blue end ligation,బ్లూ ఎండ్ లిగేషన్
Blurring of vision,దృష్టి అస్పష్టత
Bobcat,బాబ్‌క్యాట్
Body,శరీరం
Body (somatic) cell,శరీర (సోమాటిక్)
Body fluid,శరీర ద్రవం
Boerhaavia,బోయర్‌హావియా
Bog,బోగ్
Boll worm,బోల్ పురుగు
Bolus,బోలస్
Bomb caloriometer,బాంబు కేలరీమీటర్
Bombay duck,బొంబాయి డక్
Bombyx,బాంబిక్స్
Bone marrow,ఎముక మజ్జ
Bonellia,బోనెల్లియా
Bony labyrinth,అస్థి చిక్కైన
Bony structure,అస్థి నిర్మాణం
Book gill,బుక్ గిల్
Bordered pit,సరిహద్దు పిట్
Botanical,బొటానికల్
Botanical garden,వృక్షశాస్త్ర ఉద్యానవనం
Botanical nomenclature,బొటానికల్ నామకరణం
Botanist,వృక్షశాస్త్రజ్ఞుడు
Botany,బోటనీ
Bottleneck effect,అడ్డంకి ప్రభావం
Bottom dweller,దిగువ నివాసి
Bottom dwelling,దిగువ నివాసం
Bougainvillea,బౌగెన్విలియా
Bowman capsule,బౌమాన్ క్యాప్సూల్
Bowman's gland,బౌమన్స్ గ్రంథి
Bracket fungi,బ్రాకెట్ శిలీంధ్రాలు
Bract,Bract
Bracteate,Bracteate
Bracteolate,బ్రాక్టియోలేట్
Bracteole,బ్రాక్టియోల్
Brain,మె ద డు
Brain box,బ్రెయిన్ బాక్స్
Brain dead,మెదడు చనిపోయింది
Brain ganglion,బ్రెయిన్ గ్యాంగ్లియన్
Brain stem,మెదడు కాండం
Branching,శాఖ
Branchiostoma,బ్రాంచియోస్టోమా
Brazzein,బ్రజ్జిన్
Bread mould,బ్రెడ్ అచ్చు
Breast milk,రొమ్ము పాలు
Breeder,పెంపకందారుడు
Breeding biology,పెంపకం జీవశాస్త్రం
Brewer's yeast,బ్రూవర్స్ ఈస్ట్
Bridge,వంతెన
Bright field microscope,బ్రైట్ ఫీల్డ్ మైక్రోస్కోప్
Brittle star,పెళుసైన నక్షత్రం
Broad bean,బ్రాడ్ బీన్
Broccoli,బ్రోకలీ
Bronchiole,బ్రోన్కియోల్
Bronchitis,బ్రోన్కైటిస్
Bronchodilator drug,బ్రోంకోడైలేటర్ డ్రగ్
