Marathi,Punjabi
ध्वनिक विकृती,ਧੁਨੀ ਵਿਗਾੜ
ध्वनिक ध्वनीशास्त्र,ਧੁਨੀ ਧੁਨੀ
ध्वनिक फिल्टर,ਧੁਨੀ ਫਿਲਟਰ
ध्वनिक प्रतिबाधा*,ਧੁਨੀ ਰੁਕਾਵਟ*
फोनोग्राफ,ਫੋਨੋਗ੍ਰਾਫ
ध्वनिक ओम*,ਧੁਨੀ ਓਮ*
ध्वनिक स्थिरांक,ਧੁਨੀ ਸਥਿਰ
ध्वनिक फोनन,ਧੁਨੀ ਫੋਨੋਨ
ध्वनिक प्रसारण स्थिर,ਧੁਨੀ ਪ੍ਰਸਾਰਣ ਸਥਿਰ
ध्वनी रूपांतरण गुणांक,ਧੁਨੀ ਤਬਦੀਲੀ ਗੁਣਾਂਕ
ध्वनिक प्रतिकार,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
ध्वनिक कडकपणा,ਧੁਨੀ ਕਠੋਰਤਾ
ध्वनी युनिट,ਆਵਾਜ਼ ਯੂਨਿਟ
ध्वनीरोधक,ਸਾਊਂਡਪਰੂਫ਼
अकौस्टिक साइड लाइन,ਧੁਨੀ ਪਾਸੇ ਲਾਈਨ
"ध्वनीशास्त्र, ध्वनीशास्त्र","ਧੁਨੀ ਵਿਗਿਆਨ, ਧੁਨੀ ਵਿਗਿਆਨ"
ध्वनी मीटर,ਆਵਾਜ਼ ਮੀਟਰ
ध्वनी दाब,ਆਵਾਜ਼ ਦਾ ਦਬਾਅ
संपादन रडार,ਪ੍ਰਾਪਤੀ ਰਾਡਾਰ
प्रकाशसंश्लेषक विकिरण,ਪ੍ਰਕਾਸ਼ ਸੰਸ਼ਲੇਸ਼ਣ ਰੇਡੀਏਸ਼ਨ
ऍक्टिनियम उत्सर्जन,ਐਕਟਿਨੀਅਮ ਨਿਕਾਸ
ऍक्टिनो-युरेनियम,ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ
ऍक्टिनो-युरेनियम मालिका,ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ ਲੜੀ
रेडिओइलेक्ट्रिक,ਰੇਡੀਓਇਲੈਕਟ੍ਰਿਕ
"ऍक्टिनोमीटर, फोटोमायक्रोमीटर","ਐਕਟਿਨੋਮੀਟਰ, ਫੋਟੋਮਾਈਕ੍ਰੋਮੀਟਰ"
"कृती, कृती","ਕਾਰਵਾਈ, ਕੰਮ"
क्रिया आणि प्रतिक्रिया,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
क्रिया स्थिर,ਕਾਰਵਾਈ ਸਥਿਰ
प्रभाव क्षेत्र,ਪ੍ਰਭਾਵ ਦਾ ਖੇਤਰ
"सक्रिय, सक्रिय","ਸਰਗਰਮ, ਸਰਗਰਮ"
सक्रिय प्रसार,ਸਰਗਰਮ ਫੈਲਾਅ
"सक्रिय फायबर, सक्रिय फायबर","ਸਰਗਰਮ ਫਾਈਬਰ, ਸਰਗਰਮ ਫਾਈਬਰ"
सक्रियकरण प्रभाव,ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ
सक्रियकरण प्रभाव,ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ
सक्रियकरण विश्लेषण,ਸਰਗਰਮੀ ਵਿਸ਼ਲੇਸ਼ਣ
क्रियाकलाप केंद्र,ਗਤੀਵਿਧੀ ਕੇਂਦਰ
सक्रियकरण परीक्षक,ਐਕਟੀਵੇਸ਼ਨ ਟੈਸਟਰ
सक्रियता ऊर्जा,ਸਰਗਰਮੀ ਊਰਜਾ
सक्रियकरण एन्ट्रॉपी,ਐਕਟੀਵੇਸ਼ਨ ਐਂਟਰੌਪੀ
सक्रियकरण ओव्हरव्होल्टेज,ਐਕਟੀਵੇਸ਼ਨ ਓਵਰਵੋਲਟੇਜ
सक्रियता दर,ਸਰਗਰਮੀ ਦੀ ਦਰ
"सक्रिय करणारा, सक्रिय करणारा","ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ"
सक्रिय करणारा अणू,ਐਕਟੀਵੇਟਰ ਐਟਮ
प्रवेगक,ਐਕਸਲੇਟਰ
सक्रिय शोषण,ਸਰਗਰਮ ਸਮਾਈ
सक्रिय हवाई,ਸਰਗਰਮ ਏਰੀਅਲ
रेडिएशन धोक्याचे क्षेत्र,ਰੇਡੀਏਸ਼ਨ ਖ਼ਤਰਾ ਜ਼ੋਨ
सक्रिय डिव्हाइस,ਸਰਗਰਮ ਜੰਤਰ
सक्रिय लक्ष्यीकरण,ਸਰਗਰਮ ਨਿਸ਼ਾਨਾ
सक्रिय हायड्रोजन*,ਕਿਰਿਆਸ਼ੀਲ ਹਾਈਡ੍ਰੋਜਨ*
सक्रिय जाळी,ਸਰਗਰਮ ਜਾਲ
सक्रिय ओळ सक्रिय ओळ,ਸਰਗਰਮ ਲਾਈਨ ਸਰਗਰਮ ਲਾਈਨ
सक्रिय लूप,ਸਰਗਰਮ ਲੂਪ
सक्रिय कोड*,ਐਕਟਿਵ ਕੋਡ*
सक्रिय घटक,ਸਰਗਰਮ ਸਮੱਗਰੀ
सक्रिय रेणू,ਸਰਗਰਮ ਅਣੂ
सक्रिय जाळी,ਸਰਗਰਮ ਜਾਲ
सक्रिय पुनर्शोषण,ਸਰਗਰਮ ਮੁੜ-ਸੋਸ਼ਣ
सक्रिय क्षेत्र,ਸਰਗਰਮ ਖੇਤਰ
सक्रिय नियमन,ਸਰਗਰਮ ਨਿਯਮ
सक्रिय उपग्रह,ਸਰਗਰਮ ਸੈਟੇਲਾਈਟ
सक्रिय विखंडन सौर ज्योत,ਸਰਗਰਮ ਫਿਸਿਲ ਸੂਰਜੀ ਲਾਟ
सक्रिय सूक्ष्म पोषक,ਸਰਗਰਮ ਸੂਖਮ ਪੌਸ਼ਟਿਕ ਤੱਤ
सक्रिय ट्रॅकिंग सिस्टम,ਸਰਗਰਮ ਟਰੈਕਿੰਗ ਸਿਸਟਮ
सक्रिय ट्रान्सड्यूसर,ਸਰਗਰਮ transducer
सक्रिय सेवन,ਸਰਗਰਮ ਸੇਵਨ
क्रियाकलाप गुणांक*,ਗਤੀਵਿਧੀ ਗੁਣਾਂਕ*
क्रियाकलाप निर्देशांक,ਗਤੀਵਿਧੀ ਸੂਚਕਾਂਕ
क्रियाकलाप प्रमाण,ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ
क्रियाकलाप वेक्टर,ਸਰਗਰਮੀ ਵੈਕਟਰ
वास्तविक मॉनिटर,ਅਸਲ ਮਾਨੀਟਰ
वास्तविक ताण,ਅਸਲ ਤਣਾਅ
ट्रिगर करण्यासाठी,ਟਰਿੱਗਰ ਕਰਨ ਲਈ
प्रवर्तक,ਪੈਦਾ ਕਰਨ ਵਾਲਾ
प्रवर्तक,ਪੈਦਾ ਕਰਨ ਵਾਲਾ
acuityometer,ਐਕਿਊਟੀਮੀਟਰ
ऐकण्याची तीक्ष्णता,ਸੁਣਨ ਦੀ ਤੀਬਰਤਾ
फोटो तीक्ष्णता मूल्य,ਫੋਟੋ ਤੀਬਰਤਾ ਮੁੱਲ
तीव्र कोन,ਤੀਬਰ ਕੋਣ
कुजबुजणे,ਘੁਸਰ-ਮੁਸਰ
तीव्र त्रिकोण,ਤੀਬਰ ਤਿਕੋਣ
अॅसायक्लिक,acyclic
ऑप्टिमायझेशन अनुप्रयोग,ਅਨੁਕੂਲਨ ਕਾਰਜ
अनुकूल स्थिती,ਅਨੁਕੂਲ ਸਥਿਤੀ
अनुकूली नियंत्रण प्रणाली,ਅਨੁਕੂਲ ਕੰਟਰੋਲ ਸਿਸਟਮ
अडॅपटोमीटर,ਅਡਾਪਟੋਮੀਟਰ
अॅडकॉक अँटेना,ਐਡਕੌਕ ਐਂਟੀਨਾ
बेरीज करणे,ਸੰਪੇਕਸ਼ਤ
संकलन वेळ,ਸੰਕਲਨ ਦਾ ਸਮਾਂ
संकलन-वजाबाकी वेळ,ਸੰਕਲਨ-ਘਟਾਓ ਦਾ ਸਮਾਂ
जोडणारा,ਜੋੜਨ ਵਾਲਾ
"बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)","ਜੋੜ, ਜੋੜ, ਜੋੜ (ਐਡੀ.), ਜੋੜ (v.)"
जोड स्थिर,ਜੋੜ ਸਥਿਰ
प्रवेग-सम नियम,ਪ੍ਰਵੇਗ-ਜੋੜ ਨਿਯਮ
अंतर बेरीज नियम,ਦੂਰੀ-ਜੋੜ ਨਿਯਮ
वेग-सम नियम,ਵੇਗ-ਜੋੜ ਨਿਯਮ
वेक्टरची बेरीज,ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ
संग्रह प्रतिक्रिया,ਸੰਗ੍ਰਹਿ ਪ੍ਰਤੀਕਰਮ
अतिरिक्त मजला,ਵਾਧੂ ਮੰਜ਼ਿਲ
"संयोजी स्वर, अतिरिक्त स्वर (स्वर)","ਕਨੈਕਟਿਵ ਟੋਨ, ਵਾਧੂ ਟੋਨ (ਸਵਰ)"
"additive, additive","additive, additive"
मिश्रित प्रणाली,additive ਸਿਸਟਮ
संमिश्र वर्ण,ਸੰਯੁਕਤ ਅੱਖਰ
एकूण वर्ण प्रक्रिया,ਸਮੁੱਚੀ ਅੱਖਰ ਪ੍ਰਕਿਰਿਆ
पूरक पूरक रंग,ਜੋੜਨ ਵਾਲਾ ਪੂਰਕ ਰੰਗ
additive स्थिरांक,additive ਸਥਿਰ
additive कर्षण,additive ਟ੍ਰੈਕਸ਼ਨ
अतिरिक्त प्रभाव,additive ਪ੍ਰਭਾਵ
अतिरिक्त घटक,additive ਕਾਰਕ
additive फंक्शन,additive ਫੰਕਸ਼ਨ
मिश्रित मिश्रण,additive ਮਿਸ਼ਰਣ
additive रूट,additive ਰੂਟ
जोड प्रक्रिया,additive ਕਾਰਜ
जोडणी,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
अॅडिटीव्ह क्वांटम संख्या,ਜੋੜੀ ਕੁਆਂਟਮ ਸੰਖਿਆ
संग्रह प्रतिक्रिया,ਸੰਗ੍ਰਹਿ ਪ੍ਰਤੀਕਰਮ
जोडणी,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
एडिट्रॉन,aditron
जाणून घ्या*,ਜਾਣੋ*
पत्ता गणना,ਪਤਾ ਗਣਨਾ
पत्ता,ਪਤਾ
पत्ता एन्क्रिप्शन,ਪਤਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
पत्ता अभिव्यक्ती,ਪਤਾ ਸਮੀਕਰਨ
पत्ता योग्यता,ਪਤਾਯੋਗਤਾ
पत्ता लिहायची जागा,ਪਤਾ ਪੱਟੀ
पत्ता प्रकाश,ਪਤਾ ਰੋਸ਼ਨੀ
पत्ता बदलणे,ਪਤਾ ਦੀ ਤਬਦੀਲੀ
पतांश,ਪਤੰਸ਼
पत्ता नोंदवही,ਪਤਾ ਰਜਿਸਟਰ
पत्ता निवड स्विच,ਪਤਾ ਚੋਣ ਸਵਿੱਚ
पत्ता क्रमवारी टेबल,ਪਤਾ ਲੜੀਬੱਧ ਸਾਰਣੀ
संबोधित,ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ
adresograph,adresograph
पत्ता प्रणाली,ਪਤਾ ਸਿਸਟਮ
आसंजन,adhesion
आसंजन ताण,ਚਿਪਕਣ ਤਣਾਅ
चिकट ऊर्जा,ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ
चिकट ब्लॉकिंग,ਿਚਪਕਣ ਬਲਾਕਿੰਗ
adiabat,adiabat
adiabatic,adiabatic
adiabatic प्रवेग,adiabatic ਪ੍ਰਵੇਗ
adiabatic अंदाजे,adiabatic ਅਨੁਮਾਨ
adiabatic खंड गुणांक,adiabatic ਵਾਲੀਅਮ ਗੁਣਾਂਕ
adiabatic थर्मामीटर,adiabatic ਥਰਮਾਮੀਟਰ
adiabatic बदल,adiabatic ਤਬਦੀਲੀ
"adiabatic चार्ट, adiabatic चार्ट","adiabatic ਚਾਰਟ, adiabatic ਚਾਰਟ"
adiabatic compressibility,adiabatic ਸੰਕੁਚਿਤਤਾ
adiabatic कॉम्प्रेशन,adiabatic ਕੰਪਰੈਸ਼ਨ
adiabatic गर्भनिरोधक,adiabatic ਗਰਭ ਨਿਰੋਧ
adiabatic कूलिंग मर्यादा,adiabatic ਕੂਲਿੰਗ ਸੀਮਾ
adiabatic वक्र,adiabatic ਵਕਰ
adiabatic विरूपण,adiabatic ਵਿਗਾੜ
adiabatic demagnetization,adiabatic demagnetization
adiabatic रिझोल्यूशन,adiabatic ਰੈਜ਼ੋਲੂਸ਼ਨ
adiabatic विस्थापन,adiabatic ਵਿਸਥਾਪਨ
adiabatic प्रभाव,adiabatic ਪ੍ਰਭਾਵ
adiabatic लवचिकता,adiabatic ਲਚਕਤਾ
adiabatic ellipsoid,adiabatic ellipsoid
adiabatic पूर्ण-उष्णतेचे नुकसान,adiabatic ਪੂਰੀ-ਗਰਮੀ ਦਾ ਨੁਕਸਾਨ
adiabatic समीकरण,adiabatic ਸਮੀਕਰਨ
adiabatic राज्य समीकरण,adiabatic ਰਾਜ ਸਮੀਕਰਨ
adiabatic समतोल तापमान,adiabatic ਸੰਤੁਲਨ ਦਾ ਤਾਪਮਾਨ
adiabatic शिल्लक,adiabatic ਸੰਤੁਲਨ
adiabatic प्रसार,adiabatic ਫੈਲਾਅ
adiabatic ज्वाला तापमान,adiabatic ਲਾਟ ਦਾ ਤਾਪਮਾਨ
adiabatic प्रवाह,adiabatic ਵਹਾਅ
adiabatic उच्चार,adiabatic ਉਚਾਰਨ
adiabatic वायू समीकरण,adiabatic ਗੈਸ ਸਮੀਕਰਨ
adiabatic ग्रेडियंट,adiabatic gradient
adiabatic उष्णता नुकसान,adiabatic ਗਰਮੀ ਦਾ ਨੁਕਸਾਨ
adiabatic ionization क्षमता,adiabatic ionization ਸੰਭਾਵੀ
adiabatic घसारा दर,adiabatic ਘਟਾਓ ਦਰ
adiabatic मोमेंटम चार्ज,adiabatic ਮੋਮੈਂਟਮ ਚਾਰਜ
adiabatic प्रक्रिया,adiabatic ਪ੍ਰਕਿਰਿਆ
adiabatic प्रतिक्रिया,adiabatic ਪ੍ਰਤੀਕਰਮ
adiabatic हलवा,adiabatic ਚਾਲ
adiabatic विरूपण ऊर्जा,adiabatic ਵਿਗਾੜ ਊਰਜਾ
adiabatic शरीर,adiabatic ਸਰੀਰ
adiabatic उष्णता ग्रेडियंट,adiabatic ਹੀਟ ਗਰੇਡੀਐਂਟ
adiabatic abatement,adiabatic ਕਮੀ
adiabatic रूपांतरण,adiabatic ਪਰਿਵਰਤਨ
"प्रकाशसंश्लेषण, विरोधी विकिरण","ਪ੍ਰਕਾਸ਼ ਸੰਸ਼ਲੇਸ਼ਣ, ਵਿਰੋਧੀ ਰੇਡੀਏਸ਼ਨ"
उष्णता अपुरेपणा,ਗਰਮੀ ਦੀ ਘਾਟ
उष्णता इन्सुलेट,ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ
एडन,ਏਡਨ
संलग्नता प्रभाव,ਨਜ਼ਦੀਕੀ ਪ੍ਰਭਾਵ
"समीप, समीप, समीप","ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ"
समीप कोन,ਨੇੜੇ ਦੇ ਕੋਣ
संलग्न चॅनेल क्षीणन,ਨੱਥੀ ਚੈਨਲ ਅਟੈਨਯੂਏਸ਼ਨ
बंद सर्किट,ਬੰਦ ਸਰਕਟ
संलग्न टप्पा,ਬੰਦ ਪੜਾਅ
"संलग्न व्हिडिओ वाहक, संलग्न प्रतिमा वाहक","ਨੱਥੀ ਵੀਡੀਓ ਕੈਰੀਅਰ, ਨੱਥੀ ਚਿੱਤਰ ਕੈਰੀਅਰ"
बंद ध्वनी वाहक,ਬੰਦ ਆਵਾਜ਼ ਕੈਰੀਅਰ
संलग्न चॅनेल निवडकता,ਨੱਥੀ ਚੈਨਲ ਦੀ ਚੋਣ
बंद चॅनेल अडथळा,ਨੱਥੀ ਚੈਨਲ ਬੈਰੀਅਰ
समायोज्य कॅपेसिटर,ਵਿਵਸਥਿਤ ਕੈਪਸੀਟਰ
समायोज्य लेन्स धारक,ਵਿਵਸਥਿਤ ਲੈਂਸ ਧਾਰਕ
समायोज्य भिंग,ਵਿਵਸਥਿਤ ਵੱਡਦਰਸ਼ੀ
समायोज्य दबाव,ਅਨੁਕੂਲ ਦਬਾਅ
समायोज्य शॉर्ट सर्किट,ਵਿਵਸਥਿਤ ਸ਼ਾਰਟ ਸਰਕਟ
समायोजित करणे,ਸਮਾਯੋਜਨ
प्रवेश,ਪ੍ਰਵੇਸ਼
प्रवेश ऑपरेटर,ਪ੍ਰਵੇਸ਼ ਆਪਰੇਟਰ
शोषण*,ਸੋਸ਼ਣ*
आगाऊ चेंडू,ਅਗਾਊਂ ਗੇਂਦ
पुढे,ਅੱਗੇ
वर्धित प्रवाहकीय बहिरेपणा,ਵਧੀ ਹੋਈ ਸੰਚਾਲਕ ਬਹਿਰਾਪਨ
पुढे क्षमता,ਅੱਗੇ ਸੰਭਾਵਨਾ
प्रगतीशील लाट,ਪ੍ਰਗਤੀਸ਼ੀਲ ਲਹਿਰ
प्रगतीशील लहर आघाडी,ਪ੍ਰਗਤੀਸ਼ੀਲ ਲਹਿਰ ਫਰੰਟ
वेंट्रल वीणा,ਵੈਂਟ੍ਰਲ ਹਾਰਪ
एओलियन टोन,aeolian ਟੋਨ
"eon (वर्ष), युग","ਈਓਨ (ਸਾਲ), ਯੁੱਗ"
"आकाशी, वायवा (वि.) एरियल (सं.)","ਆਕਾਸ਼ੀ, ਵੈਵਾ (ਵੀ.) ਏਰੀਅਲ (ਐਡੀ.)"
हवाई अ‍ॅरे,ਹਵਾਈ ਐਰੇ
अँटेना अॅटेन्युएटर,antenna attenuator
अँटेना बूस्टर,ਐਂਟੀਨਾ ਬੂਸਟਰ
हवाई केबल,ਏਰੀਅਲ ਕੇਬਲ
एअर कॅमेरा,ਏਅਰ ਕੈਮਰਾ
अँटेना सर्किट ब्रेकर,ਐਂਟੀਨਾ ਸਰਕਟ ਬ੍ਰੇਕਰ
अँटेना कंट्रोल बोर्ड,antenna ਕੰਟਰੋਲ ਬੋਰਡ
अँटेना असंबद्ध सिग्नल,ਐਂਟੀਨਾ ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ
अँटेना प्रवाह,ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ
अँटेना भिजवणे,antenna damping
अँटेना अर्थ कॉन्टॅक्टर स्विच,ਐਂਟੀਨਾ ਧਰਤੀ ਸੰਪਰਕ ਕਰਨ ਵਾਲਾ ਸਵਿੱਚ
अँटेना कार्यक्षमता,ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ
एरियल इलेक्ट्रिक इरेजिंग मशीन,ਏਰੀਅਲ ਇਲੈਕਟ੍ਰਿਕ ਮਿਟਾਉਣ ਵਾਲੀ ਮਸ਼ੀਨ
अँटेना अपग्रेडर,ਐਂਟੀਨਾ ਅੱਪਗਰੇਡ
अँटेना उत्तेजना,antenna ਉਤੇਜਨਾ
हवाई धुके,ਹਵਾਈ ਧੁੰਦ
अँटेना प्रतिबाधा,ਐਂਟੀਨਾ ਰੁਕਾਵਟ
अँटेना अधिष्ठाता,antenna inductance
अँटेना इन्सुलेटर इन्सुलेटर,ਐਂਟੀਨਾ ਇੰਸੂਲੇਟਰ ਇੰਸੂਲੇਟਰ
अँटेना लाइन,antenna ਲਾਈਨ
अँटेना लोड कॉइल,ਐਂਟੀਨਾ ਲੋਡ ਕੋਇਲ
अँटेना तोटा,ਐਂਟੀਨਾ ਦਾ ਨੁਕਸਾਨ
अँटेना आवाज,ਐਂਟੀਨਾ ਸ਼ੋਰ
आकाश फोटो व्याख्या,ਅਸਮਾਨ ਫੋਟੋ ਵਿਆਖਿਆ
एरियल फोटोग्रामेट्री,ਏਰੀਅਲ ਫੋਟੋਗਰਾਮੈਟਰੀ
हवाई फोटो,ਹਵਾਈ ਫੋਟੋ
हवाई छायाचित्रण,ਏਰੀਅਲ ਫੋਟੋਗ੍ਰਾਫੀ
अँटेना शक्ती,ਐਂਟੀਨਾ ਪਾਵਰ
अँटेना रेडिएटिव्ह प्रतिरोध,ਐਂਟੀਨਾ ਰੇਡੀਏਟਿਵ ਪ੍ਰਤੀਰੋਧ
अँटेना प्रतिक्रिया,ਐਂਟੀਨਾ ਪ੍ਰਤੀਕਿਰਿਆ
अँटेना फिरवत डायल,ਐਂਟੀਨਾ ਰੋਟੇਟਿੰਗ ਡਾਇਲ
अँटेना प्रतिकार,ਐਂਟੀਨਾ ਪ੍ਰਤੀਰੋਧ
अँटेना श्रेणी कॅपेसिटर,ਐਂਟੀਨਾ ਰੇਂਜ ਕੈਪਸੀਟਰ
हवाई सर्वेक्षण,ਹਵਾਈ ਸਰਵੇਖਣ
हवाई प्रणाली,ਹਵਾਈ ਸਿਸਟਮ
अँटेना स्तंभ,ਐਂਟੀਨਾ ਕਾਲਮ
हवेचा वेग,ਹਵਾ ਦੀ ਗਤੀ
अँटेना दंड,ਐਂਟੀਨਾ ਜੁਰਮਾਨਾ
एअर फिल्टर,ਏਅਰ ਫਿਲਟਰ
