Bengali,Punjabi
শাব্দ প্রতিসরণ,ਧੁਨੀ ਅਪਵਰਤਨ
শাব্দ প্রতিরোধের,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
শাব্দ প্রতিক্রিয়া,ਧੁਨੀ ਜਵਾਬ
শাব্দ বিচ্ছুরণ,ਐਕੋਸਟਿਕ ਸਕੈਟਰਿੰਗ
শ্রবণ বিন্দু,ਸੁਣਵਾਈ ਬਿੰਦੂ
শাব্দিক অনমনীয়তা,ਧੁਨੀ ਕਠੋਰਤਾ
শাব্দ ব্যবস্থা,ਧੁਨੀ ਸਿਸਟਮ
শাব্দ থার্মোমিটার,ਧੁਨੀ ਥਰਮਾਮੀਟਰ
শাব্দ বেগ,ਧੁਨੀ ਗਤੀ
শব্দ - তরঙ্গ,ਆਵਾਜ਼ ਦੀ ਲਹਿਰ
শাব্দিক,ਧੁਨੀ
শব্দ শোষণ সহগ,ਆਵਾਜ਼ ਸਮਾਈ ਗੁਣਾਂਕ
শব্দ শোষণ উপাদান,ਧੁਨੀ ਸਮਾਈ ਭਾਗ
শাব্দ সার্কিট,ਧੁਨੀ ਸਰਕਟ
শাব্দ প্রতিক্রিয়া,ਧੁਨੀ ਜਵਾਬ
শাব্দ বিলম্ব লাইন,ਧੁਨੀ ਦੇਰੀ ਲਾਈਨ
শাব্দ বিকৃতি,ਧੁਨੀ ਵਿਗਾੜ
শাব্দিক ধ্বনিবিদ্যা,ਧੁਨੀ ਧੁਨੀ
শাব্দ ফিল্টার,ਧੁਨੀ ਫਿਲਟਰ
শব্দের সংরোধ*,ਧੁਨੀ ਰੁਕਾਵਟ*
ফোনোগ্রাফ,ਫੋਨੋਗ੍ਰਾਫ
শাব্দিক ওহম*,ਧੁਨੀ ਓਮ*
শাব্দিক ধ্রুবক,ਧੁਨੀ ਸਥਿਰ
শাব্দিক ফোনন,ਧੁਨੀ ਫੋਨੋਨ
শাব্দ সংক্রমণ ধ্রুবক,ਧੁਨੀ ਪ੍ਰਸਾਰਣ ਸਥਿਰ
শব্দ পরিবর্তন সহগ,ਧੁਨੀ ਤਬਦੀਲੀ ਗੁਣਾਂਕ
শাব্দ প্রতিরোধের,ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ
শাব্দিক অনমনীয়তা,ਧੁਨੀ ਕਠੋਰਤਾ
শব্দ ইউনিট,ਆਵਾਜ਼ ਯੂਨਿਟ
শব্দরোধী,ਸਾਊਂਡਪਰੂਫ਼
শাব্দ পার্শ্ব লাইন,ਧੁਨੀ ਪਾਸੇ ਲਾਈਨ
"ধ্বনিবিদ্যা, ধ্বনিবিদ্যা","ਧੁਨੀ ਵਿਗਿਆਨ, ਧੁਨੀ ਵਿਗਿਆਨ"
শব্দ মিটার,ਆਵਾਜ਼ ਮੀਟਰ
শব্দ চাপ,ਆਵਾਜ਼ ਦਾ ਦਬਾਅ
অধিগ্রহণ রাডার,ਪ੍ਰਾਪਤੀ ਰਾਡਾਰ
সালোকসংশ্লেষী বিকিরণ,ਪ੍ਰਕਾਸ਼ ਸੰਸ਼ਲੇਸ਼ਣ ਰੇਡੀਏਸ਼ਨ
অ্যাক্টিনিয়াম নির্গমন,ਐਕਟਿਨੀਅਮ ਨਿਕਾਸ
অ্যাক্টিনো-ইউরেনিয়াম,ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ
অ্যাক্টিনো-ইউরেনিয়াম সিরিজ,ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ ਲੜੀ
তেজস্ক্রিয়,ਰੇਡੀਓਇਲੈਕਟ੍ਰਿਕ
"অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার","ਐਕਟਿਨੋਮੀਟਰ, ਫੋਟੋਮਾਈਕ੍ਰੋਮੀਟਰ"
"কর্ম, কাজ","ਕਾਰਵਾਈ, ਕੰਮ"
কর্ম এবং প্রতিক্রিয়া,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
কর্ম ধ্রুবক,ਕਾਰਵਾਈ ਸਥਿਰ
প্রভাব গোলক,ਪ੍ਰਭਾਵ ਦਾ ਖੇਤਰ
"সক্রিয়, সক্রিয়","ਸਰਗਰਮ, ਸਰਗਰਮ"
সক্রিয় বিস্তার,ਸਰਗਰਮ ਫੈਲਾਅ
"সক্রিয় ফাইবার, সক্রিয় ফাইবার","ਸਰਗਰਮ ਫਾਈਬਰ, ਸਰਗਰਮ ਫਾਈਬਰ"
সক্রিয়করণ প্রভাব,ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ
সক্রিয়করণ প্রভাব,ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ
সক্রিয়করণ বিশ্লেষণ,ਸਰਗਰਮੀ ਵਿਸ਼ਲੇਸ਼ਣ
কার্যকলাপ কেন্দ্র,ਗਤੀਵਿਧੀ ਕੇਂਦਰ
সক্রিয়করণ পরীক্ষক,ਐਕਟੀਵੇਸ਼ਨ ਟੈਸਟਰ
অ্যাক্টিভেশন শক্তি,ਸਰਗਰਮੀ ਊਰਜਾ
সক্রিয়করণ এনট্রপি,ਐਕਟੀਵੇਸ਼ਨ ਐਂਟਰੌਪੀ
সক্রিয়করণ ওভারভোল্টেজ,ਐਕਟੀਵੇਸ਼ਨ ਓਵਰਵੋਲਟੇਜ
সক্রিয়করণ হার,ਸਰਗਰਮੀ ਦੀ ਦਰ
"সক্রিয়কারী, সক্রিয়কারী","ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ"
অ্যাক্টিভেটর পরমাণু,ਐਕਟੀਵੇਟਰ ਐਟਮ
এক্সিলারেটর,ਐਕਸਲੇਟਰ
সক্রিয় শোষণ,ਸਰਗਰਮ ਸਮਾਈ
সক্রিয় বায়বীয়,ਸਰਗਰਮ ਏਰੀਅਲ
বিকিরণ বিপদ অঞ্চল,ਰੇਡੀਏਸ਼ਨ ਖ਼ਤਰਾ ਜ਼ੋਨ
সক্রিয় ডিভাইস,ਸਰਗਰਮ ਜੰਤਰ
সক্রিয় টার্গেটিং,ਸਰਗਰਮ ਨਿਸ਼ਾਨਾ
সক্রিয় হাইড্রোজেন*,ਕਿਰਿਆਸ਼ੀਲ ਹਾਈਡ੍ਰੋਜਨ*
সক্রিয় জাল,ਸਰਗਰਮ ਜਾਲ
সক্রিয় লাইন সক্রিয় লাইন,ਸਰਗਰਮ ਲਾਈਨ ਸਰਗਰਮ ਲਾਈਨ
সক্রিয় লুপ,ਸਰਗਰਮ ਲੂਪ
সক্রিয় কোড*,ਐਕਟਿਵ ਕੋਡ*
সক্রিয় উপাদান,ਸਰਗਰਮ ਸਮੱਗਰੀ
সক্রিয় অণু,ਸਰਗਰਮ ਅਣੂ
সক্রিয় জাল,ਸਰਗਰਮ ਜਾਲ
সক্রিয় পুনর্শোষণ,ਸਰਗਰਮ ਮੁੜ-ਸੋਸ਼ਣ
সক্রিয় এলাকা,ਸਰਗਰਮ ਖੇਤਰ
সক্রিয় নিয়ন্ত্রণ,ਸਰਗਰਮ ਨਿਯਮ
সক্রিয় স্যাটেলাইট,ਸਰਗਰਮ ਸੈਟੇਲਾਈਟ
সক্রিয় বিচ্ছিন্ন সৌর শিখা,ਸਰਗਰਮ ਫਿਸਿਲ ਸੂਰਜੀ ਲਾਟ
সক্রিয় মাইক্রোনিউট্রিয়েন্ট,ਸਰਗਰਮ ਸੂਖਮ ਪੌਸ਼ਟਿਕ ਤੱਤ
সক্রিয় ট্র্যাকিং সিস্টেম,ਸਰਗਰਮ ਟਰੈਕਿੰਗ ਸਿਸਟਮ
সক্রিয় ট্রান্সডুসার,ਸਰਗਰਮ transducer
সক্রিয় গ্রহণ,ਸਰਗਰਮ ਸੇਵਨ
কার্যকলাপ সহগ*,ਗਤੀਵਿਧੀ ਗੁਣਾਂਕ*
কার্যকলাপ সূচক,ਗਤੀਵਿਧੀ ਸੂਚਕਾਂਕ
কার্যকলাপ অনুপাত,ਗਤੀਵਿਧੀ ਅਨੁਪਾਤ
কার্যকলাপ ভেক্টর,ਸਰਗਰਮੀ ਵੈਕਟਰ
বাস্তব মনিটর,ਅਸਲ ਮਾਨੀਟਰ
প্রকৃত চাপ,ਅਸਲ ਤਣਾਅ
ট্রিগার করতে,ਟਰਿੱਗਰ ਕਰਨ ਲਈ
জন্মদাতা,ਪੈਦਾ ਕਰਨ ਵਾਲਾ
জন্মদাতা,ਪੈਦਾ ਕਰਨ ਵਾਲਾ
acuityometer,ਐਕਿਊਟੀਮੀਟਰ
শ্রবণ তীক্ষ্ণতা,ਸੁਣਨ ਦੀ ਤੀਬਰਤਾ
ছবির তীক্ষ্ণতা মান,ਫੋਟੋ ਤੀਬਰਤਾ ਮੁੱਲ
তীব্র কোণ,ਤੀਬਰ ਕੋਣ
ফিসফিস,ਘੁਸਰ-ਮੁਸਰ
তীব্র ত্রিভুজ,ਤੀਬਰ ਤਿਕੋਣ
অ্যাসাইক্লিক,acyclic
অপ্টিমাইজেশান অ্যাপ্লিকেশন,ਅਨੁਕੂਲਨ ਕਾਰਜ
অপ্টিমাইজ করা অবস্থা,ਅਨੁਕੂਲ ਸਥਿਤੀ
অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা,ਅਨੁਕੂਲ ਕੰਟਰੋਲ ਸਿਸਟਮ
অ্যাডাপ্টোমিটার,ਅਡਾਪਟੋਮੀਟਰ
অ্যাডকক অ্যান্টেনা,ਐਡਕੌਕ ਐਂਟੀਨਾ
যোগফল,ਸੰਪੇਕਸ਼ਤ
সংকলন সময়,ਸੰਕਲਨ ਦਾ ਸਮਾਂ
সংকলন-বিয়োগের সময়,ਸੰਕਲਨ-ਘਟਾਓ ਦਾ ਸਮਾਂ
যোগকারী,ਜੋੜਨ ਵਾਲਾ
"যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)","ਜੋੜ, ਜੋੜ, ਜੋੜ (ਐਡੀ.), ਜੋੜ (v.)"
যোগ ধ্রুবক,ਜੋੜ ਸਥਿਰ
ত্বরণ-সমষ্টি নিয়ম,ਪ੍ਰਵੇਗ-ਜੋੜ ਨਿਯਮ
দূরত্ব-সমষ্টি নিয়ম,ਦੂਰੀ-ਜੋੜ ਨਿਯਮ
বেগ-সমষ্টি নিয়ম,ਵੇਗ-ਜੋੜ ਨਿਯਮ
ভেক্টরের সমষ্টি,ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ
সংগ্রহ প্রতিক্রিয়া,ਸੰਗ੍ਰਹਿ ਪ੍ਰਤੀਕਰਮ
অতিরিক্ত মেঝে,ਵਾਧੂ ਮੰਜ਼ਿਲ
"সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)","ਕਨੈਕਟਿਵ ਟੋਨ, ਵਾਧੂ ਟੋਨ (ਸਵਰ)"
"additive, additive","additive, additive"
সংযোজন ব্যবস্থা,additive ਸਿਸਟਮ
যৌগিক অক্ষর,ਸੰਯੁਕਤ ਅੱਖਰ
সামগ্রিক অক্ষর প্রক্রিয়া,ਸਮੁੱਚੀ ਅੱਖਰ ਪ੍ਰਕਿਰਿਆ
সংযোজন পরিপূরক রঙ,ਜੋੜਨ ਵਾਲਾ ਪੂਰਕ ਰੰਗ
additive ধ্রুবক,additive ਸਥਿਰ
সংযোজন ট্র্যাকশন,additive ਟ੍ਰੈਕਸ਼ਨ
সংযোজন প্রভাব,additive ਪ੍ਰਭਾਵ
সংযোজন ফ্যাক্টর,additive ਕਾਰਕ
সংযোজন ফাংশন,additive ਫੰਕਸ਼ਨ
সংযোজন মিশ্রণ,additive ਮਿਸ਼ਰਣ
সংযোজক মূল,additive ਰੂਟ
সংযোজন প্রক্রিয়া,additive ਕਾਰਜ
যোগযোগ্যতা,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
সংযোজন কোয়ান্টাম সংখ্যা,ਜੋੜੀ ਕੁਆਂਟਮ ਸੰਖਿਆ
সংগ্রহ প্রতিক্রিয়া,ਸੰਗ੍ਰਹਿ ਪ੍ਰਤੀਕਰਮ
যোগযোগ্যতা,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
aditron,aditron
জানি*,ਜਾਣੋ*
ঠিকানা গণনা,ਪਤਾ ਗਣਨਾ
ঠিকানা,ਪਤਾ
ঠিকানা এনক্রিপশন,ਪਤਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
ঠিকানা অভিব্যক্তি,ਪਤਾ ਸਮੀਕਰਨ
ঠিকানাযোগ্যতা,ਪਤਾਯੋਗਤਾ
ঠিকানার অংশ,ਪਤਾ ਪੱਟੀ
ঠিকানা আলো,ਪਤਾ ਰੋਸ਼ਨੀ
ঠিকানা পরিবর্তন,ਪਤਾ ਦੀ ਤਬਦੀਲੀ
পতনশ,ਪਤੰਸ਼
ঠিকানা রেজিস্টার,ਪਤਾ ਰਜਿਸਟਰ
ঠিকানা নির্বাচন সুইচ,ਪਤਾ ਚੋਣ ਸਵਿੱਚ
ঠিকানা সাজানোর টেবিল,ਪਤਾ ਲੜੀਬੱਧ ਸਾਰਣੀ
সম্বোধন,ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ
adresograph,adresograph
ঠিকানা সিস্টেম,ਪਤਾ ਸਿਸਟਮ
আনুগত্য,adhesion
আনুগত্য চাপ,ਚਿਪਕਣ ਤਣਾਅ
আঠালো শক্তি,ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ
আঠালো ব্লকিং,ਿਚਪਕਣ ਬਲਾਕਿੰਗ
adiabat,adiabat
adiabatic,adiabatic
adiabatic ত্বরণ,adiabatic ਪ੍ਰਵੇਗ
adiabatic অনুমান,adiabatic ਅਨੁਮਾਨ
adiabatic ভলিউম সহগ,adiabatic ਵਾਲੀਅਮ ਗੁਣਾਂਕ
adiabatic থার্মোমিটার,adiabatic ਥਰਮਾਮੀਟਰ
adiabatic পরিবর্তন,adiabatic ਤਬਦੀਲੀ
"adiabatic চার্ট, adiabatic চার্ট","adiabatic ਚਾਰਟ, adiabatic ਚਾਰਟ"
adiabatic কম্প্রেসিবিলিটি,adiabatic ਸੰਕੁਚਿਤਤਾ
adiabatic কম্প্রেশন,adiabatic ਕੰਪਰੈਸ਼ਨ
adiabatic গর্ভনিরোধক,adiabatic ਗਰਭ ਨਿਰੋਧ
adiabatic কুলিং সীমা,adiabatic ਕੂਲਿੰਗ ਸੀਮਾ
adiabatic বক্ররেখা,adiabatic ਵਕਰ
adiabatic বিকৃতি,adiabatic ਵਿਗਾੜ
adiabatic demagnetization,adiabatic demagnetization
adiabatic রেজল্যুশন,adiabatic ਰੈਜ਼ੋਲੂਸ਼ਨ
adiabatic স্থানচ্যুতি,adiabatic ਵਿਸਥਾਪਨ
adiabatic প্রভাব,adiabatic ਪ੍ਰਭਾਵ
adiabatic স্থিতিস্থাপকতা,adiabatic ਲਚਕਤਾ
adiabatic ellipsoid,adiabatic ellipsoid
adiabatic পূর্ণ-তাপ ক্ষতি,adiabatic ਪੂਰੀ-ਗਰਮੀ ਦਾ ਨੁਕਸਾਨ
adiabatic সমীকরণ,adiabatic ਸਮੀਕਰਨ
adiabatic রাষ্ট্র সমীকরণ,adiabatic ਰਾਜ ਸਮੀਕਰਨ
adiabatic ভারসাম্য তাপমাত্রা,adiabatic ਸੰਤੁਲਨ ਦਾ ਤਾਪਮਾਨ
adiabatic ভারসাম্য,adiabatic ਸੰਤੁਲਨ
adiabatic স্প্রেড,adiabatic ਫੈਲਾਅ
adiabatic শিখা তাপমাত্রা,adiabatic ਲਾਟ ਦਾ ਤਾਪਮਾਨ
adiabatic প্রবাহ,adiabatic ਵਹਾਅ
adiabatic উচ্চারণ,adiabatic ਉਚਾਰਨ
adiabatic গ্যাস সমীকরণ,adiabatic ਗੈਸ ਸਮੀਕਰਨ
adiabatic গ্রেডিয়েন্ট,adiabatic gradient
adiabatic তাপ ক্ষতি,adiabatic ਗਰਮੀ ਦਾ ਨੁਕਸਾਨ
adiabatic ionization সম্ভাব্যতা,adiabatic ionization ਸੰਭਾਵੀ
adiabatic অবচয় হার,adiabatic ਘਟਾਓ ਦਰ
adiabatic ভরবেগ চার্জ,adiabatic ਮੋਮੈਂਟਮ ਚਾਰਜ
adiabatic প্রক্রিয়া,adiabatic ਪ੍ਰਕਿਰਿਆ
adiabatic প্রতিক্রিয়া,adiabatic ਪ੍ਰਤੀਕਰਮ
adiabatic নড়াচড়া,adiabatic ਚਾਲ
adiabatic বিকৃতি শক্তি,adiabatic ਵਿਗਾੜ ਊਰਜਾ
adiabatic শরীর,adiabatic ਸਰੀਰ
adiabatic তাপ গ্রেডিয়েন্ট,adiabatic ਹੀਟ ਗਰੇਡੀਐਂਟ
adiabatic abatement,adiabatic ਕਮੀ
adiabatic রূপান্তর,adiabatic ਪਰਿਵਰਤਨ
"সালোকসংশ্লেষণ, বিকিরণ বিরোধী","ਪ੍ਰਕਾਸ਼ ਸੰਸ਼ਲੇਸ਼ਣ, ਵਿਰੋਧੀ ਰੇਡੀਏਸ਼ਨ"
তাপ অপর্যাপ্ততা,ਗਰਮੀ ਦੀ ਘਾਟ
তাপ নিরোধক,ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ
AIden,ਏਡਨ
সংলগ্ন প্রভাব,ਨਜ਼ਦੀਕੀ ਪ੍ਰਭਾਵ
"সংলগ্ন, সংলগ্ন, সংলগ্ন","ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ"
সংলগ্ন কোণ,ਨੇੜੇ ਦੇ ਕੋਣ
আবদ্ধ চ্যানেল অ্যাটেন্যুয়েশন,ਨੱਥੀ ਚੈਨਲ ਅਟੈਨਯੂਏਸ਼ਨ
আবদ্ধ সার্কিট,ਬੰਦ ਸਰਕਟ
আবদ্ধ পর্যায়,ਬੰਦ ਪੜਾਅ
"সংযুক্ত ভিডিও ক্যারিয়ার, সংযুক্ত ইমেজ ক্যারিয়ার","ਨੱਥੀ ਵੀਡੀਓ ਕੈਰੀਅਰ, ਨੱਥੀ ਚਿੱਤਰ ਕੈਰੀਅਰ"
আবদ্ধ শব্দ বাহক,ਬੰਦ ਆਵਾਜ਼ ਕੈਰੀਅਰ
আবদ্ধ চ্যানেল নির্বাচন,ਨੱਥੀ ਚੈਨਲ ਦੀ ਚੋਣ
আবদ্ধ চ্যানেল বাধা,ਨੱਥੀ ਚੈਨਲ ਬੈਰੀਅਰ
সামঞ্জস্যযোগ্য ক্যাপাসিটর,ਵਿਵਸਥਿਤ ਕੈਪਸੀਟਰ
সামঞ্জস্যযোগ্য লেন্স ধারক,ਵਿਵਸਥਿਤ ਲੈਂਸ ਧਾਰਕ
সামঞ্জস্যযোগ্য ম্যাগনিফায়ার,ਵਿਵਸਥਿਤ ਵੱਡਦਰਸ਼ੀ
নিয়মিত চাপ,ਅਨੁਕੂਲ ਦਬਾਅ
সামঞ্জস্যযোগ্য শর্ট সার্কিট,ਵਿਵਸਥਿਤ ਸ਼ਾਰਟ ਸਰਕਟ
সমন্বয়,ਸਮਾਯੋਜਨ
অনুপ্রবেশ,ਪ੍ਰਵੇਸ਼
অনুপ্রবেশ অপারেটর,ਪ੍ਰਵੇਸ਼ ਆਪਰੇਟਰ
শোষণ*,ਸੋਸ਼ਣ*
অগ্রিম বল,ਅਗਾਊਂ ਗੇਂਦ
এগিয়ে,ਅੱਗੇ
বর্ধিত পরিবাহী বধিরতা,ਵਧੀ ਹੋਈ ਸੰਚਾਲਕ ਬਹਿਰਾਪਨ
সামনের সম্ভাবনা,ਅੱਗੇ ਸੰਭਾਵਨਾ
প্রগতিশীল তরঙ্গ,ਪ੍ਰਗਤੀਸ਼ੀਲ ਲਹਿਰ
প্রগতিশীল তরঙ্গ সামনে,ਪ੍ਰਗਤੀਸ਼ੀਲ ਲਹਿਰ ਫਰੰਟ
ভেন্ট্রাল বীণা,ਵੈਂਟ੍ਰਲ ਹਾਰਪ
বায়বীয় স্বন,aeolian ਟੋਨ
"eon (বছর), যুগ","ਈਓਨ (ਸਾਲ), ਯੁੱਗ"
"আকাশি, ভাইভা (v.) Ariel (ed.)","ਆਕਾਸ਼ੀ, ਵੈਵਾ (ਵੀ.) ਏਰੀਅਲ (ਐਡੀ.)"
বায়বীয় অ্যারে,ਹਵਾਈ ਐਰੇ
অ্যান্টেনা অ্যাটেনুয়েটর,antenna attenuator
অ্যান্টেনা বুস্টার,ਐਂਟੀਨਾ ਬੂਸਟਰ
বায়বীয় তারের,ਏਰੀਅਲ ਕੇਬਲ
এয়ার ক্যামেরা,ਏਅਰ ਕੈਮਰਾ
অ্যান্টেনা সার্কিট ব্রেকার,ਐਂਟੀਨਾ ਸਰਕਟ ਬ੍ਰੇਕਰ
অ্যান্টেনা নিয়ন্ত্রণ বোর্ড,antenna ਕੰਟਰੋਲ ਬੋਰਡ
অ্যান্টেনা অপ্রাসঙ্গিক সংকেত,ਐਂਟੀਨਾ ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ
অ্যান্টেনা প্রবাহ,ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ
অ্যান্টেনা স্যাঁতসেঁতে,antenna damping
অ্যান্টেনা আর্থ কন্টাক্টর সুইচ,ਐਂਟੀਨਾ ਧਰਤੀ ਸੰਪਰਕ ਕਰਨ ਵਾਲਾ ਸਵਿੱਚ
অ্যান্টেনার দক্ষতা,ਐਂਟੀਨਾ ਕੁਸ਼ਲਤਾ
বায়বীয় বৈদ্যুতিক মুছে ফেলার মেশিন,ਏਰੀਅਲ ਇਲੈਕਟ੍ਰਿਕ ਮਿਟਾਉਣ ਵਾਲੀ ਮਸ਼ੀਨ
অ্যান্টেনা আপগ্রডার,ਐਂਟੀਨਾ ਅੱਪਗਰੇਡ
অ্যান্টেনা উত্তেজনা,antenna ਉਤੇਜਨਾ
বায়বীয় কুয়াশা,ਹਵਾਈ ਧੁੰਦ
অ্যান্টেনা প্রতিবন্ধকতা,ਐਂਟੀਨਾ ਰੁਕਾਵਟ
অ্যান্টেনা আবেশ,antenna inductance
অ্যান্টেনা অন্তরক অন্তরক,ਐਂਟੀਨਾ ਇੰਸੂਲੇਟਰ ਇੰਸੂਲੇਟਰ
অ্যান্টেনা লাইন,antenna ਲਾਈਨ
অ্যান্টেনা লোড কয়েল,ਐਂਟੀਨਾ ਲੋਡ ਕੋਇਲ
অ্যান্টেনা ক্ষতি,ਐਂਟੀਨਾ ਦਾ ਨੁਕਸਾਨ
অ্যান্টেনার শব্দ,ਐਂਟੀਨਾ ਸ਼ੋਰ
