Bengali,Kannada
দর কষাকষি,ಚೌಕಾಶಿ
দর কষাকষি,ಚೌಕಾಶಿ
অনুর্বর জমি,ಬಂಜರು ಭೂಮಿ
বার্টার,ಚೂರು
বেস,ಬೇನೆ
ভিত্তিহীন,ಆಧಾರರಹಿತ
বেসমেন্ট,ನೆಲಮಾಳಿಗೆ
ভিত্তিবছর,ಮೂಲ ವರ್ಷ
বেসিক,ಮೂಲಭೂತ
মূলত,ಮೂಲವಾಗಿ
বেসিক বুদ্ধি,ಮೂಲ ಬುದ್ಧಿ
মূল বেতন,ಮೂಲಭೂತ ವೇತನ
বেতনের প্রাথমিক স্কেল,ವೇತನದ ಮೂಲ ಪ್ರಮಾಣ
মৌলিক প্রশিক্ষণ,ಮೂಲಭೂತ ತರಬೇತಿ
ভিত্তি,ಆಧಾರ
ব্যাচ,ದಡ
ব্যাচ নাম্বার,ಬ್ಯಾಚ್ ಸಂಖ್ಯೆ
বহনকারী চেক,ಧಾರಕ ಚೆಕ್
উদ্ধৃত করার আগে,ಉಲ್ಲೇಖಿಸಿದ ಮೊದಲು
আচরণ,ವರ್ತನೆ
বিশ্বাস,ನಂಬಿಕೆ
নীচে নীচে,ಕೆಳಗಿನ ಪಾರ್
এজলাস,ಬೆಂಚು
মাপকাঠি,ಮಾನದಂಡ
উপকারী,ಪ್ರಯೋಜನಕರ
মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী,ಫಲಾನುಭವಿ
উপকার,ಲಾಭ
দ্বিধার সুবিধা,ಅನುಮಾನದ ಲಾಭ
দানশীলতা,ಪರೋಪಕಾರ
দানশীল তহবিল,ಪರೋಪಕಾರಿ ನಿಧಿ
উইল,ಮಾಪಕ
উইল,ಉಯುದಿ
শোক,ದುಃಖಿತ
সেরা প্রচেষ্টা,ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನಗಳು
উন্নততা,ಸುಡುವುದು
পক্ষপাত,ಪಕ್ಷಪಾತ
পক্ষপাতদুষ্ট মতামত,ಪಕ್ಷಪಾತದ ಅಭಿಪ್ರಾಯ
গ্রন্থপঞ্জি,ಗ್ರಂಥಗಳಶಾಸ್ತ್ರ
দ্বিবার্ষিক,ದ್ವೈವಾರ್ಷಿಕ
দ্বিখণ্ডিত,ವಿಭಜಿಸು
বিগামি,ಪ್ರಾಂತೀಯ
দ্বিপক্ষীয়,ದ್ವಿಪಕ್ಷೀಯ
দ্বিভাষিক,ದ್ವಿಭಾಷಾ
দ্বিখণ্ডিত,ದ್ವಿಭಾಷಾ
বিল,ಮಸೂದೆ
বিনিময় বিল,ವಿನಿಮಯ ಮಸೂದೆ
দ্বিখণ্ডিত প্রতিবেদন,ದ್ವಿಮುಖ ವರದಿ
বাঁধাই,ಬಂಧಿಸುವ
বায়োডাটা,ಜೈವಿಕ
দ্বিপক্ষীয়,ದ್ವಿಪಕ್ಷೀಯ
দ্বিপক্ষীয় চুক্তি,ದ್ವಿಪಕ್ಷೀಯ ಒಪ್ಪಂದ
জন্ম বার্ষিকী,ಜನ್ಮ ವಾರ್ಷಿಕೋತ್ಸವ
জন্ম সনদ,ಜನನ ಪ್ರಮಾಣಪತ್ರ
জন্ম নিয়ন্ত্রণ,ಜನನ ನಿಯಂತ್ರಣ
জন্ম তারিখ,ಹುಟ್ಟಿದ ದಿನಾಂಕ
জন্মের জায়গা,ಜನ್ಮಸ್ಥಳ
জন্ম হার,ಜನನ ಪ್ರಮಾಣ
দ্বিপক্ষীয়,ಜೈವಿಕವಾದ
কালো অর্থনীতি,ಕಪ್ಪು ಆರ್ಥಿಕತೆ
কালো তালিকা,ಕಪ್ಪು ಪಟ್ಟಿ
ব্ল্যাকমেল,ಕಪ್ಪಿ
কালোবাজার,ಕಪ್ಪು ಮಾರುಕಟ್ಟೆ
দোষ,ಆವರಿಸು
ফাঁকা চেক,ಖಾಲಿ ಪರಿಶೀಲನೆ
কম্বল ডিল,ಕಂಬಳಿ ವ್ಯವಹಾರ
কম্বল আদেশ,ಕಂಬಳಿ ಆದೇಶ
বিস্ফোরণ,ಹರಡು
মিশ্রণ,ಮಿಶ್ರಣ
ব্লক,ನಿರ್ಬಂಧ
অবরোধ,ದಿಗ್ಬಂಧನ
অবরুদ্ধ মূলধন,ನಿರ್ಬಂಧಿತ ಬಂಡವಾಳ
ব্লক লেটার,ದೊಡ್ಡ ಅಕ್ಷರ
রক্তদান,ರಕ್ತದಾನ
রক্ত সম্পর্ক,ರಕ್ತದ ಸಂಬಂಧಗಳು
নীল কলার কাজ,ನೀಲಿ ಕಾಲರ್ ಕೆಲಸ
ব্লুপ্রিন্ট,ನೀಲನಕ್ಷೆ
ব্লাফ,ಹಬ್ಬ
বোর্ড,ಮಂಡಲಿ
বোর্ডিং এবং থাকার ব্যবস্থা,ಬೋರ್ಡಿಂಗ್ ಮತ್ತು ವಸತಿ
পরিচালনা পর্ষদ,ನಿರ್ದೇಶಕರ ಮಂಡಳಿ
রাজস্ব বোর্ড,ಕಂದಾಯ ಮಂಡಳಿ
দেহ,ದೇಹ
দেহরক্ষী,ಅಂಗರಕ್ಷಕ
বোগাস ভাউচার,ನಕಲಿ ಚೀಟಿ
সদিচ্ছা,ಕಸೀಟರು
বন্ধন,ಕರಾರುಪತ್ರ
চুক্তিভুক্ত শ্রমিক,ಬಂಧಿತ ದುಡಿಮೆ
বোনাস,ಬೋನರಿ
বুকিং অফিস,ಬುಕಿಂಗ್ ಕಚೇರಿ
বই-রক্ষক,ಪುಸ್ತಕ ಕಪಾಟು
বই-রক্ষণাবেক্ষণ,ಬುಕ್‌ಪಿಂಗ್
পুস্তিকা,ಕಿರುಪುಸ್ತಕ
রেফারেন্স বই,ಉಲ್ಲೇಖದ ಪುಸ್ತಕ
বই মান,ಪುಸ್ತಕದ ಮೌಲ್ಯ
বুথ,ಮತಗಟ್ಟೆ
বুথ ক্যাপচারিং,ಬೂತ್ ಸೆರೆಹಿಡಿಯುವಿಕೆ
সীমান্ত ভাতা,ಗಡಿ ಭತ್ಯೆ
বর্ডার লাইন,ಗಡಿರೇಖೆ
Or ণগ্রহীতা,ಸಾಲಗಾರ
Orrow ণ ক্ষমতা,ಎರವಲು ಪಡೆಯುವ ಶಕ್ತಿ
বস,ಮೇಲಧಿಕಾರಿ
বাধা,ಬಟಲ್‌ನೆಕ್
বন্ধনী,ಆವರಣ
সীমানা,ಗಡಿರೇಖೆ
বয়কট,ಬಹಿಷ್ಕರಿಸು
মেধা পাচার,ಮೆದುಳು ಹರಳು
শাখা কার্যালয়,ಶಾಖಾ ಕಚೇರಿ
লঙ্ঘন,ಉಲ್ಲಂಘಿಸು
চুক্তি লঙ্ঘন,ಒಪ್ಪಂದದ ಉಲ್ಲಂಘನೆ
আত্মবিশ্বাস লঙ্ঘন,ಆತ್ಮವಿಶ್ವಾಸದ ಉಲ್ಲಂಘನೆ
চুক্তি লঙ্ঘন,ಒಪ್ಪಂದದ ಉಲ್ಲಂಘನೆ
শৃঙ্খলা লঙ্ঘন,ಶಿಸ್ತು ಉಲ್ಲಂಘನೆ
আইন লঙ্ঘন,ಕಾನೂನು ಉಲ್ಲಂಘನೆ
শান্তি লঙ্ঘন,ಶಾಂತಿಯ ಉಲ್ಲಂಘನೆ
অধিকার লঙ্ঘন,ಸವಲತ್ತು ಉಲ್ಲಂಘನೆ
প্রতিশ্রুতি লঙ্ঘন,ಭರವಸೆಯ ಉಲ್ಲಂಘನೆ
নিয়ম লঙ্ঘন,ನಿಯಮದ ಉಲ್ಲಂಘನೆ
বিশ্বাস ভঙ্গ,ನಂಬಿಕೆ ದ್ರೋಹ
বিরতি,ಒಡೆಯುವಿಕೆ
ভাঙ্গা,ಒಡೆಯುವುದು
পরিষেবা বিরতি,ಸೇವೆಯಲ್ಲಿ ಮುರಿಯಿರಿ
বিচ্ছিন্ন,ಬಿರುಕು
প্রজনন,ತಳಿ
ঘুষ,ಲಂಚ
সংক্ষিপ্ত,ಸಂಕ್ಷಿಪ್ತ
সারসংক্ষেপ,ಸಂರಕ್ಷಣಾ
সংক্ষিপ্ত পুনঃসূচনা,ಸಂಕ್ಷಿಪ್ತ ಪುನರಾರಂಭ
উজ্জ্বল রেকর্ড,ಅದ್ಭುತ ದಾಖಲೆ
নোটিশ আনুন,ಗಮನಕ್ಕೆ ತನ್ನಿ
সম্প্রচার,ಪ್ರಸಾರ
ব্রডশিট,ಚೂರುಪಾರು
ব্রোশিওর,ಕರಪತ್ರ
দালালি,ದಲ್ಲಾಳಿ
এগিয়ে আনা (বি/এফ),ಮುಂದೆ ತರಲಾಗಿದೆ (ಬಿ/ಎಫ್)
বাজেট বরাদ্দ,ಬಜೆಟ್ ಹಂಚಿಕೆ
বুগেটারি নিয়ন্ত্রণ,ಬಾಗರ ನಿಯಂತ್ರಣ
বাজেটের অনুমান,ಬಜೆಟ್ ಅಂದಾಜು
বাজেট বিধান,ಬಜೆಟ್ ನಿಬಂಧನೆ
বিল্ডিং,ಕಟ್ಟಡ
স্তূপ,ಬೃಹತ್
বাল্ক ক্রয়,ಬೃಹತ್ ಖರೀದಿ
বুলেটিন,ಗುಂಡು
বাম্পার ফসল,ಬಂಪರ್ ಬೆಳೆ
শূন্যপদ গুচ্ছ,ಖಾಲಿ ಹುದ್ದೆಗಳ ಗುಂಪೇ
বাংগল,ಗಡಗಟ್ಟುವ
আমলাতন্ত্র,ಅಧಿಕಾರಶಾಹಿ
আমলা,ಅಧಿಕಾರ
ব্যবসায়িক শ্রেণী,ವ್ಯಾಪಾರ ವರ್ಗ
ব্যবসায়ের সময় (= ব্যবসায়ের ঘন্টা),ವ್ಯವಹಾರ ಸಮಯ (= ವ್ಯವಹಾರದ ಗಂಟೆಗಳು)
ব্যবসায়ী,ವ್ಯಾಪಾರಿ
কিনুন,ಹಿಂದಕ್ಕೆ ಖರೀದಿಸಿ
ক্রেতা,ಖರೀದಿದಾರ
বাই নির্বাচন (= নির্বাচনের মাধ্যমে),ಬೈ ಚುನಾವಣೆ (= ಚುನಾವಣೆಯಿಂದ)
হাতের দ্বারা,ಕೈಯಿಂದ
পোস্ট দ্বারা,ಅಂಚೆಯ ಮೂಲಕ
কেবিন লাগেজ,ಕ್ಯಾಬಿನ್ ಸಾಮಾನುಗಳು
মন্ত্রিসভা,ಸಂಚಾರಿ
ক্যাডার,ಕಸಕ
বিপর্যয়,ವಿವೇಚನೆ
গণনা,ಲೆಕ್ಕಾಚಾರ
ক্যালেন্ডার বছর,ಕ್ಯಾಲೆಂಡರ್ ವರ್ಷ
প্রচার,ಪ್ರಚಾರ
ক্যাম্পাস,ಕ್ಯಾಂಪಸ್
ক্যাম্পাসের সাক্ষাত্কার,ಕ್ಯಾಂಪಸ್ ಸಂದರ್ಶನ
বাতিল,ರದ್ದುಮಾಡು
বাতিল,ರದ್ದುಮಾಡುವಿಕೆ
প্রার্থী,ಅಭ್ಯರ್ಥಿ
প্রার্থিতা,ಉಮೇದುವಾರಿಕೆ
ক্যানভাসিং,ಕ್ಯಾನ್ವಾಸಿಂಗ್
ক্ষমতা,ಸಾಮರ್ಥ್ಯ
সক্ষম,ಸಮರ್ಥ
ক্ষমতা,ಸಾಮರ್ಥ್ಯ
মূলধন,ಬಂಡವಾಳ
মূলধন ব্যয়,ಬಂಡವಾಳ ವೆಚ್ಚ
মৃত্যুদণ্ড,ಮರಣದಂಡನೆ
ক্যাপিটেশন ফি,ಹೇಳಿಕೆ ಶುಲ್ಕ
ক্যাপচার,ಸೆರೆಹಿಡಿಯು
যত্ন,ತತ್ವ
ক্যারিয়ার,ವೃತ್ತಿ
পেশার উন্নয়ন,ವೃತ್ತಿ ಅಭಿವೃದ್ಧಿ
তত্ত্বাবধায়ক সরকার,ಉಸ್ತುವಾರಿ ಸರ್ಕಾರ
এগিয়ে নিয়ে যাওয়া (সি/এফ),ಮುಂದಕ್ಕೆ ಸಾಗಿಸಲಾಗಿದೆ (ಸಿ/ಎಫ್)
জের টানা,ಮುಂದೆ ಸಾಗಿಸಿ
পরিবহণ খরচ,ಸಾಗಿಸುವ ವೆಚ್ಚ
বহন করুন,ರವಾನೆಯಾಗುತ್ತದೆ
কার্টেজ,ಬಂಡಿ
কেস,ಈಡಂದು
কেস স্টাডি,ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
নগদ,ನಗದು
নগদ ভারসাম্য,ಬಾಕಿ ಉಳಿದಿರುವ ಹಣ
নগদ বই,ನಗದು ಪುಸ್ತಕ
টাকার কার্ড,ನಗದು ಕಾರ್ಡ್
নগদ শংসাপত্র,ನಗದು ಪ್ರಮಾಣಪತ್ರ
টাকা প্রদান কেন্দ্র,ನಗದು ಕೇಂದ್ರ
অর্থকরী ফসল,ನಗದು ಬೆಳೆ
নগদ ছাড়,ನಗದು ರಿಯಾಯಿತಿ
নগদ ডাউন,ನಗದು
হাতে নগদ,ಕೈಯಲ್ಲಿ ನಗದು
নগদ মেমো,ನಗದು ಜ್ಞಾಪಕ
নগদে টাকা প্রদান,ನಗದು ಪಾವತಿ
জাত,ಜಾತಿ
বর্ণের শংসাপত্র,ಜಾಗ
দুই মেয়ে,ಮತ ಚಲಾಯಿಸುವ
নৈমিত্তিক,ಪ್ರಾಸಂಗಿಕ
নৈমিত্তিক শ্রম,ಪ್ರಾಸಂಗಿಕ ದುಡಿಮೆ
নৈমিত্তিক ছুটি,ಸಾಮಾನ್ಯ ರಜೆ
দুর্ঘটনা,ವಿಪತ್ತು
নৈমিত্তিক কর্মখালি,ಪ್ರಾಸಂಗಿಕ ಖಾಲಿ
ক্যাটালগ,ಪಟ್ಟಿ
শ্রেণিবদ্ধ,ವರ್ಗೀಯ
বিভাগ,ವರ್ಗ
খাদ্য পরিবেশন সেবা,ಅಡುಗಾ ಸೇವೆ
সতর্ক করা,ಎಚ್ಚರಿಕೆ
সতর্কতা টাকা,ಎಚ್ಚರಿಕೆ ಹಣ
আগুন বন্ধ,ಬೆಂಕಿಯನ್ನು ನಿಲ್ಲಿಸಿ
"সিলিং (""দাম"" হিসাবে)","ಸೀಲಿಂಗ್ (""ಬೆಲೆ"" ಯಂತೆ)"
উদযাপন,ಆಚರಣೆ
মুঠোফোন,ಕೋಶ
সেন্সর,ಸೆಳೆತ
সেন্সর,ಖಂಡನೆ
সেন্সর গতি,ಖಂಡನೆ ಚಲನೆ
জনগণনা,ಜನಗಣತಿ
কেন্দ্রীয় সেস,ಮಧ್ಯ ಸೆಸ್
কেন্দ্রীয় সিভিল সার্ভিস বিধি,ಕೇಂದ್ರ ನಾಗರಿಕ ಸೇವಾ ನಿಯಮಗಳು
কেন্দ্রীয় আবগারি,ಮಧ್ಯದ ಅಬಕಾರಿ
কেন্দ্রীয় সরকার,ಕೇಂದ್ರ ಸರ್ಕಾರ
কেন্দ্রীয়করণ,ಕೇಂದ್ರೀಕರಣ
কেন্দ্রীভূত পরিষেবা,ಕೇಂದ್ರಮಾಪಕ ಸೇವೆ
কেন্দ্রীয়ভাবে অর্থায়িত স্কিম,ಕೇಂದ್ರೀಯವಾಗಿ ಧನಸಹಾಯ ಯೋಜನೆ
কেন্দ্রীয়ভাবে স্পনসর করা স্কিম,ಕೇಂದ್ರೀಯವಾಗಿ ಪ್ರಾಯೋಜಿತ ಯೋಜನೆ
কেন্দ্রীয় কার্যালয়,ಕೇಂದ್ರ ಕಚೇರಿ
কেন্দ্রীয় রাজস্ব,ಕೇಂದ್ರ ಆದಾಯ
কেন্দ্রীয় বিক্রয় কর,ಕೇಂದ್ರ ಮಾರಾಟ ತೆರಿಗೆ
কেন্দ্র,ಕೇಂದ್ರ
সেঞ্চুরি,ಶತಮಾನ
সিরিয়াল,ಏಕದಳ
সিরিয়ালিস্ট,ಏಕದಳಶಾಸ್ತ್ರಜ್ಞ
আনুষ্ঠানিক কুচকাওয়াজ,ವಿಧ್ಯುಕ್ತ ಮೆರವಣಿಗೆ
অনুষ্ঠান,ಕಾರ್ಯಕ್ರಮ
সনদপত্র,ಪ್ರಮಾಣಪತ್ರ
ফিটনেসের শংসাপত্র,ಫಿಟ್ನೆಸ್ ಪ್ರಮಾಣಪತ್ರ
পোস্টিং শংসাপত্র,ಪೋಸ್ಟ್ ಮಾಡುವ ಪ್ರಮಾಣಪತ್ರ
পরিষেবার শংসাপত্র,ಸೇವೆಯ ಪ್ರಮಾಣಪತ್ರ
শংসাপত্র,ಪ್ರಮಾಣೀಕರಣ
প্রত্যয়িত কপি,ಪ್ರಮಾಣೀಕೃತ ಪ್ರತಿ
প্রত্যয়িত,ಪ್ರಮಾಣೀಕರಿಸು
সেস,ಹಳ್ಳ
অবসান,ನಿಲ್ಲಿಸುವುದು
চেইন,ಸರಪಳಿ
চেয়ারম্যান/চেয়ারপারসন,ಅಧ್ಯಕ್ಷರು/ಅಧ್ಯಕ್ಷರು
চালান,ಚರನ್
চ্যালেঞ্জ,ಸವಾಲು
চেম্বার,ಕೊಠಡಿ
ব্যবসা মালিক সমিতি,ವಾಣಿಜ್ಯ ಮಂಡಳಿ
পরিবর্তন,ಬದಲಾವಣೆ
বিশৃঙ্খলা,ಅಸ್ತವ್ಯಸ್ತ
অধ্যায়,ಅಧ್ಯಾಯ
চরিত্র হত্যাকাণ্ড,ಅಕ್ಷರ ಹತ್ಯೆ
চরিত্র শংসাপত্র,ಅಕ್ಷರ ಪ್ರಮಾಣಪತ್ರ
চার্জ,ಶುಲ್ಕ
সম্পত্তি উপর চার্জ,ಆಸ್ತಿಯ ಮೇಲೆ ಶುಲ್ಕ ವಿಧಿಸಿ
অভিযোগ পত্র,ಚಾರ್ಜ್ ಶೀಟ್
দাতব্য,ದೌರ್ಬಲ್ಯದ
দানশীলতা,ದಾನ
চার্ট,ಪಟ್ಟಿ
সনদ,ಚಾರ್ಟರ್
চ্যাসিস নম্বর,ಚಾಸಿಸ್ ಸಂಖ್ಯೆ
প্রতারণা,ಮೋಸ
পরীক্ষা করুন,ಪರಿಶೀಲನೆ
তালিকা পরীক্ষা করুন,ಪಟ್ಟಿ
পোস্ট পরীক্ষা করুন,ಪೋಸ್ಟ್ ಪರಿಶೀಲಿಸಿ
রসায়নবিদ,ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
পরীক্ষা করুন,ಪರಿಶೀಲನೆ
চেক করুন,ಚೆಕ್ ಲೆಟ್
প্রধান,ಮುಖ್ಯಸ್ಥ
শিশুদের শিক্ষা ভাতা,ಮಕ್ಕಳ ಶಿಕ್ಷಣ ಭತ್ಯೆ
শিশু শোষণ,ಮಕ್ಕಳ ಶೋಷಣೆ
শিশু শ্রম,ಬಾಲಕಾರ್ಮಿಕ
শিশু কল্যাণ,ಮಕ್ಕಳ ಕಲ್ಯಾಣ
দীর্ঘস্থায়ী,ದೀರ್ಘಕಾಲದ
কালানুক্রমিক ক্রম (= কালানুক্রমিক ক্রম),ಕಾಲಾನುಕ್ರಮದ ಕ್ರಮ (= ಕಾಲಾನುಕ್ರಮದ ಅನುಕ್ರಮ)
বৃত্ত,ವೃತ್ತ
সার্কিট হাউস,ಸರ್ಕ್ಯೂಟ್ ಮನೆ
বিজ্ঞপ্তি (= বৃত্তাকার অক্ষর),ಸುತ್ತೋಲೆ (= ವೃತ್ತಾಕಾರದ ಅಕ್ಷರ)
প্রচলন,ಪ್ರಸರಣ
পরিস্থিতি,ಸಂದರ್ಭ
অবস্থাগত প্রমাণ,ಸಾಂದರ್ಭಿಕ ಪುರಾವೆಗಳು
উদ্ধৃতি,ಉಲ್ಲೇಖ
নাগরিকত্ব,ಪೌರತ್ವ
শহর ক্ষতিপূরণ ভাতা,ನಗರ ಸರಿದೂಗಿಸುವ ಭತ್ಯೆ
নাগরিক সুযোগসুবিধা,ನಾಗರಿಕ ಸೌಕರ್ಯಗಳು
সিভিল,ನಾಗರಿಕರ
ন্যায়সংহিতা,ನಾಗರಿಕ ಸಂಹಿತೆ
অসামরিক প্রতিরোধ ব্যবস্থা,ನಾಗರಿಕ ರಕ್ಷಣಾ
নাগরিক তালিকা,ನಾಗರಿಕ ಪಟ್ಟಿ
নাগরিক বিবাহ,ನಾಗರಿಕ ಮದುವೆ
