Assamese,English
অপ্ৰৱেশযোগ্য,Unreachable
আনশ্বেড কৰক,Unshade
অনাবৃত,Unshielded
অসফল কল,unsuccessful call
উন্টাৰ,Untar
বিজুতিসমূহ আপডেট কৰক,update anomalies
আপডেট কৰা ফাইল,updated file
আপডেট কৰা হৈছে,Updating
বিকশিত কৰা,Upgrade
বিকশিত কৰা,Upgrade
আপলিংক,Uplink
আপলোড কৰা হৈছে,Uploading
ওপৰৰ মেমৰি এৰিয়া,upper memory area
আপষ্ট্ৰিম,Upstream
আপটাইম,Uptime
ওপৰলৈ,Upward
ইউজেনেট,Usenet
ব্যৱহাৰকাৰী,User
ব্যৱহাৰকাৰী এজেন্ট,user agent
ব্যৱহাৰকাৰী প্ৰমাণীকৰণ,user authentication
ব্যৱহাৰকাৰী ডাটাগ্ৰাম প্ৰটোকল (UDP),user datagram protocol (UDP)
ব্যৱহাৰকাৰী অনুকূল,user friendly
ব্যৱহাৰকাৰী চিনাক্তকৰণ,user identification
ব্যৱহাৰকাৰী পৰিচয় (UID),user identity (UID)
ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ,user interface
ব্যৱহাৰকাৰীৰ নাম,user name
ব্যৱহাৰকাৰী প্ৰ&#39;ফাইল,user profile
কামৰ বস্তু,Utility
ইউটিলিটি চফ্টৱেৰ,utility software
মান্য,Valid
বৈধকৰণ,Validation
বৈধকৰণ প্ৰটোকলসমূহ,validation protocols
বৈধকৰণ পৰীক্ষণ,validation testing
বৈধতা পৰীক্ষা,validity check
মূল্য সংযোজিত নেটৱাৰ্ক (VAN),value added network (VAN)
মূল্য সংযোজিত পুনৰ বিক্ৰেতা (VAR),value added reseller (VAR)
ভেনিচিং পইণ্ট,vanishing point
ভেপাৰৱেৰ,Vapourware
লৰৃ - চৰ হৈ থকা,Variable
ভেৰিয়েবল ঠিকনা,variable address
ভেৰিয়েবল বিট হাৰ,variable bit rate
ভেৰিয়েবল ক্ষেত্ৰৰ দৈৰ্ঘ্য,variable field length
ভেৰিয়েবল লেংথ ক&#39;ড,variable length code
চলকৰ নাম,variable name
ভেৰিয়েল,Variale
ভেক্টৰ,Vector
ভেক্টৰ grapdhics,vector grapdhics
ভেক্টৰ প্ৰেচেছিং,vector precessing
ভেক্টৰযুক্ত বাধাসমূহ,vectored interrupts
venn ডায়েগ্ৰাম,venn diagram
পৰীক্ষণ আৰু বৈধকৰণ (V&amp;V),verification & validation (V&V)
সংস্কৰণ নিয়ন্ত্ৰণ,version control
সংস্কৰণ নম্বৰ,version number
শিখৰ,Vertex
উলম্ব প্ৰচেছৰ,vertical processor
অতি বৃহৎ পৰিসৰৰ সংহতি (VLSI ),very large scale integration (VLSI )
অতি দীঘল নিৰ্দেশনা শব্দ (VLIW),very long instruction word (VLIW)
ভিএইচডিএল,VHDL
ভিডিঅ&#39; কেমেৰা,video camera
ভিডিঅ&#39; কনফাৰেন্সিং,video conferencing
ভিডিঅ&#39; প্ৰদৰ্শন টাৰ্মিনেল,video display terminal
ভিডিঅ&#39; প্ৰদৰ্শন ইউনিট,video display unit
ভিডিঅ&#39; গেম,video game
ভিডিঅ&#39; গ্রাফিক এডাপ্টাৰ (VGA),video graphic adaptor (VGA)
ভিডিঅ&#39; গ্রাফিক্স এডাপ্টাৰ (VGA),video graphics adapter (VGA)
ভিডিঅ&#39; চাৰ্ভাৰ,video server
দৰ্শন,View
দৰ্শন পৰ্ট,view port
ভিউপৰ্ট,Viewport
ভাৰ্চুৱেল চাৰ্কিট,virtual circuit
ভাৰ্চুৱেল ফাংচন,virtual function
ভাৰ্চুৱেল মেমৰি,virtual memory
ভাৰ্চুৱেল ব্যক্তিগত নেটৱাৰ্ক,virtual private network
ভাৰ্চুৱেল ৰিয়েলিটি,virtual reality
ভাৰ্চুৱেল ৰিয়েলিটি,virtual reality
ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা,virtual reality markup language
ভাৰ্চুৱেল ৰিয়েলিটি মাৰ্কআপ ভাষা (VRML),virtual reality markup language (VRML)
ভাৰ্চুৱেল সংৰক্ষণ অভিগম পদ্ধতি,virtual storage access method
ভাৰ্চুৱেল সংৰক্ষণ ব্যৱস্থাপনা,virtual storage management
ভাইৰাছ,Virus
ভাইৰাছ ধৰা পেলোৱা,virus detection
ভাইৰাছ প্ৰগ্ৰেম,virus programme
দৃশ্যমানতা,Visibility
দৃষ্টি,Vision
ভিজুৱেল বেচিক,visual basic
ভিজুৱেল C++,visual C++
ভিজুৱেল ডিছপ্লে ইউনিট,visual display unit
ভিচুৱেল,Vitual
ভিচুৱেল ঠিকনা,vitual address
ভিচুৱেল মেচিন (VM),vitual machine (VM)
কণ্ঠ,Voice
ভইচ মেইল,voice mail
ভইচ মেইল চাৰ্ভাৰ,voice mail server
কণ্ঠস্বৰ চিনাক্তকৰণ,voice recognition
ভইচ-নেট,Voice-net
অস্বাভাৱিক স্মৃতিশক্তি,volatile memory
ৱেফাৰ,Wafer
WAIS মেনেজাৰ,WAIS manager
অপেক্ষা কৰক মৰি যাওক,wait die
wait ঘাঁ,wait wound
অপেক্ষা কৰা ক&#39;ড,waited code
অপেক্ষা কৰিছিল mean,waited mean
অপেক্ষাৰ সময়,waiting time
ৱাল গ্ৰেড,wall grade
উষ্ণ পুনৰাৰম্ভ,warm restart
আৱৰ্জনা বেণ্ডৰ প্ৰস্থ,waste band width
জলপ্ৰপাতৰ আৰ্হি,waterfall model
ৱেভলেট,Wavelet
wavelet ছবি সংকোচন,wavelet image compression
ৱেভলেট ৰূপান্তৰ,wavelet transform
দুৰ্বল সত্তা,weak entity
ৱেব,Web
ৱেব ঠিকনা,web address
ৱেব ৰচনা,web authoring
ৱেব ব্ৰাউজাৰ,web browser
ৱেব পৃষ্ঠা,web page
ৱেব চাৰ্ভাৰ,Web server
ৱেব চাইট,web site
web-enabld এপ্লিকেচন,web-enabld application
ৱেব-সামৰ্থবান,Web-enabled
ওজনযুক্ত গ্ৰাফ,weighted graph
ভালদৰে সংযুক্ত,well connected
সুগঠিত সূত্ৰ,well formed formula
ভালদৰে অৰ্ডাৰ কৰা চেট,well ordered set
ৱেটৱেৰ,Wetware
ঘেঁহুৰ শিলৰ বেঞ্চ চিহ্ন,wheatstone bench mark
চকা,Wheel
while লুপ,while loop
বগা বাকচ পৰীক্ষণ,white box testing
বগা পোহৰ,white light
বগা শব্দ,white noise
ৱাইড এৰিয়া নেটৱাৰ্ক (WAN),wide area network (WAN)
ৱাইড এৰিয়া নেটৱাৰ্ক (WAN),wide area network (WAN)
বহল বেণ্ড,wide band
ৱাইল্ড কাৰ্ড,wild card
উইম্প,Wimp
জয়,win
জিপ জিপ,win zip
খিৰিকী,Window
উইণ্ড&#39;ইং,Windowing
উইণ্ড’জ,Windows
উইণ্ড&#39;জ এক্সপ্ল&#39;ৰাৰ,windows explorer
উইণ্ড&#39;জ NT,windows NT
তাঁৰৰ ফ্ৰেমৰ মডেল,wire frame model
তাঁৰ প্ৰিন্টাৰ,wire printer
তাঁৰযুক্ত যুক্তি,wired logic
বেতাঁৰ নিষ্ঠা ( wi Fi),wireless fidelity ( wi Fi)
বেতাঁৰ LAN,wireless LAN
বেতাঁৰ সংক্ৰমণ,wireless transmission
উইজাৰ্ড,Wizard
শব্দ,Word
শব্দৰ চাবি,word key
শব্দৰ দৈৰ্ঘ্য,word length
শব্দমুখী,word oriented
ৱৰ্ড প্ৰচেছিং,word processing
ৱৰ্ড প্ৰচেছিং,word processing
ৱৰ্ড প্ৰচেছৰ,word processor
শব্দ আণ্ডাৰস্কোৰ চৰিত্ৰ,word underscore character
কৰ্ম প্ৰবাহ ব্যৱস্থাপনা,work flow management
কৰ্মগোট,work group
ৱৰ্ক ইউনিট,work unit
ৱৰ্ক ভলিউম,work volume
কাৰ্য্যকৰী ডাইৰেকটৰি,working directory
কাৰ্য্যকৰী ছেট,working set
কাৰ্য্যকৰী সংৰক্ষণ,working storage
কৰ্মশালা,Workshop
ৱৰ্কষ্টেচন,Workstation
বিশ্বৰ সমন্বয়,world co-ordinate
ৱৰ্ল্ড ৱাইড ৱেব (WWW),world wide web (WWW)
আটাইতকৈ বেয়া ক্ষেত্ৰৰ বিশ্লেষণ,worst case analysis
worst fit এলগৰিদম,worst fit algorithm
ৰেপাৰআউট,Wraparound
ৰিষ্ট কম্পিউটিং,wrist computing
লিখিব পৰা,Writable
লিখা,Write
কেশ্ব লিখা,write cache
লিখাৰ চক্ৰ,write cycle
লিখা চাবি,write key
"এবাৰ লিখক, অধিক পঢ়ক (WORM)","write once, read more (WORM)"
লিখাৰ সুৰক্ষা,write protection
লিখা read head,write read head
X বা,X OR
এক্স-১২,X-12
XBM X বিটমেপ,XBM X bitmap
জেনিক্স,Xenix
Xmodem,Xmodem
এক্স-অন/এক্স-অফ,X-on/X-off
X-টাৰ্মিনেল,X-terminal
Xtext,Xtext
এক্স-উইণ্ডো,X-window
YACC,YACC
Yahoo,Yahoo
যোক,Yoke
জেড-বাফাৰ,Z-buffer
শূন্য ঠিকনা নিৰ্দেশনা,zero address instruction
শূন্য ফলন,zero function
শূন্য স্তৰৰ ঠিকনা,zero level address
শূন্য মেট্ৰিক্স,zero matrix
শূন্য দমন,zero suppression
শূন্য অপেক্ষা অৱস্থা,zero wait state
শূন্য-স্লট LAN,zero-slot LAN
জিপ,Zip
জিপ কোড,zip code
জিপ ফাইল,zip file
জিপ UPZ মডেম,zip UPZ modem
জ&#39;ন,Zone
জ&#39;ন তালিকা,zone list
জুম কৰক,Zoom
জুম ইন কৰক,zoom in
জুম আউট কৰক,zoom out
জুম কৰা,Zooming
জেড-টাৰ্ম,Z-term
