Hindi,Telugu
परमाणु बल सूक्ष्मदर्शी,అటామిక్ ఫోర్స్ మైక్రోస్కోప్
परमाणु,అణువు
ए. टी. पी. ऐज,ATP ASE
अलिंद संकुचन,కర్ణిక సంకోచం
परिकोष्ठी रेशकीयन,కర్ణిక దడ
परिकोष्ठी नैट्रीयूरेटिक कारक,కర్ణిక మధ్యస్థ
अलिंद ग्रंथिक,కర్ణిక నోడ్
अलिंद प्रकुंचन,కర్ణిక సిస్టోల్
अलिंद-निलय ग्रंथिक,అట్రియోవెంట్రిక్యులర్ నోడ్
अलिंद-निलय कपाट,అట్రియోవెంట్రిక్యులర్ వాల్వ్
अलिंद,కర్ణిక
परिकोष्ठ,కర్ణిక
ऐट्रोपा बेलाडोना,అట్రోపా బెల్లడోన్నా
क्षीणता,క్షీణత
ऐट्रोपीन ऐल्केलॉइड,అట్రోపిన్ ఆల్కలాయిడ్
संलग्नी पट्ट,అటాచ్మెంట్ ప్లేట్
श्रवण वल्कुट,శ్రవణ వల్కలం
ऑलोसाइरा,Ululosira
पालि,మూత్రకద్రవయ ఎముక
अलिंद,మూత్రకద్రవయ ఎముక
परिकोष्ठ,మూత్రకద్రవయ ఎముక
कर्णपल्लव,మూత్రకద్రవయ ఎముక
ऑस्ट्रेलोपिथेसिनीस,ఆస్ట్రాలోపిథెసిన్లు
स्वपारिस्थितिकी,ఆటోకాలజీ
स्वचालित डी. एन. ए. अनुक्रमक,ఆటోమేటెడ్ DNA సీక్వెన్సర్
स्वबहुगुणित,ఆటోపోలిప్లోయిడ్
स्वविश्लेषित्र,ఆటోనలైజర్
स्वयुग्मन,ఆటోగామి
स्वनिषेचन,ఆటోగామి
स्वनिरोप,ఆటోగ్రాఫ్ట్
स्वप्रतिरक्षा रोग,స్వయం ప్రతిరక్షక వ్యాధి
ऑटोमोबाइल निष्कासित पदार्थ,ఆటోమొబైల్ ఎగ్జాస్ట్
स्वायत्त (अनैच्छिक) तंत्रिका-तंत्र,అటానమిక్ (అసంకల్పిత) నాడీ వ్యవస్థ
स्वभोजी लयनकाय,ఆటోఫాగిక్ లైసోజోమ్
स्वगुणित,ఆటోప్లాయిడ్
"प्रचलपाद, ऑटोपोडियम",ఆటోపోడియం
स्वबहुगुणित,ఆటోపోలిప్లోయిడ్
अलिंगी गुणसूत्र,ఆటోసోమల్ క్రోమోరోమ్
अलिंगसूत्री जीन,ఆటోసోమల్ జన్యువు
अलिंगसूत्र,ఆటోసోమ్
स्वचतुर्गुणित,ఆటోటెట్రాప్లాయిడ్
स्वांगोच्छेदन,ఆటోటోమి
स्वत्रिगुणित किस्म,ఆటోట్రిప్లోయిడ్ రకం
"स्वपोषी, स्वपोषित",ఆటోట్రోఫ్
"शरद काष्ठ, बसंत काष्ठ",శరదృతువు కలప
वृद्धि आलेख,అక్సనోగ్రాఫ్
वृद्धिमापी,అక్సనోమీటర్
आयतनी वृद्धि,సహాయక పెరుగుదల
ऑक्सिन,ఆక్సిన్
विपोषी,ఆక్సోట్రోఫ్
अलिंद निलय बंडल,ఒక v బండిల్
एवीज,ఏవ్స్
एविसेनिया,అవిసెన్నియా
शूक,Awn
अक्षीय कंकाल,అక్షసంబంధ అస్థిపంజరం
अक्षीय,ఆక్సైల్
कक्षीय कलिका,ఆక్సిలరీ బడ్
कक्षीय,ఆక్సిలరీ
अक्ष-कशेरूक,అక్షం వెన్నుపూస
तंत्रिकाक्ष,ఆక్సాన్
तंत्रिकाक्ष कला,అక్షసంబంధ పొర
तंत्रिकाक्षतः,అక్షసంబంధమైన
"अक्षसूत्र, एक्सोनीम",ఆక్సోనెమ్
ऐजोस्पिरिलम,అజోస్పిరిల్లమ్
ऐजोटोबैक्टर,అజోటోబాక్టర్
अयुग्म शिरा,అజైగస్ సిర
बैसिलस ऐन्थ्रेसिस,బాసిల్లస్ ఆంత్రాసిస్
बैसिलस थुरिंजिएन्सिस,కర్రవు
"दंडाणु, बैसिलस",బాసిల్లస్
जीवाणु,బాక్టీరియా
"जीवाण्विक, जीवाणुक, जीवाणु",బాక్టీరియల్
जीवाणुक कृतक गुणसूत्र,బాక్టీరియా కృత్రిమ క్రోమోజోమ్
जीवाण्विक रोगाणु,బాక్టీరియల్ వ్యాధికారక
जीवाण्विक प्लाज्मा झिल्ली,బాక్టీరియల్ ప్లాస్మా పొర
जीवाणुक प्रभेद,బాక్టీరియల్ స్ట్రెయిన్
"जीवाण्वीय, जीवाणु",బాక్టీరియాలజికల్
जीवाणु नामपद्धति,బాక్టీరియోలాజికల్ నామకరణం
