Odiya,Kannada
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
ବାଇନାରୀ ଅଙ୍କ,ದ್ವಿಮಾನ ಅಂಕಿ
ବାଇନାରୀ ଅପରେସନ୍ |,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,ಬೈನರಿ ಸಿಸ್ಟಮ್
ବାଇନାରୀ ଭେରିଏବଲ୍ |,ಬೈನರಿ ವೇರಿಯಬಲ್
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,ದ್ವಿಪದ ಗುಣಾಂಕ
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,ದ್ವಿಪದ ವಿತರಣೆ
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,ದ್ವಿಪದ ಸಮೀಕರಣ
ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |,ದ್ವಿಪದ ವಿಸ್ತರಣೆ
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,ದ್ವಿಪದ ಪ್ರಮೇಯ
ବିଭାଜନ,ಇಬ್ಭಾಗ
ବିଭାଜନ ପଦ୍ଧତି |,ವಿಭಜನಾ ವಿಧಾನ
bisector,ದ್ವಿಭಾಜಕ
ଦ୍ୱିପାକ୍ଷିକ |,ಬೈಸೀರಿಯಲ್
ବିଟ୍,ಸ್ವಲ್ಪ
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,ದ್ವಿಗುಣ ವಿತರಣೆ
ସାଧାରଣ ବଣ୍ଟନ,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ
ବିଭେକ୍ଟର୍ |,ಬೈವೆಕ್ಟರ್
ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |,ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
ସୀମା ଅବସ୍ଥା,ಗಡಿ ಸ್ಥಿತಿ
ସୀମା ସ୍ତର |,ಗಡಿ ಪದರ
ସୀମା ରେଖା |,ಗಡಿ ರೇಖೆ
ସୀମା ମୂଲ୍ୟ,ಗಡಿ ಮೌಲ್ಯ
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ,ಸೀಮಿತ ಕಾರ್ಯ
ସୀମିତ ମାଟ୍ରିକ୍ସ |,ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |,ಗಡಿ ಪ್ರದೇಶ
ସୀମାବଦ୍ଧ ସେଟ୍ |,ಸೀಮಿತ ಸೆಟ್
ବ୍ରାଉନିଆନ୍ ଗତି |,ಬ್ರೌನಿಯನ್ ಚಲನೆ
ଗଣନା କର,ಲೆಕ್ಕಾಚಾರ
ଗଣନା,ಲೆಕ್ಕಾಚಾರ
ଗଣନା ଯନ୍ତ୍ର,ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ
ଗଣନା,ಲೆಕ್ಕಾಚಾರ
ଗଣନା ପ୍ରଣାଳୀ,ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ
କାଲକୁଲେଟର,ಕ್ಯಾಲ್ಕುಲೇಟರ್
ଗଣନା,ಕಲನಶಾಸ್ತ್ರ
ପରିବର୍ତ୍ତନର ଗଣନା,ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ
କ୍ୟାଲୋରୀ,ಕ್ಯಾಲೋರಿ
ବାତିଲ ନିୟମ,ರದ್ದತಿ ಕಾನೂನು
କାନୋନିକାଲ୍ ସମୀକରଣ |,ಅಂಗೀಕೃತ ಸಮೀಕರಣ
କାନୋନିକାଲ୍ ଫର୍ମ |,ಅಂಗೀಕೃತ ರೂಪ
କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
କ୍ୟାଣ୍ଟର ସେଟ୍ |,ಕ್ಯಾಂಟರ್ ಸೆಟ್
କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |,ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್
କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |,ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
କ୍ଷମତା,ಸಾಮರ್ಥ್ಯ
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା,ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ
କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
କେସ୍ ଷ୍ଟଡି |,ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ,ದುರಂತದ ಏರಿಳಿತ
କ୍ୟାଟେନାରୀ |,ಕ್ಯಾಟೆನರಿ
କାଚି ବଣ୍ଟନ |,ಕೌಚಿ ವಿತರಣೆ
କାଚି ସୂତ୍ର |,ಕೌಚಿ ಸೂತ್ರ
କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |,ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ
କାଚି ରିମାନ୍ ଅବସ୍ଥା |,ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು
କାଚି କ୍ରମ |,ಕೌಚಿ ಅನುಕ್ರಮ
କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |,ಕೌಚಿ ಅವಿಭಾಜ್ಯ
କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |,ಕೌಚಿ ಪ್ರಧಾನ ಮೌಲ್ಯ
କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |,ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ
କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |,ಕೇಲಿ ಹ್ಯಾಮಿಲ್ಟನ್ ಪ್ರಮೇಯ
ସ୍ୱର୍ଗୀୟ ଶରୀର |,ಆಕಾಶಕಾಯ
ସ୍ୱର୍ଗୀୟ ମାପ,ಆಕಾಶ ಮಾಪನ
ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ,ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ
ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |,ಆಕಾಶ ವಸ್ತು
କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |,ಜೀವಕೋಶದ ಆವರ್ತನ
ଜନଗଣନା,ಜನಗಣತಿ
ସେଣ୍ଟିଲ୍ |,ಸೆಂಟಿಲ್
ସେଣ୍ଟିମିଟର |,ಸೆಂಟಿಮೀಟರ್
ସେଣ୍ଟିମିଟର ଗ୍ରାମ୍ ଦ୍ୱିତୀୟ ସିଷ୍ଟମ୍ |,ಸೆಂಟಿಮೀಟರ್ ಗ್ರಾಂ ಎರಡನೇ ವ್ಯವಸ್ಥೆ
କେନ୍ଦ୍ରୀୟ |,ಕೇಂದ್ರ
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,ಕೇಂದ್ರ ಅಕ್ಷ
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ |,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସାରଣୀ |,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಕೋಷ್ಟಕ
କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |,ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ
କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |,ಕೇಂದ್ರ ಕ್ಷಣ
କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ଏକକ (CPU),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
କେନ୍ଦ୍ରୀୟ ପ୍ରବୃତ୍ତି |,ಕೇಂದ್ರ ಪ್ರವೃತ್ತಿ
କେନ୍ଦ୍ର,ಕೇಂದ್ರ
ମାଧ୍ୟାକର୍ଷଣ କେନ୍ଦ୍ର |,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ
ଗୋଷ୍ଠୀର କେନ୍ଦ୍ର |,ಗುಂಪಿನ ಕೇಂದ್ರ
ଜନତା କେନ୍ଦ୍ର |,ದ್ರವ್ಯರಾಶಿಯ ಕೇಂದ್ರ
ସମୃଦ୍ଧତାର କେନ୍ଦ୍ର |,ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |,ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ
ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଫୋର୍ସ |,ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ
ସେଣ୍ଟ୍ରଏଡ୍,ಕೇಂದ್ರಬಿಂದು
ନିଶ୍ଚିତତା,ಖಚಿತತೆ
cgs ସିଷ୍ଟମ୍ |,cgs ವ್ಯವಸ್ಥೆ
cgs ଏକକ,cgs ಘಟಕ
ଭିନ୍ନତାର ଶୃଙ୍ଖଳା ନିୟମ |,ವಿಭಿನ್ನತೆಯ ಸರಪಳಿ ನಿಯಮ
ସୁଯୋଗ କାରଣ,ಅವಕಾಶ ಕಾರಣಗಳು
ସୁଯୋଗ ଗତି କରେ |,ಅವಕಾಶ ಚಲಿಸುತ್ತದೆ
କୁମ୍ଭଗୁଡ଼ିକର ପରିବର୍ତ୍ତନ,ಅಕ್ಷಗಳ ಬದಲಾವಣೆ
ଆଧାର ପରିବର୍ତ୍ତନ,ಆಧಾರದ ಬದಲಾವಣೆ
କ୍ରମ ପରିବର୍ତ୍ତନ,ಆದೇಶದ ಬದಲಾವಣೆ
ବ character ଶିଷ୍ଟ୍ୟ ଗୁଣବତ୍ତା,ವಿಶಿಷ್ಟ ಗುಣಾಂಕ
ନିର୍ଣ୍ଣୟକାରୀ,ನಿರ್ಣಾಯಕ
ବ character ଶିଷ୍ଟ୍ୟ ସମୀକରଣ,ವಿಶಿಷ್ಟ ಸಮೀಕರಣ
ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ,ವಿಶಿಷ್ಟ ಕಾರ್ಯ
ଲୋଗାରିଦମର ଚରିତ୍ର |,ಲಾಗರಿಥಮ್ನ ಗುಣಲಕ್ಷಣ
ଚରିତ୍ରିକ ବହୁଭୂତ |,ವಿಶಿಷ್ಟ ಬಹುಪದೋಕ್ತಿ
ଚରିତ୍ରିକ ମୂଲ୍ୟ,ವಿಶಿಷ್ಟ ಮೌಲ್ಯ
ଚରିତ୍ର ଭେକ୍ଟର୍ |,ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್
ବର୍ଣ୍ଣ ସେଟ୍ |,ಅಕ್ಷರ ಸೆಟ್
ଚାର୍ଟ,ಚಾರ್ಟ್
ଚି-ବର୍ଗ ବଣ୍ଟନ |,ಚಿ-ಚದರ ವಿತರಣೆ
ଚି-ବର୍ଗ ସୂତ୍ର |,ಚಿ-ಚದರ ಸೂತ್ರ
ଚି-ବର୍ଗ ପରୀକ୍ଷା |,ಚಿ-ಚದರ ಪರೀಕ್ಷೆ
ଧ୍ୱନି,ಸ್ವರಮೇಳ
କୋର୍ଡ-ବିସେକସନ ପଦ୍ଧତି |,ಸ್ವರಮೇಳ-ವಿಭಜನೆ ವಿಧಾನ
ସାଇଫର୍ ବାର୍ତ୍ତା (= କୋଡ୍ ହୋଇଥିବା ବାର୍ତ୍ତା),ಸೈಫರ್ ಸಂದೇಶ (=ಕೋಡೆಡ್ ಸಂದೇಶ)
ସାଇଫର୍ (ଶୂନ),ಸೈಫರ್ (ಶೂನ್ಯ)
ବୃତ୍ତ,ವೃತ್ತ
ସମ୍ମିଶ୍ରଣର ବୃତ୍ତ |,ಒಮ್ಮುಖದ ವೃತ್ತ
ସର୍କିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ಸರ್ಕ್ಯೂಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ବୃତ୍ତାକାର |,ವೃತ್ತಾಕಾರದ
ବୃତ୍ତାକାର ଅସ୍ମପଟ୍ଟ |,ವೃತ್ತಾಕಾರದ ಲಕ್ಷಣ
ବୃତ୍ତାକାର ହେଲିକ୍ସ |,ವೃತ್ತಾಕಾರದ ಹೆಲಿಕ್ಸ್
ବୃତ୍ତାକାର ଗତି |,ವೃತ್ತಾಕಾರದ ಚಲನೆ
ସୁନ୍ନତ,ಸುತ್ತಳತೆ
ସୁନ୍ନତ,ವೃತ್ತಾಕಾರ
ସର୍କୁସ୍କ୍ରିପ୍ କରନ୍ତୁ |,ಸುತ್ತುವರಿಸು
ସର୍କୁକ୍ରାଇଡ୍ |,ಸುತ್ತುವರಿದ
ସର୍କୁକ୍ରାଇଡ୍ ସର୍କଲ୍ |,ಸುತ್ತುವರಿದ ವೃತ್ತ
ଶାସ୍ତ୍ରୀୟ deductive କ que ଶଳ |,ಶಾಸ್ತ್ರೀಯ ಅನುಮಾನಾತ್ಮಕ ತಂತ್ರ
ଶାସ୍ତ୍ରୀୟ ଗତିଶୀଳତା |,ಶಾಸ್ತ್ರೀಯ ಡೈನಾಮಿಕ್ಸ್
ଶାସ୍ତ୍ରୀୟ ଅପ୍ଟିମାଇଜେସନ୍ |,ಶಾಸ್ತ್ರೀಯ ಆಪ್ಟಿಮೈಸೇಶನ್
ଶାସ୍ତ୍ରୀୟ ଧ୍ୱଂସ ସମସ୍ୟା |,ಶಾಸ್ತ್ರೀಯ ವಿನಾಶದ ಸಮಸ್ಯೆ
ଶାସ୍ତ୍ରୀୟ ପରିସଂଖ୍ୟାନ ଯାନ୍ତ୍ରିକ |,ಶಾಸ್ತ್ರೀಯ ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಯಂತ್ರಶಾಸ್ತ್ರ
ତ୍ରୁଟିର ଶ୍ରେଣୀକରଣ,ದೋಷಗಳ ವರ್ಗೀಕರಣ
ଶ୍ରେଣୀ ବ୍ୟବଧାନ,ವರ್ಗ ಮಧ್ಯಂತರ
ଶ୍ରେଣୀ-ବ୍ୟବଧାନ ଏକକ |,ವರ್ಗ ಮಧ್ಯಂತರ ಘಟಕ
ଶ୍ରେଣୀ ସୀମା,ವರ್ಗ ಮಿತಿ
ଘଣ୍ଟା ବୁଲାଇ |,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
clopen (= ବନ୍ଦ ଏବଂ ଖୋଲା),ಕ್ಲೋಪೆನ್ (= ಮುಚ್ಚಿದ ಮತ್ತು ತೆರೆದ)
ବନ୍ଦ |,ಮುಚ್ಚಲಾಗಿದೆ
ବନ୍ଦ କନଭକ୍ସ ହଲ୍ |,ಮುಚ್ಚಿದ ಪೀನದ ಹಲ್
ବନ୍ଦ କ୍ୟୁବ୍ |,ಮುಚ್ಚಿದ ಘನ
ବନ୍ଦ ବକ୍ର,ಮುಚ್ಚಿದ ಕರ್ವ್
ବନ୍ଦ ଡୋମେନ୍ |,ಮುಚ್ಚಿದ ಡೊಮೇನ್
ବନ୍ଦ ଚିତ୍ର,ಮುಚ್ಚಿದ ಆಕೃತಿ
ବନ୍ଦ ବ୍ୟବଧାନ |,ಮುಚ್ಚಿದ ಮಧ್ಯಂತರ
ବନ୍ଦ ଅଞ୍ଚଳ |,ಮುಚ್ಚಿದ ಪ್ರದೇಶ
ବନ୍ଦ ସେଟ୍ |,ಮುಚ್ಚಿದ ಸೆಟ್
ବନ୍ଦ ପୃଷ୍ଠ,ಮುಚ್ಚಿದ ಮೇಲ್ಮೈ
ବନ୍ଦ,ಮುಚ್ಚಿದ
ବନ୍ଦ ଅପରେଟର |,ಮುಚ್ಚುವ ಆಪರೇಟರ್
ବନ୍ଦ ବିନ୍ଦୁ (= ଯୋଗାଯୋଗ ବିନ୍ଦୁ),ಮುಚ್ಚುವ ಬಿಂದು (= ಸಂಪರ್ಕ ಬಿಂದು)
ବନ୍ଦ ଡାକରା,ಮುಚ್ಚುವ ನಿಲುವು
ବନ୍ଦ ସେଟ୍ |,ಮುಚ್ಚುವಿಕೆಯ ಸೆಟ್
କ୍ଲଷ୍ଟର ବିନ୍ଦୁ |,ಕ್ಲಸ್ಟರ್ ಪಾಯಿಂಟ್
କ୍ଲଷ୍ଟର ନମୁନା,ಕ್ಲಸ್ಟರ್ ಮಾದರಿ
କ୍ଲଷ୍ଟର ସେଟ୍ |,ಕ್ಲಸ್ಟರ್ ಸೆಟ್
ସମବାୟ ସର୍କଲଗୁଡିକ |,ಏಕಾಕ್ಷ ವಲಯಗಳು
ସମବାୟ ପାରାବୋଲସ୍ |,ಏಕಾಕ್ಷ ಪ್ಯಾರಾಬೋಲಾಗಳು
ସମବାୟ ବିମାନ,ಏಕಾಕ್ಷ ವಿಮಾನಗಳು
ସମବାୟ ତ୍ରିରଙ୍ଗା |,ಏಕಾಕ್ಷ ತ್ರಿಕೋನಗಳು
କୋବ୍ - ଡଗଲାସ୍ କାର୍ଯ୍ୟ |,ಕಾಬ್ - ಡೌಗ್ಲಾಸ್ ಕಾರ್ಯ
କୋଡିଂ,ಕೋಡಿಂಗ್
ତଥ୍ୟର କୋଡିଂ,ಡೇಟಾ ಕೋಡಿಂಗ್
ସହ-ଡୋମେନ୍ |,ಸಹ-ಡೊಮೇನ್
କୋଏଫିସିଏଣ୍ଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ಗುಣಾಂಕ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସମ୍ପର୍କର କୋଏଫିସିଏଣ୍ଟ୍ |,ಪರಸ್ಪರ ಸಂಬಂಧದ ಗುಣಾಂಕ
ନିର୍ଣ୍ଣୟର ଗୁଣବତ୍ତା,ನಿರ್ಣಯದ ಗುಣಾಂಕ
ଇଲାସ୍ଟିସିଟିର କୋଏଫିସିଏଣ୍ଟ୍ |,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವದ ಗುಣಾಂಕ
ବିସ୍ତାରର ଗୁଣବତ୍ତା,ವಿಸ್ತರಣೆಯ ಗುಣಾಂಕ
ଘର୍ଷଣର କୋଏଫିସିଏଣ୍ଟ୍ |,ಘರ್ಷಣೆಯ ಗುಣಾಂಕ
ର line ଖ୍ୟ ବିସ୍ତାରର କୋଏଫିସିଏଣ୍ଟ୍ |,ರೇಖೀಯ ವಿಸ್ತರಣೆಯ ಗುಣಾಂಕ
ରେଗ୍ରେସନ୍ ର ଗୁଣବତ୍ତା,ಹಿಂಜರಿತದ ಗುಣಾಂಕ
ଭୂପୃଷ୍ଠ ଟେନସନ୍ ର କୋଏଫିସିଏଣ୍ଟ୍ |,ಮೇಲ್ಮೈ ಒತ್ತಡದ ಗುಣಾಂಕ
ପରିବର୍ତ୍ତନର ଗୁଣବତ୍ତା,ವ್ಯತ್ಯಾಸದ ಗುಣಾಂಕ
କୋଫାକ୍ଟର |,ಸಹಕಾರಿ
ମୁଦ୍ରା ଥ୍ରୋ (ମୁଦ୍ରା ଟସ୍),ನಾಣ್ಯ ಎಸೆತ (ನಾಣ್ಯ ಟಾಸ್)
ନମୁନା ସଂଗ୍ରହ,ಮಾದರಿ ಸಂಗ್ರಹ
collinear,ಕೊಲಿನಿಯರ್
collinearity,ಏಕರೂಪತೆ
ସ୍ତମ୍ଭ,ಕಾಲಮ್
ସ୍ତମ୍ଭ ସମାନତା,ಕಾಲಮ್ ಸಮಾನತೆ
ସ୍ତମ୍ଭ ସମାନ,ಕಾಲಮ್ ಸಮಾನ
ସ୍ତମ୍ଭ ସମାନ ମେଟ୍ରିକ୍ସ |,ಕಾಲಮ್ ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସ୍ତମ୍ଭ ମ୍ୟାଟ୍ରିକ୍ସ,ಕಾಲಮ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସ୍ତମ୍ଭ ମାନ୍ୟତା,ಕಾಲಮ್ ಶ್ರೇಣಿ
ସ୍ତମ୍ଭ ଇକୋଲନ୍ ମ୍ୟାଟ୍ରିକ୍ସ ହ୍ରାସ କଲା |,ಕಾಲಮ್ ಕಡಿಮೆಯಾದ ಎಕೋಲಾನ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସ୍ତମ୍ଭ ଭେକ୍ଟର୍ |,ಕಾಲಮ್ ವೆಕ್ಟರ್
ସ୍ତମ୍ଭ ଅନୁସାରେ,ಕಾಲಮ್‌ವಾರು
ମିଳିତ ସମୀକରଣ |,ಸಂಯೋಜಿತ ಸಮೀಕರಣ
ସାଧାରଣ କୋଣ,ಸಾಮಾನ್ಯ ಕೋನ
ସାଧାରଣ ଅକ୍ଷ,ಸಾಮಾನ್ಯ ಅಕ್ಷ
ସାଧାରଣ ଆଧାର |,ಸಾಮಾನ್ಯ ಬೇಸ್
ସାଧାରଣ ଭେଦ,ಸಾಮಾನ್ಯ ಛೇದ
ସାଧାରଣ ପାର୍ଥକ୍ୟ |,ಸಾಮಾನ್ಯ ವ್ಯತ್ಯಾಸ
ସାଧାରଣ କାରକ |,ಸಾಮಾನ್ಯ ಅಂಶ
ସାଧାରଣ ଲୋଗାରିଦମ୍ |,ಸಾಮಾನ್ಯ ಲಾಗರಿಥಮ್
ସାଧାରଣ ଏକାଧିକ |,ಸಾಮಾನ್ಯ ಬಹುಸಂಖ್ಯೆ
ସାଧାରଣ ଅନୁପାତ |,ಸಾಮಾನ್ಯ ಅನುಪಾತ
ସାଧାରଣ ବିଭାଗ |,ಸಾಮಾನ್ಯ ವಿಭಾಗ
ସାଧାରଣ ପାର୍ଶ୍ୱ |,ಸಾಮಾನ್ಯ ಭಾಗ
ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |,ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
ସାଧାରଣ ଶବ୍ଦ,ಸಾಮಾನ್ಯ ಪದ
ଯାତାୟାତ ନିୟମ |,ಪರಿವರ್ತಕ ಕಾನೂನು
ଯାତାୟାତ ସମ୍ପତ୍ତି |,ಪರಿವರ್ತಕ ಆಸ್ತಿ
ଯାତାୟାତ ନିୟମ |,ಪರಿವರ್ತಕ ನಿಯಮ
ଯୋଗର କ୍ରମାଗତ ନିୟମ |,ಸೇರ್ಪಡೆಯ ಪರಿವರ್ತಕ ಕಾನೂನು
ଗୁଣନର କ୍ରମାଗତ ନିୟମ |,ಗುಣಾಕಾರದ ಪರಿವರ್ತಕ ಕಾನೂನು
ଯାତାୟାତ କାର୍ଯ୍ୟ,ಪರಿವರ್ತಕ ಕಾರ್ಯಾಚರಣೆ
ଯାତ୍ରୀ ଗୋଷ୍ଠୀ |,ಪರಿವರ್ತಕ ಗುಂಪು
ମ୍ୟାଟ୍ରିକ୍ସର ଯାତାୟାତ |,ಮ್ಯಾಟ್ರಿಕ್ಸ್‌ಗಳ ಪ್ರಯಾಣ
କମ୍ପାକ୍ଟ ସେଟ୍ |,ಕಾಂಪ್ಯಾಕ್ಟ್ ಸೆಟ್
ତୁଳନାତ୍ମକତା,ಹೋಲಿಕೆ
ଅର୍ଥର ତୁଳନା,ಸಾಧನಗಳ ಹೋಲಿಕೆ
ଶତକଡା ତୁଳନା,ಶೇಕಡಾವಾರು ಹೋಲಿಕೆ
ତୁଳନା ପରୀକ୍ଷା,ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ
ସୁସଙ୍ଗତ ସମୀକରଣ,ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ
ପ୍ରତିଯୋଗୀ ଖେଳ |,ಸ್ಪರ್ಧಾತ್ಮಕ ಆಟ
ପ୍ରତିଯୋଗିତାମୂଳକ ପରିସ୍ଥିତି |,ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಿಸ್ಥಿತಿ
ପ୍ରତିଯୋଗିତାମୂଳକ ରଣନୀତି |,ಸ್ಪರ್ಧಾತ್ಮಕ ತಂತ್ರ
କମ୍ପାଇଲର୍,ಕಂಪೈಲರ್
ସଂପନ୍ନ,ಪೂರಕ
ସଂପୃକ୍ତ କୋଣ |,ಪೂರಕ ಕೋನ
ସପ୍ଲିମେଣ୍ଟାରୀ ଇଭେଣ୍ଟ पूरक घटना,ಪೂರಕ ಘಟನೆ
ସଂପୃକ୍ତ କାରକ |,ಪೂರಕ ಅಂಶ
ସହାୟକ କାର୍ଯ୍ୟ,ಪೂರಕ ಕಾರ್ಯ
ସଂପୃକ୍ତ ଅଧା ସ୍ଥାନ |,ಪೂರಕ ಅರ್ಧ ಜಾಗ
ସଂପୃକ୍ତ ବ୍ୟବଧାନ |,ಪೂರಕ ಮಧ್ಯಂತರ
ସଂପନ୍ନ ସେଟ୍ |,ಪೂರಕ ಸೆಟ್
ପରିପୁରଣ,ಪೂರಕತೆ
ଏକ ସେଟ୍ ର ସଂପନ୍ନ,ಒಂದು ಸೆಟ್ನ ಪೂರಕ
ସମ୍ପୂର୍ଣ୍ଣ ଜନଗଣନା,ಸಂಪೂರ್ಣ ಜನಗಣತಿ
ସଂପୂର୍ଣ୍ଣ ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |,ಸಂಪೂರ್ಣ ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
