English,Kannada
bit,"ದ್ವಯಾಂಕ್* (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಬರ್ಮೀಸ್, ಆನಿ, ತುಕ್"
black,"ಕಪ್ಪು, ಕೃಷ್ಣ"
black body,ಕಪ್ಪು ದೇಹ
black light,ಅದೃಶ್ಯ ಬೆಳಕು
black out,ತಿಮಿರಾಯನ್ ರೇಡಿಯೋ ತಿಮಿರಾಯನ್
black out pulse (=blanking pulse),ಎಜೆಕ್ಷನ್ ನಾಡಿ
black out voltage (=cut of bias),ಅಂತ್ಯ ಪಕ್ಷಪಾತ
black radiation,ಕಪ್ಪು ವಿಕಿರಣ
blank,"ಅಪೂರ್ಣ, ಖಾಲಿ"
blanketing,ಕವರ್
blanking,ರದ್ದತಿ
blast,"ಸ್ಫೋಟ, ಸ್ಫೋಟ, ಬಿರುಗಾಳಿ"
bleeder,"ಸವಿಕಾ, ಬ್ಲೀಡರ್, ಸವಿ"
blind,"ವೇಷಧಾರಿ, ಕುರುಡ"
Bloch theorem,ಬ್ಲೋಚ್ ಪ್ರಮೇಯ
blocking,"ಬ್ಲಾಕ್, ಬ್ಲಾಕ್, ಬ್ಲಾಕ್"
blow,"ಬ್ಲೋ, ಬ್ಲೋ, ಬ್ಲೋ"
blue print,ನೀಲನಕ್ಷೆ
blur circle,ಅಸ್ಪಷ್ಟತೆಯ ವೃತ್ತ
blurred,ಅಸ್ಪಷ್ಟ
bob,"ಚೆಂಡು, ಗೋಳ, ಪೆಂಡೆಂಟ್"
body,"ದೇಹ, ವಸ್ತು"
body capacitance,ದೈಹಿಕ ಸಾಮರ್ಥ್ಯ
body centred,ಕೇಂದ್ರೀಕೃತವಾಗಿದೆ
body diagonal,"ದೇಹ-ಕರ್ಣೀಯ, ಅಂತ್ಯ-ಕರ್ಣೀಯ"
bogie,"ಬೋಗಿ, ಅಜ್ಞಾತ ಪತ್ತೆ (ರಾಡಾರ್)"
Bohr effect,ಬೋರ್ ಪರಿಣಾಮ
Bohr magneton,ಬೋರ್ ಮ್ಯಾಗ್ನೆಟನ್
boiler,"ಬಾಯ್ಲರ್, ಬಾಯ್ಲರ್"
boiling,"ಕುದಿಯುವ, ಕುದಿಯುವ"
Boltzmann equation,ಬೋಲ್ಟ್ಸ್‌ಮನ್ ಸಮೀಕರಣ
bombarding electron,ಬಾಂಬರ್ ಎಲೆಕ್ಟ್ರಾನ್
bombarding energy,"ಆಘಾತಕಾರಿ ಶಕ್ತಿ, ಬಾಂಬ್ ಶಕ್ತಿ"
bond,ಅಡಮಾನ
bonding,"ಬಂಧಿತ, ಬಂಧಿತ, ಬಂಧಿತ"
booster,ವರ್ಧಕ
boron,ಬೋರಾನ್
Bose particle,ಬೋಸ್-ಕಣ
boson,ಬೋಸಾನ್
bounce,"ಜಂಪ್, ಜಂಪ್"
bound,ಬಂಧಿಸಲಾಗಿದೆ
boundary,"ಮಿತಿ, ಮಿತಿ (ಸಂ.), ಕನಿಷ್ಠ (ವಿ.)"
bound,ಬಂಧಿಸಲಾಗಿದೆ
bow,ಧನು ರಾಶಿ ಅಂಗಳ
bow wave,ನೌಕಾಯಾನ ಅಲೆ
Boyle point,ಬಾಯ್ಲರ್ ತಾಪನ
Boyle's law,ಬಾಯ್ಲೆ ಕಾನೂನು
Boyle' temperature,ಬಾಯ್ಲರ್ ತಾಪನ
Bracket series,ಬ್ರಾಕೆಟ್-ವರ್ಗ
Bragg law,ಚೀಲ ನಿಯಮ
braided wire,ಹೆಣೆದುಕೊಂಡ ತಂತಿ
braking orbit,ಬ್ರೇಕ್ ವರ್ಗ
Bramah press,ಬ್ರಾಮಾ ಸಂಕೋಚಕ
branching,ಕವಲೊಡೆಯುತ್ತಿದೆ
Bravais lattice,"ಬ್ರೇವ್ ಲ್ಯಾಟಿಸ್, ಬ್ರೇವ್ ಲ್ಯಾಟಿಸ್"
braze,ಹಿತ್ತಾಳೆ ಬ್ರೇಜಿಂಗ್
break,ಬೇರ್ಪಡುವಿಕೆ
break contact,ಬ್ರೇಕ್ ಕನೆಕ್ಟರ್
breakdown diode,"ಫ್ರಾಕ್ಚರ್ ಡಯೋಡ್, ಝೀನರ್ ಡಯೋಡ್"
breaking,ಮುರಿತ
breeder reactor,"ಬ್ರೀಡರ್ ರಿಯಾಕ್ಟರ್, ಬ್ರೀಡರ್ ನ್ಯೂಕ್ಲಿಯರ್ ಫರ್ನೇಸ್, ಬ್ರೀಡರ್ ಫರ್ನೇಸ್"
breeding,ಸಂತಾನೋತ್ಪತ್ತಿ
bremsstrahlung,"ನಿವಾರಕ ವಿಕಿರಣ, ಬ್ರಾಸ್ಟ್ರಾಲಂಗ್"
Brewster angle,ಬ್ರೂಸ್ಟರ್-ಕೋನ
Brewster fringe,ಬ್ರೂಸ್ಟರ್ ಫ್ರಿಜ್
bridge,ಸೇತುವೆ
bridging,ಸೇತುವೆ ಬಂಧ
bright,"ಪ್ರಕಾಶಮಾನವಾದ, ಹೊಳಪುಳ್ಳ, ಬೆರಗುಗೊಳಿಸುವ"
brightening,ಪ್ರಕಾಶಕ
bright,ಕಾಂತಿ
brightness,"ದ್ಯುತಿ, ಪ್ರಭಾ"
Brillouin zone,ಬ್ರಿಲುವಾನ್ ಪ್ರದೇಶ
British Standard Candle,ಬ್ರಿಟಿಷ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕ್ಯಾಂಡಲ್
brittle,ಸುಲಭವಾಗಿ
brittleness,ಸೂಕ್ಷ್ಮತೆ
broadcasting,ಪ್ರಸಾರ
broad,ವಿವರವಾದ
broadside,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
Broglie formula,ಬ್ರೋಗ್ಲಿ ಸೂತ್ರ
broken,ಛಿದ್ರಗೊಂಡಿದೆ
Brownian motion,ಬ್ರೌನಿ ಚಲನೆ
brush,"ಕುಚಿ, ಬುರುಶ್, ಕರ್ಚ್, ಗುಲ್ಮ್"
bubble,"ಗುಳ್ಳೆ, ಬಬಲ್ (ed.), mumble (v.)"
bubbling,ಹೊಮ್ಮುವಿಕೆ
bucking,ಪ್ರತಿಕ್ರಮಗಳು
buckling,ಸಂಕೋಚನ
buffer,"ಆಂಫೋಟೆರಿಕ್, ಬಫರ್ಡ್"
building acoustics,ಅಕೌಸ್ಟಿಕ್ಸ್
build up,ಬರ್ಧನ್
bulb,ಬಲ್ಬ್
bulging,ಹೊರಹೊಮ್ಮು
bulk,"ಪರಿಮಾಣ, ಬೃಹತ್, ದ್ರವ್ಯರಾಶಿ, ದ್ರವ್ಯರಾಶಿ, ಪರಿಮಾಣ"
bulk modulus,ಪರಿಮಾಣ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಗುಣಾಂಕ
bulk property,ಜನಸಂಖ್ಯೆಯ ಆಸ್ತಿ
bulk temperature,ಗರಿಷ್ಠ ತಾಪಮಾನ
bump (in a curve),ಉಬ್ಬು
bunch,"ಗೊಂಚಲು, ಗೊಂಚಲು (ಎನ್.), ಕ್ಲಸ್ಟರ್ಡ್ (ವರ್.)"
buncher,ಗುಂಪನ್ನು
Bunsen cell,ಬನ್ಸೆನ್ ಕೋಶ
buoy,ತೇಲುವಿಕೆ
buoyancy,"ತೇಲುವಿಕೆ, ತೇಲುವಿಕೆ"
Burger's circuit,ಬರ್ಗರ್ ಸರ್ಕ್ಯೂಟ್
burglar alarm,ಕಳ್ಳ ಗಂಟೆ
burner,"ಬರ್ನರ್, ಇಗ್ನಿಟರ್"
burn out,ಪೂರ್ಣ ದಹನ
burst,"ಸ್ಫೋಟ, ಸ್ಫೋಟ, ಬಿರುಕು"
busy line,ಸಾಲು ಕಾರ್ಯನಿರತವಾಗಿದೆ
busy tone,ಬಿಡುವಿಲ್ಲದ ಟೋನ್
buzzer,ಬಜರ್
bypass,ಬೈಪಾಸ್
bypassing,ಸರ್ಕ್ಯೂಟ್
cable,"ಸಮುದ್ರ ತಂತಿ, ಕೇಬಲ್"
cadmium,ಕ್ಯಾಡ್ಮಿಯಮ್
caesium cell,ಸೀಸಿಯಮ್-ಕೋಶ
cage dipole,ಪಂಜರ್ ದ್ವಿಧ್ರುವಿ
cage effect,ಪಂಜರ್ ಎಫೆಕ್ಟ್
calculate,ಲೆಕ್ಕಾಚಾರ ಮಾಡಲು
calculator,ಕ್ಯಾಲ್ಕುಲೇಟರ್
calendar,ಕ್ಯಾಲೆಂಡರ್
calibrate,"ಮಾಪನಾಂಕ ನಿರ್ಣಯ, ಮಾಪನಾಂಕ ನಿರ್ಣಯ, ಪರಿಷ್ಕರಣೆ"
calibration factor,"ಮಾಪನಾಂಕ ಗುಣಕ, ಮಾಪನಾಂಕ ಗುಣಕ"
callipers,ಕ್ಯಾಲಿಪರ್ಸ್
call-meter,"ಕರೆ ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಟಾಕ್ ಕ್ಯಾಲ್ಕುಲೇಟರ್"
caloric,"ಶಾಖ (v.), ಕ್ಯಾಲೋರಿಕ್ (ed.)"
calorimeter,"ಕ್ಯಾಲೋರಿಮೀಟರ್, ಕ್ಯಾಲೋರಿಮೀಟರ್"
calorimetry,"ಕ್ಯಾಲೋರಿಮೆಟ್ರಿ, ಕ್ಯಾಲೋರಿಮೆಟ್ರಿ"
camera,ಕ್ಯಾಮೆರಾ
canal rays,"ಕುಳ್ಯ ಕಿರಣ್, ಕಾಲುವೆ ಕಿರಣ್"
candela,ಕ್ಯಾಂಡೆಲಾ
candle,"ಮೇಣದಬತ್ತಿ, ಮೇಣದಬತ್ತಿ"
canonical,ಅಂಗೀಕೃತ
cantilever,ಕ್ಯಾಂಟಿಲಿವರ್
cap,"ಕ್ಯಾಪ್, ಕ್ಲೋಕ್ (ed.), ಇಂಟರ್ಲೇಸಿಂಗ್ (ವಿ.)"
capacitance,ಹಿಡಿದು
capacitor,ಕೆಪಾಸಿಟರ್
capillarity,"ಕ್ಯಾಪಿಲ್ಲರಿಟಿ, ಕ್ಯಾಪಿಲ್ಲರಿಟಿ"
capillary,"ಕ್ಯಾಪಿಲ್ಲರಿ, ಕ್ಯಾಪಿಲ್ಲರಿ"
capillary force,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
capsule,"ಕ್ಯಾಪ್ಸುಲ್, ಕ್ಯಾಪ್ಸುಲ್, ಕ್ಯಾಪ್ಸುಲ್"
capture,ಸೆರೆಹಿಡಿಯಿರಿ
carbon 14 dating,ಕಾರ್ಬನ್ 14 ವೇಳಾಪಟ್ಟಿ
cardinals,"ಪ್ರಧಾನ ಬಿಂದು, ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ, ಎಣಿಕೆ ಸಂಖ್ಯೆ"
Carnot's theorem,ಕಾರ್ನೊ ಪ್ರಮೇಯ
carrier,ವಾಹಕ
Cartesian axes,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷ
cartridge,ಕಾರ್ಟ್ರಿಡ್ಜ್
cascade,"ಸೋಪಾನಿ (ವಿ.), ಸೋಪಾನಿಪತ್ (ಸಂ)"
catalysed,ಪ್ರೇರಿತ
catastrophe,"ದುರಂತ, ವಿಪತ್ತು"
catching diode,ಲಿಮಿಟರ್ ಡಯೋಡ್
cathetometer,"ಆರ್ಥೋಮೀಟರ್, ಕ್ಯಾಥೆಟೋಮೀಟರ್"
cathetron,ಕ್ಯಾಥೆಟ್ರಾನ್
cathode,ಕ್ಯಾಥೋಡ್
cation,ಕ್ಯಾಟಯಾನ್
caustic surface,ಬೆಳಕಿನ ಪುಟ
cavity,ಕೋಟರ್
ceiling,"ಮಾರ್ಜಿನಲ್, ಕವರ್, ಛೇದನ, ಅತ್ಯಧಿಕ ಸಂಖ್ಯೆ, ಕವರ್"
celestial,ಆಕಾಶ
cell constant,ಕೋಶ-ಸ್ಥಿರ
cemented lens,ಸಿಮೆಂಟೆಡ್ ಲೆನ್ಸ್
centering,ಗಮನ
centigrade,ಸೆಂಟಿಗ್ರೇಡ್
centimeter,ಸೆಂಟಿಮೀಟರ್
centimeter gram second system,ಸೆಂಟಿಮೀಟರ್-ಗ್ರಾಂ-ಎರಡನೆಯ ವಿಧಾನ
central,"ಕೇಂದ್ರ, ಕೇಂದ್ರ"
central processing unit (C.P.U),ಕೇಂದ್ರ ಸಂಪನ್ಮೂಲ ಘಟಕ
centre,ಕೇಂದ್ರ
centre of collineation,ಜೋಡಣೆ ಕೇಂದ್ರ
centric ray,ಮಧ್ಯಮ ಕಿರಣ
centripetal,ಕೇಂದ್ರಾಭಿಮುಖ
centroid,ನ್ಯೂಕ್ಲಿಯಸ್
ceramic,ಸೆರಾಮಿಕ್
c.g.s. system,ಸಿ. ಗ್ರಾಂ. ಇಂದ ವಿಧಾನ
chain decay,ಸರಣಿ ಕೊಳೆತ
chamber,"ಕೋಶ, ಕೊಠಡಿ, ಕೊಠಡಿ"
chance,"ಅವಕಾಶ, ಅವಕಾಶ, ಅವಕಾಶ"
changing,ವೇರಿಯಬಲ್
channel,"ಚಾನಲ್, ಚಾನಲ್, ಚಾನಲ್, ಜಲಮಾರ್ಗ"
channelling,"ಚಾನೆಲೈಸೇಶನ್, ಚಾನೆಲೈಸೇಶನ್"
chaos,"ಅವ್ಯವಸ್ಥೆ, ಅಸ್ವಸ್ಥತೆ"
character,"ಪಾತ್ರ, ಪಾತ್ರ, ಪಾತ್ರ"
characteristic,"ವಿಶಿಷ್ಟ, ವಿಶಿಷ್ಟ, ವಿಶಿಷ್ಟ, ಸಂಪೂರ್ಣ, ವಿಶಿಷ್ಟ"
charge,"ಚಾರ್ಜ್, ಚಾರ್ಜ್, ಚಾರ್ಜ್, ಚಾರ್ಜ್"
charger,ಚಾರ್ಜರ್
charging,ತುಂಬು
Charles' law,ಚಾರ್ಲ್ಸ್ ಕಾನೂನು
chart,"ಚಾರ್ಟ್, ಚಾರ್ಟ್"
chasing,ಅನುಸರಿಸು
chasis,"ಹೊರಠಾಣೆ, ಚಾಸಿಸ್"
check,"ಪರೀಕ್ಷೆ, ಪರೀಕ್ಷೆ"
chemical,ರಾಸಾಯನಿಕ
chemi-luminescence,ಕೆಮಿಲುಮಿನಿಸೆನ್ಸ್
chip,"ಸಿಪ್ಪೆಗಳು, ಚಿಪ್ಸ್, ಚಿಪ್ಸ್"
chi-square test,ಯಾವುದೇ ವರ್ಗ ಪರೀಕ್ಷೆ
choke,"ಉಸಿರುಗಟ್ಟಿಸುವುದು (ದೋಷ), ಉಸಿರುಗಟ್ಟಿಸುವುದು"
chopper amplifier,ಮರುಕಳಿಸುವ ಆಂಪ್ಲಿಫಯರ್
choral music,ಗುಂಪು ಸಂಗೀತ
chromatic,ವರ್ಣೀಯ
chromaticity,ಪಿಗ್ಮೆಂಟೇಶನ್
chromaticness,ಪಿಗ್ಮೆಂಟೇಶನ್
chromastism,ಪಿಗ್ಮೆಂಟೇಶನ್
chromatograph,ವರ್ಣರೇಖನ
chromometer,"ವರ್ಣಮಾಪಕ, ವರ್ಣಮಾಪಕ"
chromophore,ಕ್ರೋಮೋಫೋರ್
chromosphere,"ವರ್ಣಗೋಳ, ವರ್ಣಗೋಳ"
chronograph,"ಕ್ರೋನೋಗ್ರಾಫ್, ಕ್ರೋನೋಗ್ರಾಫ್, ಕ್ರೋನೋಗ್ರಾಫ್"
chronometer,ಕಾಲಮಾಪಕ
cinema,"ಚಲನಚಿತ್ರಗಳು, ಚಲನಚಿತ್ರಗಳು"
cinematography,ಸಿನಿಮಾಟೋಗ್ರಫಿ
cipher (zero),"ಶೂನ್ಯ, ಸೈಫರ್"
circle in (=iris in),ಮರುಕಳಿಸುವಿಕೆ
circuit,ಸರ್ಕ್ಯೂಟ್
circuitry,ಸರ್ಕ್ಯೂಟ್ರಿ
circular,"ವೃತ್ತಾಕಾರದ, ವೃತ್ತಾಕಾರದ"
circulating,ಪರಿಚಲನೆ ಮಾಡುತ್ತಿದೆ
circulation,"ಪರಿಚಲನೆ, ಪರಿಚಲನೆ"
circulator,ಪರಿಚಲನೆಗಾರ
circumferential,ಸುತ್ತಳತೆಯ
circumuclear electron,ಪರಮಾಣು ಎಲೆಕ್ಟ್ರಾನ್
circumterrestrial satellite,ಪರಿಭು ಉಪಗ್ರಹ
citizen's band,ನಾಗರಿಕ ಆವರ್ತನ ಬ್ಯಾಂಡ್
cladding,"ಉಡುಪು, ಆಕ್ಯುಪೆನ್ಸಿ"
clamping,ಕರಾರುಪತ್ರ
Clapeyron equation,ಕ್ಲೆಪೈರಾನ್ ಸಮೀಕರಣ
classical,"ಕ್ಲಾಸಿಕ್, ಕ್ಲಾಸಿಕ್, ಕ್ಲಾಸಿಕ್"
clearance,"ಮಧ್ಯಂತರ, ತೆಗೆಯುವಿಕೆ (adj.)"
cleavage,ಸೀಳು
climate,ಹವಾಮಾನ
climb,ಆರೋಹಣ
clinical thermometer,"ಪೈರೋಮೀಟರ್, ವೈದ್ಯಕೀಯ ಥರ್ಮಾಮೀಟರ್"
clock voltage,ಗಡಿಯಾರ ವೋಲ್ಟೇಜ್
clockwise,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
closed circuit,ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್
closed circuit television (=piped television),ಕ್ಲೋಸ್ಡ್ ಸರ್ಕ್ಯೂಟ್ ಟೆಲಿವಿಷನ್
close packed,"ಬಿಗಿಯಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ, ಬಿಗಿಯಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ"
close packed structure,ಚೆನ್ನಾಗಿ ಪ್ಯಾಕೇಜ್ ಮಾಡಿದ ರಚನೆ
closest approach,ಹತ್ತಿರದ ವಿಧಾನ
closest packed,ಇತ್ತೀಚಿನ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ
close-up (=close-up view),ನಿಕಟ ನೋಟ
cloud,"ಮೋಡಗಳು, ಮೋಡಗಳು, ಮಸುಕು, ಕಲೆಗಳು"
cluster,ಗುಂಪನ್ನು
coarse,"ಒರಟಾದ, ಒರಟಾದ, ಕಚ್ಚಾ, ಕೆಳದರ್ಜೆಯ, ಸಂಸ್ಕರಿಸದ"
coarsely crystalline,ಮ್ಯಾಕ್ರೋ ಸ್ಫಟಿಕದಂತಹ
coast,"ಕರಾವಳಿ, ಟಾರ್ಗೆಟ್ ಹೌಸ್ (ರಾಡಾರ್)"
coat,"ಕವರ್, ಕೋಟ್, ಕೋಟ್, ಲೇಪನ"
coating,"ಲೇಪನ, ಲೇಪನ, ಲೇಪನ"
coaxial,ಕೋಕ್ಸ್
code,"ಕೋಡ್, ಸೈನ್, ಕೋಡ್, ಕೋಡ್, ಕೋಡ್"
coded,ಕೋಡ್ ಮಾಡಲಾಗಿದೆ
coding pulse,ಕೋಡಿಂಗ್ ನಾಡಿ
coefficient,ಗುಣಾಂಕ
coercive,ಸಂಯಮ
coercivity,ರಹಸ್ಯ
coherence,"ಬಾಂಧವ್ಯ, ಬಾಂಧವ್ಯ"
coherent,"ಸಂಯೋಜಿತ, ಲಗತ್ತಿಸಲಾಗಿದೆ"
cohesion,ಒಗ್ಗಟ್ಟು
cohesional,ಸಂಸಂಜಿ
coil,ಜಾತಕ
coiled,ಸುರುಳಿಯಾಕಾರದ
coiling,"ಸುರುಳಿ, ಸುರುಳಿ ಕಟ್ಟಡ, ಸುರುಳಿ"
coincidence,ಫ್ಲಾಟ್
cold,ಶೀತ
cold emission,ಕಡಿಮೆ ತಾಪಮಾನದ ಹೊರಸೂಸುವಿಕೆ
cold neutron,ಸಬ್ಥರ್ಮಲ್ ನ್ಯೂಟ್ರಾನ್ಗಳು
collapsible state,ಡೆಸಿಮೇಶನ್
collateral,"ಮೇಲಾಧಾರ, ಶಾಖೆ, ಶಾಖೆ"
collator,"ಸಂಯೋಜಕ, ಸಂಯೋಜಕ, ಸಂಯೋಜಕ"
collection,ಸಂಗ್ರಹಣೆ
collective,"ಸಾಮೂಹಿಕ, ಜನಸಂಖ್ಯೆ"
collector,"ಸಂಗ್ರಾಹಕ, ಸಂಗ್ರಾಹಕ, ಸಂಗ್ರಾಹಕ"
colliding particles,ಘರ್ಷಣೆ ಕಣ
collimate,ಸಮಾನಾಂತರ
collimated,"ಸಮಾನಾಂತರ, ಏಕಮುಖ"
collimator,ಸಮಾನಾಂತರ ಚತುರ್ಭುಜ
collinear,ಜೋಡಣೆ
collinearity,ಜೋಡಣೆ
collision,"ಘರ್ಷಣೆ, ಘರ್ಷಣೆ, ಘರ್ಷಣೆ"
colloidal,ಕೊಲೊಯ್ಡ್
colorimeter,"ವರ್ಣಮಾಪಕ, ವರ್ಣಮಾಪಕ"
colour blindness,ಬಣ್ಣಗುರುಡು
colour,ಪಾತ್ರ
column,"ಕಾಲಮ್, ಕಾಲಮ್"
coma,"ಅಲ್ಪವಿರಾಮ, ಟಫ್ಟ್, ಬಾಲ, ಬಾಲ"
combination,"ಕಾಕತಾಳೀಯ, ಸಂಯೋಜನೆ, ಶೇಖರಣೆ"
combinational tone,ಸಂಯೋಜಿತ ಸ್ವರ
combination tone,ಸಂಯೋಜಿತ ಸ್ವರ
combustibility,ಹೊಣೆಗಾರಿಕೆ
combustion,ದಹನ
commercial ferrite,ವಾಣಿಜ್ಯ ಫೆರೈಟ್
common,"ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ"
communication,ಸಂವಹನಗಳು
commutation,"ತಿರುವು, ಡೇಟಾ ಬದಲಾವಣೆ, ಕ್ರಮಪಲ್ಲಟನೆ"
commutator,"ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್"
comparator,"ಹೋಲಿಕೆಗಾರ, ಹೋಲಿಕೆಗಾರ"
comparison,ಹೋಲಿಕೆ
compass,"ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ"
compatibility,"ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ"
compensate,"ಸರಿದೂಗಿಸು, ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳು"
compensation,"ಪರಿಹಾರ, ಪರಿಹಾರ, ಪರಿಹಾರ"
compensator,ಪ್ರತಿಕ್ರಮಗಳು
compilation,"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ"
compile,"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ"
complementarity,ಪೂರಕತೆ
comlementary,ಪೂರಕ
complete,ಸಂಪೂರ್ಣ
completed shell,ಸಂಪೂರ್ಣ ಕೋಶ
complete modulation,ಸಂಪೂರ್ಣ ಮಾಡ್ಯುಲೇಷನ್
complex,"ಸಂಕೀರ್ಣ, ಸಂಕೀರ್ಣ, ಪ್ಯಾಕೇಜ್"
complex atom,ಸಂಕೀರ್ಣ ಪರಮಾಣು
complex function,ಸಂಕೀರ್ಣ ಕಾರ್ಯ
complexion,ಸ್ವರೂಪ
complex mechanism,ಸಂಕೀರ್ಣ ಕಾರ್ಯವಿಧಾನ
compliance,ಅನುಸರಿಸು
component,"ಘಟಕ, ಸಂಬಂಧಿತ ಘಟಕ"
composite,"ಸಂಯೋಜಿತ, ಮಿಶ್ರ"
compound,"ಮಿಶ್ರ, ಮಿಶ್ರ, ಸಂಯೋಜಿತ, ಹಣಕಾಸು, ಸಂಯುಕ್ತ"
compound pendulum,ಆಸ್ರಲ್ ಲೋಲಕ
compress,"ಸಂಕುಚಿತಗೊಳಿಸು (ed.), ಸಂಕುಚಿತಗೊಳಿಸು (v.)"
compressed,ಸಂಕುಚಿತಗೊಳಿಸಲಾಗಿದೆ
compressibility,ಸಂಕುಚಿತತೆ
compressible,ಸಂಕುಚಿತ
compression,ಸಂಕೋಚನ
compressor,"ಸಂಕೋಚಕ, ಸಂಕೋಚನ"
Compton electron,"ಕಾಂಪ್ಟನ್ ಎಲೆಕ್ಟ್ರಾನ್, ಕೌಂಟರ್ ಬ್ಯಾಲೆನ್ಸ್ಡ್ ಎಲೆಕ್ಟ್ರಾನ್"
computation,ಗಣನೆ
computational,ಕಂಪ್ಯೂಟೇಶನಲ್
computer,"ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್, ಕಂಪ್ಯೂಟರ್"
concave,ಕಾನ್ಕೇವ್
concavo-concave,ಬೈಕಾನ್ವೆಕ್ಸ್
concentrate,"ಕೇಂದ್ರೀಕರಿಸಲು, ದಪ್ಪವಾಗಲು, ಕೇಂದ್ರೀಕರಿಸಲು (adj.), ಕೇಂದ್ರೀಕರಿಸಲು (v.)"
concentrated,"ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ, ಕೇಂದ್ರೀಕೃತ"
concentration,"ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ, ಏಕಾಗ್ರತೆ"
concentric,"ಏಕಕೇಂದ್ರಿತ, ಕೇಂದ್ರೀಕೃತ"
conception,ಪರಿಕಲ್ಪನೆ
conceptual,ಪರಿಕಲ್ಪನೆಯ
concordance,"ಅನ್ಯೋನ್ಯತೆ, ಸಂವಹನ"
concordant,ಸಮನ್ವಯಗೊಳಿಸಲಾಗಿದೆ
concurrent,"ಏಕಕಾಲೀನ, ಹಿಂದುಳಿದ"
condensation,"ಘನೀಕರಣ, ಘನೀಕರಣ"
condense,"ಸಾಂದ್ರೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು, ದ್ರವೀಕರಿಸಲು"
condensed,"ಮಂದಗೊಳಿಸಿದ, ದ್ರವೀಕೃತ, ಸಂಕ್ಷೇಪಿಸಿದ"
condenser,"ಕಂಡೆನ್ಸರ್, ಕೆಪಾಸಿಟರ್, ಸಂಗ್ರಾಹಕ"
condition,"ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ, ಸ್ಥಿತಿ"
conductance,ವಾಹಕತೆ
conducting,ಚಾಲಕ
conduction,ಚಾಲನೆ
conductivity,ವಾಹಕತೆ
confidence,ನಿಷ್ಠೆ
configuration,"ಸಂರಚನೆ, ಸಂರಚನೆ"
configurational,ಸಂರಚನೆ
confocal,ಕನ್ಫೋಕಲ್
congruence,"ಸಮಾನತೆ, ದ್ವಿಧ್ರುವಿ, ಸಮಾನತೆ"
congruent,"ಸಮಾನ, ಸಮಾನ"
conical,ಶಂಕುವಿನಾಕಾರದ
conjugate,"ಸಂಯೋಗಕ್ಕೆ (ವಿ.), ಸಂಯೋಗಕ್ಕೆ (ವರ್.)"
connected in parallel,ಲ್ಯಾಟರಲ್ ಅಸೋಸಿಯೇಟೆಡ್
connected in series,ಸರಣಿ ಸಂಬಂಧಿತ
connecting line,ಕನೆಕ್ಟರ್ ಲೈನ್
connection,ಸಂಪರ್ಕ
connector,"ಪ್ರಾಯೋಜಕ, ಕನೆಕ್ಟರ್"
consecutive,ಸತತವಾಗಿ
conservation,ಪೋಷಕ
conservative,ಪೋಷಕ
consistency,"ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ದಪ್ಪ, ದಪ್ಪ"
consistent,"ಹೊಂದಾಣಿಕೆ, ವಿರುದ್ಧ"
consonance,ಸಂಭಾಷಣೆಯ
consonant (note),ಸಂವಾದಾತ್ಮಕ
constancy,ಸ್ಥಿರತೆ
constant,"ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ"
constantan,ಕಾನ್ಸ್ಟಾಂಟನ್
constant drift,ನಿರಂತರ ಹರಿವು
