Bengali,Tamil
প্রার্থী,வேட்பாளர்
প্রার্থিতা,வேட்புமனு
ক্যানভাসিং,கேன்வாசிங்
ক্ষমতা,திறன்
সক্ষম,திறன்
ক্ষমতা,திறன்
মূলধন,மூலதனம்
মূলধন ব্যয়,மூலதன செலவு
মৃত্যুদণ্ড,மரண தண்டனை
ক্যাপিটেশন ফি,தலைநகரம் கட்டணம்
ক্যাপচার,பிடிப்பு
যত্ন,பராமரிப்பு
ক্যারিয়ার,தொழில்
পেশার উন্নয়ন,தொழில் வளர்ச்சி
তত্ত্বাবধায়ক সরকার,கவனிப்பு அரசு
এগিয়ে নিয়ে যাওয়া (সি/এফ),முன்னோக்கி கொண்டு செல்லப்பட்டது (சி/எஃப்)
জের টানা,முன்னோக்கி எடுத்துச்செல்
পরিবহণ খরচ,எடுத்துச் செல்லும் செலவு
বহন করুন,எடுத்து செல்லும்
কার্টেজ,கார்ட்டேஜ்
কেস,வழக்கு
কেস স্টাডি,வழக்கு ஆய்வு
নগদ,பணம்
নগদ ভারসাম্য,பண இருப்பு
নগদ বই,பண புத்தகம்
টাকার কার্ড,பண அட்டை
নগদ শংসাপত্র,பண சான்றிதழ்
টাকা প্রদান কেন্দ্র,பண கவுண்டர்
অর্থকরী ফসল,பணப்பயிர்
নগদ ছাড়,பணம் தள்ளுபடி
নগদ ডাউন,கீழே பணம்
হাতে নগদ,கையில் பணம்
নগদ মেমো,கேஷ் மெமோ
নগদে টাকা প্রদান,ரொக்க கட்டணம்
জাত,சாதி
বর্ণের শংসাপত্র,சாதி சான்றிதழ்
দুই মেয়ে,வாக்கெடுப்பு
নৈমিত্তিক,சாதாரண
নৈমিত্তিক শ্রম,சாதாரண உழைப்பு
নৈমিত্তিক ছুটি,சாதாரண விடுப்பு
দুর্ঘটনা,விபத்து
নৈমিত্তিক কর্মখালি,சாதாரண காலியிடம்
ক্যাটালগ,அட்டவணை
শ্রেণিবদ্ধ,வகைப்படுத்தப்பட்ட
বিভাগ,வகை
খাদ্য পরিবেশন সেবা,உணவக சேவை
সতর্ক করা,எச்சரிக்கை
সতর্কতা টাকা,எச்சரிக்கை பணம்
আগুন বন্ধ,தீயை நிறுத்துங்கள்
"সিলিং (""দাম"" হিসাবে)","உச்சவரம்பு (""விலை"" படி)"
উদযাপন,கொண்டாட்டம்
মুঠোফোন,கைப்பேசி
সেন্সর,தணிக்கை
সেন্সর,தணிக்கை
সেন্সর গতি,தணிக்கை இயக்கம்
জনগণনা,மக்கள் தொகை கணக்கெடுப்பு
কেন্দ্রীয় সেস,மத்திய செஸ்
কেন্দ্রীয় সিভিল সার্ভিস বিধি,மத்திய சிவில் சேவை விதிகள்
কেন্দ্রীয় আবগারি,மத்திய கலால்
কেন্দ্রীয় সরকার,மத்திய அரசு
কেন্দ্রীয়করণ,மையப்படுத்தல்
কেন্দ্রীভূত পরিষেবা,மையப்படுத்தப்பட்ட சேவை
কেন্দ্রীয়ভাবে অর্থায়িত স্কিম,மையமாக நிதியளிக்கப்பட்ட திட்டம்
কেন্দ্রীয়ভাবে স্পনসর করা স্কিম,மையமாக நிதியுதவி திட்டம்
কেন্দ্রীয় কার্যালয়,மத்திய அலுவலகம்
কেন্দ্রীয় রাজস্ব,மத்திய வருவாய்
কেন্দ্রীয় বিক্রয় কর,மத்திய விற்பனை வரி
কেন্দ্র,மையம்
সেঞ্চুরি,நூற்றாண்டு
সিরিয়াল,தானியங்கள்
সিরিয়ালিস্ট,தானியவாதி
আনুষ্ঠানিক কুচকাওয়াজ,சடங்கு அணிவகுப்பு
অনুষ্ঠান,விழா
সনদপত্র,சான்றிதழ்
ফিটনেসের শংসাপত্র,உடற்பயிற்சி சான்றிதழ்
পোস্টিং শংসাপত্র,இடுகையிடும் சான்றிதழ்
