English,Tamil
coefficient,குணகம்
coercive,கட்டுப்பாடு
coercivity,சஸ்பென்ஸ்
coherence,"இணைப்பு, இணைவு"
coherent,"இணைக்கப்பட்ட, இணைக்கப்பட்ட"
cohesion,ஒற்றுமை
cohesional,சன்சாஞ்சி
coil,ஜாதகம்
coiled,சுருண்டது
coiling,"சுருள், சுருள் கட்டிடம், சுருள்"
coincidence,தட்டையானது
cold,குளிர்
cold emission,குறைந்த வெப்பநிலை உமிழ்வுகள்
cold neutron,துணை வெப்ப நியூட்ரான்கள்
collapsible state,அழித்தல்
collateral,"இணை, கிளை, கிளை"
collator,"ஒருங்கிணைப்பாளர், ஒருங்கிணைப்பாளர், ஒருங்கிணைப்பாளர்"
collection,சேகரிப்பு
collective,"கூட்டு, மக்கள் தொகை"
collector,"சேகரிப்பான், சேகரிப்பான், சேகரிப்பான்"
colliding particles,மோதும் துகள்
collimate,இணையான
collimated,"இணையான, ஒரே திசையில்"
collimator,இணைகரம்
collinear,சீரமைப்பு
collinearity,சீரமைப்பு
collision,"மோதல், மோதல், மோதல்"
colloidal,கூழ்
colorimeter,"வண்ணமானி, நிறமானி"
colour blindness,வண்ண குருட்டுத்தன்மை
colour,பாத்திரம்
column,"நிரல், நிரல்"
coma,"கமா, டஃப்ட், வால், வால்"
combination,"சேர்க்கை, சேர்க்கை, குவிப்பு"
combinational tone,கூட்டு உயிர்
combination tone,கூட்டு உயிர்
combustibility,பொறுப்பு
combustion,எரிப்பு
commercial ferrite,வணிக ஃபெரைட்
common,"பொதுவான, பொதுவான, பொதுவான, பொதுவான, பொதுவான"
communication,தொடர்புகள்
commutation,"திசைதிருப்பல், தரவு மாற்றம், வரிசைமாற்றம்"
commutator,"கம்யூட்டர், கம்யூட்டர், கம்யூட்டர்"
comparator,"ஒப்பீட்டாளர், ஒப்பிடுபவர்"
comparison,ஒப்பீடு
compass,"திசைகாட்டி, திசைகாட்டி, திசைகாட்டி"
compatibility,"இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை, இணக்கத்தன்மை"
compensate,"ஈடு செய், பழிவாங்கு"
compensation,"இழப்பீடு, இழப்பீடு, இழப்பீடு"
compensator,எதிர் நடவடிக்கைகள்
compilation,"தொகுத்தல், விளக்கம்"
compile,"தொகுத்தல், விளக்கம்"
complementarity,நிரப்புத்தன்மை
comlementary,துணை
complete,முழுமை
completed shell,முழுமையான செல்
complete modulation,முழுமையான பண்பேற்றம்
complex,"சிக்கலான, சிக்கலான, தொகுப்பு"
complex atom,சிக்கலான அணு
complex function,சிக்கலான செயல்பாடு
complexion,வடிவம்
complex mechanism,சிக்கலான பொறிமுறை
compliance,பின்தொடர்தல்
component,"கூறு, தொடர்புடைய கூறு"
composite,"இணைந்த, கலப்பு"
compound,"கலப்பு, கலப்பு, ஒருங்கிணைந்த, நிதி, கூட்டு"
compound pendulum,அஸ்ரல் ஊசல்
compress,"அமுக்கி (பதிப்பு), சுருக்கு (வி.)"
compressed,சுருக்கப்பட்டது
compressibility,சுருக்கத்தன்மை
compressible,சுருக்கக்கூடிய
compression,சுருக்கம்
compressor,"அமுக்கி, அமுக்கி"
Compton electron,"காம்ப்டன் எலக்ட்ரான், எதிர் சமநிலை எலக்ட்ரான்"
computation,கணக்கீடு
computational,கணக்கீட்டு
computer,"கணினி, கணினி, கணினி"
concave,குழிவான
concavo-concave,பைன்வெக்ஸ்
concentrate,"கவனம் செலுத்த, தடிமனாக, குவிய (adj.), குவிய (v.)"
concentrated,"குவிந்த, குவிந்த, குவிந்த"
concentration,"செறிவு, செறிவு, செறிவு, செறிவு"
concentric,"ஒருமைய, குவிந்த"
conception,கருத்து
conceptual,கருத்துரு
concordance,"நெருக்கம், தொடர்பு"
concordant,ஒத்திசைந்த
concurrent,"ஒரே நேரத்தில், பின்தங்கிய"
condensation,"ஒடுக்கம், ஒடுக்கம்"
condense,"ஒடுங்க, திரவமாக்க, திரவமாக்க"
condensed,"அமுக்கப்பட்ட, திரவமாக்கப்பட்ட, சுருக்கப்பட்ட"
condenser,"மின்தேக்கி, மின்தேக்கி, சேகரிப்பான்"
condition,"நிலை, நிலை, நிலை, நிலை, நிலை"
conductance,கடத்துத்திறன்
conducting,இயக்கி
conduction,ஓட்டுதல்
conductivity,கடத்துத்திறன்
confidence,விசுவாசம்
configuration,"கட்டமைப்பு, கட்டமைப்பு"
configurational,கட்டமைப்பு
confocal,குழப்பமான
congruence,"ஒற்றுமை, இருமுனையம், சமநிலை"
congruent,"ஒத்த, ஒத்த"
conical,கூம்பு
conjugate,"இணைத்தல் (v.), இணைந்திருத்தல் (ver.)"
connected in parallel,பக்கவாட்டு தொடர்புடையது
