Malayalam,Kannada
കണ്ടന്റർ,ಷರತ್ತು
മാര്ഗ്ഗം,ಹೋರಾಡುವಿಕೆ
കോൺഫിഗറേഷൻ,ಸಂರಚನೆ
അനുരൂപത,ಅನುರೂಪತೆ
ആശയക്കുഴപ്പത്തില്,ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ
സംയോജനം,ಸಂಯೋಗ
കണക്റ്റീവ്,ಸಂಯೋಜಕ
സംരക്ഷണം,ಸಂರಕ್ಷಣಾ
ഏകീകരണം,ಬಲವರ್ಧನೆ
ഘടകങ്ങൾ,ಸಂಕುಚಿತತೆಗಳು
ഉപഭോക്താവ്,ಗ್ರಾಹಕ
ഉപഭോഗം,ಸೇವನೆ
മലിനമാക്കല്,ಮಾಲಿನ್ಯ
കോണ്ടൂർ നടീൽ,ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ
ബാഹരേഖ,ಬಾಹ್ಯರೇಖೆ
കരാർ കൃഷി,ಒಪ್ಪಂದದ ಕೃಷಿ
നിയന്ത്രിത സംഭരണം,ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,ಸಹಕಾರ ಬ್ಯಾಂಕ್
സഹകരണക്കാരൻ,ಸಹಕಾರ
ചെവിസിസ്,ತಗ್ಗಿಸು
വലം,ಗಂಡಿ
കൊറോള്ള,ಹುಲ್ಲುಗಾವಲು
Cuortex,ಕಂದುಬಣ್ಣ
ചെലവ്,ಬೆಲೆ
കോട്ടിലെഡൺ (വിത്ത്),ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ)
ക്രെഡിറ്റ് സമൂഹം,ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ
കീര്ത്തി,ಮನ್ನಣೆ
കടക്കാരന്,ಸಾಲದಾತ
ചിഹ്നം,ಕ್ರೆಸ್ಟ್
കാശി,ಸುಕ್ಕುಗಟ್ಟುವುದು
പതിസന്ധി,ಬಿಕ್ಕಟ್ಟು
മാനദണ്ഡം,ಮಾನದಂಡ
വിമര്ശിക്കുന്ന,ನಿರ್ಣಾಯಕ
വിള ഇൻഷുറൻസ്,ಬೆಳೆ ವಿಮೆ
വിള വായ്പ,ಬೆಳೆ ಸಾಲ
വിള,ಬೆಳೆ
വിളവെടുപ്പ് പ്രദേശം,ಬೆಳೆ ಪ್ರದೇಶ
ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല,ಶಿಲುಬೆಯಿಲ್ಲದ
കിരീടം (പ്ലാന്റ്),ಕಿರೀಟ (ಸಸ್ಯ)
അപ്പക്കഷണം,ತುಂಡು
അപ്പത്തിന്റെമൊരിഞ്ഞപുറം,ಪಟ್ಟು
ക്രിപ്റ്റോഗം,ಪಡಗಳ್ಳ
കല്ല് (പഴങ്ങൾ),ಕಲ್ (ಹಣ್ಣುಗಳು)
കുള,ಕಸ
കൃഷിചെയ്യുക,ತಳಿ
കൃഷി,ಕೃಷಿ
കൃഷിക്കാരൻ,ಕೃಷಿ
സംസ്കാരം,ಸಂಸ್ಕೃತಿ
രോഗശമനം,ನಿರಾಸಕ್ತಿ
കേവിംഗ്,ಕನ್ನಡಿ
പവാഹം,ಕರೆನ್ಸಿ
ഉപയാകൃതിയായ,ಹೊರಚರ್ಮ
മുറിക്കൽ,ಕತ್ತರಿಸುವುದು
തൊലി,ಸಿಸ್ಟ್
സൈറ്റോക്രോം,ಸೈಟೋಕ್ರೋಮ್
Cytogy,ಸೈಟೊಗಮಿ
Cretogenesis,ಸೈಟೊಜೆನಿಸ್
സൈറ്റോജെനിറ്റിക്സ്,ಸೈಟೊಜೆನೆಟಿಕ್ಸ್
സൈറ്റോകിനിസ്,ಸೈಟೊಕಿನಿಸ್
സൈറ്റിയോളജി,ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ
സൈനോളിസിസ്,ಸೈಟೊಲಿಸಿಸ್
സൈറ്റോമിയർ,ಸೈಟೊಮಿಯರ್
സൈറ്റോപ്ലാസം,ಸೈಟೋಪ್ಲಾಸಂ
കാബേജ്,ಎಲೆಕೋಸು
കള്ളിച്ചെടി,ಕಳ್ಳಿ
കലണ്ടുല,ಕ್ಯಾಲೆರುಲಾ
കാനറി പുല്ല് (ഫലാരിസ്),ಕ್ಯಾನರಿ ಹುಲ್ಲು (ಫಲಾರಿಸ್)
കാന,ಚಾಚು
കപ്പരിസ്,ಗಾಡಿ
കാപ്സിക്കം,ದೊಣ್ಣೆ ಮೆಣಸಿನ ಕಾಯಿ
കാരാംബോള,ಹಳ್ಳಿಯ
കാരാപ്പ,ಗಡ
ഏലാമി,ಏಲಕ್ಕಿ
മാംസവര്ണ്ണം,ಕುರಚನೆ
കാരറ്റ്,ಗಡಿ
കശുവണ്ടി,ಗೋಡಂಬಿ ಕಾಯಿ
കാസിയ,ಕಸ
നായക,ಕಾಸ್ಟಾರಿ
കോളിഫ്ലവർ,ಹೂಕೋಸು
മുള്ളങ്കി,ಕೋಲಾಹಲ
ഖപായം,ಚಕ್ಷಾಕ್
ചെനോപോഡിയം,ಚೆನೊಪೋಡಿಯಂ
ചെറി തക്കാളി,ಚೆರ್ರಿ ಟೊಮೆಟೊ
ചെറി,ಚೆರ್ರಿ
"ചിക്കൻ, ഗ്രാം","ಕಡಲೆ, ಗ್ರಾಂ"
മുള്ളികൾ,ಚಿಲ್ಲರೆ
ചൈന ടർപ്പന്റൈൻ ട്രീ,ಚೀನಾ ಟರ್ಪಂಟೈನ್ ಮರ
ച ow-ച ow,ಚೌ ಚೌ
ക്രിസന്തമം,ಕ್ರೈಸಾಂಥೆಮಮ್
"ചുഫ, എർത്ത് ബദാം","ಚುಫಾ, ಭೂಮಿಯ ಬಾದಾಮಿ"
സിക്കോറി,ನಾಚಿಕೆಗೇಡಿನ
കറുവ,ದಾಲ್ಚಿನ್ನಿ
സിട്രൺ,ಸಿಟ್ರಾನ್
സിട്രോൻസെല്ല പുല്ല്,ಸಿಟ್ರೊನೆಲ್ಲಾ ಹುಲ್ಲು
ജസ്മിൻ കയറുന്നു,ಜಾಸ್ಮಿನ್
ചൂള,ಲವಂಗ
ക്ലസ്റ്റർ ബീൻ,ಚೂರು ಹುರುಳಿ
കൊക്കോ,ಕೋಕಾ
നാളികേരം,ತೆಂಗಿನ ಕಾಯಿ
കോഫി,ಕಾಫಿ
കൊളാസ്,ಕೊಲಿಯಸ್
കൊളോസാസിയ,ಕೊಲೊಕಾಸಿಯಾ
"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ","ಕೊಲೊಸಿಂತ್, ಕಹಿ ಸೇಬು"
സാധാരണ പർപ്പഴം,ಸಾಮಾನ್ಯ ಪರ್ಸ್ಲೇನ್
മല്ലി,ಕೊತ್ತದ
പരുത്തി,ಹತ್ತಿ
കൗപിയ,ಹಸುರು
ക്യൂബ്,ಘನ
വെള്ളരിക്ക,ಸೌತೆಕಾಯಿ
കുക്കർബിറ്റുകൾ,ಕಸಾಯಿಟಿಗಳು
കുമിൻ,ಜೀರಿಗೆ
കറി ഇല,ಕರಿ ಎಲೆ
കസ്റ്റാർഡ് ആപ്പിൾ,ಸೀತಾಫಲ
കാപ്സ്യൂൾ ബോറർ,ಕ್ಯಾಪ್ಸುಲ್ ಕೊಳೆತ
കാറ്റർപില്ലർ,ಕ್ಯಾಟರ್ಪಣಿ
സിട്രസ് സൈല,ಸಿಟ್ರಸ್ ಸೈಲಾ
കിക്കറ്റ്,ಕ್ರಿಕೆಟ
കാക്ക,ಕಾಗೆ
പുഴുവിനെ മുറിക്കുക,ಕತ್ತರಿಸಿದ ಹುಳು
പാല്ശേഖരണകേന്ദം,ಡೈರಿ
ക്ഷീണം,ಹೈನುಗಾರಿಕೆ
അണക്കെട്ട്,ಅಣೆಕಟ್ಟು
ഡേ-ന്യൂട്രൽ,ಹದಿಮಾರದ
പൂവിടുമ്പോൾ ദിവസങ്ങൾ,ಹೂಬಿಡುವ ದಿನಗಳ ನಂತರ
നിറച്ച ദിവസങ്ങൾ,ಪೂರ್ಣ ಹೂವಿನ ನಂತರ ದಿನಗಳ ನಂತರ
വഴുതിവീഴുന്നു,ಸ ೦ ಗೀತ
നിര്ണ്ണായകീകരണം,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
പാനമായ,ಕುಶಲ
അഴുകല്,ಕೊಳೆ
ഇലപന്തം,ಪತನಶೀಲ
ദശാംശ,ದಶಮಾನ
അപരാപ്തത,ಕೊರತೆ
ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്),ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್ (ಮಣ್ಣು)
വസതിരൂപം,ವಿಲೋಮೀಕರಣ
വികോപനം,ವಿರೂಪಗೊಳಿಸುವಿಕೆ
വനനശീകരണം,ಅರಣ್ಯ ಪರೀಕ್ಷೆ
അപചയം,ಅವನತಿ
അധalal അപലതം,ಅವನತಿ
ഡിഗ്രി ദിവസങ്ങൾ,ಪದವಿ ದಿನಗಳು
ഡിഗ്രി,ಪದ
വിജ്ഞാനം,ಬಿರಡೆ
മാലിംഗം,ಕಂಠಪಾಯೀಯ
വീതിക്കുറയ്ക്കല്,ಕಂಠಪಾಯ
നിർജ്ജലീകരണം,ನಿರ್ಜಲೀಕರಣ
ഡെഹൈവേറ്റർ,ನಿರ್ಜಲೀಕರಣಕಾರ
അവകാശം,ಬೇಡಿಕೆ
ഡിനാറ്ററേഷനുകൾ,ಅನುಗ್ರಹಿಸುವ
നിന്ദ്യമായ,ಕೈಬಿಡುವುದು
നിക്ഷേപം,ಠೇವಣಿ
നിക്ഷേപം,ಶೇಖರಣೆ
മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ,ಸವಕಳಿ ಡಸಲೀಕರಣ
അതിശയകരമായ,ನಿರ್ದಯತೆ
ചിതണം,ವಿನ್ಯಾಸ
ഡെസേറ്റർ,ಸೊಬಗು
നാശം,ಹಣೆ ಹಾಕುವುದು
സമയപത്രി,ಹದಗೆಟ್ಟ
ദേശാനാപിസ്,ಒಂದು ಬಗೆಯ ಉಳ್ಳ
പോക്കറല്,ಬಂಧಿಸು
വഴിപാട്,ಬಂಧಿಸುವ
നിശ്ചയദാർ,ನಿರ್ಣಾಯಕ
വിലകുറയ്ക്കല്,ಅಪಮೌಲ್ಯೀಕರಣ
ആവിഷ്കരണം,ವಾಗ್ದಾನ
വതിചലനം,ವಿಚಲನ
നിയമാവലി,ಭಗ್ನಾವಸ್ಥೆ
രോഗനിര്ണയനം,ರೋಗನರಣೆ
ഡിച്ചോമാമി,ದ್ವಂದ್ವ
ദ്വൈകമി,ದ್ವಂದ್ವಾರ್ಥತೆ
ഡികോട്ടിഡൺ (വിത്ത്),ಡೈಕೋಟೈಲೆಡಾನ್ (ಬೀಜ)
മരിക്കുക (രോഗം),ಡೈ ಬ್ಯಾಕ್ (ರೋಗ)
അഭിവൃദ്ധി,ಪ್ರಸರಣ
ദഹിപ്പിക്കലിറ്റി,ಜೀರ್ಣವಾಗುವಿಕೆ
Dihybrid,ಹಿಂಸಾತ್ಮಕ
ബൈക്ക് (ഡൈക്ക്),ಡೈಕ್ (ಡೈಕ್)
നേര്മ്മയാക്കുക,ತನೂಸಿಗೊಳಿಸು
ഡൈയോസിയസ്,ದೈವಭಕ್ತ
ഡിപ്പോയിഡ്,ಪದಗಳ
ഡിപ്പോയിഡ്,ಪದಗಳ
ഡിപ്ലോൺമ,ರಾಜಗೀತೆ
കൈശീര്ത്തി,ಮೊಂಡುತನ
വിശദീകരിക്കുന്നു,ಪಳಗಾಗಿಸುವುದು
കിഴിവ്,ರಿಯಾಯಿತಿ
അണുനാശിനി,ಸೋಂಕುಗಳೆತ
പതിക്കല്,ಪ್ರಸರಣ
കീര്ത്തി,ಪ್ರಸಾರ
വൈവിധ്യവീകരണം,ವೈವಿಧ್ಯೀಕರಣ
വൈവിധ്യമാർന്ന കൃഷി,ವೈವಿಧ್ಯಮಯ ಕೃಷಿ
ഡിഎൻഎ ഗോവണി,ಡಿಎನ್‌ಎ
ഡിഎൻഎ റിസപ്റ്റർ,ಡಿಎನ್‌ಎ ಗ್ರಾಹಕ
ആവഞ്ചന,ಗಲಾಟೆ
പബലമായ,ಪ್ರಬಲ
പ്രവർത്തനരഹിതമായ,ಸುಸ್ತಾಗುವಿಕೆ
ഡോസ്,ಪ್ರಮಾಣ
ഇരട്ട സിഗ്മോയ്ഡ് കർവ്,ಡಬಲ್ ಸಿಗ್ಮೋಯಿಡ್ ಕರ್ವ್
ഡ്രാഫ്റ്റ് (ഡ്രാഫ്റ്റ്),ಕರಡು (ಕರಡು)
വറ്റിക്കുക,ಹರಿಸುತ್ತವೆ
ഡ്രെയിനേജ്,ಚರಂಡ
വര്ണിക്കുക,ಸೆರೆ
നനഞ്ഞ,ತೇವಗೊಳಿಸುವಿಕೆ
ഡ്രസ്സിംഗ് (വിത്ത്),ಡ್ರೆಸ್ಸಿಂಗ್ (ಬೀಜ)
ഡ്രിൽ (n.),ಡ್ರಿಲ್ (ಎನ್.)
ഡ്രില്ലിംഗ് (എഞ്ചിന്),ಕೊರೆಯುವ (ಎಜಿ. ಎಂಜಿನ್)
ഡ്രില്ലിംഗ് (അഗ്രോണമി),ಕೊರೆಯುವಿಕೆ (ಕೃಷಿ ವಿಜ್ಞಾನ)
ഡ്രിപ്പ് ഇറിഗേഷൻ,ಹನಿ ನೀರಾವರಿ
ഡ്രൈവർഡ് കൃഷി,ಒಣಭೂಮಿ ಕೃಷಿ
പൊടി,ಧೂಳು
ദുണ്രന്മാര്,ಡಸ್ಟರ್
പൊടിക്കുന്നു,ಧೂಳು
കുള്ളൻ,ಕುಬ್ಜ
കുള്ളൻ പിരമിഡ്,ಕುಬ್ಜ ಪಿರಮಿಡ್
കുള്ളൻ,ಕುಬ್ಜ
ഡെയ്സി,ಜಿಗಿಯದ
തീയതി,ದಿನಾಂಕಗಳು
ഡേ ജാസ്മിൻ,ಹಗಲಿನ ಮಲ್ಲಿಗೆ
ചതകുല,ಸಬ್ಬರ್
ദിനനാത്ത് പുല്ല്,ದನಾಣ ಹುಲ್ಲು
ഡോഡീഡർ,ಗಡೀಪಾರು
"ഡൂബ് പുല്ല്, ബെർമുഡ പുല്ല്","ಡೂಬ್ ಹುಲ್ಲು, ಬರ್ಮುಡಾ ಹುಲ್ಲು"
തുല്കൂപ്പ്,ಜಿಗಿ
ഉണങ്ങിയ ഇഞ്ചി,ಒಣ ಶುಂಠಿ
വണ്ട് മലിനീകരണം,ಜೀರುಂಡೆ
നീരഞ്ഞെടുക്കുക,ಡ್ರೋನ್
ഡക്ക്,ಬಾತುಕೋಳಿ
പരിസ്ഥിതിവിജ്ഞാനം,ಪರಿಸರ ವಿಜ್ಞಾನ
സാമ്പത്തികസ്ഥരുടെ,ಅರ್ಥಮಾಪಕ
സാമ്പത്തിക കാര്യക്ഷമത,ಆರ್ಥಿಕತೆ
ഇക്കോടൈപ്പ്,ಜೀವರ ರೂಪ
എക്ടോട്രോഫിക്,ಮೇಲ್ನೋಟದ
ഷാഫിക്,ಎದೆಗುಂದಿದ
എഡാഫോളജി,ಹದುದೋಲನಶಾಸ್ತ್ರ
പതിക്കല്,ಅಂಚು
ഭക്ഷ്യയോഗ്യമായ ഭാഗം,ಖಾದ್ಯ ಭಾಗ
ആവശ്യകതയുടെ ഇലാസ്തികത,ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
ഉൽപാദനത്തിന്റെ ഇലാസ്തികത,ಉತ್ಪಾದನೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
വൈദ്യുതവിശ്ലനങ്ങൾ,ವಿದ್ಯುದ್ವಿಚ್ysisೇದನ
ഇലക്ട്രോഫോറെസിസ്,ವಿದ್ಯುನ್ಮವತೆ
പൊലീസേഷൻ,ಎಲುಮೆ
എക്യാസ്കറ്റർ,ಇಂಗಲ
കായാൻസിംഗ്,ಕಳೆಯುವುದು
ഭൂണം,ಭ್ರೂಣ
സ്മൈഫോളജി,ಭ್ರೂಣಶಾಸ್ತ್ರ
ആവിർഭാവം,ಹೊರಹೊಮ್ಮುವಿಕೆ
എമൽസിഫയർ,ಎಮಲ್ ಆಗಿಸುವಿಕೆ
എൻവയോജനസ്,ಅಂತರ್ವರ್ಧಕ
എൻഡോമിറ്റോസിസ്,ಎಂಡೋಮಿತಾಪರಿ
എൻഡോപരസൈറ്റ്,ಎಂಡೋಪರಾಸೈಟ್
എൻഡോസ്പെർം,ಎಂಡೋಸ್ಪರೆ
എന്റർപ്രൈസ്,ಉದ್ಯಮ
എന്രുമോളജി,ಕೀಟಶಾಸ್ತ್ರ
പരിസ്ഥിതി,ವಾತಾವರಣ
എൻസൈം,ಕಿಣ್ವ
എപ്പികോട്ടിൽ ഒട്ടിക്കൽ,ಮಹಾಕಾವ್ಯ ಕಸಿ ಮಾಡುವಿಕೆ
എപ്പിഫൈറ്റ്,ವಿಪತ್ತಿನ
ഇക്വിറ്റി,ಸಮಾನತೆ
ഉന്മൂലനം,ನಿರ್ಮೂಲನೆ
അവശ്യ പോഷകങ്ങൾ,ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು
കണക്കാക്കല്,ಅಂದಾಜು
എറ്റിയോലേഷൻ,ವಿವರ್ಣೀಕರಣ
അപഹീന,ಸುಳ್ಳೆ
മൂല്യനിർണ്ണയം,ಮೌಲ್ಯಮಾಪನ
ആവാൻവിറ്ററി,ಆವಿಯಾಗುವಿಕೆ
ഇവാപോ-ട്രാൻസ്പിറേഷൻ,ಕಂದವ್ಯ-ಹರಡುವಿಕೆ
നിത്യഹരിത വിപ്ലവം,ನಿತ್ಯಹರಿದ್ವರ್ಣ ಕ್ರಾಂತಿ
നിത്യഹരിത,ನಿತ್ಯಹರಿದ್ವರ್ಣದ
പരിണാമം,ವಿಕಸನ
എക്സൂസ്,ಅಚ್ಚಿಕೆ
ക്ഷീണം (ഫെർട്ടിലിറ്റി),ಬಳಲಿಕೆ (ಫಲವತ್ತತೆ)
ചൂഷണം,ಶೋಷಣೆ
സൂക്ഷ്മപരിശോധന,ಪರಿಶೋಧನೆ
എക്സ്ട്രാഷൻ,ಹೊರಹಾಕುವುದು
കണ്ണ് (സുഗെയ്ൻ / ഉരുളക്കിഴങ്ങ്),ಕಣ್ಣು (ಸಕ್ಕರೆಕೇನ್/ಆಲೂಗಡ್ಡೆ)
ഭക്ഷ്യ ഏൻ,ಖಾದ್ಯ ಪೈನ್
"ആന അടി, യാം","ಆನೆ ಕಾಲು, ಯಾಮ್"
യൂക്കാലിപ്റ്റസ്,ನೀಲಗಿರುವ
മണ്ണിര,ಎರೆಹುಳು
ഇനോമനോളജിസ്റ്റ്,ಕೀಟಶಾಸ್ತ್ರಜ್ಞ
പരിസ്ഥിതി പ്രവർത്തകൻ,ಪರಿಸರವಾದಿ
ഘടകം,ಅಂಶ
ഘടക ഉൽപാദനക്ഷമത,ಅಂಶ ಉತ್ಪಾದಕತೆ
തൊഴില്പരമായ,ಅಂಶ
ഫാക്റിയൽ ബ്ലോക്ക് ഡിസൈൻ,ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ
ഭസ്ഥാനി,ಬೋಧನಕಾರಿ
വീഴുക,ಪಾಳುಕಾಯಿ
കുടുംബം,ಕುಟುಂಬ
കാർഷിക വിലയിരുത്തൽ,ಕೃಷಿ ಮೌಲ್ಯಮಾಪನ
കാർഷിക ബജറ്റിംഗ്,ಕೃಷಿ ಬಜೆಟ್
കാർഷിക ബിസിനസ്സ്,ಕೃಷಿ ವ್ಯಾಪಾರ
കാർഷിക ആസൂത്രണം,ಕೃಷಿ ಯೋಜನೆ
കൃഷിക്കാരന്,ರೈತ
കൃഷി,ಕೃಷಿ
ആസാധനം,ಸ ೦ ಭವಿಸೆ
ക്ഷീണം,ಫಲೀಕರಣ
അഴുകൽ,ಹುದುಗುವುದು
ഫലഭൂയിഷ്ഠത,ಫಲವತ್ತತೆ
വളം,ಗೊಬ್ಬರ
രാസവളം കാര്യക്ഷമത ഉപയോഗിക്കുക,ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ
നാരുകളുള്ള,ನಾರಿನ
വയല്,ಹೊಲತು
ഫീൽഡ് ശേഷി,ಕ್ಷೇತ್ರ ಸಾಮರ್ಥ್ಯ
ഫീൽഡ് പ്രകടനം,ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
പരിഹാരം,ಸ್ಥಿರೀಕರಣ
വെള്ളപ്പൊക്കത്തിൽ,ಪ್ರವಾಹ
ഫ്ലോ ഡയഗ്രം,ನಿರ್ವಹಣಾ ಚಿತ್ರ
ഭക്ഷണ മൂല്യം,ಆಹಾರ ಮೌಲ್ಯ
തീറ്റപ്പുല്ല് (കാലിത്തീറ്റ),ಮೇವು (ಮೇವು)
പ്രവചിക്കുക,ಮುನ್ಸೂಚನೆ
കാട്,ಅರಣ್ಯ
വിരാമം,ಅರಣ್ಯೀಕರಣ
വഴുതിവീഴുന്ന,ಚೂರು
ഫ്രോസ്റ്റുകൾ പ്രതിരോധം,ಫ್ರಾಸ್ಟ್ ರೆಸಿರೆಂಟ್
ശൈതം,ಮುನಗಳ
ഫ്രീസുചെയ്ത (പഴവും പച്ചക്കറിയും),ಹೆಪ್ಪುಗಟ್ಟಿದ (ಹಣ್ಣು ಮತ್ತು ತರಕಾರಿ)
ഉന്മേഷം,ಜಡನಾಗಿಸುವಿಕೆ
പഴൻ ഇടിവ്,ಹಣ್ಣಿನ ಹನಿ
ഫ്രൂട്ട് സെറ്റ് (ഫ്രൂട്ട് ക്രമീകരണം),ಹಣ್ಣು-ಸೆಟ್ (ಹಣ್ಣಿನ ಸೆಟ್ಟಿಂಗ್)
ഉപക്കുറി,ಹೊಗಳಿಕೆ
കുമിൾനാശിനി,ಶಿಲೀಂಧ್ರನಾಶಕ
തന്ത്രശാലിയായ,ಶಿಲೀಂಧ್ರ ರೋಗದ
കുമിള്സസം,ಶಿಲೀಂಧ್ರ
ചാടോ,ಗಡಿ
സംയോജന,ಸಮ್ಮಿಳನ
ഫസ്,ಗುಟ್ಟು
അവ്യക്തമായ,ಅಸ್ಪಷ್ಟ
"പെരുംജീരകം, ആശംസകൾ","ಫೆನ್ನೆಲ್, ಅನೈಸ್"
ഉലുവ,ಮೆಂತ್ಯದ
അത്തിപ്പഴം,ಅಂಜೂರ
ഫിംഗർ മില്ലറ്റ്,ಬೆರಳು ರಾಗಿ
തീ ഫാർമിക് ബുഷ്,ಬೆಂಕಿ ಜ್ವಾಲೆಯ ಬುಷ್
വനത്തിന്റെ തീജ്വാല,ಅರಣ್ಯದ ಜ್ವಾಲೆ
ഫ്രഞ്ച് ബീൻ,ಫ್ರೆಂಚ್ ಹುರುಳಿ
ചെള്ള്,ಅಲ್ಪಬೆಲೆಯ
കുറുക്കന്,ನರಿ
ഫലം ഈച്ച,ಹಣ್ಣು ನೊಣ
പിത്തനം (ഹോർട്ട്),ಗಾಲ್ (ಹಾರ್ಟ್)
ഗെയിമമായ,ಗಮೀಟು
തോട്ടം,ತೋಟ
ഗേജ് (വെള്ളം),ಗೇಜ್ (ನೀರು)
