Bengali,Malayalam
ব্যান্ড স্টপ ফিল্টার,ബാൻഡ് നിർത്തുക ഫിൽട്ടർ
ব্যান্ড সুইচ,ബാൻഡ് സ്വിച്ച്
ব্যান্ড টিউনিং,ബാൻഡ് ട്യൂറിംഗ്
ব্যান্ডউইথ,ബാൻഡ്വിഡ്ത്ത്
বার,ബാർ
বার কোড,ബാർ കോഡ്
বার ডেটা,ബാർബെ ഡാറ്റ
বেয়ার ব্যান্ড,നഗ്നമായ ബാൻഡ്
বেয়ার ল্যাম্প,നഗ്നമായ വിളക്ക്
শস্যাগার দরজা,കളപ്പുര വാതിൽ
বেস ব্যান্ড,അടിസ്ഥാന ബാൻഡ്
বেস ব্যান্ড সিগন্যাল,അടിസ്ഥാന ബാൻഡ് സിഗ്നൽ
বেস ব্যান্ড সিস্টেম,അടിസ്ഥാന ബാൻഡ് സംവിധാനം
বেস ব্রাউজার,അടിസ്ഥാന ബ്ര .സർ
বেস কালেক্টর জংশন,അടിസ്ഥാന ശേഖരണ ജംഗ്ഷൻ
বেস ইনসুলেটর,അടിസ്ഥാന ഇൻസുലേറ്റർ
বাস,ബാസ്
বাস ক্ষতিপূরণ,ബാസ് നഷ്ടപരിഹാരം
বাস লাউডস্পিকার (ওফার),ബാസ് ഉച്ചഭാഷിണി (വൂഫർ)
ব্যাচ স্ক্যানিং,ബാച്ച് സ്കാനിംഗ്
ব্যাটারি চার্জ হইতেছে,ബാറ്ററി ചാർജിംഗ്
মরীচি,രശ്മി
বীট,അടിക്കുക
বীট ফ্রিকোয়েন্সি দোলক,ബീറ്റ് ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ
বেল,കാല്
পক্ষপাত,പക്ഷപാതം
বায়াস সার্কিট,ബയ്യ്സ് സർക്യൂട്ട്
বায়াস ফ্রিকোয়েন্সি,പക്ഷപാതം
অত্যাধিক ভোল্টেজ,ബിയാസ് വോൾട്ടേജ്
সামনের দিকে পক্ষপাতদুষ্ট,മുന്നോട്ടുള്ള ദിശയിൽ പക്ഷപാതപരമാണ്
দ্বি-দিকনির্দেশক মাইক্রোফোন,ദ്വിദിശ മൈക്രോഫോൺ
বিলবোর্ড,ബിൽബോർഡ്
বিলবোর্ড অ্যাপ্লিকেশন,ബിൽബോർഡ് അപ്ലിക്കേഷൻ
দ্বি-ধাতব উপাদান,ദ്വി-മെറ്റാലിക് ഘടകം
বাইনারি,ബൈനറി
বাইনারি কোডেড দশমিক,ബൈനറി കോഡ് ചെയ്ത ദശാംശ
বাইনারি অঙ্ক (বিট),ബൈനറി അക്ക (ബിറ്റ്)
বাইনারি সংখ্যা,ബൈനറി നമ്പർ
বাইনোরাল শুনানি,ബിനാറൽ കേൾവി
বাইনোকুলার,ബൈനോക്കുലർ
বায়োমেট্রিক,ബയോമെട്രിക്
বাইপোলার ট্রানজিস্টর,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
বিট বরাদ্দ,ബിറ്റ് വിഹിതം
বিট রেট,ബിറ്റ് നിരക്ക്
কালো এবং সাদা টিভি,ബ്ലാക്ക് & വൈറ്റ് ടിവി
ফাঁকা,ശൂനമായ
ফাঁকা ব্যবধান,ശൂന്യമായ ഇടവേള
ব্ল্যাঙ্কিং স্তর,ശൂന്യമായ നില
ব্লিডার প্রতিরোধের,രക്തസ്രാവം പ്രതിരോധം
ব্লিমড ক্যামেরা,ക്യാമറ നീക്കം ചെയ്തു
অন্ধ ঝলক,അന്ധമായ തിളക്കം
পলক,കണ്ണുചിമ്മുക
জ্বলজ্বল,കണ്ണുചിനിക്കല്
ব্লক কোড,ബ്ലോക്ക് കോഡ്
ব্লক ডায়াগ্রাম,ബ്ലോക്ക് ഡയഗ്രം
ব্লক ইন্টারলিভ,ബ്ലോക്ക് ഇന്റർലീവ്
ব্লকিং ক্যাপাসিটার,തടയൽ കപ്പാസിറ്റർ
দোলক ব্লক করা,OSCILLER തടയുന്നു
পুষ্প,പൂത്തും
ল্যাম্প ব্লো,Blow തുക വിളക്ക്
পাইপ ব্লো,തിരിച്ചടിക്കുക
ব্লোয়ার,കൊള്ള
ব্লুটুথ,ബ്ലൂടൂത്ത്
দেহ ক্যাপাসিট্যান্স,ശരീര കപ്പാസിറ്റൻസ്
বুকমার্ক,ബുക്ക്മാർക്ക്
বুলিয়ান বীজগণিত,ബൂളിയൻ ആൾജിബ്ര
বুম,കുതിപ്പ്
প্রচার করা,ഉത്തേജിപ്പിക്കുക
বুস্টার,ബൂസ്റ്റർ
বুস্টার লাইট,ബൂസ്റ്റർ ലൈറ്റ്
বুস্টিং,വർദ്ധിപ്പിക്കുന്നു
বুটিং,ബൂട്ടിംഗ്
বুটস্ট্র্যাপ,ബൂട്ട്സ്ട്രാപ്പ്
নীচে আলো,അടിവര
বাউন্স লাইট,വെളിച്ചം ബന്ദികളാക്കുക
ভাঙ্গা,ബ്രേക്ക് ഡൗൺ
ভাঙ্গন ভোল্টেজ,വോൾട്ടേജ് തകർക്കുക
সেতু উপাদান,ബ്രിഡ്ജ് ഘടകം
সেতু সংশোধনকারী,ബ്രിഡ്ജ് റെക്ലിഫയർ
ব্রিজযুক্ত ‘টি’ অ্যাটেনুয়েটর,'ടി' അറ്റൻവേറ്റർ
ব্রিজযুক্ত কাঠামো,വഞ്ചന ഘടന
ব্রিজিং,ഗാഡ്ഗിംഗ്
ব্রিজিং এম্প্লিফায়ার,ആംപ്ലിഫയർ
ব্রিজিং ক্ষতি,ചിട്ടമ്മനഷ്ടം
উজ্জ্বলতা,തെളിച്ചം
উজ্জ্বলতা নিয়ন্ত্রণ,തെളിച്ചം നിയന്ത്രണം
ভঙ্গুর,വേഗം പൊട്ടുന്ന
ভঙ্গুর পদার্থ,പൊട്ടുന്ന പദാർത്ഥം
ব্রডব্যান্ড,ബ്രോഡ്ബാൻഡ്
ব্রডব্যান্ড পরিবর্ধক,ബ്രോഡ്ബാൻഡ് ആംപ്ലിഫയർ
ব্রডব্যান্ড আইএসডিএন,ബ്രോഡ്ബാൻഡ് ISDN
ব্রডব্যান্ড সিস্টেম,ബ്രോഡ്ബാൻഡ് സിസ്റ്റം
সম্প্রচার এবং যোগাযোগ প্রযুক্তি,പ്രക്ഷേപണവും ആശയവിനിമയ സാങ്കേതികവിദ്യയും
সম্প্রচার কভারেজ,കവറേജ് പ്രക്ഷേപണം ചെയ്യുക
সম্প্রচার গ্রহনকারী যন্ত্র,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
সম্প্রচার পরিষেবা পরিকল্পনা,സേവന സേവന ആസൂത്രണം
সম্প্রচার ট্রান্সমিটার,ലംഘനം
সম্প্রচারক,ബ്രോഡ്കാസ്റ്റർ
সম্প্রচার,ബ്രോഡ്കാസ്റ്റിംഗ്
সম্প্রচার কেন্দ্র,ബ് ബ്ലാൻസിംഗ് സ്റ്റേഷൻ
ভাঙ্গা,പൊട്ടിയ
ব্রাউজার,ബ്ര browser സർ
ব্রাউজিং,ബ്രൗസിംഗ്
বুদ্বুদ,കുമിള
বাফার,ബഫർ
বাফার পরিবর্ধক,ബഫർ ആംപ്ലിഫയർ
বাফার টিউব,ബഫർ ട്യൂബ്
বাগ,മൂട്ട
অন্তর্নির্মিত অ্যান্টেনা,അന്തർനിർമ്മിത ആന്റിന
বার্নার,ബർണർ
জ্বলন্ত,കത്തിക്കുക
বিস্ফোরণ ত্রুটি,ബർസ്റ്റ് പിശക്
ফেটে সন্নিবেশ ডাল,ബർസ്റ്റ് ഉൾപ്പെടുത്തൽ പൾസ്
বিস্ফোরণ পর্ব,ബർസ്റ്റ് ഘട്ടം
বাস,ബസ്
ব্যবসায়িক বুদ্ধি,ബിസിനസ്സ് ഇന്റലിജൻസ്
বুজার,ബസ്സര്
পাস দ্বারা,പാസാണ്
পাস করে,കടന്നുപോകുന്നതിലൂടെ
বাইপাস কনডেন্সার,തടങ്കൽ
গ,സി
সি+প্রোগ্রামিং ভাষা,C + പ്രോഗ്രാമിംഗ് ഭാഷ
মন্ত্রিসভা,മന്തിസഭ
কেবল,കന്വി
তারের যৌগ,കേബിൾ സംയുക്തം
তারের সমতা,കേബിൾ സമവാക്യം
তারের ক্ষতি,കേബിൾ നഷ്ടം
ক্যাশে,കാഷെ
ক্যাচিং,കാഷിംഗ്
ক্যাডমিয়াম সেল,കാഡ്മിയം സെൽ
গননা যন্ত্র,കണക്കാക്കുന്നു യന്ത്രം
গণনা,കണക്കുകൂട്ടല്
ক্যালকুলেটর,കണക്കുകൂട്ടല് യന്തം
ক্যালিব্রেট,കാലിബ്രേറ്റ് ചെയ്യുക
ক্যালিপার্স,കാലിപ്പർ
ক্যালোরিমিটার,കലോറിമീറ്റർ
ক্যামকর্ডার,കാംകോർഡർ
ক্যামেরা,കാമറ
ক্যামেরা প্রান্তিককরণ,ക്യാമറ വിന്യാസം
ক্যামেরা অ্যাপারচার,ക്യാമറ അപ്പർച്ചർ
