Hindi,Bengali
पत्तियां खाने वाला भृंग,ডিফোলিয়েটিং বিটল
नर मधुमक्खी,ড্রোন
बत्तख,হাঁস
पारिस्थितिकी,বাস্তুশাস্ত্র
अर्थमिति,একনোমেট্রিক্স
आर्थिक दक्षता,অর্থনৈতিক দক্ষতা
पारिस्थितिक प्ररूप,ইকোটাইপ
बहिःस्तरपोषित,অ্যাক্টোট্রফিক
मृदीय,এড্যাফিক
मृद विज्ञान,এড্যাফোলজি
"मेड़बंदी, किनारा बनाना, किनारा बंदी",এজিং
खाद्य अंश,ভোজ্য অংশ
मांग की लोच,চাহিদার স্থিতিস্থাপকতা
उत्पादन लोच,উত্পাদন স্থিতিস্থাপকতা
विद्युत्-अपघटन,বৈদ্যুতিন বিশ্লেষণ
वैद्युतकण-संचलन,ইলেক্ট্রোফোরসিস
अवक्षालन,এলিউভিয়েশন
"विपुंसीकारित्र, बंधकारित्र, विपुंसीकार, बंध्यकार",ইমাসকুলেটর
"मेड़ बंदी, डौलबंदी",এম্ব্যাঙ্কিং
भ्रूण,ভ্রূণ
"भ्रूणविज्ञान, भ्रौणिकी",ভ্রূণতত্ত্ব
"निकलना, निर्गमन",উত্থান
पायसीकारक,ইমুলিফায়ার
अंतर्जात,অন্তঃসত্ত্বা
अंतःसूत्री विभाजन,এন্ডোমিটোসিস
अंतःपरजीवी,এন্ডোপারাসাইট
भ्रूणपोष,এন্ডোস্পার্ম
उद्यम,এন্টারপ্রাইজ
कीटविज्ञान,এনটমোলজি
पर्यावरण,পরিবেশ
"प्रकिण्व, एन्जाइम",এনজাইম
दलपुंज कलमबंदी,এপিকোটাইল গ্রাফটিং
"अधिपादप, एपिफाइट",এপিফাইট
समानधारिता,ইক্যুইটি
उन्मूलन,নির্মূল
आवश्यक पोषक तत्व,অত্যাবশ্যক পুষ্টি
"परिमापन, कूतना, आकलन",অনুমান
पांडुरता,Itiolation
सुजननिक,ইউজেনিক
मूल्यांकन,মূল্যায়ন
वाष्पनमापी,বাষ্পীভবন
वाष्पन-वाष्पोत्सर्जन,বাষ্পী-স্থানান্তর
सदाहरित क्रांति,চিরসবুজ বিপ্লব
"सदाहरित, सदापर्णी",চিরসবুজ
विकास,বিবর্তন
उच्छेद करना,আবগারি
परिक्षय (उर्वरता),ক্লান্তি (উর্বরতা)
शोषण,শোষণ
"खोज, अन्वेषण",অনুসন্ধান
"बहिर्बेधन, उत्सारण",এক্সট্রুশন
आंख (गन्ना/आलू),চোখ (সুগারকেন/আলু)
चिलगोजा,ভোজ্য পাইন
जिमीकंद,"হাতি পা, ইয়াম"
सफेदा,ইউক্যালিপটাস
केंचुआ,কেঁচো
कीट विज्ञानी,এনটমোলজিস্ট
पर्यावरणविद्,পরিবেশবাদী
"कारक, घटक, उपादान, साधन",ফ্যাক্টর
कारक उत्पादकता,ফ্যাক্টর উত্পাদনশীলতা
आढ़तिये का बट्टा,ফ্যাক্টরেজ
क्रमगुणित अवरोध डिजाइन,ফ্যাক্টরিয়াল ব্লক ডিজাইন
विकल्पी,ফ্যাক্টেটিভ
"पड़ती, पलिहर",পতন
कुल,পরিবার
प्रक्षेत्र मूल्यांकन,খামার মূল্যায়ন
प्रक्षेत्र का बजट बनाना,খামার বাজেট
कृषि व्यवसाय,খামার ব্যবসা
प्रक्षेत्र नियोजन,খামার পরিকল্পনা
"किसान, कृषक",কৃষক
"कृषि, खेती",কৃষিকাজ
संपट्टन,ফ্যাসিয়েশন
बहुप्रजनन,ফেকান্ডেশন
किण्वन,গাঁজন
उर्वरता,উর্বরতা
उर्वरक,সার
उर्वरक उपयोग दक्षता,সার ব্যবহারের দক্ষতা
रेशेदार,তন্তু
"खेत, क्षेत्र, स्थान",ক্ষেত্র
मृदा जलधारिता,ক্ষেত্রের ক্ষমতা
