Kannada,Bengali
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,প্রত্যাশিত পেজিং
ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ,অ্যান্টিকোয়েনসেন্স অপারেশন
ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ,অ্যান্টিকোইনসেন্টেন্ট উপাদান
ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ,অ্যাপেরিওডিক অ্যান্টেনা
ದ್ಯುತಿರಂಧ್ರ ಚೀಲು,অ্যাপারচার কার্ড
ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ,অ্যাপারচার কোড
ದ್ಯುತಿರಂಧ್ರ ಸಮಯ,অ্যাপারচার সময়
ಅನುಬಂಧ,সংযোজন
ಅನುಬಂಧ ಕಾರ್ಯ,অ্যাপেন্ডেজ টাস্ক
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,অ্যাপ্লিকেশন ডেভেলপার
ಅಪ್ಲಿಕೇಶನ್ ಪದರ,আবেদন স্তর
ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ,অ্যাপ্লিকেশন ভিত্তিক ভাষা
ಅಪ್ಲಿಕೇಶನ್ ಪ್ಯಾಕೇಜ್,অ্যাপ্লিকেশন প্যাকেজ
ಅಪ್ಲಿಕೇಶನ್ ಕಾರ್ಯಕ್ರಮ,এপ্লিকেশন প্রোগ্রাম
ಅರ್ಜಿ ಪ್ರೋಗ್ರಾಮಿಂಗ್,অ্যাপ্লিকেশন প্রোগ্রামিং
ಅಪ್ಲಿಕೇಶನ್ ಅಗತ್ಯವಿದೆ ಭಾಷೆ,অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್‌ವೇರ್,অ্যাপ্লিকেশন সফ্টওয়্যার
ಬೆಲೆತುಂಬು,অ্যাপ্লিক
ಅಂದಾಜು ಸಿದ್ಧಾಂತ,আনুমানিক তত্ত্ব
ಅನಿಯಂತ್ರಿತ ಪ್ರವೇಶ,স্বেচ্ছাসেবী অ্যাক্সেস
ಅನಿಯಂತ್ರಿತ ಅನುಕ್ರಮ ಕಂಪ್ಯೂಟರ್,স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার
ಮಧ್ಯಸ್ಥಿಕೆ,সালিশ
ವಾಸ್ತುಶಿಲ್ಪಿ,আর্কিটেকচার
ದಬಡೆ,সংরক্ষণাগার
ಪ್ರದೇಶ ಸಂಹಿತೆ,এরিয়া কোড
ಪ್ರದೇಶ ಹುಡುಕಾಟ,অঞ্চল অনুসন্ধান
ಪ್ರದೇಶ ವರ್ಗಾವಣೆ,অঞ্চল স্থানান্তর
ಪ್ರದೇಶ ವೇರಿಯಬಲ್,অঞ্চল পরিবর্তনশীল
ವಾದ,যুক্তি
ವಾದದ ವಿಳಾಸ,যুক্তি ঠিকানা
ವಾದದ ಪಟ್ಟಿ,যুক্তি তালিকা
ಅಂಕಗಣಿತ,গাণিতিক নির্দেশ
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ,গাণিতিক এবং যুক্তি ইউনিট
ಅಂಕಗಣಿತದ ನಿಯೋಜನೆ ಹೇಳಿಕೆ,গাণিতিক অ্যাসাইনমেন্ট বিবৃতি
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,গাণিতিক চেক
ಅಂಕಗಣಿತದ,পাটিগণিত ধ্রুবক
ಅಂಕಗಣಿತ ಪರಿವರ್ತನೆ,গাণিতিক রূপান্তর
ಅಂಕಗಣಿತದ ದತ್ತ,গাণিতিক ডেটা
ಅಂಕಗಣಿತದ ಅಪವಾದ,পাটিগণিত ব্যতিক্রম
ಅಂಕಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,গাণিতিক অভিব্যক্তি
ಅಂಕಗಣಿತದ ಸ್ಥಿರ ಬಿಂದು,গাণিতিক স্থির পয়েন্ট
ಅಂಕಗಣಿತದ ಶ್ರೇಣಿ,পাটিগণিত শ্রেণিবিন্যাস
ಹೇಳಿಕೆಯಿದ್ದರೆ ಅಂಕಗಣಿತ,বিবৃতি যদি গাণিতিক
ಅಂಕಗಣಿತದ ತರ್ಕ,গাণিতিক যুক্তি
ಅಂಕಗಣಿತದ ತರ್ಕ ಘಟಕ,গাণিতিক যুক্তি ইউনিট
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,পাটিগণিত অপারেশন
ಅಂಕಗಣಿತದ ನಿರ್ವಾಹಕ,পাটিগণিত অপারেটর
ಅಂಕಗಣಿತದ ಉಕ್ಕಿ,পাটিগণিত ওভারফ্লো
ಅಂಕಗಣಿತದ ಚಿತ್ರ ಡೇಟಾ,গাণিতিক ছবির ডেটা
ಅಂಕಗಣಿತದ ಆದ್ಯತೆ,গাণিতিক অগ্রাধিকার
ಅಂಕಗಣಿತದ ಪ್ರಾಥಮಿಕ,গাণিতিক প্রাথমিক
ಅಂಕಗಣಿತ,গাণিতিক নিবন্ধ
ಅಂಕಗಣಿತದ ಸಂಬಂಧ,গাণিতিক সম্পর্ক
ಅಂಕಗಣಿತ,গাণিতিক স্ক্যান
ಅಂಕಗಣಿತದ ವಿಭಾಗ,গাণিতিক বিভাগ
ಅಂಕಗಣಿತದ ಶಿಫ್ಟ್,গাণিতিক শিফট
ಅಂಕಗಣಿತದ ಸ್ಥಳಾಂತರ,গাণিতিক স্থানান্তর
ಅಂಕಗಣಿತದ ಹೇಳಿಕೆ,পাটিগণিত বিবৃতি
ಅಂಕಗಣಿತದ ಪದ,গাণিতিক শব্দ
ಅಂಕಗಣಿತದ ಕೆಳವರ್ಗ,পাটিগণিত আন্ডারফ্লো
ಅಂಕಗಣಿತದ ಘಟಕ,গাণিতিক ইউনিট
ರಂಗ,অ্যারে
ಸರಿದೂಗಿಸು,অ্যারে বাউন্ড
ಅರೌಂಡ್ ಕಂಪ್ಯೂಟರ್,অ্যারে কম্পিউটার
ದಾಟಲು,অ্যারে মাত্রা
ರಚನೆ ಅಂಶ,অ্যারে উপাদান
ರಚನೆ ಅಭಿವ್ಯಕ್ತಿ,অ্যারে এক্সপ্রেশন
ರಾಸಾಯನಿಕ,অ্যারের নাম
ರಚನೆಗಳ ಶ್ರೇಣಿ,কাঠামোর অ্যারে
ಸ ೦ ಗೀತ ಮುದ್ರಣ,অ্যারে প্রিন্টিং
ರಚನೆ ಸಂಸ್ಕರಣೆ,অ্যারে প্রসেসিং
ರಚನೆ ಸಂಸ್ಕಾರಕ,অ্যারে প্রসেসর
ಉಚ್ಚಾರಣಾ ಬಿಂದು,বক্তৃতা পয়েন্ট
ಕೃತಕ ಅರಿವು,কৃত্রিম জ্ঞান
ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ,কৃত্রিম বুদ্ধিমত্তা
ಕೃತಕ ಭಾಷೆ,কৃত্রিম ভাষা
ಕೃತಕ ವೇರಿಯಬಲ್,কৃত্রিম পরিবর্তনশীল
ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಡೇಟಾ ಬ್ಯಾಂಕ್,আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক
ಆರ್ಟ್ಸ್ ಅಪ್ಲಿಕೇಶನ್ ಸಂಗೀತ,আর্টস অ্যাপ্লিকেশন সংগীত
ಕಲೆಗಳ ಅಪ್ಲಿಕೇಶನ್ ಮಾದರಿ ಉತ್ಪಾದನೆ,আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন
ತುತ್ತಾಗುವವನು,আরোহী
ಆರೋಹಣ ರೀತಿಯ,আরোহী বাছাই
ಮನ್ನಣೆ,Ascil
ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ,ASCII নিয়ন্ত্রণ চরিত্র
ಎಎಸ್ಸಿಐಐ ಕೀ ಬೋರ್ಡ್,ASCII কী বোর্ড
ಆಕಾರ,দিক
ಆಕಾರ ಮತ್ತು,দিক এবং
ಜೋಡಿಸು,একত্রিত করা
ಜೋಡಿಸಲಾದ ಮೂಲ,একত্রিত উত্স
ಅವಧಿಯನ್ನು ಜೋಡಿಸಿ,সময়কাল একত্রিত করুন
ಷೋಬರೆ,এসেম্বলার
ಅಸೆಂಬ್ಲರ್ ನಿರ್ದೇಶನ,এসেম্বলার ডাইরেক্টিভ
ಅಸೆಂಬ್ಲರ್ ಸೌಲಭ್ಯ,এসেম্বলার সুবিধা
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,এসেম্বলার ভাষা
ಜೋಡಣೆ,একত্রিত
ಜೋಡಣೆ ಹಂತ,সমাবেশ পর্ব
ಜೋಡಣೆ ಸಮಯ,সময় একত্রিত
ಸಭೆ,সমাবেশ
ಜೋಡಣೆ ಭಾಷೆ,এসেম্বলি
ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಪ್ರೋಗ್ರಾಮಿಂಗ್,অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং
ಅಸೆಂಬ್ಲಿ ಭಾಷಾ ಸಾಫ್ಟ್‌ವೇರ್ ನಮ್ಯತೆ,সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা
ಅಸೆಂಬ್ಲಿ ಪಟ್ಟಿ,সমাবেশ তালিকা
ಅಸೆಂಬ್ಲಿ ಹಂತ,সমাবেশ পর্ব
ಜೋಡಣೆ ದಿನಚರಿ,সমাবেশ রুটিন
ಜೋಡಣೆ ಸಮಯ,সমাবেশ সময়
ಅಸೆಂಬ್ಲಿ ಘಟಕ,সমাবেশ ইউনিট
ನಿಯೋಜನೆ ಸೂಚ್ಯಂಕ,অ্যাসাইনমেন্ট ইনডেক্সিং
ನಿಯೋಜನೆ,অ্যাসাইনমেন্ট অপারেশন
ನಿಯೋಜನೆ ಹೇಳಿಕೆ,নিয়োগ বিবৃতি
ಸಹಾಯಕ ವಿಳಾಸ,সহযোগী ঠিকানা
ಸಹಾಯಕ ಅರೇ ರಿಜಿಸ್ಟರ್,সহযোগী অ্যারে রেজিস্টার
ಸಹಾಯಕ ಕೀಲಿಯ,সহযোগী কী
ಸಹಾಯಕ ಭಾಷೆ,সহযোগী ভাষা
ಸಹಾಯಕ ಸ್ಮರಣೆ,সহযোগী স্মৃতি
ಸಹಾಯಕ ಸಂಗ್ರಹ,সহযোগী স্টোরেজ
ದಶಮಾಂಶ ಬಿಂದುವನ್ನು med ಹಿಸಲಾಗಿದೆ,দশমিক বিন্দু ধরে নেওয়া
ಅಸಾಧಾರಣವಲ್ಲದ ಸಾಧನ,অসমমিত ডিভাইস
ಅಸಮಪಾರ್ಶ್ವದ I/O,অসমমিত আই/ও
ಅಸಮಕಾಲಿಕ,অ্যাসিঙ্ক্রোনাস
ಅಸಮಕಾಲಿಕ ಕಂಪ್ಯೂಟರ್,অ্যাসিঙ্ক্রোনাস কম্পিউটার
ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ವರ್ಗಾವಣೆ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার
ಅಸಮಕಾಲಿಕ ದತ್ತಾಂಶ ಪ್ರಸರಣ,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন
ಅಸಮಕಾಲಿಕ ಸಾಧನಗಳು,অ্যাসিঙ্ক্রোনাস ডিভাইস
ಅಸಮಕಾಲಿಕ ಕಾರ್ಯಾಚರಣೆ,অ্যাসিঙ্ক্রোনাস অপারেশন
ಅಸಮಕಾಲಿಕ ಸಂಕೇತ,অ্যাসিঙ্ক্রোনাস সিগন্যালিং
ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್,অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং
ಅಸಮಕಾಲಿಕ ಪ್ರಸರಣ,অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন
ಅಸಮಕಾಲಿಕ ಕೆಲಸ,অ্যাসিঙ্ক্রোনাস ওয়ার্কিং
ಲಗತ್ತಿಸಲಾದ ಸಂಸ್ಕರಣೆ,সংযুক্ত প্রক্রিয়াজাতকরণ
ಲಗತ್ತಿಸಲಾದ ಪ್ರೊಸೆಸರ್,সংযুক্ত প্রসেসর
ಲಗತ್ತಿಸಲಾದ ಬೆಂಬಲ ಪ್ರೊಸೆಸರ್,সংযুক্ত সমর্থন প্রসেসর
ಕಾರ್ಯಾಚರಣೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದರು,অপারেশন উপস্থিত
ಟ್ರಯಲ್ ಪ್ರಿಂಟರ್‌ಗೆ ಹಾಜರಾದರು,ট্রেল প্রিন্টারে অংশ নিয়েছেন
ಅಡಚಣೆ,মনোযোগ বাধা
ಗಮನ,মনোযোগ কী
ಗಮನ,মনোযোগ
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಸ್ಥಿರ,অবিচ্ছিন্ন ধ্রুবক
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಅಸ್ಪಷ್ಟತೆ,মনোযোগ বিকৃতি
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ಈಕ್ವಲೈಜರ್,মনোযোগ সমতুল্য
ಕೈಗೆಟುಕುವವನು,অ্যাটেনুয়েটর
ಗುಣಲಕ್ಷಣ,বৈশিষ্ট্য
ಶ್ರವ್ಯ ಎಚ್ಚರಿಕೆ,শ্রাবণ অ্যালার্ম
ಆಡಿಯೊ ಕ್ಯಾಸೆಟ್,অডিও ক্যাসেট
ಆಡಿಯೊ ವಿಚಾರಣೆ,অডিও তদন্ত
ಆಡಿಯೊ ಮಾರ್ಗ,অডিও লাইন
ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ,অডিও প্রতিক্রিয়া
ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಸಂದೇಶ,অডিও প্রতিক্রিয়া বার্তা
ಆಡಿಯೊ ಪ್ರತಿಕ್ರಿಯೆ ಘಟಕ,অডিও প্রতিক্রিয়া ইউনিট
ಆಡಿಯೊಟೇಪ್ ಶೇಖರಣಾ ಘಟಕ,অডিওটেপ স্টোরেজ ইউনিট
ಆಡಿಯೊ ದೂರಸಂಪರ್ಕ ಮಾರ್ಗ,অডিও টেলিযোগাযোগ লাইন
ಆಡಿಯೊ ಟರ್ಮಿನಲ್,অডিও টার্মিনাল
ಲೆಕ್ಕಪರಿಶೋಧನೆ ಆಜ್ಞಾ ಭಾಷೆ,অডিট কমান্ড ভাষা
ಲೆಕ್ಕಪರಿಶೋಧನೆ ಪ್ರೋಗ್ರಾಮಿಂಗ್,অডিট প্রোগ্রামিং
ಲೆಕ್ಕಪರಿಶೋಧನೆ,নিরীক্ষা পথ
ವಾತಾವರಣ,অগেন্ড
ಹೆಚ್ಚಿಸು,অগমেন্ট
ವೃದ್ಧಕ,অগমেন্টার
ಲೇಖಕ,লেখক
ಲೇಖಕ,অনুমোদন
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,অনুমোদন ব্যবস্থা
ಅಧಿಕಾರ,কর্তৃপক্ষ
ದೃ code,অনুমোদন কোড
ಅಧಿಕೃತ ಗ್ರಂಥಾಲಯ,অনুমোদিত গ্রন্থাগার
ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ,অনুমোদিত প্রোগ্রাম
ಅಧಿಕೃತ ಕಾರ್ಯಕ್ರಮ ಸೌಲಭ್ಯ,অনুমোদিত প্রোগ্রাম সুবিধা
ಸ್ವಯಂ ಅಮೂರ್ತ,অটো অ্যাবস্ট্রাক্ট
ಆಟೀರಿಯಾನ್ಸ್ವರ್,স্বয়ংক্রিয় উত্তর
ಆಟೋ ಬೂಟಿಂಗ್,অটো বুটিং
ಆಟೋ ಬೈಪಾಸ್,অটো বাইপাস
ಸ್ವಯಂ ಕರೆ (= ಸ್ವಯಂಚಾಲಿತ ಕರೆ),অটো কল (= স্বয়ংক্রিয় কলিং)
ಸ್ವಯಂ ಕೋಡರ್,অটো কোডার
ಸ್ವಯಂ ಡಯಲ್,স্বয়ংক্রিয় কল
ಸ್ವೇಚ್l,অটোফ্লো
ಆಟೋ ಸೂಚ್ಯಂಕ,অটো সূচক
ಸ್ವಯಂ ಸೂಚ್ಯಂಕ ವಿಳಾಸ,অটো ইনডেক্সড অ্যাড্রেসিং
ಆಟೊಮಾಟಾ,অটোমেটা
ಆಟೊಮ್ಯಾಟಾ ಸಿದ್ಧಾಂತ,অটোমেটা তত্ত্ব
ಆಟೊಮ್ಯಾಟಾ ಪ್ರಕಾರ,অটোমেটা টাইপ
ಸ್ವಯಂಚಾಲಿತ ಗ್ರಂಥಸೂಚಿ,স্বয়ংক্রিয় গ্রন্থপঞ্জি
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಮಾಧ್ಯಮ,স্বয়ংক্রিয় ডেটা মিডিয়াম
ಸ್ವಯಂಚಾಲಿತ ನಿಘಂಟು,স্বয়ংক্রিয় অভিধান
ಸ್ವಯಂಚಾಲಿತ ಗ್ಲಾಸರಿ,স্বয়ংক্রিয় শব্দকোষ
ಸ್ವಯಂಚಾಲಿತ ತರ್ಕ ರೇಖಾಚಿತ್ರ,স্বয়ংক্রিয় লজিক ডায়াগ্রাম
ಸ್ವಯಂಚಾಲಿತ ನಿರ್ವಹಣೆ,স্বয়ংক্রিয় ব্যবস্থাপনা
ಸ್ವಯಂಚಾಲಿತ ಉತ್ಪಾದನಾ ನಿರ್ವಹಣೆ,স্বয়ংক্রিয় উত্পাদন ব্যবস্থাপনা
ಸ್ವಯಂಚಾಲಿತ ಸ್ಟಾಕ್ ನಿಯಂತ್ರಣ,স্বয়ংক্রিয় স্টক নিয়ন্ত্রণ
ಸ್ವಯಂಚಾಲಿತ ಅಮೂರ್ತ,স্বয়ংক্রিয় বিমূর্ত
ಸ್ವಯಂಚಾಲಿತ ಅಮೂರ್ತ,স্বয়ংক্রিয় বিমূর্ততা
ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಪ್ರೋಗ್ರಾಮ್ ಮಾಡಲಾದ ಪರಿಕರಗಳು,স্বয়ংক্রিয়ভাবে প্রোগ্রাম করা সরঞ্জাম
ಸ್ವಯಂಚಾಲಿತ ಉತ್ತರ,স্বয়ংক্রিয় উত্তর
ಸ್ವಯಂಚಾಲಿತ ಕರೆ ವಿತರಕ,স্বয়ংক্রিয় কল বিতরণকারী
ಸ್ವಯಂಚಾಲಿತ ಕರೆ,স্বয়ংক্রিয় কলিং
ಸ್ವಯಂಚಾಲಿತ ಪರಿಶೀಲನೆ,স্বয়ংক্রিয় চেক
ಸ್ವಯಂಚಾಲಿತ ಕೋಡಿಂಗ್,স্বয়ংক্রিয় কোডিং
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್,স্বয়ংক্রিয় কম্পিউটিং
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್ ಎಂಜಿನ್,স্বয়ংক্রিয় কম্পিউটিং ইঞ্জিন
ಸ್ವಯಂಚಾಲಿತ,স্বয়ংক্রিয় ধ্রুবক
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್,স্বয়ংক্রিয় নিয়ন্ত্রণ ইঞ্জিনিয়ারিং
