Marathi,Malayalam
बायनरी कोडित दशांश,ബൈനറി കോഡ് ചെയ്ത ദശാംശ
बायनरी अंक (बिट),ബൈനറി അക്ക (ബിറ്റ്)
बायनरी नंबर,ബൈനറി നമ്പർ
बिनौरल सुनावणी,ബിനാറൽ കേൾവി
दुर्बिणी,ബൈനോക്കുലർ
बायोमेट्रिक,ബയോമെട്രിക്
द्विध्रुवीय ट्रान्झिस्टर,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
बिट वाटप,ബിറ്റ് വിഹിതം
बिट रेट,ബിറ്റ് നിരക്ക്
काळा आणि पांढरा टीव्ही,ബ്ലാക്ക് & വൈറ്റ് ടിവി
रिक्त,ശൂനമായ
ब्लँकिंग मध्यांतर,ശൂന്യമായ ഇടവേള
ब्लँकिंग लेव्हल,ശൂന്യമായ നില
ब्लेडर रेझिस्टन्स,രക്തസ്രാവം പ്രതിരോധം
ब्लिम्पेड कॅमेरा,ക്യാമറ നീക്കം ചെയ്തു
आंधळे चकाकी,അന്ധമായ തിളക്കം
डोळे मिचकावणे,കണ്ണുചിമ്മുക
डोळे मिचकावणे,കണ്ണുചിനിക്കല്
ब्लॉक कोड,ബ്ലോക്ക് കോഡ്
ब्लॉक आकृती,ബ്ലോക്ക് ഡയഗ്രം
ब्लॉक इंटरलीव्ह,ബ്ലോക്ക് ഇന്റർലീവ്
कॅपेसिटर अवरोधित करणे,തടയൽ കപ്പാസിറ്റർ
ऑसीलेटर अवरोधित करणे,OSCILLER തടയുന്നു
ब्लूम,പൂത്തും
ब्लो दिवा,Blow തുക വിളക്ക്
ब्लो पाईप,തിരിച്ചടിക്കുക
ब्लोअर,കൊള്ള
ब्लूटूथ,ബ്ലൂടൂത്ത്
बॉडी कॅपेसिटन्स,ശരീര കപ്പാസിറ്റൻസ്
बुकमार्क,ബുക്ക്മാർക്ക്
बुलियन बीजगणित,ബൂളിയൻ ആൾജിബ്ര
भरभराट,കുതിപ്പ്
चालना,ഉത്തേജിപ്പിക്കുക
बूस्टर,ബൂസ്റ്റർ
बूस्टर लाइट,ബൂസ്റ്റർ ലൈറ്റ്
चालना,വർദ്ധിപ്പിക്കുന്നു
बूटिंग,ബൂട്ടിംഗ്
बूटस्ट्रॅप,ബൂട്ട്സ്ട്രാപ്പ്
तळाशी प्रकाश,അടിവര
बाउन्स लाइट,വെളിച്ചം ബന്ദികളാക്കുക
यंत्रातील बिघाड,ബ്രേക്ക് ഡൗൺ
व्होल्टेज खाली करा,വോൾട്ടേജ് തകർക്കുക
पूल घटक,ബ്രിഡ്ജ് ഘടകം
ब्रिज रेक्टिफायर,ബ്രിഡ്ജ് റെക്ലിഫയർ
ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर,'ടി' അറ്റൻവേറ്റർ
ब्रिज केलेली रचना,വഞ്ചന ഘടന
ब्रिजिंग,ഗാഡ്ഗിംഗ്
ब्रिजिंग एम्पलीफायर,ആംപ്ലിഫയർ
ब्रिजिंग लॉस,ചിട്ടമ്മനഷ്ടം
चमक,തെളിച്ചം
ब्राइटनेस कंट्रोल,തെളിച്ചം നിയന്ത്രണം
ठिसूळ,വേഗം പൊട്ടുന്ന
ठिसूळ पदार्थ,പൊട്ടുന്ന പദാർത്ഥം
ब्रॉडबँड,ബ്രോഡ്ബാൻഡ്
ब्रॉडबँड एम्पलीफायर,ബ്രോഡ്ബാൻഡ് ആംപ്ലിഫയർ
ब्रॉडबँड आयएसडीएन,ബ്രോഡ്ബാൻഡ് ISDN
ब्रॉडबँड सिस्टम,ബ്രോഡ്ബാൻഡ് സിസ്റ്റം
प्रसारण आणि संप्रेषण तंत्रज्ञान,പ്രക്ഷേപണവും ആശയവിനിമയ സാങ്കേതികവിദ്യയും
प्रसारण कव्हरेज,കവറേജ് പ്രക്ഷേപണം ചെയ്യുക
ब्रॉडकास्ट रिसीव्हर,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
प्रसारण सेवा नियोजन,സേവന സേവന ആസൂത്രണം
ब्रॉडकास्ट ट्रान्समीटर,ലംഘനം
प्रसारक,ബ്രോഡ്കാസ്റ്റർ
प्रसारण,ബ്രോഡ്കാസ്റ്റിംഗ്
प्रसारण स्टेशन,ബ് ബ്ലാൻസിംഗ് സ്റ്റേഷൻ
तुटलेली,പൊട്ടിയ
ब्राउझर,ബ്ര browser സർ
ब्राउझिंग,ബ്രൗസിംഗ്
बबल,കുമിള
बफर,ബഫർ
बफर एम्पलीफायर,ബഫർ ആംപ്ലിഫയർ
बफर ट्यूब,ബഫർ ട്യൂബ്
किडा,മൂട്ട
अंगभूत अँटेना,അന്തർനിർമ്മിത ആന്റിന
बर्नर,ബർണർ
बर्निंग,കത്തിക്കുക
स्फोट त्रुटी,ബർസ്റ്റ് പിശക്
स्फोट अंतर्भूत नाडी,ബർസ്റ്റ് ഉൾപ്പെടുത്തൽ പൾസ്
स्फोट टप्पा,ബർസ്റ്റ് ഘട്ടം
बस,ബസ്
व्यवसाय बुद्धिमत्ता,ബിസിനസ്സ് ഇന്റലിജൻസ്
बजर,ബസ്സര്
पास द्वारे,പാസാണ്
पास करून,കടന്നുപോകുന്നതിലൂടെ
बायपास कंडेन्सर,തടങ്കൽ
सी,സി
सी+प्रोग्रामिंग भाषा,C + പ്രോഗ്രാമിംഗ് ഭാഷ
कपाट,മന്തിസഭ
केबल,കന്വി
केबल कंपाऊंड,കേബിൾ സംയുക്തം
केबल समानता,കേബിൾ സമവാക്യം
केबल तोटा,കേബിൾ നഷ്ടം
कॅशे,കാഷെ
कॅशिंग,കാഷിംഗ്
कॅडमियम सेल,കാഡ്മിയം സെൽ
गणना मशीन,കണക്കാക്കുന്നു യന്ത്രം
गणना,കണക്കുകൂട്ടല്
कॅल्क्युलेटर,കണക്കുകൂട്ടല് യന്തം
कॅलिब्रेट,കാലിബ്രേറ്റ് ചെയ്യുക
कॅलिपर,കാലിപ്പർ
कॅलरीमीटर,കലോറിമീറ്റർ
कॅमकॉर्डर,കാംകോർഡർ
कॅमेरा,കാമറ
कॅमेरा संरेखन,ക്യാമറ വിന്യാസം
कॅमेरा छिद्र,ക്യാമറ അപ്പർച്ചർ
कॅमेरा कव्हरेज,ക്യാമറ കവറേജ്
कॅमेरा लाइन-अप,ക്യാമറ ലൈൻ-അപ്പ്
कॅमेरा ट्यूब,ക്യാമറ ട്യൂബ്
छत,മേലാപ്പ്
क्षमता,കഴിവ്
कॅपेसिटन्स,കപ്പാസിറ്റാൻസ്
कॅपेसिटिव्ह लोड,കപ്പാസിറ്റീവ് ലോഡ്
कॅपेसिटिव्ह रिएक्टन्स,കപ്പാസിറ്റീവ് പ്രതികരണം
कॅपेसिटर,കപ്പാസിറ്റർ
कॅपेसिटर इनपुट फिल्टर,കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ
क्षमता,താണി
कॅप्सूल,കാപ്സ്യൂൾ
मथळा,അടിക്കുറിപ്പ്
कॅप्चर इफेक्ट,ക്യാപ്ചർ ഇഫക്റ്റ്
कार्ड,ചീട്ട്
कार्डिओइड,കാർഡിയോയിഡ്
कार्डिओइड मायक्रोफोन,കാർഡിയോയിഡ് മൈക്രോഫോൺ
वाहक,വാഹകന്
वाहक वारंवारता,കാരിയർ ആവൃത്തി
कॅरियर फ्रिक्वेन्सी शिफ्ट,കാരിയർ ഫ്രീക്വൻസി ഷിഫ്റ്റ്
वाहक शक्ती,കാരിയർ പവർ
कॅरियर सेन्स सिग्नल,കാരിയർ സെൻസ് സിഗ്നൽ
वाहक संवेदनशीलता,കാരിയർ സംവേദനക്ഷമത
वाहक वेगळे,കാരിയർ വേർപിരിയൽ
कॅरियर शिफ्ट,കാരിയർ ഷിഫ്റ്റ്
कॅरियर स्पेसिंग,കാരിയർ സ്പെയ്സിംഗ്
वाहक दडपशाही,കാരിയർ അടിച്ചമർത്തൽ
कॅरियर वेव्ह,കാരിയർ തരംഗം
काडतूस,വെടിയുണ്ടക്കൂട്
कोरीव काम,കൊത്തുപണി
कॅसकेड,കാസ്കേഡ്
