Malayalam,English
യാന്ത്രിക കോൾ വിതരണക്കാരൻ,Automatic call distributor
യാന്ത്രിക കോളിംഗ്,Automatic calling
യാന്ത്രിക പരിശോധന,Automatic check
യാന്ത്രിക കോഡിംഗ്,Automatic coding
യാന്ത്രിക കമ്പ്യൂട്ടിംഗ്,Automatic computing
യാന്ത്രിക കമ്പ്യൂട്ടിംഗ് എഞ്ചിൻ,Automatic computing engine
യാന്ത്രിക സ്ഥിരത,Automatic constant
യാന്ത്രിക നിയന്ത്രണ എഞ്ചിനീയറിംഗ്,Automatic control engineering
യാന്ത്രിക ഡാറ്റ പ്രോസസ്സിംഗ്,Automatic data processing
യാന്ത്രിക ഡാറ്റ പ്രോസസ്സിംഗ് സിസ്റ്റം,Automatic data processing system
യാന്ത്രിക ദശാംശ വിന്യാസം,Automatic decimal alignment
യാന്ത്രിക ഡയലിംഗ് യൂണിറ്റ്,Automatic dialing unit
യാന്ത്രിക നിഘണ്ടു,Automatic dictionary
യാന്ത്രിക സമവാക്യം,Automatic equalization
യാന്ത്രിക പിശക് തിരുത്തൽ,Automatic error correction
യാന്ത്രിക തീറ്റ പഞ്ച്,Automatic feed punch
യാന്ത്രിക പ്രവർത്തനം,Automatic function
യാന്ത്രിക സൂചിക,Automatic indexing
യാന്ത്രിക ലൈബ്രറി കോൾ,Automatic library call
യാന്ത്രിക സന്ദേശ അക്ക ing ണ്ടിംഗ്,Automatic message accounting
യാന്ത്രിക നമ്പർ തിരിച്ചറിയൽ,Automatic number identification
യാന്ത്രിക പേജിനേഷൻ,Automatic pagination
യാന്ത്രിക പ്രോഗ്രാമിംഗ്,Automatic programming
യാന്ത്രിക പഞ്ച്,Automatic punch
യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം,Automatic recovery program
യാന്ത്രിക ആവർത്തിച്ചുള്ള അഭ്യർത്ഥന,Automatic repeat request
യാന്ത്രിക പുനരാരംഭിക്കുക,Automatic restart
ഓട്ടോമാറ്റിക് ദിനചര്യ,Automatic routine
യാന്ത്രിക സീക്വൻസിംഗ്,Automatic sequencing
യാന്ത്രിക സീക്വൻഷ്യൽ പ്രവർത്തനം,Automatic sequential operation
യാന്ത്രിക നിർത്തുക,Automatic stop
യാന്ത്രിക വേരിയബിൾ,Automatic variable
യാന്ത്രിക വോളിയം തിരിച്ചറിയൽ,Automatic volume recognition
യാന്ത്രിക വോളിയം സ്വിച്ചിംഗ്,Automatic volume switching
യന്തവല്ക്കരണം,Automation
ഓട്ടോമേഷൻ ആശയം,Automation concept
യാതാമതം,Automatisation
ഓര്മ്മക്കെട്ട്,Automaton
യാന്ത്രിക സന്ദേശ റൂട്ടിംഗ്,Automatic message routing
ഓട്ടോമീറ്റർ,Automoniter
ഓട്ടോമോണിറ്റർ പതിവ്,Automoniter routine
സ്വയംഭരണ ചാനൽ പ്രവർത്തനം,Autonomous channel operation
സ്വയംഭരണാധികാരം,Autonomous working
ഓട്ടോപ്ലേറ്റർ,Autoplotter
ആക്സിലിയറി കൺസോൾ,Auxiliary console
Auxilyy ഉപകരണങ്ങൾ,Auxiliary equipment
സഹായ മെമ്മറി,Auxiliary memory
ആക്സിലറി പ്രവർത്തനം,Auxiliary operation
ഓക്സിലറി ദിനചര്യ,Auxiliary routine
ആക്സിലറി സംഭരണം,Auxiliary storage
ഓക്സിലറി സ്റ്റോർ,Auxiliary store
ലഭത,Availability
ലഭ്യമായ മെഷീൻ സമയം,Available machine time
ലഭ്യമായ പോയിന്റ്,Available point
ലഭ്യമായ ബഹിരാകാശ പട്ടിക,Available space list
ലഭ്യമായ സമയം,Available time
ലഭ്യമായ ആക്സസ് സമയം,Available access time
ശരാശരി സോപാധിക വിവരങ്ങൾ,Average conditional information
ശരാശരി എഡ്ജ് സമയം,Average edge time
ശരാശരി വിവര ഉള്ളടക്കം,Average information content
ശരാശരി വിവര നിരക്ക്,Average information rate
ശരാശരി ട്രാൻസിൻഫോർമേഷൻ ഉള്ളടക്കം,Average transinformation content
ശരാശരി ട്രാൻസിൻഫോർമേഷൻ നിരക്ക്,Average transinformation rate
"പശ്ചാത്തല പ്രദർശനം ചിത്രം (= സ്റ്റാറ്റിക് ഡിസ്പ്ലേ
 ചിത്രം)","Background display image (= static display
 Image)"
പശ്ചാത്തലം (= പശ്ചാത്തല പ്രോസസ്സിംഗ്),Backgrounding (= background processing)
പശ്ചാത്തല ജോലി,Background job
പശ്ചാത്തലം ശബ്ദം,Background noise
പശ്ചാത്തലം പ്രിന്റിംഗ്,Background printing
പശ്ചാത്തല പ്രോസസ്സിംഗ്,Background processing
പശ്ചാത്തല പ്രോഗ്രാം,Background program
പശ്ചാത്തല വായനക്കാരൻ,Background reader
പശ്ചാത്തല പ്രദേശം,Background region
"ബാക്കിംഗ് സ്റ്റോറേജ് (= ആക്സിലിയറി
 സംഭരണം)","Backing storage (= auxiliary
 Storage)"
ബാക്കിംഗ് സ്റ്റോർ,Backing store
തിരികെ വിമാനം,Back plane
ബാക്ക്സ്പെയ്സ്,Backspace
ബാക്ക്സ്പെയ്സ് പ്രതീകം,Backspace character
ബാക്ക്സ്പാസിംഗ്,Backspacing
ബാക്ക്ട്രാക്കിംഗ്,Backtracking
ഘടനാപരമായ പ്രോഗ്രാമിംഗ് ബാക്ക്ട്രാക്കിംഗ്,Backtracking structured programming
ബാക്കപ്പ്,Backup
ബാക്കപ്പ് പകർപ്പ്,Backup copy
ബാക്കപ്പ് ഫയൽ,Backup file
ബാക്കപ്പ് മെമ്മറി,Backup memory
ബാക്കപ്പ് പ്രോഗ്രാമർ,Backup programmer
ബാക്കപ്പ് സ്റ്റോർ,Backup store
പിന്നോക്ക ചാനൽ,Backward channel
പിന്നോക്ക പിശക് വിശകലനം,Backward error analysis
പിന്നോക്ക ഫയൽ വീണ്ടെടുക്കൽ,Backward file recovery
പിന്നോക്ക വീണ്ടെടുക്കൽ,Backward recovery
പിന്നോക്ക മേൽനോട്ടം,Backward supervision
പിന്നോക്ക ട്രംസ്,Backward trace
ബാക്കി,Balance
സമതുലിതമായ സർക്യൂട്ട്,Balanced circuit
സമതുലിതമായ അക്ക സംവിധാനം,Balanced digit system
സമതുലിതമായ പിശക്,Balanced error
സമതുലിതമായ ലയനം,Balanced merge
സമതുലിതമായ ലയനം,Balanced merge sort
സമതുലിതമായ സോർട്ടിംഗ്,Balanced sorting
സമതുലിതമായ സ്റ്റേഷൻ,Balanced station
സമതുലിതമായ ടെർനറി സിസ്റ്റം,Balanced ternary system
സമതുലിതമായ പ്രസ്താവന,Balanced forward statement
സമതുലിതമായ നെറ്റ്വർക്ക്,Balanced network
കൂട്ടം,Band
ബാൻഡ്പാസ്,Bandpass
ബാൻഡ്പാസ് ഫിൽട്ടർ,Bandpass filter
ബാൻഡ് പ്രിന്റർ,Band printer
ബാൻഡ് നിർത്തുക ഫിൽട്ടർ,Band stop filter
ബാൻഡ്വിഡ്ത്ത്,Bandwidth
ബാനർ വാക്ക്,Banner word
ബാർ കോഡ്,Bar code
ബാർകോഡ് റീഡർ,Bar code reader
ബാർ കോഡ് സ്കാനർ,Bar code scanner
ബാർ പ്രിന്റർ,Bar printer
ബാരൽ പ്രിന്റിംഗ് (= ഡ്രം അച്ചടി),Barrel printing (= drum printing)
അടിത്തറ,Base
അടിസ്ഥാന വിലാസം,Base address
അടിസ്ഥാന വിലാസ,Base addressing
അടിസ്ഥാന വിലാസ രജിസ്റ്റർ,Base address register
അടിസ്ഥാന ബാൻഡ്,Base band
അടിസ്ഥാന ബാൻഡ് ചാനൽ,Base band channel
അടിസ്ഥാന സംഭരണ ​​അലോക്കേഷൻ,Based storage allocation
അടിസ്ഥാനമാക്കിയുള്ള വേരിയബിൾ,Based variable
അടിസ്ഥാന ഘടകം,Base element
അടിസ്ഥാന ഇനം,Base item
അടിസ്ഥാന ഭാഷ,Base language
അടിസ്ഥാന നൊട്ടേഷൻ,Base notation
അടിസ്ഥാന നമ്പർ,Base number
അടിസ്ഥാന രജിസ്റ്റർ,Base register
അടിസ്ഥാന വോളിയം,Base volume
അടിസ്ഥാനപരമായ,BASIC
അടിസ്ഥാന ആക്സസ് രീതി,Basic access method
അടിസ്ഥാന ബൈനറി ലോഡർ,Basic binary loader
അടിസ്ഥാന കോഡ്,Basic code
അടിസ്ഥാന കോഡിംഗ്,Basic coding
അടിസ്ഥാന നേരിട്ടുള്ള ആക്സസ് രീതി,Basic direct access method
"അടിസ്ഥാന കൈമാറ്റം
 രൂപകല്പന","Basic exchange
 Format"
"അടിസ്ഥാന ബാഹ്യ
 പവര്ത്തിക്കുക","Basic external
 Function"
അടിസ്ഥാന ഇൻപുട്ട് / output ട്ട്പുട്ട്,Basic input/output
അടിസ്ഥാന നിർദ്ദേശം,Basic instruction
അടിസ്ഥാന ലിങ്ക്,Basic linkage
അടിസ്ഥാന ലൂപ്പിംഗ്,Basic looping
അടിസ്ഥാന മാട്രിക്സ്,Basic matrix
അടിസ്ഥാന മാട്രിക്സ് നിർദ്ദേശം,Basic matrix instruction
അടിസ്ഥാനപരമായ യഥാർത്ഥ സ്ഥിരാങ്കം,Basic real constant
അടിസ്ഥാന ശ്രേഷ്ഠമായി ആക്സസ് രീതി,Basic sequential access method
അടിസ്ഥാന സേവനം,Basic service
അടിസ്ഥാന സബ്സ്ക്രിപ്റ്റ്,Basic subscript
അടിസ്ഥാന സിസ്റ്റം നിർദ്ദേശം,Basic system instruction
അടിസ്ഥാന ടെലികമ്മ്യൂണിക്കേഷൻ ആക്സസ് രീതി,Basic telecommunications access method
അടിസ്ഥാന ഭാരം,Basic weight
ഓടിക്കല്ല്,Batch
ബാച്ച് നിയന്ത്രണ രേഖ,Batch control record
ബാച്ചുകെട്ടിയ ആശയവിനിമയം,Batched communication
ബാച്ച് ചെയ്ത ജോലി,Batched job
