Hindi,Gujarati
कादल RS फ्लिप फ्लॉप,કદલ આરએસ ફ્લિપ ફ્લોપ
संवृत परिपथ टेलिविजन,બંધ સર્કિટ ટેલિવિઝન
संवृत पाश प्रचालन,બંધ લૂપ કામગીરી
संवृत पाश लब्धि,બંધ લૂપ ગેઇન
पूरक धात्वाक्साइड अर्धचालक,પૂરક મેટાલિક સેમિકન્ડક્ટર
CMOS युक्ति,CMOS ઉપકરણ
सी.एम.आर.आर. (उभयनिष्ठ विधा निराकरण अनुपात),સીએમઆરઆર (કોમન મોડ ન્યુટ્રલાઇઝેશન રેશિયો)
CO2लेजर,CO2 લેસર
समाक्ष केबल,કો - એક્ષેલ કેબલ
समाक्षीय कोटर,કોક્સિયલ કોટર
समाक्ष संबंधक,કોક્સિયલ કનેક્ટર
"समाक्ष संबंधक, समाक्ष अनुयोजक","કોક્સિયલ કનેક્ટર, કોક્સિયલ કનેક્ટર"
समाक्षीय लाइन,કોક્સિયલ રેખા
समाक्षीय रेखा,કોક્સિયલ રેખા
समाक्षीय तरंग पथक,કોક્સિયલ વેવ પાથ
कोड परिवर्तन,કોડ ફેરફાર
कोड परिवर्तक,કોડ ચેન્જર
"कोडेक, कोडर-विकोडर","કોડેક, કોડર-ડીકોડર"
स्टीरियो कोडन,સ્ટીરિયો કોડિંગ
युग्मन गुणांक,જોડાણ ગુણાંક
निग्रह बल,પ્રતિબંધક બળ
संसक्त प्रकाश,સુસંગત પ્રકાશ
कुंडली,જન્માક્ષર
कुंडली वेष्टन मशीन,કોઇલ વિન્ડિંગ મશીન
संपाती परिपथ,સંયોગ સર્કિટ
तप्त कैथोड नली,ગરમ કેથોડ ટ્યુબ
शीत झलाई बिंदु,કોલ્ડ વેલ્ડીંગ પોઈન્ટ
"संग्राही, संग्राहक","કલેક્ટર, કલેક્ટર"
संग्राही धारा,સંગ્રહ પ્રવાહ
संग्राही क्षय,કલેક્ટર સડો
संग्राही दक्षता,કલેક્ટર કાર્યક્ષમતા
समांतरकारी लेंस,સમાંતર લેન્સ
वर्ण आलेखन,પાત્ર ડ્રાફ્ટિંગ
रंग प्रस्फोट,રંગ વિસ્ફોટ
"रंग संकेत, वर्ण कोड","રંગ કોડ, અક્ષર કોડ"
रंग विभेदक सिग्नल,રંગ વિભેદક સંકેત
रंग मारक,મારણ
रंगीन मॉनीटर,રંગ મોનિટર
वर्ण पुनरूत्पादन (पुनर्उत्पादन),પાત્ર પ્રજનન
वर्ण संतृप्तता,રંગ સંતૃપ્તિ
रंगीन उपवाहक आवृत्ति,રંગીન વાહક આવર્તન
वर्णतुल्यकाली सिग्नल,વર્ણહીન સંકેત
रंगीन टेलिविजन,રંગીન ટેલિવિઝન
रंगीन टेलीविजन निकाय,રંગીન ટેલિવિઝન બોડી
"कॉलम स्पीकर, स्तम्भाकार ध्वनि निक्षेपक","કૉલમ સ્પીકર, કૉલમ સાઉન્ડ ડિપોઝિટર"
"कौम्ब फिल्टर, कंघीनुमा फिल्टर","કાંસકો ફિલ્ટર, કાંસકો ફિલ્ટર"
संयोजन परिपथ,કનેક્શન સર્કિટ
संयोजी तर्क,સંયુક્ત તર્ક
समादेश,આદેશ
उभयनिष्ठ आधार प्रवर्धक,સામાન્ય આધાર એમ્પ્લીફાયર
उभयनिष्ठ आधार विन्यास,સામાન્ય આધાર રૂપરેખાંકન
उभयनिष्ठ संग्राही प्रवर्धक,સામાન્ય કલેક્ટર એમ્પ્લીફાયર
उभयनिष्ठ संग्राही विन्यास,સામાન્ય કલેક્ટર રૂપરેખાંકન
उभयनिष्ठ समाहारी प्रवर्धक,સામાન્ય કેપેસિટીવ એમ્પ્લીફાયર
उभयनिष्ठ उत्सर्जक प्रवर्धक,સામાન્ય ઉત્સર્જક એમ્પ્લીફાયર
उभयनिष्ठ गेट प्रवर्धक,સામાન્ય દ્વાર એમ્પ્લીફાયર
भूसंगत,ભૂસ્તરશાસ્ત્રીય
उभयनिष्ठ विधा सिग्नल,સામાન્ય મોડ સિગ્નલ
सामूहिक वापसी,સામૂહિક વળતર
उभयनिष्ठ स्रोत प्रवर्धक,સામાન્ય સ્ત્રોત એમ્પ્લીફાયર
उभयनिष्ठ उत्सर्जक विन्यास,સામાન્ય ઉત્સર્જક રૂપરેખાંકન
द्विक्परिवर्तक,બાયકન્વર્ટર
संचार उपग्रह,સંચાર ઉપગ્રહ
संचार तंत्र,સંચાર વ્યવસ્થા
सामुदायिक ऐन्टेना तंत्र,સમુદાય એન્ટેના સિસ્ટમ
संहत चकती रॉम (सी डी रॉम),કોમ્પેક્ટ સ્વેચ રોમ (સીડી રોમ)
संपीड प्रसरण,કમ્પ્રેશન વેરિઅન્સ
"संपीड प्रसारित्र, कम्पैंडर","કમ્પ્રેસર, કમ્પેન્ડર"
