Punjabi,Bengali
ਆਟੋਮੈਟਿਕ ਮਸ਼ੀਨ,স্বয়ংক্রিয় মেশিন
ਆਟੋਮੈਟਿਕ ਫਾਸੇ ਕੰਟਰੋਲ,স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ
ਆਟੋਮੈਟਿਕ ਤਸਵੀਰ ਸੰਚਾਰ,স্বয়ংক্রিয় চিত্র সংক্রমণ
ਆਟੋਮੈਟਿਕ ਪਲੇਅਬੈਕ,স্বয়ংক্রিয় প্লেব্যাক
ਆਟੋਮੈਟਿਕ ਪਾਵਰ ਕੰਟਰੋਲ,স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,স্বয়ংক্রিয় প্রোগ্রামিং
ਆਟੋਮੈਟਿਕ ਰਿਕਾਰਡਿੰਗ,স্বয়ংক্রিয় রেকর্ডিং
ਆਟੋਮੈਟਿਕ ਰੀਸੈੱਟ,স্বয়ংক্রিয় রিসেট
ਆਟੋਮੈਟਿਕ ਸ਼ਟਰ,স্বয়ংক্রিয় শাটার
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ,স্বয়ংক্রিয় সিস্টেম
ਆਟੋਮੈਟਿਕ ਟੈਲੀਫੋਨ,স্বয়ংক্রিয় টেলিফোন
ਆਟੋਮੈਟਿਕ ਤਾਪਮਾਨ ਨਿਯੰਤਰਣ,স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਰੈਗੂਲੇਟਰ,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਕੰਪ੍ਰੈਸਰ,স্বয়ংক্রিয় ভলিউম সংক্ষেপক
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਨਿਯੰਤਰਣ,স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ
ਆਟੋਮੈਟਿਕ ਵਾਲੀਅਮ ਫੈਲਾਓਡਰ,স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার
ਆਟੋਮੈਟੇਸ਼ਨ,অটোমেশন
ਆਟੋਮੈਟੇਸ਼ਨ ਕੰਟਰੋਲ,অটোমেশন নিয়ন্ত্রণ
ਆਟੋਮੈਟਿਕ ਬਾਰੰਬਾਰਤਾ ਕੰਟਰੋਲਰ,অটোমেশন ফ্রিকোয়েন্সি নিয়ামক
ਸਹਾਇਕ,সহায়ক
ਸਹਾਇਕ ਆਡੀਓ ਬੱਸ,সহায়ক অডিও বাস
ਉਪਲਬਧ ਪਾਵਰ,উপলব্ধ শক্তি
ਬਰਫਬਾਰੀ ਟੁੱਟਣਾ,তুষারপাত ভাঙ্গন
Life ਸਤਨ ਜ਼ਿੰਦਗੀ,গড় আয়ু
Speptuse ਸਤਨ ਦਬਾਅ,গড় চাপ
Average ਸਤ ਗਤੀ,গড় গতি
ਸਪਿਨ ਦਾ ਧੁਰਾ,স্পিনের অক্ষ
ਅਜ਼ੀਮੂਥ,আজিমুথ
ਅਜ਼ੀਮੂਥ ਐਂਗਲ,আজিমুথ কোণ
ਅਜੀਮੂਥ ਗਲਤੀ,আজিমুথ ত্রুটি
ਪਿਛਲੀ ਰੋਸ਼ਨੀ,পিছনে আলো
ਬੈਕ ਪ੍ਰੋਜੈਕਸ਼ਨ,পিছনে অভিক্ষেপ
ਵਾਪਸ ਵੋਲਟੇਜ (= ਰਿਵਰਸ ਵੋਲਟੇਜ),ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ)
ਬੈਕਫਾਇਰ (ਆਰਕ ਬੈਕ),ব্যাকফায়ার (আর্ক ব্যাক)
ਪਿਛੋਕੜ ਦੀ ਰੋਸ਼ਨੀ,পটভূমি আলো
ਪਿਛੋਕੜ ਦੇ ਸ਼ੋਰ,পিছনের শব্দ
ਪਿਛੋਕੜ ਦਾ ਅਨੁਮਾਨ,পটভূমি প্রক্ষেপণ
ਬੈਕਅਪ,ব্যাকআপ
ਬੇਫਲ,বাফেল
ਪਕਾਉਣਾ,বেকিং
ਸੰਤੁਲਿਤ ਆਡੀਓ,সুষম অডিও
ਸੰਤੁਲਿਤ ਆਡੀਓ ਲਾਈਨ,ভারসাম্যহীন অডিও লাইন
ਸੰਤੁਲਿਤ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ,সুষম সংক্রমণ লাইন
ਸੰਤੁਲਨ,ভারসাম্য
ਗੈਲਸਟ,ব্যালাস্ট
ਗਲੇਸਟ ਫੈਕਟਰ,ব্যালাস্ট ফ্যাক্টর
ਬਾਲੂਨ,বালুন
ਜਥਾ,ব্যান্ড
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,ব্যান্ড পাস ফিল্টার
ਬੈਂਡ ਚੋਣਕਾਰ,ব্যান্ড নির্বাচক
ਬੈਂਡ ਸਪਲਿਟਿੰਗ,ব্যান্ড বিভাজন
ਬੈਂਡ ਸਟੌਪ ਫਿਲਟਰ,ব্যান্ড স্টপ ফিল্টার
ਬੈਂਡ ਸਵਿਚ,ব্যান্ড সুইচ
ਬੈਂਡ ਟਿ ing ਨਿੰਗ,ব্যান্ড টিউনিং
ਬੈਂਡਵਿਡਥ,ব্যান্ডউইথ
ਬਾਰ,বার
ਬਾਰ ਕੋਡ,বার কোড
ਬਾਰ ਡਾਟਾ,বার ডেটা
ਬੇਅਰ ਬੈਂਡ,বেয়ার ব্যান্ড
ਬੇਅਰ ਲੈਂਪ,বেয়ার ল্যাম্প
ਬਾਰਨ ਡੋਰ,শস্যাগার দরজা
ਅਧਾਰ ਬੈਂਡ,বেস ব্যান্ড
ਬੇਸ ਬੈਂਡ ਸਿਗਨਲ,বেস ব্যান্ড সিগন্যাল
ਬੇਸ ਬੈਂਡ ਸਿਸਟਮ,বেস ব্যান্ড সিস্টেম
ਅਧਾਰ ਬਰਾ browser ਜ਼ਰ,বেস ব্রাউজার
ਬੇਸ ਕੁਲੈਕਟਰ ਜੰਕਸ਼ਨ,বেস কালেক্টর জংশন
ਅਧਾਰ ਇਨਸੂਲੇਟਰ,বেস ইনসুলেটর
ਬਾਸ,বাস
ਬਾਸ ਮੁਆਵਜ਼ਾ,বাস ক্ষতিপূরণ
ਬਾਸ ਲਾਡਸਪੀਕਰ (ਵੂਫਾਨ),বাস লাউডস্পিকার (ওফার)
ਬੈਚ ਸਕੈਨਿੰਗ,ব্যাচ স্ক্যানিং
ਬੈਟਰੀ ਚਾਰਜਿੰਗ,ব্যাটারি চার্জ হইতেছে
ਸ਼ਤੀਰ,মরীচি
ਕੁੱਟਿਆ,বীট
ਬਾਰੰਬਾਰਤਾ c ਸਿਲੇਟਰ ਨੂੰ ਹਰਾਇਆ,বীট ফ্রিকোয়েন্সি দোলক
ਬੇਲ,বেল
ਬਿਆਸ,পক্ষপাত
ਬਿਆਸ ਸਰਕਟ,বায়াস সার্কিট
ਪੱਖਪਾਤ ਦੀ ਬਾਰੰਬਾਰਤਾ,বায়াস ফ্রিকোয়েন্সি
ਬਿਆਸ ਵੋਲਟੇਜ,অত্যাধিক ভোল্টেজ
ਅੱਗੇ ਦੀ ਦਿਸ਼ਾ ਵਿਚ ਪੱਖਪਾਤ,সামনের দিকে পক্ষপাতদুষ্ট
ਦੋ-ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ,দ্বি-দিকনির্দেশক মাইক্রোফোন
ਬਿਲ ਬੋਰਡ,বিলবোর্ড
ਬਿਲਬੋਰਡ ਐਪਲੀਕੇਸ਼ਨ,বিলবোর্ড অ্যাপ্লিকেশন
ਦੋ-ਧਾਤੂ ਤੱਤ,দ্বি-ধাতব উপাদান
ਬਾਈਨਰੀ,বাইনারি
ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ,বাইনারি কোডেড দশমিক
ਬਾਈਨਰੀ ਅੰਕ (ਬਿੱਟ),বাইনারি অঙ্ক (বিট)
ਬਾਈਨਰੀ ਨੰਬਰ,বাইনারি সংখ্যা
ਹਾਇਨਲ ਸੁਣਵਾਈ,বাইনোরাল শুনানি
ਦੂਰਬੀਨ,বাইনোকুলার
ਬਾਇਓਮੈਟ੍ਰਿਕ,বায়োমেট্রিক
ਬਾਈਪੋਲਰ ਟ੍ਰਾਂਜ਼ਿਸਟਰ,বাইপোলার ট্রানজিস্টর
ਬਿੱਟ ਅਲਾਟਮੈਂਟ,বিট বরাদ্দ
ਬਿੱਟ ਰੇਟ,বিট রেট
ਕਾਲੀ ਅਤੇ ਚਿੱਟਾ ਟੀਵੀ,কালো এবং সাদা টিভি
ਖਾਲੀ,ফাঁকা
ਅੰਤਰਾਲ,ফাঁকা ব্যবধান
ਖਾਲੀ ਪੱਧਰ,ব্ল্যাঙ্কিং স্তর
ਖੂਨ ਦੇ ਵਿਰੋਧ,ব্লিডার প্রতিরোধের
ਝੁਲਸਿਆ ਕੈਮਰਾ,ব্লিমড ক্যামেরা
ਅੰਨ੍ਹਾ,অন্ধ ঝলক
ਝਪਕਣਾ,পলক
ਝਪਕਣਾ,জ্বলজ্বল
ਬਲਾਕ ਕੋਡ,ব্লক কোড
ਬਲਾਕ ਚਿੱਤਰ,ব্লক ডায়াগ্রাম
ਬਲਾਕ ਇੰਟਰਲੇਵ,ব্লক ইন্টারলিভ
ਰੋਕਣਾ ਕੈਪਸਲੇਟਰ,ব্লকিং ক্যাপাসিটার
Cl ਕਲੇਟਰ ਨੂੰ ਰੋਕਣਾ,দোলক ব্লক করা
ਖਿੜ,পুষ্প
ਵਾਂ ਦੀਵਾ,ল্যাম্প ব্লো
ਪਾਈਪ ਉਡਾ,পাইপ ব্লো
ਉਡਾਉਣ ਵਾਲੇ,ব্লোয়ার
ਬਲਿ Bluetooth ਟੁੱਥ,ব্লুটুথ
ਬਾਡੀ ਕੈਪੀਟਲ,দেহ ক্যাপাসিট্যান্স
ਬੁੱਕਮਾਰਕ,বুকমার্ক
ਬੁਲੀਅਨ ਐਲਜਬਰਾ,বুলিয়ান বীজগণিত
ਬੂਮ,বুম
ਹੁਲਾਰਾ,প্রচার করা
ਬੂਸਟਰ,বুস্টার
ਬੂਸਟਰ ਰੋਸ਼ਨੀ,বুস্টার লাইট
ਹੁਲਾਰਾ,বুস্টিং
ਬੂਟਿੰਗ,বুটিং
ਬੂਟਸਟਰੈਪ,বুটস্ট্র্যাপ
ਤਲ ਰੋਸ਼ਨੀ,নীচে আলো
ਜੰਚਕ ਰੋਸ਼ਨੀ,বাউন্স লাইট
ਟੁੱਟ ਜਾਣਾ,ভাঙ্গা
ਵੋਲਟੇਜ ਨੂੰ ਤੋੜੋ,ভাঙ্গন ভোল্টেজ
ਬ੍ਰਿਜ ਐਲੀਮੈਂਟ,সেতু উপাদান
ਬ੍ਰਿਜ ਰੈਕਟਫਾਇਰ,সেতু সংশোধনকারী
ਬ੍ਰੀਡਡ 'ਟੀ' ਐਟਣਾਟਰ,ব্রিজযুক্ত ‘টি’ অ্যাটেনুয়েটর
ਬਰਧਾਰਿਤ ਬਣਤਰ,ব্রিজযুক্ত কাঠামো
ਬ੍ਰਿਜਿੰਗ,ব্রিজিং
ਬ੍ਰਿਜਿੰਗ ਐਂਪਲੀਫਾਇਰ,ব্রিজিং এম্প্লিফায়ার
ਬ੍ਰਿਜਿੰਗ ਦਾ ਨੁਕਸਾਨ,ব্রিজিং ক্ষতি
ਚਮਕ,উজ্জ্বলতা
ਚਮਕ ਨਿਯੰਤਰਣ,উজ্জ্বলতা নিয়ন্ত্রণ
ਭੁਰਭੁਰਾ,ভঙ্গুর
ਭੁਰਭੁਰਾ ਪਦਾਰਥ,ভঙ্গুর পদার্থ
ਬ੍ਰਾਡਬੈਂਡ,ব্রডব্যান্ড
ਬਰਾਡਬੈਂਡ ਐਂਪਲੀਫਾਇਰ,ব্রডব্যান্ড পরিবর্ধক
ਬ੍ਰਾਡਬੈਂਡ ਆਈਐਸਡੀਐਨ,ব্রডব্যান্ড আইএসডিএন
ਬ੍ਰਾਡਬੈਂਡ ਸਿਸਟਮ,ব্রডব্যান্ড সিস্টেম
ਪ੍ਰਸਾਰਣ ਅਤੇ ਸੰਚਾਰ ਟੈਕਨੋਲੋਜੀ,সম্প্রচার এবং যোগাযোগ প্রযুক্তি
ਪ੍ਰਸਾਰਣ ਕਵਰੇਜ,সম্প্রচার কভারেজ
ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,সম্প্রচার গ্রহনকারী যন্ত্র
ਪ੍ਰਸਾਰਣ ਸੇਵਾ ਯੋਜਨਾਬੰਦੀ,সম্প্রচার পরিষেবা পরিকল্পনা
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,সম্প্রচার ট্রান্সমিটার
ਪ੍ਰਸਾਰਕ,সম্প্রচারক
ਪ੍ਰਸਾਰਣ,সম্প্রচার
ਪ੍ਰਸਾਰਣ ਸਟੇਸ਼ਨ,সম্প্রচার কেন্দ্র
ਟੁੱਟਿਆ,ভাঙ্গা
ਬਰਾ ser ਜ਼ਰ,ব্রাউজার
ਬ੍ਰਾ ing ਜ਼ਿੰਗ,ব্রাউজিং
ਬੁਲਬੁਲਾ,বুদ্বুদ
ਬਫਰ,বাফার
ਬਫਰ ਐਂਪਲੀਫਾਇਰ,বাফার পরিবর্ধক
ਬਫਰ ਟਿ .ਬ,বাফার টিউব
ਬੱਗ,বাগ
ਅੰਦਰੂਨੀ ਤੌਰ ਤੇ ਐਂਟੀਨਾ,অন্তর্নির্মিত অ্যান্টেনা
ਬਰਨਰ,বার্নার
ਜਲਣ,জ্বলন্ত
ਬਰਸਟ ਗਲਤੀ,বিস্ফোরণ ত্রুটি
ਬਰਸਟ ਇਨਸਰਟ ਪਲਸ,ফেটে সন্নিবেশ ডাল
ਬਰਸਟ ਪੜਾਅ,বিস্ফোরণ পর্ব
ਬੱਸ,বাস
ਕਾਰੋਬਾਰੀ ਬੁੱਧੀ,ব্যবসায়িক বুদ্ধি
ਬੁਜ਼ਰ,বুজার
ਪਾਸ ਦੁਆਰਾ,পাস দ্বারা
ਪਾਸ ਕਰਕੇ,পাস করে
ਬਾਈਪਾਸ ਕੰਡੈਂਸਰ,বাইপাস কনডেন্সার
ਸੀ,গ
ਸੀ + ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ,সি+প্রোগ্রামিং ভাষা
ਕੈਬਨਿਟ,মন্ত্রিসভা
ਕੇਬਲ,কেবল
ਕੇਬਲ ਮਿਸ਼ਰਿਤ,তারের যৌগ
ਕੇਬਲ ਬਰਾਬਰੀ,তারের সমতা
ਕੇਬਲ ਦਾ ਨੁਕਸਾਨ,তারের ক্ষতি
ਕੈਸ਼,ক্যাশে
ਕੈਚਿੰਗ,ক্যাচিং
ਕੈਡਮੀਅਮ ਸੈੱਲ,ক্যাডমিয়াম সেল
ਹਿਸਾਬ ਮਸ਼ੀਨ,গননা যন্ত্র
ਗਣਨਾ,গণনা
ਕੈਲਕੁਲੇਟਰ,ক্যালকুলেটর
ਕੈਲੀਬਰੇਟ,ক্যালিব্রেট
ਕੈਲੀਪਰਸ,ক্যালিপার্স
ਕੈਲੋਰੀਮੀਟਰ,ক্যালোরিমিটার
ਕੈਮਕੋਰਡਰ,ক্যামকর্ডার
ਕੈਮਰਾ,ক্যামেরা
ਕੈਮਰਾ ਅਨੁਕੂਲਤਾ,ক্যামেরা প্রান্তিককরণ
ਕੈਮਰਾ ਅਪਰਚਰ,ক্যামেরা অ্যাপারচার
ਕੈਮਰਾ ਕਵਰੇਜ,ক্যামেরা কভারেজ
ਕੈਮਰਾ ਲਾਈਨ-ਅਪ,ক্যামেরা লাইন আপ
ਕੈਮਰਾ ਟਿ .ਬ,ক্যামেরা টিউব
ਕੈਨੋਪੀ,ক্যানোপি
ਸਮਰੱਥਾ,ক্ষমতা
ਕੈਪਸ-ਐਕਸ਼ਨਸ,ক্যাপাসিট্যান্স
ਸਮਰੱਥਾਪੂਰਣ ਭਾਰ,ক্যাপাসিটিভ লোড
ਕੈਪੇਸ਼ੀਆ,ক্যাপাসিটিভ প্রতিক্রিয়া
ਕੈਪਸੀਟਰ,ক্যাপাসিটার
ਕੈਪਸੀਟਰ ਇਨਪੁਟ ਫਿਲਟਰ,ক্যাপাসিটার ইনপুট ফিল্টার
ਸਮਰੱਥਾ,ক্ষমতা
ਕੈਪਸੂਲ,ক্যাপসুল
ਸੁਰਖੀ,ক্যাপশন
ਕੈਪਚਰ ਪ੍ਰਭਾਵ,প্রভাব ক্যাপচার
ਕਾਰਡ,কার্ড
ਕਾਰਡੀਓਡ,কার্ডিওড
ਕਾਰਡੀਓਡ ਮਾਈਕ੍ਰੋਫੋਨ,কার্ডিওড মাইক্রোফোন
ਕੈਰੀਅਰ,ক্যারিয়ার
ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ,ক্যারিয়ার ফ্রিকোয়েন্সি
ਕੈਰੀਅਰ ਬਾਰੰਬਾਰਤਾ ਸ਼ਿਫਟ,ক্যারিয়ার ফ্রিকোয়েন্সি শিফট
ਕੈਰੀਅਰ ਪਾਵਰ,ক্যারিয়ার শক্তি
ਕੈਰੀਅਰ ਦੀ ਭਾਵਨਾ ਦਾ ਸੰਕੇਤ,ক্যারিয়ার ইন্দ্রিয় সংকেত
ਕੈਰੀਅਰ ਸੰਵੇਦਨਸ਼ੀਲਤਾ,ক্যারিয়ার সংবেদনশীলতা
ਕੈਰੀਅਰ ਵਿਛੋੜਾ,ক্যারিয়ার বিচ্ছেদ
ਕੈਰੀਅਰ ਸ਼ਿਫਟ,ক্যারিয়ার শিফট
ਕੈਰੀਅਰ ਸਪੇਸਿੰਗ,ক্যারিয়ার ব্যবধান
ਕੈਰੀਅਰ ਦਮਨ,ক্যারিয়ার দমন
ਕੈਰੀਅਰ ਲਹਿਰ,ক্যারিয়ার তরঙ্গ
ਕਾਰਤੂਸ,কার্তুজ
Carving,খোদাই
ਕੈਸਕੇਡ,ক্যাসকেড
ਕੈਸਕੇਡ ਸਰਕਟ,ক্যাসকেড সার্কিট
ਕੈਸੇਟ,ক্যাসেট
ਕੱਚਾ ਲੋਹਾ,ঢালাই লোহা
ਕਾਸਟਿੰਗ,ঢালাই
ਕੈਟਾਲਾਗ,ক্যাটালগ
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲ,বিপর্যয়মূলক হস্তক্ষেপ
ਕੈਥੋਡ,ক্যাথোড
ਕੈਥੋਡ ਫਾਲੋਅਰ,ক্যাথোড অনুসরণকারী
ਕੈਥੋਡ ਰੋਧਕ,ক্যাথোড প্রতিরোধক
ਮੋਬਾਇਲ ਫੋਨ,মুঠোফোন
ਸੈਲੂਲਰ,কোষ বিশিষ্ট
ਕੇਂਦਰੀ ਨਿਯੰਤਰਣ,কেন্দ্রীয় নিয়ন্ত্রণ
ਕੇਂਦਰੀ ਬਾਰੰਬਾਰਤਾ,কেন্দ্রীয় ফ্রিকোয়েন্সি
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ,কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট
ਕੇਂਦਰੀਕਰਨ ਡਾਟਾਬੇਸ,কেন্দ্রীভূত ডাটাবেস
ਕੇਂਦਰੀਕਰਨ,কেন্দ্রীভূত সিস্টেম
ਵਸਰਾਵਿਕ,সিরামিক
ਚੈਂਬਰ,চেম্বার
ਬਦਲੋ ਬਦਲੋ,পরিবর্তন স্যুইচ
ਚੈਨਲ,চ্যানেল
ਚੈਨਲ ਏਨਕੋਡਰ,চ্যানেল এনকোডার
ਚੈਨਲ ਵਿਛੋੜਾ,চ্যানেল বিচ্ছেদ
ਚੈਨਲ ਸਪੇਸਿੰਗ,চ্যানেল ব্যবধান
ਚੈਨਲ ਸਵਿਚਿੰਗ,চ্যানেল স্যুইচিং
ਗੁਣ ਭਰਮਾਉਣ,বৈশিষ্ট্যযুক্ত প্রতিবন্ধকতা
ਗੁਣ,বৈশিষ্ট্য
ਚਾਰਜ ਕੈਰੀਅਰ,চার্জ ক্যারিয়ার
ਚਾਰਜ ਘਣਤਾ,চার্জ ঘনত্ব
ਚਾਰਜ ਕੀਤਾ,চার্জ করা
ਚਾਰਜਰ,চার্জার
ਚਾਰਜਿੰਗ ਵੋਲਟੇਜ,চার্জিং ভোল্টেজ
ਚਾਰਟ,চার্ট
ਚਸੀਸ,চ্যাসিস
ਗੱਲਬਾਤ,চ্যাট
ਚਿੱਪ,চিপ
ਕੋਇਲ ਨੂੰ ਘਟਾਓ,চোক কয়েল
ਇੰਪੁੱਟ ਨੂੰ ਦਬਾਉ,চোক ইনপুট
ਹੈਲੀਕਾਪਟਰ ਐਂਪਲੀਫਾਇਰ,চপার পরিবর্ধক
ਕ੍ਰੋਮਾ,ক্রোমা
ਕ੍ਰੋਮਾ ਸੈਂਪਲਿੰਗ structure ਾਂਚਾ,ক্রোমা স্যাম্পলিং কাঠামো
ਕ੍ਰੋਮਿਨੈਂਸ,ক্রোমিনেন্স
ਸਿਨੇਮੇਟੋਗ੍ਰਾਫੀ,সিনেমাটোগ্রাফি
ਸਰਕਟ,সার্কিট
ਸਰਕਟ ਬੋਰਡ,সার্কিট বোর্ড
ਸਰਕਟ ਬਰੇਕਰ,সার্কিট ব্রেকার
ਸਰਕਟ ਤੱਤ,সার্কিট উপাদান
ਸਰਕਟ ਸਵਿੱਚਿੰਗ,সার্কিট বদল
ਸਰਕਟਰੀ,সার্কিটরি
ਸਰਕੂਲਰ ਗਤੀ,বৃত্তাকার গতি
ਸਰਕੂਲਰ ਧਰੁਵੀਕਰਨ,বিজ্ঞপ্তি মেরুকরণ
