Malayalam,Marathi
കൃത്രിമ പേസ്മേക്കർ,कृत्रिम पेसमेकर
കൃത്രിമ തിരഞ്ഞെടുപ്പ്,कृत्रिम निवड
ആർട്ടോകാർപസ് ഹെട്രോഫില്ലസ്,आर्टोकार्पस हेटरोफिलस
ആസ്ബറ്റോസ് ഫൈബർ,एस्बेस्टोस फायबर
ആസ്ബ്ടോസിസ്,एस्बेस्टोसिस
അസ്കാറിസ്,एस्केरिस
ആരോഹണ ക്രോമാറ്റോഗ്രഫി,चढत्या क्रोमॅटोग्राफी
അസ്സിഡിയ,Ascidia
അസ്സിഡിയൻ,एएससीआयडीयन
അസ്കോർപ്പ്,एस्कोकार्प
അസ്കോംസൈക്കേറ്റുകൾ,एस्कॉमीसेट्स
അസ്കോർബിക് ആസിഡ്,एस्कॉर्बिक acid सिड
അസ്കോസ്പോർ,एस्कोपोर
അസ്കസ്,एस्कस
സൗപ്രചകമായ,सेपेटेट
അസംസ്കൃത പുനരുൽപാദനം,अलौकिक पुनरुत्पादन
അസുഖമായ തടസ്സം,अलौकिक बीजाणू
ശതാവരി സിന്തലേസ്,शतावरी सिंथेथेस
ശതാവരിച്ചെടി,शतावरी
അസ്പാർട്ടിക് ആസിഡ്,एस्पार्टिक acid सिड
അസ്പെർജില്ലസ് നൈഗർ,एस्परगिलस नायजर
ആസ്പർജില്ലസ്,एस्परगिलस
അസ്കോടെലസ് ടെനോയിഫോളിയസ്,एपोडेलस टेनुइफोलियस
ആസ്പിരിൻ,अ‍ॅस्पिरिन
അസേ,परख
ഒത്തുചേരൽ,असेंब्लीज
അനുമാനിക്കൽ കാര്യക്ഷമത,आत्मसात करण्याची कार्यक्षमता
ഉപദ്രവകരമായ റൂട്ട്,आत्मसात करणारे मूळ
സഹായ പ്രത്യുത്പാദന സാങ്കേതികത,सहाय्यक पुनरुत्पादक तंत्र
അസോസിയേഷൻ ഏരിയ,असोसिएशन क्षेत्र
അസോസിയേറ്റീവ് സിംബയോസിസ്,असोसिएटिव्ह सहजीवन
ശേഖരവും വീണ്ടും സംയോജനവും,वर्गीकरण आणि पुनर्संयोजन
ഫാക്ടറിന്റെ ശേഖരം,घटकांची वर्गीकरण
Astacus,अस्टाकस
ആദർശകം,Asteraceae
ആസ്റ്ററൽസ്,एस्टेरेल्स
ഛിന്നഗ്രഹം,लघुग्रह
ആത്സ്മ,दमा
എന്റർഗലസ് ഗംമിഫർ,अ‍ॅस्ट्रॅगलस गमिफर
ജ്യോതിരൽ സ്പിൻഡിൽ പോൾ,सूक्ष्म स्पिंडल पोल
ജ്യോതിശാസ്ത്രക്കാരൻ,खगोलशास्त्रज्ञ
അസമമായ കാരിയോടൈപ്പ്,असममित कॅरिओटाइप
അസമമായ,असममित
ഒരു ഹതുതയസ്,एथेरोमॅटस
രക്തപ്രവാഹത്തിന്,एथेरोस्क्लेरोसिस
പീരസ്കിറ്റിക് പ്ലക്,एथेरोस्क्लेरोटिक प्लेक
ഭൂപടപുസ്കം,नकाशांचे पुस्तक
അറ്റ്ലസ് കശേരു,Las टलस व्हर्टेब्रा
അന്തരീക്ഷം,वातावरण
അന്തരീക്ഷ,वातावरणीय
അന്തരീക്ഷ ഇൻപുട്ടുകൾ,वातावरणीय इनपुट
ആറ്റോമിക് ഫോഴ്സ് മൈക്രോസ്കോപ്പ്,अणु शक्ती मायक्रोस्कोप
പരമാണു,अणू
Atp ase,एटीपी एएसई
Atrial സങ്കോചം,एट्रियल कॉन्ट्रॅक्शन
ആട്രിയൽ ഫൈബ്രിലേഷൻ,एट्रियल फायब्रिलेशन
ആട്രിയൽ നറ്റിയുററ്റിക് ഘടകം (ANF),एट्रियल नॅट्युरेटिक फॅक्टर (एएनएफ)
ആട്രിയൽ നോഡ്,एट्रियल नोड
ആട്രാലയം സിസ്റ്റോൾ,एट्रियल सिस्टोल
ആട്രിയോവെൻട്രിക്കുലാർ നോഡ്,एट्रिओव्हेंट्रिक्युलर नोड
ആട്രിയോവെൻട്രിക്കുലാർ വാൽവ്,एट्रिओव्हेंट्रिक्युलर वाल्व
ആട്രിയം (പവേള),अट्रियम (पीटरिया)
ആട്രിയം (പവേള),अट्रियम (पीटरिया)
അട്രോപ ബെല്ലഡോണ,अट्रोपा बेलॅडोना
അട്രോഫി,अ‍ॅट्रोफी
ആട്രോപിൻ ആൽക്കലോയിഡ്,अ‍ॅट्रोपिन अल्कलॉइड
അറ്റാച്ചുമെന്റ് പ്ലേറ്റ്,संलग्नक प्लेट
ഓഡിറ്ററി കോർട്ടെക്സ്,श्रवणविषयक कॉर्टेक्स
ഓലോസിറ,औलोसिरा
റൂറിക്കിൾ (അണ്സിക്ല),ऑरिकल (ऑरिकुला)
റൂറിക്കിൾ (അണ്സിക്ല),ऑरिकल (ऑरिकुला)
റൂറിക്കിൾ (അണ്സിക്ല),ऑरिकल (ऑरिकुला)
റൂറിക്കിൾ (അണ്സിക്ല),ऑरिकल (ऑरिकुला)
ഓസ്ട്രേലിയനിവൈനുകൾ,ऑस्ट्रेलोपीथिसिन
അംഗരക്ഷക,ऑटेकोलॉजी
യാന്ത്രിക ഡിഎൻഎ സീക്വൻസർ,स्वयंचलित डीएनए सिक्वेंसर
ഓട്ടോപോളിപ്ലോയിഡ്,ऑटोपॉलिपॉइड
ഓട്ടോനാലിസർ,ऑटोनॅलिझर
ഓട്ടോഗാമി,ऑटोगॅमी
ഓട്ടോഗാമി,ऑटोगॅमी
ഓട്ടോഗ്രാഫ്റ്റ്,ऑटोग्राफ्ट
സ്വയം രോഗപ്രതിരോധ രോഗം,स्वयंप्रतिरोधक रोग
ഓട്ടോമൊബൈൽ എക്സ്ഹോസ്റ്റ്,ऑटोमोबाईल एक्झॉस्ट
ഓട്ടോണമിക് (അനിയന്ത്രിതമായ) നാഡീവ്യൂഹം,स्वायत्त (अनैच्छिक) मज्जासंस्था
ഓട്ടോഫാഗിക് ലിസോസോം,ऑटोफॅजिक लायसोसोम
ഓട്ടോപ്ലോയിഡ്,ऑटोप्लॉइड
ഓട്ടോപോഡിയം,ऑटोपोडियम
ഓട്ടോപോളിപ്ലോയിഡ്,ऑटोपॉलिपॉइड
ഓട്ടോസോമൽ ക്രോമറോം,ऑटोसोमल क्रोमोरोम
ഓട്ടോസോമൽ ജീൻ,ऑटोसोमल जनुक
ഓട്ടോസോം,ऑटोसोम
ഓട്ടോടെട്രലോയിഡ്,ऑटोटेट्रॅप्लॉइड
ഓട്ടോടോമി,ऑटोमी
സ്വയമേവയുള്ള ഇനം,ऑटोट्रिप्लॉइड विविधता
ഓട്ടോട്രോഫ്,ऑटोट्रोफ
ശരത്കാല മരം,शरद .तूतील लाकूड
ഓഗാനോഗ്രാഫ്,ऑक्सानोग्राफ
ആസൂത്,ऑक्सोनोमीटर
അസിസെറ്റിക് വളർച്ച,ऑक्सेटिक ग्रोथ
ഓക്സിൻ,ऑक्सिन
ഓക്സോട്രോഫ്,ऑक्सोट्रोफ
ഒരു V ബണ്ടിൽ,एक व्ही बंडल
Aves,एवेज
അവിസെന്റിയ,एव्हिसेनिया
അവര്യാദരാക്കുക,ओएन
ആക്സിയൽ അസ്ഥികൂടം,अक्षीय सांगाडा
ക്ഷാനം,अक्ष
കക്ഷീയ മുകുളം,अक्षीय अंकुर
കക്ഷീയ,अक्षीय
ആക്സിസ് കശേരു,अक्ष कशेरुका
ആക്സോൺ,On क्सॉन
ആക്സോണൽ മെംബ്രൺ,अक्षीय पडदा
അനുച്ചാരണം,अक्षरी
ആക്സൊനം,On क्सोनिम
അസോസ്പിരിലം,अझोस्पिरिलम
അസോടോബോക്റ്റർ,अझोटोबॅक्टर
അസിഗസ് സിര,Azygous शिर
ബാസിലസ് ആന്ത്രാസിസ്,बॅसिलस अँथ्रासिस
ബാസിലസ് തുരിംഗിയേൻസിസ് (ബിടി),बॅसिलस थुरिंगेनेसिस (बीटी)
ബാസിലസ്,बॅसिलस
ബാക്ടീരിയ,जिवाणू
ബാക്ടീറിയൽ,बॅक्टेरिया
ബാക്ടീരിയ കൃത്രിമ ക്രോമസോം (BAC),बॅक्टेरियातील बॅक्टेरियातील गुणसूत्र (बीएसी)
ബാക്ടീരിയ രോഗകാരി,बॅक्टेरियातील रोगजनक
ബാക്ടീരിയ പ്ലാസ്മ മെംബ്രൺ,बॅक्टेरियाचा प्लाझ्मा पडदा
ബാക്ടീരിയൽ സമ്മർദ്ദം,बॅक्टेरियाचा ताण
