Marathi,Assamese
चार्ज सेन्सिंग अॅम्प्लिफायर,চাৰ্জ চেন্সিং এম্প্লিফায়াৰ
चार्ज स्टोरेज,চাৰ্জ সংৰক্ষণ
चार्ज केलेले कण,আধানযুক্ত কণা
उत्कट,ভাবুকতা
फ्रेम,ফ্ৰেম
robyshev फिल्टर,ৰবিশ্বেভ ফিল্টাৰ
बेरीज तपासा,মুঠ পৰীক্ষা কৰক
वारंवारता तपासा,কম্পাঙ্ক পৰীক্ষা কৰক
रासायनिक बंध,ৰাসায়নিক বন্ধন
रासायनिक बाष्प जमा करणे,ৰাসায়নিক বাষ্প নিক্ষেপ
चाइल्ड लॉक सुविधा,শিশুৰ তলাৰ সুবিধা
मुलाचा कायदा,শিশুৰ আইন
चिप,চিপ
चिप सक्रिय करणे,চিপ সক্ৰিয়কৰণ
गुदमरणे,choke
अधूनमधून,intermittent
मधूनमधून अॅम्प्लिफायर,মাজে মাজে এম্প্লিফায়াৰ
मधूनमधून अॅम्प्लिफायर,মাজে মাজে এম্প্লিফায়াৰ
मधूनमधून मोड,মাজে মাজে মোড
क्रोमा अॅम्प्लीफायर,ক্ৰ&#39;মা এম্প্লিফায়াৰ
व्यक्तिचित्रण आकृती,বৈশিষ্ট্য নিৰ্ণয়ৰ ডায়েগ্ৰাম
रंगद्रव्य,ৰং কৰা
वर्तुळ आकृती,বৃত্তৰ ডায়েগ্ৰাম
सर्किट,বৰ্তনী
सर्किट विश्लेषण,বৰ্তনী বিশ্লেষণ
सर्किट ब्रेकर,বৰ্তনী ভাঙক
सर्किट आकृती,বৰ্তনীৰ ডায়েগ্ৰাম
सर्किट नोटेशन,বৰ্তনী সংকেত
सर्किट स्विचिंग,চাৰ্কিট চুইচিং
गोलाकार लहरी मार्ग,বৃত্তাকাৰ তৰংগ পথ
प्रसारित स्मृती,প্ৰচলিত স্মৃতিশক্তি
बाँडिंग सर्किट,বণ্ডিং বৰ্তনী
क्लॅप ऑसिलेटर,clap দোলক
वर्ग ए एम्पलीफायर,ক্লাছ A এম্প্লিফায়াৰ
वर्ग A] B] C] D ऑपरेशन्स,ক শ্ৰেণী] খ] গ] ঘ কাৰ্য্যসমূহ
वर्ग बी एम्पलीफायर,ক্লাছ বি এম্প্লিফায়াৰ
क्लास सी अॅम्प्लिफायर,ক্লাছ C এম্প্লিফায়াৰ
वर्ग डी अॅम्प्लीफायर,ক্লাছ D এম্প্লিফায়াৰ
एस वर्ग शरीर,S শ্ৰেণীৰ শৰীৰ
"निष्कासन, स्वच्छ","বহিষ্কাৰ, পৰিষ্কাৰ"
कातरणे,শ্বিয়াৰিং
कातरणे सर्किट,শ্বিয়াৰিং বৰ্তনী
कॅलड,calad
घड्याळ वारंवारता,ঘড়ীৰ কম্পাঙ্ক
घड्याळ पल्स जनरेटर,ঘড়ী পালছ জেনেৰেটৰ
कदल आरएस फ्लिप फ्लॉप,কাদাল আৰ এছ ফ্লিপ ফ্লপ
बंद सर्किट दूरदर्शन,বন্ধ বৰ্তনী টেলিভিছন
बंद लूप ऑपरेशन,বন্ধ লুপ কাৰ্য্য
बंद लूप लाभ,বন্ধ লুপ লাভ
पूरक मेटॅलिक सेमीकंडक्टर,পৰিপূৰক ধাতুৰ অৰ্ধপৰিবাহী
CMOS डिव्हाइस,CMOS ডিভাইচ
CMRR (कॉमन मोड न्यूट्रलायझेशन रेशो),চি এম আৰ আৰ (সাধাৰণ মোড নিষ্ক্ৰিয়কৰণ অনুপাত)
CO2 लेसर,CO2laser
समाक्षीय केबल,সমাক্ষীয় কেবল
कोएक्सियल कोटर,সমাক্ষীয় কোটাৰ
समाक्षीय कनेक्टर,সমাক্ষীয় সংযোগকাৰী
"समाक्षीय कनेक्टर, समाक्षीय कनेक्टर","সমাক্ষীয় সংযোগকাৰী, সমাক্ষীয় সংযোগকাৰী"
समाक्षीय रेषा,সমাক্ষীয় ৰেখা
समाक्षीय रेषा,সমাক্ষীয় ৰেখা
समाक्षीय लहरी मार्ग,সমাক্ষীয় তৰংগ পথ
कोड बदल,ক&#39;ড সলনি কৰা
कोड चेंजर,ক&#39;ড চেঞ্জাৰ
"कोडेक, कोडर-डीकोडर","ক&#39;ডেক, ক&#39;ডাৰ-ডিকোডাৰ"
स्टिरिओ कोडिंग,ষ্টেৰিঅ&#39; ক&#39;ডিং
कपलिंग गुणांक,কাপলিং সহগ
प्रतिबंधक शक्ती,নিয়ন্ত্ৰণকাৰী বল
सुसंगत प्रकाश,সুসংহত পোহৰ
कुंडली,ৰাশিফল
कॉइल वाइंडिंग मशीन,কইল ৱাইণ্ডিং মেচিন
योगायोग सर्किट,কাকতলীয়া বৰ্তনী
गरम कॅथोड ट्यूब,গৰম কেথ&#39;ড টিউব
कोल्ड वेल्डिंग पॉइंट,ঠাণ্ডা ৱেল্ডিং পইণ্ট
"कलेक्टर, कलेक्टर","সংগ্ৰাহক, সংগ্ৰাহক"
प्रवाह गोळा करणे,সংগ্ৰহ কৰা ধাৰা
संग्राहक क्षय,সংগ্ৰাহক ক্ষয়
कलेक्टर कार्यक्षमता,সংগ্ৰাহকৰ দক্ষতা
समांतर लेन्स,সমান্তৰাল লেন্স
वर्ण मसुदा,চৰিত্ৰ খচৰা প্ৰস্তুত কৰা
रंग फुटणे,ৰং বিস্ফোৰণ
"रंग कोड, वर्ण कोड","ৰঙৰ ক&#39;ড, আখৰৰ ক&#39;ড"
रंग भिन्नता सिग्नल,ৰঙৰ পাৰ্থক্য সংকেত
उतारा,এন্টিডট
रंग मॉनिटर,ৰঙৰ মনিটৰ
वर्ण पुनरुत्पादन,চৰিত্ৰৰ পুনৰুত্পাদন
रंग संपृक्तता,ৰঙৰ পৰিপূৰকতা
रंगीत वाहक वारंवारता,ৰঙীন বাহক কম্পাঙ্ক
अॅक्रोमॅटिक सिग्नल,ৰঙীন সংকেত
रंगीत दूरदर्शन,ৰঙীন টেলিভিছন
रंगीत टेलिव्हिजन बॉडी,ৰঙীন টেলিভিছনৰ শৰীৰ
"स्तंभ स्पीकर, स्तंभीय आवाज ठेवणारा","স্তম্ভ স্পীকাৰ, স্তম্ভৰ দৰে শব্দ জমাকাৰী"
"कंघी फिल्टर, कंघी फिल्टर","কম্ব ফিল্টাৰ, কম্ব ফিল্টাৰ"
कनेक्शन सर्किट,সংযোগ বৰ্তনী
संयोजन तर्कशास्त्र,কম্বিনেটৰিয়েল লজিক
आज्ञा,আদেশ
सामान्य बेस अॅम्प्लीफायर,সাধাৰণ ভিত্তি পৰিবৰ্ধক
सामान्य बेस कॉन्फिगरेशन,সাধাৰণ ভিত্তি বিন্যাস
सामान्य कलेक्टर अॅम्प्लीफायर,সাধাৰণ সংগ্ৰাহক পৰিবৰ্ধক
सामान्य कलेक्टर कॉन्फिगरेशन,সাধাৰণ সংগ্ৰাহক সংৰূপ
सामान्य कॅपेसिटिव्ह अॅम्प्लिफायर,সাধাৰণ কেপাচিটিভ এম্প্লিফায়াৰ
सामान्य एमिटर अॅम्प्लिफायर,সাধাৰণ এমিটাৰ এম্প্লিফায়াৰ
