Kannada,Assamese
ಸಾಮರ್ಥ್ಯ,ক্ষমতা
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,caps লক চাবি
ಕಾರ್ಡ್,কাৰ্ড
ಕಾರ್ಡ್ ರೀಡರ್,কাৰ্ড ৰিডাৰ
ಕಾರ್ಡಿನಲಿಟಿ,কাৰ্ডিনালিটি
ವಾಹಕ,বাহক
ವಾಹಕ ಬ್ಯಾಂಡ್,বাহক বেণ্ড
ವಾಹಕ ಲೋಡ್,বাহক বোজা
ವಾಹಕ ಸಂಕೇತ,বাহক সংকেত
ವಾಹಕ ತರಂಗ,বাহক তৰংগ
ಒಯ್ಯುತ್ತಾರೆ,কঢ়িওৱা
ಅಂಕೆ ಸಾಗಿಸಿ,carry digit
ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ,পতাকা কঢ়িয়াই নিয়া
ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್,কাৰ্টিজ ডিস্ক
ಕ್ಯಾಸ್ಕೇಡ್,cascade
ಪ್ರಕರಣ,ঘটনা
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),কেথড ৰে টিউব (CRT)
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),কেথ&#39;ড ৰে টিউব (CRT)
ಸಿಡಿ ರಾಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್,CD ROM ডিষ্ক ড্ৰাইভ
ಜೀವಕೋಶ,কোষ
ಸೆಲ್ ಅನಿಮೇಷನ್,কোষ এনিমেচন
ಸೆಲ್ಯುಲಾರ್ ಫೋನ್,চেলুলাৰ ফোন
ಕೇಂದ್ರ ಸ್ಮರಣೆ,কেন্দ্ৰীয় স্মৃতিশক্তি
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,কেন্দ্ৰীভূত ব্যৱস্থা
ಪ್ರಮಾಣೀಕೃತ ಟೇಪ್,প্ৰমাণিত টেপ
ಸರಪಳಿ,শিকলি
ಸರಣಿ ಡೇಟಾ,শৃংখল তথ্য
ಸರಪಳಿಯ ಕೊಂಡಿ,শৃংখল সংযোগ
ಚೈನ್ನಿಂಗ್,চেইনিং
ಚಾನಲ್,চেনেল
ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್,চেনেল ব্যস্ত সুৰ
ಚಾನಲ್ ಸಾಮರ್ಥ್ಯ,চেনেলৰ ক্ষমতা
ಚಾನಲ್ ನಿಯಂತ್ರಕ,চেনেল নিয়ন্ত্ৰক
ಚಾನಲ್ ದೋಷ,চেনেলৰ ভুল
ಚಾನಲ್ ಕಾರ್ಯಕ್ರಮ,চেনেল প্ৰগ্ৰেম
ಚಾನಲ್ ವಿಶ್ವಾಸಾರ್ಹತೆ,চেনেলৰ নিৰ্ভৰযোগ্যতা
ಚಾನಲ್ ಸೆಟ್,চেনেল ছেট
ಪಾತ್ರ,চৰিত্ৰ
ಅಕ್ಷರ ಕೋಡ್,আখৰৰ ক&#39;ড
ಅಕ್ಷರ ಕೀ,আখৰৰ চাবি
ಅಕ್ಷರ ಓದುಗ,চৰিত্ৰ পাঠক
ಅಕ್ಷರ ಗಾತ್ರ,আখৰৰ আকাৰ
ಚಾರ್ಟ್,তালিকা
ಚಾಸಿಸ್,চেছিছ
ಚೆಕ್ ಬಿಟ್,বিট পৰীক্ষা কৰক
ಅಂಕೆ ಪರಿಶೀಲಿಸಿ,ডিজিট পৰীক্ষা কৰক
ಚೆಕ್ ಮೊತ್ತ,ৰাশি পৰীক্ষা কৰক
ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ,শব্দ পৰীক্ষা কৰক
ಚಿಪ್,চিপ
ಚಿಪ್ ಸೆಟ್,চিপ চেট
ಆಯ್ಕೆ,বাছনি কৰক
ವರ್ಣೀಯವಾಗಿ,ৰঙীনভাৱে
ಸೈಫರ್,চাইফাৰ
ಸರ್ಕ್ಯೂಟ್,বৰ্তনী
ವೃತ್ತಾಕಾರದ ಪಟ್ಟಿ,বৃত্তাকাৰ তালিকা
ಸಿರಸ್,cirus
ಉಲ್ಲೇಖ,উদ্ধৃতি
ವರ್ಗ,শ্ৰেণী
ವರ್ಗ ವೇರಿಯಬಲ್,ক্লাছ ভেৰিয়েবল
ವರ್ಗೀಕರಣ,শ্ৰেণীবিভাজন
ಸ್ಪಷ್ಟ,পৰিষ্কাৰ
ಸ್ಪಷ್ಟ ಪ್ರದೇಶ,স্পষ্ট এলেকা
ಸ್ಪಷ್ಟ ಚಾನಲ್,ক্লিয়াৰ চেনেল
ಕ್ಲಿಕ್,ক্লিক কৰক
ಗ್ರಾಹಕ,গ্ৰাহক
ಕ್ಲೈಂಟ್ ಸರ್ವರ್,ক্লাএন্ট চাৰ্ভাৰ
ಕ್ಲೈಂಟ್ ಸ್ಟಬ್,ক্লায়েন্ট ষ্টাব
ಕ್ಲಿಪ್ ಆರ್ಟ್,ক্লিপ আৰ্ট
ಕ್ಲಿಪ್ ಆರ್ಟ್ ಲೈಬ್ರರಿ,ক্লিপ আৰ্ট লাইব্ৰেৰী
ಕ್ಲಿಪ್ ಬೋರ್ಡ್,ক্লিপ বৰ্ড
ಕ್ಲಿಪ್ಪರ್,ক্লিপাৰ
ಕ್ಲಿಪ್ಪರ್ ಚಿಪ್,ক্লিপাৰ চিপ
ಗುಂಪು,ক্লিক
ಗಡಿಯಾರ,ঘড়ী
ಗಡಿಯಾರ ಚಕ್ರ,ঘড়ীৰ চক্ৰ
ಗಡಿಯಾರದ ಆವರ್ತನ,ঘড়ীৰ কম্পাঙ্ক
ಗಡಿಯಾರ ಯಂತ್ರಾಂಶ,ঘড়ী হাৰ্ডৱেৰ
ಗಡಿಯಾರ ನಾಡಿ,ঘড়ীৰ স্পন্দন
ಗಡಿಯಾರದ ವೇಗ,ঘড়ীৰ গতি
ಗಡಿಯಾರ ಸಿಂಕ್ರೊನೈಸೇಶನ್,ঘড়ী সমন্বয়
ಗಡಿಯಾರ ಟಿಕ್,ঘড়ীৰ টিক
ತದ್ರೂಪಿ,ক্ল&#39;ন
ಮುಚ್ಚಿ,বন্ধ
ಕ್ಲೋಸ್ ಸರ್ಕ್ಯೂಟ್ ಟಿವಿ (CCTV),ক্ল&#39;জ চাৰ্কিট টিভি (CCTV)
ಮುಚ್ಚಿದ,বন্ধ কৰা
ಕ್ಲೌಡ್ ಕಂಪ್ಯೂಟಿಂಗ್,ক্লাউড কম্পিউটিং
ಕ್ಲಸ್ಟರ್,গুচ্ছ
ಲೇಪಿತ ಕಾರ್ಡ್,আৱৰণযুক্ত কাৰ্ড
ಲೇಪಿತ ಕಾಗದ,আৱৰণযুক্ত কাগজ
ಏಕಾಕ್ಷ,সমাক্ষীয়
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,সমাক্ষীয় কেবল
ಕೊಡಸಿಲ್,কোডাচাইল
ಕೋಡ್,ক&#39;ড
ಕೋಡ್ ಜನರೇಟರ್,ক&#39;ড জেনেৰেটৰ
ಕೋಡ್ ಪುಟ,ক&#39;ড পৃষ্ঠা
ಕೋಡ್ ಪದ,ক&#39;ড শব্দ
ಕೋಡರ್,ক&#39;ডাৰ
ಕೋಡಿಂಗ್ ಚೆಕ್,ক&#39;ডিং পৰীক্ষা
ಕೋಡಿಂಗ್ ರೂಪ,ক&#39;ডিং ফৰ্ম
ಕೋಡಿಂಗ್ ಶೀಟ್,ক&#39;ডিং শ্বীট
ಗುಣಾಂಕ,সহগ
ಸುಸಂಬದ್ಧತೆ,সংহতি
ಕೋಲ್ಡ್ ಬೂಟ್,ঠাণ্ডা বুট
ಶೀತ ಆರಂಭ,ঠাণ্ডা আৰম্ভণি
ಸಹಯೋಗ,সহযোগিতা
ಕುಸಿತ,পতন হোৱা
ಕೊಲೇಟ್,collate
ಕೊಲೇಟ್ ಟೇಪ್,টেপ কোলেট কৰক
ಘರ್ಷಣೆ,সংঘৰ্ষ
ಕೊಲೊನ್,বৃহদান্ত্ৰ
ಬಣ್ಣ (ಬಣ್ಣ),ৰং (ৰং)
ಬಣ್ಣದ ಶುದ್ಧತ್ವ,ৰঙৰ পৰিপূৰকতা
ಬಣ್ಣದ ಟೇಬಲ್,ৰঙৰ টেবুল
ಕಾಲಮ್,স্তম্ভ
ಸಂಯೋಜನೆ,সংমিশ্ৰণ
ಕಾಂಬೊ ಬಾಕ್ಸ್,কম্বো বক্স
ಆಜ್ಞೆ,আদেশ
ಆದೇಶ ಬಟನ್,কমাণ্ড বুটাম
ಆದೇಶ ಪಟ್ಟಿ,কমাণ্ড তালিকা
ಕಾಮೆಂಟ್,মন্তব্য
ಬದ್ಧತೆ,অংগীকাৰ
ಸರಕು,পণ্য
ಸಾಮಾನ್ಯ ವ್ಯವಹಾರ ಆಧಾರಿತ ಭಾಷೆ (ಕೋಬೋಲ್),সাধাৰণ ব্যৱসায়মুখী ভাষা (Cobol)
ಸಾಮಾನ್ಯ ದೋಷ,সাধাৰণ ভুল
ಸಾಮಾನ್ಯ ಭಾಷೆ,সাধাৰণ ভাষা
ಸಾಮಾನ್ಯ ದಿನಚರಿ,সাধাৰণ ৰুটিন
ಸಂವಹನ,যোগাযোগ
ಸಂವಹನ ಲೈನ್,যোগাযোগ লাইন
ಸಂವಹನ ಮೋಡ್,যোগাযোগ ধৰণ
ಸಂವಹನ ಜಾಲ,যোগাযোগ নেটৱৰ্ক
ಸಂವಹನ ನಿಯತಾಂಕ,যোগাযোগ প্ৰাচল
ಸಂವಹನ ವ್ಯವಸ್ಥೆ,যোগাযোগ ব্যৱস্থা
ಸಂಕೋಚನ,সংকোচন
ಕಂಪಾಂಡರ್,কম্পাণ্ডাৰ
ಕಂಪಾಂಡಿಂಗ್,companding
ಕಂಪನಿ ನೆಟ್ವರ್ಕ್,কোম্পানী নেটৱৰ্ক
ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ,তুলনামূলক পৰীক্ষা
ಹೊಂದಾಣಿಕೆ,সামঞ্জস্যতা
ಹೊಂದಬಲ್ಲ,উপযুক্ত
ಸಂಕಲನ,সংকলন
ಕಂಪೈಲ್ ಮತ್ತು ಹೋಗಿ,কম্পাইল কৰক আৰু যাওক
ಕಂಪೈಲರ್,কম্পাইলাৰ
ಕಂಪೈಲರ್ ಭಾಷೆ,কম্পাইলাৰ ভাষা
ಪೂರಕ,পৰিপূৰক
ಹತ್ತರ ಮೇಲೆ ಪೂರಕ,দহজনৰ ওপৰত পৰিপূৰক
ಪೂರಕ,পৰিপূৰক
ಸಂಪೂರ್ಣ ಸಾಗಿಸಲು,সম্পূৰ্ণ কঢ়িয়াই নিয়া
ಸಂಕೀರ್ಣ,জটিল
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ,জটিল সংখ্যা
ಘಟಕ,উপাদান
ಘಟಕ ವಸ್ತು ಮಾದರಿ (COM),উপাদান বস্তুৰ আৰ্হি (COM)
ಸಂಯೋಜಿತ,কম্পোজিট
ಸಂಯೋಜನೆ,সুৰ-ৰচনা
ಕಂಪ್ಯೂಟೇಶನಲ್,গণনামূলক
ಕಂಪ್ಯೂಟರ್,কম্পিউটাৰ
ಕಂಪ್ಯೂಟರ್ ಕೇಂದ್ರ,কম্পিউটাৰ কেন্দ্ৰ
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,কম্পিউটাৰ বিশেষজ্ঞ
ಕಂಪ್ಯೂಟರ್ ಗ್ರಾಫಿಕ್ಸ್,কম্পিউটাৰ গ্ৰাফিক্স
ಕಂಪ್ಯೂಟರ್ ಸೂಚನೆ,কম্পিউটাৰৰ নিৰ্দেশনা
ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,কম্পিউটাৰ ভাষা
ಗಣಕಯಂತ್ರದ ಜಾಲ,কম্পিউটাৰ নেটৱৰ্ক
ಗಣಕ ಯಂತ್ರ ವಿಜ್ಞಾನ,কম্পিউটাৰ বিজ্ঞান
ಕಂಪ್ಯೂಟರ್ ಭದ್ರತೆ,কম্পিউটাৰ সুৰক্ষা
ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಟನ್,কম্পিউটাৰ চিমুলেটন
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,কম্পিউটাৰ বিশেষজ্ঞ
ಗಣಕೀಕರಣ,কম্পিউটাৰাইজেচন
ಗಣಕಶಾಸ್ತ್ರಜ್ಞ,কম্পিউটাৰিষ্ট
ಗಣಕೀಕರಣಗೊಳಿಸು,কম্পিউটাৰাইজ কৰা
ಕಂಪ್ಯೂಟಿಂಗ್,কম্পিউটিং
ಪರಿಕಲ್ಪನೆ,ধাৰণা
ಏಕರೂಪತೆ,সমকালীনতা
ಏಕಕಾಲೀನ,সমকালীন
ಸ್ಥಿತಿ ವೇರಿಯಬಲ್,কণ্ডিচন ভেৰিয়েবল
ಷರತ್ತುಬದ್ಧ ಆಪರೇಟರ್,চৰ্তসাপেক্ষ অপাৰেটৰ
ಷರತ್ತುಬದ್ಧ ಹೇಳಿಕೆ,চৰ্তসাপেক্ষ বিবৃতি
ಕಂಡಕ್ಟರ್,পৰিবাহী
ಕಾನ್ಫರೆನ್ಸಿಂಗ್,কনফাৰেন্সিং
ಗೌಪ್ಯತೆ,গোপনীয়তা
ಸಂರಚನೆ,বিন্যাস
ದಟ್ಟಣೆ,ভিৰ
ಸಂಯೋಗ,সংযোগ
ಸಂಪರ್ಕ ವೇಗ,সংযোগ গতি
ಸಂಪರ್ಕ,সংযোগ
ಸಂಪರ್ಕ ಕಡಿಮೆ ಸಂವಹನ,সংযোগ কম যোগাযোগ
ಸಂಪರ್ಕ ಬಿಡುಗಡೆ,সংযোগ মুক্তি
ಸಂಪರ್ಕ,সংযোগ
ಕನೆಕ್ಟರ್,সংযোগকাৰী
ಸತತವಾಗಿ,একেৰাহে
ಪರಿಣಾಮವಾಗಿ,ফলস্বৰূপ
ಕನ್ಸೋಲ್,কনছ&#39;ল
ಬಲವರ್ಧನೆ,একত্ৰীকৰণ
ನಿರಂತರ,নেৰানেপেৰা
ನಿರಂತರ ಸೂಚನೆ,নিৰন্তৰ নিৰ্দেশনা
ನಿರ್ಬಂಧ,বাধা
ನಿರ್ಮಾಣಕಾರ,কনষ্ট্ৰাক্টৰ
ಕಂಟೇನರ್,পাত্ৰ
ವಿಷಯ,বিষয়
ಸಂದರ್ಭ,সন্দৰ্ভ
ಸಂದರ್ಭ ಮುಕ್ತ ವ್ಯಾಕರಣ (CFG),প্ৰসংগ মুক্ত ব্যাকৰণ (CFG)
ಸಂದರ್ಭ ಸ್ವಿಚ್,প্ৰসংগ চুইচ
ಆಕಸ್ಮಿಕ,আকস্মিকতা
ಸಂಕೋಚನ,সংকোচন
ಕಾಂಟ್ರಾಸ್ಟ್,বিষমতা
ನಿಯಂತ್ರಣ,নিয়ন্ত্ৰণ
ನಿಯಂತ್ರಣ ಪ್ರದೇಶ,নিয়ন্ত্ৰণ এলেকা
ನಿಯಂತ್ರಣ ಬಿಟ್,নিয়ন্ত্ৰণ বিট
ನಿಯಂತ್ರಣ ಬಸ್,নিয়ন্ত্ৰণ বাছ
ನಿಯಂತ್ರಣ ಕಾರ್ಡ್,নিয়ন্ত্ৰণ কাৰ্ড
ನಿಯಂತ್ರಣ ಸರ್ಕ್ಯೂಟ್,নিয়ন্ত্ৰণ বৰ্তনী
ನಿಯಂತ್ರಣ ಚಕ್ರ,নিয়ন্ত্ৰণ চক্ৰ
ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್,নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী
ನಿಯಂತ್ರಣ ಕೀ,নিয়ন্ত্ৰণ কি&#39;
ನಿಯಂತ್ರಣ ತರ್ಕ,নিয়ন্ত্ৰণ যুক্তি
ನಿಯಂತ್ರಣ ಲೂಪ್,নিয়ন্ত্ৰণ লুপ
ನಿಯಂತ್ರಣ ಗುರುತು,নিয়ন্ত্ৰণ চিহ্ন
ನಿಯಂತ್ರಣ ಕಾರ್ಯಾಚರಣೆ,নিয়ন্ত্ৰণ কাৰ্য্য
ನಿಯಂತ್ರಣಫಲಕ,নিয়ন্ত্ৰণ পেনেল
ನಿಯಂತ್ರಣ ಸಂಕೇತ,নিয়ন্ত্ৰণ সংকেত
ನಿಯಂತ್ರಣ ಸ್ವಿಚ್,নিয়ন্ত্ৰণ চুইচ
ನಿಯಂತ್ರಣ ಟೇಪ್,নিয়ন্ত্ৰণ টেপ
ನಿಯಂತ್ರಣ ಟರ್ಮಿನಲ್,নিয়ন্ত্ৰণ টাৰ্মিনেল
ನಿಯಂತ್ರಣ ಘಟಕ (CU),নিয়ন্ত্ৰণ একক (CU)
ಒಮ್ಮುಖ,অভিসৰণ
ಸಂಭಾಷಣೆ,কথা-বাৰ্তা
ಸಂಭಾಷಣೆಯ ಸಮಯ ಹಂಚಿಕೆ,কথোপকথনৰ সময় ভাগ-বতৰা কৰা
ಪರಿವರ್ತನೆ,ৰূপান্তৰ
ಪರಿವರ್ತಕ,ৰূপান্তৰক
ಕುಕ್ ಪ್ರಮೇಯ,কুকৰ উপপাদ্য
ಸಹ-ಸಂಸ್ಕಾರಕ,সহ-প্ৰচেছৰ
ನಕಲು,কপি কৰক
ಕೃತಿಸ್ವಾಮ್ಯ,কপিৰাইট
ಬಳ್ಳಿಯ,কৰ্ড
ತಂತಿರಹಿತ ದೂರವಾಣಿ,কৰ্ডলেছ টেলিফোন
ಅನುಸಂಧಾನ,corollary
ತಿದ್ದುಪಡಿ,সংশোধন
ಭ್ರಷ್ಟಗೊಂಡಿದೆ,দুৰ্নীতিগ্ৰস্ত
ಎಣಿಕೆ,হিচাপ কৰা
ಕೌಂಟರ್,বিৰোধ
ದೇಶದ ಕೋಡ್,দেশৰ কোড
ಸಹವರ್ತಿತ್ವ,সহাৱস্থান
ವ್ಯಾಪ್ತಿ,কভাৰেজ
ಕುಸಿತ,খুন্দা মৰা
ನಿರ್ಣಾಯಕ ಮಾರ್ಗ,জটিল পথ
ನಿರ್ಣಾಯಕ ಮಾರ್ಗ ವಿಧಾನ (CPM),জটিল পথ পদ্ধতি (CPM)
ಹೋಲಿಸಿ ನೋಡು,ক্ৰছ চেক
ಅಡ್ಡ ಕಂಪೈಲರ್,ক্ৰছ কম্পাইলাৰ
ಅಡ್ಡ ಬೆಂಕಿ,ক্ৰছ জুই
ಅಡ್ಡ ಮಾತು,ক্ৰছ টক
ಕ್ರಿಪ್ಟೋಗ್ರಾಫಿಕ್,ক্ৰিপ্টোগ্ৰাফিক
ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ,ক্ৰিপ্টোগ্ৰাফী
ಕರೆನ್ಸಿ ಚಿಹ್ನೆ,মুদ্ৰাৰ চিহ্ন
ಪ್ರಸ್ತುತ ಡೈರೆಕ್ಟರಿ,বৰ্তমান ডাইৰেকটৰি
ಪ್ರಸ್ತುತ ವಿಂಡೋ,বৰ্তমান উইন্ডো
ಕರ್ಸರ್,কাৰ্চাৰ
ವಕ್ರರೇಖೆ,বক্ৰ
ಕತ್ತರಿಸು ಮತ್ತು ಅಂಟಿಸು,কাটি পেষ্ট কৰক
ಕತ್ತರಿಸಿದ ವಿಧಾನ,কাটিব পৰা পদ্ধতি
ಸೈಬರ್,চাইবাৰ
ಸೈಬರ್ ಕೆಫೆ,চাইবাৰ কেফে
ಸೈಬರ್ ನಗದು,চাইবাৰ নগদ ধন
ಸೈಬರ್ ಅಪರಾಧ,চাইবাৰ অপৰাধ
ಸೈಬರ್ ಡೆಲಿಕ್ಸ್,চাইবাৰ ডেলিক
ಸೈಬರ್ ಕಾನೂನು,চাইবাৰ আইন
ಸೈಬರ್ ಸೆಕ್ಸ್,চাইবাৰ যৌনতা
ಸೈಬರ್ನಾಟಿಕ್ಸ್,চাইবাৰনেটিক্স
ಸೈಬರ್ನೇಷನ್,চাইবাৰনেচন
ಸೈಕಲ್,চক্ৰ
ಸೈಕಲ್ ಸ್ಮರಣೆ,চক্ৰ স্মৃতিশক্তি
ಸೈಕಲ್ ಕಳ್ಳತನ,চক্ৰ চুৰি
ಸೈಕಲ್ ಸಮಯ,চক্ৰৰ সময়
ಆವರ್ತಕ,চক্ৰীয়
ಡೀಮನ್,ডেমন
ಡೈಸಿ ಚಕ್ರ,ডেইজী চকা
ಡೇಟಾ ನಿರ್ವಾಹಕ,ডাটা প্ৰশাসক
ಡೇಟಾ ಹಂಚಿಕೆ,তথ্য আবণ্টন
ಡೇಟಾ ಪ್ರದೇಶ,ডাটা এৰিয়া
ಡೇಟಾ ಶ್ರೇಣಿ,ডাটা এৰে
ಡೇಟಾ ಬೇಸ್,ডাটা বেচ
ಡೇಟಾ ಬ್ರೇಕ್,ডাটা ব্ৰেক
ಡೇಟಾ ಬಸ್,ডাটা বাছ
ಡೇಟಾ ವಾಹಕ,ডাটা কেৰিয়াৰ
ಡೇಟಾ ಸೆಲ್,ডাটা চেল
ಡೇಟಾ ಚಾನಲ್,ডাটা চেনেল
ಡೇಟಾ ಸಂವಹನ,ডাটা যোগাযোগ
ಡೇಟಾ ಕಂಪ್ರೆಷನ್,তথ্য সংকোচন
ಡೇಟಾ ಕ್ಷೇತ್ರ,ডাটা ফিল্ড
ಡೇಟಾ ಫೈಲ್,ডাটা ফাইল
ದತ್ತಾಂಶ ಹರಿವು,তথ্যৰ প্ৰবাহ
ಡೇಟಾ ಹರಿವಿನ ಚಾರ್ಟ್,ডাটা প্ৰবাহ চাৰ্ট
ಡೇಟಾ ಕ್ರಮಾನುಗತ,ডাটা হাইৰাৰ্কি
ಡೇಟಾ ಮಟ್ಟ,তথ্যৰ স্তৰ
ಡೇಟಾ ಲೈಬ್ರರಿ,ডাটা লাইব্ৰেৰী
ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,ডাটা লিংক স্তৰ
ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್ (DLL),ডাটা লিংক স্তৰ (DLL)
ಡೇಟಾ ನಿರ್ವಹಣೆ,তথ্য ব্যৱস্থাপনা
ಡೇಟಾ ಕುಶಲತೆ,ডাটা মেনিপুলেচন
ಡೇಟಾ ಮ್ಯಾನಿಪ್ಯುಲೇಷನ್ ಭಾಷೆ (DML),ডাটা মেনিপুলেচন ভাষা (DML)
ಡೇಟಾ ಮೋಡೆಮ್,ডাটা মডেম
ಡೇಟಾ ಮಾರ್ಪಾಡು,তথ্য পৰিৱৰ্তন
ಡೇಟಾ ನೆಟ್ವರ್ಕ್,ডাটা নেটৱৰ্ক
ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ,ডাটা অপাৰেচন
ಡೇಟಾ ಸಂಘಟನೆ,ডাটা সংস্থাপন
ಡೇಟಾ ಔಟ್ಪುಟ್,ডাটা আউটপুট
ಡೇಟಾ ಮಾರ್ಗ,ডাটা পথ
ಡೇಟಾ ಸಿದ್ಧತೆ,তথ্য প্ৰস্তুত কৰা
ಡೇಟಾ ಗೌಪ್ಯತೆ,ডাটা গোপনীয়তা
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,ডাটা প্ৰচেছৰ
ಡೇಟಾ ರಕ್ಷಣೆ,তথ্য সুৰক্ষা
ಡೇಟಾ ದಾಖಲೆ,ডাটা ৰেকৰ্ড
ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ,তথ্য উদ্ধাৰ কৰা
ಡೇಟಾ ವಾಡಿಕೆಯ,ডাটা ৰুটিন
ಡೇಟಾ ಭದ್ರತೆ,ডাটা সুৰক্ষা
ಡೇಟಾ ಸೆಟ್,ডাটা ছেট
ಡೇಟಾ ಸಿಗ್ನಲ್,ডাটা সংকেত
ಡೇಟಾ ಸಿಂಕ್,ডাটা ডুব যোৱা
ಡೇಟಾ ಮೂಲ,তথ্যৰ উৎস
