Assamese,English
তাপৰ অপৰ্যাপ্ততা,Adiathermancy
তাপ নিৰোধক,Adiathermanous
আইডেন,Adion
সংলগ্নতা প্ৰভাৱ,Adjacency effect
"কাষৰীয়া, কাষৰীয়া, কাষৰীয়া",Adjacent
কাষৰীয়া কোণ,Adjacent angle
আবদ্ধ চেনেল ক্ষীণকৰণ,Adjacent channel attenuation
আবদ্ধ বৰ্তনী,Adjacent circuit
আবদ্ধ পৰ্যায়,Adjacent phase
"সংলগ্ন ভিডিঅ’ কেৰিয়াৰ, সংলগ্ন ইমেজ কেৰিয়াৰ",Adjacent picture carrier=adjacent vision carrier
আবদ্ধ শব্দ বাহক,Adjacent sound carrier
আবদ্ধ চেনেল নিৰ্বাচন ক্ষমতা,Adjeacent channel selectivity
আবদ্ধ চেনেল বাধা,Adjecent channel interference
এডজাষ্টেবল কেপাচিটৰ,Adjestable condenser
এডজাষ্টেবল লেন্স হোল্ডাৰ,Adjestable lens holder
নিয়ন্ত্ৰণযোগ্য মেগনিফায়াৰ,Adjestable magnifier
নিয়ন্ত্ৰণযোগ্য চাপ,Adjestable pressure
এডজাষ্টেবল শ্বৰ্ট চাৰ্কিট,Adjestable short
সামঞ্জস্য কৰা,Adjustor
ভেদ,Admittance
ভেদ অপাৰেটৰ,Admittance operator
শোষণ*,Adsorption
এডভান্স বল,Advance ball
আগলৈ,Advanced
বৰ্ধিত পৰিবাহী বধিৰতা,Advanced conductive deafness
ফৰৱাৰ্ড পটেনচিয়েল,Advanced potential
প্ৰগতিশীল তৰংগ,Advancing wave
প্ৰগতিশীল তৰংগ ফ্ৰন্ট,Advancing wave front
উদৰৰ বীণা,Aeolian harp
aeolian টোন,Aeolian tone
"eon (বছৰ), যুগ",Aeon
"আকাশী, বৈৱ (প.) এৰিয়েল (সম্পা.)",Aerial
আকাশী এৰে,Aerial array
এন্টেনা এটেনুৱেটৰ,Aerial attenuator
এন্টেনা বুষ্টাৰ,Aerial booster
আকাশী কেবল,Aerial cable
এয়াৰ কেমেৰা,Aerial camera
এন্টেনা চাৰ্কিট ব্ৰেকাৰ,Aerial circuit breaker
এন্টেনা নিয়ন্ত্ৰণ বৰ্ড,Aerial control table
এন্টেনা অপ্রাসংগিক সংকেত,Aerial cross talk
এন্টেনা ষ্ট্ৰিম,Aerial current
এন্টেনা ডেম্পিং,Aerial damping
এন্টেনা আৰ্থ কন্টাক্টৰ চুইচ,Aerial earthing switch
এন্টেনাৰ কাৰ্যক্ষমতা,Aerial efficiency
আকাশী বৈদ্যুতিক মচি পেলোৱা মেচিন,Aerial electric erasing machine
এন্টেনা উন্নীতকৰণকাৰী,Aerial elevation pawl
এন্টেনা উত্তেজনা,Aerial excitation
আকাশী কুঁৱলী,Aerial fog
এন্টেনা ইম্পিডেন্স,Aerial impedance
এন্টেনা ইণ্ডাক্টেন্স,Aerial inductance
এন্টেনা ইনচুলেটৰ ইনচুলেটৰ,Aerial lead insulator
এন্টেনা লাইন,Aerial line
এন্টেনা লোড কইল,Aerial loading inductane=antenna loading coil
এন্টেনা ক্ষতি,Aerial loss
এন্টেনাৰ শব্দ,Aerial noise
আকাশৰ ফটো ব্যাখ্যা,Aerial photo-interpretation
আকাশী ফটোগ্ৰামেট্ৰি,Aerial photogrammetry
আকাশী ফটো,Aerial photograph
আকাশী ফটোগ্ৰাফী,Aerial photography
এন্টেনা শক্তি,Aerial power
এন্টেনা ৰেডিয়েটিভ ৰেজিষ্টেন্স,Aerial radiation resistance
এন্টেনা বিক্ৰিয়াশীলতা,Aerial reactance
এন্টেনা ঘূৰ্ণনশীল ডায়েল,Aerial repeat dial
এন্টেনা ৰেজিষ্টেন্স,Aerial resistance
এন্টেনা ৰেঞ্জ কেপাচিটৰ,Aerial series capacitor
আকাশী জৰীপ,Aerial survey
আকাশী ব্যৱস্থা,Aerial system
এন্টেনা স্তম্ভ,Aerial tower
বায়ুৰ বেগ,Aerial velocity
এন্টেনা পেনাল্টি,Aerial yard
বায়ু ফিল্টাৰ,Aero-vibe screen
বায়ুগতিবিদ্যাৰ বেলিষ্টিক,Aeroballistics
বিমানবন্দৰ নিয়ন্ত্ৰণ,Aerodrome control
বিমানবন্দৰৰ দুৰ্দশা বিকন,Aerodrome hazard beacon
বিমানবন্দৰ বতৰ বিজ্ঞান,Aerodrome meteorology
বায়ুগতিবিদ্যাৰ চাপ,Aerodybnamic pressure
বায়ুগতিবিদ্যা বল,Aerodynaamic force
বায়ুগতিশীল বল উপাদান,Aerodynamaic force component
বায়ুগতিশীল সহগ,Aerodynamic coefficient
বায়ুগতিবিদ্যাৰ ট্ৰেকচন,Aerodynamic drag
বায়ুগতিবিদ্যাৰ দক্ষতা,Aerodynamic efficiency
বায়ুগতিবিদ্যাৰ কাৰ্যক্ষমতা অনুপাত,Aerodynamic efficiency ratio
বায়ুগতিবিদ্যা বল,Aerodynamic force
বায়ুগতিশীল বল উপাদান,Aerodynamic force component
বায়ুগতিবিদ্যাৰ ব্যৱধান,Aerodynamic gap
বায়ুগতিবিদ্যাৰ উত্তাপ,Aerodynamic heating
বায়ুগতিবিদ্যাৰ উত্তাপন পৰিসৰ,Aerodynamic heating limit
বায়ুগতিবিদ্যাৰ গড় কৰ্ড,Aerodynamic mean chord
বায়ুগতিবিদ্যাৰ মিছাইল,Aerodynamic misile
বায়ুগতিবিদ্যাৰ মুহূৰ্ত,Aerodynamic moment
বায়ুগতিবিদ্যাৰ প্ৰতিক্ৰিয়া,Aerodynamic response
বায়ুগতিবিদ্যা পৰীক্ষা বাহন,Aerodynamic test vehicle
বায়ুগতিবিদ্যাৰ টৰ্ক,Aerodynamic torque
বায়ুগতিবিদ্যাৰ ডাইভাৰচন,Aerodynamic twist
বায়ুগতিবিদ্যা বল,Aerodynamical force
বায়ুগতিবিদ্যা,Aerodynamics
বায়ু ইলাষ্টিক প্ৰভাৱ,Aeroelastic effect
বায়ুৰ স্থিতিস্থাপকতা,Aeroelasticity
এৰোইলাষ্টিক,Aeroelastics
এৰোফ&#39;ইল,Aerofoil
"এৰোগ্ৰাম, এৰোগ্ৰাফ",Aerogram
এৰোগ্ৰাফ,Aerograph
এৰোনটিকেল,Aeronaautical
এৰোনটিকেল বিকন,Aeronautical beacon
এৰোনটিকেল চাৰ্ট,Aeronautical chart
এৰোনটিক্স,Aeronautics
এৰোনটিক্স,Aeronomy
এয়াৰ ফ্ৰন্ট,Aeropause
এৰোফোন,Aerophone
"প্লেন, প্লেন",Aeroplane
প্লেন ইফেক্ট,Aeroplane effect
এৰোনটিকেল ট্ৰেমৰ,Aeroplane flutter
বায়ুৰ স্পন্দন,Aeropulse
বায়ু অনুনাদক,Aeroresonator
এৰ&#39;ছল,Aerosol
বায়ু আকাশ,Aerospaace
এয়াৰ প্লেন,Aerospace vehicle
"বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ",Aerosphere
"আকাশী, উৰণ",Aerostat
এৰোষ্টেটিক সমীকৰণ,Aerostatic equation
"বায়ুগতিবিদ্যা, নটিক্স",Aerostatics
এৰোপ্লাষ্টিক,Aerothermo elasticity
বায়ুগতিবিদ্যা,Aerothermodynamics
বায়ুগতিবিদ্যা,Aerothermodynamics
ফোকাচ চিষ্টেম,Afocal system
ঠেংৰ শৰীৰ,After body
igniter,After burner
বেক ইগনিচন,After burning
বেক লাইট,After glow
পিঠিৰ তাপ,After heat
ছৱি,After image
চিকিৎসাৰ পিছত,After treatment
পোষ্ট পকাতা,After-ripening stage
বেক ফ্ল&#39;,Afterflow
জোকাৰণি,Aftershock
"বয়স, বয়স, বয়স, সময়, যুগ (নাই, ) সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা, সময়ক প্ৰভাৱিত কৰা (ver, )",Age
সময় প্ৰভাৱিত,Aged
"কালজয়ী দেহ, কালজয়ী দেহ",Aged system
"বয়স বৃদ্ধি, বয়স বৃদ্ধি",Ageing (aging)
সময়ৰ প্ৰভাৱ,Aging (=ageing)
সময় প্ৰভাৱ পৰীক্ষা,Aging tst
দুষ্ট,Agonic
শূন্য সংযোগ ৰেখা,Agonic line
মাধ্যাকৰ্ষণহীন,Agravic
সহায়ক ফ&#39;ল&#39; আপ,Aided tracing
সংগী,Aileron
মিলন,Aim
সংযোজন বিচ্যুতি,Aim bias
কণ্ডেন্সাৰ,Aiming circle
ফিক্সেচন ত্ৰুটি,Aiming error
বায়ু শোষণ,Air absorption
আকাশী বোমাবৰ্ষণৰ ৰেঞ্জ,Air bombing range
বায়ু শ্বাসযন্ত্ৰ,Air breather
বায়ু শ্বাস-প্ৰশ্বাস,Air breathing
বায়ু উশাহ লোৱা বাহন,Air breathing vehicle
বায়ু বুদ্ধ,Air bubble
বায়ু কেপাচিটৰ,Air capacitor
এলভিঅ&#39;লি,Air chamber
বায়ু ব্যৱস্থা,Air channel
ফ্লাইট চাৰ্ট,Air chart
বায়ু সংকোচন,Air compression
এয়াৰ কম্প্ৰেছন ফ্ৰীজ,Air compression refrigerating machine
বায়ু কম্প্ৰেছাৰ,Air compressor
বায়ু কেপাচিটৰ,Air condenser
এয়াৰ কণ্ডিচনাৰ,Air conditioning
বায়ুমণ্ডল,Air conduction
বায়ু শীতল কৰা,Air cooling
বায়ুকৰোদী কুণ্ডলী,Air cored coil
"এয়াৰ ডেম্পাৰ, এয়াৰ ডেম্পাৰ",Air damper
বায়ু ডেম্পিং ব্যৱস্থা,Air damping system
বায়ু প্ৰতিৰক্ষা ব্যৱস্থা,Air defence system
বায়ু বিক্ষিপ্তকাৰী,Air deflector
বায়ু বিমেৰুকৃত কোষ,Air depolarised cell
বায়ু সলনিকাৰী পিষ্টন,Air displacing piston
বত প্ৰৱত,Air draft
বায়ুৰ সমতুল্য,Air equivalent
সমতুল্য বায়ু পদাৰ্থ,Air equivalent material
সমতুল্য বায়ুৰ বেধ,Air equivalent thickness
বায়ু চলাচল কৰা ফ্ৰীজ,Air expansion refrigerating machine
বায়ু ঘৰ্ষণ,Air friction
বায়ু সংযুক্ত কোৱাৰ্টছ,Air fused quartz
বায়ুৰ ব্যৱধান,Air gap
বিমান পৰিবহণ,Air lift
"(স্পেকট্ৰম) এয়াৰ স্পেকট্ৰম লাইন, এয়াৰলাইন কোম্পানী, এয়াৰ লাইন",Air line
বায়ু talc,Air lock
বিমান পৰিবহণ ৰেডিঅ&#39; সাহায্য,Air navigation radio aids
বায়ু পাৰ্যমান্যতা,Air permeability
এয়াৰ ফটো,Air photo
আকাশী ফটোগ্ৰাফী,Air photography
বায়ুৰ অৱস্থান কম্পিউটাৰ,Air pisition indicator
বিমান-বন্দৰ,Air port
বায়ু প্ৰিহিটিং,Air preheating
বায়ুৰ চাপ,Air pressure
বায়ু চাপ ব্যৱস্থা,Air pressure system
এয়াৰ পাম্প,Air pump
বায়ুৰ অনুপাত,Air ratio
বায়ু নিয়ন্ত্ৰক,Air regulator
